;logFC;AveExpr;t;P.Value;adj.P.Val;B
lnc-TMEM5-1;2.05892300000004;7.973828;8.0689575911045;6.48039811563828e-05;0.00301793440207123;2.29279278125192
SNORA19;2.12270350000002;6.0768105;8.0481923871669;6.59328793583602e-05;0.00301793440207123;2.27494800763029
RELN;1.72224624999999;7.590329375;8.0270023822254;6.71076739785884e-05;0.00301793440207123;2.25669362197985
lnc-SUSD1-2;1.87585499999998;6.388905;8.00599730222082;6.82954473754372e-05;0.00301793440207123;2.23855397645925
TMEM204;2.17028300000003;8.1884905;7.99137435183338;6.91362568602418e-05;0.00301793440207123;2.22589955984251
lnc-LEMD3-1;1.96031750000003;5.67450875;7.94813770747453;7.16910582859753e-05;0.00304393817327481;2.18835672338598
SNORA15B-2;2.15606150000002;5.65215825;7.93743239141436;7.23398682392759e-05;0.00304393817327481;2.17903183540538
C1orf220;1.78655999999998;6.173623;7.93091995287036;7.27377845398397e-05;0.00304393817327481;2.17335344532815
LOC105371224;2.05058700000002;5.475861;7.87459942298901;7.62833366071727e-05;0.00315240888529141;2.12406477063257
SAA1;1.943067;9.1944875;7.84229973110505;7.84039365245344e-05;0.00316101724573306;2.09565059797322
lnc-ROPN1L-2;2.14431050000004;5.76259675;7.82619564670322;7.9485872645012e-05;0.00316602765017361;2.08144345288636
DAPK1-IT1;2.08488400000004;6.393922;7.73546936619817;8.59030681631117e-05;0.00333900284363182;2.00089909081105
NKAIN4;2.51760699999993;9.040248;7.69913518378719;8.86343100824503e-05;0.00333900284363182;1.96840024943363
ZFPM2;1.93071649999996;9.04240825;7.69815686252741;8.87091845128866e-05;0.00333900284363182;1.96752326826296
SULT4A1;1.71971300000002;5.3625495;7.69283749698606;8.91175374875334e-05;0.00333900284363182;1.96275313875269
lnc-RWDD3-3;1.66287999999999;5.008066;7.69166911758274;8.92075127225345e-05;0.00333900284363182;1.96170499545373
IGFBP7;1.96244574999996;13.215024875;7.66497022556204;9.12915642447017e-05;0.00333900284363182;1.93771415716885
KCNQ1OT1;1.62857425;8.941197375;7.65415139668582;9.21515482649323e-05;0.00333900284363182;1.92797109024689
KRT83;1.83272524999997;10.189087875;7.57722461367738;9.85348816359698e-05;0.00345750890538903;1.85833234115187
SCARNA10;1.73199299999999;5.7883255;7.5677625249204;9.93537041778458e-05;0.00345750890538903;1.84972273534548
lnc-FAM49B-1;1.78974650000003;8.51551575;7.46040635402299;0.000109198022948558;0.00363368795169987;1.75135755939314
SNORA65;1.82004700000001;9.264153;7.40456978887583;0.000114746806994394;0.00370631195627757;1.69969783405159
ANKRD20A12P;1.69561750000003;8.1047335;7.38039835722058;0.00011724622698068;0.00372707717690509;1.6772275072077
XLOC_l2_011987;1.74186075000003;6.540476875;7.33948845305004;0.00012161660097171;0.003829185550595;1.63904842254768
ALPK2;1.95593949999995;8.62896525;7.27337480308104;0.000129070410753186;0.00398791381261713;1.57695122981514
SNORA80E;1.63338500000001;8.982171;7.25202062545279;0.000131586141193588;0.00402799798875927;1.55678890255965
RPL23AP32;1.76732950000001;7.42221075;7.21374355635762;0.000136234098499187;0.00413201770310379;1.52051852747098
WNT2B;1.84055799999998;6.238171;7.19744242601205;0.000138269086343528;0.00415561454047003;1.50502124579554
SMAD6;1.80842799999996;9.2444075;7.13543015405999;0.000146327320929494;0.0043581812882244;1.4457882837031
TAS2R14;1.59605900000001;5.941024;7.08163634768653;0.000153744737812537;0.00443843487471659;1.39404554512274
lnc-ATAD5-3;1.570738;7.1575285;7.07708033604277;0.000154392017723051;0.00443843487471659;1.38964779330169
SIX1;1.62054250000002;9.86143175;7.05931754764182;0.000156944871472467;0.00447292883696532;1.37247888680245
lnc-KBTBD6-1;1.77049399999999;6.3449385;7.01859849198289;0.000162977044371406;0.00456611956518533;1.3329818212811
SNORD15A;1.72011949999998;8.94907625;6.96590473560219;0.000171171504353967;0.00460075604385541;1.28157961179829
PGM5P2;1.58304050000003;13.75563575;6.95673739552524;0.000172643649591239;0.00460290246410189;1.2726034036717
lnc-FAM189A1-3;1.5742975;6.23553325;6.90126282833765;0.000181859799226476;0.00473408264758056;1.21807193884838
TRABD2A;1.57027849999999;6.62071825;6.8706422894866;0.000187181564114934;0.00480222395832149;1.18781425433248
lnc-MYO6-1;1.75251000000004;6.928925;6.86950467231161;0.000187382604544305;0.00480222395832149;1.18668794706246
IGFBP3;1.75672699999996;12.5527675;6.85041548823551;0.000190792304857045;0.00481554133295603;1.16776528275041
SRGAP3-AS4;1.50304849999998;7.21377925;6.84673197168128;0.000191458200820389;0.00481554133295603;1.16410883907358
GABPB1-IT1;1.48094749999999;5.04439875;6.83492337972586;0.000193610493143077;0.00481554133295603;1.15237598413798
IMPA2;2.16980399999993;8.699906;6.83166409261648;0.000194209297415488;0.00481554133295603;1.14913463119509
XLOC_l2_000324;1.48526000000001;7.95980625;6.78904128098238;0.0002022335364671;0.00490708135139335;1.10662774094423
lnc-WDR67-2;1.76396200000002;6.088039;6.72242000363558;0.000215528266280981;0.00508567360884633;1.03974375262315
LINC01197;1.56653350000001;5.92301475;6.6988188316366;0.000220469925680391;0.00509701800209351;1.01591877818511
XLOC_l2_007567;1.44973549999999;5.50948175;6.67180911013239;0.000226281124650707;0.0051703584057977;0.988568515868045
KCNQ5-IT1;1.88926400000005;9.179019;6.62381637067378;0.000237033569986465;0.00529481744848144;0.939747311276704
SNORA5B;1.44097750000001;5.96485825;6.61260304555267;0.00023962726521912;0.00531683046184168;0.928299046103358
SCARNA17;1.78760149999996;8.39524025;6.5745496019008;0.00024866818449752;0.00546793900673436;0.889330924636855
SRSF12;1.40591399999999;6.6236245;6.56583777964558;0.000250791125278085;0.00546793900673436;0.880384117408084
BLID;1.84520350000005;7.18021825;6.55042611854188;0.000254596427744312;0.00546793900673436;0.864533340493959
SNORA25;1.45948550000002;7.34326225;6.5499806091012;0.000254707382648848;0.00546793900673436;0.864074691941133
