,GSM758901,GSM758908,GSM758921,GSM758928,GSM758961,GSM758973
CNKSR1,-0.6576474,-1.0593107,-0.40509582,-0.75787735,-0.11600876,-1.5711668
RNF144B,-0.037621498,0.037621498,0.29703617,0.17989445,0.43861198,0.7216501
RAP2A,-0.38107395,0.18714237,0.4429226,-0.6591315,2.0785284,0.05177784
PITPNM2,1.1928604,1.2494333,1.5168118,0.7338021,0.9532137,0.5581913
CNKSR3,2.880252,2.7358994,0.9738679,1.5847716,1.0721984,3.7889056
TLCD4,-0.71477145,-0.5422962,1.3808731,0.5360857,-1.4410355,-0.81061244
FAM193B,-0.3821659,1.2359686,-0.022029877,0.022029877,-3.4360814,-0.12493658
ENSG00000253470,-0.35584497,1.2022355,0.5425358,-0.76714945,-0.8138194,-0.62883866
FAM193A,0.3709936,-0.3015976,0.5577707,-0.05095339,-0.8772049,0.2557087
CYLC2,-0.56686985,-0.59585154,1.5411148,0.34624445,-1.3478037,-0.94564855
CYLC1,-0.45694596,-0.42340755,1.5914228,0.6401403,-1.1984246,-0.7663526
TLCD5,4.5463495,2.4670658,2.5732412,3.2499814,3.0968046,5.2532444
DYNC1I2,-2.6376617,0.38796234,-2.265973,1.2954264,-0.60247564,0.694118
SSNA1,-0.14562988,0.29704666,0.062719345,0.25520897,0.06469345,0.1743679
MRPS33,0.06334114,0.14570618,-0.045354843,0.37286377,-0.06399059,0.26090717
MRPS34,0.31695938,0.52051353,0.044691086,0.33436203,0.519186,0.08898163
PRICKLE3,0.30252314,0.21908045,0.4110632,0.13772964,-0.12289238,-0.0797534
SH3BGRL,-0.15447426,-0.13101768,0.20451927,0.10042763,1.178052,-0.088991165
FHIP1A,-0.64808995,-0.53931034,1.457808,0.5330539,-1.2520733,3.4260697
DYNC1I1,2.5241115,0.6009686,2.0439389,1.2672634,2.6480644,3.2850044
DYNC1H1,0.5839186,0.4855318,1.2118053,1.025487,0.9520693,1.0219107
GAD1,0.16115141,0.37081861,0.3731861,0.07945204,-0.8563571,0.21958876
KLHL2,-0.4133625,-0.26654816,0.29858112,-0.34271526,1.1622639,-0.015106201
PEX10,0.35759926,-2.203908,0.9129076,0.90727997,-1.948472,0.19626999
KLHL3,1.0911989,0.62333345,2.7670393,3.0086336,2.5849237,2.378995
KLHL4,0.52187765,0.3968979,1.3413904,0.34498513,-0.030020595,0.43975568
CFAP157,-0.5031054,-0.5857898,1.4409072,0.3966155,-1.5076321,-0.9911654
PEX13,0.06578922,-0.000318,-0.024643898,0.36812305,0.73257065,0.051846504
VMP1,-0.58473873,-0.2607584,-0.58078957,-0.46653843,-0.25253105,0.007510185
PDCL3,-0.16695404,0.09554291,1.294344,1.5733376,0.7710972,0.030381203
TFAP4,-0.67941546,-1.0778491,1.1059053,-0.04553616,-1.7765168,-1.5655868
KLHL5,-0.93411255,-0.82592535,2.638795,-0.37626314,0.15631294,-0.4465027
KLHL6,-1.810215,-1.1036291,-1.3412695,0.028912544,-0.13637066,-0.94348335
KLHL7,-0.03961706,0.3030095,0.8473935,0.16267204,1.7357626,0.09625864
CFAP161,0.38855636,-0.27293766,0.9005228,-0.28141272,-1.2474521,-1.3419008
KLHL8,-0.2379489,-0.11622381,-0.09024954,0.047892094,1.1232452,-0.40428877
TACC3,0.14147186,0.20815086,-0.063687325,-0.62903404,-0.6255169,-0.81610584
TACC2,-0.7269169,0.3326553,1.2770691,0.1740632,-0.6582358,-1.1612118
ZFP28,0.42866504,-0.63971233,1.3145325,0.41477585,0.28920484,-0.9326152
DENND5B,-0.22052002,-0.08110094,-2.5629637,-0.35188293,-1.2052927,0.4220872
PTPRD-AS1,-0.5500106,-0.54187727,1.4792466,0.55920196,-1.4083353,-0.8328585
PLAT,1.9234598,2.747001,-0.43877435,1.0449088,0.897135,4.5431757
PLB1,-2.6327615,-1.2893152,-2.3892179,-3.420742,-2.4978747,-3.5998383
TXN2,0.3063898,0.27594852,0.06355095,0.25417042,0.338665,-0.14196968
IGKV1OR2-1,0.31444168,0.4026308,0.21405125,-0.19819403,0.43531513,-0.38186884
ZNF81,-0.5829437,-1.2795255,-0.75956583,0.9802599,-1.361033,-0.4459479
DMBT1,-0.17110932,-0.56539184,1.3689249,0.42710996,-1.4602867,-0.94339305
PPIP5K2,-0.68690395,-0.15924358,-0.07623768,0.1934309,0.19347477,0.06111145
PLAU,0.7962017,2.419716,1.0321922,1.6670246,1.7597189,0.69041634
ZNF84,0.4098816,0.2997055,0.28861618,0.48429108,0.60462284,0.47958374
ENPP2,1.138617,0.97168684,0.7319975,1.4699812,2.6382523,0.12496233
ENPP1,-0.812449,-0.6615296,1.4786928,0.32565784,-1.3626941,-0.9875913
ENPP4,0.030177116,-0.35571003,-1.8223915,-0.14138699,-1.2571573,0.9743786
RAG2,-0.35887814,-0.5892477,1.3374997,0.41960526,-1.5154095,-0.24016845
ENPP6,-1.2741582,-1.1071498,0.7761371,-0.022964358,0.33824635,1.0411808
TGM3,0.17729807,-0.06963968,0.34096265,-0.66411865,-0.8859155,-0.16805553
TGM2,3.754961,5.5050488,-1.585772,-3.0897422,2.3161888,4.677764
CARD10,0.2210412,-0.8670316,1.0380049,1.7452617,1.4368196,0.7255311
ZGRF1,-0.7399192,-0.056515694,-1.847748,-0.44129038,-0.53992796,-0.8266139
ADAM10,-0.5431385,-0.123846054,-0.7609606,-0.33897495,-0.020140648,-0.27591324
ZNF99,-0.00941515,-0.016643524,0.1961708,0.61980724,0.45219612,0.5265322
ADAM18,-0.65737206,-0.49358177,1.5113387,0.48399448,-1.4003878,-0.6346295
PSPC1,0.047437668,-0.37376595,-0.23430634,0.786602,0.10511017,0.51300716
RAF1,-0.10606575,-0.092292786,-0.42632866,-0.2697487,0.47432137,-0.01824379
CARD11,-0.24766707,-0.23362255,-1.4070506,-1.7199125,-1.4756985,-0.89408135
PLD4,2.9063473,0.02427578,4.3204784,-1.370636,3.4342842,0.19665766
DAPP1,0.3901806,-0.71421623,0.3369627,1.1637211,1.1247768,1.0982723
PLD1,-0.70412207,-0.2350421,-1.7942283,-0.60080385,-2.1626081,-0.92705417
RAI1,0.18723774,0.2951002,1.0845394,0.37253857,1.5606003,0.22928333
RNASEH1,0.3505993,0.51981544,0.008503914,0.6041355,1.3190193,0.7071705
GRK6,0.05197525,0.37404823,-0.7805376,-0.027168274,0.21654892,-0.5996475
LPXN,-0.10941982,0.13571262,-2.6701546,-2.3033266,-0.7071171,-0.43194866
IL36RN,1.1420385,-0.47823846,1.3480917,0.3862487,-0.6729734,-0.62685955
FGF22,-0.28595924,-0.4979521,6.0350766,0.3223536,-1.4288491,-1.0446019
IGF2R,0.47109222,1.1707993,0.31526947,-0.15163422,1.0232897,1.1818895
SDK1,2.7981548,1.9426723,0.7091274,0.642503,2.9625378,0.60826445
FGF14,-0.5798764,-0.4145934,1.4601219,0.6558217,-1.2348537,-0.71116555
FGF19,-0.21329999,-0.39124334,1.6885948,0.5667317,-1.393543,-0.8005143
FGF10,0.49254918,-0.72226226,1.7877004,0.24292612,1.183337,-1.1494708
ZMYND19,0.21557665,0.3318472,0.63907766,0.20326042,0.3504281,-0.1738019
LDHAP4,1.7101994,2.0322227,0.6147804,-0.35759163,1.7127237,1.2962313
TAT,-0.3061539,-0.6447265,1.4235207,0.28167498,-0.07465899,-0.71289766
LDHAP5,1.4978466,1.6693573,0.2551937,0.21152878,1.2487593,1.2299671
CA1,0.7586837,0.18280244,-0.5588567,-0.63222694,0.35402727,-0.71711564
GRM7,-0.91464496,-1.6783717,-0.28999257,-1.4675356,-0.40767264,-0.3731594
CA3,-0.76262957,-0.66074127,1.3373522,0.41388786,-1.3764718,0.27882624
ZIC3,-0.47941613,-0.42615616,5.2707357,0.5546205,-0.66150606,-0.23865521
CA2,2.4022636,3.017187,-2.358439,-2.8583794,1.3517799,2.025651
ZIC1,-0.481817,-0.41526395,1.6280687,0.6197169,-1.1404293,-0.77221674
CA7,1.3066039,0.13018727,0.72314095,-0.1490202,-0.06450033,-1.4921391
CA8,0.2433263,0.5062659,1.572696,1.5976171,-1.3334602,0.005589485
MYBL1,-0.37108767,0.30422878,2.5745897,2.429009,-0.40958786,-0.894012
SUN3,-1.5213702,-0.2869625,-0.7401581,-0.4337871,-1.6567013,-0.2603228
DIPK2B,-0.49960065,-0.451149,1.5479716,0.66223645,-1.2982471,1.6901729
OR1F1,0.812963,-0.7103088,0.33441925,-0.67908907,-0.43779898,-0.2234354
SEPTIN7P2,0.19587326,-0.5372791,-0.057442665,0.19292545,-0.46765995,0.20855618
SUN5,0.561018,0.36484122,0.33017826,-0.50439405,-0.11111593,0.47115278
EIF3LP2,-0.012791634,0.004063606,0.29665184,0.38172245,0.623147,-0.027015686
CFAP100,-0.73984206,-0.5487392,1.4386358,0.48656595,0.09719992,-0.8578317
IFT43,0.2955551,0.28388023,0.061606407,0.26658058,0.4127426,1.1495066
GFOD1,1.9473705,2.8217368,1.7008138,2.8033338,2.9162512,3.1246643
ELF3,1.1920083,-0.59658146,-0.7970357,-0.43444085,-0.5724313,2.5680106
ELF4,0.35198498,0.21943188,0.24089718,0.3797369,0.2459135,0.79131985
EEF1D,-0.26411057,-0.43429184,-0.28530312,0.577816,-0.49473667,-0.16040039
ELF5,2.0442607,-0.63730836,1.260884,0.45510197,0.26997828,3.5971088
CAT,1.3070965,0.51711655,1.2242126,0.9322338,1.0999784,0.70683956
DIPK2A,-0.054298878,0.19989824,2.3420534,-0.785274,0.9897299,-0.299922
SHANK2,-0.62774575,-0.4661076,1.4441972,0.6100073,-1.2420368,-0.23851311
PLEC,-0.32227325,-0.16988993,-1.9322357,1.541337,-2.7404575,-0.4775653
RALA,-0.5276737,-0.21740913,-1.1280584,-0.43439484,0.059138298,-0.33416176
KRT17P1,4.2952623,4.4971085,1.1090517,2.5241947,4.0140934,5.342143
OR1E3,-0.29574633,0.94965124,-1.3845959,-1.0188978,0.044576168,-0.03405428
PSMB10,-0.31993008,-0.17951298,-0.19106579,0.5673437,-0.50850296,0.3264923
POMZP3,0.06399822,-0.45601368,-0.37975216,0.4333849,-0.1892643,-0.6190262
IL1RL1,-0.6141465,-0.606732,1.3661056,0.5065466,-1.397276,-0.94739515
IL1RL2,0.22327375,0.19917345,0.7532959,0.9152875,0.56591463,-0.38378906
SV2A,-0.7394881,-0.557104,1.5716834,1.6107807,-1.3252757,2.4045105
SLIT1,0.08087635,-0.052071095,0.42492294,0.6870794,0.31364536,-0.005529881
RALY,0.40867996,0.39775467,0.4068737,0.5490742,0.048358917,0.49215317
CKS1BP2,0.17705059,1.0780973,-0.45247936,-0.21718311,-0.28225422,0.1421318
MTA3,0.2829466,0.57659006,-0.7077241,-0.6765857,1.3874121,0.71537256
SPATA31E1,0.23265243,-0.3393911,1.0441679,0.3325225,-1.7093091,-1.1643641
OR1D2,0.14633894,0.06247902,-1.014235,-0.6316457,0.26584196,-0.1294651
RRM2,1.868185,3.162445,-0.9547882,-1.951242,-0.31437302,1.2846413
ACTBP11,0.56588364,0.35575485,0.052827835,1.0859222,-0.543272,0.3877163
ACTBP12,0.79337597,0.49361897,0.371171,0.40318966,1.5885811,1.141016
TBX19,0.18463707,0.6260967,1.5235949,0.869606,1.1243038,0.62141895
HS3ST1,4.2131047,4.903704,3.822619,4.7186227,5.023767,5.54227
WARS1,-0.5149784,-0.7659302,-0.503479,-0.573946,0.09555435,0.13092327
TBX18,-0.5331551,-0.39328253,1.5379457,0.6798036,-1.1458168,-0.6963881
HS3ST2,3.1678934,2.9366117,-1.1547804,2.7341046,2.0917373,3.3929734
CD2,0.7523565,-0.32051182,0.8045683,0.17044163,-0.5320587,0.29875517
CD4,0.27018452,0.46029377,0.22196579,0.26568317,0.15646172,-0.08490658
CD6,0.11567974,-1.3359094,-0.14993668,-0.13501978,1.3602972,0.1374774
TEF,0.21760416,0.09608364,-0.09730387,1.0404801,0.37789774,0.28166294
CD5,0.28949022,-1.1597879,-0.24429607,0.5873208,-0.4493146,1.2861676
CD7,-0.76089907,-0.7331505,0.62150574,0.3663802,-2.5518286,-1.0066304
CD9,1.3088379,1.2976208,-0.37235165,-1.0694923,1.429389,0.82506657
SLIRP,-0.048410416,0.14719582,-0.35526657,0.3148613,-0.6452141,0.11183834
CDA,0.5421419,0.5402937,-2.0859385,-1.7877111,0.04149151,-0.8142834
TES,0.4587164,0.66347027,0.9241667,0.11667681,0.6826868,0.93312645
CLEC10A,1.7514706,1.6602345,4.883483,4.635021,4.134677,1.6106815
FRMPD1,-0.8730211,-0.6735573,1.3693504,0.4647199,-1.4482777,-0.6569467
ELK1,1.1626325,1.148571,1.5310993,-1.1376486,0.98873043,0.89301395
CAPN15,1.1834204,-0.08670378,-0.18584967,0.6799228,-0.30297256,0.17745852
ELK3,-0.37410736,-0.6096549,-1.3749084,-0.5182929,0.18462372,-1.0604148
ELK4,-0.5813236,-0.18745995,0.20236206,1.2877994,0.98244095,-0.36268997
MTBP,-0.17989278,0.17001104,-1.0892313,-1.3027534,0.0567441,-0.130548
ZSCAN30,0.21835613,0.27429533,-0.5639868,-1.5204608,0.6401706,-0.5026431
VPS36,-0.20695496,-0.10724449,-0.25109863,0.6963978,0.024951935,-0.045449257
PRKCI,-0.22662544,-0.1237793,0.1491003,0.2615013,0.10118103,0.24684525
TAAR9,0.37772596,-0.40435046,6.987172,0.5621054,-1.3289046,-0.8516561
DNAAF2,0.06899786,0.324008,-0.120859146,-0.019088268,1.3167706,-0.07487869
PRKCB,-1.9959717,-1.2069337,-1.9598601,-1.3937864,-2.023272,-1.6709735
PRKCE,0.19251871,-0.2515216,-0.29470062,-1.4485004,-2.920847,-1.0455937
PRKCD,0.23157692,-0.2774868,-0.26180744,-0.00576973,0.77493,0.056293488
POM121L15P,-0.67462456,-0.6896427,3.475811,3.6495914,1.124334,-1.0807672
CLEC11A,0.25109768,1.0918322,-0.35192013,-0.60078526,0.19951057,-1.317584
DNAAF6,-0.5851323,-0.42904854,1.4738569,0.6823287,-1.2670501,-0.6651272
TAAR1,-0.4998889,-0.34945387,1.7770584,0.61214876,-1.2661393,-0.7428689
DNAAF9,1.0083389,0.9455967,-0.34263134,1.3491287,0.5696106,1.5663567
DNAAF8,0.04151416,0.07284951,-0.5628364,0.019796133,0.019179583,-0.3029611
BCAN,-0.5982027,-1.4010863,0.4749565,-0.31235552,-2.30158,-1.3579786
BCAM,0.6139908,0.33503914,0.5603628,0.5577278,-0.78463554,1.1310892
DAAM2,0.44730806,1.325798,-1.2569022,-0.48118877,0.194314,2.1052294
ZSCAN21,-0.1686101,-0.08123684,0.14519072,0.32321072,0.46837902,0.062182426
PRKD2,-0.17441368,-0.15200043,-0.18324661,-0.4310646,-0.22284794,-0.4153061
PRKD1,0.8789556,0.14284945,0.7823291,-0.29610586,0.54079866,1.8726797
NUP98,0.6189251,0.6495743,0.06205654,-0.17014313,0.9084797,1.1165295
ZSCAN25,-0.12807131,-0.31213713,0.36243153,0.38176632,0.20504045,-0.26777935
TARS1,-0.36653328,0.1262455,-0.1309967,0.14121628,0.48037815,0.001904488
CFB,0.5301633,0.6370759,0.7341385,1.2717752,0.48230648,0.8343506
FREM3,-0.5709119,-0.37261534,1.6666644,0.6427276,-1.2245356,-0.7188971
CFD,-0.58527946,-0.38319206,-1.7925568,-0.3018589,-1.4541683,-3.1620226
CFH,-1.575769,-0.10485554,0.574893,1.338151,-1.7108064,-2.3826342
CFI,3.422867,3.6593735,7.6688824,8.174043,6.9841833,3.1613495
PRDM14,-0.4503125,-0.22486901,1.5574585,0.3984524,-1.5171523,-0.97536546
PRDM11,-0.9425001,-1.1450262,0.24933958,1.1077533,-0.1375246,-0.2197094
CFP,1.5549526,0.6514549,-0.85522556,2.6109905,-0.9225817,2.5760593
IRF2-DT,-0.24115086,-0.2689576,0.4955573,0.4663124,0.13649702,-0.27667236
MTDH,-0.1387291,-0.04585266,0.11865139,0.20075035,1.687994,-0.039399147
NUP85,0.004997253,0.23527527,-0.00697422,0.30075645,-0.042407036,0.13413906
PRDM16,-0.60959023,-0.3896159,1.5480165,0.6486356,-1.2216362,-0.714976
ST3GAL4,0.3649249,0.73647213,1.2694454,0.33351183,1.055088,0.28994465
RRS1,0.12901306,0.522871,3.1562395,2.940197,2.404357,0.6654844
ST3GAL1,-0.006540299,-0.42132568,-2.078309,-0.53744125,-0.5343685,0.122629166
ZSCAN18,0.08505201,-0.6012182,0.27046394,0.13088179,-0.015082836,0.19109249
LRRC37A3,-0.32554054,-0.07433653,1.6192617,-0.9181409,0.4536476,-0.24218512
PLK4,-0.5557754,0.2704451,1.0309725,0.12307,-2.580063,-0.20158029
BTF3,0.18684101,0.031811714,0.39832687,0.6221571,0.13722134,0.12933159
SMPD4BP,-0.016749382,0.114863396,0.23838806,0.2456789,-0.13530064,0.29953766
PLK1,2.3324285,2.912661,-2.8563433,-1.9196243,-2.195046,1.1008086
MEX3D,0.09300041,0.5151005,0.5053148,0.7149353,-1.0977793,0.03691387
C3orf14,0.37959576,-0.016003609,0.2643013,0.59764004,0.05554676,1.0556564
MCAT,0.9900017,1.5212078,0.24118805,0.5626545,-1.2934942,1.0418482
MEX3B,1.0695391,1.535985,1.2268243,1.421124,2.1422615,1.4100976
LINC02609,-0.4914881,-0.48639894,1.529011,0.5168693,-1.3056979,-0.27912688
GTF2IRD1,0.12683105,0.35196114,-2.0692348,-1.2490261,-0.30775452,0.22315884
LINC02604,0.5728321,0.6513543,0.66710806,0.13002348,0.567471,-0.86987543
GAPT,-5.668601,-4.434195,-5.364731,-6.0020695,-8.044937,-7.5705833
DENND1C,-0.6680603,-0.32881165,0.48464966,0.94622993,0.94608307,-0.3920889
SETD5,-0.1763506,-0.36923504,-1.311152,1.2766628,-1.0564394,0.15138483
DENND1B,-0.31288147,0.10286713,1.1950364,0.9041376,1.5713019,0.78051233
RARG,-0.16433144,-0.010098934,1.4656577,1.2479014,-0.05566454,-0.59959507
MOCS2,0.397501,0.535244,0.46143913,-0.2295742,0.47292995,0.26770592
CDKN1B,-0.8487234,-1.0865545,0.16459274,1.9837332,-0.41964722,-0.55963707
CHM,-0.19221544,-0.49933052,-0.3841896,0.7467108,-1.4036198,-0.28613806
ASH2L,-0.000624,0.095098495,0.084952354,0.083049774,0.5363369,0.36714458
STON2,-1.9213929,-1.7910323,-1.4704769,1.337295,-2.031243,-1.7635429
ASGR1,-2.5553975,-0.8134098,-1.9345694,-1.6789932,-1.1612129,-3.39673
ASGR2,-0.5122957,-0.09671688,0.7216244,0.7371168,0.71358013,-1.1919804
ADAMTSL1,0.41973114,0.25819492,2.8889441,0.5942483,0.3452897,-0.29369783
ADAMTSL4,0.47340775,0.49165344,1.0201426,1.7270889,1.9837046,0.58969593
MTG1,-0.7007303,-0.15302992,-0.7842641,-0.7135687,-1.0172243,-0.30379105
RPL14P1,0.064668655,-0.028812408,0.23640347,0.23157692,0.42239285,0.24520206
DENND2D,0.038066387,0.52810574,-2.3404286,-1.9099169,-0.84715223,0.038756847
RPS6KL1,0.6053575,2.0613313,0.8167659,0.9093524,0.39260066,2.0569887
KRTAP15-1,-0.7689717,-0.6134806,1.2922854,0.49811387,-1.4477279,-0.8482763
SLC9B1P3,-0.82146704,-0.31533742,0.034549475,-0.80987716,-0.5467205,-0.089607
ANGPTL7,-0.49566025,-0.3011852,1.7659465,0.6207651,-1.1564028,-0.68589664
PLIN4,0.13117743,-0.004067898,-1.1799355,0.34194708,-0.861331,-0.22655392
GAS1,0.9198718,0.9267235,-0.059521437,-1.4164777,2.1891584,0.25415087
EXOC3,0.32148552,-0.35300064,1.3832111,1.4316788,1.1754923,0.35818672
EXOC6,-0.31321716,0.19355583,-0.6361084,0.68681717,0.4535923,-0.29581833
PLIN2,1.1099033,1.3504887,-0.8816776,-1.0394783,-0.043910027,1.0154638
EXOC5,-0.001869202,-0.19657373,0.08735037,0.8494353,0.94506025,-0.40304518
GAS6,1.6275501,0.9228325,1.7936611,2.0203094,1.1429768,1.0585566
TKT,-0.7346678,-0.34905338,-0.734149,-0.78314877,-0.6323414,-0.628788
GART,-0.04427576,0.58009815,-1.0759172,-0.5048871,0.22032118,0.4650011
ANGPTL1,-0.8054956,-0.6802809,1.2917466,0.39159262,-1.4046097,-0.98708934
GAS7,0.52966404,0.73307705,0.19435596,-0.32095385,0.366395,-0.41914892
PAPSS2,0.5630741,0.72546005,-1.5690169,-0.24738836,-2.3517928,0.23261642
MIR4307HG,-0.5363769,-0.40573245,5.0191307,0.5556357,-1.3128247,-0.7997958
APOL4,-1.936145,-1.8314342,3.6172352,1.7206988,2.9480915,-0.83232164
METTL21C,-0.69643813,-0.5087938,1.585584,0.41378307,-1.3623908,-0.8937008
APOL6,-1.2482128,-0.9773121,-0.64248276,0.73108435,-0.47602272,-1.5308561
ERMP1,0.70863914,1.3907456,0.05580473,-0.83706,1.6315074,0.46506214
RASSF10,-0.29019153,-0.4318092,1.5615475,0.6057718,-1.4621576,-0.70233536
ARRDC1-AS1,-0.14586782,-0.2485671,-0.5050025,-0.05859661,-0.44269753,-0.36147022
MBNL3,-0.43113232,0.19969845,-0.8220625,-0.18266582,-1.0630398,0.1471653
APOL1,0.17852211,0.5702381,1.1299658,-0.34814262,0.72849846,0.026824951
ZIM2,-0.09543729,0.14852142,-0.4800315,0.094543934,0.071166754,-1.836725
APOL3,-1.0355844,-1.1887407,-0.88093185,-1.3209009,-1.3048725,-1.3045521
APOL2,0.50400925,0.2678542,0.3962803,0.60031605,0.86299896,1.0352116
HIPK4,-0.90132725,-1.3420031,0.75350344,1.6211189,0.10672319,-0.30624855
IL10RB,-0.036741257,0.1245842,-1.0440226,-1.4302387,-0.7648115,-0.4629736
IL10RA,0.12096214,-0.05303192,0.23575401,0.17097092,0.39889526,-0.14213085
MOCOS,0.3432603,0.51549625,4.9754076,6.5341635,4.983822,2.7519503
ELP1,-0.338274,0.014451981,0.2920246,-0.11781502,0.2764635,-0.20127773
G0S2,2.504715,1.2790527,-3.0913033,-1.7616224,0.86939335,3.0128908
GATB,0.26568604,0.67746544,-1.239542,0.013118744,0.42367744,0.18339443
ELP2,0.60450363,0.34692764,1.6919603,1.4280243,1.6797915,0.41384506
RRP1B,3.548542,3.1139622,3.6622782,3.4112263,4.6899433,2.5961294
HIPK1,-0.657547,-0.1972599,0.147048,0.2850361,-0.01408577,-0.12871075
HIPK3,-0.25582504,-0.061565876,-0.00622654,0.14612007,2.0808554,0.30026913
CDKN2A-DT,-0.042179108,-1.4838874,-1.3498838,-1.2867527,1.4831109,-1.5090215
HIPK2,1.4946957,1.5599775,-0.8870239,-0.61813545,0.28385925,2.0037003
RFLNA,0.3768015,-0.3626393,0.9082856,-0.04730189,0.65036273,1.5856054
GATM,2.5743237,3.7065945,0.36736012,1.3828373,2.9399986,1.4842463
OSTM1,0.09426308,0.47924042,0.14971256,-0.14856815,0.35455894,0.4586153
NFIB,-0.5625619,-0.42659897,1.4918048,0.64909124,-1.1992228,-0.73284256
PLP2,0.42316246,0.8071728,0.008502007,0.19532967,0.23856735,-0.23879147
TMEM229A,0.6050916,-0.54581845,1.3438263,0.52904177,-1.4232931,-0.8231389
RNASEH2CP1,-0.107345104,0.43875742,-0.81046486,0.07270765,0.08729029,-0.07607412
TMEM229B,-0.5519464,-0.5493525,1.4719584,0.54538834,-1.4164104,-0.84636295
GTF2B,-0.5504322,-0.1271267,0.66349983,0.9980087,0.944664,-0.1923933
TNC,0.73665476,-0.1714611,4.535389,-1.0372895,-1.1660135,0.16145349
CLU,2.2002907,0.14511013,-3.9984736,-4.7509255,-1.553597,2.6367111
TNF,-1.2463093,-1.4334621,0.20478058,1.4484196,0.27264786,-1.217948
GTF2I,-0.84967995,-0.60975075,-0.55661964,-0.40496635,0.056573868,-0.7102318
IL13RA1,-0.01348114,-0.90592957,0.6808014,1.3430538,0.30597496,0.64104843
PLS1,-0.23869061,-0.8009436,-0.07234073,-0.9025043,-2.7524402,-2.2675416
MAP2K3,0.05877018,0.17980099,-0.66120243,-0.78598976,0.26861858,-0.4838581
MAP2K4,0.2825699,-0.06282234,0.20347595,0.41769218,0.52334213,1.383728
MAP2K1,0.3281765,-0.23220825,0.5259943,0.23841286,0.87053967,0.5668268
COL27A1,-0.679826,-0.5207265,1.6030766,0.4265306,-1.2779042,-0.8796873
RALGAPA2,-0.6100149,-0.56109166,-0.63098574,-0.24588299,-0.26845837,0.21269321
DIO2,-0.1794138,0.72717094,0.8782072,0.003866196,3.179309,-0.003865719
TOM1L1,-1.0256215,0.39163065,0.14724636,-0.7457272,-0.57053757,0.4066496
KDSR-DT,-0.35509968,-0.7665119,-0.02974081,0.015634537,-0.19891119,-0.006066799
OBSCN,0.8694062,0.32232523,1.5894235,0.40046012,-0.06499362,-0.5645404
H4C16,1.524744,0.8060169,-0.059823036,1.2882824,-0.6147928,0.7503605
FKBP4,0.72409487,0.80429506,0.2378273,0.2937374,0.66037846,0.03711033
TOX,-0.9013808,1.2819743,3.8067207,3.67354,2.265174,-1.4170796
PPEF1,-1.7840297,-1.5189204,0.34073496,-0.41138315,-2.444889,-1.7823095
FKBP5,-0.4809971,-0.9926348,-0.3763647,-0.7625408,1.624404,-0.2915144
INSIG2,0.0915432,0.39360046,1.4607296,0.9151077,2.09097,-0.25509262
MTLN,0.4381485,0.61016655,0.051654816,0.8381767,0.4228859,0.36333847
KNG1,-0.7646944,-0.5943128,1.332443,0.4878086,-1.4915512,-0.85866016
CD300LB,0.20786524,1.8490019,-0.81853056,-0.91040754,-0.91184187,0.10351086
MAP2K7,0.5771277,-0.8990185,-0.4771514,0.24373841,-1.6866705,-0.2267189
PLTP,1.9679146,3.1423779,-4.911858,-2.3849435,-2.758747,0.8760834
MAP2K6,0.89835835,1.6528406,3.1575284,1.5715737,2.6975179,0.68813515
LINC00032,-0.5115961,-0.44643307,1.5551708,0.6389921,-1.2001073,-0.7658183
LINC01361,-0.6351123,-0.45993578,1.5863204,0.5415276,-1.3319247,-0.8068491
C1orf162,1.5684462,1.408761,0.6894045,1.0045195,1.31777,0.8412218
SYNJ2,1.8116248,0.14537239,0.726279,0.34193063,-0.7414658,1.839226
COPRS,0.46331024,0.45511436,-0.12814999,0.23690796,0.5770302,0.42882442
BCL6,0.33173084,0.2155447,1.3914185,0.51380634,2.0633926,0.9348717
SYNJ1,-0.37071228,0.32650042,0.6686802,0.2252965,1.7624187,0.503932
BCL3,-0.5014734,-0.9828253,-0.18965626,0.69466114,-0.9139118,0.5979948
BCL2,0.1368804,-0.49811745,-1.5126877,-1.0200744,-0.39723063,1.7801738
C1orf159,0.3126998,0.27015543,-0.16303444,0.004235268,-0.20273304,-0.35375023
TCP10L,-0.5019404,-0.45040053,1.5450299,0.65555954,-1.2741519,-0.74381423
MCM8,0.65138865,1.0720863,1.6024404,0.032188892,0.30377817,-0.037608147
ZC3H8,0.24341965,0.824173,-0.86999273,0.89899445,1.2208061,0.9353123
ZC3H6,-0.40364933,-0.09778404,0.16137218,-0.52242136,0.44197273,-0.40852928
SYNE3,0.24121284,0.7184448,0.59038067,1.3143063,0.34074593,-0.003772736
SYNE2,-0.065654755,0.9926188,1.1684391,0.2985046,-1.6225424,-1.0964644
THBD,2.0178623,2.9148388,-2.7152843,-1.6718426,0.15400887,2.0931187
CEP170B,0.57092,1.054141,-2.2033725,-0.98097134,0.8134432,-0.13727283
SERAC1,-0.81386876,-0.07091236,-1.2078748,-0.16506553,0.9088311,-0.10150862
C1orf127,-0.100348234,-0.23220229,-0.8872113,-1.0326393,-2.5487735,0.22932291
CR1,-0.2057743,-0.10127258,-3.73437,-4.012253,-0.8659258,-0.9480195
SGIP1,-1.0614916,0.84990644,0.966449,1.3141103,-1.3629248,-1.3491776
