"X","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"WFDC21P",7.15989328,7.44996853333333,21.1970474009057,6.10988622155997e-10,7.04055281923688e-08,13.4534536293858
"WARS1",4.76531206,4.71906017777778,21.1166905274315,6.35246361170961e-10,7.06766339420037e-08,13.4168173173433
"DUSP5P1",5.18365696,5.46581584444444,20.8399392336449,7.27198131049549e-10,7.8210158994379e-08,13.2893227910947
"TNFAIP3",4.04303918,4.20755803333333,20.6278999008657,8.07499297151901e-10,8.32632201791536e-08,13.1902353857883
"C1R",6.2884934,6.27577891111111,20.5873437623017,8.239363895983e-10,8.32632201791536e-08,13.1711423092704
"MARCKSL1",6.17876572,6.10105504444444,20.582817071871,8.25793598553514e-10,8.32632201791536e-08,13.1690083996882
"SLC7A5",4.80437708,4.65159823333333,20.5045547243034,8.58637460500907e-10,8.52428851171132e-08,13.1320249518207
"TNFSF4",6.57688214,6.47599072222222,20.4428128940978,8.85556464685967e-10,8.63306892220186e-08,13.1027276966512
"ITGB8",6.98955624,7.18761722222222,20.4186274845965,8.96351491999884e-10,8.63306892220186e-08,13.0912222687181
"INHBA",7.02549684,6.84875898888889,20.2928374291032,9.54867657774377e-10,9.03237361507256e-08,13.0311154345237
"SIX1",6.08549818,6.14169341111111,20.2702626807949,9.65804710119334e-10,9.03237361507256e-08,13.0202809310687
"ADORA2A",7.14919564,6.96143395555556,19.8880451972496,1.17338528016727e-09,1.05164655734992e-07,12.8346111835257
"PRDM1",3.07923986,3.22008917777778,19.1989703911841,1.68212599635284e-09,1.48695329513218e-07,12.4888980614216
"EBI3",7.41766872,7.52178117777778,19.0805933479361,1.79170087681022e-09,1.55097746362953e-07,12.4280347249161
"CCNA1",4.60565194,4.35243574444444,19.0585401046005,1.81296389896384e-09,1.55097746362953e-07,12.4166471733025
"BHLHE22",9.1795378,8.79539294444444,18.9403427157396,1.93172924791403e-09,1.61888945932328e-07,12.3553501189022
"GPR157",6.602406,6.5671407,18.8498007727228,2.02845848802216e-09,1.67815931066756e-07,12.3080921525772
