,GSM758903,GSM758910,GSM758914,GSM758924,GSM758944,GSM758951,GSM758956,GSM758964,GSM758968
LPAL2,1.0335052,0.28527784,-0.92969847,0.5235759,0.528185,1.0700608,3.3503246,-0.26457596,-0.34243017
IL6ST,0.16337919,0.61830616,0.14855576,0.8954439,0.5396986,-0.22441196,0.27107906,0.74648666,-0.048077106
SLC27A3,0.9974146,1.1331263,0.14062786,0.974349,0.7931776,1.3908625,-0.71652126,1.4092226,0.75456715
LINC02303,-0.37057662,-0.06454563,-0.9930643,0.43586397,0.6837791,1.0713766,3.2820952,-0.2923696,-0.36302698
CD274,5.2198496,5.9780254,5.598892,6.117982,5.9972134,5.609561,5.8490286,5.9924,5.9485903
DLX1,0.06834197,0.7546854,-0.39906693,0.32718778,0.47232056,-0.29221153,3.8724403,-1.2394292,-0.38613176
DLX2,-0.32640302,-0.12030935,-0.8519268,0.6610075,0.61552906,1.1566563,3.468635,-0.31625175,-0.2859589
SHC3,0.21125078,-0.344553,-0.30366564,-0.3424077,-0.07852268,0.48495913,0.57861805,-1.2701449,0.08162832
DLX5,-0.3043028,-0.012133002,-1.012001,0.67740154,0.66900384,1.1261871,3.4619746,1.1948547,-0.27455217
LIN7C,0.10453129,0.51817703,0.07801819,0.61938953,0.6287041,-0.13940716,0.75429726,0.5806446,0.06969547
CORO1B,-0.21619034,-0.060253143,-0.6619549,-0.48817062,-0.46679592,-0.8097019,-2.4176755,-0.19083881,-1.0181065
CORO1C,-1.0404453,-1.4347134,-0.6969423,-1.933094,-1.5280447,-0.33343697,-0.780323,-0.7725897,-0.7133503
EIF4EBP2,0.10054994,0.3528105,-0.32283795,-0.1669662,0.46728122,0.21370351,2.5328393,0.43852603,-1.2008052
ENSG00000271776,-0.32763934,-0.04092896,-0.684811,0.6956835,0.72043276,1.1491623,3.3747315,-0.22009087,-0.15679085
LINC01003,-1.2224288,-0.8685565,0.01867485,-0.19139957,-1.1797161,-0.5091753,0.28756332,-0.59065866,-0.13606548
SLC14A2,1.2505546,1.2597694,0.6713152,0.20023966,1.0035448,2.0501347,2.167328,0.2792387,0.29069233
LTO1,0.13199425,0.061941624,-0.23736429,0.36467314,0.007860661,-0.44058228,-1.1443067,0.4078684,0.04369116
FUZ,-0.3712902,-0.71102,-0.5994425,-1.0852785,-0.9375024,0.44752693,0.52059555,-0.7107897,-0.040833473
NDC80,-1.5701286,-1.428129,-0.52773666,0.27656293,-0.7135086,-1.0738344,1.1762893,-0.8495934,-2.363933
IGSF11,-0.45941854,-0.19909835,-0.3398924,0.50770795,0.54864454,1.0257279,3.320015,-0.3714416,-0.27261198
SYCN,0.14785552,0.24440837,-0.6065328,0.39789605,0.083379745,-0.74181795,0.79109883,-0.4389758,-0.27881575
LCN2,-0.5078487,-0.17222786,-0.9746326,0.3882898,0.53624153,1.0198369,3.2543476,-0.3971002,-0.3907218
LCN1,0.27612662,0.01593709,1.2439156,-1.1227198,-0.26085758,0.4558077,2.2504153,-0.94837546,0.2937889
ACO2,-0.18299484,-0.27755547,-0.2155447,-0.45972633,-0.65047073,0.003534317,-1.5824165,-0.24018669,-0.42175674
MT-CYB,-1.4622021,-1.0393772,-1.6192474,-1.3158112,-1.5267048,-0.45438385,-1.079462,-1.3969831,-1.5899525
LCN6,0.46857214,0.9733095,-1.0472745,0.5091202,0.5346886,0.9681113,3.243243,-0.4074757,-0.19740486
NIT2,0.85348606,1.0456791,0.25136757,1.2306929,1.092061,0.9616232,1.1063576,0.8947029,1.6116438
OR7A10,-0.38405067,-0.08953118,-0.7875891,0.41922235,0.60811365,1.1916049,3.452536,-0.2821461,-0.25649452
LRGUK,-1.8235497,-0.7217182,-0.3524549,0.79575324,-0.8746424,-0.29261875,2.174058,-1.7966413,-1.6598897
LEAP2,-0.6239104,-0.4844489,-0.7487898,-0.6820898,-0.71332264,-0.7375183,-1.3927593,-0.26654434,-0.6511178
AKAP8L,0.43686104,0.7170372,0.20105743,0.5350895,0.5857029,0.56508636,-0.45290947,1.0932121,0.1581688
TOB1-AS1,0.15529585,0.22646046,-0.10366058,-0.4844489,0.120393276,0.47164822,-0.18312883,0.4580722,0.36820173
RLBP1,1.9973035,1.9639463,0.2552042,2.2411318,1.1695094,2.4015622,2.6695342,1.9894342,1.9149265
TAGAP,0.25115013,-1.300147,1.8069735,-1.1653056,-0.31877708,-0.57640076,-0.99478054,-0.49738216,-0.9229603
ACP7,1.3027391,0.12516165,0.6525097,1.5062761,-0.12767601,0.32763028,2.5898237,-1.0649514,-1.0735598
UNKL,0.39413023,0.21751118,-0.20046473,0.055023193,0.9892602,0.21236467,1.723959,0.011282444,0.017933369
ACP1,-0.4250784,-0.09636521,-0.6701522,0.6959107,0.64965343,-0.89200234,1.4244912,-0.38483095,-2.3247607
EIF5B,-0.054121017,0.25786018,-0.08880997,0.14275742,0.17144108,0.57982063,0.00104332,0.5156584,0.3035164
ATRX,-0.46334553,0.03728962,-0.20596027,0.05289364,0.27960587,-0.85308933,0.30690002,0.30914497,0.113755226
SYF2,-0.13054752,-0.094405174,-0.44883442,0.3145857,0.6401839,0.029554367,-0.24623156,-0.11268711,0.24903345
HAND2,-0.5101032,1.016262,-1.0129914,0.4295621,0.42702663,0.98505664,3.2924125,-0.49856484,-0.45536393
LCOR,0.42651606,1.0256953,1.2726278,1.7953253,1.3428965,0.045301437,-0.8619852,0.88756084,1.024611
LCP2,0.004566193,-0.4149809,0.98024464,-0.4480667,-0.2448988,0.71808434,0.78082466,0.017726898,-0.18652153
SCOC-AS1,-0.81638765,-0.005600214,-0.8906958,-1.3009245,-0.07248354,1.0264482,0.9263859,-0.8586533,-0.5411551
MGRN1,0.24359894,0.10389614,-0.48993206,0.035095215,0.09818554,0.152565,-0.23971176,-0.002530098,-0.0946846
SLC5A10,-0.3707435,-0.022397518,-0.37302446,-0.081260204,-0.042875767,0.33026028,1.9406843,-1.5676208,4.816616
TSPAN32,-0.27085114,-1.7319641,-0.21255541,-2.6534724,-2.3455224,-1.6966467,-2.5953674,-1.8118615,-2.130711
TSPAN31,0.10550928,-0.06677723,-0.056468725,-0.5397265,-0.9037473,-0.037707567,1.0171273,-0.10184002,-0.47225595
CDC42,0.06321144,0.6010866,-0.12112427,0.5111656,0.46329403,0.12270546,0.47369194,0.22979832,0.5090847
CDC45,-1.2054453,0.16481113,-1.7436843,0.88515234,-0.79670095,0.99322844,-2.5337505,-1.4534659,1.813457
ATXN1L,0.8927431,0.6834178,0.16303587,0.02450943,-0.20593977,0.4531989,1.3676295,-0.19153309,-1.0336123
FYN,1.0898829,1.7676144,-0.31933784,1.3135309,1.7114897,1.8582277,-0.35574436,1.5860825,1.0285578
FSD1,0.5242431,0.70163465,0.10209155,0.4716251,0.028635979,0.85947394,1.5844767,0.1580751,0.18097854
EIF4E,0.002991676,0.07008743,0.5175028,0.017035484,0.16871548,0.2713976,0.48622036,0.16356373,0.31226063
H2AZ1,0.08882332,0.58605003,-0.2081356,0.7887478,0.7086735,0.6338558,0.27993393,0.5834007,0.90984344
NTRK1,0.06140876,-0.012664795,-0.06322241,-0.119236946,0.0493896,0.081204414,2.4317799,-0.5104387,-0.8645797
GADD45GIP1,-0.051538467,-0.17631245,-0.98381615,-0.7475071,-0.22063446,0.24397087,0.6050739,-0.31912518,-0.041992188
MARCKSL1,5.7949696,6.6613503,5.548232,6.2011395,6.793867,6.403715,4.6169453,6.3355827,6.553694
NTRK3,-0.1712017,0.4661343,-0.98745346,-0.12866688,-0.1927898,0.077181816,0.8483331,-0.28721404,-0.57813525
MID1IP1,0.010922432,0.5616741,0.33977795,0.6425085,-0.1613245,0.41014576,-0.998929,0.5295563,0.4704237
CDC5L,-0.9424832,-0.004792333,-1.4842731,0.1766721,0.056925178,0.52647483,2.9033504,1.1886281,-0.86902905
SYT15,0.036163807,-0.8438432,-0.3402815,1.0851488,-0.20908928,-0.8103204,0.47217226,-0.84054875,-0.36216593
SYT17,-0.21009731,-1.2870502,0.17199421,-1.427979,-1.4625359,-0.30541754,0.6932087,-0.777658,-0.97557926
TSPAN16,-0.35963035,0.57344174,0.22028828,-0.011404753,1.1026111,1.3692908,1.5446563,-0.6014571,1.8302794
TSPAN13,3.222374,2.627737,1.6681833,3.825655,3.027752,1.960392,1.9476461,2.7907581,2.6967015
SYT10,1.7382662,0.5763254,1.3309448,-0.33317113,-0.5844476,-0.3205068,1.9151409,-1.7031758,-0.110836506
EIF3H,-0.40307426,-0.3595724,-0.8556261,-0.3415966,-0.41667557,-0.1413536,-0.22457886,-0.5170851,0.099357605
EIF3E,-0.9734297,-0.69459724,-1.1566677,-0.3072443,-0.8516836,-0.59901905,-0.8608675,-0.72882175,-0.41328144
CD247,0.003605366,0.68472195,0.43517923,-0.42047215,0.47156286,1.4637151,-0.25564098,0.71747875,0.6079583
PIK3AP1,0.0239048,-0.84047794,0.3915348,-0.72221947,-0.7086973,-0.1143074,-0.40458298,-0.30130672,-1.4982204
RECK,-0.3480382,0.04252243,-0.32656574,-0.23695183,-0.14016438,0.09808445,-0.4209962,0.14128208,0.24868107
EIF3D,-0.9571781,-0.8939657,-1.0977745,-0.73655605,-1.0175438,-0.6049824,-0.9965124,-0.890008,-0.45170307
CD244,-2.5737166,-2.627964,-1.5655928,-4.368558,-3.512812,-3.2618191,-1.9286413,-3.5036535,-3.3002138
RPL21P68,-0.3018694,-0.47281837,-1.1983585,-0.03203106,-0.52296925,-0.57549953,1.4904394,-0.6176214,0.53647137
DMGDH,-0.21468532,1.2169327,0.04140389,0.98121107,2.6513147,0.9461819,3.2421412,0.500788,0.06744051
FLJ46284,-0.3422798,-0.004166126,-0.85545945,0.57246757,0.7484683,1.1134653,3.3405256,-0.21674252,-0.31724328
PPAN,-0.5830722,-1.0572443,-1.2701626,-1.4342589,-1.426661,-1.1655512,-0.47401857,-0.8662863,-1.2501574
NUDT1,-2.3077393,-2.527153,-2.950714,-2.2643547,-2.370407,-2.1352234,-1.2952423,-2.794817,-2.2730484
NUDT2,-0.037215233,0.031050682,0.12019634,-0.22614765,-0.28453827,-0.4811716,0.7001457,0.0647068,-0.54526615
ACTB,-0.3607731,-0.117601395,-0.9958334,0.2592888,0.30604076,-1.0112209,-0.53149986,0.17046356,-0.85206604
NUDT3,-2.2624736,-1.6635022,-1.989985,-1.9280243,-2.1918707,-2.3826275,-3.8861556,-1.4689884,-1.7554479
IL27RA,0.4501009,-1.0713997,-0.2449913,-1.7990046,-1.507947,-0.2571745,0.11676502,-0.7634506,-0.4941721
CDC20,-1.0615773,-1.3268485,-1.6569295,-1.9441733,-1.4613309,-1.6684127,-0.08684111,-1.8122683,-1.7218757
CDC23,0.48351812,0.4065032,0.9814153,0.95132303,0.6878233,0.8477993,0.7777872,0.4558735,1.5816498
EPC1,-0.16164017,0.029670715,0.2853279,0.28816605,0.5213394,0.043260574,0.25280476,0.48898888,0.6184807
EPC2,0.6705656,0.93996143,0.807539,0.8708391,0.6476183,1.0153036,0.9168472,0.91744614,1.1620817
SRP9P1,-0.39857292,0.06454277,-0.19658375,-0.1664505,0.14363956,-0.18223953,0.10346699,0.17714596,0.2775879
CTRB2,1.3723316,0.58618164,0.94281673,1.1767979,0.8700161,1.4236755,3.2810688,0.021871567,2.038702
CTRB1,-0.22442907,-0.32815135,-1.1218274,0.54706395,0.41497648,0.88925445,3.259376,-0.5271608,-0.5099269
CIRBP,0.44076538,0.5424385,0.26349068,0.54128265,0.9719906,0.7923298,0.37363243,0.84932137,-0.016803741
MFSD12,2.387309,2.7571974,0.677989,1.1091299,2.2228193,2.0948572,-0.14799976,1.8443804,2.1691866
CDC34,0.6881046,0.7929516,0.17838097,0.18291664,0.30801868,0.112558365,1.6097755,0.6358509,0.09268761
PPA2,-0.094675064,-1.1135836,-0.04506111,-0.56640625,-1.1935701,-0.5415096,0.44490242,-0.8169136,-0.0000343
KCTD10,-0.26979733,0.48207188,-0.29061794,0.062033653,-0.16113377,-0.23838139,-0.6232543,0.45756435,-0.07131863
PPA1,3.2336273,3.6084194,2.9492426,3.9753914,4.222744,3.1773186,2.7048874,3.6048365,4.0212364
CSNK2B,0.044059753,-0.31837177,0.058555603,-0.28818798,-0.20035744,0.28516388,0.17899513,-0.12926197,-0.0919857
CD226,-0.3389988,-0.4821725,0.48433113,-1.0734568,-0.5594115,-0.06968784,0.7060647,-0.45598507,0.06968737
TRIB1,1.0305042,1.6981688,0.5735645,2.2991085,1.2130747,2.0923424,0.5214691,1.3764458,2.5199757
TRIB2,0.09536624,-1.058506,-0.7593274,-1.3830074,-1.2991395,0.8576853,1.5439992,-1.522499,-1.7744755
KCTD18,-0.35007095,0.13080835,0.41931677,0.5490999,-0.17985916,-0.78259754,1.243773,0.003694534,-0.02478981
KCTD15,-1.1340814,-1.036891,-2.7469554,-2.479634,-3.5681863,-2.3809788,-1.4504852,-1.075778,-5.127345
LPAR1,0.5790348,0.55062103,1.2893915,0.87965584,0.4941635,1.1395378,1.5089865,0.8912306,1.7569485
XRRA1,-0.41092515,-0.7896397,0.88520527,0.09032345,0.6331353,-0.16108799,0.26065016,-1.2123301,0.72804403
ATP6V1C1,-1.3345661,-1.7026718,-1.7316446,-1.571635,-0.98847246,-1.6529863,1.8145275,-0.33251858,-3.2089605
ATP6V1C2,-0.14057827,0.2795124,-1.1764011,-0.37935734,-0.19732094,1.5353789,-1.2263112,-0.61275816,0.3518238
SMIM10L2B,-1.4130831,-0.83413553,-0.95947933,-2.5696402,-2.3869064,-0.9179635,0.32323217,-2.7124994,-0.109161854
STAT5A,1.3740616,1.7969952,1.3080835,2.3856869,1.8016567,1.4449844,-0.19944096,1.5623674,2.1261597
ZNRD2-DT,-0.47138357,-0.117366314,-0.027070522,-0.18017435,0.007728577,0.23082256,0.8421922,-0.33039522,-0.4402938
GREB1,-1.5199182,-1.2526582,-0.88507795,-0.3866799,-0.49753094,0.04191208,2.26006,-1.4065608,-0.3558991
KRTAP8-1,0.5464735,-0.1274333,0.09948063,-0.102208614,0.2216115,-0.68834686,2.4344802,-0.60479116,-0.551908
RAB27A,-0.19320774,-0.059321404,0.7565379,0.46329832,0.090330124,-0.05812931,-0.92969275,0.5499072,0.10987806
FTH1P8,0.2812767,-0.002613068,-0.34887695,-0.003385544,0.70685387,0.7125015,3.6063023,-0.08005142,0.007509232
OSGIN2,0.7241707,0.8031635,1.2063389,0.86741257,1.244792,0.75737953,1.1911373,0.7918806,0.8701153
PPBP,-3.259303,-3.6135316,-3.5841897,-3.1207714,-3.1015937,-2.480004,-0.38183832,-4.033162,-3.165653
FTH1P2,0.9238224,0.6541481,0.006420136,0.80607986,0.8990059,0.9520912,2.4787693,0.43901062,0.6917381
IL1F10,0.5586996,0.7665162,0.46627378,0.039770126,0.33637333,0.8583994,1.245513,-0.20011091,0.5018358
FTH1P4,0.78349304,0.84186554,0.34048843,0.6082039,1.2492561,1.0533676,2.7927284,0.69825363,0.9459305
AIMP1,-0.4641075,-0.51204395,-1.0106521,-0.26020193,-0.22719717,-0.86730576,-1.305109,-0.3300786,-0.56913424
ALDH6A1,-0.7178917,-0.90238476,-1.2077026,-0.3812275,-1.0517039,-0.72161436,-2.7777147,-0.8775902,-0.7843919
CD209,-1.4236712,-1.9627647,-1.1131096,-2.2803602,-2.1572127,-0.68522596,-0.038892746,-1.7651939,-1.3562226
LPAR6,-0.8931446,-1.144021,0.1381836,-1.3773346,-1.1855755,-1.3402233,-0.51439285,-0.9849415,-0.82396126
CDC16,0.10085964,0.5761156,-0.036174774,0.5410547,0.25311375,-0.43376637,-0.6055937,0.7817383,-0.08414364
MRAP2,0.04648292,1.0949929,1.2355151,-0.18793821,0.3541391,1.2670381,2.6493807,3.4112825,0.43298793
SUGP2,-0.2124033,0.053019524,-0.18032455,0.17809391,0.029248238,0.31257343,-0.78109264,0.28536892,-0.030011177
IL21,0.002437711,0.5759748,-0.058207154,0.14611459,-0.062713504,0.74019015,2.717648,-0.51252663,0.22848475
WFDC8,-0.42194057,-1.1465626,1.9862366,-0.3018198,-0.39589977,0.06194663,2.343999,-1.3303387,-1.3429434
IL22,-0.32814288,0.01636219,-0.64606166,0.55915475,0.72418773,1.0945029,3.3492901,-0.06472337,-0.30249053
WFDC9,0.9109738,-0.037805557,0.5571239,-0.9017093,-1.0026357,0.72141886,1.6662581,-0.72944283,-0.6164515
DHRS13,0.7652569,1.3212667,0.64810467,0.5409355,0.78196096,-0.11647987,-0.121647835,1.2202425,0.10977316
IL20,-0.41308922,-0.14617693,-0.9291917,0.5911604,0.5932306,1.0898541,3.3657475,-0.34158266,0.25807428
ACY1,1.5708342,2.4184303,0.7418833,2.5226984,1.8036156,2.6283197,1.1050024,2.02565,2.5271654
IL25,-0.30726218,-0.012968063,-0.8230362,0.7299144,0.7316549,1.1967564,3.4692664,-0.14520955,-0.20871073
IL26,0.37306786,0.21384048,-0.8819494,0.8920913,0.944973,0.268425,3.8489056,-0.37185812,0.001405716
NPM1P7,0.9008665,0.74674416,0.48556995,1.2619658,1.3860855,0.73528194,-0.3070135,0.7863836,1.0197535
NPM1P6,-0.002112389,-0.21209335,-0.45827675,0.30009365,0.35714722,-0.220994,-0.88006973,-0.12800312,0.5465574
WFDC1,-0.8678639,-0.64527076,-1.4719046,0.21163344,0.10319364,0.5705782,2.8884783,-0.8574456,-0.8219873
SH3RF1,-1.5201459,-1.5733657,-1.1827145,-1.8881364,-1.7878203,-1.3227572,-2.150896,-1.1916776,-1.9367089
WFDC2,2.7240362,0.94058406,3.6244707,0.709679,2.1183438,5.0413013,5.4735756,2.08209,1.8449506
AKAP12,-0.9330104,-0.72743094,-1.4451705,0.027288556,0.015119195,1.2105702,4.7033644,0.9889952,-0.09120822
AKAP13,0.33041096,0.4318409,0.41452503,1.0062628,0.09969139,1.2843542,0.5666647,0.3053913,1.6199541
CRTAC1,0.012033939,-0.64561844,0.23061681,1.733408,-0.11865902,0.31978893,2.469892,0.2785766,-0.6838082
EPG5,-0.3448634,0.48818636,0.18796873,-0.7691097,0.034401894,-0.7779889,-0.2226305,0.18053818,-0.73527145
OXGR1,-1.062374,-0.8596377,-1.5153548,-0.1906352,-0.12695682,0.45054734,2.7617092,-1.0477492,-0.9656023
IL10,-2.9606702,-2.8840702,-2.7000484,-4.0280814,-3.4280472,-2.5582917,-1.2980657,-3.4702916,-3.3089337
ATMIN,-0.1845169,-0.11428642,0.25340748,-0.059490204,-0.72622395,0.002996445,0.29346657,-0.1296215,0.397295
GAA,-0.77620506,-1.2545958,-1.2072983,-1.2255135,-1.5954542,-0.62132835,-0.8041172,-0.8678379,-0.6728687
IL13,-0.24712169,0.59404767,-1.0801742,0.44123626,0.5636239,0.9729924,3.4077778,-0.2647258,0.0229249
IL18,0.17002296,-0.702158,1.0119553,-0.24884796,-1.2767124,-0.12775993,0.23960686,0.08858967,0.01171875
IL19,-0.1755898,0.6295965,-0.41708088,-0.013226867,0.002583385,0.69142556,2.7911134,-0.40949428,-0.7385216
IL16,-0.4351601,0.003061652,-0.9247104,0.5144633,0.56307423,1.4192358,3.336369,-0.37736535,-0.13945138
PLAC9P1,0.15842628,-0.7779999,-0.5697861,-0.89843845,-0.19313526,0.604126,0.14303207,-0.33473396,-0.41104698
SYN2,-0.12506604,0.8069366,0.43879473,1.1771728,0.5824214,0.6602918,3.817072,-0.73127747,-0.7310854
GAK,0.6757488,0.8554888,0.55788517,0.56502724,0.6059599,1.04459,-0.23791885,0.88587093,0.4708538
IL1A,1.8574793,1.6507065,3.6732047,2.5510976,1.8900254,3.3087003,3.8249853,2.2512596,2.9282296
GAN,0.4827609,0.2895851,-0.079782486,-0.503109,0.092935085,-0.776546,1.828095,0.38361406,-0.09682751
IL1B,1.1050968,-0.4169426,2.662362,-0.2237072,0.19253731,3.610321,4.020479,1.3335199,2.643837
DMC1,-0.6108906,0.6464634,0.67842984,-0.37790477,-0.115155935,0.25563574,2.454269,-1.0925122,-1.1833506
PABPC3,0.24706078,-1.1704979,-2.787897,-0.77770615,0.09627724,0.8613033,-0.7708168,-0.013152123,-1.0909061
PABPC1,-0.3496933,-0.63161373,-0.71544933,-0.07756233,-0.2607422,0.26895905,-1.0312672,-0.7072573,-0.13950157
RELA,1.4611073,2.037036,1.739296,1.576397,1.6442223,2.187582,0.61586094,2.3372746,1.5663986
RELB,3.0791235,3.3899355,2.8919754,3.6288233,3.4268408,2.8890562,2.4681368,3.448389,4.0202456
NFIL3,1.751544,2.5345268,1.5884056,2.2599554,2.7146845,2.1452475,2.314454,2.6683168,1.857419
MGAT3,0.90790796,0.44462776,1.1230412,-0.93924296,1.1993895,1.750875,3.403129,-1.255347,0.3763945
MFSD4B,-0.27477264,-1.6260915,-0.83852005,-1.2115812,-1.2616582,-0.651402,-0.5172515,-1.1957493,-0.8006635
IL32,5.1070933,5.913257,4.756969,5.5774093,5.3813195,6.398664,5.2800555,5.819432,5.6031795
IL31,-0.4566009,-0.20015621,-0.6614945,0.6163285,0.5631769,1.0148661,3.5644228,-0.3907206,-0.3804397
GCA,-1.557987,-1.5241976,-0.548306,-1.637686,-1.1825652,-2.8467193,-0.54935694,-1.1705594,-2.3345249
IL37,0.45405102,-0.16139197,-0.16720915,-1.0065856,-0.5225525,0.8415265,2.0453038,-0.7107363,-0.30828857
H2BC3,1.5765305,1.5911026,1.6169224,1.3204975,1.7958384,2.0345383,3.1130438,1.4969292,1.7889843
PCDHB14,-0.29977226,-0.03266561,-0.8845191,0.6195655,0.7297617,1.1515062,3.4249294,-0.23706675,-0.2576279
PCDHB10,-0.25763345,0.122121096,-0.79285717,0.5856396,0.8314836,1.2880781,3.4243307,-0.055356503,0.40617633
VEGFA,1.9118538,1.8651943,1.8907957,1.5332088,2.4014006,2.366827,3.2115269,2.1244326,1.5906277
SH3RF2,0.121807575,0.18832779,-0.20368624,-0.77826726,0.3615296,0.16742659,1.911222,-1.8550956,-0.003720999
KITLG,-2.65391,-2.0557663,-1.1780415,-2.7041903,-2.822143,-0.56525254,0.010274887,-2.0420382,-1.175998
EPGN,-0.33290458,-0.079978645,-0.9051024,0.71040714,0.6718509,1.14516,3.4384913,-0.24164581,-0.19927526
CFHR1,-0.06641865,-0.14442658,-0.6962303,0.6285666,0.656808,1.3385761,3.5468402,-0.23088324,-0.34075236
CFHR4,-0.4154669,-0.18238616,-0.9931536,0.6786562,0.5649359,1.034317,3.3833165,-0.39435148,-0.35939777
CFHR5,-0.033144116,-0.042369127,-0.82603526,0.7228805,0.70479774,1.1550002,3.4573636,0.080240846,-0.22474897
CCNYL1,0.7737446,1.5487099,1.3141489,1.686039,1.208456,1.4069366,1.1079655,1.4784632,1.6693954
LINC02249,-0.4156822,0.046742678,-0.11226177,0.32801342,0.7235229,1.5981777,3.174442,-0.18761337,-0.2813704
UBE3D,-4.2474427,-3.386547,-3.3476198,-3.062171,-3.1868494,-2.7484727,-0.49411678,-4.1190867,-2.9875276
RPP30,-0.66924953,-0.56818247,-1.1682308,-0.41379642,-1.3354988,-0.92994595,1.2277999,-0.5054951,-2.0104022
ZFAND6,-0.08548832,0.015437126,0.30758858,0.45672703,0.12321758,0.4436102,0.6178198,0.2679186,0.6823149
WASHC2C,0.6071663,0.57222843,1.0738573,1.1434383,0.91390324,0.71523666,-0.2468319,0.5452442,0.5687256
UBE3B,-0.20238447,0.12034321,0.17078304,0.001198292,0.31741095,-0.001198769,-0.73012924,0.5346656,-0.08420229
UBE2Z,1.6642113,1.9336815,2.0241919,2.0930424,2.5885382,1.8509865,2.5865421,2.0362978,2.2312927
SRP14,0.009965897,0.15969563,-0.41213703,0.15003586,0.23281956,0.3140335,1.2445965,0.02325821,0.269207
TMEM266,0.348814,-1.9337194,-0.50902796,-1.4799285,-2.5423477,-0.21874857,-1.1769567,-2.8367414,-0.25250196
BORCS8,0.43444538,-0.29859066,0.47662067,-0.12084103,0.09012699,-0.14949703,1.1576653,-0.13405895,0.036719322
IL6R,-0.32359982,0.06912136,0.3746729,0.010579109,0.65907574,0.1844492,-1.1319971,0.14982128,0.20689106
BORCS7,-0.26737118,-0.08990955,-0.67729664,-0.12445545,-0.07793522,0.12055111,-0.32625294,0.2964859,0.061886787
BORCS5,0.82590866,0.404768,0.95997715,0.6584339,0.36439705,1.1821213,1.830965,0.73203754,1.1136284
GEN1,-0.062129974,0.9037218,-0.640573,0.8639803,0.81130266,-1.2930107,-0.61971235,0.82938766,-0.11648989
DTX2P1-UPK3BP1-PMS2P11,0.56008625,1.2541876,0.98735523,1.2360988,1.3112383,0.6896601,-2.2139359,1.0691776,0.9424591
IL4R,1.2466164,1.7142076,1.5153112,2.235588,1.853694,1.9462786,1.1988544,1.8010712,2.120142
TMEM250,0.11941147,-0.23621082,0.5021906,-0.8878937,-0.3130417,0.19358635,-1.1383204,0.09724426,-0.025384903
POU3F1,0.092227936,0.44552803,0.1036706,-0.23508453,0.24679852,0.3990283,0.45245838,-0.40123892,-0.12491512
TMEM251,-0.2771101,-0.92101383,0.25920105,-1.2165275,-1.2309141,0.10743046,0.59621525,-0.5153799,-0.3105421
POU3F2,-0.76427066,0.050930858,0.3799584,0.5445057,0.21349001,0.72407436,3.0311775,-0.71607167,0.58650374
GEM,0.835505,0.61830807,2.4331636,0.8197689,1.0246596,1.0354385,1.82549,1.381299,1.1556044
POU3F3,0.049253464,-0.399889,-0.46427345,-0.24333191,0.33386993,1.1639423,-0.11131096,-0.17600441,1.2921429
POU3F4,-0.7129843,0.2272253,-1.457346,-0.64663243,-1.0453358,-0.747803,1.4934607,-0.46747422,-0.503747
ST13P7,0.16732883,-0.037168503,0.28279972,0.12157917,0.2604351,-0.065629005,-0.2509346,0.038121223,0.096261024
MAP7D3,-0.001435757,0.12608528,-0.9657769,0.8164787,-0.44448662,0.31054068,-1.5887756,-0.13204765,0.9782772
ANKS6,-1.4643614,-1.2184261,-1.7942929,-0.55233943,-0.47404933,0.03100276,2.3039165,0.8289492,-1.2864602
ST13P2,0.2030468,0.107172966,-0.03252983,0.48669434,-0.22900677,-0.004152298,-0.14291763,0.13229847,0.6960373
PPIA,-2.1142359,-1.3464165,-2.0193071,-1.6685638,-1.6005311,-2.045361,-3.1515088,-1.3056698,-1.9495373
ST13P3,0.19677162,0.05124283,0.28013992,0.2883854,0.32787132,-0.19302845,-0.17334843,0.042572975,0.39530182
DLGAP1-AS4,0.04606521,-0.16665447,-0.41974616,0.46348906,0.5664215,1.0136025,3.2928476,-0.37813163,-0.42108
CACNA1A,0.26138735,0.5770793,-0.001682282,-0.15170765,0.10849047,0.57938004,1.6456432,-0.31128502,0.097435
BHLHE22,8.372832,10.393537,7.066427,8.997836,8.190976,8.971646,7.1003895,10.67914,9.385753
CACNA1C,0.005473137,-0.011131406,-1.0710244,0.55365276,0.71241343,1.101823,3.265648,-0.26053357,0.31218052
CACNA1F,1.1180501,1.268569,1.530303,1.3407602,0.34018278,2.6160798,1.5549092,1.3848724,1.2427979
