"X","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NAT8L",-2.77803726,-2.34214829888889,-6.60002257109811,4.88841433733058E-05,0.00041289185495804,1.92824907503542
"HS3ST1",-4.6016967,-3.7855524,-6.59203975681682,4.9395477767866E-05,0.000416665383053647,1.91726893831027
"DSTN",-2.17872138,-1.26160383333333,-6.57576672331871,5.0455737760943E-05,0.000423946452827298,1.89485939130009
"CLEC10A",-3.8576536,-3.73957001111111,-6.49405055859011,5.61629695053452E-05,0.000463452227900246,1.78179016825426
"CCNA2",-2.40669552,-2.189148891,-6.48483881337337,5.68486154503971E-05,0.000467317344587787,1.76898757740851
"LAMP2",-1.5842946,-1.54472053333333,-6.43501526083971,6.07163672227134E-05,0.000494700401121426,1.6995431920481
"FUT8-AS1",-2.510327,-1.92296335555556,-6.4079594028172,6.29343479625601E-05,0.000512125280456999,1.66169149372146
"LRPPRC",-1.64805822,-1.78806797777778,-6.36227425848608,6.68795149429807E-05,0.000536782972546088,1.59755094614339
"MAF",-2.9507799,-2.10030257777778,-6.32070432202156,7.07006675598428E-05,0.000563248651560081,1.53894053894542
"ALOX5",-1.98563384,-2.07079823333333,-6.28658722585549,7.40119348521499E-05,0.000584576518483382,1.49066135783244
"AHCY",-1.64029148,-2.24509938888889,-6.23228360560271,7.96305947497576E-05,0.000620090357041775,1.41348661195046
"RBFA",-1.50887306,-1.53429613333333,-6.2319974917239,7.96613832306882E-05,0.000620090357041775,1.41307892094407
"ANOS1",-2.73330256,-2.34784178444444,-6.22040482152621,8.09196679287099E-05,0.000626860284686633,1.39655074339301
"BNC2",-2.25611856,-1.43595938888889,-6.21623479589687,8.13774895509506E-05,0.000629651007280916,1.39060082656992
"ID1",-2.04524576,-1.90656418555556,-6.21403136947224,8.16205223803575E-05,0.000630775126850835,1.38745594416735
"NEK2",-2.19667718,-1.39577327777778,-6.16210217674007,8.75795806442042E-05,0.000668027226828664,1.31314502895879
"ADCY10P1",-2.31767304,-2.08136562222222,-6.15416870477477,8.85303400417792E-05,0.000673686656001888,1.30175937939252
"NT5DC3",-2.40613446,-2.24266975555556,-6.14999973390371,8.90343876212418E-05,0.000676724267750145,1.29577282843686
"PTPN13",-2.3471259,-2.16310032777778,-6.14289155450717,8.99009101868537E-05,0.000681838038039309,1.28556009053134
"KIF9",-2.6857647,-1.48860947777778,-6.04412851261002,0.000102923415963712,0.000766933952902808,1.14293628426313
"INAFM2",-1.51055394,-1.52656005555556,-6.02081461304683,0.000106283642003923,0.000784723503262377,1.10907082278821
