"X","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"WFDC21P",7.15989328,7.44996853333333,21.1970474009057,6.10988622155997e-10,7.04055281923688e-08,13.4534536293858
"WARS1",4.76531206,4.71906017777778,21.1166905274315,6.35246361170961e-10,7.06766339420037e-08,13.4168173173433
"DUSP5P1",5.18365696,5.46581584444444,20.8399392336449,7.27198131049549e-10,7.8210158994379e-08,13.2893227910947
"TNFAIP3",4.04303918,4.20755803333333,20.6278999008657,8.07499297151901e-10,8.32632201791536e-08,13.1902353857883
"C1R",6.2884934,6.27577891111111,20.5873437623017,8.239363895983e-10,8.32632201791536e-08,13.1711423092704
"MARCKSL1",6.17876572,6.10105504444444,20.582817071871,8.25793598553514e-10,8.32632201791536e-08,13.1690083996882
"SLC7A5",4.80437708,4.65159823333333,20.5045547243034,8.58637460500907e-10,8.52428851171132e-08,13.1320249518207
"TNFSF4",6.57688214,6.47599072222222,20.4428128940978,8.85556464685967e-10,8.63306892220186e-08,13.1027276966512
"ITGB8",6.98955624,7.18761722222222,20.4186274845965,8.96351491999884e-10,8.63306892220186e-08,13.0912222687181
"INHBA",7.02549684,6.84875898888889,20.2928374291032,9.54867657774377e-10,9.03237361507256e-08,13.0311154345237
"SIX1",6.08549818,6.14169341111111,20.2702626807949,9.65804710119334e-10,9.03237361507256e-08,13.0202809310687
"ADORA2A",7.14919564,6.96143395555556,19.8880451972496,1.17338528016727e-09,1.05164655734992e-07,12.8346111835257
"PRDM1",3.07923986,3.22008917777778,19.1989703911841,1.68212599635284e-09,1.48695329513218e-07,12.4888980614216
"EBI3",7.41766872,7.52178117777778,19.0805933479361,1.79170087681022e-09,1.55097746362953e-07,12.4280347249161
"CCNA1",4.60565194,4.35243574444444,19.0585401046005,1.81296389896384e-09,1.55097746362953e-07,12.4166471733025
"BHLHE22",9.1795378,8.79539294444444,18.9403427157396,1.93172924791403e-09,1.61888945932328e-07,12.3553501189022
"GPR157",6.602406,6.5671407,18.8498007727228,2.02845848802216e-09,1.67815931066756e-07,12.3080921525772
"IL15RA",5.1604624,4.99995347777778,18.7528642829544,2.13792249648616e-09,1.74633086959813e-07,12.2572024909802
"SLC7A11",4.6312748,4.50849205555556,18.6620473566608,2.24635505083265e-09,1.78959619049668e-07,12.2092471813111
"XAF1",3.59520874,3.65818966666667,18.513363236372,2.43708240128002e-09,1.91786496773902e-07,12.130148213346
"PLA1A",6.00565732,5.98915795555556,18.4191600466316,2.56704274680652e-09,1.99579841507741e-07,12.0796514939069
"APBB2",4.06639,3.974444,17.920426011265,3.3941625204934e-09,2.60744413627904e-07,11.8072667864966
"RRAD",4.02235728,4.20105376666667,17.7661024105864,3.70605300819979e-09,2.81354824257803e-07,11.7212228985527
"EDN1",5.7174551,5.94540426666667,17.6928750027051,3.86488960508712e-09,2.86668191053186e-07,11.6800968727885
"SOD2",3.81023288,3.96020102222222,17.6029476535069,4.07020510452986e-09,2.98466290221945e-07,11.6293269809522
"CST7",6.62418096,6.48819901111111,17.5446304403404,4.20970500288493e-09,3.05227262737263e-07,11.5962459202721
"SGPP2",4.46464956,4.53497208888889,17.4488471255441,4.45029757429811e-09,3.19086336077175e-07,11.5416413531533
"APOL2",3.0689188,3.09468035555556,17.3479943463349,4.71996499716271e-09,3.3470257282078e-07,11.4837803610636
"RIPK2",3.11423436,3.2112749,17.3230917876728,4.78926612598004e-09,3.359253729451e-07,11.469435051616
"IRF1",4.66717316,4.5145682,17.2568085397633,4.97920215459208e-09,3.41204191411056e-07,11.4311388926741
"IFIT2",4.56909214,4.80214252222222,17.2535510258947,4.98874643409047e-09,3.41204191411056e-07,11.4292525589428
"CD83",4.50116044,4.54071703333333,17.2069382117408,5.12753031802242e-09,3.41204191411056e-07,11.4022165686797
"EPSTI1",3.49785726,3.71552932222222,17.2064843152027,5.12890230386990e-09,3.41204191411056e-07,11.4019528997463
"IFIT5",2.85813234,2.85988245555556,17.0405708248472,5.65833939805967e-09,3.72584327915092e-07,11.3050485701695
"ISG15",5.8125391,6.16239532222222,17.0178033617781,5.73553536014102e-09,3.73852623020101e-07,11.2916686613165
"GNG11",4.05534784,4.31938816666667,16.852054639645,6.33344939682108e-09,4.04650979779073e-07,11.1936568669708
"TIAM2",3.6864415,3.71190595555556,16.8066657309068,6.50882721406635e-09,4.11779039336962e-07,11.1666301084581
"SOCS2",5.6984142,5.71869066666667,16.6844313569508,7.00806749215309e-09,4.3483711083523e-07,11.0934414461048
"MX2",3.21930676,3.25829856666667,16.6639106691999,7.09590808093293e-09,4.35710781148753e-07,11.0810963621213
"TNFSF13B",2.89891492,2.93166277777778,16.566237120386,7.53082215670514e-09,4.54171919413255e-07,11.0221055718487
"OAS2",3.4216917,3.34185113333333,16.4880429961345,7.90000067189501e-09,4.72025040145727e-07,10.9746023633526
"ARID5B",2.80894584,2.88418535555556,16.4641654660782,8.01663875317135e-09,4.74599723616649e-07,10.9600472200426
"SLC41A2",2.84288254,2.93899854444444,16.2471351097871,9.167373262142e-09,5.32145892317726e-07,10.8266783372227
"LY75",4.48951322,4.43484085555556,16.2351344404327,9.23606693624444e-09,5.32145892317726e-07,10.819246843622
"ITIH1",3.60069916,3.84783772222222,16.1862927902546,9.52150042463624e-09,5.43235552600995e-07,10.7889392485781
"NAMPT",2.48303284,2.55313058888889,16.1596764194452,9.68109229027033e-09,5.43235552600995e-07,10.7723809692975
"NSUN7",5.1215764,5.08668461111111,16.0530151363997,1.03505781914767e-08,5.75795526462062e-07,10.7057262880826
"SPSB1",3.33991894,3.36049748888889,15.9543326240785,1.10152025076028e-08,6.07530784457783e-07,10.6436269545836
"CCL1",7.09336854,7.15941136666667,15.8674084612697,1.16393480321946e-08,6.26946110254689e-07,10.5885805162795
"TCEA3",3.65850936,3.61455018888889,15.8647964719622,1.16586910321653e-08,6.26946110254689e-07,10.5869213676099
"G0S2",4.79423922,5.09418287777778,15.8490602782183,1.17759701560519e-08,6.28019300966968e-07,10.5769193948187
"CD40",2.84331324,2.77619945555556,15.7168917556041,1.2813418390957e-08,6.72235681925575e-07,10.4924863428664
"APOL6",3.32374878,3.23675072222222,15.6607612553626,1.32838524766059e-08,6.91295967996271e-07,10.4563963973375
"TRAF1",6.2273376,6.31943828888889,15.6351833564587,1.3504449239305e-08,6.91620721755836e-07,10.4399044494745
"EIF2AK2",2.40638888,2.38884131111111,15.5428368225271,1.43348064039316e-08,7.28366186807644e-07,10.3801193578953
"SERPING1",5.36369676,5.6483568,15.4823559051756,1.49087635485104e-08,7.51611337332323e-07,10.3407569064167
"IL12B",9.25600592,9.2083024,15.2823135781034,1.69932113581375e-08,8.37077808351612e-07,10.2093817856494
"TRIM69",3.85627248,3.93784565555556,15.2404400720901,1.74686299318772e-08,8.53977795078813e-07,10.1816495338619
"TNFRSF9",4.75604298,4.79788498888889,15.1151129637459,1.89804723395325e-08,9.15950237388052e-07,10.0981599937365
"RELB",3.3659338,3.24916956666667,15.1007909623978,1.91621388574906e-08,9.15950237388052e-07,10.0885722643678
"UPK3A",3.01660698,3.12984867777778,15.0457761932189,1.98778234803869e-08,9.36289014006836e-07,10.0516532576397
"IFI35",3.49989686,3.31185787777778,15.0003327819839,2.04910167848014e-08,9.51284397930384e-07,10.0210493217583
"TNFSF10",3.29153732,3.35403053333333,14.9654389257863,2.09758719953952e-08,9.66837871330609e-07,9.99748334010682
"SLAMF1",4.50262222,4.50399875555556,14.9432116820927,2.12912433744859e-08,9.74414138266366e-07,9.98244160179841
"MYH7",6.66008942,6.60736752222222,14.8633356210408,2.24680023083054e-08,1.00684735344094e-06,9.92819181121548
"CCDC194",2.82984602,2.97160653333333,14.7816568877785,2.3745128896198e-08,1.05528771011355e-06,9.8723990128211
"C4A",4.58462926,4.56955242222222,14.7735573540483,2.38760275339498e-08,1.05528771011355e-06,9.86684874320843
"USP41",5.82420142,5.49417174444444,14.7455134685261,2.43353713824117e-08,1.06827313966464e-06,9.84760670986695
"IFIT1",3.88151912,4.03569072222222,14.7033708629758,2.50438814159956e-08,1.0919470728204e-06,9.8186185797035
"BATF2",2.94673842,2.91054406666667,14.6244487979041,2.64320595368247e-08,1.14473879322906e-06,9.76409623656799
"TNNT2",4.53162046,4.71087426666667,14.5979502523238,2.69168036241735e-08,1.1512101528399e-06,9.74572090862327
"CLCF1",2.78427572,2.83060333333333,14.5967882165252,2.69382818966102e-08,1.1512101528399e-06,9.74491430018266
"SSTR2",3.81053524,3.76813337777778,14.5332380736681,2.81418673228281e-08,1.1865544587618e-06,9.70069946855087
"OAS3",3.63380184,3.53863398888889,14.5242403816281,2.83169667827859e-08,1.1865544587618e-06,9.69442303186508
"IRF4",4.76282826,4.58105257777778,14.497330944899,2.88477705339983e-08,1.1932991234352e-06,9.67562782135159
"APOL3",3.67240412,3.36462912222222,14.4691158704201,2.94160128640218e-08,1.20905433765308e-06,9.65588155419916
"ACOT9",2.17042428,2.17197895555556,14.4300777686753,3.02224631244799e-08,1.23433895279917e-06,9.62849454609235
"GCH1",4.21957978,4.16592094444444,14.4160139541406,3.05188789363864e-08,1.23860582249372e-06,9.61860923212787
"SERPINB10",4.60694746,4.87038781111111,14.4049316858433,3.07546890387987e-08,1.24037505229605e-06,9.61081254494355
"HAPLN3",6.9817858,6.71566902222222,14.3045491026113,3.29835318643931e-08,1.32200454112378e-06,9.53990528172922
"DNAH3",4.11043406,4.04140758888889,14.2064716062994,3.53324184283517e-08,1.40740800072934e-06,9.47012603677596
"SLC1A4",2.63531534,2.67511962222222,14.1598143525922,3.65133719257034e-08,1.43523924233752e-06,9.43675561891993
"DDIT4",3.70699462,3.57747045555556,14.152655427148,3.66983534767846e-08,1.43523924233752e-06,9.43162532833679
"PPA1",3.48347244,3.49974484444444,14.1366131908861,3.7116596846438e-08,1.44285180391605e-06,9.42011926782295
"ASAP3",2.40715674,2.26398743333333,14.1180678457534,3.76065915247419e-08,1.45314571921652e-06,9.40680108433169
"CES1",4.927149,4.76618963333333,13.8253840141163,4.63518011758475e-08,1.74917060226751e-06,9.19419617656822
"IFITM3",2.88774754,3.12275738888889,13.8162202235134,4.66592359943627e-08,1.75053517367222e-06,9.18746533547575
"SLCO5A1",6.55275432,6.34839725555556,13.7864899176912,4.7672066528887e-08,1.77819563763531e-06,9.16559685543818
"TAMALIN",4.01362612,3.94846354444444,13.7490390842271,4.89821867155758e-08,1.81656351077937e-06,9.13798081595648
"GPR68",2.80466806,2.70864012222222,13.7275871877382,4.97502775905887e-08,1.83450595024039e-06,9.12212771775466
"F2RL2",4.35016954,4.43661334444444,13.6399502963877,5.30274245412493e-08,1.94423846911751e-06,9.05710027936707
"TDRD7",2.21218588,2.24594022222222,13.6294010182732,5.34375268713219e-08,1.94820542881718e-06,9.0492439646074
"PSMB9",2.91456066,2.87595227777778,13.5979126838918,5.46823439407158e-08,1.96802112525922e-06,9.02575701058247
"LY6E",3.4859482,3.33324401111111,13.5925871287979,5.48959867575792e-08,1.96802112525922e-06,9.02177925236598
"CXCR3",2.75561232,2.89210086666667,13.481743911751,5.95558009389448e-08,2.07690696645145e-06,8.9386277007291
"MSRB1",2.08441466,2.00864027777778,13.4788226596045,5.9684303909784e-08,2.07690696645145e-06,8.93642690571945
"AIFM2",2.67493174,2.61254641111111,13.4613770449742,6.0458041607965e-08,2.0862873930278e-06,8.92327378618445
"CTLA4",4.58284382,4.3623203,13.4515816178547,6.08972726225466e-08,2.09026649060262e-06,8.91588096878866
"STAC",2.57802916,2.25639211111111,13.377985094606,6.43108357995607e-08,2.18419907060298e-06,8.86016162523462
"EXPH5",2.8723468,2.85673693333333,13.2546684089542,7.05076269978572e-08,2.36971727613111e-06,8.76610355960653
"OAS1",2.60570356,2.42608324444444,13.2324870204959,7.16898647003355e-08,2.3880570040985e-06,8.74909171426491
"ALAS1",3.10119688,2.87115034444444,13.2170025731092,7.25279688737676e-08,2.40011786226883e-06,8.73719906731612
"H2BC11",2.72227888,2.95317183333333,13.1247245866144,7.77494685734778e-08,2.54678842997286e-06,8.66603523205935
"APOBEC3G",2.90399588,2.69747681111111,13.0408124845039,8.28547744916665e-08,2.70031242320568e-06,8.60088739481214
"LAMB3",3.27635916,3.41721756666667,13.00558868356,8.51057700594176e-08,2.75973635273076e-06,8.57341556218852
"RAB30",3.9404559,3.81858348888889,12.9816567347322,8.66731523067829e-08,2.79650925917835e-06,8.55470818438582
"ELMO2",2.38069076,2.36413172222222,12.9735498387272,8.72112127233435e-08,2.79987042638674e-06,8.54836331641073
"HIVEP2",2.07871942,2.19977997777778,12.9437381266631,8.92213747660458e-08,2.85022540279848e-06,8.52499719645524
"CCL20",4.8823254,4.94950982222222,12.9256598473374,9.04649322056534e-08,2.87571530799548e-06,8.51080155348269
"CXCR5",4.99669332,5.01990384444444,12.900614608458,9.22190520879917e-08,2.91710560354809e-06,8.49110261417345
"ECE1",3.55944388,3.36859872222222,12.8799915525556,9.36912957307822e-08,2.94921917732067e-06,8.4748533576887
"CD86",2.3962429,2.62654111111111,12.8637330745718,9.48700223289188e-08,2.95042645599874e-06,8.46202482567506
"PSME2",2.68093034,2.8699911,12.8605688180966,9.51013021614346e-08,2.95042645599874e-06,8.45952624347717
"SOCS3",2.41242124,2.54427698888889,12.8515761535888,9.57619501528583e-08,2.95670748486313e-06,8.45242206577652
"STAT4",3.8226749,4.00065064444444,12.8012268511924,9.95545141369963e-08,3.04466957216131e-06,8.41255510041015
"ATP8B2",2.93009844,2.90640184444444,12.7873567849604,1.00627820832644e-07,3.06297796147666e-06,8.40154541549418
"TENT4A",2.31406384,2.30349032222222,12.7644934310064,1.02424687198369e-07,3.08876046388522e-06,8.3833713078641
"IFI6",3.70635144,3.89300386666667,12.7553908030223,1.0314978474219e-07,3.0959328415877e-06,8.37612666499534
"NFKBIA",2.19366358,2.29675238888889,12.7169287622019,1.06275957166004e-07,3.1589681625418e-06,8.34545886283464
"C3orf14",2.4627596,2.53669814444444,12.7115827667098,1.06718589715499e-07,3.1589681625418e-06,8.34118897822245
"FAM78B",3.36149154,3.17803997777778,12.6396828527666,1.12871035638501e-07,3.32583010490981e-06,8.28358945233448
"APOL1",2.42456342,2.46362105555556,12.5357077776578,1.2246231409829e-07,3.59204233125577e-06,8.19972194399239
"TARS1",2.11357362,2.14211228888889,12.4902006690095,1.26936572008839e-07,3.7064330279323e-06,8.16280053969345
"TAP2",2.58725826,2.84858562222222,12.4663504102647,1.2935242367681e-07,3.74309950666573e-06,8.14339743060713
"GUCY1B2",5.08269078,4.98735277777778,12.4496029244247,1.31078744586126e-07,3.77612115542084e-06,8.12975100001784
"SLC35G2",2.31180802,2.12764735555556,12.3654222762081,1.40144881217704e-07,4.01935519332375e-06,8.06088510951786
"C17orf67",2.93424538,3.03195406666667,12.3028452608087,1.47326742019322e-07,4.20663480641895e-06,8.00939592782453
"ADRA1B",7.06601526,7.04612957777778,12.1067132907482,1.72561552424501e-07,4.82716470245117e-06,7.84635363991152
"RGS11",3.02548152,3.12269613333333,12.1049693632625,1.72806045291971e-07,4.82716470245117e-06,7.84489250467497
"EXOC3L4",3.50563472,3.42932062222222,12.0859709811564,1.75494141002371e-07,4.86035919265364e-06,7.82896169874312
"CHAC1",2.82370246,2.99136037777778,11.9874816735802,1.90179628868483e-07,5.20830625437398e-06,7.74598637781605
"CCL8",5.77415766,6.08128978888889,11.9855617365234,1.90478889823688e-07,5.20830625437398e-06,7.74436236174307
"PTPN1",2.46169282,2.39661982222222,11.9459627983921,1.96766983695881e-07,5.3575415434157e-06,7.7108110139132
"AGA",2.06096996,2.00356591111111,11.9327792361248,1.98910344351717e-07,5.39314475672954e-06,7.69961718039508
"LINC03040",5.17331914,4.93108851111111,11.9209443447189,2.00856111592892e-07,5.42311501300809e-06,7.68955836709479
"PM20D2",2.70738086,2.54199928888889,11.8827473275015,2.07278822893081e-07,5.5732093505377e-06,7.65702824920202
"CALHM6",3.24675828,3.28124308888889,11.8773028045732,2.0821237379964e-07,5.57508069763102e-06,7.65238332662632
"RHOH",2.90418456,2.96680497777778,11.8610957599943,2.11018541097579e-07,5.62687043678793e-06,7.63854443830513
"C11orf96",5.88118632,6.11068146666667,11.7947446911645,2.22944000863007e-07,5.89613785888929e-06,7.58169950901727
"CEP19",2.5717579,2.54472827777778,11.7894980255938,2.23917840725137e-07,5.89772173958902e-06,7.57719152536587
"HLA-A",1.85002288,1.8774007,11.7788767832119,2.2590347338167e-07,5.9258337956582e-06,7.56805979845667
"DOP1A",2.38237906,2.58381574444444,11.7700087670522,2.27576033130689e-07,5.94553903559651e-06,7.56042941397794
"AOC3",2.32600394,2.17390945555556,11.74224249731,2.32900725667685e-07,6.06011444650634e-06,7.53650278250029
"IL23A",5.97675574,6.1571688,11.7188902833668,2.37484035424978e-07,6.12993792238953e-06,7.51633809517032
"GNA13",1.86710424,1.87359814444444,11.7119769898077,2.38859671941584e-07,6.14088232286471e-06,7.51036112113882
"HS3ST3B1",4.47435812,4.33648448888889,11.704672916163,2.40322499979979e-07,6.15397258877304e-06,7.50404264955722
"BCL2",3.49930166,3.48560648888889,11.6896905732151,2.4335371940893e-07,6.19541960935927e-06,7.49107027353624
"AKT1S1",4.0138722,3.76524557777778,11.6872019316242,2.43861239853906e-07,6.19541960935927e-06,7.4889139683281
"CIITA",2.14767572,1.97274218888889,11.5644801571316,2.70376797568683e-07,6.84212343023809e-06,7.38203698197589
"SYTL3",2.24372346,2.36254318888889,11.5584692387996,2.71753795538025e-07,6.85010641643309e-06,7.37677461273579
"STK17A",2.81774254,2.9464123,11.5235067757225,2.79915988033476e-07,7.00115453790705e-06,7.34611475922202
"KYNU",2.73197134,2.54913023333333,11.4883820030183,2.88385559635095e-07,7.1575077550972e-06,7.3152240890908
"MDM2",2.78628814,2.85670406666667,11.4737220243692,2.92002667266306e-07,7.21951422172213e-06,7.30230496517226
"TNFRSF4",3.43342076,3.51315732222222,11.4601628147326,2.95392176310818e-07,7.24777837921563e-06,7.29034205566167
"FBXO32",2.55127486,2.46048417777778,11.4129629496808,3.07529318796163e-07,7.51699505375621e-06,7.24859487805132
"KDSR-DT",2.67624186,2.89052686666667,11.3401536715838,3.27329548451363e-07,7.91107706425709e-06,7.1838778886571
"H2BC10",2.33213634,2.32645916666667,11.3230291422621,3.32185396169446e-07,7.99847896075163e-06,7.16860010570037
"TRIM22",1.91704254,1.93620595555556,11.3022807885272,3.3817413607614e-07,8.1124078070607e-06,7.15006031523538
"UBE2Z",1.97793504,2.11208715555556,11.2900864648414,3.41748624214355e-07,8.16779211872309e-06,7.13914917001928
"HLA-E",1.72617494,1.81518894444444,11.261324793966,3.50343403546825e-07,8.34230990069248e-06,7.11337036003413
"MICALL2",2.37081984,2.48757955555556,11.1779929582831,3.76601604992182e-07,8.90186870701301e-06,7.03833277290869
"IL7R",3.06623782,3.05939611111111,11.1454111909332,3.874442867147e-07,9.12473716120423e-06,7.00885235224131
"PALM2AKAP2",4.00998356,3.79557481111111,11.0992257384091,4.03400356026783e-07,9.46597271796667e-06,6.96692577226004
"PRRG4",2.67376118,2.65390755555556,11.0272256855221,4.29719153546838e-07,9.97473992027967e-06,6.90124161091612
"CPNE4",4.20075032,3.82469462222222,11.0140883352716,4.34719944261872e-07,1.00546516140568e-05,6.88921392580511
"HERC5",2.9997278,3.00169042222222,10.9894545535563,4.44268441772711e-07,1.02388009098547e-05,6.8666251374275
"KCNE1",3.14867688,3.06113031111111,10.9561799317433,4.57530371641372e-07,1.04326625024798e-05,6.83603860320565
"PCK2",2.00998938,2.02192508888889,10.9468744935375,4.61315772904493e-07,1.04819390230729e-05,6.82746959495703
"RUBCN",2.2165121,2.17151334444444,10.8083148188513,5.21903092507236e-07,1.16938911664903e-05,6.69907760977644
"USP11",2.50508498,2.55002317777778,10.7956823052337,5.27843087515282e-07,1.17860603589485e-05,6.68729718327142
"MEI1",2.19502182,2.26135062222222,10.7856977902592,5.3258998912765e-07,1.18480429133368e-05,6.67797722421389
"DTX3L",2.11991062,2.19902176666667,10.7821432494382,5.34291103018906e-07,1.18480429133368e-05,6.67465736600572
"MR1",1.98070716,2.02884132222222,10.7718776416058,5.39237234147505e-07,1.18984002208354e-05,6.66506391232588
"BCL3",1.88056906,1.89065562222222,10.7697889320488,5.40249692345386e-07,1.18984002208354e-05,6.66311094168868
"CYP2E1",2.26723776,2.67145648888889,10.715905736537,5.67096478441345e-07,1.23630864033176e-05,6.61260964777985
"H2BC21",2.55389672,2.73752785555556,10.6825825990379,5.84423393447458e-07,1.26979264576311e-05,6.58126209986962
"NFKB1",3.05811444,2.95997671111111,10.6754889436731,5.88185691936208e-07,1.27367861411555e-05,6.57457751675175
"ABCA5",2.15994206,2.25153328888889,10.6598868478905,5.96553670931163e-07,1.28747854131063e-05,6.55986093755001
"OTUD7B",2.51669204,2.7463418,10.6344013752027,6.10502274685876e-07,1.31319039284932e-05,6.53577980031913
"TMEM217",2.65631476,2.63097583333333,10.5838433331062,6.3923489488327e-07,1.37042617165506e-05,6.48785238958675
"FLT3LG",1.86515008,1.78329647777778,10.5768780534789,6.4330725300846e-07,1.371357305505e-05,6.48123328430389
"CABYR",3.58057662,3.54490515555556,10.5736097780377,6.45227817821003e-07,1.371357305505e-05,6.47812608263891
"KLF6",1.9690918,1.98202174444444,10.5703756269135,6.47134469138202e-07,1.371357305505e-05,6.47505046819714
"STX17",1.53684272,1.61084694444444,10.5686237719947,6.48169809668412e-07,1.371357305505e-05,6.47338413306201
"INSM1",5.7873173,5.5270578,10.5644445983857,6.50646968778885e-07,1.37209963710136e-05,6.469407964051
"ALPK1",1.73112794,1.71116033333333,10.5069163433202,6.85813043884906e-07,1.42759728135139e-05,6.41452926555228
