"X","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ALOX15",10.49275275,10.3996896666667,39.4472195512452,4.11543955477819e-09,2.65569314469836e-05,9.8593649702053
"ALOX15P1",6.581017425,6.33492161666667,33.051409908672,1.32202282402978e-08,4.26550664173209e-05,9.33067567673451
"SOCS1",5.640362575,5.83245505,30.4570763581641,2.26536974372696e-08,4.87281031875669e-05,9.04799923199604
"SLC25A48",6.92250825,6.53998938333333,21.4552674744596,2.26100011820785e-07,0.000364755844069881,7.56090651835355
"AKAP5",4.631397475,4.64958365,20.1398297916015,3.41946316938716e-07,0.000441315916641107,7.24738925682198
"CCL13",8.696318075,8.41452388333333,19.4944551531178,4.22975618557883e-07,0.000450318853707664,7.08114523765657
"NR4A3",4.761099075,5.12768216666667,19.0688693517739,4.8849093072271e-07,0.000450318853707664,6.96666938548877
"FCER2",6.119122325,5.92865978333333,17.635920373968,8.12522411674102e-07,0.000460479457154687,6.55032083860855
"HS3ST1",4.4145126,4.70401456666667,17.6079827321382,8.20944367899421e-07,0.000460479457154687,6.54169735035159
"CD209",4.694921825,4.41748386666667,17.4941635564277,8.56307684155625e-07,0.000460479457154687,6.50635334926212
"MAOA",4.7152629,4.89945188333333,17.0408020864425,1.01564580204562e-06,0.000504150950815416,6.36212684644547
"CCL17",8.63188575,8.831828,15.7595651442759,1.68615300645524e-06,0.000777196096475403,5.92262463669307
"ACOT7",2.90074515,3.09718275,14.8152303735349,2.51412817368188e-06,0.00108157794031794,5.56527524933456
"LINC02937",3.6328848,3.4799312,13.0230345191931,5.7614589652517e-06,0.00206548303904274,4.7955635241328
"DNASE1L3",11.10426625,10.8241763333333,12.7926106726798,6.45908025024026e-06,0.00219370762393686,4.68677442027572
"CHDH",3.00418745,2.47159996666667,12.0584505387625,9.42023256786286e-06,0.0028658591686674,4.32335785874019
"JAG1",2.115111825,2.44619161666667,11.9895398908757,9.77047911214671e-06,0.0028658591686674,4.28787148901613
"CCL26",9.58789225,9.0031905,11.838363215306,1.05923767370717e-05,0.00297185248192712,4.20915823261213
"IL18R1",2.574979425,3.05984368333333,11.3915978822581,1.35243591386442e-05,0.00363636206340297,3.96939371768864
"LORICRIN",6.071768075,6.52485055,10.8319969860721,1.86012725207211e-05,0.00480136046304852,3.653161177673
"SPINT1-AS1",2.52437845,2.72496108333333,10.6617289132122,2.05565563799771e-05,0.00510197916615354,3.55322808432523
"LIPA",2.093305125,2.00171216666667,10.5335138597939,2.21846417059596e-05,0.005123613976224,3.47678440024378
"SPINT2",2.11190605,2.15594658333333,10.3720418800365,2.44489809541334e-05,0.00544031979644907,3.37902187462363
"IL1R2",4.335367225,4.14715451666667,10.0811573944195,2.92285375449949e-05,0.00608425008960814,3.19859089881103
"RRP1B",3.434002175,3.50368023333333,9.93129363379677,3.21027508474519e-05,0.00627754700662446,3.10339963898349
"F13A1",3.0688949,2.7932361,9.81735020932994,3.45049379307012e-05,0.00642821295994674,3.02997925648614
"PFKP",2.5990644,2.83439241666667,9.77307718391033,3.54932057928542e-05,0.00642821295994674,3.00120414769419
"CCL23",7.56055165,6.75604593333333,9.42508591645699,4.44926803938898e-05,0.00739782031511996,2.77007900540294
"CHCHD7",2.058827425,2.22562155,9.4176973784361,4.47102111095116e-05,0.00739782031511996,2.76507457003813
"ADORA3",2.70080085,2.81970576666667,9.31173223667794,4.79674138210346e-05,0.00743670580899814,2.69284640767622
"ITPRIPL1",4.652397325,4.57592881666667,9.29820005158867,4.84025482687001e-05,0.00743670580899814,2.68356085461755
"IRF4",3.584573475,4.13075901666667,9.1233013826483,5.44517085806131e-05,0.00779915462083315,2.56227087708224
"LIMS2",2.348901025,2.23426771666667,9.00473231776332,5.9043336010854e-05,0.00779915462083315,2.47867382222737
"CCL18",7.786367475,6.79872405,8.98205430246467,5.99710091803869e-05,0.00779915462083315,2.4625563667859
"CD226",3.780805875,3.91196491666667,8.84754111398212,6.58274185085505e-05,0.00779915462083315,2.36609704432955
"GFOD1",2.318313725,2.55236173333333,8.80325856016512,6.7896061152627e-05,0.00779915462083315,2.33401665754567
"CAVIN2",4.681595675,4.70550623333333,8.79175522348929,6.84454928340067e-05,0.00779915462083315,2.32565645009522
"CCNA1",2.993198625,3.38050513333333,8.79097442751038,6.84829691132659e-05,0.00779915462083315,2.32508859649137
"PFKP-DT",1.593050725,1.68590386666667,8.78743407761049,6.86531908658505e-05,0.00779915462083315,2.32251314993027
"HACD1",2.1814221,2.40183965,8.78251053222023,6.88907195703533e-05,0.00779915462083315,2.3189297525887
"WFDC21P",5.303022225,5.67123561666667,8.63488570374887,7.64671562524296e-05,0.00834468340345891,2.21054012521514
"LIMCH1",2.98527595,3.47691136666667,8.61445197024477,7.75888740442483e-05,0.00834468340345891,2.19539142760787
"ZFYVE28",2.032016475,1.84422205,8.57993023224608,7.95268187102239e-05,0.00841289444487008,2.16971706951779
"FBXO16",3.3955786,3.26876448333333,8.50586348715897,8.38737035854152e-05,0.00859106363867753,2.114284895116
"RAB30",4.9031492,5.06728526666667,8.4250998569529,8.89250533831185e-05,0.00896614639814475,2.0532947341883
"DUOXA1",7.055119175,6.79201245,8.22989885907282,0.000102630028884185,0.0097453999275048,1.90348771469535
"CD1E",6.350234,6.84190521666667,8.20490012433699,0.000104553015930826,0.0097453999275048,1.88405339830046
"KIAA1671",4.7415067,5.22355596666667,8.18716743151935,0.000105941942797281,0.0097453999275048,1.87023306123789
"PPFIBP1",2.1889515,2.52507496666667,8.16918242651733,0.000107372122208258,0.0097453999275048,1.85618653968289
"NUDT16L2P",2.0020225,2.11915881666667,8.15032443219074,0.000108895370028605,0.0097453999275048,1.84142615685365
"BACE2",2.371838675,2.27444545,8.13385894052955,0.000110245497397776,0.0097453999275048,1.82851151075056
"HSPH1",1.573489175,1.61228575,8.1066113145379,0.000112521789266895,0.00981220413701725,1.80708465209257
"SLC47A1",2.675741075,2.8987399,8.07583188428699,0.000115157711581924,0.00990816950450878,1.7827972273672
"CLEC14A",3.5172583,3.55371223333333,8.03334739768244,0.000118912262374639,0.0100956329146091,1.74912770668041
"QPRT",4.4874806,4.35366101666667,7.99921278827983,0.000122029965495042,0.0100956329146091,1.72195227753443
"SYT17",2.420508375,2.66463071666667,7.84212979961526,0.000137629663335597,0.0109644965124025,1.59546009392214
"MRC2",2.344318525,2.30733228333333,7.80815306458279,0.000141295032281943,0.011119229796529,1.56778620580997
"IFRD2",1.987145925,2.30771638333333,7.68497482872109,0.000155545444242328,0.0119492232344731,1.4665057346704
"RHOF",2.66894245,2.72394163333333,7.62346370395337,0.000163268621623877,0.0122508420388241,1.41536390814986
"KTN1-AS1",1.6997055,1.93786476666667,7.43774630159075,0.000189364655523495,0.0137040334655671,1.25862018185242
"PPP1R3B",2.4686489,2.41125376666667,7.42624665792605,0.000191130173857281,0.0137040334655671,1.24879765231079
"CRH",5.90028795,6.16336638333333,7.37396622103629,0.000199395937905284,0.0139952364818329,1.20396750369993
"AKAP12",3.763195275,4.28404496666667,7.37314377660112,0.000199529173458644,0.0139952364818329,1.20325997135243
"CD274",2.620952375,2.91356405,7.33861833578375,0.000205214516735945,0.0142392395322264,1.17349409179368
"EVL",2.1279583,2.01710541666667,7.30051470729192,0.000211703617025292,0.0143638873193945,1.14049680799817
"HSH2D",3.593744725,3.74044336666667,7.27322561576651,0.000216494165180069,0.0143638873193945,1.11676979718002
"ISOC2",1.377082825,1.37243255,7.26400495731161,0.000218140548163747,0.0143638873193945,1.10873473036804
