ID,ddG_7UUY,ddG_7UUZ,ddG_7UV0,ddG_Humano_AF
1,-1.3927966666666667,-1.6950933333333333,-1.1149883333333332,-1.6981166666666667
2,0.6706243333333334,0.05637256666666667,-0.17821133333333336,2.9464133333333336
3,0.2419655666666667,2.12758,17.244533333333333,4.762303333333333
4,10.620763333333334,22.40856666666667,5.524249999999999,5.823743333333333
5,4.038226666666667,2.77402,0.533757,18.65693333333333
6,-0.36592027666666666,1.13088,1.3608333333333336,5.579823333333334
7,0.803153,1.70637,13.358233333333333,0.27313666666666664
8,7.248723333333333,12.683566666666666,-1.6655733333333334,3.87276
9,-0.6310813333333333,0.9439233333333333,0.5641036666666667,13.128936666666666
10,0.3745263333333333,6.92045,0.8522183333333334,0.6980693333333333
11,-0.168834,0.5110196666666668,1.5372633333333334,4.4246566666666665
12,1.7365300000000001,1.0357779999999999,-0.16207566666666667,2.33976
13,0.06533856666666667,0.4918966666666667,-0.001223113333333333,2.27844
14,0.008961100000000001,-0.028046069333333336,-1.2208833333333333,1.4403033333333333
15,-1.3149033333333333,0.6551206666666667,-1.072632,1.2630833333333333
16,1.6897900000000001,0.5888110000000001,3.9688933333333334,-0.07878249999999999
17,0.5781573333333333,3.5347866666666667,33.11736666666667,1.66746
18,25.4585,27.061533333333333,5.511113333333333,3.6997433333333336
19,5.670343333333332,4.544096666666667,1.2816366666666668,29.239766666666668
20,2.56635,0.5970526666666666,3.2518700000000003,5.0611733333333335
21,3.2349266666666665,4.010883333333333,4.413810000000001,12.394
22,4.999373333333334,1.0677433333333333,1.056928,4.070506666666667
23,0.9987560000000001,0.9199356666666668,0.3655753333333333,6.99289
24,0.476392,0.0596127,2.45702,2.32328
25,2.244963333333333,2.43511,-0.8862730000000001,0.16575266666666666
26,-0.062418333333333346,3.5871733333333338,15.149833333333333,2.644883333333333
27,17.319766666666666,15.9111,0.30780633333333335,12.679366666666667
28,-0.09637259999999999,0.9123230000000001,12.02981,13.148433333333335
29,20.746466666666667,19.592866666666666,6.66273,-0.12776433333333334
30,10.36755,12.989600000000001,12.24013,0.6953870000000001
31,12.099993333333332,17.0853,-0.19980166666666666,0.36452666666666667
32,0.4422726666666667,0.09771363333333334,-0.302742,-0.31845433333333334
33,1.9828966666666668,0.37454366666666666,0.47584933333333335,19.8095
34,0.6968766666666667,1.12297,,14.184633333333332
35,,,,6.24528
36,,,,0.08426116666666666
37,,,,3.253
38,,,,0.5846093333333333
39,,,,0.326258
