"gene_symbol","mean_logCPM_male","mean_logCPM_female","logFC_male_vs_female","mean_CPM","keep_for_test","pvalue","padj"
"KDM5C",3.7035196075465,4.49328195454762,-0.789762347001119,17.0617206581024,TRUE,0.00810501980270414,0.999789698888697
"PRKAB2",2.78216482442253,3.12709520185423,-0.344930377431707,7.2446254494804,TRUE,0.0318196393855294,0.999789698888697
"PRDX2",4.57649683464159,5.4307797240263,-0.854282889384709,34.3135396134593,TRUE,0.0340375546746671,0.999789698888697
"SUCLG2",5.81208678150755,5.47873880984947,0.333347971658079,51.9988980801843,TRUE,0.0347771441953272,0.999789698888697
"PLA2G7",2.2718803054616,3.83311799669267,-1.56123769123107,11.4696361276716,TRUE,0.0424531309426279,0.999789698888697
"HPGDS",4.62754496104447,3.78118398967501,0.846360971369455,20.7962714799768,TRUE,0.042708385222197,0.999789698888697
"SMOX",-0.360831616104498,0.445309448109207,-0.806141064213705,0.606833840964608,TRUE,0.0495738429630202,0.999789698888697
"KDM6A",3.61318728730105,4.42577649515964,-0.812589207858595,17.1477363113432,TRUE,0.0601292675538327,0.999789698888697
"RRAGD",5.67225643325446,5.96374179211596,-0.291485358861497,56.0420348141762,TRUE,0.0736949879513484,0.999789698888697
"HAMP",0.500598293428827,2.08248160457081,-1.58188331114198,4.2576956537212,TRUE,0.0761244963730712,0.999789698888697
"KEAP1",3.82634315783249,3.97187904775651,-0.14553588992402,14.3548804332333,TRUE,0.0876422782504917,0.999789698888697
"GPT2",1.16762625767784,1.57883467386494,-0.411208416187104,2.14458873042125,TRUE,0.102761365509684,0.999789698888697
"ACSL1",5.85081134161999,6.18515448056577,-0.334343138945782,65.2445037741863,TRUE,0.107616690546597,0.999789698888697
"SLC25A20",3.74667865271424,3.94473779220998,-0.198059139495744,13.8754897058055,TRUE,0.111513118324791,0.999789698888697
"PPARGC1B",3.53327176371331,3.99358269670129,-0.460310932987981,13.5727731137495,TRUE,0.12712054575005,0.999789698888697
"ENO2",0.209647586814632,0.750004744344021,-0.54035715752939,0.964288598195474,TRUE,0.127272392568228,0.999789698888697
"NMNAT3",0.842778011737873,1.29740393069295,-0.454625918955078,1.68397191469295,TRUE,0.130508712863779,0.999789698888697
"RRAGC",5.22606684521467,5.43023893523482,-0.204172090020148,39.7959149517596,TRUE,0.130984766996994,0.999789698888697
"SLC11A2",4.81916126947586,5.1670776328912,-0.347916363415348,31.9502333011665,TRUE,0.131227190389642,0.999789698888697
"ELOVL6",-0.0670683674898168,0.872967793655333,-0.94003616114515,1.15390472229095,TRUE,0.133160928684605,0.999789698888697
"SLC27A1",3.51189042908042,3.92484473587315,-0.412954306792734,12.9933411903481,TRUE,0.135355466571066,0.999789698888697
"PFKFB4",2.77190935524817,3.1506132043371,-0.378703849088936,7.48150507500666,TRUE,0.136244012023218,0.999789698888697
"TYMS",2.95230841625129,3.40278897848993,-0.450480562238635,9.05116071799758,TRUE,0.143507397752737,0.999789698888697
"MTHFR",4.01979342497045,4.30881041758098,-0.289016992610534,17.4859967657555,TRUE,0.145161338095739,0.999789698888697
"SLC25A10",0.62542437698431,0.985852383976098,-0.360428006991788,1.27912644475774,TRUE,0.145963340279156,0.999789698888697
"HFE",3.11376436352224,3.36725035909166,-0.253485995569421,9.05352499143462,TRUE,0.150806680747768,0.999789698888697
"GABARAPL1",6.38054041295311,6.10126648576876,0.279273927184344,78.9284489470681,TRUE,0.150896455720415,0.999789698888697
"IDO2",-0.317990353885485,0.19149260077287,-0.509482954658355,0.512959899475999,TRUE,0.152768706937929,0.999789698888697
"UQCRC1",6.04246827839944,6.21123883128761,-0.168770552888168,69.2914649165718,TRUE,0.155295606314416,0.999789698888697
"SLC25A22",1.59886963351323,1.85809003587243,-0.259220402359194,2.83799155114441,TRUE,0.168301646487925,0.999789698888697
"SHMT2",4.01314114225609,4.23768687859822,-0.224545736342129,17.053438268813,TRUE,0.169100905325157,0.999789698888697
"PTGDS",0.102792603312996,1.26102395533094,-1.15823135201794,2.00622941002002,TRUE,0.17347135295757,0.999789698888697
"IKBKE",2.87663001489969,3.1401527521678,-0.2635227372681,7.63987232415666,TRUE,0.175258718898895,0.999789698888697
"CYCS",7.52479440340901,7.33274103936185,0.19205336404716,176.842927495386,TRUE,0.180035467248645,0.999789698888697
"FTH1",14.5938407079081,14.2453395503645,0.348501157543641,23609.2091834842,TRUE,0.183345979689461,0.999789698888697
"LDHA",7.95047195979134,7.76635677923808,0.18411518055326,239.023750095161,TRUE,0.184134945971552,0.999789698888697
"TSC1",3.60755084044849,3.97126612431329,-0.363715283864801,13.7623129261015,TRUE,0.184904399613173,0.999789698888697
"ACAA2",6.09636468684812,5.97036254678988,0.126002140058247,66.0682212215359,TRUE,0.185303929453558,0.999789698888697
"PPM1K",5.47464938215681,5.71497628595535,-0.240326903798539,48.2732994707842,TRUE,0.186735494758272,0.999789698888697
"GCLM",3.55519262855803,3.93101688274735,-0.375824254189324,13.3972219800417,TRUE,0.188157909055105,0.999789698888697
"STEAP3",4.28850725979973,4.12253879850307,0.165968461296655,18.4655468716919,TRUE,0.196803549240051,0.999789698888697
"MPC1",6.52451845648074,6.31621953390474,0.208298922575997,87.648853048199,TRUE,0.202674220814303,0.999789698888697
"FUNDC1",3.83395388831494,3.98178876557278,-0.14783487725784,14.5092977712365,TRUE,0.208060786503895,0.999789698888697
"PAOX",2.16132887293789,2.52122409382643,-0.359895220888547,4.7513440570025,TRUE,0.212211398811354,0.999789698888697
"MAT2A",6.09969838550663,6.3349360708852,-0.235237685378562,74.5351252835092,TRUE,0.212624116796543,0.999789698888697
"SLC2A6",4.51822857112208,4.19589346249577,0.322335108626312,21.6664587323895,TRUE,0.216172654029841,0.999789698888697
"SDHA",4.90221161022061,5.10392635428347,-0.201714744062855,31.8314136206469,TRUE,0.217379076611218,0.999789698888697
"EZH2",2.86346150273043,3.23330627034505,-0.369844767614616,8.09409565495288,TRUE,0.217989488238447,0.999789698888697
"ME3",2.31348063760978,2.13166262949461,0.181818008115169,4.29480626003747,TRUE,0.222544796827964,0.999789698888697
