"","Subject 1","Subject 2","Subject 3","Subject 4","Subject 5","Subject 6","Subject 7","Subject 8","Subject 9","Subject 10","Subject 11","Subject 12","Subject 13","Subject 14","Subject 15"
"NOC2L",4.3232391305647,4.31355400475251,4.3593772679787,4.33274507332939,4.38072770682693,4.44175764920636,4.41713409318677,4.25244789827314,4.18562888914361,4.66692431307029,4.93584768765211,4.74837118063521,4.60267219088788,4.80380817128473,4.26496187262431
"KLHL17",0.69221962789579,0.715995653881768,0.72751792349495,0.874266122849347,0.766791853111642,0.738957381181656,0.841618053834915,0.721529475398863,-0.440532931471582,0.979540153939969,1.05980079260808,0.651106432164558,0.925839765325903,1.06616815860026,0.509967091484264
"PLEKHN1",-0.249944161832499,-0.241264337054064,-0.43662151734783,-0.598450836424327,-0.542801080225271,-0.417507845995745,-0.380854496250475,-0.492585229382372,-0.654376715603591,-0.493575980159417,-0.240178081559451,-0.7594792840397,-1,0.0754069858527198,-0.864956695842857
"PERM1",-0.977814347731726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.930270183664251,-0.898931423059954,-1,-1,-1
"AL645608.8",-0.977814347731726,-0.88834639590783,-0.892911385401261,-1,-0.970419609756478,-0.929963319907874,-0.945799959117249,-0.980516131444612,-1,-0.926089849340458,-0.930270183664251,-1,0.925839765325903,-1,-0.976596594254036
"HES4",0.31480672651871,0.427490803758553,0.898270107046553,0.325318170426447,1.77435234390415,0.563925732563935,0.695801777751947,0.774093179045557,-1,1.84327196869831,1.00745637079633,-0.2434957134256,-1,1.34871835836217,1.12188759935039
"ISG15",8.22261192969423,7.08340931972206,8.37324370499377,8.60282093448477,8.55853530101268,8.40353311249618,8.51622607561295,9.06832793228518,7.77448908407642,7.60308952007437,7.67751494357428,7.77276077933842,7.10516885955357,7.80752834482706,8.2757673012838
"AL645608.2",-1,-1,-0.977936907844083,-1,-1,-1,-1,-0.980516131444612,-1,-1,-1,-0.948580842517235,-1,-1,-0.953566786224266
"AGRN",3.55752048494055,2.6240547222972,3.54315018065419,3.57800040797565,3.26368544178552,3.81981056155881,3.97254938465758,3.76197884650948,2.84116474196221,2.86673073360545,3.91017173540746,3.79772521355948,3.71128650082061,3.49241617891793,3.76377662581302
"AL645608.9",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"RNF223",-0.977814347731726,-1,-1,-1,-0.970419609756478,-1,-1,-1,-1,-1,-0.863755805499764,-1,-1,-1,-1
"C1orf159",1.02993250134832,1.2672618867897,1.26957345242561,1.32170479874286,1.13661593136091,1.22681971748753,1.50348959985587,1.11477175817186,1.45062992992942,1.12571669194163,1.60894446220568,1.50604589217328,2.23246713250798,1.42281312969052,1.16986706850254
"LINC01342",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"AL390719.2",-0.913233779962957,-0.954296502373408,-0.956206149899563,-0.864141659649259,-0.94143355730009,-0.907353463525161,-1,-1,-0.816862987736294,-0.82187307162861,-0.198591563715222,-0.898931423059954,-1,-1,-0.908581545804966
"TTLL10-AS1",-1,-0.909996509098636,-1,-0.964817296820388,-0.913018429076028,-0.976274651656957,-0.972645467031141,-0.961291893737847,-1,-1,-0.930270183664251,-1,-1,-1,-0.953566786224266
"TTLL10",0.323765948476574,0.272740280727195,0.0341554187550786,0.353467058518553,0.538934895984879,0.0318262652102291,-0.227489578652826,0.27146555951264,-0.254332738553899,-0.294431460330817,0.896700536065373,0.867389400528533,0.925839765325903,0.0981982103487292,0.659361544433678
"TNFRSF18",1.10460914339189,0.401360319314518,-0.126448736107745,0.408168886403887,-0.266310214493217,0.428289640052404,-0.327900563005687,0.482733178388332,-0.508352345266365,0.12613104049601,0.915760429323579,-0.948580842517235,2.60861032774757,0.982890985256173,0.39803814309499
"TNFRSF4",1.02993250134832,0.0553648348162336,-0.175822541361324,0.631504507769603,-0.145690673245481,0.634966219626249,-0.417268720577643,0.187830305168845,-0.57951781125216,0.0365469410155234,0.551532974745471,-0.7594792840397,3.15360083325707,1.04286111994964,0.681597657643119
"SDF4",5.78506960493513,6.07466360074337,6.04579236838964,5.96721623799442,5.86428508135409,6.00869913237842,6.31595946573218,5.97769357170483,3.3898499075178,5.88822979533352,6.58346643182872,6.61543093596665,6.66227475694994,6.51386712505481,6.19817597475477
"B3GALT6",3.75921260245015,3.80592107615315,4.00235010856121,3.85525272127541,3.91885708994072,4.05457525518099,4.12118491143304,3.90959801525981,2.44367881364484,4.136176621356,3.89103737223212,3.95788070144449,4.2247554823905,3.90325274177485,3.84072074072713
"C1QTNF12",-0.645049298119248,-0.669451889102764,-0.664312552014729,-0.832086033185681,-0.564735720650884,-0.778665780767098,-0.552483587592132,-0.607433853397265,-0.905527495645401,-0.633623729509066,-0.570634919889571,-0.632326564004013,-1,-0.776237394874016,-0.741479206437029
"AL162741.1",-0.934441042875894,-0.825279743662647,-0.913702615552305,-0.964817296820388,-0.85781397254405,-0.799332292540993,-0.747322600078341,-0.816077861671128,-1,-0.82187307162861,-1,-0.85093396285025,-1,-0.735367172875297,-0.953566786224266
"UBE2J2",4.5714432201734,4.75603992949632,4.77726999110554,4.70256160315559,4.64719227876555,4.56005553454821,4.75956604193411,4.59850862301332,4.34063977375963,4.76710429049301,4.50209194279156,4.58894411487366,4.90186052640839,4.60032753015863,4.62717110021045
"LINC01786",-0.680441790914998,-0.725933439201242,-0.852206785501919,-0.739983198311385,-0.75336468050851,-0.698838799521426,-0.679410223761874,-0.765181919698058,-0.905527495645401,-0.855782344662248,-0.863755805499764,-0.478541552115526,-1,-0.582565532403445,-0.822612367102532
"SCNN1D",-0.040005090417495,-0.110184579281384,-0.0439129583819062,-0.180099678957748,-0.302709960242456,-0.0524887186082539,-0.00334812730689399,0.152969691717976,-0.440532931471582,-0.415640478270517,-0.0805744412612709,-0.0414328742925048,1.72228217981605,0.268621149542107,-0.245642289765703
"ACAP3",2.51271108950993,2.80271203176178,2.68895361258189,2.73269440068825,2.64350290801003,2.62156274073578,2.91535141859051,2.61726832871147,1.63481905272587,3.04958003186577,2.95966942008188,2.35277053786726,4.60267219088788,2.88665970973915,2.35155321540781
"PUSL1",2.87156360445623,3.0748300780017,3.1783689935432,2.86078868745521,2.96959865997666,2.99003356071327,2.79517530406825,3.03248694699385,3.12474296437977,3.13190890617267,2.66525028526877,2.80253615607905,4.2247554823905,2.54064096212314,3.1307528901356
"INTS11",4.12287759113875,4.42042174821329,4.3523195657531,3.6492764935,4.40067370437394,4.35557762010172,4.39957763854219,4.33105840667349,4.02997763244195,4.43505321810727,3.999981582249,4.1035436101994,4.2247554823905,4.06528290582071,4.22703731857644
"CPTP",2.69465852889013,2.75707675070217,2.76778236836976,2.66692011237096,2.63871207511818,2.85768597114243,2.82860245720738,2.52315118824684,2.95885348278937,2.74191982234071,2.42699765832018,2.51724220811789,3.36436627480209,2.45935334683721,2.5619602115005
"TAS1R3",-0.934441042875894,-0.88834639590783,-0.852206785501919,-0.770035525457193,-0.8046442833543,-0.718385284710824,-0.818590436820984,-0.961291893737847,-1,-0.82187307162861,-0.930270183664251,-0.85093396285025,-1,-0.95238477511557,-0.908581545804966
"DVL1",2.32691371889968,2.42227155003193,2.39133766312673,2.30915520738113,2.47903016129284,2.39700151431035,2.86885337053508,2.44244905584736,1.61901313060834,2.32409057681479,2.44678858384521,2.67719642270719,3.71128650082061,2.51968956880679,2.26584400493027
"MXRA8",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"AURKAIP1",6.81352042129287,7.00866130306083,7.05352105721366,7.00991331463553,7.00363798476763,6.91325754543329,6.78786705740388,7.14762317821304,7.42673459959478,7.16587883440812,6.39640806632267,6.54961984351117,6.8836493953987,6.5101541695937,6.86409751175943
"CCNL2",4.11837926577419,4.24419002488126,4.29287906646786,4.27688629794542,4.11701510510297,4.26267500766539,4.41842611170316,4.11486958840089,3.46692643672794,4.2199531365805,5.3009586991313,5.34961358789823,5.66937920327654,5.44352599115869,4.30907433420728
"MRPL20",6.76315885848041,6.92199910562672,7.04748322566791,6.8567046952841,7.02697059996963,6.19638255344005,6.64217094976334,7.15954062577461,7.29553807002387,6.97893836353207,6.50107424867281,6.7112145956826,7.14851486619035,6.68617981431393,6.92312832886585
"AL391244.3",-0.480045939045034,-0.688034456652603,-0.467030124148836,0.00873773909263397,-0.378386137056886,-0.309804994598657,-0.148842440452172,-0.348256750255284,-0.733333519022826,-0.317872252780693,-0.468250726055093,-0.373087137088092,-1,-0.0694623277598631,-0.591738225674878
"ANKRD65",0.523616797988969,-0.764854933159226,-0.913702615552305,-0.832086033185681,-0.728392580105267,-0.551326586560009,-0.195514425361931,-0.451769512082439,-0.089440406365661,-0.693685023148671,-0.240178081559451,-0.553385925845448,-1,-0.511834105333069,-0.683489936868264
"AL391244.2",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"TMEM88B",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"LINC01770",-1,-1,-1,-1,-1,-1,-1,-1,-0.654376715603591,-1,-1,-1,-1,-1,-1
"VWA1",-1,-1,-1,-1,-0.94143355730009,-0.976274651656957,-0.972645467031141,-0.980516131444612,0.0585238731143943,-0.962571668634402,-0.863755805499764,-0.948580842517235,-1,-0.95238477511557,-0.976596594254036
"ATAD3C",0.772939765734436,0.831397800739518,0.693553135415884,0.325318170426447,0.475867115038301,1.10977002154552,1.13986471435714,0.808100964924862,0.35418362025707,-0.182621344559892,0.501945674715681,0.582849315184567,-1,0.542326172755334,0.534608643230207
"ATAD3B",1.60476898463213,2.26209682774801,1.6343030791988,2.10491815801256,1.96630177601994,2.24128699741566,2.00105106551747,1.8260632334473,1.06375250676688,2.02660915379663,2.42699765832018,2.06447096482104,3.71128650082061,2.3778750913144,1.88964563428641
"ATAD3A",2.59642093098492,3.16430642611596,3.10015435955954,2.78530458481133,3.0457652884551,2.97642041139749,2.95328398455658,2.77173946894756,1.75539430887827,3.22000166128595,3.01374406633731,3.02784084732517,3.85777179075043,3.06788570012149,2.88143052675175
"TMEM240",-0.290385027308458,-0.00160390735768215,0.178658232756016,-0.221025393262514,-0.0969319050407037,-0.251688116401425,0.272906686774909,0.135218326990643,-0.508352345266365,-0.226311143665339,0.0969112748474295,-0.0414328742925048,-1,-0.0950873259068375,-0.424078889427171
"SSU72",6.91278754004622,6.87530000685179,6.87135672774242,7.13794625277998,7.0663030093178,7.04653012189991,7.12270205377774,7.13546695703171,6.16786133862683,7.07866392116181,6.64935779606998,6.821541495253,6.90065103812174,6.87494717188527,6.8664248239331
"AL645728.1",0.921976585187144,1.5188870097405,1.4913789924231,1.69608755270073,1.598010277801,1.58277718177241,2.58343315924363,1.48782426468943,1.08691896147363,1.62707252476767,2.07519324622456,1.94039589100903,2.60861032774757,2.42821180498987,1.81784618196189
"FNDC10",3.28563484938752,3.40359266160088,3.70106389330896,3.12851087156885,3.430967629578,3.40344818881842,4.02692412406017,2.95365487662527,2.21044266375535,3.92399950513643,3.20793971579534,3.04379788978282,3.85777179075043,2.89644511401733,3.11449922784009
"AL691432.2",1.34359280884331,1.0433720702448,1.01837786458629,1.33588318791392,0.860299852969894,0.895032817596128,1.17697912855668,0.900318466540618,1.01627280915655,1.13437907158123,1.33932251805683,1.44005482714967,2.23246713250798,1.29053798285057,1.00918401707306
"MIB2",3.11162449214945,3.00279602475878,3.26301994619472,3.35424240465328,3.17877520698151,3.08612167939111,3.44036926285798,3.13317716940107,1.37735910045913,3.17872283380977,3.66188502097881,3.26139417657677,4.11248971901017,3.37133659014425,2.9982437986464
"MMP23B",-0.331992284005975,-0.825279743662647,-0.832277207944876,-0.328726601834134,-0.458252706999046,-0.641739785482325,-0.657465067567961,-0.716020487111493,-0.733333519022826,-0.467126917394248,-0.372653471718479,-0.673478072566008,2.23246713250798,-0.619275649284418,-0.886604233670143
"CDK11B",4.33602596101828,4.36910115141546,4.71472143237684,4.33186107323223,4.14853161691591,4.44175764920636,4.61661032886042,4.09778628133409,4.10848704677994,4.40851685650301,5.02412079317804,5.0200525585128,5.25905863939934,4.83467277045816,4.57417574937591
"FO704657.1",-0.464537871000853,-0.431680178598838,-0.377662110003249,-0.397430802647765,-0.340051908861604,0.176428380211623,-0.103633125520467,-0.348256750255284,-0.57951781125216,-0.493575980159417,-0.518534772080732,-0.515478444785922,-1,-0.477727685148005,-0.302703682617747
"SLC35E2B",2.49100205679492,2.70639781637671,2.92534208425395,2.7644901620635,2.6672213014781,3.5937869583867,3.51715004204877,2.92165189601458,2.39809987713563,2.45778653651581,3.44942720596158,3.36155558231617,2.90668836519939,3.71885797594991,2.62451351777167
"CDK11A",3.95211259448795,4.24357732135334,4.19794959704617,3.92959115075211,3.98640800145132,4.03427885074974,4.58646709287656,3.90698508358221,3.07347243133948,4.21485724138589,4.81288136974511,4.76771624438682,5.14953349498951,4.60630224854006,4.39176309046494
"SLC35E2A",3.09863334967314,2.21035865785682,1.57210686568658,2.39967792709939,2.46014552062535,2.32959635398345,2.05188620610313,1.82882677044259,-0.142337806080198,2.97678985852092,3.51651259382437,3.15081272350795,4.11248971901017,3.43762107904066,2.29978300739685
"NADK",4.38660375398426,4.50107149612872,4.64667742024385,4.49947452408085,4.65551689048234,4.73418233280791,5.40374476476154,4.49357104578027,3.94694872349748,4.48077343079861,5.23324867282235,5.07155284368466,5.88974535022368,5.38158852732263,4.71782752031385
"GNB1",7.11783956893513,7.31151163361195,7.2817607660142,7.2264610430362,7.33713461933795,7.30321245716501,7.65097458547946,7.30550397908525,6.14803511473851,7.47083280708841,7.69382421803167,7.58186813467989,7.8719969298785,7.74650732315896,7.15104903797161
"AL109917.1",-0.831391121139291,-0.825279743662647,-0.736561001659955,-0.864141659649259,-0.913018429076028,-0.885092487262472,-0.843150801793774,-0.833450156549066,-0.816862987736294,-0.788742537570195,-0.863755805499764,-0.948580842517235,0.925839765325903,-0.735367172875297,-0.930898835312243
"CALML6",-0.977814347731726,-1,-1,-0.964817296820388,-1,-0.976274651656957,-1,-0.980516131444612,-1,-0.962571668634402,-0.863755805499764,-0.948580842517235,-1,-0.906290980071273,-1
"TMEM52",-0.627673410880975,-0.355440747997823,-0.266513972488316,-0.469571162343695,-0.437867751893324,-0.433571951464177,-0.293647829785255,-0.299158518530852,-0.0384141224219186,-0.317872252780693,-0.518534772080732,-0.442526783969906,-1,-0.444408980598883,-0.408336695169674
"CFAP74",-0.54380100993169,-0.528826539903836,-0.852206785501919,-0.832086033185681,-0.913018429076028,-0.841575237891143,-0.770689544697723,-0.851034193200095,-1,-0.724680123678595,0.16221187660994,-0.515478444785922,-1,-0.695622941577228,-0.781475523969238
"AL391845.2",-0.977814347731726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"GABRD",-0.977814347731726,-0.976967277185176,-0.913702615552305,-0.964817296820388,-1,-0.863169787776695,-0.919444877505643,-0.868835196997432,-1,-1,-0.930270183664251,-1,-1,-0.95238477511557,-1
"AL391845.1",-0.977814347731726,-1,-1,-1,-1,-1,-1,-1,-1,-0.962571668634402,-1,-1,-1,-1,-1
"PRKCZ",0.34151918843725,1.23803070454095,1.22746721189487,1.39124310477677,1.84260306628775,1.18007765427533,0.90934774509665,0.9417562293304,0.275706864243499,0.532247930072,1.58533070965322,2.14951699902756,-1,2.0440250193618,1.07225743055771
"AL590822.2",-0.772918845016642,-0.615098535830209,-0.755202948623541,-0.681693788237197,-0.679708879678975,-0.586814864082334,-0.747322600078341,-0.732222205299042,-1,-0.890507848480658,-0.198591563715222,-0.592316383161192,-1,-0.0442845462814498,-0.683489936868264
"PRKCZ-AS1",-0.913233779962957,-0.931976475666137,-0.812619193030743,-0.864141659649259,-0.778776656647912,-0.841575237891143,-0.724328099233762,-0.833450156549066,-0.905527495645401,-0.890507848480658,-0.570634919889571,-0.804482062988852,0.925839765325903,-0.695622941577228,-0.930898835312243
"FAAP20",5.68649697956058,5.31029902758807,5.46711693917762,5.44061888241845,5.58931329887197,5.46162363330154,5.25439354897481,5.56977432258341,5.85013285638146,5.45505164680945,4.83557773988021,5.10083055874585,5.74663552419729,4.8615643886757,5.34517621385968
"AL590822.1",-0.977814347731726,-0.88834639590783,-0.977936907844083,-1,-1,-0.929963319907874,-0.945799959117249,-0.923595262807156,-1,-1,-1,-0.948580842517235,-1,-0.906290980071273,-0.953566786224266
"SKI",5.41346625612848,5.64555690359999,5.66105279061391,5.28078155708948,5.45541408221024,5.56655396387346,6.10247209317651,5.27274759113758,4.96616600625745,5.62026050983749,6.72255403672067,6.61329383141661,6.53739118124076,6.45852055829728,5.23828659348916
"MORN1",0.515819673794396,0.51132471918231,0.740883063514838,0.486518964899176,0.497197516151118,0.383148006722289,0.571233216834482,0.510538764592044,0.391877154959035,0.657726703881518,1.31080808735499,1.29826250034812,0.925839765325903,1.3101932945359,0.501658815383733
"RER1",6.80674650500117,7.04005040948071,7.10828528280187,6.9922582348111,7.10285320907884,7.15926737406851,6.92848846163259,7.31156740950073,6.79590617749547,7.05305130390347,6.60013149890521,6.7285949971267,6.79549930519336,6.73993270991797,7.02628117842715
"PEX10",3.43780649312433,3.62109706741399,3.70277234623309,3.62350081159738,3.78434139854662,3.6299831688616,3.66162698906959,3.67019650604076,3.90193886180962,3.64059957769027,3.52274193988719,3.62180300737951,3.15360083325707,3.46856233168824,3.64338013382195
"PLCH2",-0.913233779962957,-0.867016382072186,-0.956206149899563,-0.964817296820388,-0.970419609756478,-0.885092487262472,-0.972645467031141,-0.868835196997432,-1,-1,-0.372653471718479,-1,1.72228217981605,-0.656944317868233,-0.953566786224266
"AL139246.1",-0.977814347731726,-0.931976475666137,-1,-0.964817296820388,-0.913018429076028,-1,-0.945799959117249,-1,-1,-0.962571668634402,-1,-1,-1,-0.95238477511557,-0.976596594254036
"AL139246.4",-1,-1,-1,-1,-0.970419609756478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"PANK4",1.90855235767895,2.34897046322414,2.16713985284756,2.20486557356325,2.1116842303942,2.66746909680671,2.85746724231074,1.53258428329534,0.780855395555177,2.27792626805333,2.9779204321543,2.86853118935394,3.85777179075043,2.565387498633,2.28533537295602
"HES5",-1,-1,-1,-0.964817296820388,-0.970419609756478,-1,-0.972645467031141,-0.980516131444612,-1,-1,-1,-1,-1,-0.95238477511557,-1
"AL139246.5",1.17560987229219,1.17772919212127,1.31048555719508,0.752710835568802,0.826993956611636,0.888586723156345,0.833892438068509,0.857655223356999,1.37735910045913,1.55147123169572,1.19075650656145,0.511201727395934,-1,1.0776819831891,0.801511715804919
"TNFRSF14-AS1",1.83839072815012,0.730061364383564,1.26957345242561,1.13160977849029,1.89175238974813,1.55861825905141,1.45394881212129,1.5923528245164,1.19747947916861,0.608836868829634,1.63217792558349,1.73558125236551,2.60861032774757,2.24632085806519,1.3332837691477
"TNFRSF14",5.42807983683301,5.49177836001998,5.50701955295652,5.72747592424296,5.49405604598127,5.48183804546097,5.48522371426144,5.57718909726017,5.36953064654184,5.10233254277593,5.79485372586135,5.60432643915514,6.91745465400375,5.65236275202216,5.5644497795197
"AL139246.3",-0.934441042875894,-0.909996509098636,-0.793225439450898,-0.864141659649259,-0.94143355730009,-0.758291139315308,-0.843150801793774,-0.781948519596539,-1,-0.926089849340458,-0.930270183664251,-0.804482062988852,-1,-0.735367172875297,-0.864956695842857
"FAM213B",1.96404414758257,1.7743817898676,1.65209718484149,1.72869125571959,1.6127431231347,1.73784778215531,1.82518177289912,1.65286583999337,1.72618201388973,1.86945136789123,1.68867554913345,1.5514001369472,2.23246713250798,1.8292443686808,1.53808193304364
"MMEL1",1.23854996916208,1.6280752907556,1.04555924650934,1.48964330105966,1.57311618368088,1.32078818680612,0.754271842054204,1.22377307784449,0.599436257621243,0.890302087729121,-0.282999025864967,1.3909990321462,-1,0.729138581646063,1.80101747771281
"AL831784.1",-1,-1,-1,-1,-1,-1,-0.972645467031141,-1,-1,-1,-1,-1,-1,-1,-1
"TTC34",0.985457899671002,0.907634988508602,0.950973777601122,0.854704895767462,0.685503825680389,1.16415426528646,1.27723026554511,0.921186117176072,0.75215924120315,0.739489200922961,1.53691106754949,1.17617228679322,2.60861032774757,1.57679942008925,0.753336205615181
"AC242022.1",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"AL592464.2",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"AL592464.1",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"AL589702.1",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ACTRT2",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"LINC00982",-0.934441042875894,-0.976967277185176,-0.977936907844083,-1,-0.970419609756478,-0.976274651656957,-0.919444877505643,-0.980516131444612,-1,-1,-0.739275204828906,-0.948580842517235,-1,-1,-0.953566786224266
"PRDM16",-0.977814347731726,-1,-0.872415533847378,-1,-1,-1,-0.972645467031141,-1,-1,-1,-0.930270183664251,-1,-1,-1,-1
"AL008733.1",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"AL590438.1",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ARHGEF16",-0.560189940638176,-0.110184579281384,-0.16331977580084,-0.625668280590363,-0.587009009315165,-0.929963319907874,-0.345336799812877,-0.637633684523086,-0.508352345266365,-0.317872252780693,-0.118850738979687,-0.85093396285025,-1,-0.147744565841862,-0.664666837906791
"AL512413.1",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.95238477511557,-1
"MEGF6",0.849381841169449,0.383673301627849,0.422095804707249,-0.328726601834134,0.486571736769546,-0.370361653773835,-0.133614712709123,-0.833450156549066,-0.57951781125216,-0.317872252780693,0.313596134944494,-0.478541552115526,0.925839765325903,-0.582565532403445,-0.19075217971301
"AL513320.1",-0.698469049795505,-0.804855646586124,-0.793225439450898,-0.545509570555517,-0.728392580105267,-0.820299158504461,-0.818590436820984,-0.886858589161371,-0.905527495645401,-0.693685023148671,-0.518534772080732,-0.673478072566008,-1,-0.735367172875297,-0.886604233670143
"TPRG1L",3.80231702773405,4.12682986012379,4.17043264432915,3.97559540020754,4.13072843896011,4.04228652548343,4.29865073027385,3.67019650604076,3.15245847717244,4.37510182737198,5.02302259579397,4.80095821210871,4.68348399359035,4.85070005174587,4.18290197076892
"WRAP73",3.52195661558531,3.7595319162523,3.80890125437425,3.65352802094382,3.70291704190477,3.80191310548699,3.78495196873466,3.65936974682861,3.23773116257248,3.86146067844629,3.73076921792523,3.51824650061154,4.51706374796242,3.72984578065409,3.57968512473878
"TP73",-0.698469049795505,-0.764854933159226,-0.612405720443928,-0.800727204946211,-0.564735720650884,-0.604891824419089,-0.657465067567961,-0.851034193200095,-0.905527495645401,-0.493575980159417,0.254934540165367,-0.7594792840397,-1,-0.546766391008042,-0.761338765729235
"AL136528.1",-0.955964704107064,-1,-0.956206149899563,-0.964817296820388,-0.94143355730009,-0.929963319907874,-1,-0.942320458389218,-1,-1,-0.930270183664251,-0.948580842517235,-1,-1,-0.930898835312243
"AL136528.2",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"CCDC27",-1,-1,-0.977936907844083,-1,-1,-0.976274651656957,-0.972645467031141,-0.961291893737847,-1,-1,-1,-1,-1,-1,-1
"SMIM1",0.31480672651871,-0.479435823943392,-0.513879655128658,-0.930472200857581,-0.913018429076028,-0.820299158504461,-0.843150801793774,-0.732222205299042,-0.440532931471582,-0.271365450655467,-0.680843881934305,-0.898931423059954,0.925839765325903,-0.477727685148005,-0.80189732909144
