"gene_symbol","mean_logCPM_male","mean_logCPM_female","logFC_male_vs_female","mean_CPM","keep_for_test","pvalue","padj"
"HAMP",0.881234821324229,2.88531127490314,-2.00407645357891,4.61888939148258,TRUE,0.00765676785611669,0.926535802616288
"PLA2G7",1.37314316011911,3.24426045676193,-1.87111729664282,7.44884988488533,TRUE,0.0251328413896068,0.926535802616288
"KDM6A",3.42559656130287,4.21859235423664,-0.792995792933771,14.6265270359692,TRUE,0.032949293135839,0.926535802616288
"ACSL1",5.95725932764447,6.50508096528065,-0.547821637636178,75.9059079434541,TRUE,0.0346636869993612,0.926535802616288
"PRDX2",4.72947886983803,5.56989139520589,-0.840412525367864,38.4905536817001,TRUE,0.0429171322560458,0.926535802616288
"PRKAB2",2.44937713023251,2.96125299583861,-0.511875865606097,6.11722749833864,TRUE,0.0474333431812421,0.926535802616288
"PAOX",2.23670956692202,2.62602465002772,-0.389315083105704,4.92770484619502,TRUE,0.0510627524443417,0.926535802616288
"PPM1K",5.17781895346621,5.59363200521815,-0.415813051751944,41.7946189671998,TRUE,0.0554825678386631,0.926535802616288
"SLC27A1",3.49273081601145,4.01139170135458,-0.518660885343135,13.3704345251848,TRUE,0.0820389478018982,0.926535802616288
"SLC11A2",4.95027622137679,5.42076058108235,-0.470484359705558,36.9276711551095,TRUE,0.0837360310968975,0.926535802616288
"RRAGC",5.32857834709529,5.55327711913294,-0.224698772037649,42.8619105579603,TRUE,0.0853489097098834,0.926535802616288
"ACADS",4.81236370156685,4.60069934132692,0.211664360239929,26.3223261688368,TRUE,0.0882057778775144,0.926535802616288
"HFE",3.25563671017596,3.65178560767471,-0.396148897498747,10.6413633002698,TRUE,0.0888301931725036,0.926535802616288
"RRAGD",6.02461909681834,6.3327880675106,-0.308168970692265,72.3061620677983,TRUE,0.0893736877841436,0.926535802616288
"AMD1",6.34120953090817,6.59986834084444,-0.258658809936268,88.2703874502457,TRUE,0.0930449900356744,0.926535802616288
"KDM5C",3.57700192488599,4.11566917104228,-0.538667246156296,14.3927700792043,TRUE,0.0944516602330503,0.926535802616288
"PFKM",1.01154075151925,1.5080845119398,-0.496543760420555,1.9851864796913,TRUE,0.101090848040199,0.926535802616288
"HPGD",6.56472983963307,6.21795097488149,0.346778864751578,88.4616694781662,TRUE,0.101806247670192,0.926535802616288
"GCLM",3.50521129083168,3.86858652480499,-0.363375233973311,12.588757684934,TRUE,0.108332144731208,0.926535802616288
"SLC25A13",4.2001937525693,4.5003314827745,-0.300137730205201,19.9588438266077,TRUE,0.108621800074941,0.926535802616288
"HPGDS",5.1846410709874,4.56096362764463,0.623677443342769,33.214145701611,TRUE,0.117508439055523,0.926535802616288
"QPRT",3.83716743879849,3.67782484354015,0.159342595258339,13.2876442342191,TRUE,0.121276898976766,0.926535802616288
"ACAA2",6.37033153731782,6.23229624468271,0.138035292635108,79.6998450896589,TRUE,0.130426714228756,0.926535802616288
"LDHA",8.0381439183196,7.80144229408622,0.236701624233388,251.048071014274,TRUE,0.1318072020981,0.926535802616288
"GPT2",1.21108674455807,1.51147353908786,-0.300386794529788,2.11023086360056,TRUE,0.144676589572281,0.926535802616288
"KMO",5.54775285165691,5.98505568263611,-0.437302830979205,56.698709135873,TRUE,0.145639912798834,0.926535802616288
"PTGS1",1.99482151989852,2.61770092258525,-0.622879402686725,4.90767755178143,TRUE,0.148418324773393,0.926535802616288
"OAZ1",10.9273139459652,10.6887304341883,0.238583511776822,1878.93290356989,TRUE,0.149201259453216,0.926535802616288
"MAT2A",5.9138795776427,6.20689771891425,-0.293018141271553,67.0860903861862,TRUE,0.152364643463301,0.926535802616288
"MTHFR",3.84499537898427,4.11943128195611,-0.274435902971836,15.3482696089144,TRUE,0.15271352025495,0.926535802616288
"GSR",4.2321587460648,4.80076924111347,-0.568610495048665,24.2347494351791,TRUE,0.165961436165881,0.926535802616288
"ACACB",3.68970648007637,4.14785117403812,-0.458144693961752,15.5316476347569,TRUE,0.16962560365623,0.926535802616288
"RICTOR",4.54725240367482,4.89987188904446,-0.352619485369636,26.5877066334558,TRUE,0.176999835857651,0.926535802616288
"PGD",7.21930537578101,7.40742523929598,-0.188119863514967,159.368485785559,TRUE,0.184837289569935,0.926535802616288
"LAMP1",8.01902366169737,8.30588360517258,-0.286859943475211,290.983973348066,TRUE,0.185370758102631,0.926535802616288
"LSS",2.2735000595077,2.5200622695221,-0.246562210014395,4.80170060136755,TRUE,0.191163462600445,0.926535802616288
"PYGL",5.69041896580794,5.99931120277192,-0.308892236963977,58.39093440696,TRUE,0.19502842713875,0.926535802616288
"ATG12",5.43381032526816,5.54959819951481,-0.11578787424665,44.394501459004,TRUE,0.196582857183542,0.926535802616288
"IKBKE",2.74060195104425,3.02527040854179,-0.284668457497533,6.99497774394739,TRUE,0.205515599049494,0.926535802616288
"HIF1A",4.73750239224241,5.34420035566226,-0.606697963419847,36.9305037795783,TRUE,0.222657195897769,0.926535802616288
"CYBB",8.52555917017118,9.040187669138,-0.514628498966829,485.350705792693,TRUE,0.222686999113823,0.926535802616288
"SLC27A4",2.53675242003868,2.87100736274296,-0.334254942704277,6.20925361776878,TRUE,0.22487084702292,0.926535802616288
"ELOVL5",4.51685959799982,4.85012865516212,-0.333269057162304,26.0377786546651,TRUE,0.22641292683929,0.926535802616288
"FTH1",14.879030578624,14.5914898613653,0.287540717258716,29200.6669732536,TRUE,0.231966541789748,0.926535802616288
"OGDH",5.05739283824521,5.30191531226139,-0.244522474016181,36.234521056463,TRUE,0.238845961411695,0.926535802616288
"ME3",3.02198260065981,2.86244320951129,0.159539391148519,7.40324015756044,TRUE,0.239658481436138,0.926535802616288
"SLC16A1",2.64036099779853,2.96353217643365,-0.323171178635119,6.74745033751176,TRUE,0.240684277518042,0.926535802616288
"SLC38A1",0.67589266972824,1.64827361656572,-0.972380946837484,3.09970585512695,TRUE,0.248713913269772,0.926535802616288
"CS",5.61198862114635,5.91768715454932,-0.305698533402972,55.7948990787014,TRUE,0.250633059066093,0.926535802616288
"ATF4",6.17967623189957,6.42976405936286,-0.250087827463287,79.5413154307148,TRUE,0.251367274885684,0.926535802616288
"KDM6B",5.03200268566478,5.25339977713209,-0.22139709146731,35.3416339141463,TRUE,0.257420004007102,0.926535802616288
"VHL",4.17734494362228,4.44195853249612,-0.264613588873836,19.8361531453074,TRUE,0.260426821193518,0.926535802616288
"IREB2",5.40989134333698,5.61926266347066,-0.209371320133683,45.8988315449813,TRUE,0.260800164220217,0.926535802616288
"SLC2A6",4.41787810928534,4.03246900827978,0.385409101005565,20.4221716096014,TRUE,0.263086819585444,0.926535802616288
"SOAT1",6.16050570928601,6.52253089485084,-0.362025185564827,85.5056340652505,TRUE,0.263173051670565,0.926535802616288
"LAMTOR1",8.38032379190604,8.21764528398966,0.162678507916384,323.948107568397,TRUE,0.263484652802413,0.926535802616288
"LTC4S",0.388081106298746,1.15781821422258,-0.769737107923831,1.98127964955179,TRUE,0.266503530575196,0.926535802616288
"TFRC",9.34362614940968,9.65552992241917,-0.311903773009488,754.354807397591,TRUE,0.266560309498171,0.926535802616288
"CYCS",7.63326588133092,7.45265647458941,0.180609406741502,191.448688336688,TRUE,0.268019055441667,0.926535802616288
"NR1H2",5.73571002906832,5.55908354337746,0.176626485690853,51.0067012464034,TRUE,0.269109756576683,0.926535802616288
"MTHFD2",5.03453913301061,5.29785184932923,-0.263312716318624,36.0090927193812,TRUE,0.27841552759934,0.926535802616288
"FABP4",12.0039182511404,11.5096538385643,0.494264412576172,3969.3990606637,TRUE,0.285032468096821,0.926535802616288
"TSC2",4.04347997412313,4.25273756211965,-0.209257587996523,17.4111460944561,TRUE,0.286908846577222,0.926535802616288
"IDH1",6.00776442613964,6.30519137325055,-0.29742694711091,73.5037764717505,TRUE,0.292565092465115,0.926535802616288
"FUNDC1",3.97964537776651,4.09776766314358,-0.118122285377069,15.9226909424021,TRUE,0.294802167873712,0.926535802616288
"SLC25A10",0.593552455243583,0.979141807214789,-0.385589351971206,1.34753304973993,TRUE,0.302007564259517,0.926535802616288
"PPARGC1B",3.72444521000947,4.03088299491589,-0.30643778490642,14.8089435557573,TRUE,0.302669313656499,0.926535802616288
"ACSL3",5.4476236797945,5.73505720040028,-0.287433520605788,49.7228490762021,TRUE,0.303233776871678,0.926535802616288
"PFKFB4",2.5338530904794,2.87839393187393,-0.344540841394536,6.36554096386542,TRUE,0.305998877113161,0.926535802616288
"ATP5MC3",8.57880087646657,8.41606766522828,0.162733211238288,371.838499129131,TRUE,0.306481092325781,0.926535802616288
"SRM",5.416010366886,5.71852252488476,-0.302512157998757,48.902094836349,TRUE,0.307914407242958,0.926535802616288
"IDH3A",4.08486644270364,4.33799572934801,-0.253129286644364,18.4337565712443,TRUE,0.321344286211113,0.926535802616288
"NDUFS1",5.37088358857025,5.6192039621584,-0.248320373588146,46.1885955431052,TRUE,0.326547522000683,0.926535802616288
"ACLY",5.03332478979577,5.28773667992129,-0.254411890125515,36.343380828813,TRUE,0.330467601040387,0.926535802616288
"SDHA",4.97125880940725,5.10477973072902,-0.133520921321762,32.4697071017128,TRUE,0.330917275338108,0.926535802616288
"RPE",4.72679999534324,4.89686249829721,-0.170062502953972,27.980439303938,TRUE,0.333041884994847,0.926535802616288
"RPTOR",2.34033543006366,2.55831297680506,-0.217977546741402,5.07632669760731,TRUE,0.334082542519287,0.926535802616288
"CYP51A1",1.39817815191128,0.957943065773137,0.440235086138145,2.20964917108149,TRUE,0.33742172954635,0.926535802616288
"UQCRC1",6.17402698811894,6.31730134447892,-0.143274356359987,75.6411624544341,TRUE,0.33916849972236,0.926535802616288
"SLC25A4",0.232187435046194,0.446604376529315,-0.214416941483121,0.794569201914796,TRUE,0.339194843095442,0.926535802616288
"ME2",5.89135914351198,6.16187629230261,-0.270517148790632,67.2287783996948,TRUE,0.339726723556652,0.926535802616288
"ETFA",5.81422281340687,5.72055895560862,0.0936638577982558,54.6295262373361,TRUE,0.339870432042574,0.926535802616288
"BNIP3L",6.8399064981598,6.74131335473074,0.098593143429067,112.047344456795,TRUE,0.33999467926019,0.926535802616288
"DBT",3.74470267943531,3.98557145493552,-0.240868775500203,14.5570612719228,TRUE,0.344102621347172,0.926535802616288
"SLC25A6",8.41953289100056,8.2706849281494,0.148847962851166,337.821751534348,TRUE,0.344704436346612,0.926535802616288
"LDHB",7.86020447930232,8.07470359187246,-0.214499112570136,254.962423534036,TRUE,0.344713261687622,0.926535802616288
"PFKFB3",2.99644759708066,3.48269227649865,-0.486244679417995,10.6280245095212,TRUE,0.347061077998575,0.926535802616288
"LPL",8.57103606118397,8.84520810275522,-0.274172041571248,443.2045903063,TRUE,0.348103167259998,0.926535802616288
"RHEB",7.25598824619897,7.10923587228606,0.146752373912904,149.149625408647,TRUE,0.350384548879704,0.926535802616288
"RPIA",4.2770105677214,4.09943623656644,0.177574331154962,18.3272812975035,TRUE,0.353640688708342,0.926535802616288
"GAPDH",9.41212397732341,9.23454464625136,0.177579331072048,674.246307765547,TRUE,0.354762167192842,0.926535802616288
"PRDX1",9.54858157239124,9.72377625887327,-0.17519468648203,807.82297274825,TRUE,0.355455727625589,0.926535802616288
"AKT1",5.57368156702452,5.76289842384027,-0.189216856815747,51.3068584925672,TRUE,0.357062351145199,0.926535802616288
"BCAT1",3.71618305237395,4.06947781078664,-0.353294758412683,15.4146176778623,TRUE,0.357652846497497,0.926535802616288
"AZIN1",5.35751749423186,5.63966946510994,-0.282151970878082,46.852271729079,TRUE,0.360633754306091,0.926535802616288
"SLC25A20",3.87691580441824,4.01073524566763,-0.133819441249392,14.970662208232,TRUE,0.361907292798898,0.926535802616288
"CPT1A",4.40145520192729,4.77051690247405,-0.369061700546758,25.8312601951811,TRUE,0.365321437810052,0.926535802616288
"ACSL4",5.47829091795179,5.87544639852949,-0.397155480577698,57.1048822678324,TRUE,0.368908571060101,0.926535802616288
"TSC1",3.51404908622894,3.8155166969824,-0.301467610753463,13.0418054756216,TRUE,0.369685043489731,0.926535802616288
"APOE",10.7415245097392,11.2414549859755,-0.49993047623636,2400.67322634177,TRUE,0.370739160234261,0.926535802616288
"ULK1",2.54444993413156,2.92677031213524,-0.382320378003684,6.91303884112451,TRUE,0.372641052547679,0.926535802616288
"SLC27A3",6.28946936550317,6.14541923567249,0.144050129830686,76.2180580535343,TRUE,0.375401536213476,0.926535802616288
"PRKAG1",4.84189106998548,4.76425091790126,0.0776401520842205,27.6787745393017,TRUE,0.375416062862483,0.926535802616288
"GYS1",1.64731428252042,1.98341382396876,-0.336099541448336,3.28979444742312,TRUE,0.375815741333524,0.926535802616288
"NCF1",6.12669136698606,6.37531653175569,-0.248625164769632,79.5775882920185,TRUE,0.3763737040587,0.926535802616288
"RRAGB",3.43648223067903,3.70724938402674,-0.270767153347706,11.9466944487719,TRUE,0.379074646912781,0.926535802616288
"SUCLG2",5.85270350646103,5.70164345334855,0.151060053112481,56.1802584818378,TRUE,0.380711177064414,0.926535802616288
"MTR",4.97762480031769,5.30832908935159,-0.330704289033902,38.1853752033512,TRUE,0.388250358691924,0.926535802616288
