"gene_symbol","mean_logCPM_male","mean_logCPM_female","logFC_male_vs_female","mean_CPM","keep_for_test","pvalue","padj"
"ALOX15B",-0.274311010351659,1.5896307442814,-1.86394175463306,1.88894019402947,TRUE,0.033438480951176,0.926535802616288
"CD68",10.030691222159,9.81090082376537,0.219790398393613,994.238842965696,TRUE,0.0342682153276586,0.926535802616288
"CD274",4.1612867311818,4.80638880067367,-0.645102069491869,23.1407513005836,TRUE,0.0723822550847774,0.926535802616288
"RCAN1",2.94126822272347,3.18972838256826,-0.248460159844795,7.87784287893625,TRUE,0.0859514080059867,0.926535802616288
"HPGD",6.56472983963307,6.21795097488149,0.346778864751578,88.4616694781662,TRUE,0.101806247670192,0.926535802616288
"HPGDS",5.1846410709874,4.56096362764463,0.623677443342769,33.214145701611,TRUE,0.117508439055523,0.926535802616288
"IL10RB",3.7867892520662,4.23631231290245,-0.449523060836243,16.2417786248838,TRUE,0.119182797049859,0.926535802616288
"TGFBR1",4.87544300210978,5.42175563544441,-0.546312633334631,37.9879736572219,TRUE,0.174745121061622,0.926535802616288
"SIGLEC10",1.59679358224674,2.45473845935371,-0.85794487710697,5.01579595183615,TRUE,0.181890248638317,0.926535802616288
"KLF2",5.44145015484904,4.94691117812105,0.494538976727985,42.2134642282643,TRUE,0.188134896553101,0.926535802616288
"IL4R",4.66135794496578,5.0640870926074,-0.402729147641627,29.7034223653127,TRUE,0.188554050881606,0.926535802616288
"CD93",1.7001426929975,2.59292408012744,-0.892781387129947,5.50950975221155,TRUE,0.197579877290743,0.926535802616288
"BCL3",2.63465696500822,3.059642583956,-0.42498561894778,7.01617065181683,TRUE,0.200028610642106,0.926535802616288
"SOCS1",3.42424937367994,4.1164324644706,-0.692183090790659,15.24307301542,TRUE,0.219802028200439,0.926535802616288
"IRAK3",5.95040079015386,6.32928868270803,-0.378887892554172,73.799178198536,TRUE,0.223816171353108,0.926535802616288
"TNFAIP3",4.94393867868208,5.33749338038254,-0.393554701700468,36.7409486071446,TRUE,0.239332060237759,0.926535802616288
"HAVCR2",5.9430770524505,6.14933110392158,-0.206254051471077,66.1392727545805,TRUE,0.274591635547559,0.926535802616288
"STAB1",0.334452154741634,1.42758377336855,-1.09313161862692,4.04849880806127,TRUE,0.275288275666623,0.926535802616288
"FGL2",4.02249608215137,4.73515421550412,-0.71265813335275,25.8914603808883,TRUE,0.281498917279399,0.926535802616288
"MAF",5.12766846555291,5.43906931002886,-0.311400844475952,39.9716276305272,TRUE,0.298715063507953,0.926535802616288
"MARCO",10.9731479291829,10.793472263256,0.179675665926876,1953.45985440111,TRUE,0.322937472685226,0.926535802616288
"BNIP3L",6.8399064981598,6.74131335473074,0.098593143429067,112.047344456795,TRUE,0.33999467926019,0.926535802616288
"IL13RA1",6.58742171878012,6.88895115632323,-0.301529437543111,113.17028350938,TRUE,0.340130732521915,0.926535802616288
"CCL18",9.40189125778222,9.93416903029038,-0.532277772508154,996.588182751708,TRUE,0.35134200315294,0.926535802616288
"CD200R1",-0.416867551918958,0.0133253230110082,-0.430192874929966,0.479016010826754,TRUE,0.360079621586693,0.926535802616288
"TSC1",3.51404908622894,3.8155166969824,-0.301467610753463,13.0418054756216,TRUE,0.369685043489731,0.926535802616288
"ULK1",2.54444993413156,2.92677031213524,-0.382320378003684,6.91303884112451,TRUE,0.372641052547679,0.926535802616288
"RXRA",6.13471143499612,6.29228366857922,-0.157572233583094,74.8132195264171,TRUE,0.405264536208428,0.926535802616288
"LAMP2",7.89530177771565,7.99934823204826,-0.104046454332605,248.241437131391,TRUE,0.424978520932943,0.926535802616288
"CLEC7A",7.26402634222344,7.47387539582774,-0.209849053604301,170.076289426264,TRUE,0.426979489528456,0.926535802616288
"TNIP1",4.01140627545289,4.17292743344253,-0.161521157989636,16.8568431316073,TRUE,0.432631625859653,0.926535802616288
