"Celulas","Enriquecido_En","ID","Description","enrichmentScore","p.adjust","setSize","core_enrichment"
"Monocitos (MIM)","Femenino","GO:0044403","biological process involved in symbiotic interaction",0.346134982621929,0.000728271245927625,202,"CTSG/DEFA1/ELANE/AZU1/CAMP/LTF/CH25H/CXCL8/PGLYRP1/ICAM1/LDLR/GBP5/CAV1/CD55/TREM1/ITGA2/PLSCR1/NECTIN1/CR1/ARG1/DPP4/TPCN1/SLAMF1/ANPEP/EPHA2/CDK1/CFHR2/AVP/NECTIN2/TRIM25/CR2/CLEC4M/GRK2/CXADR/ITGB6/KIAA0319L/TNFRSF4/TNFRSF14/MYD88/F11R/NPC1/SMPD1/CD86/TMPRSS4/CBL/GAPDH/SLC52A2/SELPLG/ITGB7/CDHR3/HLA-DRB1/APOL1/MYH9/LGALS1/HMGB1/CAV2/CD74/TPCN2/EFNB2/ITGA5/LAMP1/NCAM1/PPIA/CD80/ITGB1/POMC/CD4/CD46/CLEC5A/CD209/CXCR4"
"Monocitos (MIM)","Masculino","GO:0090148","membrane fission",-0.529235375271708,0.00073173022777231,44,"HGS/EXOC2/UBAP1/CORO1C/DNM1L/STAM2/EXOC6B/STAM/VPS4A/CHMP4C/TMCC1/SH3GLB1/EXOC5/VPS4B/EXOC8/TSG101/CHMP6/VPS25/CHMP3/SNF8/CHMP5/VPS36/CHMP4B/CHMP2A/CHMP4A/CHMP2B/VPS37A"
"Monocitos (MIM)","Femenino","GO:0070555","response to interleukin-1",0.412515257075674,0.00073173022777231,109,"IL1B/CAMP/LCN2/IL6/EGR1/CXCL8/NFKBIA/NLRP3/IL1RN/ZC3H12A/CHI3L1/EDN1/APP/CCL3/HIF1A/ADAMTS7/HYAL3/PRKCA/CD38/IRAK3/ANKRD1/SIGIRR/CCL5/HDAC4/CASP1/HYAL1/MYD88/RBMX/SMPD1/MAPK11/IRAK2/MTHFR"
"Monocitos (MIM)","Femenino","GO:0038094","Fc-gamma receptor signaling pathway",0.565854457039667,0.000733802782817326,37,"LCK/CLEC4D/CD247/FCGR2C/FCER2/FYN/FCGR3B/CLEC4E/FCGR2A/FCGR1A/FGR/IFNG/SYK/VAV1/MYO1G/ABL1/FCGR1BP/FCER1G/VAV2/HCK/FCGR3A/FCGR2B/APPL1/CD33/PRKCD"
"Monocitos (MIM)","Femenino","GO:0002360","T cell lineage commitment",0.568587058473255,0.000736252127777182,39,"SOCS3/IL6/TBX21/SLAMF6/CD69/LY9/BATF/JAK3/IL12RB1/SPN/CYLD/JAK1/IL6R/STAT3/ZFPM1/LGALS1/STAT6/TOX/IL6ST/IRF4/PRKDC/LOXL3/IL23R/MTOR"
"Monocitos (MIM)","Femenino","GO:0002040","sprouting angiogenesis",0.400833515755319,0.000744206118966505,127,"THBS1/MMRN1/CDH13/PPP1R16B/LEF1/CEACAM1/PTGS2/EGR3/CLEC14A/E2F7/VEGFA/RAMP2/TBXA2R/RHOJ/ADAMTS9/EPHA2/ROBO1/TEK/KLF4/NRARP/LOXL2/E2F8/IL10/TSPAN18/JAK1/MIA3/NR4A1/PTK2B/ANGPT1/ABL1/JMJD6/CARD10/RNF213/DLL4/MMRN2/NOTCH1/CEMIP2/S100A1/HMGB1/KDR/ADTRP/RTN4/ALOX5/EFNB2/ITGA5/VEGFC/RSPO3/ITGB1/ESM1/KLF2/SEMA5A/PIK3R3/DLL1"
"Monocitos (MIM)","Femenino","GO:0072539","T-helper 17 cell differentiation",0.568540531467849,0.000744244847175712,39,"SOCS3/IL6/NFKBIZ/TBX21/ZC3H12A/SLAMF6/CD69/LY9/BATF/JAK3/IL12RB1/JUNB/JAK1/IL6R/STAT3/LGALS1/IL6ST/NFKBID/IRF4/LOXL3/ZBTB7B/RC3H1/IL23R"
"Monocitos (MIM)","Femenino","GO:2000107","negative regulation of leukocyte apoptotic process",0.502836005275756,0.00077332749603708,54,"IL7R/CCL21/IDO1/BCL11B/CXCL12/PRKCQ/KITLG/HIF1A/IRS2/JAK3/AURKB/CCL5/FOXP1/BCL3/CCR7/ITPKB/TSC22D3/HCLS1/SLC46A2/DOCK8/PTCRA/FCER1G/CD74/IRF7/LILRB1/BCL10/SLC39A10/AXL/GPAM/KIFAP3/GAS6/NOD2/CD27/HSH2D/BCL6"
"Monocitos (MIM)","Femenino","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules",0.399711961769937,0.000779523831966015,103,"CEACAM6/CDH13/CEACAM1/SDK2/EMB/CNTN4/ROBO4/NECTIN1/FAT4/CDH2/NECTIN2/CELSR1/MYPN/PCDH17/ROBO1/PCDHGB7/TRO/CNTN2/CADM4/PTK7/CDH26/PCDHB9/PCDHGB2/RET/CDH24/PKD1/FAT2/PCDHGA6/FAT1/CDHR3/PCDHA10/MPZL2/CDHR1/PECAM1/CLSTN1/ITGB1/ROBO3/PCDHGA8/CDHR5/TENM3"
"Monocitos (MIM)","Femenino","GO:0050857","positive regulation of antigen receptor-mediated signaling pathway",0.608679407691704,0.000795687264235086,28,"LCK/TESPA1/STAP1/NECTIN2/CARD11/PTPRC/FOXP1/CCR7/CYLD/NFAM1/TRAT1/RAB29"
"Monocitos (MIM)","Femenino","GO:0002313","mature B cell differentiation involved in immune response",0.589761802616291,0.000798623989582588,30,"IL6/NFKBIZ/ITM2A/GPR183/CR1/BCL3/IL10/PTK2B/NOTCH2/DOCK11/IRF8/PLCG2/MFNG/LGALS1/POU2AF1/DLL1/PHF14/SPI1/FCGR2B/CDH17"
"Monocitos (MIM)","Femenino","GO:0001666","response to hypoxia",0.323177705330698,0.000798623989582588,270,"THBS1/LCN2/CD24/EGR1/MYOCD/MYB/PENK/CXCL12/MT-CYB/PTGS2/BMP2/SOD2/NR4A2/CAV1/PDLIM1/FOSL2/FZD4/PMAIP1/MT-ND2/ITGA2/EDN1/VEGFA/KCNJ11/CHRNA7/VCAM1/HIF1A/HSPG2/DPP4/MPL/ITPR1/DDIT4/MT-ND1/AGTRAP/CD38/MAP2K1/MT-ND4/APAF1/MT-ND5/MT-CO2/ANKRD1/HK2/HIPK2/SLC8A3/MYC/CPT1A/ITPR2/CLDN3/ADAM8/PLOD2/LOXL2/SCAP/ANG/CCNA2/ADAM15/DDAH1/LIMD1/TNF/OPRD1/CAPN2/AGER/MT-CO1/STAT3/CYBB"
"Monocitos (MIM)","Masculino","GO:0007006","mitochondrial membrane organization",-0.397165694683474,0.000802569486201238,115,"TIMM50/MTX3/CHCHD6/APOOL/MUL1/SLC25A5/BAX/TIMM29/VDAC2/TOMM20/GCLC/GSK3A/AFG3L2/MTX2/MICOS13/MAIP1/APOO/GHITM/TIMM13/CALM3/DNAJC11/TOMM22/ALKBH7/TOMM40/MTX1/ATP5IF1/TMEM11/MICOS10/NAIF1/MTCH2/TIMM10B/NDUFA13/CHCHD3/BAD/ROMO1/TOMM5/UQCC3/NOL3/TIMM22/TIMM10/TIMM8B/BNIP3/ZNF205/TMEM126A/BCL2L1/SLC25A4/BNIP3L/CHCHD10/BOK"
"Monocitos (MIM)","Masculino","GO:0006120","mitochondrial electron transport, NADH to ubiquinone",-0.509172636535107,0.000828141630678781,50,"PINK1/NDUFS7/NDUFV3/NDUFC1/NDUFS3/NDUFB3/NDUFA3/NDUFV2/NDUFA7/NDUFA8/NDUFS5/NDUFB4/NDUFA2/NDUFB8/NDUFS4/PARK7/NDUFA1/NDUFB9/NDUFS8/NDUFB5/NDUFS6/NDUFA9/NDUFB7/NDUFB1/ISCU/NDUFB2/NDUFA11/NDUFAB1/NDUFA5/NDUFB10/NDUFA6/DNAJC15/COQ9/NDUFB6/NDUFC2"
"Monocitos (MIM)","Femenino","GO:1904407","positive regulation of nitric oxide metabolic process",0.552964777978077,0.000841004536365581,41,"PTX3/IL1B/CLU/PTGS2/SOD2/EDN1/KLRC4-KLRK1/APP/HIF1A/KLRK1/KLF4/IFNG/DDAH1/TNF/TLR5/TLR4/ITGB2/SMAD3/ASL/CD36/STAT1/KLF2"
"Monocitos (MIM)","Femenino","GO:0032717","negative regulation of interleukin-8 production",0.698473014643617,0.000851330676711283,17,"ELANE/BPI/PTPN22/BCL3/KLF4/IL10/IL6R/ARRB1"
"Monocitos (MIM)","Femenino","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II",0.603671470200824,0.000874050241646013,29,"HLA-DQB1/HLA-DQA1/CTSS/HLA-DPA1/HLA-DRA/B2M/FCER1G/HLA-DRB1/HLA-DPB1/CD74/HLA-DMB/CTSV/HLA-DOB/HLA-DMA/CTSD/UNC93B1/HLA-DOA/FCGR2B/HLA-DRB5/PIKFYVE"
"Monocitos (MIM)","Femenino","GO:0030574","collagen catabolic process",0.562027942947539,0.000876187387890062,37,"PRTN3/MMP8/MMP1/MMP12/MMP9/MMP10/ADAMTS14/RETREG1/MMP7/CTSS/CTSK/ADAM15/MMP25/MMP17/VSIR"
"Monocitos (MIM)","Femenino","GO:0036293","response to decreased oxygen levels",0.317703872530805,0.000895995022212043,283,"THBS1/LCN2/CD24/EGR1/MYOCD/MYB/PENK/CXCL12/MT-CYB/PTGS2/BMP2/SOD2/NR4A2/CAV1/PDLIM1/FOSL2/FZD4/PMAIP1/MT-ND2/ITGA2/EDN1/VEGFA/KCNJ11/CHRNA7/VCAM1/HIF1A/HSPG2/DPP4/MPL/ITPR1/DDIT4/MT-ND1/AGTRAP/CD38/MAP2K1/MT-ND4/APAF1/MT-ND5/MT-CO2/ANKRD1/SLC1A1/HK2/HIPK2/SLC8A3/MYC/CPT1A/ITPR2/CLDN3/ADAM8/PLOD2/LOXL2/SCAP/ANG/CCNA2/ADAM15/DDAH1/LIMD1/TNF/OPRD1/CAPN2/AGER/MT-CO1/ZEB2/STAT3/CYBB"
"Monocitos (MIM)","Masculino","GO:0051205","protein insertion into membrane",-0.458691241425395,0.000908041968632029,67,"TOMM70/MTCH1/MMGT1/GET4/EMC7/GRIN3B/EMC3/EMC4/BAX/TIMM29/TOMM20/WNK1/TRAM2/MTX2/MAIP1/EMC8/TIMM13/GET3/TOMM22/TOMM40/MTX1/EMC6/MTCH2/EMC2/TIMM10B/NDUFA13/ROMO1/TOMM5/EMC9/TIMM22/TIMM10/WDR83OS/TIMM8B/TMEM126A/MAL"
"Monocitos (MIM)","Femenino","GO:0044057","regulation of system process",0.288562246262847,0.000922463672776768,423,"MYOCD/PDE4D/PDE4B/F2R/NPR3/ADRA2B/ITGA9/MYL9/RETN/GPR171/ZC3H12A/SHANK3/ADRB1/CAV1/NETO1/CST7/ITGA2/EDN1/NLGN2/KIT/HBEGF/APP/FGF12/TBXA2R/CHRNA7/ADRB2/NR4A3/ATP2A3/ATP1A3/LRRK2/CCL3/EGR2/IGFBP5/PRKCA/TMEM38A/CD38/MAP2K1/ECE1/TNFRSF21/GAA/ATP2B4/AVP/TSPO/KCND3/GNAO1/SLC1A1/THRA/HRH2/ISL1/KCNQ1/ITGA4/SLC8A3/CLDN15/ADD3/TMEM65/AKAP6/ACP3/FOXP1/G6PD/KLF4/PARP1/SELENON/GRK2/CXADR/DLG4/FOXO1/CELF2/ARRB2/HDAC4/APLN/SPX/ARRB1/ACACB/TNNT2/BIN1/FGF13/SSH1/TNF/GCH1/PROK2/AGER/PTK2B/CDK18/JPH4/PIK3CG/CRHBP/EDN2/GJA1/CNN1/TNFRSF1B/ABL1/DOCK4/AKAP9/HIP1R/ABCC8/TBXAS1/SCN4B/CAMK2D/FIG4/CHRNB4/FLNA/IGF1/TMEM25/KCNH2/ATP2B1/NOTCH1/TSHZ3/S100A1/ACE/CYBA/KCNE3/CCN3/GUCY1A1/PARP2/NLGN3/SMAD3/HCN3/RNLS/IL6ST/ATP2A2/GSTO1/UCN/ITGB1/SCN3B/SPHK1/ROCK1/HRH1/POMC/TMEM98/P2RX1/CTSC/PTGER3/CACNB2/TPPP/PBX3/EIF2AK3/JAM2/NEGR1/STK39/FXYD1/TYMP/BMP6/RGS2/GRIN2A/ABCC9/NKX3-1/PPP3CA/MYL5/PPARA/KCNIP2/ABCB1/GRIN2D/ASPH/MEF2A/CORIN/RGS4/NPR1/PDE9A/PRKD1/NMU/GAS6/ITGAX/ADORA2B"
"Monocitos (MIM)","Femenino","GO:1903530","regulation of secretion by cell",0.281113914124512,0.000930630699219446,471,"IL1B/CAMP/IL6/DOC2B/MYB/SEPTIN5/F2R/ADRA2B/RETN/CEACAM1/CD177/CXCL12/FFAR3/BMP2/HCAR2/RPH3A/FES/WLS/TSPOAP1/EDN1/NLGN2/SNCG/KCNJ11/LRRK2/IL4R/HIF1A/FFAR1/IRS2/MIDN/SYN1/RASL10B/RAB37/ITPR1/ITGAM/HYAL3/PRKCA/OSM/CD38/SCAMP5/ATP9A/PAX8/SMCR8/BMP8A/AVP/GIPR/GPR27/FFAR2/TSPO/GNAO1/ANKRD1/ISL1/IRS1/CPT1A/MCTP2/GNAZ/SMPD3/PRAM1/CCL5/RAC2/TM7SF3/ADAM8/CADPS/IL1A/HLA-F/FGR/LRP5/GRK2/STXBP6/KCNB1/RAB27A/FOXO1/PFKFB2/SOX4/ADORA2A/IFNG/APLN/ANG/ADGRE2/PRKCB/SEPTIN1/TNF/SLC12A2/BMAL1/PASK/MCTP1/CACNB4/CD300A/SYK/CRHBP/BLK/TCIRG1/ATP13A2/KLF7/C2CD2L/RAB3C/SAA1/GJA1/TNFRSF1B/CAPN10/ERP29/SLC8B1/STXBP5/ABCC8/TLR4/RAB11FIP3/GABBR1/DOC2A/SYT11/CHRNB4/NCKAP1L/OTOF/IGF1/DRD4/P3H1/WDR41/NOTCH1/RHBDF2/LIF/FCER1G/TLR2/TTN/SYTL4/ADAM9/HLA-DRB1/CD160/PCLO/CCN3/HMGCR/FER1L5/ITGB2/MEF2C/OXCT1/MICAL1/ADTRP/TPCN2"
"Monocitos (MIM)","Femenino","GO:0070372","regulation of ERK1 and ERK2 cascade",0.326709420678396,0.00093328043930667,240,"IL1B/CCN2/CCL21/F2R/CEACAM1/PDGFD/ICAM1/CCN1/BMP2/NRG1/PTPN22/CHI3L1/GPR183/VEGFA/APP/CHRNA7/CCL3/NAMPT/PRKCA/FPR2/SLAMF1/IAPP/MAP2K1/EPHA2/PKHD1/PTPRC/TEK/PDGFRB/CCR7/TBC1D10C/KLF4/IL1A/CD44/ARRB2/DUSP6/ADORA2A/GPR55/ARRB1/GLIPR2/NLRP12/FGFR3/PRXL2C/NOX4/TNF/AGER/PTK2B/RGS14/ACTA2/CARD9/ANGPT1/SYK/NOTCH2/CCR1/ABL1/C5AR1/NOD1/TLR4/MARCO/GBP1/EMILIN1/IGF1/NOTCH1/LIF/SPRY1/PYCARD/HLA-DRB1/JUN/HMGCR/HMGB1/DSTYK/KDR/FGFR2/DUSP1/CD74/NEK10/CD36/DDR2/PDGFC/CX3CL1/FAM83D/TRAF7/SCIMP/SIRPA/ADCYAP1/ABCA7/CD4"
"Monocitos (MIM)","Femenino","GO:1903522","regulation of blood circulation",0.351446879626626,0.00094507395175869,194,"PDE4D/PDE4B/F2R/ADRA2B/ITGA9/ZC3H12A/ADRB1/CAV1/EDN1/HBEGF/APP/TBXA2R/ATP2A3/ATP1A3/TMEM38A/CD38/MAP2K1/ECE1/GAA/ATP2B4/AVP/KCND3/GNAO1/SLC1A1/THRA/HRH2/ISL1/KCNQ1/ITGA4/SLC8A3/ADD3/TMEM65/GRK2/CXADR/CELF2/APLN/SPX/TNNT2/BIN1/FGF13/TNF/GCH1/AGER/JPH4/PIK3CG/EDN2/GJA1/ABL1/DOCK4/AKAP9/TBXAS1/SCN4B/CAMK2D/FLNA/KCNH2/ATP2B1/S100A1/ACE/KCNE3/HCN3/RNLS/ATP2A2/GSTO1/UCN/ITGB1/SCN3B/HRH1/P2RX1"
"Monocitos (MIM)","Femenino","GO:0006869","lipid transport",0.292918385672392,0.00094507395175869,357,"THBS1/IL1B/ABCA13/MYB/SLC51A/NFKBIA/SLC27A2/RETN/CEACAM1/LDLR/CLU/PTGS2/CAV1/FZD4/EDN1/ATP8B4/ATP8A1/BLTP1/PLSCR1/ABCB4/PDZD8/LIPG/PLA2G2D/IRS2/ATP11A/ATP9A/PITPNC1/ABCA2/CIDEB/PLEKHA8P1/TSPO/ANO6/ABCC1/KCNQ1/VPS13A/ACSL1/RBP7/CPT1A/PLSCR2/ATP8B2/ABCA3/XKR8/OSBPL7/OSBPL5/ATP11B/XKR6/SREBF2/VPS13C/SPX/XKR9/EPRS1/ABCC10/ACSL5/PITPNM1/SPG11/XKR4/SPNS1/ANO7/SPNS3/ATP11C/EEPD1/ABCC2/NPC1/SYK/SMPD1/PRELID2/ZDHHC8/VPS13B/SOAT1/ABCA1/C2CD2L/APOBR/PLTP/APOD/APOL6/PTCH1/ACSL3/SLC27A3/NME4/PLA2G2C/SPNS2/LRP1/SLC27A1/SLCO3A1/SLC25A10/ABCA6/DRD4/OSBPL1A/PSAP/SLC13A3/FASLG/SLC66A2/ACE/LRAT/APOL1/APOL3"
"Monocitos (MIM)","Femenino","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I",0.579768633724945,0.000965437427116299,34,"ERAP2/ERAP1/FCGR1A/MPEG1/HLA-F/HLA-E/HLA-G/ULBP3/TAPBP/HLA-B/TAP1/HLA-H/ULBP2/TAP2/B2M/FCER1G/ACE/HLA-A/MR1"
"Monocitos (MIM)","Femenino","GO:0045165","cell fate commitment",0.338123002967648,0.000969466354446856,205,"SOCS3/IL6/ETS2/BCL11B/TBX21/BMP2/PRDM1/SLAMF6/HOXD10/CD69/PDPN/GDF7/EDN1/EOMES/CDON/LY9/BATF/MCL1/JAK3/TEAD4/IL12RB1/EXT1/JAG1/WNT5B/ISL1/SPN/ZNF521/SOX5/KLF4/CYLD/SLAMF8/JAK1/IL6R/POU5F1/FGF13/DKK1/TNXB/EBF2/HNF1B/STAT3/APC/ELF5/NOTCH2/SOX17/PTCH1/ZFPM1/WNT3/SMO/DLL4/ID2/NOTCH1/POU4F1/NANOG/LGALS1/KDR/MEF2C/FGFR2/STAT6/TOX/IL6ST/LATS2/NFIB/RARA/TBX19/ARHGEF2/TBX6/SFRP1/WNT9B/ITGB1/IRF4/NOTCH4/JAG2"
"Monocitos (MIM)","Femenino","GO:0006029","proteoglycan metabolic process",0.420430904049137,0.000974029848698985,99,"SULF1/BMP2/B3GAT1/ADAMTS7/XYLT1/CHSY3/SULF2/CYTL1/CHST13/EXT1/HS3ST3A1/CHPF2/SLC35B2/GALNT3/EXTL3/HGSNAT/VANGL2/HPSE/NDST1/HYAL1/CHST11/SLC35D1/CSGALNACT2/NDST2/ANGPT1/ST3GAL2/SGSH/TM9SF2/XYLT2/NAGLU/GLB1/IGF1/BTK/GLCE/GNS/CHST14/CHST15/GUSB/SLC2A10/B3GNT2/CHST2/DSE/HS6ST2/ADAMTS4/CHST7/HS3ST2/COL2A1/CHST10/B3GNT7/B3GALT6/HEXB/HS3ST1/CHST12/IDUA/B4GAT1"
"Monocitos (MIM)","Femenino","GO:0070664","negative regulation of leukocyte proliferation",0.421127073946667,0.000974029848698985,93,"TNFAIP3/IDO1/IL2RA/CR1/ARG1/PLA2G2D/MNDA/LGALS9B/TNFRSF21/SPN/LILRB2/CD37/IL10/HLA-E/RASSF5/HLA-G/CTLA4/FOXJ1/PKN1/IL33/VTCN1/TNFRSF14/LAPTM5/CD300A/CD86/TMEM131L/VSIR/BTLA/SCRIB/PRNP/ATM/TYROBP/BTK/TSPAN32/CRTAM/HLA-DRB1/CDKN2A/INPP5D/CD80/MAD1L1/GPNMB/LST1/ZBTB7B/RC3H1/FCGR2B/LILRB1"
"Monocitos (MIM)","Femenino","GO:0002438","acute inflammatory response to antigenic stimulus",0.598709441889665,0.00102651157588152,29,"ELANE/CD6/FCGR2C/FCGR3B/IL31RA/PLA2G2D/FCGR2A/EXT1/FCGR1A/SPN/CCR7/HLA-E/FUT7/FCGR1BP/FCER1G/BTK"
"Monocitos (MIM)","Femenino","GO:0045744","negative regulation of G protein-coupled receptor signaling pathway",0.496888108140331,0.00104472810518253,57,"PDE4D/CXCL8/PDE4B/APP/ADRB2/PLEK/ATP2B4/GIPR/ROBO1/CCL5/PALM/GRK2/PDE3B/ARRB2/APLN/ARRB1/RGS14/PADI2"
"Monocitos (MIM)","Femenino","GO:0002711","positive regulation of T cell mediated immunity",0.469799897440455,0.00104472810518253,68,"IL1B/IL6/CD7/NLRP3/TBX21/CD55/ARID5A/SLAMF1/IL12RB1/NECTIN2/PTPRC/HLA-F/CD1D/HLA-E/IFNG/HLA-G/ULBP3/HLA-B/HLA-H/SECTM1/ULBP2/CYRIB/TAP2/HLA-DRA/B2M/SASH3/HLA-DRB1/HLA-A"
"Monocitos (MIM)","Femenino","GO:0098659","inorganic cation import across plasma membrane",0.427271085166573,0.00104472810518253,91,"LCN2/FYN/KCNJ11/ATP1A3/CACNA1I/P2RX5/AKAP5/SLC24A4/ATP2B4/KCNQ1/SLC8A3/SLC9A9/SCNN1A/SLC12A6/IFNG/KCNJ15/SLC9A7/SLC12A2/SLC12A7/TRPM2/ABCC8/SLC12A3/MS4A1/SLC39A11/CACNA1F/PRNP/KCNH2/SLC39A4/HCN3/SCNN1D/TRPV2/P2RX1/KCNJ16/SLC9A5/STK39/ABCC9/PPP3CA/NALF1/SLC39A10/SLC39A14/SLC9A6/CACNA1A/KCNJ10"
"Monocitos (MIM)","Femenino","GO:0099587","inorganic ion import across plasma membrane",0.427271085166573,0.00104472810518253,91,"LCN2/FYN/KCNJ11/ATP1A3/CACNA1I/P2RX5/AKAP5/SLC24A4/ATP2B4/KCNQ1/SLC8A3/SLC9A9/SCNN1A/SLC12A6/IFNG/KCNJ15/SLC9A7/SLC12A2/SLC12A7/TRPM2/ABCC8/SLC12A3/MS4A1/SLC39A11/CACNA1F/PRNP/KCNH2/SLC39A4/HCN3/SCNN1D/TRPV2/P2RX1/KCNJ16/SLC9A5/STK39/ABCC9/PPP3CA/NALF1/SLC39A10/SLC39A14/SLC9A6/CACNA1A/KCNJ10"
"Monocitos (MIM)","Femenino","GO:0043030","regulation of macrophage activation",0.504534173178462,0.00107032756376972,51,"THBS1/BPI/IL6/MMP8/LDLR/ZC3H12A/CST7/LRRK2/IL4R/CCL3/IL31RA/STAP1/PTPRC/IL10/IL33/TLR4/GRN/SYT11/CD74/PLA2G4A/IL1RL1/CX3CL1/SPHK1/CTSC"
"Monocitos (MIM)","Femenino","GO:0051282","regulation of sequestering of calcium ion",0.406145002669983,0.00107985846232536,109,"CCL21/PDE4D/LCK/F2R/GP1BB/PLCL1/CCL3/ITPR1/TMEM38A/CAPN3/CXCL9/PLCG1/PLCH2/CD19/CXCR3/GP9/PTPRC/GP1BA/AKAP6/ITPR2/CCR7/SELENON/CORO1A/RYR3/ITPR3/PTK2B/JPH4/PLCB2/TRPM2/ABL1/SLC8B1/PLCG2/IBTK/ERO1A/CAMK2D/FLNA/HTT/LIME1/FASLG/CYBA/UBASH3B/TPCN2/F2RL3/CXCL11/GSTO1/CX3CL1/LETM1/PLCE1/DIAPH1"
"Monocitos (MIM)","Femenino","GO:0050672","negative regulation of lymphocyte proliferation",0.430986858832876,0.00108204385764502,85,"IDO1/IL2RA/CR1/ARG1/PLA2G2D/MNDA/LGALS9B/TNFRSF21/SPN/LILRB2/CD37/IL10/HLA-E/RASSF5/HLA-G/CTLA4/FOXJ1/PKN1/VTCN1/TNFRSF14/LAPTM5/CD300A/CD86/TMEM131L/VSIR/BTLA/SCRIB/PRNP/ATM/TYROBP/BTK/TSPAN32/CRTAM/HLA-DRB1/CDKN2A/INPP5D/CD80/MAD1L1/GPNMB/LST1/ZBTB7B/RC3H1/FCGR2B/LILRB1"
"Monocitos (MIM)","Femenino","GO:0051208","sequestering of calcium ion",0.405394144696234,0.00108204385764502,113,"CCL21/PDE4D/LCK/F2R/GP1BB/PLCL1/CCL3/ITPR1/TMEM38A/CAPN3/CXCL9/PLCG1/PLCH2/CD19/CXCR3/GP9/PTPRC/GP1BA/AKAP6/ITPR2/CCR7/SELENON/CORO1A/RYR3/ITPR3/PTK2B/JPH4/PLCB2/TRPM2/ABL1/ATP7B/SLC8B1/PLCG2/IBTK/ERO1A/CAMK2D/FLNA/HTT/LIME1/FASLG/CYBA/UBASH3B/TPCN2/F2RL3/CXCL11/GSTO1/CX3CL1/LETM1/PLCE1/DIAPH1"
"Monocitos (MIM)","Femenino","GO:0005975","carbohydrate metabolic process",0.278630076909522,0.00108204385764502,488,"CHIT1/TKTL1/SLC2A3/RBKS/TFF3/B3GLCT/SLC2A5/B3GAT1/PFKFB3/ST8SIA6/MGAM/CHI3L1/PMAIP1/PGD/APP/GK/IGFBP3/NEU4/B4GALNT2/GYS1/KCNJ11/IER3/PLEK/AMY2B/HIF1A/IRS2/MIDN/FUT3/FUT4/DDIT4/FOXK1/HYAL3/H6PD/LDHA/GAA/CHST13/CD244/EXT1/HK2/KCNQ1/GK5/IRS1/B3GALNT1/GBA3/CPT1A/CHI3L2/GLB1L2/SMPD3/G6PD/MANBA/MAN2A2/PARP1/SELENON/LRP5/PYGL/UCHL1/GALNT3/FOXO1/HK3/PFKFB2/B4GALT5/GANAB/GYG1/AGL/HDAC4/IFNG/B4GALT6/NDST1/LEPR/PFKP/DGKQ/ACACB/ENO2/HYAL1/EDEM3/PRXL2C/ALDH2/CHST11/DGAT2/CTBS/MAN2A1/EDEM1/TNF/GLB1L/HKDC1/SLC4A4/PASK/FUT7/GCNT3/NPC1/ST3GAL2/STAT3/SPATA20/PGGHG/MAN1B1/HAS1/MAN2B1/APOD/MAN2B2/GLB1/GAPDH/ADPGK/ZFP92/SORD/SLC25A10/ERO1A/PPARGC1A/IGF1/HAS3/PHKA1/LCTL/EPM2AIP1/POFUT2/SLC35A1/ZBTB20/TKFC/CHST14/EDEM2/GNPTAB/CHST15/NAGA/CBFA2T3/RPTOR/RENBP/ST6GALNAC3/HMGB1/UXS1/GUSB/OMA1/GANC/GALNT7/IL6ST/GNMT/PGM2L1/MAPK14/GPI/GSTO1/NAGPA/OAS1/SLC45A3/COQ2/PLA2G4A/ST6GAL2/CHST2/PHKA2/POFUT1/INPPL1/DHTKD1/COL6A1/MAN1A1/SLC35B4"
"Monocitos (MIM)","Femenino","GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production",0.478845843769759,0.00109140348744825,61,"THBS1/BPI/TNFAIP3/LTF/ZC3H12A/PTPN22/ORM1/CHRNA7/NLRC3/SLAMF1/IRAK3/TSPO/BCL3/IL10/ARRB2/GPR18/IL27RA/ELF4/VSIR/TLR4/SYT11/IGF1"
