"Celulas","Enriquecido_En","ID","Description","enrichmentScore","p.adjust","setSize","core_enrichment"
"Monocitos (MIM)","Femenino","GO:0007264","small GTPase-mediated signal transduction",0.257732945680658,0.00842263005880206,476,"CDH13/F2R/RHOH/COL3A1/FOXM1/COL1A2/RGL4/ADGRG1/PLEKHG4B/KITLG/LAT/PDPN/RAB38/RAB33A/RAB30/LRRK2/PKP4/RHOJ/PREX2/IQSEC3/CDON/GRAP2/PLD1/MAP2K1/AKAP13/MICALL2/GNA12/ARHGAP33/MAPRE2/ARHGAP19/CELSR1/RAP1GAP2/ARHGAP35/RASIP1/RAPGEF5/ARHGAP44/KSR1/CCDC125/ROBO1/RASAL1/RTKN/RHOF/TEK/SYNPO2L/CCR7/ARHGAP15/RAC2/RASGRP4/SIPA1L3/GPR4/ITPKB/CADM4/CCDC88C/ARHGEF19/DOCK6/SRGAP1/CDC42SE2/TAGAP/SEMA4D/ARHGAP9/ARHGEF40/CSF1/VANGL2/RALGPS2/KIF14/GPR55/CCNA2/ARRB1/PSD3/WAS/PREX1/P2RY8/RACGAP1/SIPA1/ARHGEF18/TNK2/RB1/SCAI/PSD4/NISCH/ARHGAP30/ARHGAP11A/RGS19/DOCK2/CTNNAL1/ARHGEF1/F11R/PIK3CG/RASGRP2/RASAL3/ARHGAP4/RASSF1/VAV1/RASGRF2/SYNGAP1/NOTCH2/ABCA1/DOK3/ABL1/CDC42EP3/DOCK4/ARHGAP22/CBL/DOCK11/CYRIB/SRGAP3/DENND4B/DOK1/RASA4/ARHGEF16/GMIP/WASF2/IGF1/CDC42EP5/ARHGAP6/DOCK8/NOTCH1/MADD/SPRY1/NTN1/DENND3/SSX2IP/MYO9B/TSC2/FGD5/SRGAP2/ARAP1/FGD3/CDKN2A/ARHGAP10/ARHGDIB/MCF2/ARHGAP45/SIPA1L2/PECAM1/VAV2/SIPA1L1/RTN4"
"Monocitos (MIM)","Femenino","GO:0060759","regulation of response to cytokine stimulus",0.317810449932188,0.00842600932775156,175,"TNFAIP3/IL6/CD24/MMP8/CCDC3/GFI1/IL1RN/MMP12/CAV1/NAIP/CDK5R1/EDN1/HIF1A/ARG1/STAP1/PXDN/NLRC5/IRAK3/TNFRSF11B/EXT1/SIGIRR/AGPAT2/PTPRC/CARD16/TMC8/ROBO1/CCL5/CD300LF/KLF4/CYLD/CSF1/CASP1/TTLL12/SPPL2B/MAPKAPK2/STING1/PADI2/LAPTM5/ANGPT1/SYK/PELI3/IRAK2/TLR4/MAPK7/C1QTNF4/TLR2/PYCARD/TICAM2/CD74/IL6ST/ISG15/ZBP1/OAS1/IKBKE/BIRC7/SLIT3/IRF7/SPHK1/IRAK1"
"Monocitos (MIM)","Femenino","GO:0032693","negative regulation of interleukin-10 production",0.608050633518402,0.00844714468605345,21,"THBS1/IDO1/EPX/JAK3/TNFRSF21/AGER/VSIR/TYROBP/TRIB2/BTK/DLL1/FCGR2B/LILRB1/IL23R"
"Monocitos (MIM)","Masculino","GO:0043162","ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",-0.521941008138407,0.00847637382242384,36,"NEDD4/HGS/RNF126/UBAP1/STAM2/STAM/VPS4A/CHMP4C/VPS4B/TSG101/CHMP6/VPS25/CHMP3/SNF8/CHMP5/VPS36/CHMP4B/CHMP2A/CHMP4A/CHMP2B/TOM1L1/VPS37A"
"Monocitos (MIM)","Femenino","GO:0030889","negative regulation of B cell proliferation",0.631803719034654,0.00854611514846053,17,"MNDA/TNFRSF21/IL10/CTLA4/PKN1/CD300A/ATM/TYROBP/BTK/CDKN2A/INPP5D/RC3H1/FCGR2B/TNFRSF13B"
"Monocitos (MIM)","Femenino","GO:2000353","positive regulation of endothelial cell apoptotic process",0.59526851040847,0.00878669319965172,22,"THBS1/F3/ECSCR/CD40LG/PLCG1/ANO6/ITGA4/AKR1C3/HLA-G"
"Monocitos (MIM)","Femenino","GO:0002283","neutrophil activation involved in immune response",0.594990464464975,0.00878669319965172,22,"CD177/ANXA3/ITGAM/DNASE1/CLEC12A/DNASE1L3/PRAM1/LILRA2/MYD88/SYK/TYROBP/FCER1G/ITGB2"
"Monocitos (MIM)","Femenino","GO:0002920","regulation of humoral immune response",0.507770406704163,0.00884652604258271,39,"IL1B/CAMP/CLU/FCER2/CD55/CR1/CFH/PTPRC/CR2/CD37/CCR7/FOXJ1/TNF/CFP/SPNS2/SERPING1/SUSD4/C4BPB/EVPL/CD46"
"Monocitos (MIM)","Femenino","GO:0050820","positive regulation of coagulation",0.568966108165195,0.0088873207954253,25,"THBS1/F3/F2R/THBD/ENPP4/TBXA2R/ANO6/HPSE/EMILIN2/ANGPT1/EMILIN1/PLAU/CD36/F12"
"Monocitos (MIM)","Femenino","GO:0034109","homotypic cell-cell adhesion",0.390798571504585,0.00912339459928947,91,"CTSG/MMRN1/IL6/MYL9/CEACAM1/ADGRG1/PRKCQ/PDPN/PLAUR/TUBB1/PEAR1/PLEK/PRKCA/MAP2K1/VCL/CCL5/CXADR/JAK1/IL6R/EMILIN2/TMX1/F11R/SYK/PIK3CG/EMILIN1/FLNA/TSPAN32/UBASH3B/FERMT3/MYH9/IL6ST/F2RL3/PPIA/ALOX12/ACTB/CDHR5/SH2B3"
"Monocitos (MIM)","Femenino","GO:0071692","protein localization to extracellular region",0.274562777158093,0.00912339459928947,325,"IL1B/PRF1/CAMP/IL6/DOC2B/GZMB/F2R/NLRP3/IL1RN/HCAR2/B3GLCT/WLS/PCSK5/NLGN2/SNCG/KCNJ11/PLEK/HIF1A/FFAR1/IRS2/CTAGE15/MIDN/ITPR1/PRKCA/CD38/BMP8A/GIPR/GPR27/FFAR2/GNAO1/ANKRD1/ISL1/SUCNR1/VPS13A/IRS1/CPT1A/GNAZ/CCL5/TM7SF3/ADAM8/IL1A/LRP5/KCNB1/RAB27A/FOXO1/PFKFB2/SOX4/ADORA2A/IFNG/ANG/MIA2/CASP1/MIA3/PRKCB/TNF/SLC12A2/BMAL1/HNF1B/NBL1/C1QTNF5/BLK/TCIRG1/ATP13A2/STEAP3/KLF7/ABCA1/C2CD2L/SAA1/PORCN/CAPN10/ERP29/SLC8B1/ABCC8/TLR4/RAB11FIP3/IGF1/DRD4/P3H1/RHBDF2/TLR2/TTN/SYTL4/ADAM9/RCN3/HLA-DRB1/GNPTAB/PCLO/CCN3/HMGCR/OXCT1/ADTRP/VSNL1/ALOX5/LMF1"
"Monocitos (MIM)","Femenino","GO:0070498","interleukin-1-mediated signaling pathway",0.513760594256755,0.00925337294974319,36,"IL1B/IL6/EGR1/NFKBIA/NLRP3/IL1RN/IRAK3/SIGIRR/CASP1/MYD88/IRAK2"
"Monocitos (MIM)","Femenino","GO:0043031","negative regulation of macrophage activation",0.654613659766725,0.00939011383548633,16,"BPI/LDLR/ZC3H12A/CST7/IL31RA/PTPRC/GRN/SYT11"
"Monocitos (MIM)","Femenino","GO:0042476","odontogenesis",0.39399829502839,0.00939011383548633,94,"CAMP/LEF1/CD34/BCL11B/FST/COL1A2/TNC/BMP2/WLS/EDN1/NECTIN1/FPR2/LAMB1/SLC24A4/STIM1/TNFRSF11B/CNNM4/SP6/SMPD3/ITGB6/CSF1"
"Monocitos (MIM)","Femenino","GO:0045787","positive regulation of cell cycle",0.288545645619352,0.00945397091310539,297,"EREG/IL1B/ADAMTS1/LEF1/CDC14B/E2F7/CCND3/EDN1/APP/TGFA/PLSCR1/SMARCD3/NR4A3/PKP4/CCND1/CXCR5/NUSAP1/PRKCA/BIRC5/CDK1/BRCA2/NCAPH/USP2/MEIOC/DDX3X/AURKB/MARK4/DTL/CCPG1/SMPD3/PDGFRB/IL1A/CEP295/LRP5/NDC80/E2F8/IL10/CCND2/RAD51AP1/RAB11FIP4/KIF14/CEP120/KIF20B/ATAD5/NCAPD3/SVIL/RACGAP1/SPAG5/STIL/SLF1/TNF/CENPV/SMC2/CDC14C/RB1/MAP3K20/CIT/CD28/DBF4/PRDM9/UBE2C/SMC6/RRM2/ABL1/PLCG2/RAB11FIP3/ESPL1/SMC4/IGF1/GLI1/MAP10/DYNC1H1/NCAPG2/NCAPG/RPTOR/EZH2/HCFC1/MAD2L1/FGFR2/RARA/BUB1/DDR2/CCNY/PIWIL2/TTL/FAM83D/SPHK1/NCAPD2/SKA3/MAD1L1/NUMA1/GEN1/CHEK2"
"Monocitos (MIM)","Femenino","GO:0002281","macrophage activation involved in immune response",0.613829282451809,0.00945859075107492,19,"SUCNR1/IFNG/IL33/TNF/SYK/PLCG2/GRN/TYROBP/HMGB1/NMI/SBNO2/TICAM1/IFI35"
"Monocitos (MIM)","Femenino","GO:1905818","regulation of chromosome separation",0.400579634099406,0.00969128255266876,72,"PLSCR1/BIRC5/NCAPH/AURKB/BUB1B/ZWINT/NDC80/TTK/TRIP13/NCAPD3/SMC2/RB1/SPC24/UBE2C/PLK1/KNTC1/APC/ESPL1/SMC4/ATM/CENPF/NCAPG2/NUF2/NCAPG/MAD2L1/DUSP1/BUB1/NCAPD2/SKA3/MAD1L1/NUMA1/GEN1"
"Monocitos (MIM)","Masculino","GO:0015671","oxygen transport",-0.657009314594376,0.00970284089472843,15,"HBA2/ZNF410/HBE1/HBG1/BPGM/HBG2/HBZ"
"Monocitos (MIM)","Femenino","GO:0044786","cell cycle DNA replication",0.457324696975137,0.00971341655939553,46,"CDT1/E2F7/CDC45/TK1/CDK1/BRCA2/DACH1/MCM6/RAD51/E2F8/ATAD5/MCM2/DBF4/WRN/BLM/MCM3/POLA1/GMNN"
"Monocitos (MIM)","Femenino","GO:0006516","glycoprotein catabolic process",0.523234836976799,0.00972022754727508,34,"MMP12/NEU4/MANBA/HGSNAT/HPSE/HYAL1/EDEM3/SGSH/MAN2B2/NAGLU/GLB1/BTK/GNS/FBXO6/EDEM2/GUSB/MAN1A1/ADAMTS4/FBXO44"
"Monocitos (MIM)","Masculino","GO:0008535","respiratory chain complex IV assembly",-0.522660507022838,0.00973941330147417,31,"SCO1/COX16/COA7/PET100/UQCC5/STMP1/SMIM20/COX17/SURF1/COA3/COA5/COX14/COA6/COA4/PET117/UQCC6/COA8/TACO1"
"Monocitos (MIM)","Femenino","GO:0002726","positive regulation of T cell cytokine production",0.54222422281686,0.00973941330147417,28,"IL1B/IL6/CD7/NLRP3/TBX21/CD55/ARID5A/SLAMF1/IFNG/SECTM1/B2M/SASH3/HLA-A"
"Monocitos (MIM)","Femenino","GO:0007263","nitric oxide mediated signal transduction",0.625533126610463,0.00979201722114518,17,"THBS1/VEGFA/RASD1/FPR1/ATP2B4/GUCY1B1/DDAH1/GUCY1A1/KDR/CD36"
"Monocitos (MIM)","Femenino","GO:0009595","detection of biotic stimulus",0.530483809958629,0.00979201722114518,35,"NLRP3/PGLYRP1/CLEC6A/NAIP/NLRC4/TSPO/DACH1/CD1D/TLR1/NR4A1/HLA-B/PTPRJ/NOD1/SMO/TLR4/TLR2/CRTAM/HLA-DRB1/HLA-A"
"Monocitos (MIM)","Femenino","GO:0042092","type 2 immune response",0.503212581108168,0.00987033205078843,42,"IL6/HLX/MYB/IDO1/NLRP3/TBX21/IL4R/ARG1/BATF/IFNB1/BCL3/IL10/KMT2A/IL33/IL27RA/CD86/CD74/STAT6/RARA/BCL6B/TNFSF4"
"Monocitos (MIM)","Masculino","GO:0048199","vesicle targeting, to, from or within Golgi",-0.52151558289415,0.00993888363580099,31,"TMED2/TRAPPC6A/TMED10/TMED9/PREB/PPP6C/TRAPPC4/PDCD6/TRAPPC2B/PEF1/TFG/WIPI1/TRAPPC1/TRAPPC3/TRAPPC2L/TRAPPC5/SAR1B/SAR1A"
"Monocitos (MIM)","Femenino","GO:0001570","vasculogenesis",0.429549619487274,0.00993888363580099,67,"MYOCD/TIPARP/CD34/TIE1/CEACAM1/CAV1/FZD4/VEGFA/RAMP2/EPHA2/JUNB/TEAD2/RASIP1/PDGFRB/PTPRJ/EGFL7/CUL7/SOX17/SMO/ITGB8/NOTCH1/KDR/RTN4"
"Monocitos (MIM)","Femenino","GO:0034205","amyloid-beta formation",0.471608357073117,0.00993888363580099,43,"CLU/SPON1/CHRNA7/ABCA2/RTN3/IFNG/SLC2A13/BIN1/NCSTN/TNF/GSAP/BACE1/APH1B/IGF1/PRNP/SORL1/RTN4/ROCK1/ABCA7"
"Monocitos (MIM)","Femenino","GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation",0.505097319766453,0.00996262669216347,37,"HLX/NFKBIZ/NLRP3/IL4R/CD83/IL12RB1/IL2RG/IFNG/CD86/NCKAP1L/HLA-DRA/SASH3/HLA-DRB1/RARA/NFKBID/GPR65/CD80/KLHL25/TNFSF4/ZBTB7B/IL23R"
"Monocitos (MIM)","Femenino","GO:0050927","positive regulation of positive chemotaxis",0.609598670706384,0.00998316138123194,20,"AZU1/F3/CDH13/CXCL8/CXCL12/ITGA2/VEGFA/S1PR1"
"Monocitos (MIM)","Femenino","GO:0060749","mammary gland alveolus development",0.624586483511707,0.00998316138123194,17,"AREG/VEGFA/TGFA/HIF1A/CCND1"
"Monocitos (MIM)","Femenino","GO:0061377","mammary gland lobule development",0.624586483511707,0.00998316138123194,17,"AREG/VEGFA/TGFA/HIF1A/CCND1"
"Monocitos (MIM)","Femenino","GO:0071277","cellular response to calcium ion",0.409883833212524,0.00998316138123194,73,"GUCA1A/EDN1/ACER1/NFATC2/ALOX5AP/FOSB/CAPN3/JUNB/RASAL1/AKR1C3/ITPKB/KCNB1/CPNE2/RYR3/NCSTN/RASGRP2/SMPD1/CRHBP/TRPM2/CPNE3/CPNE4/TUBA1A/PLCG2/IQGAP1/RASA4/CAMK2D/JUN/CPNE5/MEF2C"
"Monocitos (MIM)","Femenino","GO:0071398","cellular response to fatty acid",0.521254810591759,0.0101698841076981,34,"CAMP/LDLR/FFAR3/ZC3H12A/EDN1/FFAR2/IRS1/CPT1A/AKR1C3"
"Monocitos (MIM)","Femenino","GO:0050926","regulation of positive chemotaxis",0.601918833462526,0.0102475874378985,21,"AZU1/F3/CDH13/CXCL8/CXCL12/ITGA2/VEGFA/S1PR1"
"Monocitos (MIM)","Masculino","GO:0016226","iron-sulfur cluster assembly",-0.544009436357352,0.0102805765463546,27,"BOLA3/NFU1/IBA57/CIAO1/FDX2/BOLA2/BOLA2B/GLRX3/NUBP1/FXN/ISCA2/ISCU/CIAPIN1/NDUFAB1/BOLA1/LYRM4/ISCA1/GLRX5"
"Monocitos (MIM)","Masculino","GO:0031163","metallo-sulfur cluster assembly",-0.544009436357352,0.0102805765463546,27,"BOLA3/NFU1/IBA57/CIAO1/FDX2/BOLA2/BOLA2B/GLRX3/NUBP1/FXN/ISCA2/ISCU/CIAPIN1/NDUFAB1/BOLA1/LYRM4/ISCA1/GLRX5"
"Monocitos (MIM)","Femenino","GO:0019058","viral life cycle",0.286136643809234,0.01028906579945,277,"LTF/CH25H/CXCL8/SLPI/LAMP3/IL32/ICAM1/LDLR/ZC3H12A/GBP5/CAV1/CD55/ITGA2/PCSK5/TOP2A/PLSCR1/NECTIN1/CR1/DPP4/TPCN1/SLAMF1/ANPEP/APOBEC3A/EPHA2/CDK1/AVP/NECTIN2/TRIM25/IFNB1/FAM111A/DDX3X/CR2/CLEC4M/DDX5/CCL5/GRK2/CXADR/ITGB6/KIAA0319L/TNF/TNFRSF4/TNFRSF14/CD28/ISG20/F11R/NPC1/SMC6/SMPD1/IFI16/APOBEC3G/SHFL/PCBP3/CD86/ZC3HAV1/TMPRSS4/CBL/IFITM1/SLC52A2/SELPLG/IFITM3/ITGB7/MVB12A/PABPC1/NOTCH1/CDHR3/HLA-DRB1/APOBEC3F/ATG16L2/MYH9/LGALS1/HMGB1/CAV2/CD74/TPCN2/IFITM2/EFNB2/ITGA5/ISG15/OAS1/LAMP1/NCAM1/APOBEC3C/PPIA/CD80/ITGB1/BICD1"
"Monocitos (MIM)","Femenino","GO:0001771","immunological synapse formation",0.652459602482221,0.010321958114663,16,"PRF1/CCL21/CD6/CCR7/DOCK2/MSN/DOCK8"
"Monocitos (MIM)","Femenino","GO:0140354","lipid import into cell",0.600856932997311,0.0103563894610795,21,"THBS1/SLC27A2/IRS2/ACSL1/SPX/EPRS1/ACSL5/ACSL3/SLC27A1/CD36/SLC27A4"
"Monocitos (MIM)","Femenino","GO:0030194","positive regulation of blood coagulation",0.600837171772445,0.0103563894610795,21,"THBS1/F3/F2R/THBD/ENPP4/TBXA2R/ANO6/HPSE/EMILIN2"
"Monocitos (MIM)","Femenino","GO:1900048","positive regulation of hemostasis",0.600837171772445,0.0103563894610795,21,"THBS1/F3/F2R/THBD/ENPP4/TBXA2R/ANO6/HPSE/EMILIN2"
"Monocitos (MIM)","Masculino","GO:0032786","positive regulation of DNA-templated transcription, elongation",-0.418005953639864,0.0103910666245836,63,"MED6/SUPT5H/CDC73/BRD4/KAT7/TOX4/MED27/PWWP2B/CDK7/NCBP2/MED25/MED22/MED28/EAPP/MED20/ZMYND8/SUPT4H1/ERCC6/WDR82/MED8/MED4/MED26/MED7/HMGN1/MED11/MED31/MED9/MED18/MED10/MED19"
"Monocitos (MIM)","Femenino","GO:0046330","positive regulation of JNK cascade",0.390222914354578,0.0103910666245836,94,"IL1B/CCN2/CCL21/GADD45B/GADD45A/NAIP/CRACR2A/EDN1/APP/TNIK/SLAMF1/RASSF2/HIPK2/MAP3K10/ERN1/CCR7/CCDC88C/TNF/DKK1/AGER/PTK2B/MYD88/CARD9/AXIN1/NOD1/TLR4/MAPK8IP3/PYCARD/HMGB1/MAP3K5/MAPKBP1/BIRC7/ERN2/FCGR2B/MAP3K11/EPHA4/LTBR/TNFRSF19/TAOK3/NOD2/CD27/WNT16/SEMA3A"
"Monocitos (MIM)","Femenino","GO:0042987","amyloid precursor protein catabolic process",0.444861140077131,0.0103993680044159,56,"CLU/SPON1/APP/CHRNA7/ABCA2/RTN3/IFNG/SLC2A13/BIN1/NCSTN/ADAM19/TNF/AGER/FLOT2/GSAP/BACE1/APH1B/IGF1/PRNP/SORL1/ADAM9/RTN4/ROCK1/ABCA7"
"Monocitos (MIM)","Femenino","GO:1903053","regulation of extracellular matrix organization",0.437704575283172,0.0104320669721491,57,"IL6/TIE1/BMP2/PDPN/RUNX1/DPP4/FSCN1/LAMB1/ANTXR1/AEBP1/TNXB/RB1/STAT3/LAMA1/TNFRSF1B/ABL1/LRP1/EMILIN1/ZNF469/CARMIL2/NOTCH1/LAMC1/SMAD3/ADTRP/SLC2A10/DDR2/LAMA2/COL6A1"
"Monocitos (MIM)","Femenino","GO:0010092","specification of animal organ identity",0.554034254690662,0.0104406818940928,26,"BMP2/SMARCD3/PAX8/EXT1/ISL1/ROBO1/LRP2/POU5F1/DKK1/SPRY1/MEF2C/FGFR2"
"Monocitos (MIM)","Femenino","GO:1902893","regulation of miRNA transcription",0.41732043994262,0.0104406818940928,71,"IL6/EGR1/MYOCD/MYB/ETS1/FOSL1/BMP2/VEGFA/APP/HIF1A/MYC/KLF4/IL10/SREBF2/POU5F1/APLN/TNF/MRTFA/ATOH8/STAT3/NOTCH2"
"Monocitos (MIM)","Masculino","GO:0006413","translational initiation",-0.313045103415812,0.0106148619497574,155,"UHMK1/EIF2D/RNF152/RPL13A/EIF4G1/MTIF2/EIF2B5/FMR1/RPS6KB2/EIF3L/LAMTOR1/GSK3B/EIF4A2/AGO2/RPS5/ATAD3A/EIF1/IMPACT/YTHDF1/FXR1/YTHDF3/PKP1/CAPRIN1/EIF3I/SLBP/PRKAA2/EIF3B/NPM1/YTHDF2/CSNK2A1/EIF2B4/RRAGA/POLR2G/ATF4/EIF5B/ATXN3/GIGYF2/EIF4E2/NCBP2/RBM4/EIF3G/PAIP2/ABCF1/EIF5/COPS5/DHX33/EIF2S1/CSDE1/EIF2B1/EIF1AD/EIF4EBP2/EIF4G2/PRMT1/MTIF3/DDX1/METAP2/KCMF1/MCTS2/PAIP1/DENR/EIF2S2/AKT1S1/NCK1/EIF3J/BZW1/MCTS1/RHEB/YWHAG/EIF6/ALKBH1/EIF2AK1/RRAGC/HSPB1/EIF4E/BZW2/EIF4H/EIF2B2/EIF3CL/EIF1AY"
"Monocitos (MIM)","Femenino","GO:1904996","positive regulation of leukocyte adhesion to vascular endothelial cell",0.608337111318621,0.0106724052467744,20,"ELANE/IL6/SELP/ETS1/FUT4/ITGA4/TNF/FUT7/ITGB2/ALOX5/CHST2/IRAK1"
"Monocitos (MIM)","Femenino","GO:0036037","CD8-positive, alpha-beta T cell activation",0.555076777371309,0.0106982577576169,27,"EOMES/RUNX1/RUNX3/IRF1/HLA-E/GPR18/TNFSF8/WDFY4/VSIR/NCKAP1L/CRTAM/HLA-A/TOX/ZBTB7B/LILRB1"
"Monocitos (MIM)","Femenino","GO:0050798","activated T cell proliferation",0.48128130843175,0.0106982577576169,45,"CD24/CLC/IL2RA/FYN/ARG1/SLAMF1/IL12RB1/TNFSF9/TMIGD2/BTN3A1/AGER/LAPTM5/ICOSLG/ABL1/IGF1/SCRIB/HHLA2/PRNP/RIPK3/CRTAM/PYCARD/HMGB1"
"Monocitos (MIM)","Femenino","GO:1903317","regulation of protein maturation",0.445445628552753,0.0107749765011963,54,"THBS1/SPON1/PLAUR/RPS6KA2/RUNX1/LRRK2/ASTL/NLRC4/PRKACB/ADAM8/KLKB1/CNTN2/GLG1/RHBDD1/PRNP/PLAU/MYH9/CLEC3B/F12/TMEM98"
"Monocitos (MIM)","Femenino","GO:1900046","regulation of hemostasis",0.438069254627015,0.0108576634903758,59,"THBS1/F3/F2R/CEACAM1/CAV1/THBD/ENPP4/PLAUR/EDN1/TBXA2R/ANO6/GP1BA/KLKB1/HPSE/EMILIN2/TMX1/ANGPT1/SERPING1/EMILIN1/PLAU/UBASH3B/ADTRP/CD36/F12/ALOX12/SH2B3/PDGFRA"
"Monocitos (MIM)","Femenino","GO:1902430","negative regulation of amyloid-beta formation",0.628352348586466,0.010862991673006,18,"CLU/SPON1/CHRNA7/RTN3/BIN1/IGF1/PRNP/SORL1/RTN4/ROCK1/ABCA7"
"Monocitos (MIM)","Masculino","GO:0009141","nucleoside triphosphate metabolic process",-0.271413638248701,0.0108990834375927,259,"VCP/ATP5MC1/ATP5F1C/PINK1/ATP5F1E/NDUFS7/AK4/DGUOK/DNM1L/SPHK2/MLST8/NUDT15/PRKAG2/PFKL/NDUFV3/ATP5MG/FAM3A/ENO3/NDUFC1/UCK1/NDUFS3/NME6/ATP5PB/AK2/NDUFB3/ATP5F1B/RRM2B/CLPX/BCL2L13/TBPL1/DNAJC30/NDUFA3/ATP5F1D/SLC4A1/SIRT6/NDUFV2/NDUFA7/PPP2CA/NDUFA8/NDUFS5/ATP5MC3/SDHB/NUDT2/NDUFB4/NDUFA2/RAN/NDUFB8/NDUFS4/ATP5MF/SDHC/ATP5PD/ATP5MK/ARNT/ATP5IF1/NDUFA1/ATP6V0C/NUDT5/ADK/UCKL1/TGFB1/ATP5MJ/NDUFB9/NDUFS8/MTCH2/NDUFB5/NDUFB11/NDUFS6/NDUFA13/NDUFA9/COX11/NDUFB7/NDUFA12/PRKAG1/BAD/EIF6/ATP5PF/NDUFB1/AK1/RAB23/NDUFB2/NDUFA11/UCK2/UQCC3/SDHD/NT5E/GUK1/NDUFAB1/STOML2/NDUFA5/AK3/TPI1/NDUFB10/FIS1/PGM1/NDUFA6/ARL2/YAP1/NDUFB6/BPGM/TIGAR/HSPA1B/NDUFC2"
"Monocitos (MIM)","Femenino","GO:0007409","axonogenesis",0.265532055804336,0.0109663550115723,386,"MATN2/BCL11B/LGR6/CXCL12/PLEKHG4B/PRKCQ/NTNG2/NR4A2/MAP1A/UNC5B/CYFIP2/CDK5R1/GDF7/KIF5C/CHL1/EMB/EDN1/VEGFA/ABLIM1/CNTN4/ROBO4/APP/NECTIN1/FYN/NR4A3/NOVA2/EGR2/NFASC/PRKCA/FAT4/SEMA6B/MAP2K1/ECE1/APLP2/FLRT2/NELL2/EXT1/MEGF8/PLXNA4/CELSR1/ISL1/ARHGAP35/ITGA4/MYPN/EPHB6/VCL/ROBO1/POTEI/SEMA3C/CNTN2/UCHL1/PTK7/MYCBP2/SEMA4D/B4GALT5/NIN/ACTBL2/ARHGEF40/LHX4/PTPRS/MACF1/VANGL2/PLXNC1/B4GALT6/NOG/SLITRK5/FGF13/LLGL1/NTNG1/CTNNA2/KIF13B/RET/PTPRJ/SPG11/SEMA4A/ZEB2/ARHGAP4/PRICKLE1/EDN2/SYNGAP1/NOTCH2/KLF7/BCL11A/ABL1/PTCH1/ATL1/WNT3/SMO/ADGRB1/NOTCH1/EVL/POU4F1/NTN1/SEMA3D/EPHA6/MCF2/NLGN3/FGFR2/SIPA1L1/RTN4/NFIB/EFNB2/B3GNT2/NCAM1/NDN/PLXND1/DPYSL5/TTL/SEMA4B/LAMA2/ITGB1/ANAPC2/ROBO3/RUFY3/SLIT3/NTN4/TRPV2/C9orf72/SEMA5A/MAP2"
"Monocitos (MIM)","Femenino","GO:1905952","regulation of lipid localization",0.344874481931006,0.0109734229006148,133,"THBS1/IL1B/IL6/ABCA13/MYB/NFKBIA/RETN/ZC3H12A/CAV1/EDN1/ATP8A1/ABCB4/LIPG/IRS2/PLIN5/ABCA2/TSPO/ACSL1/ABCA3/SREBF2/EHD1/ACACB/EPRS1/TNF/ACSL5/EEPD1/SYK/ZDHHC8/ABCA1/PLTP/PTCH1"
"Monocitos (MIM)","Femenino","GO:0006638","neutral lipid metabolic process",0.36493581577924,0.0110419650096997,109,"LDLR/DGKK/CAV1/GK/LIPG/LIPE/DGKD/PNLIPRP1/PLIN5/ABHD12B/CIDEB/GPAT3/AGPAT2/GK5/ACSL1/CPT1A/DGAT1/MBOAT7/ABHD2/PGS1/DGKQ/DGAT2/TNXB/TMX1/PIK3CG/APOBR/DGKG/SLC27A1/DGKE/ABHD16A/SORL1/LPGAT1/BLVRA/LMF1/PLA2G4A/PLCE1/PNPLA1/ABHD6/SEL1L/DGKZ/GPAT2/APOC2/GPAM/PCK2/FBXW7/SIK1"
"Monocitos (MIM)","Masculino","GO:0019076","viral release from host cell",-0.549600769397132,0.0110609447797582,28,"VAPB/DDB1/VPS4A/CHMP4C/VAPA/VPS4B/PPID/TSG101/CHMP6/CHMP3/TRIM62/CHMP5/RAB7A/CHMP4B/CHMP2A/CHMP4A/CHMP2B/ARL8B"
"Monocitos (MIM)","Masculino","GO:0035891","exit from host cell",-0.549600769397132,0.0110609447797582,28,"VAPB/DDB1/VPS4A/CHMP4C/VAPA/VPS4B/PPID/TSG101/CHMP6/CHMP3/TRIM62/CHMP5/RAB7A/CHMP4B/CHMP2A/CHMP4A/CHMP2B/ARL8B"
"Monocitos (MIM)","Masculino","GO:0051123","RNA polymerase II preinitiation complex assembly",-0.425939500813457,0.0110702356377106,55,"TAF9/TAF4/DR1/MED6/MED27/TAF6L/TAF12/MED25/MED22/MED28/GTF2A2/TAF11/MED20/TAF13/MED8/MED4/MED26/MED7/MED11/MED31/MED9/PSMC6/TBP/MED18/GTF2A1/MED10/MED19/TAF4B"
"Monocitos (MIM)","Femenino","GO:0045217","cell-cell junction maintenance",0.597818554203161,0.0110729355947638,21,"PRTN3/INAVA/F2R/CD177/NLGN2/CLDN3"
"Monocitos (MIM)","Femenino","GO:0033630","positive regulation of cell adhesion mediated by integrin",0.605873459370508,0.0110784308481607,20,"CCL21/SKAP1/PODXL/CD3E/FERMT1/CCL5/RET/SYK/NCKAP1L/LIF/ADAM9"
"Monocitos (MIM)","Femenino","GO:0072577","endothelial cell apoptotic process",0.447200075030779,0.0110828949945011,53,"THBS1/TNFAIP3/F3/ECSCR/ICAM1/RAMP2/CD40LG/PLCG1/ANO6/ITGA4/AKR1C3/TEK/IL10/HLA-G/TNF/ANGPT1/ABL1/MAPK7/FASLG/CD160/KDR"
