"GENENAME","log2FoldChange","padj"
"VLDLR",3.2845695601213,0.0018123413587778
"SKP2",3.281420492373,3.03100802026315e-07
"SORBS2",3.27989409109572,0.00626480574862323
"AMOT",3.27744422108234,2.47284436683917e-06
"WTIP",3.27654992787078,0.00098059233374027
"MUC1",3.27616439052166,0.00058167962691458
"STC2",3.27595674120831,0.00725143757949662
"SH3PXD2B",3.2733936880552,2.22409140724095e-05
"MT-CYB",3.27026924825379,3.32636774491606e-09
"EDNRB",3.26110936985344,0.00089336455325851
"FGFR2",3.26061373183522,0.0401472898355917
"TCEAL4",3.25952625151561,6.64262030477139e-06
"ENSG00000290976",3.25412413440844,0.0440645475429857
"CYGB",3.2461899718438,0.00400797145869806
"GDF15",3.24585099137747,2.05795048783704e-07
"MAGEA8",3.24517072076079,0.00602810349786862
"ANKRD24",3.2443015230014,0.00342927034135472
"MTCL1",3.24189983604873,0.00070302768702555
"GPX3",3.23976271282473,9.78207514339849e-08
"LIN52",3.23463929759028,0.00190686696080387
"MARVELD2",3.23156941423557,0.0104174443046132
"NOG",3.22738771257892,1.05907628570138e-06
"TFAP2C",3.22320439563121,4.06918119642385e-05
"IL18BP",3.22072483652453,9.25822819750628e-07
"CSRP2",3.21764242040584,0.00019602483799211
"FAM83H",3.21606193423674,9.28525321371588e-05
"EVA1A",3.21153437363824,0.00171779086515651
"PKP3",3.20976515280218,6.70081497623979e-05
"SLC6A4",3.20413958055302,0.00177591183056132
"L1TD1",3.20068242552823,0.00129337938118943
"MYH10",3.19925742685189,3.25890704816215e-07
"RBPMS",3.19867616165046,0.00105297300435649
"SCNN1D",3.19829307126669,0.0497915304839809
"PROM2",3.19314015910459,0.0368789861660282
"IQCJ-SCHIP1",3.18758650458451,0.0104158882357624
"SCUBE1",3.18711215261579,0.0123634289445072
"ESAM",3.18005971461884,1.03523274056572e-06
"HPGD",3.1792240147365,6.23683844603699e-06
"DLC1",3.16419105563422,4.77939539040051e-05
"NEXN",3.15707757772143,0.0407230745266206
"BACE2",3.15428720955144,4.031197505959e-06
"PTGFRN",3.14902005055117,1.81230118641112e-05
"MET",3.14373893104123,0.00028586233146668
"MGAT3",3.14183772280866,0.00618368165867222
"MYORG",3.13583392669286,0.00064606341699758
"NT5E",3.13079763609275,2.32306842521228e-06
"HUNK",3.12888984391388,0.0486874857143992
"RASSF6",3.12484461647218,0.0301829509470758
"CYB5R2",3.12050428407314,0.00617030165338499
"KIAA1549",3.12040329586919,0.00107725419834978
"MT-ATP8",3.10770674003408,1.29518415690898e-08
"DAG1",3.10737313558988,4.07614194773522e-07
"CNKSR1",3.10455894808193,0.0195433862725396
"VSIG10",3.09841517261015,0.0030969711958928
"USP43",3.09470909009319,0.00051769274893538
"GPRC5A",3.09458111800139,1.21382283423588e-05
"CA8",3.09192354736114,0.00535972776361733
"PPP1R13L",3.08888901792806,0.0001689270981447
"JPT2",3.08373474240491,3.57172041757428e-06
"TCAF1",3.08305280049822,1.98722811285885e-06
"TMTC1",3.08007388414323,0.00375369683865658
"FOXO4",3.07907818570364,1.09225228956689e-07
"BCAR4",3.07765209860106,0.00161055629754126
"MISP",3.07593542664139,0.0133974253868039
"SIGLEC6",3.07553399198377,0.00054997858401788
"MMRN2",3.07206030850901,0.00414250466773229
"XAGE3",3.07050443412385,0.00012041175668409
"FERMT1",3.06934792615872,0.0151379769656921
"CRIM1",3.06902039737384,1.18097720113118e-07
"ART4",3.06897157753249,0.00819293937832217
"KIAA1522",3.05769013015421,1.9418091539753e-05
"SCIN",3.05246999739384,4.04660918960353e-06
"FXYD3",3.04781498587343,0.00397805962470019
"EPAS1",3.04453784574274,3.45083549865355e-08
"AK5",3.04441155388036,0.0112979473498338
"PDLIM4",3.04158031046877,0.0175167270464773
"HECW2",3.04078976701056,0.0165223516499374
"ENSG00000279154",3.03774325024555,0.0179527534674208
"ENSG00000279091",3.03387101998291,0.0297921476058563
"ALDH7A1",3.02087843288477,6.46150345268103e-05
"B4GALT2",3.01947016674445,0.00180517914915726
"PRSS23",3.01932676333613,2.00815135411576e-06
"TNS4",3.01483848509728,1.16094988774408e-05
"FGFR1",3.00782949662061,5.39266052532312e-07
"AJUBA",3.00203524835013,0.00454467232474701
"ACER2",3.00137401478379,0.00273249273917533
"DCBLD2",2.99403393022667,5.02178182312052e-05
"SRGAP2B",2.98691937364601,4.62221455189967e-06
"PALMD",2.98525492239943,0.0408470362167524
"FOCAD",2.98276140338138,1.54433176738113e-05
"BCAR1",2.98137239809805,2.70435391242904e-05
"EPHB3",2.98058158034331,0.0111055673319158
"WWC2",2.97205241140177,0.00029064288897884
"LRP11",2.9681088660803,0.00115192430341974
"THSD4",2.96640169732493,0.00276182004168772
"PERP",2.95466146325179,7.49160488332992e-06
"MT-ND3",2.93732693610545,1.65346446254773e-07
"WWTR1",2.93534732777049,0.00071694872234769
"RGL3",2.9344630676775,0.0180020514168813
"CLEC3B",2.92799544705352,0.0340557791301387
"MT-ND4",2.92701897444705,1.50076890583025e-06
"KLHL29",2.90896161209873,0.0198179835456741
"FAM174B",2.90213120015512,0.0078132745046172
"CLDN7",2.89411639953003,0.00112084743153521
"NCKAP1",2.89126229502625,1.57913360093841e-05
"LINC00910",2.88342339483144,0.00099229356161478
"SERPING1",2.88142959906385,7.28021690937493e-07
"PVR",2.87013034088313,0.00030002332383037
"FOLH1",2.86590087276332,0.0339075846800604
"DLX6-AS1",2.86474123335315,0.0486874857143992
"PROSER2",2.86154368936774,0.0208800552610451
"MPZL2",2.86091285196512,0.00569379184381225
"ID1",2.85083110971982,0.00031454367625409
"MT-ND4L",2.84866043985791,2.13816466472409e-06
"OCIAD2",2.8384763940424,0.00208045272296284
"SLC16A4",2.8375303622748,0.00104810449297579
"SERINC2",2.83548616033502,0.00015478268244516
"S100A16",2.82978904560922,0.0239507267715791
"SPDL1",2.82801544217674,0.011515531749017
"AMOTL1",2.82761320127915,0.000353796129997
"NEURL1",2.82211434502106,0.00421491684530673
"GCM1",2.82060950488011,0.00051769274893538
"KCNG1",2.82011960428057,0.031945780874566
"ABLIM3",2.80355636226469,0.0199310067397773
"CDH13",2.79906499423222,0.0378718189342312
"HYI",2.79620997743566,0.00021065737239433
"MT-ND1",2.79356014673706,9.34538486073719e-07
"ZNF702P",2.79187390523441,0.0280607691720564
"XPNPEP3",2.78872598642383,0.0251875541142346
"PLXNA2",2.78461947386518,0.00113256995469942
"QPRT",2.78391784629116,0.00080853078896899
"GRB7",2.78176602215042,0.00814937959395109
"CAVIN2",2.77683612930204,0.047398132963701
"NLRP2",2.77069199456593,0.00011281950246916
"CMBL",2.76979515961545,0.00933634253698854
"NRCAM",2.76785094885777,0.0400996217898406
"SLC7A2",2.76747370313971,0.00030347611304139
"LDOC1",2.76466749727837,0.0370541584266585
"FBN2",2.76258179339146,0.00014441794540685
"FZD4",2.76228158972248,0.0148854758117999
"TMEM30B",2.75969868177913,0.0120530777553139
"EPHA2",2.75939916153714,0.00526401603660059
"C2orf42",2.75767450389665,0.00830052812661604
"HMGB3",2.74621550875823,6.31866004894253e-06
"FLNB",2.74453913474113,1.3152771017801e-06
"OSMR",2.74319777338332,0.00307469616248069
"ERBB3",2.74111864174386,0.0246631485909437
"PHGDH",2.73745963735389,0.00263792800899067
"JCAD",2.733576485492,0.0159837012290874
"MED20",2.72815473991119,0.00826966596995525
"C1QTNF1",2.72708482903638,0.00474443393212347
"SEPTIN10",2.72649019720862,0.00776758927151305
"SLC35B4",2.71736904966652,0.0030350149905231
"MT-ND5",2.71558233314432,1.65522040948714e-05
"TACSTD2",2.70720643556345,0.0073444363359664
"DTX4",2.70470306351819,0.00036517130083961
"FNBP1L",2.70246724743903,0.00086122866572461
"ADGRG6",2.70019300275168,0.00058540356963793
"PXDN",2.69982540315832,7.32485573700118e-05
"MYO1B",2.69971435820723,0.00858433432615292
"NAV1",2.69868842489301,2.04319529066823e-05
"LGR4",2.69561639346828,0.00476204986066073
"DACT2",2.6932090563168,0.00824450597529719
"PRDX4",2.68561568860412,0.00059584466048875
"C2orf72",2.67754550054987,0.00322871486535597
"CCND1",2.67681659506141,0.00042467369251623
"GRHL1",2.67117128183755,0.00173116455278745
"DSEL",2.67041518854868,0.0263387284351076
"SPNS2",2.66963096121415,0.0381658716313114
"LGALS3BP",2.66904257171061,5.90494860509516e-05
"FANCI",2.66106871852637,0.00060725879550468
"EFNB1",2.65503207428151,0.00039943271766935
"MTATP6P1",2.65064297748824,0.00026930895431532
"GSTA4",2.64750860168723,0.0418341989922566
"LAYN",2.64275602308908,0.0043704116956041
"PLEKHA7",2.63881727121433,0.00323585307698169
"C1QTNF6",2.63218773946081,0.00049292036375236
"D2HGDH",2.62037375192782,0.00155750402712341
"IFI27",2.61792327427034,5.42744761857414e-05
"GLIS2",2.60979870544287,0.0122814222052037
"PARVA",2.60249946682315,0.0114558247473213
"SAMD12",2.59537324344476,0.0318180232971917
"STON1",2.58874795317601,0.0456246584656901
"ESRP1",2.58741373871923,0.0212123513226559
"PUS7",2.58713103220204,0.0159365332421979
"ASPSCR1",2.58236226386385,0.00155566180209597
"STXBP1",2.58094179411362,0.0328764008783711
"WEE1",2.57921802818898,0.000205299665413
"IDO1",2.57905210900619,0.00052768813948452
"THSD7A",2.57113548410398,0.0230135867851548
"HES2",2.57028427240105,0.0006862981869849
"ERVH48-1",2.56612571270804,0.0001064231428886
"PDIA5",2.56399722998764,0.00066695476798526
"SPINT1",2.55676415646735,0.00338093080001046
"TUSC3",2.55635300664799,0.0004496872098905
"GNG12",2.55458649923798,0.00023846721787299
"ATP6V1C2",2.55453925531176,0.00102111224341562
"RHOD",2.55400468438516,0.00735551941367376
"LETR1",2.55288325130386,0.0381949363294906
"COG6",2.5523576609202,0.00214932960614804
"FAM114A1",2.55133021340331,0.00705400857057583
"PAM",2.5508145516783,0.00010126301481981
"HOMER1",2.55014030648508,0.0354825871627369
"MYO7B",2.54597736501062,0.0104174443046132
"TSPAN13",2.5377544131747,0.00517575762597886
"UMPS",2.53736804592851,0.00544282206506713
"SEPTIN8",2.5339866899199,0.00051100873033543
"C12orf75",2.52442519553574,0.00064606341699758
"COBLL1",2.5149269105289,6.57309024614146e-05
"NFE2L3",2.51317295378959,0.00123895554893764
"SLC6A8",2.51226721687482,0.00041150938601177
"SMARCA1",2.50558561828017,0.00591666615807259
"BMP1",2.50266814902783,0.00099229356161478
"CKAP2L",2.50214606391483,0.0208845296303509
"GATA3",2.50155530796574,0.00018593785155927
"PACSIN3",2.49757905963273,0.0143691627984879
"S100A13",2.49713521615992,0.0374834169392201
"KAT14",2.49197910309048,0.0074870134358886
"CALU",2.4904345039904,0.00019276532772699
"SH3BGRL2",2.46703062997542,0.0165768523806155
"ADAM12",2.45717777438892,2.4755704384842e-05
"MT-CO2",2.45546696553863,3.3872371681923e-05
"DERPC",2.44586157433562,0.0193215137139739
"TCEAL9",2.44436769823924,0.00085196263824119
"RHOBTB2",2.4427697234124,0.00247045015673924
"ITM2B",2.44108480423872,8.24374086107394e-05
"MAPKBP1",2.44090211990547,0.00096153330892156
"CNN3",2.43858442279804,0.00233550876399725
"ARHGAP23",2.4370372211678,0.00387608821854107
"SYNPO",2.43426483622206,0.00090693588944276
"PLEKHG6",2.43284482197068,0.0354329985212918
"SLC2A1",2.43258351732958,0.0003763608075274
"MT-ND6",2.43237753138245,7.42966499913914e-05
"SHANK3",2.43120652451836,0.0112574516662399
"MTSS2",2.42901883144492,0.00049215672842627
"ENDOG",2.42896633991045,0.0285833014390934
"ARHGAP29",2.42862908512473,0.0202685506261628
"LEP",2.42016944770685,0.0359261647531648
"MBNL3",2.41676226232663,0.00064264735762445
"KRT80",2.41540636148432,0.0261421225103762
"CYB561",2.41398406895602,0.00808502677758542
"MARVELD1",2.41361832721887,0.00089336455325851
"PSAT1",2.40825054126184,0.0431552944275486
"CROT",2.40498474631132,0.0173931074736716
"BEX3",2.39998799558445,0.0042165635187728
"MID1",2.39808171092094,0.0208801943953717
"KLF8",2.39130013371238,0.0235278315359153
"GDA",2.39104653255471,0.0295983603420256
"PDLIM1",2.37353714402783,0.00138440100750838
"OTUD7B",2.36675605294489,0.0120083591510109
"MTAP",2.36675174173819,0.00322871486535597
"EPN2",2.36665176487274,0.00476204986066073
"ICMT",2.36501663221711,0.00083082974471603
"ITGA1",2.35837630482796,0.00119375753549609
"CRIP2",2.35157157367014,0.00233550876399725
"FBXW8",2.349832273717,0.00699644989601829
"MTND4P12",2.34621405732657,0.00666049842460544
"ITGB1P1",2.34514372760842,0.00351979100997139
"QSOX1",2.34097828511909,6.77696910171938e-05
"ARHGEF17",2.33994032062154,0.0324826035712909
"LRRC1",2.33108189378164,0.0188659486477712
"HID1",2.31580611927392,0.0496319675462109
"CHIT1",2.30891769699865,0.00801782734186219
"CTNNAL1",2.30635622507485,0.0050974735932146
"FAM3C2P",2.30243548885025,0.033271094886228
"DUSP14",2.29662288034649,0.0248066194166898
"HLA-G",2.28792579749854,0.00142602885758556
"CDK1",2.28159315319276,0.0132162152226392
"TRAM2",2.27591497630077,0.00082098830119781
"SCOC",2.27574090802712,0.0156922756318436
"EDN1",2.27511560584833,0.0348389061879198
"CD24",2.27393435895617,0.00049278781031466
"RASSF8",2.27282321573654,0.00531374116400143
"EPS8L2",2.26161497997081,0.00272360570105163
"ZFAT",2.26141571948191,0.00336620401250777
"TEAD3",2.25645731242401,0.00526401603660059
"BMP6",2.25499328087706,0.00814937959395109
"MT-CO3",2.25314645206198,0.00011281950246916
"ESRRG",2.24138868125813,0.0401472898355917
"TMED3",2.23983115631933,0.00244332842340844
"ENG",2.22540314787232,0.00346582999986064
"TUBB2A",2.2194270299317,0.00077454220225191
"LIMCH1",2.21630260814693,0.0198596594407654
"MYO10",2.21340542106808,0.00136971139385491
"LAMB2",2.21261667810511,0.0041547538762047
"PENK",2.20337733100366,0.00389457681589233
"PCGF2",2.20237132485781,0.0261353035544613
"EFNA2",2.20144322812819,0.0206786845709277
"TFPI",2.20057922794014,0.00398262437463385
"SH3PXD2A",2.19502932120409,0.00682360125216153
"CYP11A1",2.19397099806649,0.00090471862416626
"ADPRHL1",2.19033547325294,0.0300663552849605
"CTIF",2.18978733434626,0.00521685154596915
"LRP5",2.18726749052844,0.0228564958241975
"GPR146",2.17743538291616,0.014971155814642
"TM7SF3",2.17590301811087,0.0053852830250554
"ZNF595",2.17351101830871,0.0484744630832007
"CHST14",2.173348203211,0.0233141352355838
"MLC1",2.17188482532286,0.010211213397202
"TGFBR3",2.16896197032469,0.00193990141360676
"JUP",2.16760577235764,0.00129825187804432
"RAD50",2.16657653616778,0.00761879115924619
"PFN2",2.16429577797219,0.0351722053631654
"LSM2",2.15686276112706,0.0280955577743951
"ZHX3",2.1525701524454,0.0240800400304663
"TACC2",2.14976061297791,0.00881689885940153
"PTPN14",2.1275892055563,0.0396600014695086
"EPS8L1",2.11835661987931,0.00870986618957858
"CAPN6",2.11364852418152,0.00184818347091112
"CNKSR3",2.10129903769492,0.0340367253313648
"SASH1",2.09834104078892,0.0396600014695086
"CTSF",2.09198602594649,0.0340375885095127
"RAI14",2.08758151924401,0.00342927034135472
"TAF4",2.08734635167198,0.0229525202560834
"ASCC2",2.08485799279256,0.0018480494985267
"RECK",2.08034613358531,0.040929148559385
"CD151",2.07032898728645,0.00400797145869806
"PRRG4",2.06595524109288,0.0224944333530665
"PCYOX1",2.06299803223217,0.0210262560902984
"VGLL3",2.06173626219205,0.00112570593711238
"PAWR",2.05802477602802,0.0273321451528043
"TMEM106C",2.05640248182612,0.0209109602797289
"PSG5",2.05233331997811,0.0127649417740751
"TNFRSF12A",2.05123399706578,0.0121989558497144
"MBNL2",2.0454203436267,0.00696578918135897
"DPP4",2.04077967837269,0.00388314716659048
"TYMS",2.03737623821678,0.0156305644450018
"BCORL1",2.0284666509979,0.00729035932729001
"PHLDB2",2.01554742592034,0.0144215803748518
"CDK2",2.01125443803998,0.0129423243099253
"F11R",1.99845584703448,0.00189234430623162
"SDC1",1.98886327209902,0.00473624816600175
"CEP250",1.98525191320544,0.0113298597855611
"RUSC2",1.98188293231843,0.0163719837435427
"MMP2",1.97505631030312,0.0332574047645649
"MORC4",1.97068487504161,0.00376243739600114
"TIE1",1.97018572473648,0.0404626098373862
"SLC39A14",1.96029639361634,0.0397180784258238
"KCTD3",1.95799760156786,0.0325364608602926
"CDK7",1.95378073172857,0.033271094886228
"GFPT1",1.95192142726725,0.00653775765738137
"NDFIP2",1.95133324438002,0.0412688253796268
"GLT8D1",1.94931603317691,0.0365840477157632
"TIMP2",1.94833456687654,0.0018123413587778
"TSC22D1",1.94363246885709,0.00481504365355185
"TINCR",1.9420024604005,0.0474053655342491
"PALLD",1.94004464183481,0.0242071808670639
"ANXA4",1.93668983696418,0.00636709338518407
"FBXO32",1.93253018017996,0.0396060360365726
"ERVW-1",1.92878750058938,0.0162417097923283
"EXTL3",1.92477645273841,0.00741786214898321
"REPS2",1.92236791643076,0.0305804368665487
"HMGN3",1.91696604721905,0.0116790528132786
"LYPLA1",1.91287521984924,0.0146099579240737
"DHCR24",1.91007893167693,0.0452367068059654
"MTND4P24",1.90669850496782,0.0263220560744437
"AGRN",1.89699730933371,0.0258578992005928
"LIMS2",1.89375530582345,0.047055049256687
"APOL1",1.88673634007381,0.0117504972612684
"TNS3",1.88673244771824,0.00746578619034943
"SVEP1",1.88433436574293,0.0441184105050851
"RASA1",1.87912251940604,0.00754715253462751
"KIF1C",1.87877336803884,0.0117504972612684
"ETV5",1.8708524547889,0.023340126478515
"SEMA4C",1.86251356488517,0.00997592576818679
"GATA2",1.86177938998792,0.0428294151814888
"DLG5",1.85445021273134,0.0168389786104322
"CRYAB",1.85167512343826,0.0325364608602926
"SIL1",1.85050131495964,0.0208891549666115
"CRISPLD2",1.84586126925945,0.00958987944602766
"FHDC1",1.84370960932741,0.0351624372493117
"EPHB4",1.84334136673495,0.0492954011940649
"PPARG",1.84177072973747,0.0282342157546953
"MTCO3P22",1.84162946078419,0.0179901067415032
"PLOD1",1.84160237332497,0.0130874579185374
"C1orf115",1.83707789291782,0.0244591348405638
"DDB1",1.8337667046895,0.00796205496541345
"TFAP2A",1.83238607438031,0.0164656908877354
"ENSG00000262879",1.82806381710671,0.0327832042440868
"GPC3",1.8274310712682,0.0404178934228471
"BZW2",1.80822222015622,0.0105518278643475
"TFPI2",1.80738312546825,0.00794761995022993
"MRPS27",1.79889501478174,0.0264338083792718
"MT-CO1",1.79191898229324,0.00933634253698854
"CYB5R1",1.7899766514113,0.0311191329875868
"MRPL51",1.78902918230877,0.0478274763365976
"ADM",1.78837219155003,0.00591242964600677
"ATMIN",1.77585454834873,0.0231700591049102
"REEP3",1.76653806861423,0.0315683279752473
"RHOBTB3",1.76315968575584,0.0151379769656921
"PLPP3",1.74931963118237,0.0436471475991931
"CD59",1.73488516726434,0.00882751551475512
"PGRMC1",1.71031929361137,0.0417296447421897
"GIPC1",1.70808812041629,0.043710382057521
"DSTN",1.70558468044807,0.0183780089185171
"ACOX1",1.70533082142325,0.0323288859654787
"LMO4",1.69914299502362,0.0453087462137019
"STS",1.68618259000337,0.0414345973117835
"DOCK9",1.6832192192528,0.0260067887112157
"MMP14",1.66521832261047,0.0203627007925836
"ID3",1.66258593945767,0.0347673556949413
"PNKD",1.64959870606431,0.0302205338358
"GBF1",1.64692003106777,0.0276703372840809
"MT-RNR2",1.61718558854206,0.0181402186654824
"UBA2",1.60360069414949,0.0425790017558636
"AKR1B1",1.58031486686012,0.0327046580022872
"CLTB",1.57900511191009,0.0484177966512275
"APP",1.57631171322737,0.0364053167001691
"IL1RAP",1.57306592577723,0.0339192723614365
"CSF2RB",1.55391692964319,0.0417738304225468
"JPT1",1.54032571671465,0.0444069228626374
"MORF4L2",1.51007185381504,0.0347673556949413
"RRBP1",1.49719683343643,0.0368063980102482
"MTND2P28",1.47570991513357,0.0440821500344923
"PIK3AP1",-1.41883460887786,0.047335270574269
"IL1RN",-1.43089216044781,0.0413656909874296
"ATP2B1",-1.43811545188406,0.0404178934228471
"SATB1",-1.45169245470633,0.0486874857143992
"ZC3HAV1",-1.46667701581577,0.0396600014695086
"CD6",-1.47010822114235,0.0482719387971899
"IKZF1",-1.48445047258076,0.0400996217898406
"PER1",-1.49216122945243,0.0424406602881167
"DENND5A",-1.51026299020968,0.030831174925723
"SMAD7",-1.5130602945766,0.047398132963701
"SIPA1",-1.51479437333054,0.0386765571297423
"DRAM1",-1.51683922261896,0.0368789861660282
"ARRDC2",-1.52592994115301,0.0332090351542683
"TBXAS1",-1.54070892238417,0.0398100670267957
"IRF8",-1.54558468039589,0.0352459985836744
"DMXL2",-1.54927638101322,0.0331666431400983
"SNN",-1.55054459700668,0.0350937659276455
"TLR2",-1.55993645026572,0.0371608289117469
"R3HDM4",-1.57357581846721,0.0382830887895719
"SIK1",-1.58896109686537,0.0434862458716482
"NFKB1",-1.60243578062902,0.028005575628313
"MKNK1",-1.60658133795757,0.0445610057611874
"ISG20",-1.60799452406533,0.0315346195548159
"TAGAP",-1.61173442666352,0.0354825871627369
"TLR4",-1.61268705340769,0.024461041517569
"ADORA2A",-1.61455686472074,0.0297869900706889
"USP7",-1.6153786662301,0.030831174925723
"RNF166",-1.61604514060725,0.0303658995736785
"TMEM63A",-1.63740818521703,0.0265028482820367
"CD5",-1.64339332613628,0.0193508170877516
"USP12",-1.64662083075861,0.0203627007925836
"C1QB",-1.64850957899694,0.015714420850898
"SLC5A3",-1.6509856410523,0.0354825871627369
"CARD11",-1.6606315336805,0.022755171996177
"NBN",-1.67141172405774,0.0206988955358833
"ITPKB",-1.67190364024903,0.0173186094478726
"PTGER4",-1.67320792591079,0.0172944389960211
"KIF21B",-1.67322161052868,0.0189321163255972
"ANKRD10",-1.68017206353797,0.0172944389960211
"RNASE1",-1.68314343456973,0.0131552593973056
"ZNF316",-1.6837942462737,0.0400996217898406
"TCIRG1",-1.68487358656101,0.0121359694585704
"AQP9",-1.68969585110186,0.0140586628227239
"PLEK",-1.69733656593737,0.0264668925881022
"MTF1",-1.70124102263684,0.0164244157703851
"STK4",-1.7037096574954,0.0104447230718795
"RIPOR2",-1.70377794857861,0.0303658995736785
"IL10RA",-1.71546263208251,0.0110732397439951
"OASL",-1.71845483091237,0.0194022709043921
"C1QA",-1.72265791479997,0.0176229586200822
"CHD7",-1.72874519079352,0.0176479135578816
"CR1",-1.7303536155032,0.023136060961611
"RETREG1",-1.73761448961569,0.0395596391746807
"RESF1",-1.7394291996636,0.0378541026533707
"PIK3R5",-1.74827428468807,0.0153049689980036
"BCL11B",-1.75689811102279,0.0248066194166898
"IGLC2",-1.76102436259576,0.0425790017558636
"PTPRJ",-1.77928518205104,0.00761733066442454
"PIK3CD",-1.79346190169766,0.00858433432615292
"IRF1",-1.79554409121208,0.0204189588522415
"UIMC1",-1.80294143823486,0.0291341504812673
"SELENOP",-1.80710163558049,0.043710382057521
"SPOCK2",-1.81250733061374,0.00654791785287744
"SORL1",-1.81554963910214,0.00755596821996292
"HLA-DOA",-1.81784628536966,0.0342938485801521
"SIPA1L2",-1.81923558205625,0.0260067887112157
"IFIT3",-1.82785395372836,0.015714420850898
"NFATC1",-1.8361173067939,0.0157303821535337
"CD3G",-1.83829984790656,0.0408470362167524
"ZNF710",-1.83862765029391,0.0156511396705114
"ACSL1",-1.84221856241945,0.00654791785287744
"FHIP1B",-1.84655826597697,0.0218695173674845
"CCDC93",-1.84889005416781,0.00758071066005409
"GCC2",-1.85062319833157,0.0153169773760287
"FCMR",-1.86848566415768,0.00746601765548142
"PRDM8",-1.87021888088765,0.0280955577743951
"CD226",-1.87335809632898,0.0319097898321444
"F13A1",-1.88144520392284,0.0145934093018685
"IL1A",-1.88431710848637,0.00480130848528571
"FCGR3B",-1.88576460417658,0.0284060958449686
"SULT1B1",-1.89084702943168,0.0405082329099529
"LY9",-1.89204302927897,0.0179082591347379
"PHACTR1",-1.89556611775815,0.0205435548491745
"IL21R",-1.90496301689645,0.00526401603660059
"TNFAIP6",-1.90703165589625,0.00544732939607306
"CAMK4",-1.90753378818816,0.0194354273175349
"C1QC",-1.90928570424631,0.00616497980243592
"MARCKS",-1.91490166910825,0.00306556161306668
"TBK1",-1.91624826199799,0.0282715364542631
"PNKP",-1.92048413153119,0.0187012536896121
"PGGHG",-1.92474134665572,0.0391347582483444
"CCR7",-1.92629673964405,0.00808502677758542
"AMDHD2",-1.93853896731502,0.0229525202560834
"N4BP1",-1.93862307930171,0.0127375084336203
"PTAFR",-1.94435092255419,0.00346582999986064
"IGHA2",-1.94662931115893,0.00837291093913179
"NIBAN1",-1.94683614400851,0.00757787890831691
"SC5D",-1.95577388531253,0.00852835154543175
"MIR3945HG",-1.95606265529964,0.00521675876560754
"MIR155HG",-1.95877006939164,0.0179082591347379
"IFIT2",-1.97485389304174,0.00184344568611857
"GOLGA8B",-1.98222172218918,0.00269102410848534
"PFKFB2",-1.98285894144378,0.0497256905033501
"ENSG00000241860",-1.98298711602745,0.0381658716313114
"CAMP",-1.98723502075867,0.0282660957331179
"DGKD",-1.99186820006206,0.0055585479228989
"TRIM58",-1.99551697478096,0.0239506562085943
"IFT122",-2.0050659212205,0.047199598911581
"LBR",-2.00549273448111,0.00456626907977562
"IL16",-2.00678526554253,0.00272543079083429
"GAL3ST4",-2.02826410112755,0.0448265187679361
"SLAMF7",-2.03434491934323,0.00292565924159213
"LTB4R",-2.03864505661762,0.0192615344883231
"LPAR6",-2.03993444620104,0.0283207196834608
"EPHA4",-2.04107582312089,0.0203627007925836
"RAB30",-2.04766642852496,0.00569423235835349
"ATP8B2",-2.05377714596833,0.0426770361287026
"JCHAIN",-2.05785699349678,0.00624095681664
"CXCL8",-2.08232771744981,0.00118605928514226
"SIGLEC1",-2.09006612130627,0.00358309499623642
"PADI4",-2.0915379390001,0.00626779566135474
"MIR223HG",-2.09276677139488,0.0441184105050851
"EGR2",-2.09350409585469,0.00826966596995525
"P2RY8",-2.09606866830789,0.00088814380495305
"HSPA1A",-2.10002758451701,0.0325027713074103
"SLC12A6",-2.10236733537127,0.00105299058532396
"BACH2",-2.10929305955003,0.00276973544180422
"ANKRD33B",-2.11223275661319,0.00412904200915671
"ENSG00000289692",-2.11299234893082,0.00747148367812438
"ANKRD44",-2.11473927921773,0.00127351747078276
"NELL2",-2.1198531630213,0.0208845296303509
"SLC6A6",-2.1210739285113,0.00107311576978483
"SPIB",-2.12226832311143,0.043710382057521
"FBRSL1",-2.12279414644756,0.0480087300999238
"PTGS2",-2.13429549082841,0.00058928769148949
"OLFML2B",-2.13483262705367,0.00842701186928937
"ALOX5AP",-2.13495127830435,0.0167130588462346
"SELL",-2.13808722471263,0.00366730705479538
"CDIP1",-2.14326682622034,0.022007252420301
"CCR4",-2.14443733327896,0.00557771986181885
"IL7R",-2.14735605174261,0.00042187725039405
"PPM1L",-2.15657862197344,0.0352177355463981
"VIPR1",-2.1580381242526,0.0380448849318922
"FXYD6",-2.16629676210725,0.0364640037902118
"GIMAP5",-2.17144275570497,0.00823229714276122
"IRF5",-2.17151933922197,0.043710382057521
"RASGRP2",-2.17894910338824,0.00160647912891137
"PMAIP1",-2.19054901603265,0.00070302768702555
"TNFRSF13C",-2.19326960270443,0.0104342911881786
"PLB1",-2.20400780159755,0.0120083591510109
"SELENBP1",-2.20410087103081,0.0264491575173459
"MARCO",-2.20838142370482,0.0476818810290853
"CAMKK1",-2.22819072718962,0.0112979473498338
"IGLL5",-2.22950463622095,0.00997592576818679
"CHD3",-2.22962924575474,0.00036952265021324
"ENSG00000268903",-2.24933779242821,0.0436471475991931
"ENSG00000291066",-2.25276769988296,0.00345658939082016
"LINC01001",-2.27156449254833,0.0328764008783711
"CD163",-2.28458476036371,0.00073172452149805
