"Enriquecido_En","ID","Description","enrichmentScore","p.adjust","setSize","core_enrichment"
"Femenino","GO:0006898","receptor-mediated endocytosis",0.313229046338548,0.00225281960053339,247,"CCL21/CXCL8/CEACAM1/CLTCL1/LDLR/CLU/NRG1/CAV1/FCER2/HIP1/VEGFA/FCMR/APP/RAMP2/ADRB2/DGKD/HSPG2/DPP4/ITGAM/FPR2/CD14/ABCA2/CXCR1/TAMALIN/LYVE1/FCGR1A/CUBN/ITGA4/CXCR2/LRP2/CLEC4M/CCR7/CNTN2/GRK2/DLG4/CXCL16/ARRB2/APLN/ANG/ARRB1/KIAA0319L/DKK1/TNK2/STAB2/LRP3/ANGPT1/SYK/CBL/CLEC9A/HIP1R/PLCG2/LRP1/MARCO/SCRIB/DRD4/B2M/FCER1G/SUSD4/SORL1/ARAP1/RAB31/ITGB2/PIP5K1C/NLGN3/CAV2/TPCN2/SCARF1/LMBR1L/FCHO1/CD36/EFNB2/GRK3/ANKRD13B/ITGB1/BICD1/TBC1D5/DLL1/NEU3/DNM1/NUMB/VLDLR/ANKRD13D/SLC9B2/FCGR2B/NTF3/SNAP91/HMMR/LILRB1/GRB2/GAK/RAB9B/ASGR1/APOC2"
"Femenino","GO:0042832","defense response to protozoan",0.616265491319375,0.00227710625112243,25,"DEFA1/NKG7/IL4R/ARG1/BATF/BCL3/CD37/IL10/CCDC88B/SLC11A1/MYD88/GBP4/IRF8/GBP1/TSPAN32/LYST"
"Femenino","GO:0045576","mast cell activation",0.473848127742294,0.00227710625112243,59,"RHOH/S100A12/RAB44/FES/LAT/KIT/PLSCR1/NR4A3/IL4R/PTGDR/SLC18A2/NECTIN2/PTPRE/CD300LF/RAC2/FGR/PIK3CD/ADGRE2/LCP2/CNR2/CD300A/SYK/PIK3CG/CBL/LAT2/FCER1G/BTK/CD226"
"Femenino","GO:0007492","endoderm development",0.43529382255166,0.00228041981720807,75,"MMP8/DUSP2/COL8A1/MMP9/COL12A1/EOMES/LAMB3/LAMB1/MAP2K1/EXT1/LAMA3/ITGA4/COL5A2/KIF16B/COL5A1/POU5F1/COL4A2/NOG/DKK1/HNF1B/SOX17/NOTCH1/LAMC1/NANOG/SOX7/MYH9/ITGB2/SMAD3/DUSP1/ITGA5"
"Masculino","GO:0033617","mitochondrial cytochrome c oxidase assembly",-0.590749551301408,0.00229710733808173,27,"SCO1/COX16/PET100/UQCC5/STMP1/SMIM20/COX17/SURF1/COA3/COA5/COX14/COA6/COA4/PET117/UQCC6/COA8/TACO1"
"Femenino","GO:0019216","regulation of lipid metabolic process",0.309967395580336,0.00230907316086025,278,"IL1B/EGR1/CH25H/CCDC3/DKK3/BCL11B/GFI1/CEACAM1/CCN1/LDLR/PTGS2/BMP2/HCAR2/CAV1/IGFBP7/GOLM1/FMO5/EDN1/ACER1/RAB38/KIT/IRS2/PLIN5/TRIB3/H6PD/LPCAT1/ABCA2/CIDEB/AVP/TSPO/THRA/IRS1/CPT1A/AKR1C3/UGT1A6/MBOAT7/ABCA3/MID1IP1/SCAP/PDE3B/SREBF2/IFNG/DGKQ/ACACB/ZFP69/DGAT2/HCAR1/BRCA1/TNF/PAQR4/TMX1/CAPN2/ASAH1/PIK3CG/EDN2/UBR4/APOD/ACSL3/PAQR3/TAFAZZIN/ADGRF1/PLCG2/ZFP92/RNF213/SLC27A1/TPK1/PPARGC1A/PSAP/ID2/ZBTB20"
"Femenino","GO:0070942","neutrophil mediated cytotoxicity",0.702462438819025,0.00231053563728277,16,"CTSG/ELANE/AZU1/TREM1/ARG1/DNASE1/DNASE1L3"
"Femenino","GO:0003081","regulation of systemic arterial blood pressure by renin-angiotensin",0.614283063574519,0.00235857422327228,25,"CTSG/CPA3/F2R/PCSK5/RPS6KA2/ANPEP/SUCNR1/NDST2/PRCP/ENPEP/ATP6AP2/ACE/CYBA"
"Femenino","GO:0009101","glycoprotein biosynthetic process",0.315366900744585,0.00235857422327228,255,"CCL21/TMTC1/B3GLCT/B3GAT1/ST8SIA6/ITM2A/MGAT5/HBEGF/LARGE1/B4GALNT2/FUT3/FUT4/GALNT15/XYLT1/CHSY3/JAK3/ABCA2/CYTL1/CHST13/EXT1/GALNT10/C1GALT1C1/B3GALNT1/HS3ST3A1/CHPF2/CCR7/MAN2A2/GALNT4/SLC35B2/LARGE2/GALNT18/GALNT3/B4GALT5/GANAB/ITM2B/EXTL3/VANGL2/NDST1/TMEM260/IL33/CHST11/NCSTN/SLC35D1/TMTC4/MAN2A1/CSGALNACT2/CCDC134/NDST2/ANGPT1/ST6GAL1/GCNT3/ST3GAL2/TMTC2/SOAT1/ALG6/TM9SF2/XYLT2/ITM2C/UGGT1/IGF1/MGAT1/POFUT2/GLCE/CHST14/GNPTAB/CHST15/SLC2A10/GANC/GALNT7/POMT1/B3GNT2/TET2/CHST2/POFUT1/MAN1A1/DSE/EOGT/HS6ST2/MOGS/GALNT14/ALG1/ABCA7/NECAB1/GALNT6/TMEM165/CHST7/HS3ST2/B3GNT5/GALNT11/RFT1/MGAT2/GCNT1/TRAK1/TMTC3/GALNT16/ST8SIA4/XXYLT1/ALG10/CHST10/TET3/GALNT9/B3GNT7/B3GALT6/OGT/HEXB/ALG12/HS3ST1"
"Femenino","GO:0052652","cyclic purine nucleotide metabolic process",0.558833834390412,0.00240351999363508,32,"PDE4D/PDE4B/NPR3/ADCY9/EPHA2/GUCY1B1/PDE4A/ADCY3/PDE7A/AMPD2/PDE7B/CACNB4/GUCY1A1/ADCY4/ADCY7/PDE2A/NPR1/PDE9A/PDE4C/PDE8B"
"Masculino","GO:0007032","endosome organization",-0.394624834382704,0.00240351999363508,98,"ATP6V1H/TOM1/PLEKHF1/UBAP1/SCARB2/RAB5C/CORO1C/PHETA1/STAM2/IST1/SNX3/PI4K2A/PLEKHJ1/RAB11A/STAM/VPS4A/CHMP4C/PHETA2/SNX10/TMCC1/VPS4B/EXOC8/RAB22A/VTA1/TSG101/CHMP6/VPS25/CHMP3/SNF8/ATP6V1D/RAB5B/ATP6V0C/PLEKHA3/CHMP5/RAB7A/VPS36/CHMP4B/CHMP2A/CHMP4A/CHMP2B/AKTIP/SQSTM1/RILP/VPS37A/ATP6V1F/AQP11"
"Femenino","GO:0090022","regulation of neutrophil chemotaxis",0.559714076206254,0.0024470877061433,30,"CCL21/CXCL8/THBS4/EDN1/BST1/JAM3/DPP4/DAPK2/CCR7/RAC2"
"Femenino","GO:0032604","granulocyte macrophage colony-stimulating factor production",0.711505248676396,0.00245474574840299,15,"IL1B/CAMP/PAEP/ISL1/LILRA2/CARD9/SYK"
"Femenino","GO:0032645","regulation of granulocyte macrophage colony-stimulating factor production",0.711505248676396,0.00245474574840299,15,"IL1B/CAMP/PAEP/ISL1/LILRA2/CARD9/SYK"
"Femenino","GO:0072010","glomerular epithelium development",0.633294418702222,0.00250387359282813,22,"CD24/PODXL/CD34/EDN1/PROM1/EXT1/JAG1/AMPD2/FOXJ1/NOTCH2/IQGAP1/PECAM1/ASXL1"
"Femenino","GO:0046849","bone remodeling",0.433290556262136,0.00263371337342458,75,"TNFAIP3/IL6/ADRB2/PRKCA/S1PR1/CD38/IAPP/EPHA2/RASSF2/EXT1/RAC2/ADAM8/LRP5/CTSK/GPR55/LEPR/TPP1/NOX4/PTK2B/SYK/TCIRG1/NOTCH2/GJA1/PLEKHM1/ARAP1/DEF8/UBASH3B/INPP5D/SFRP1/SIGLEC15/RAB3D/P3H4/LRRK1/HERC1/SUCO"
"Femenino","GO:0033628","regulation of cell adhesion mediated by integrin",0.515530554700509,0.00272936409397853,45,"CCL21/SKAP1/PODXL/CD3E/FERMT1/JAM3/DPP4/EPHA2/CCL5/PDE3B/RET/SYK/PIK3CG/NCKAP1L/LPXN/LIF/ADAM9/PLAU/CYP1B1/TESC/FERMT3"
"Femenino","GO:0002507","tolerance induction",0.555550414787571,0.00272936409397853,30,"TNFAIP3/CD3E/CLC/IDO1/ICOS/IL2RA/IRAK3/LILRB2/XKR8/HLA-E/HLA-G/FOXJ1/HLA-B"
"Femenino","GO:0002220","innate immune response activating cell surface receptor signaling pathway",0.417148727474209,0.00272936409397853,94,"TNFAIP3/LTF/NFKBIA/PTPN22/CAV1/CLEC6A/KLRC1/KLRD1/KLRC4-KLRK1/KLRC3/FYN/CD14/BPIFB1/FFAR2/KLRK1/FCN1/KLRC4/TLR1/LILRA2/MYD88/TNIP3/SYK/TLR5/IRAK2/NAGLU/PLCG2/TLR4/TYROBP/TLR2/CYBA/HMGB1/TICAM2/OAS1/NMI/SCIMP/IRAK1/COLEC11/TICAM1/IFI35/APPL1/LY96/RAB7B"
"Femenino","GO:0051056","regulation of small GTPase mediated signal transduction",0.302369990580988,0.00278370795186321,293,"F2R/COL3A1/FOXM1/ADGRG1/PLEKHG4B/KITLG/PKP4/PREX2/IQSEC3/CDON/MAP2K1/AKAP13/MAPRE2/ARHGAP19/RAP1GAP2/ARHGAP35/RASIP1/ARHGAP44/CCDC125/ROBO1/RASAL1/RHOF/TEK/SYNPO2L/CCR7/ARHGAP15/SIPA1L3/GPR4/ITPKB/CADM4/ARHGEF19/DOCK6/CDC42SE2/TAGAP/SEMA4D/ARHGAP9/ARHGEF40/CSF1/KIF14/GPR55/ARRB1/PSD3/PREX1/RACGAP1/SIPA1/ARHGEF18/SCAI/PSD4/ARHGAP30/ARHGAP11A/DOCK2/ARHGEF1/F11R/PIK3CG/RASAL3/ARHGAP4/VAV1/RASGRF2/SYNGAP1/NOTCH2/ABCA1/ABL1/ARHGAP22/CBL/DOCK11/CYRIB/SRGAP3/DENND4B/RASA4/ARHGEF16/GMIP/IGF1/ARHGAP6/DOCK8/NOTCH1/MADD/SPRY1/DENND3/SSX2IP/MYO9B/TSC2/FGD5/SRGAP2/ARAP1/FGD3/ARHGAP10/ARHGDIB/MCF2/ARHGAP45/SIPA1L2/VAV2/SIPA1L1/RTN4/IQSEC1/ARHGEF2/ITGB1/FGD2/ARHGEF15/RASA2/MCF2L/RALGAPA2/SGSM3/ARHGAP25/ABR"
"Femenino","GO:0043122","regulation of canonical NF-kappaB signal transduction",0.297717572251467,0.00278370795186321,310,"OLFM4/TNFAIP3/IL1B/LTF/CCL21/UBD/CLEC4D/INAVA/F2R/NFKBIA/RHOH/S100A12/ZC3H12A/CAV1/CLEC6A/WLS/EDN1/GPR89A/VEGFA/CHRNA7/LURAP1L/NAMPT/CD40LG/NLRC3/AKAP13/CAPN3/IRAK3/TRIM25/CARD11/CARD16/TMC8/MAP3K3/CCR7/KLF4/IL1A/PARP1/TLR8/SLC35B2/CYLD/PIM2/ARRB2/PIDD1/USP20/CASP1/PRKCB/NLRP12/PELI2/TRIM22/TNF/CASP10/PER1/MYD88/CARD9/ANGPT1/TNIP3/STAT3/CTH/FLOT2/TRAF5/BIRC3/SECTM1/GJA1/MTDH/ABL1/ZC3HAV1/IRAK2/REL/CARD10/NOD1/GAPDH/PLCG2/TLR4/TNFRSF10B/SLCO3A1/FLNA/LIME1/BTK/TLR2/FASLG/PYCARD/HLA-DRB1/APOL3/EDA/LGALS1/TICAM2/CD74/LTB/TNFSF10/CD36/DDX21/MAPKBP1/IKBKE/NLRX1/CX3CL1"
"Femenino","GO:0043065","positive regulation of apoptotic process",0.270794016213897,0.00280909061926973,498,"THBS1/LCN2/ZBTB16/F3/IL6/UBD/LCK/MYB/IDO1/ECSCR/FCAR/F2R/VNN1/GADD45B/GZMA/CCN1/GADD45A/CLU/BMP2/ZC3H12A/HCAR2/SOD2/MMP9/CAV1/BCL2A1/S100A8/CDK5R1/PMAIP1/TOP2A/APP/RPS6KA2/IGFBP3/NR4A3/CCL3/STK17B/ITPR1/PRR7/CD40LG/MNDA/MCL1/IAPP/S100A9/RASSF2/CIDEB/APAF1/NLRC4/PHLDA1/PLCG1/DAPK2/TSPO/ANKRD1/ISL1/ANO6/TNFSF12/MAP3K10/CXCR3/ITGA4/IFNB1/MYC/PTPRC/DDX3X/TMC8/BTG1/AKR1C3/CCL5/TP73/ALDH1A2/ADAM8/PNMA2/CYLD/PIK3CD/IL10/FOXO1/SOX4/DUSP6/ADORA2A/IFNG/HLA-G/PIDD1/CTLA4/EMILIN2/IFIT2/BIN1/NR4A1/ITGA6/TNF/RET/CASP10/CAPN2/MAP3K20/SMPD1/APC/NCOA1/PNMA3/NOTCH2/TNFRSF10A/KLF11/TNFRSF1B/ABL1/ITM2C/BACE1/G0S2/CAPN10/IRF8/NOD1/TLR4/TNFRSF10B/GRN/GRAMD4/CAMK2D/E2F3/EMILIN1/BCL2L14/NACC2/FAS/SCRIB/PRNP/HTT/ATM/NOTCH1/TNFRSF10C/MAGED1/POU4F1/FASLG/RIPK3/PYCARD/CDKN2A/CD160/JUN/CYP1B1/LGALS1/HMGB1/CERS6/MEF2C/DUSP1/LTB/KATNB1/OMA1/HOXA5/LATS2/ATP2A2/TNFSF10/ZBP1/MAP3K5/INPP5D/SLC27A4"
"Femenino","GO:0042886","amide transport",0.300604475921497,0.00282614702896348,275,"IL1B/CAMP/IL6/ABCA13/DOC2B/SLC16A10/IL1RN/FFAR3/S100A8/EDN1/NLGN2/KCNJ11/HIF1A/FFAR1/IRS2/MIDN/RASL10B/ITPR1/PRKCA/CD38/PAX8/ABCA2/AQP9/PLEKHA8P1/BMP8A/GIPR/GPR27/FFAR2/GNAO1/FOLR3/ISL1/ABCC1/SLC26A6/IRS1/CPT1A/LRP2/CLEC4M/GNAZ/SMPD3/CCL5/TM7SF3/LRP5/MMP7/TOR2A/KCNB1/FOXO1/PFKFB2/SOX4/IFNG/APLN/PRKCB/SLC25A40/TNF/TAP1/BMAL1/PASK/HNF1B/CRHBP/BLK/TCIRG1/KLF7/ABCA1/C2CD2L/PLTP/GJA1/CAPN10/SLC8B1/ABCC8/SLC27A1/TAP2/GABBR1/SLC14A2/PSAP/SLC13A3/SYTL4/SLC25A42/HLA-DRB1/PCLO/CCN3/SLC15A4/MFSD1/OXCT1/CD74/VSNL1/ABCD2/ALOX5/SLC19A1"
"Masculino","GO:0046390","ribose phosphate biosynthetic process",-0.338997867329673,0.00287277365608919,165,"PID1/VCP/ATP5MC1/ATP5F1C/PINK1/ATP5F1E/NDUFS7/AK4/SPHK2/PRKAG2/NDUFV3/ATP5MG/FAM3A/NDUFC1/UCK1/NDUFS3/NME6/ATP5PB/AK9/AK2/NDUFB3/ATP5F1B/RFK/DNAJC30/NDUFA3/ATP5F1D/NDUFV2/NDUFA7/NDUFA8/NDUFS5/ATP5MC3/SDHB/NUDT2/NDUFB4/NDUFA2/PPAT/UMPS/NDUFB8/NDUFS4/ATP5MF/SDHC/ATP5PD/ATP5MK/ATP5IF1/NDUFA1/ATP6V0C/ADCY5/ADK/UCKL1/TGFB1/ATP5MJ/NDUFB9/NDUFS8/NDUFB5/NDUFB11/NDUFS6/NDUFA13/NDUFA9/COX11/NDUFB7/NDUFA12/ATP5PF/NDUFB1/AK1/NDUFB2/NDUFA11/UCK2/UQCC3/SDHD/GUK1/NDUFAB1/STOML2/NDUFA5/AK3/NDUFB10/NDUFA6/NDUFB6/NDUFC2"
"Femenino","GO:0002686","negative regulation of leukocyte migration",0.47858605061545,0.00287813759593348,50,"CCL21/CXCL12/CD69/KLRC4-KLRK1/STAP1/DPP4/CD200R1/KLRK1/SLAMF8/GPR18/MIA3/IL33/PADI2/IL27RA/CD300A/NBL1/GCSAM/APOD/EMILIN1/CCN3/ADTRP/DUSP1/CNN2/PTGER4"
"Femenino","GO:0061614","miRNA transcription",0.425672304555849,0.00292227314388271,72,"IL6/EGR1/MYOCD/MYB/ETS1/FOSL1/BMP2/VEGFA/APP/HIF1A/MYC/DDX5/KLF4/IL10/SREBF2/POU5F1/APLN/TNF/MRTFA/ATOH8/STAT3/NOTCH2"
"Femenino","GO:0097242","amyloid-beta clearance",0.542038435124693,0.00294465201922404,38,"MYOCD/LDLR/CLU/APP/ITGAM/LRP2/SREBF2/IFNG/TNF/SYK/IGF1R/C5AR1/LRP1/MARCO/TYROBP/HMGCR/ITGB2/CD36/ROCK1/ABCA7"
"Femenino","GO:0006509","membrane protein ectodomain proteolysis",0.493795320738731,0.00295588018600835,46,"PRTN3/IL1B/PRKCQ/APP/ERAP1/TIMP1/ADAM8/MMP7/IL10/IFNG/NCSTN/SPPL2B/ADAM19/TNF/RBMX/TNFRSF1B/BACE1/TSPAN17/ADAM9/MYH9"
"Femenino","GO:0061138","morphogenesis of a branching epithelium",0.355225613274509,0.00296161476132464,154,"SOCS3/SULF1/AREG/LEF1/TIE1/COL4A1/TNC/BMP2/GDF7/EDN1/VEGFA/TACSTD2/PAX8/EPHA2/EXT1/PKHD1/CELSR1/RASIP1/MYC/HS3ST3A1/SEMA3C/NRARP/LRP5/IL10/CSF1/VANGL2/CTNNBIP1/NOG/TNF/HNF1B/LAMA1/ABL1/PTCH1/GREB1L/PKD1/SMO/IGF1/DLL4/NOTCH1/MAGED1/SPRY1/KDR/FGFR2/HOXA5/RSPO3/PLXND1/SFRP1/WNT9B/HGF/STK4/NOTCH4/TGFBR2/NTN4"
"Femenino","GO:0001991","regulation of systemic arterial blood pressure by circulatory renin-angiotensin",0.644661749154429,0.00299173800527529,20,"CTSG/CPA3/F2R/PCSK5/ANPEP/SUCNR1/NDST2/PRCP/ENPEP/ATP6AP2/ACE"
"Masculino","GO:0016050","vesicle organization",-0.262433052870479,0.00299173800527529,364,"ATP6V1H/PRKCI/TOM1/TMED2/GOLPH3/PLEKHF1/TRAPPC6A/TMED10/SEC24A/PIP4K2A/GOSR2/TMED9/UBAP1/SYT8/SCARB2/RAB5C/CORO1C/ZNRF1/PHETA1/ANXA1/BLOC1S2/PREB/PPP6C/BLOC1S1/ZNRF2/STAM2/ATP6V0D1/BACE2/IST1/SNX3/ABCB6/PI4K2A/SNAPIN/PLEKHJ1/RAB8A/VAPB/YIPF5/RAB11A/SYT2/ERC2/SHROOM2/STX1B/STAM/STX5/VPS4A/ANKRD27/CHMP4C/SERPINE2/VAPA/SEC13/TBPL1/PHETA2/TRAPPC4/RAB1A/PDCD6/SNX10/GOSR1/TRAPPC2B/PEF1/TFG/TMCC1/VPS4B/SDC4/VAMP3/SLC17A7/EXOC8/ANXA2/RAB22A/PAFAH1B1/VTA1/CPLANE2/TSG101/CHMP6/SNAP29/SDCBP/OSBP/VPS25/DTNBP1/VAV3/AP3M1/AQP1/RAB14/BET1/TRAPPC1/CHMP3/SNAP23/SNF8/WASL/GOLPH3L/SNAP47/STX3/ATP6V1D/STX4/AP3M2/RAB5B/ATP6V0C/PLEKHA3/ATP6V1E1/INSIG1/RAB4B/CHMP5/RAB7A/STX17/STX12/TRAPPC3/STX8/VPS36/ATP6V1G1/HPS6/TRAPPC2L/HID1/ATP6V1G2/TRAPPC5/CHMP4B/CHMP2A/AP2M1/SAR1B/VAMP8/CHMP4A/CHMP2B/AKTIP/RAB2A/TBC1D20/PFN4/SQSTM1/SDC1/RILP/TRAPPC6B/VPS37A/RAB39A/SAR1A/VTI1B/AP1S1/BLOC1S4/STXBP1/ARL8B/ATP6V1F/AP3S1/CPLX1/VAMP7/AQP11/SEPTIN8/AGFG2"
"Femenino","GO:0002763","positive regulation of myeloid leukocyte differentiation",0.476272156329622,0.00301240834518744,53,"LEF1/KITLG/FES/TRIB1/RUNX1/PRKCA/EVI2B/CSF1/CTNNBIP1/IFNG/HCLS1/TNF/RB1/NOTCH2/CCR1/ID2/TYROBP/LIF/POU4F1/HLA-DRB1/TESC/RPTOR/CD74/KLF10/CD4/CASP8/SLC9B2/PPP3CA/IL23R"
"Femenino","GO:0034112","positive regulation of homotypic cell-cell adhesion",0.674047781914051,0.00303085315944266,18,"CTSG/MMRN1/IL6/PDPN/PLAUR/CCL5/JAK1/IL6R/EMILIN2/F11R"
"Femenino","GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell",0.605626687456726,0.00303581317633172,25,"ELANE/IL6/CCL21/SELP/ETS1/CXCL12/FUT4/ITGA4/KLF4/TNF/FUT7"
"Masculino","GO:0000209","protein polyubiquitination",-0.283565822054597,0.00310116435155866,287,"WDR77/BCL2/KLHL42/UBE3A/UBL7/UBE2W/NEDD4/CUL5/UBE2G2/ANAPC15/DCAF15/TRAF3IP2/ANAPC10/UBE3B/UBOX5/CUL1/RNF126/UBE2H/WSB2/PRKAA2/TNKS/GABARAP/TRIM32/MKRN3/PEX10/UBE2T/FBXL17/SPOP/RNF4/KBTBD2/ZNRF1/RNF111/TAX1BP1/BLMH/ZNRF2/FOXO4/XIAP/FBXO9/CDC23/RUSC1/UBE2J2/ZFP91/UBE2O/TAB2/SMURF1/UBE2R2/UBE2D4/UBE2D3/RMND5A/TRIM26/MUL1/ZSWIM2/UBE2N/TNKS2/UBE2Q1/SHARPIN/CDC27/PPIL2/RNF6/RNF167/RNF39/DTX4/FBXO28/TRAF2/UBE2G1/MKRN1/RNF170/TCF25/TRIM21/UBE2L3/RNF185/KLHL20/ANAPC16/UBE2D2/BTRC/UBE2E1/RNF114/RNF8/IRF2BP1/STUB1/RNF34/TRIM55/TRIM62/CDC34/MARCHF5/KCMF1/FBXO22/DUSP22/DDA1/RNF25/UBE2E3/GPS2/UBE2V1/RNF5/YWHAG/RNF146/FBXO45/UBE2B/AKTIP/CDC26/UBE2K/FBXO7/SQSTM1/ANAPC13/SKP1/CASTOR1/RNF135/MARCHF8/YWHAE/TRIM45/ANAPC11/UBE2V2/RBX1/RNF14/MKRN4P/C10orf90/UBE2Q2/RNF7/UBE2A/TRIM15/TARBP2/TRIM58/UBE2U/TRIM6"
"Femenino","GO:0043114","regulation of vascular permeability",0.492051558273787,0.00315621117183818,46,"AZU1/CEACAM1/VEGFA/RAMP2/ARHGAP35/TEK/GPR4/ADORA2A/CTNNBIP1/DDAH1/C2CD4A/PTPRJ/C2CD4B/ANGPT1/ZEB2/CLDN5/PDE3A/ABCC8/FGFBP3/UCN/PLEC/HRH1/BMP6/PRKAA1/PDE2A/NPR1"
"Femenino","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",0.547299475158846,0.00332368595116455,34,"CEACAM6/CEACAM8/SELP/CD6/ICAM1/NECTIN1/VCAM1/FAT4/SELL/CDH2/CXADR/JAML"
"Femenino","GO:0042692","muscle cell differentiation",0.287619998522063,0.00337018488198344,352,"EREG/MYOCD/SORBS2/MYL9/TMEM204/BMP2/NRG1/SOD2/SYNE1/ANKRD23/EDN1/VEGFA/EHD2/CACNA2D2/KIT/RAMP2/LARGE1/B4GALNT2/SMARCD3/IL4R/NFATC2/CDON/IGFBP5/MEIS1/ATP11A/LAMB1/AKAP13/CAPN3/CDK1/CDH2/CXCL9/ACTN1/ANKRD1/WNT5B/ISL1/MYPN/MYC/AKAP6/PDGFRB/FOXP1/G6PD/SYNPO2L/SELENON/ZEB1/CXADR/UCHL1/ARRB2/HDAC4/EHD1/BARX2/TNNT2/MYH11/BIN1/TMOD2/NOX4/DKK1/RB1/CAPN2/SPG11/MRTFA/LOX/DOCK2/CACNB4/MYOM3/CTH/LAMA1/PRICKLE1/MAPK11/NOTCH2/GREB1L/LDB3/NAGLU/SMO/NFATC1/MYBPC2/DNMT1/IGF1/ADGRB1/ID2/NOTCH1/LAMC1/TTN/CD53/CCN3/FHOD3/FER1L5/MYH9/SPEG/EZH2/PARP2/MEF2C/CAV2/FGFR2/ATP2A2/RARA/MAPK14/EFNB2/ALPK2/LAMA2/ITGB1/MYLK3/NOTCH4/COL6A1"
"Femenino","GO:0002691","regulation of cellular extravasation",0.54681493882987,0.00341306319445192,34,"ELANE/CCL21/SELP/PDGFD/ICAM1/CXCL12/BST1/JAM3/FUT4/LYVE1/ITGA4/ADAM8/AGER/FUT7/IL27RA"
"Femenino","GO:0043616","keratinocyte proliferation",0.487782260204038,0.00341849182448441,49,"EREG/AREG/CDH13/LRG1/NFKBIZ/BCL11B/FST/EPPK1/KLF9/FERMT1/ZFP36/SFN/ZEB1/EXTL3/CD109/NOTCH2/PTCH1/CDKN2A/FGFR2/EFNB2/CDKN1A/SRSF6/TGM1/SDR16C5/IFT57/IFT80/PRKD1/CASK"
"Femenino","GO:0006687","glycosphingolipid metabolic process",0.466030501780604,0.00351037125918457,55,"UGCG/ST8SIA6/KIT/LARGE1/NEU4/FUT4/ABCA2/B3GALNT1/GBA3/B4GALT5/B4GALT6/CERK/ST3GAL2/SMPD1/TM9SF2/NAGLU/FA2H/GLB1/ITGB8/ST6GALNAC3/GALC/NEU3/B3GNT5/GLA/SUMF1/ST8SIA4/PRKAA1/PRKCD/HEXB/UGT8"
"Masculino","GO:0070936","protein K48-linked ubiquitination",-0.368091128516723,0.0035808355609518,109,"CUL5/UBE2G2/ANAPC15/ANAPC10/CUL1/RNF126/UBE2H/GABARAP/UBE2T/RNF4/KBTBD2/ZNRF1/TAX1BP1/ZNRF2/FOXO4/FBXO9/CDC23/UBE2R2/UBE2D4/UBE2D3/CDC27/RNF6/DTX4/UBE2G1/RNF170/TCF25/TRIM21/ANAPC16/UBE2D2/BTRC/UBE2E1/RNF8/RNF34/TRIM55/CDC34/MARCHF5/KCMF1/DUSP22/UBE2E3/RNF5/RNF146/FBXO45/UBE2B/CDC26/UBE2K/FBXO7/ANAPC13/SKP1/TRIM45/ANAPC11/RBX1/UBE2Q2/UBE2A/TRIM6"
"Femenino","GO:0046633","alpha-beta T cell proliferation",0.487060160972557,0.00359602623183567,46,"CD3E/ZAP70/PRKCQ/IL2RA/CD55/LGALS9B/IRF1/CARD11/MYC/PTPRC/HLA-E/TYK2/TNFRSF14/CD28/DOCK2/SYK/RASAL3/ELF4/VSIR/HLA-A/IL15/TNFSF4/TGFBR2"
"Femenino","GO:0043116","negative regulation of vascular permeability",0.669711266496843,0.00359926232950668,18,"CEACAM1/VEGFA/RAMP2/ARHGAP35/ADORA2A/DDAH1/PTPRJ/ANGPT1/CLDN5/PDE3A/ABCC8"
"Femenino","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II",0.558208345992101,0.00360607068636853,33,"HLA-DQB1/HLA-DQA1/CTSS/HLA-DPA1/HLA-DRA/B2M/FCER1G/PYCARD/HLA-DRB1/HLA-DPB1/MARCHF1/CD74/HLA-DMB/CTSV/HLA-DOB/HLA-DMA/CTSD/UNC93B1/HLA-DOA/FCGR2B"
"Masculino","GO:0046753","non-lytic viral release",-0.698026075594517,0.00361244204745026,15,"VPS4A/CHMP4C/VPS4B/CHMP6/CHMP3/CHMP5/CHMP4B/CHMP2A/CHMP4A/CHMP2B/ARL8B"
"Femenino","GO:1903978","regulation of microglial cell activation",0.688528235793887,0.00379709608540209,16,"IL6/MMP8/LDLR/CST7/LRRK2/CCL3/STAP1/PTPRC/GRN/SYT11/CX3CL1/SPHK1/CTSC"
"Femenino","GO:0002643","regulation of tolerance induction",0.639149005025313,0.00379709608540209,20,"CD3E/CLC/IDO1/IL2RA/IRAK3/LILRB2/HLA-G/FOXJ1/HLA-B"
"Femenino","GO:0072376","protein activation cascade",0.656529159467517,0.00379709608540209,17,"THBS1/THBD/F13A1/GP1BB/GP9/GP1BA/KLKB1/PRCP/FLNA"
