"Enriquecido_En","ID","Description","enrichmentScore","p.adjust","setSize","core_enrichment"
"Femenino","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production",0.498459569614366,4.60098039215686e-09,170,"THBS1/BPI/TNFAIP3/AZU1/CAMP/IL6/LTF/CD2/MMP8/ORM2/FCGR2C/CLU/ZC3H12A/PTPN22/ORM1/SPON2/LILRA5/ARID5A/APP/CHRNA7/LRRK2/CCL3/ZFP36/NLRC3/CD14/SLAMF1/FCGR2A/IRAK3/TSPO/FCGR1A/ISL1/SPN/PTPRC/FOXP1/BCL3/ADAM8/IL1A/IL10/ARRB2/HLA-E/GPR18/IFNG/TLR1/IL33/LILRA2/MAPKAPK2/PTPRJ/AGER/MYD88/CARD9/ANGPT1/IL27RA/SYK/STAT3/CYBB/CD86/ELF4/NOD1/PLCG2/ABCC8/VSIR/TLR4/C1QTNF4/SYT11/IGF1/FCGR1BP/TYROBP/SASH3/ZBTB20/FCER1G/BTK/TLR2/PYCARD/CYBA"
"Femenino","GO:0050863","regulation of T cell activation",0.451932376361396,4.60098039215686e-09,372,"CTSG/IL7R/IL1B/ZBTB16/IL6/HLA-DQB1/CCL21/CD24/CD2/CD3E/HLX/LCK/CLC/ZAP70/TARM1/IDO1/LEF1/CD6/NFKBIZ/NLRP3/VNN1/TIGIT/ICOS/TESPA1/RHOH/TBX21/PRKCQ/ZC3H12A/EGR3/TCF7/PTPN22/LAG3/CAV1/PRDM1/KITLG/CD69/IL2RA/LAT/CD55/CAMK4/KLRC4-KLRK1/HLA-DQA1/SMARCD3/FYN/RUNX1/CR1/IL4R/VCAM1/ARG1/PLA2G2D/DPP4/RUNX3/CD40LG/FANCD2/BATF/SOX12/SLAMF1/LGALS9B/JAK3/CD83/TNFRSF21/IRF1/DTX1/IL12RB1/JUNB/CARD11/KLRK1/SPN/IFNB1/TNFRSF9/TNFSF13B/LILRB2/SIRPG/PTPRC/IL2RG/SIRPB1/CD5/CCL5/CD37/CCR7/RAC2/ADAM8/TNFSF9/TNFRSF13C/IL1A/NRARP/ZEB1/ITPKB/CD70/CYLD/PIK3CD/IL10/CD1D/CORO1A/HLA-E/SOX4/ADORA2A/TMIGD2/IFNG/HLA-G/CTLA4/HLA-DPA1/FOXJ1/CCDC88B/VTCN1/TYK2/AGER/TNFRSF14/TNFSF8/CD28/LAPTM5/CD300A/SYK/RASAL3/ICOSLG/FLOT2/VAV1/TNFRSF1B/CD86/ABL1/TMEM131L/CYRIB/VSIR/SLC46A2/BTLA/FGL2/NCKAP1L/IGF1/PAG1/HLA-DRA/SCRIB/HHLA2/PRNP/DOCK8/B2M/SASH3/TSPAN32/RIPK3/CRTAM/PYCARD/HLA-DRB1/CDKN2A/CD160/HLA-A/HLA-DPB1/LGALS1/HMGB1/CD74/HLA-DMB/TOX/IL6ST/RARA/FCHO1/EFNB2/MAP3K8/NFKBID/IL15/HLA-DOB/GPR65/ZBTB1/CD80/KLHL25/IRF4/HLA-DMA/TNFSF4/TGFBR2/SIRPA/MAD1L1/CD4/LAX1/CD46/CD47/ACTB/CD209"
"Femenino","GO:0002697","regulation of immune effector process",0.450671635046266,4.60098039215686e-09,379,"KLRB1/IL7R/IL1B/IL6/HLX/CLC/CD7/INAVA/NFKBIZ/NLRP3/PGLYRP1/TIGIT/KIR2DL4/CEACAM1/CD177/ICAM1/TBX21/CLU/FFAR3/ZC3H12A/FCRL3/LAG3/SPON2/SLAMF6/FCER2/FES/CD69/CD55/KLRC1/EPX/KLRD1/ARID5A/KLRC4-KLRK1/KIT/KLRC3/IL18RAP/NCR1/NR4A3/CR1/IL4R/CFH/ARG1/STAP1/CD40LG/CLEC12B/ITGAM/BATF/SLAMF1/CD96/S100A9/JAK3/DNASE1/IRAK3/CD244/SH2D1B/IL12RB1/NECTIN2/FFAR2/JUNB/FCGR1A/NCR3/KLRK1/FCN1/SPN/IFNB1/PTPRC/KLRC4/IL2RG/CR2/DNASE1L3/MSH2/PRAM1/CD37/RAC2/RASGRP4/HLA-F/FGR/IL10/CD1D/SLAMF8/ARRB2/HLA-E/IFNG/HLA-G/ULBP3/WAS/ATAD5/FOXJ1/ADGRE2/PKN1/IL33/CD22/MAPKAPK2/HLA-B/TNF/AGER/TNFRSF4/TNFRSF14/MYD88/CD28/FUT7/CARD9/LAPTM5/ANGPT1/IL27RA/CD300A/SYK/HLA-H/VAV1/CFP/TNFSF13/SECTM1/TNFRSF1B/CD86/ULBP2/SH2D1A/CYRIB/NOD1/PLCG2/TLR4/GRN/TAP2/FGL2/SERPING1/NCKAP1L/HLA-DRA/B2M/TYROBP/SASH3/FCER1G/BTK/KMT5C/SUSD4/CD226/RIPK3/CRTAM/PYCARD/HLA-DRB1/CD160/HLA-A/SLC15A4/LGALS1/HMGB1/ITGB2/CD74/HLA-DMB/C4BPB/STAT6/RTN4/RARA/CD36/GPI/DDX21/NFKBID/INPP5D/LAMP1/DHX58/GPR65/ZBTB1/CD80/MR1/NLRX1/CALHM6/NSD2/IRF4/EVPL/TNFSF4/SCIMP/POMC/CD46/IL13RA1/LOXL3/IL18R1/COLEC11/SPI1/ZBTB7B/MAPK3/NCF1/DDX60/TICAM1/RC3H1/BST2/MICA/FCGR2B/APPL1/PIK3R6/CD40/LILRB1/BCL10/ZNF683/IL23R"
"Femenino","GO:0070661","leukocyte proliferation",0.459058526434334,4.60098039215686e-09,319,"TNFAIP3/IL7R/IL1B/SH2D2A/IL6/CD24/CD3E/CLC/ZAP70/IDO1/LEF1/CD6/NFKBIZ/NPR3/PRKCQ/CLU/FCRL3/PTPN22/KITLG/IL2RA/CD55/FOSL2/CCND3/GPR183/BST1/KIT/HELLS/FYN/CR1/VCAM1/IKZF3/ARG1/NFATC2/PLA2G2D/IRS2/MPL/CD40LG/MNDA/SLAMF1/CD38/LGALS9B/CD79A/TNFRSF21/IRF1/IL12RB1/JUNB/CARD11/CD19/SPN/IFNB1/TNFRSF9/TNFSF13B/MYC/LILRB2/PTPRC/CR2/CCL5/CD37/RAC2/TNFSF9/TNFRSF13C/IL1A/CD70/IL10/CD1D/CORO1A/HLA-E/CSF1/RASSF5/TMIGD2/HLA-G/HPRT1/CTLA4/HLA-DPA1/ATAD5/FOXJ1/PKN1/IL33/CD22/CCDC88B/NCSTN/SLC11A1/BTN3A1/VTCN1/TYK2/AGER/TNFRSF4/TNFRSF14/TNFSF8/MYD88/CD28/DOCK2/LAPTM5/CD300A/SYK/PIK3CG/RASAL3/ICOSLG/CSF2RB/TCIRG1/VAV1/TNFSF13/TNFRSF1B/CD86/ABL1/ELF4/TMEM131L/VSIR/TLR4/MSN/BTLA/MS4A1/NCKAP1L/IGF1/SCRIB/HHLA2/PRNP/DOCK8/PSMB10/ATM/TYROBP/SASH3/BTK/GAPT/TSPAN32/RIPK3/CRTAM/PYCARD/HLA-DRB1/ACE/CDKN2A/HLA-A/HLA-DPB1/IMPDH1/HMGB1/MEF2C/CD74/HLA-DMB/CNN2/LMBR1L/STAT6/IL6ST/INPP5D/IL15/CD80/CX3CL1/IL5RA/TNFSF4/TGFBR2/CDKN1A/MAD1L1/CD4/CD46/CD209/ARMC5/GPNMB/LST1/ZBTB7B/MAPK3/TICAM1/RC3H1/BST2/FCGR3A/FCGR2B/PPP3CA/CD40/LILRB1/TCF3/SLC39A10/IL23R"
"Femenino","GO:0002237","response to molecule of bacterial origin",0.457102807358635,4.60098039215686e-09,326,"CTSG/ELANE/BPI/TNFAIP3/IL1B/MPO/CAMP/LCN2/IL6/LTF/CD24/MMP8/IDO1/INAVA/CXCL8/SELP/PDE4B/FCAR/PTGER2/F2R/NFKBIA/CD6/NFKBIZ/NLRP3/GFI1/SLPI/NOCT/PENK/CEBPE/CXCL2/PPBP/ZC3H12A/SOD2/PTPN22/MMP9/GBP5/SPON2/S100A8/THBD/CD55/FOSL2/ARID5A/EDN1/KLRC4-KLRK1/TRIB1/TBXA2R/VCAM1/IL12RB2/STAP1/ZFP36/PRKCA/CD14/PTGFR/CD96/IRAK3/CXCL9/VIM/TSPO/ANKRD1/SIGIRR/KLRK1/LILRB2/CARD16/GJB6/FOXP1/CCR7/HMGB2/IL1A/ADAMTS13/IL10/CASP1/TLR1/LILRA2/MAPKAPK2/NR4A1/PTAFR/SLC11A1/IL18BP/TNF/GCH1/CNR2/CAPN2/IL10RA/MYD88/ALPL/CARD9/LCN10/TNIP3/CSF2RB/TLR5/ABCA1/TNFRSF1B/CD86/MTDH/ABL1/ADH5/IRAK2/C5AR1/IRF8/NAGLU/CYRIB/PF4V1/MAPKAPK3/PLCG2/ABCC8/TLR4/TAP2/B2M/NOTCH1/BTK/NFKB2/TLR2/ADAM9/FASLG/PYCARD/HMGB1/ERBIN/MEF2C/BLVRA/FGFR2/TICAM2/RARA/PRPF8/MAPK14/CD36/EFNB2/C2/CXCL5/IL1F10/CD80/HCK/CX3CL1/SBNO2/COL6A1/TNFSF4/SCIMP/IRAK1/GPR31/LY86/SIRPA"
"Femenino","GO:0071674","mononuclear cell migration",0.483464061842198,4.60098039215686e-09,207,"CTSG/DEFA1/DEFA4/THBS1/AZU1/IL6/CCL21/ZAP70/CH25H/PDGFD/ICAM1/CXCL12/S100A12/TBX21/CD69/CCL4/GPR183/KLRC4-KLRK1/APP/PLA2G7/CCL3/JAM3/STAP1/FUT4/FPR2/SLAMF1/S1PR1/CXCR1/EXT1/CD200R1/KLRK1/ANO6/CXCR3/SPN/ITGA4/CXCR2/CCL20/CCL5/CCR7/ADAM8/PIK3CD/CXCL16/CORO1A/SLAMF8/CSF1/IL6R/JAML/MIA3/NLRP12/TNF/RET/PTPRJ/SLC12A2/CKLF/AGER/PTK2B/TNFRSF14/PADI2/FUT7/IL27RA/F11R/PIK3CG/NBL1/GCSAM/MYO1G/EDN2/CCR1/SAA1/TRPM2/ABL1/APOD/C5AR1/SLC8B1/SPNS2/MSN/EMILIN1/ITGB7/DOCK8/RIPK3/CRTAM/PYCARD/CCN3/HMGB1/ADTRP/DUSP1/CNN2/PECAM1/RTN4/ALOX5/CXCL11"
"Femenino","GO:0071222","cellular response to lipopolysaccharide",0.484118256398729,4.60098039215686e-09,199,"CTSG/BPI/TNFAIP3/IL1B/CAMP/LCN2/IL6/LTF/MMP8/CXCL8/PDE4B/FCAR/NFKBIA/CD6/NFKBIZ/NLRP3/GFI1/CEBPE/PPBP/ZC3H12A/PTPN22/MMP9/GBP5/SPON2/CD55/ARID5A/KLRC4-KLRK1/TRIB1/TBXA2R/STAP1/ZFP36/PRKCA/CD14/IRAK3/CXCL9/VIM/TSPO/ANKRD1/SIGIRR/KLRK1/LILRB2/CARD16/HMGB2/IL1A/ADAMTS13/IL10/CASP1/LILRA2/PTAFR/TNF/CAPN2/MYD88/TNIP3/TLR5/ABCA1/TNFRSF1B/CD86/MTDH/ABL1/IRAK2/IRF8/PF4V1/PLCG2/TLR4/B2M/TLR2/ADAM9/PYCARD/HMGB1/MEF2C/TICAM2/RARA/PRPF8/MAPK14/CD36/EFNB2/CXCL5/IL1F10/CD80/HCK/CX3CL1/SBNO2/TNFSF4/SCIMP/IRAK1/LY86/SIRPA/CSF3/LDOC1/SPI1/MAPK3/TICAM1/BMP6/CD40/LILRB1/BCL10/LY96/ABCB1/CARD8/CD68/AXL"
"Femenino","GO:0032640","tumor necrosis factor production",0.49712103892246,4.60098039215686e-09,166,"THBS1/BPI/TNFAIP3/AZU1/CAMP/IL6/LTF/CD2/MMP8/ORM2/FCGR2C/CLU/ZC3H12A/PTPN22/ORM1/SPON2/LILRA5/ARID5A/APP/CHRNA7/LRRK2/CCL3/ZFP36/NLRC3/CD14/SLAMF1/FCGR2A/IRAK3/TSPO/FCGR1A/ISL1/SPN/PTPRC/FOXP1/BCL3/IL1A/IL10/ARRB2/HLA-E/GPR18/IFNG/TLR1/IL33/LILRA2/MAPKAPK2/PTPRJ/AGER/MYD88/CARD9/ANGPT1/IL27RA/SYK/STAT3/CYBB/ELF4/NOD1/PLCG2/ABCC8/VSIR/TLR4/C1QTNF4/SYT11/IGF1/FCGR1BP/TYROBP/SASH3/ZBTB20/FCER1G/BTK/TLR2/PYCARD/CYBA"
"Femenino","GO:0032680","regulation of tumor necrosis factor production",0.49712103892246,4.60098039215686e-09,166,"THBS1/BPI/TNFAIP3/AZU1/CAMP/IL6/LTF/CD2/MMP8/ORM2/FCGR2C/CLU/ZC3H12A/PTPN22/ORM1/SPON2/LILRA5/ARID5A/APP/CHRNA7/LRRK2/CCL3/ZFP36/NLRC3/CD14/SLAMF1/FCGR2A/IRAK3/TSPO/FCGR1A/ISL1/SPN/PTPRC/FOXP1/BCL3/IL1A/IL10/ARRB2/HLA-E/GPR18/IFNG/TLR1/IL33/LILRA2/MAPKAPK2/PTPRJ/AGER/MYD88/CARD9/ANGPT1/IL27RA/SYK/STAT3/CYBB/ELF4/NOD1/PLCG2/ABCC8/VSIR/TLR4/C1QTNF4/SYT11/IGF1/FCGR1BP/TYROBP/SASH3/ZBTB20/FCER1G/BTK/TLR2/PYCARD/CYBA"
"Femenino","GO:0046651","lymphocyte proliferation",0.459001331246784,4.60098039215686e-09,284,"IL7R/IL1B/SH2D2A/IL6/CD24/CD3E/CLC/ZAP70/IDO1/LEF1/CD6/NFKBIZ/PRKCQ/FCRL3/PTPN22/KITLG/IL2RA/CD55/FOSL2/CCND3/GPR183/BST1/HELLS/FYN/CR1/VCAM1/IKZF3/ARG1/NFATC2/PLA2G2D/IRS2/MPL/CD40LG/MNDA/SLAMF1/CD38/LGALS9B/CD79A/TNFRSF21/IRF1/IL12RB1/CARD11/CD19/SPN/IFNB1/TNFRSF9/TNFSF13B/MYC/LILRB2/PTPRC/CR2/CCL5/CD37/RAC2/TNFSF9/TNFRSF13C/IL1A/CD70/IL10/CD1D/CORO1A/HLA-E/RASSF5/TMIGD2/HLA-G/HPRT1/CTLA4/HLA-DPA1/ATAD5/FOXJ1/PKN1/CD22/CCDC88B/NCSTN/SLC11A1/BTN3A1/VTCN1/TYK2/AGER/TNFRSF4/TNFRSF14/TNFSF8/MYD88/CD28/DOCK2/LAPTM5/CD300A/SYK/PIK3CG/RASAL3/ICOSLG/VAV1/TNFSF13/TNFRSF1B/CD86/ABL1/ELF4/TMEM131L/VSIR/TLR4/MSN/BTLA/MS4A1/NCKAP1L/IGF1/SCRIB/HHLA2/PRNP/DOCK8/PSMB10/ATM/TYROBP/SASH3/BTK/GAPT/TSPAN32/RIPK3/CRTAM/PYCARD/HLA-DRB1/CDKN2A/HLA-A/HLA-DPB1/IMPDH1/HMGB1/MEF2C/CD74/HLA-DMB/LMBR1L/IL6ST/INPP5D/IL15/CD80/TNFSF4/TGFBR2/CDKN1A/MAD1L1/CD4/CD46/CD209/ARMC5/GPNMB/LST1/ZBTB7B/TICAM1/RC3H1/FCGR3A/FCGR2B/PPP3CA/CD40/LILRB1/TCF3/SLC39A10/IL23R"
"Femenino","GO:0002706","regulation of lymphocyte mediated immunity",0.480135834188406,4.60098039215686e-09,194,"KLRB1/IL7R/IL1B/IL6/CLC/CD7/NLRP3/TIGIT/KIR2DL4/CEACAM1/TBX21/LAG3/SLAMF6/FCER2/CD55/KLRC1/KLRD1/ARID5A/KLRC4-KLRK1/KLRC3/IL18RAP/NCR1/CR1/ARG1/CLEC12B/SLAMF1/CD96/SH2D1B/IL12RB1/NECTIN2/FCGR1A/NCR3/KLRK1/SPN/IFNB1/PTPRC/KLRC4/CR2/MSH2/RASGRP4/HLA-F/IL10/CD1D/ARRB2/HLA-E/IFNG/HLA-G/ULBP3/WAS/ATAD5/FOXJ1/HLA-B/TNF/AGER/CD28/FUT7/IL27RA/HLA-H/VAV1/TNFSF13/SECTM1/TNFRSF1B/ULBP2/SH2D1A/CYRIB/TAP2/NCKAP1L/HLA-DRA/B2M/SASH3/FCER1G/BTK/KMT5C/SUSD4/CD226/RIPK3/CRTAM/HLA-DRB1/CD160/HLA-A/SLC15A4/HMGB1/C4BPB/STAT6/INPP5D/LAMP1/ZBTB1/CD80/MR1/CALHM6/NSD2"
"Femenino","GO:0032496","response to lipopolysaccharide",0.453521793537903,4.60098039215686e-09,307,"CTSG/ELANE/BPI/TNFAIP3/IL1B/MPO/CAMP/LCN2/IL6/LTF/MMP8/IDO1/CXCL8/SELP/PDE4B/FCAR/PTGER2/F2R/NFKBIA/CD6/NFKBIZ/NLRP3/GFI1/SLPI/NOCT/PENK/CEBPE/PPBP/ZC3H12A/SOD2/PTPN22/MMP9/GBP5/SPON2/S100A8/THBD/CD55/FOSL2/ARID5A/EDN1/KLRC4-KLRK1/TRIB1/TBXA2R/VCAM1/IL12RB2/STAP1/ZFP36/PRKCA/CD14/PTGFR/CD96/IRAK3/CXCL9/VIM/TSPO/ANKRD1/SIGIRR/KLRK1/LILRB2/CARD16/GJB6/FOXP1/CCR7/HMGB2/IL1A/ADAMTS13/IL10/CASP1/LILRA2/MAPKAPK2/NR4A1/PTAFR/SLC11A1/IL18BP/TNF/GCH1/CNR2/CAPN2/IL10RA/MYD88/ALPL/LCN10/TNIP3/CSF2RB/TLR5/ABCA1/TNFRSF1B/CD86/MTDH/ABL1/ADH5/IRAK2/IRF8/NAGLU/PF4V1/MAPKAPK3/PLCG2/ABCC8/TLR4/B2M/NOTCH1/BTK/NFKB2/TLR2/ADAM9/FASLG/PYCARD/HMGB1/ERBIN/MEF2C/BLVRA/FGFR2/TICAM2/RARA/PRPF8/MAPK14/CD36/EFNB2/C2/CXCL5/IL1F10/CD80/HCK/CX3CL1/SBNO2/COL6A1/TNFSF4/SCIMP/IRAK1/LY86/SIRPA"
"Femenino","GO:0051251","positive regulation of lymphocyte activation",0.452023514862397,4.60098039215686e-09,318,"IL7R/IL1B/ZBTB16/IL6/HLA-DQB1/CCL21/CD24/CD3E/HLX/LCK/ZAP70/LEF1/CD6/NFKBIZ/NLRP3/VNN1/ICOS/TESPA1/RHOH/TBX21/PRKCQ/FCRL3/EGR3/CAV1/KITLG/IL2RA/CD55/GPR183/KLRC4-KLRK1/BST1/HLA-DQA1/SMARCD3/FYN/RUNX1/CR1/IL4R/VCAM1/NFATC2/DPP4/IRS2/MPL/RUNX3/CD40LG/SOX12/SLAMF1/CD38/CD83/IL12RB1/CARD11/KLRK1/SPN/TNFSF13B/LILRB2/SIRPG/PTPRC/IL2RG/SIRPB1/MSH2/CD5/CCL5/CCR7/ADAM8/TNFSF9/TNFRSF13C/IL1A/ITPKB/CD70/CYLD/PIK3CD/IL10/CD1D/CORO1A/HLA-E/SOX4/TMIGD2/IFNG/HLA-G/HLA-DPA1/ATAD5/CCDC88B/VTCN1/TYK2/AGER/TNFRSF4/TNFRSF14/MYD88/CD28/SYK/RASAL3/ICOSLG/FLOT2/VAV1/TNFSF13/CD86/ABL1/CYRIB/VSIR/TLR4/NCKAP1L/IGF1/HLA-DRA/HHLA2/DOCK8/B2M/TYROBP/SASH3/BTK/KMT5C/PYCARD/HLA-DRB1/CD160/HLA-A/HLA-DPB1/LGALS1/HMGB1/MEF2C/CD74/HLA-DMB/STAT6/TOX/IL6ST/RARA/FCHO1/EFNB2/MAP3K8/NFKBID/INPP5D/IL15/HLA-DOB/GPR65/ZBTB1/CD80/KLHL25/NSD2/HLA-DMA/TNFSF4/TGFBR2/CDKN1A/SIRPA/PRKDC/IL15RA/CD4/CD46/CD47/ACTB/CD209/SMARCA2/SPI1/ZBTB7B/TICAM1/HLA-DOA/FCGR3A/PIK3R6/PPP3CA/CD40/LILRB1/TCF3/BCL10/SLC39A10/IL23R/WNT10B/MTOR/GRB2/PRKAA1/AXL/CSK/JAK2/GPAM/NR5A2/HLA-DRB5/GAS6/ZMIZ1/NOD2/MALT1"
"Femenino","GO:0050870","positive regulation of T cell activation",0.465312210653636,4.60098039215686e-09,247,"IL7R/IL1B/ZBTB16/IL6/HLA-DQB1/CCL21/CD24/CD3E/HLX/LCK/ZAP70/LEF1/CD6/NFKBIZ/NLRP3/VNN1/ICOS/TESPA1/RHOH/PRKCQ/EGR3/CAV1/KITLG/IL2RA/CD55/KLRC4-KLRK1/HLA-DQA1/SMARCD3/FYN/RUNX1/CR1/IL4R/VCAM1/DPP4/RUNX3/CD40LG/SOX12/SLAMF1/CD83/IL12RB1/CARD11/KLRK1/SPN/TNFSF13B/LILRB2/SIRPG/PTPRC/IL2RG/SIRPB1/CD5/CCL5/CCR7/ADAM8/TNFSF9/TNFRSF13C/IL1A/ITPKB/CD70/CYLD/PIK3CD/CD1D/CORO1A/HLA-E/SOX4/TMIGD2/IFNG/HLA-G/HLA-DPA1/CCDC88B/VTCN1/TYK2/AGER/TNFRSF14/CD28/SYK/RASAL3/ICOSLG/FLOT2/VAV1/CD86/ABL1/CYRIB/VSIR/NCKAP1L/IGF1/HLA-DRA/HHLA2/DOCK8/B2M/SASH3/PYCARD/HLA-DRB1/CD160/HLA-A/HLA-DPB1/LGALS1/HMGB1/CD74/HLA-DMB/IL6ST/RARA/FCHO1/EFNB2/MAP3K8/NFKBID/IL15/HLA-DOB/GPR65/ZBTB1/CD80/KLHL25/HLA-DMA/TNFSF4/TGFBR2/SIRPA/CD4/CD46/CD47/ACTB/CD209/SMARCA2/ZBTB7B/HLA-DOA/PIK3R6/PPP3CA/LILRB1/BCL10/IL23R/WNT10B/MTOR/GRB2/PRKAA1/CSK/JAK2/GPAM/NR5A2/HLA-DRB5/ZMIZ1/NOD2/MALT1"
"Femenino","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0.477373647259341,4.60098039215686e-09,199,"TNFAIP3/IL7R/IL1B/IL6/HLX/CLC/CD7/NFKBIZ/NLRP3/CEACAM1/TBX21/PRKCQ/ZC3H12A/FCER2/CLEC6A/CD69/CD55/KLRC1/KLRD1/ARID5A/CR1/IL4R/ARG1/BATF/SLAMF1/JAK3/IL12RB1/NECTIN2/JUNB/FCGR1A/SPN/IFNB1/TNFSF13B/PTPRC/CR2/MSH2/HLA-F/IL10/CD1D/HLA-E/IFNG/HLA-G/ULBP3/WAS/ATAD5/FOXJ1/PKN1/IL33/HLA-B/SLC11A1/TNF/TYK2/AGER/CD28/FUT7/CARD9/IL27RA/HLA-H/TNFSF13/SECTM1/TNFRSF1B/ULBP2/CYRIB/TAP2/NCKAP1L/HLA-DRA/B2M/SASH3/FCER1G/BTK/KMT5C/SUSD4/CD226/RIPK3/HLA-DRB1/HLA-A/SLC15A4/LGALS1/HMGB1/MEF2C/C4BPB/STAT6/NFKBID/ZBTB1/CD80/MR1/PLA2G4A/IL1RL1/NSD2/TNFSF4/CD4/CD46/LOXL3/IL18R1/ZBTB7B/MAPK3/RC3H1/FCGR2B/CD40/LILRB1/IL23R"
"Femenino","GO:0032943","mononuclear cell proliferation",0.45620152190932,4.60098039215686e-09,290,"IL7R/IL1B/SH2D2A/IL6/CD24/CD3E/CLC/ZAP70/IDO1/LEF1/CD6/NFKBIZ/PRKCQ/FCRL3/PTPN22/KITLG/IL2RA/CD55/FOSL2/CCND3/GPR183/BST1/HELLS/FYN/CR1/VCAM1/IKZF3/ARG1/NFATC2/PLA2G2D/IRS2/MPL/CD40LG/MNDA/SLAMF1/CD38/LGALS9B/CD79A/TNFRSF21/IRF1/IL12RB1/CARD11/CD19/SPN/IFNB1/TNFRSF9/TNFSF13B/MYC/LILRB2/PTPRC/CR2/CCL5/CD37/RAC2/TNFSF9/TNFRSF13C/IL1A/CD70/IL10/CD1D/CORO1A/HLA-E/CSF1/RASSF5/TMIGD2/HLA-G/HPRT1/CTLA4/HLA-DPA1/ATAD5/FOXJ1/PKN1/CD22/CCDC88B/NCSTN/SLC11A1/BTN3A1/VTCN1/TYK2/AGER/TNFRSF4/TNFRSF14/TNFSF8/MYD88/CD28/DOCK2/LAPTM5/CD300A/SYK/PIK3CG/RASAL3/ICOSLG/VAV1/TNFSF13/TNFRSF1B/CD86/ABL1/ELF4/TMEM131L/VSIR/TLR4/MSN/BTLA/MS4A1/NCKAP1L/IGF1/SCRIB/HHLA2/PRNP/DOCK8/PSMB10/ATM/TYROBP/SASH3/BTK/GAPT/TSPAN32/RIPK3/CRTAM/PYCARD/HLA-DRB1/ACE/CDKN2A/HLA-A/HLA-DPB1/IMPDH1/HMGB1/MEF2C/CD74/HLA-DMB/CNN2/LMBR1L/IL6ST/INPP5D/IL15/CD80/TNFSF4/TGFBR2/CDKN1A/MAD1L1/CD4/CD46/CD209/ARMC5/GPNMB/LST1/ZBTB7B/TICAM1/RC3H1/FCGR3A/FCGR2B/PPP3CA/CD40/LILRB1/TCF3/SLC39A10/IL23R"
"Femenino","GO:0071219","cellular response to molecule of bacterial origin",0.473181815494218,4.60098039215686e-09,211,"CTSG/BPI/TNFAIP3/IL1B/CAMP/LCN2/IL6/LTF/MMP8/CXCL8/PDE4B/FCAR/NFKBIA/CD6/NFKBIZ/NLRP3/GFI1/CEBPE/PPBP/ZC3H12A/PTPN22/MMP9/GBP5/SPON2/CD55/ARID5A/KLRC4-KLRK1/TRIB1/TBXA2R/STAP1/ZFP36/PRKCA/CD14/IRAK3/CXCL9/VIM/TSPO/ANKRD1/SIGIRR/KLRK1/LILRB2/CARD16/HMGB2/IL1A/ADAMTS13/IL10/CASP1/TLR1/LILRA2/PTAFR/TNF/CAPN2/MYD88/TNIP3/TLR5/ABCA1/TNFRSF1B/CD86/MTDH/ABL1/IRAK2/IRF8/CYRIB/PF4V1/PLCG2/TLR4/B2M/TLR2/ADAM9/PYCARD/HMGB1/MEF2C/TICAM2/RARA/PRPF8/MAPK14/CD36/EFNB2/CXCL5/IL1F10/CD80/HCK/CX3CL1/SBNO2/TNFSF4/SCIMP/IRAK1/LY86/SIRPA/CSF3/LDOC1/SPI1/MAPK3/TICAM1/BMP6/FCGR2B/CD40/LILRB1/BCL10/LY96/ABCB1/CARD8/CD68/AXL"
"Femenino","GO:0002703","regulation of leukocyte mediated immunity",0.460901187586156,4.60098039215686e-09,250,"KLRB1/IL7R/IL1B/IL6/CLC/CD7/NLRP3/TIGIT/KIR2DL4/CEACAM1/CD177/ICAM1/TBX21/LAG3/SLAMF6/FCER2/FES/CD55/KLRC1/KLRD1/ARID5A/KLRC4-KLRK1/KIT/KLRC3/IL18RAP/NCR1/CR1/IL4R/ARG1/STAP1/CLEC12B/ITGAM/SLAMF1/CD96/JAK3/DNASE1/SH2D1B/IL12RB1/NECTIN2/FCGR1A/NCR3/KLRK1/SPN/IFNB1/PTPRC/KLRC4/CR2/DNASE1L3/MSH2/PRAM1/RAC2/RASGRP4/HLA-F/FGR/IL10/CD1D/ARRB2/HLA-E/IFNG/HLA-G/ULBP3/WAS/ATAD5/FOXJ1/ADGRE2/HLA-B/TNF/AGER/CD28/FUT7/IL27RA/CD300A/SYK/HLA-H/VAV1/TNFSF13/SECTM1/TNFRSF1B/ULBP2/SH2D1A/CYRIB/PLCG2/TLR4/TAP2/NCKAP1L/HLA-DRA/B2M/TYROBP/SASH3/FCER1G/BTK/KMT5C/SUSD4/CD226/RIPK3/CRTAM/HLA-DRB1/CD160/HLA-A/SLC15A4/HMGB1/ITGB2/C4BPB/STAT6/DDX21/INPP5D/LAMP1/ZBTB1/CD80/MR1/CALHM6/NSD2/TNFSF4/SCIMP/POMC"
