"Gene_Symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RPS27P4",45.5825268621963,-23.5376515153976,3.10931481620086,-7.57004449750677,3.73096408239275e-14,1.5114135497773e-09
