"Celulas","Enriquecido_En","ID","Description","enrichmentScore","pvalue","p.adjust","qvalue","setSize","core_enrichment"
"Monocitos (MIM)","Femenino","GO:0002700","regulation of production of molecular mediator of immune response",0.428074699166844,2.85104668854668e-08,7.64569263391404e-07,5.14646081944577e-07,182,"IL1B/IL6/CLC/CD7/INAVA/NLRP3/KIR2DL4/TBX21/FFAR3/FCRL3/SPON2/CD55/EPX/ARID5A/KIT/NR4A3/CR1/IL4R/ARG1/CD40LG/SLAMF1/CD96/JAK3/IRAK3/CD244/FFAR2/IFNB1/PTPRC/IL2RG/MSH2/CD37/HLA-F/IL10/HLA-E/IFNG/HLA-G/ATAD5/PKN1/IL33/CD22/MAPKAPK2/TNF/TNFRSF4/TNFRSF14/MYD88/CD28/CARD9/LAPTM5/ANGPT1/IL27RA/SYK/TNFSF13/SECTM1/TNFRSF1B/CD86/NOD1/PLCG2/TLR4/B2M/SASH3/FCER1G/BTK/KMT5C/CD226/PYCARD/CD160/HLA-A/SLC15A4/CD74/STAT6/RTN4/CD36/GPI/DDX21/NLRX1/CALHM6/NSD2/EVPL/TNFSF4/SCIMP"
"Monocitos (MIM)","Femenino","GO:0031343","positive regulation of cell killing",0.575887187393756,2.90021213524737e-08,7.73334974472495e-07,5.20546448437641e-07,67,"PRF1/LAG3/SLAMF6/KLRC1/KLRD1/KLRC4-KLRK1/KLRC3/IL18RAP/ARG1/STAP1/ITGAM/IL12RB1/NECTIN2/NCR3/KLRK1/PTPRC/KLRC4/HLA-F/CD1D/HLA-E/HLA-G/ULBP3/HLA-B/HLA-H/VAV1/ULBP2/SH2D1A/CYRIB/TAP2/HLA-DRA/B2M/TYROBP/CD226/CRTAM/HLA-DRB1/CD160/HLA-A"
"Monocitos (MIM)","Femenino","GO:0032946","positive regulation of mononuclear cell proliferation",0.461644615880048,3.01700172859461e-08,7.99931588265227e-07,5.38449133958515e-07,138,"IL1B/IL6/CD24/CD3E/ZAP70/CD6/PRKCQ/FCRL3/KITLG/IL2RA/CD55/GPR183/BST1/VCAM1/NFATC2/IRS2/MPL/CD40LG/SLAMF1/CD38/IL12RB1/CARD11/SPN/TNFSF13B/LILRB2/PTPRC/CCL5/TNFSF9/TNFRSF13C/IL1A/CD70/CD1D/CORO1A/HLA-E/CSF1/TMIGD2/HLA-DPA1/ATAD5/CCDC88B/VTCN1/TYK2/AGER/TNFRSF4/MYD88/CD28/SYK/RASAL3/ICOSLG/TNFSF13/CD86/TLR4/NCKAP1L/IGF1/HHLA2/SASH3/BTK/PYCARD/HLA-A/HLA-DPB1/HMGB1/MEF2C/CD74/HLA-DMB/IL6ST/IL15/CD80/TNFSF4/TGFBR2/CDKN1A/CD4/CD46/CD209/TICAM1/FCGR3A/PPP3CA/CD40/TCF3/SLC39A10/IL23R"
"Monocitos (MIM)","Femenino","GO:0031295","T cell costimulation",0.635695559362478,3.17761889574753e-08,8.377845774013e-07,5.63928699357678e-07,48,"CCL21/CD24/CD3E/LCK/ICOS/CAV1/KLRC4-KLRK1/FYN/DPP4/CD40LG/CARD11/KLRK1/SPN/TNFSF13B/LILRB2/CD5/CCR7/TNFRSF13C/PIK3CD/TMIGD2/TNFRSF14/CD28/VAV1/CD86/HHLA2/CD160/LGALS1/EFNB2/MAP3K8/CD80/TNFSF4"
"Monocitos (MIM)","Femenino","GO:0043368","positive T cell selection",0.620994302694609,3.42900908890904e-08,8.99013388505592e-07,6.05142974173244e-07,49,"SOCS3/IL6/CD3E/ZAP70/BCL11B/TBX21/CD3D/SLAMF6/CD69/THEMIS/LY9/BATF/JAK3/IL12RB1/SPN/PTPRC/ITPKB/CYLD/JAK1/IL6R/DOCK2/STAT3/ZFPM1/LGALS1/CD74/STAT6/TOX/IL6ST"
"Monocitos (MIM)","Masculino","GO:0022900","electron transport chain",-0.470885818981421,3.52934349473647e-08,9.20178278933236e-07,6.19389463608429e-07,118,"NDUFV3/ENOX2/PUM2/FDX2/NDUFC1/NDUFS3/SDHAF2/COX7A2L/NDUFB3/NDUFA3/CHCHD2/UQCRQ/NDUFV2/NDUFA7/UQCRFS1/NDUFA8/NDUFS5/GHITM/SDHB/NDUFB4/NDUFA2/IMMP2L/UQCRB/COX7C/NDUFB8/NDUFS4/SDHC/ETFA/UQCRHL/UQCRH/PARK7/NDUFA1/CYB561/COX6B1/COX5B/NDUFB9/UQCR11/UQCR10/NDUFS8/MTCH2/COX4I1/NDUFB5/UQCRC1/UQCRFS1P1/NDUFS6/COX8A/COX7A2/NDUFA9/HCCS/NDUFB7/NDUFA12/NDUFB1/ETFB/ISCU/NDUFB2/COX6C/NDUFA11/UQCC3/SDHD/NDUFAB1/NDUFA5/NDUFB10/COX6A1/COX7B/COX5A/NDUFA6/FDX1/DNAJC15/COQ9/AIFM2/NDUFB6/NDUFC2"
"Monocitos (MIM)","Femenino","GO:0048708","astrocyte differentiation",0.550991487309766,4.17139717357448e-08,1.08156723401022e-06,7.28023432270835e-07,74,"IL1B/IL6/LDLR/BMP2/TSPAN2/S100A8/EOMES/APP/LARGE1/FPR2/MAP2K1/S100A9/VIM/GFAP/CNTN2/ADORA2A/LAMC3/IFNG/NOG/BIN1/TNF/AGER/ZEB2/STAT3/ABL1/C5AR1/NAGLU/SMO/LRP1/TLR4/GRN/ID2/NOTCH1/LIF"
"Monocitos (MIM)","Femenino","GO:0002698","negative regulation of immune effector process",0.461666490926428,4.62395547126867e-08,1.19231994651999e-06,8.0257318503628e-07,130,"IL7R/HLX/PGLYRP1/TIGIT/KIR2DL4/CEACAM1/TBX21/CLU/ZC3H12A/FCRL3/CD69/CD55/KLRC1/EPX/KLRD1/CR1/IL4R/ARG1/CLEC12B/SLAMF1/CD96/JAK3/IRAK3/NECTIN2/SPN/IFNB1/PTPRC/CR2/HLA-F/IL10/SLAMF8/ARRB2/HLA-E/HLA-G/FOXJ1/IL33/CD22/HLA-B/TNF/ANGPT1/CD300A/GRN/FGL2/SERPING1/NCKAP1L/SUSD4/HLA-A/LGALS1/C4BPB/INPP5D/CD80/NLRX1/TNFSF4/CD46/LOXL3/SPI1/ZBTB7B/MAPK3/RC3H1/BST2/MICA/FCGR2B/APPL1/LILRB1/GRB2/A2M/PRKAA1/AXL/PGLYRP3/SPINK5/PTPN6/PVR/SERPINB4/PARP3/BCL6/UFL1/CLEC4G/CCR2/ACP5"
"Monocitos (MIM)","Femenino","GO:0031294","lymphocyte costimulation",0.616828244140645,4.82904580017246e-08,1.23839955957428e-06,8.33590247127843e-07,49,"CCL21/CD24/CD3E/LCK/ICOS/CAV1/KLRC4-KLRK1/FYN/DPP4/CD40LG/CARD11/KLRK1/SPN/TNFSF13B/LILRB2/CD5/CCR7/TNFRSF13C/PIK3CD/TMIGD2/TNFRSF14/CD28/VAV1/CD86/HHLA2/CD160/LGALS1/EFNB2/MAP3K8/CD80/TNFSF4"
"Monocitos (MIM)","Masculino","GO:0000375","RNA splicing, via transesterification reactions",-0.345156860110108,5.48746538561699e-08,1.39960190514677e-06,9.42098605391109e-07,304,"PRPF6/HNRNPM/SFSWAP/SART3/SNW1/HNRNPA3/GPATCH8/SRRM1/FMR1/HNRNPA1/RBM47/DDX42/DCPS/DDX20/DDX41/KHSRP/CWC22/IK/SNRPB/WDR77/U2AF1/EIF4A3/SCNM1/ESS2/SF3A3/PRPF31/DYRK1A/MAGOHB/WTAP/SMN1/HNRNPK/C1QBP/SF3A1/CWC27/AAR2/PRPF18/SNRPE/DDX23/SRSF10/MPHOSPH10/SF3B4/BCAS2/NCL/UPF1/PRMT5/NPM1/RNPS1/GEMIN7/QKI/RBM17/SF3B2/DAZAP1/PPIE/RBM41/C9orf78/SYNCRIP/THRAP3/ZC3H14/CDC5L/MYOD1/TSSC4/SLU7/SNRPF/SNRNP40/KHDC4/PPIH/MFAP1/NCBP2/RBM4/ISY1/SDE2/HNRNPC/RBM10/CD2BP2/SNRPB2/SRSF3/USP39/LARP7/RBPMS/LSM1/RBM23/RBM19/PQBP1/HNRNPUL2/CASC3/GPKOW/COIL/ZCRB1/RBM7/SNRPD2/SNRPD3/PUF60/RBM42/HNRNPH3/MAGOH/LSM7/SF3B6/SNRPD1/SMNDC1/RALY/HTATSF1/PPIL1/RBPMS2/YJU2/RBM4B/DNAJC17/UBL5/NSRP1/SRSF1/HNRNPR/RBFOX2/HNRNPA1L3/PHF5A/BUD31/DDX1/CIRBP/LSM3/SNRNP35/SRSF4/STRAP/SNRPC/SYF2/SNU13/SNRPA1/BUD13/SNRPA/LSM4/WDR83/SART1/CWC15/PRPF40B/FRA10AC1/SMN2/SRSF8/UPF3A/WBP4/GPATCH1/TXNL4A/ESRP2/LSM2/NOL3/ZMAT2/SNRPG/RNVU1-7/SRSF9/SNRNP27/SAP18/PRDX6/RBM8A/RBM24/PCBP4"
"Monocitos (MIM)","Femenino","GO:0045807","positive regulation of endocytosis",0.452092216648115,5.57395829999413e-08,1.41397763793905e-06,9.51775183970548e-07,141,"PTX3/AZU1/ABCA13/CCL21/FCGR2C/IL2RB/CLU/HIP1/ITGA2/VEGFA/APP/LRRK2/DGKD/STAP1/FPR2/CD14/FCGR2A/FCGR1A/ANO6/FCN1/SIRPG/PTPRC/IL2RG/SIRPB1/CD300LF/CCR7/RAB27A/ARRB2/GPR18/IFNG/APLN/ARRB1/BIN1/SLC11A1/PTPRJ/DOCK2/ANGPT1/SYK/STAT3/SMPD1/CFP/CBL/PLCG2/LRP1/NCKAP1L/FCGR1BP/B2M/FCER1G/BTK/TUB/PYCARD/ARAP1/CYBA/RAB31/CD36/C2/IL15/BICD1/SIRPA/TBC1D5/IL15RA/ABCA7/CD47/DLL1/CAMK1D/C4A/COLEC11/FCGR2B/NTF3/APPL1/PPP3CA"
"Monocitos (MIM)","Femenino","GO:0048002","antigen processing and presentation of peptide antigen",0.562464367673179,5.86992068760443e-08,1.48105041865202e-06,9.96923145642383e-07,66,"HLA-DQB1/ERAP2/HLA-DQA1/ERAP1/FCGR1A/MPEG1/CLEC4M/HLA-F/CTSS/HLA-E/HLA-G/ULBP3/HLA-DPA1/TAPBP/HLA-B/SLC11A1/TAP1/HLA-H/ULBP2/TAP2/HLA-DRA/B2M/FCER1G/PYCARD/HLA-DRB1/ACE/HLA-A/HLA-DPB1/MARCHF1/CD74/HLA-DMB/CTSV/HLA-DOB/MR1/HLA-DMA/CTSD/UNC93B1/CD209/HLA-DOA/FCGR2B/HLA-DRB5/MFSD6/HLA-C"
"Monocitos (MIM)","Femenino","GO:0045058","T cell selection",0.580843565396469,6.26183785412406e-08,1.5631279281598e-06,1.05217107504067e-06,61,"SOCS3/IL6/CD3E/ZAP70/BCL11B/TBX21/CD3D/SLAMF6/CD69/THEMIS/LY9/BATF/JAK3/IL12RB1/CARD11/SPN/PTPRC/CCR7/ITPKB/CYLD/CD1D/JAK1/IL6R/CD28/DOCK2/SYK/STAT3/ZFPM1/LGALS1/CD74/STAT6/TOX/IL6ST/IL15/IRF4/JAG2/CD4/LOXL3"
"Monocitos (MIM)","Femenino","GO:0050764","regulation of phagocytosis",0.511394546995313,6.25461910798404e-08,1.5631279281598e-06,1.05217107504067e-06,95,"PTX3/PRTN3/AZU1/FCGR2C/IL2RB/ITGA2/PLSCR1/STAP1/FPR2/FCGR2A/FCGR1A/ANO6/FCN1/SIRPG/PTPRC/IL2RG/SIRPB1/CD300LF/FGR/RAB27A/GPR18/IFNG/SLC11A1/PTPRJ/DOCK2/CD300A/SYK/STAT3/CFP/PLCG2/SYT11/NCKAP1L/FCGR1BP/FCER1G/BTK/TLR2/TUB/PYCARD/ARAP1/CYBA/RAB31/HMGB1/CNN2/CD36/C2/IL15/HCK/SPHK1/SIRPA/IL15RA/ABCA7/CD47/CAMK1D/C4A/COLEC11/FCGR2B/RACK1/APPL1"
"Monocitos (MIM)","Femenino","GO:0002269","leukocyte activation involved in inflammatory response",0.639454406646927,6.29669634716111e-08,1.5635130136099e-06,1.05243028336566e-06,45,"AZU1/IL6/MMP8/LDLR/CLU/CST7/APP/LRRK2/CCL3/STAP1/ITGAM/FPR2/PTPRC/IFNG/TLR1/IL33/TNF/AGER/MYD88/C5AR1/NAGLU/GRN/SYT11/TYROBP/JUN/ITGB2/CX3CL1/SPHK1/CTSC"
"Monocitos (MIM)","Femenino","GO:0002456","T cell mediated immunity",0.456275123953647,6.69479525306818e-08,1.65361442750784e-06,1.1130792550946e-06,131,"IL7R/IL1B/PRF1/IL6/CLC/CD7/NFKBIZ/NLRP3/CD8A/CEACAM1/GZMM/ICAM1/TBX21/CD55/KLRC1/KLRD1/ARID5A/CR1/ARG1/SLAMF1/IL12RB1/NECTIN2/JAG1/SPN/IFNB1/PTPRC/CR2/HLA-F/CD70/RAB27A/CD1D/HLA-E/IFNG/HLA-G/HPRT1/ULBP3/WAS/HLA-B/RFTN1/AGER/FUT7/HLA-H/BTN3A2/MYO1G/SECTM1/TNFRSF1B/ULBP2/CYRIB/TAP2/NCKAP1L/HLA-DRA/B2M/SASH3/RIPK3/HLA-DRB1/HLA-A/HMGB1/BTN3A3/ZBTB1/CD80/MR1/TNFSF4/CTSC/UNC93B1/CD46/IL18R1/MAPK3/FCGR3A/MICA/FCGR2B/LILRB1/IL23R"
"Monocitos (MIM)","Femenino","GO:0007160","cell-matrix adhesion",0.397110248213403,6.88113266187802e-08,1.69074112995778e-06,1.13806994314114e-06,213,"CEACAM6/THBS1/CCN2/CCL21/SKAP1/CDH13/CD3E/LEF1/CD34/ITGA9/ITGA2B/COL3A1/MMP12/COL17A1/ITGA2/VEGFA/BST1/MSLN/VCAM1/FERMT1/JAM3/ADAMTS9/PEAK1/PPM1F/ITGAM/CD96/LYVE1/ACTN1/PKHD1/JAG1/ITGA4/VCL/TEK/FAM107A/CCR7/ADAMTS13/FREM1/CD44/ITGB6/MACF1/CSF1/HPSE/ADAM15/ITGA6/PTPRJ/TNXB/PTK2B/PARVG/COL16A1/MUC4/ABL1/APOD/PKD1/EMILIN1/ARHGAP6/ITGB7/UTRN/ITGB8/EPDR1/ITGAD/ADAM9/PLAU/CDKN2A/FERMT3/CDK6/EDA/ITGB2/KDR/SMAD3/PECAM1/CD36/ITGA5/ITGAE/STRC/SFRP1/ITGB1/CX3CL1"
"Monocitos (MIM)","Femenino","GO:0010543","regulation of platelet activation",0.609220762520203,7.05408659044214e-08,1.72420981088255e-06,1.16059834747351e-06,51,"CTSG/MMRN1/IL6/SELP/CEACAM1/ADGRG1/PRKCQ/THBD/PDPN/PEAR1/GP1BB/PLEK/PRKCA/GP9/TEC/GP1BA/IL6R/EMILIN2/PTPRJ/TMX1/F11R/SYK/TLR4/EMILIN1/FLNA/FCER1G/UBASH3B/IL6ST/PLA2G4A/ALOX12/SH2B3/PDGFRA"
"Monocitos (MIM)","Femenino","GO:0050766","positive regulation of phagocytosis",0.555866076166725,7.18950166479789e-08,1.74820369496873e-06,1.17674908623171e-06,68,"PTX3/AZU1/FCGR2C/IL2RB/ITGA2/STAP1/FPR2/FCGR2A/FCGR1A/ANO6/FCN1/SIRPG/PTPRC/IL2RG/SIRPB1/CD300LF/RAB27A/GPR18/IFNG/SLC11A1/PTPRJ/DOCK2/STAT3/CFP/PLCG2/NCKAP1L/FCGR1BP/FCER1G/BTK/TUB/PYCARD/ARAP1/CYBA/RAB31/CD36/C2/IL15/SIRPA/IL15RA/ABCA7/CD47/CAMK1D/C4A/COLEC11"
"Monocitos (MIM)","Femenino","GO:0031589","cell-substrate adhesion",0.355774421848493,7.57105557905173e-08,1.83149298105617e-06,1.23281268544407e-06,317,"CEACAM6/THBS1/OLFM4/CCN2/CCL21/SKAP1/CDH13/CD3E/COL8A1/LEF1/CD34/ITGA9/VWF/ITGA2B/COL3A1/CCN1/MMP12/COL17A1/PDPN/FZD4/ITGA2/SPOCK2/VEGFA/HSD17B12/BST1/MSLN/TACSTD2/VCAM1/FERMT1/JAM3/ADAMTS9/PEAK1/PPM1F/ITGAM/LAMB1/CD96/MICALL2/LYVE1/ACTN1/PKHD1/JAG1/ITGA4/ANTXR1/VCL/TEK/FAM107A/CCR7/RAC2/ADAMTS13/FREM1/CORO1A/CD44/ITGB6/MACF1/MYADM/CSF1/HPSE/KIF14/PREX1/ADAM15/PRKX/ITGA6/PXN/PTPRJ/TNXB/PTK2B/PARVG/ANGPT1/COL16A1/MYO1G/MUC4/ABI3BP/ABL1/APOD/PKD1/GBP1/FAT2/EMILIN1/FLNA/ARHGAP6/ITGB7/UTRN/ITGB8/LPXN/NOTCH1/LAMC1/EPDR1/ITGAD/ADAM9/PLAU/SRGAP2/CDKN2A/FERMT3/CDK6/EDA/ITGB2/KDR/SMAD3/PECAM1/FBLN2/CD36/ITGA5/ITGAE/STRC/SFRP1/ITGB1/CX3CL1/STK4"
"Monocitos (MIM)","Masculino","GO:0019646","aerobic electron transport chain",-0.51367781039887,7.63884931004805e-08,1.83841640061823e-06,1.23747297055083e-06,86,"NDUFV3/NDUFC1/NDUFS3/SDHAF2/COX7A2L/NDUFB3/NDUFA3/UQCRQ/NDUFV2/NDUFA7/UQCRFS1/NDUFA8/NDUFS5/SDHB/NDUFB4/NDUFA2/UQCRB/COX7C/NDUFB8/NDUFS4/SDHC/UQCRHL/UQCRH/PARK7/NDUFA1/COX6B1/COX5B/NDUFB9/UQCR11/UQCR10/NDUFS8/COX4I1/NDUFB5/UQCRC1/UQCRFS1P1/NDUFS6/COX8A/COX7A2/NDUFA9/NDUFB7/NDUFB1/ISCU/NDUFB2/COX6C/NDUFA11/UQCC3/SDHD/NDUFAB1/NDUFA5/NDUFB10/COX6A1/COX7B/COX5A/NDUFA6/DNAJC15/COQ9/NDUFB6/NDUFC2"
"Monocitos (MIM)","Femenino","GO:0045766","positive regulation of angiogenesis",0.44730816965161,8.44484485518052e-08,2.02202331149807e-06,1.3610622669386e-06,149,"THBS1/IL1B/CAMP/F3/LRG1/CXCL8/ETS1/CD34/TIE1/ZC3H12A/CHI3L1/VEGFA/ANXA3/RAMP2/TBXA2R/CHRNA7/RUNX1/HIF1A/PRKCA/VASH2/CCL24/ERAP1/STIM1/PLCG1/HK2/HIPK2/ISL1/TNFSF12/CXCR3/BTG1/TEK/KLF4/IL1A/PIK3CD/IL10/JAK1/TMIGD2/EMILIN2/HYAL1/PRKCB/DDAH1/HSPB6/BRCA1/PTK2B/STAT3/CYBB/MTDH/ABL1/C5AR1/GRN/EMILIN1/ITGB8/S100A1/CYP1B1/HMGB1/ITGB2/KDR/RTN4/CD36/ITGA5/VEGFC/ITGB1/CX3CL1/SPHK1/TGFBR2/SEMA5A/DLL1"
"Monocitos (MIM)","Femenino","GO:1904645","response to amyloid-beta",0.622256226246282,8.89920964655287e-08,2.1054019170497e-06,1.41718598877749e-06,46,"LCN2/ICAM1/MMP12/MMP9/APP/FYN/CHRNA7/ADRB2/ATP1A3/VCAM1/FPR2/ABCC1/ITGA4/PARP1/TNF/AGER/SYK/GJA1/IGF1R/BACE1/LRP1/TLR4/IGF1/PRNP/TYROBP"
"Monocitos (MIM)","Femenino","GO:0048247","lymphocyte chemotaxis",0.622175362930302,8.94648742887782e-08,2.1054019170497e-06,1.41718598877749e-06,44,"DEFA1/DEFA4/CCL21/CH25H/CXCL12/CCL4/GPR183/KLRC4-KLRK1/CCL3/KLRK1/CXCR3/CCL5/ADAM8/PIK3CD/CXCL16/SLC12A2/CKLF/PTK2B/PADI2/PIK3CG/SAA1/SLC8B1"
"Monocitos (MIM)","Femenino","GO:1903038","negative regulation of leukocyte cell-cell adhesion",0.450634796375917,8.97252042211676e-08,2.1054019170497e-06,1.41718598877749e-06,142,"CTSG/CCL21/HLX/TARM1/IDO1/TIGIT/CXCL12/TBX21/ZC3H12A/PTPN22/LAG3/CD69/IL2RA/RUNX1/CR1/IL4R/ARG1/PLA2G2D/RUNX3/LGALS9B/JAK3/TNFRSF21/IRF1/DTX1/SPN/IFNB1/LILRB2/CD37/KLF4/NRARP/IL10/HLA-E/ADORA2A/HLA-G/MIA3/CTLA4/FOXJ1/VTCN1/TNFRSF14/LAPTM5/CD300A/CD86/TMEM131L/VSIR/BTLA/FGL2/PAG1/SCRIB/PRNP/TSPAN32/CRTAM/HLA-DRB1/CDKN2A/LGALS1/HMGB1/ADTRP/CD74"
"Monocitos (MIM)","Femenino","GO:1904018","positive regulation of vasculature development",0.441111144765207,8.86480287978447e-08,2.1054019170497e-06,1.41718598877749e-06,153,"THBS1/IL1B/CAMP/F3/LRG1/CXCL8/ETS1/CD34/TIE1/CXCL12/ZC3H12A/CHI3L1/VEGFA/ANXA3/RAMP2/TBXA2R/CHRNA7/RUNX1/HIF1A/PRKCA/VASH2/CCL24/ERAP1/STIM1/PLCG1/HK2/HIPK2/ISL1/TNFSF12/CXCR3/BTG1/TEK/KLF4/IL1A/PIK3CD/IL10/JAK1/TMIGD2/EMILIN2/HYAL1/PRKCB/DDAH1/HSPB6/BRCA1/PTK2B/STAT3/CYBB/MTDH/ABL1/C5AR1/GRN/EMILIN1/ITGB8/S100A1/CYP1B1/HMGB1/ITGB2/KDR/RTN4/CD36/ITGA5/VEGFC/ITGB1/CX3CL1/SPHK1/TGFBR2/SEMA5A/DLL1"
"Monocitos (MIM)","Femenino","GO:0032637","interleukin-8 production",0.535562410910741,9.17644134080123e-08,2.13193263427625e-06,1.43504431806902e-06,75,"ELANE/BPI/IL1B/CAMP/F3/IL6/CD2/F2R/PTPN22/CHI3L1/CD14/CD244/FFAR2/FCN1/PTPRC/BCL3/KLF4/TLR8/IL10/IL6R/ARRB1/TLR1/LILRA2/TNF/MYD88/SYK/STAT3/TLR5/NOD1/TLR4/TLR2/PYCARD/HMGB1/CD74"
"Monocitos (MIM)","Femenino","GO:0032677","regulation of interleukin-8 production",0.535562410910741,9.17644134080123e-08,2.13193263427625e-06,1.43504431806902e-06,75,"ELANE/BPI/IL1B/CAMP/F3/IL6/CD2/F2R/PTPN22/CHI3L1/CD14/CD244/FFAR2/FCN1/PTPRC/BCL3/KLF4/TLR8/IL10/IL6R/ARRB1/TLR1/LILRA2/TNF/MYD88/SYK/STAT3/TLR5/NOD1/TLR4/TLR2/PYCARD/HMGB1/CD74"
"Monocitos (MIM)","Femenino","GO:0032729","positive regulation of type II interferon production",0.538702932977033,1.00646273288354e-07,2.32676335242485e-06,1.56618857214596e-06,72,"IL1B/CD2/PDE4D/CD3E/PDE4B/PTPN22/SLAMF6/ARID5A/KLRC4-KLRK1/APP/IL12RB2/CD14/SLAMF1/CD244/IL12RB1/KLRK1/ISL1/BCL3/TLR8/HLA-DPA1/SLC11A1/BTN3A1/TNF/TYK2/IL27RA/BTN3A2/ABL1/IRF8/ZFPM1/CYRIB/TLR4/SCRIB/SASH3/CD226/CRTAM/PYCARD/CD160/HLA-A/HLA-DPB1"
"Monocitos (MIM)","Femenino","GO:0008037","cell recognition",0.462447845677317,1.0569557719504e-07,2.43151639106041e-06,1.63669983055891e-06,127,"PTX3/PRF1/CCL21/CD6/PAEP/VCAN/SPON2/CDK5R1/EMB/CNTN4/PEAR1/ROBO4/APP/ASTL/FUT3/TNFRSF21/EXT1/MEGF8/FCGR1A/FOLR3/NCR3/FCN1/ARHGAP35/MYPN/ROBO1/CLEC4M/CD5/CCR7/CNTN2/GZMK/CLGN/PCSK4/DOCK2/CNTNAP2/CFP/C1R/JMJD6/MSN/IZUMO1/ADGRB1/DOCK8/CD226/TUB/CRTAM/SPACA6/FER1L5/PECAM1/C4BPB/RTN4/CD36/ATP8B3/FOLR2/C2/NDN/PLXND1/ROBO3/CNR1/DCST2/SEMA5A/CD209/C4A/COLEC11"
"Monocitos (MIM)","Femenino","GO:0002673","regulation of acute inflammatory response",0.636023563759342,1.14184339543404e-07,2.61232154694655e-06,1.75840321248592e-06,40,"IL1B/IL6/NLRP3/FFAR3/PTGS2/PLA2G2D/OSM/DNASE1/FFAR2/FCGR1A/SPN/DNASE1L3/CCR7/ADAM8/KLKB1/HLA-E/C2CD4A/TNF/C2CD4B/FUT7/PIK3CG"
"Monocitos (MIM)","Femenino","GO:0033627","cell adhesion mediated by integrin",0.540697642214157,1.14668280134453e-07,2.61232154694655e-06,1.75840321248592e-06,70,"MMRN1/CCL21/SKAP1/PODXL/CD3E/ICAM1/ITGA2/VCAM1/FERMT1/JAM3/DPP4/EPHA2/EXT1/ITGA4/CCL5/PDE3B/ITGB6/EMILIN2/RET/SYK/PIK3CG/COL16A1/EMILIN1/NCKAP1L/ITGB7/ITGB8/LPXN/LIF/ADAM9/PLAU/CYP1B1/TESC/CCN3/FERMT3/ITGB2"
"Monocitos (MIM)","Femenino","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation",0.527079996209698,1.16738443444209e-07,2.64663533856848e-06,1.7815004768679e-06,81,"CD3E/HLX/TARM1/NFKBIZ/NLRP3/TBX21/PRKCQ/ZC3H12A/CD69/IL2RA/CD55/RUNX1/IL4R/RUNX3/BATF/LGALS9B/JAK3/CD83/IL12RB1/JUNB/CARD11/IL2RG/IFNG/AGER/CD28/CD86/VSIR/NCKAP1L/HLA-DRA/SASH3/HLA-DRB1/CD160/LGALS1/HMGB1/RARA/NFKBID/GPR65/CD80/KLHL25/IRF4/TNFSF4/TGFBR2"
"Monocitos (MIM)","Femenino","GO:0001912","positive regulation of leukocyte mediated cytotoxicity",0.562558706374468,1.22253534095916e-07,2.7583453630391e-06,1.85669461448301e-06,65,"LAG3/SLAMF6/KLRC1/KLRD1/KLRC4-KLRK1/KLRC3/IL18RAP/ARG1/STAP1/ITGAM/IL12RB1/NECTIN2/NCR3/KLRK1/PTPRC/KLRC4/HLA-F/CD1D/HLA-E/HLA-G/ULBP3/HLA-B/HLA-H/VAV1/ULBP2/SH2D1A/CYRIB/TAP2/HLA-DRA/B2M/TYROBP/CD226/CRTAM/HLA-DRB1/CD160/HLA-A"
"Monocitos (MIM)","Femenino","GO:0050830","defense response to Gram-positive bacterium",0.50525599952955,1.24432741477305e-07,2.79408064953584e-06,1.88074871404378e-06,86,"CTSG/DEFA1/DEFA4/IL7R/IL1B/CAMP/IL6/LTF/DEFA3/RNASE3/PGLYRP1/KLRC4-KLRK1/APP/LYZ/EPHA2/RNASE4/KLRK1/MPEG1/HMGB2/RNASE6/FGR/MMP7/HLA-E/IL6R/ANG/TNF/STAB2/TNFRSF14/TNFSF8/MYD88/CARD9/IL27RA/C5AR1/GBP4/NOD1/B2M/TLR2/PYCARD/HLA-A"
"Monocitos (MIM)","Femenino","GO:0006968","cellular defense response",0.621250738458712,1.38372744011226e-07,3.07764591300798e-06,2.07162187467044e-06,47,"GNLY/PRF1/ITK/KIR3DL2/KIR2DL4/FOSL1/KLRC3/FCMR/NCR1/MNDA/CXCL9/SPN/LILRB2/CXCR2/NCF2/ADORA2A/TRAT1/HLA-G/IL33/PTK2B/TCIRG1/CD300C/C5AR1/SH2D1A/TYROBP/KLRG1/ITGB1/LGALS3BP/DCDC2/CLEC5A/NCF1/BCL10/LY96/LSP1"
