"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ABCA13",225.613373751958,4.75980913115784,1.25186776178399,3.80216607253695,0.00014343652329771,0.0384286230262606
"ARMS2",938.286802928427,-2.35764581865651,0.532853140452819,-4.42456962279134,9.66347360080779e-06,0.00577541216472894
"AS3MT",11.9579352745556,7.53326773828949,1.63670999752835,4.60268938887507,4.17070008931437e-06,0.00270035452866067
"ATE1OSP",45.8994868874653,-2.01884583151856,0.513237970618676,-3.93354729597455,8.37013599960489e-05,0.025117226566647
"AZU1",295.811736313719,3.70468968961546,0.963769507206794,3.8439581890824,0.000121065641039094,0.0335935535019014
"BORCS7-ASMT",21.013422816042,-7.61025043123809,1.60665667429903,-4.73669985191974,2.17226517460906e-06,0.00160737278801191
"BPI",737.661037275027,5.07310483179787,1.09782945295102,4.62103181706511,3.81836204233773e-06,0.00257971859895156
"CAMP",1669.82229449517,5.20156834518985,1.29220419944236,4.0253454890756,5.68917260395708e-05,0.018809372998487
"CEACAM6",369.884188991964,5.39579874318638,1.03710408708586,5.2027552589711,1.96355384164223e-07,0.000217940451037704
"CEACAM8",825.642209029528,4.51424498247118,1.08854419973001,4.1470479412695,3.36789561879196e-05,0.0141442513568671
"CHIT1",96.5027511367259,3.93988863271168,0.944554446358727,4.17116096155178,3.03051694721826e-05,0.0130808896785624
"CTSG",170.982664915686,4.58852175501586,0.893274363058211,5.1367440338337,2.79539285136225e-07,0.000289584063448787
"DDX3Y",1422.71362708469,-8.66092281547445,0.582491215758182,-14.8687612468134,5.25771821647757e-50,8.16996833658449e-46
"DEFA1",16295.0507798433,5.40220009089882,1.08790877229473,4.96567380323989,6.84629469500854e-07,0.000591025407031877
"DEFA4",480.781053078018,5.78879279671822,1.22070110527272,4.74218690530712,2.11423426762329e-06,0.00160737278801191
"DOC2B",34.2316810737988,3.30300733625602,0.842671091987053,3.9196874885875,8.86638634880671e-05,0.0255138476803903
"EIF1AY",525.669130535531,-7.05705669664567,0.832720779413601,-8.47469748697183,2.35691189330334e-17,7.32481078200812e-14
"ELANE",378.949903224281,4.66136044963473,1.08771804486758,4.28544922246113,1.82370300432939e-05,0.00874413677805313
"FAM224B",53.4782424152716,-8.95597487794237,1.53793861488869,-5.82336303363483,5.76750838385184e-09,6.89394713666721e-06
"GGTLC2",59.6055574771418,-9.09345046048347,2.0732606849423,-4.38606226729107,1.15421092878434e-05,0.00664269763791844
"GTF2I-AS1",496.595898692593,-1.66865160431177,0.407184197111371,-4.09802643655978,4.16687699806373e-05,0.0161872754182281
"GZMB",188.497393750989,1.73421881975249,0.441001115632074,3.93245903078247,8.4081313101798e-05,0.025117226566647
"HLA-V",23.7283174653709,2.95469123877918,0.728775392981642,4.05432355048465,5.02795854124352e-05,0.0180848494559362
"HMGB1P6",112.978759580396,-9.9903924985392,1.52978068015839,-6.53060443769285,6.55047919472244e-11,1.13097662451991e-07
"KDM5D",123.254444980542,-5.69830966700319,0.67734312772971,-8.41273711021849,4.00552030105577e-17,1.03736299930176e-13
"LCN2",3044.81065036392,5.02910871537395,1.24359567405765,4.04400627976198,5.25455107528142e-05,0.0181445487019551
"LINC00278",75.8442332133989,-7.05354146771008,1.19860265600943,-5.88480380244925,3.98526463325838e-09,5.1605855946835e-06
"LINC01140",71.1653399767644,-2.56079652581255,0.628033977468882,-4.07748086518047,4.55262752501949e-05,0.0172544583198239
"LINC02864",336.548053673943,-1.32735537916776,0.346365655276455,-3.83223728723427,0.000126983171024514,0.0346173946412268
"LTF",12168.9636321548,5.21899888147708,1.32867894897527,3.92796084072995,8.5669155546193e-05,0.025117226566647
"METTL27",88.964226656059,-2.04587000989392,0.472465126096973,-4.33020321900755,1.48971797901094e-05,0.007716242558617
"MMP8",2136.74526502468,5.68184849945835,1.39982993786555,4.05895626730343,4.92925431734599e-05,0.0180848494559362
"MS4A3",406.602713833458,4.52297588577463,1.03790442153879,4.3577961437614,1.31378665508534e-05,0.0070396313218521
"MTCO1P12",8397.73440188104,3.66971418743309,0.892420153593088,4.1120924630153,3.92089197281977e-05,0.0156222411193965
"MTCO1P2",65.7944368153756,4.83344369169147,1.22325050135407,3.9513114332192,7.77241007217365e-05,0.0241550960223013
"MTCO1P40",1593.70726066103,4.71132616536453,1.07945591504754,4.36453781918184,1.27391809722456e-05,0.0070396313218521
"MTND1P23",2735.10784485494,3.67020896239316,0.857239551508307,4.28142746789442,1.85698251931111e-05,0.00874413677805313
"OLAH",1034.71959673435,-1.56718778450508,0.363842252856948,-4.30732761849198,1.65238778895271e-05,0.00828272704920523
"OLFM4",1399.37546600005,6.14635984479703,1.27396479615662,4.82459159259326,1.4029043692234e-06,0.00114735426280854
"PCDH11Y",113.545212454885,-2.79775280941691,0.434716501995459,-6.43580999703144,1.22816590740473e-10,1.90844700351621e-07
"PKD1P5",28.8649586432405,-21.7193206371177,4.26606768603909,-5.09118050522152,3.55841068051768e-07,0.000345588397278527
"PRRT4",54.2679563011127,5.12640290345554,1.20362469306245,4.25913736483102,2.05217334963255e-05,0.00937903578821769
"PRTN3",181.709125760728,4.37457075652001,0.928376595359916,4.712064886582,2.45219267479223e-06,0.00173202827152711
"PSG9",9679.02192341341,-3.54404691854238,0.709926831863357,-4.99212983574695,5.97170881065219e-07,0.000545849312992496
"PTX3",252.404963226618,2.87477873841726,0.471866319092564,6.09235841190294,1.11259236928371e-09,1.57168843875451e-06
"RFTN2",52.8426043048826,-2.31223720756995,0.559798282508334,-4.13048285394752,3.62002095150223e-05,0.0148030277803666
"RPS4Y1",1479.5723850776,-9.08993566854648,0.872297147306899,-10.4206871438367,1.9950653198038e-25,1.55006600022156e-21
"SERPINB10",81.755036408787,3.90879863488761,0.965125835627551,4.05004040985598,5.12087892439148e-05,0.0180848494559362
"TCN1",456.616240602691,4.6879526615259,1.21222420744545,3.86723234260843,0.00011007754096673,0.0310999074378549
"TKTL1",39.7508922144645,3.2586715339161,0.73391640154794,4.44011269818071,8.99117806389654e-06,0.00558855663739553
"TNFAIP3",11875.4830319255,2.18934450247838,0.549062190605969,3.98742535897823,6.67942086587324e-05,0.0211819430275111
"TYMS",145.959134874575,1.67053903744242,0.396290544059679,4.2154400665963,2.49291592685211e-05,0.01106783445353
"USP9Y",513.479743715967,-6.97845832019222,0.763689725457712,-9.1378187863006,6.37246039783414e-20,3.30072207073149e-16
"UTY",143.407903504009,-5.99490588743684,0.736450960793529,-8.14026487381767,3.94414080343867e-16,7.66100049307919e-13
"VSTM1",112.408984996483,3.63309000541602,0.905925286954254,4.01036383213297,6.06252557385669e-05,0.0196261635191998
"XGY2",423.829876964014,-8.97752827335163,1.09050516860949,-8.23244908118951,1.83424125547676e-16,4.07175355269334e-13
"ZFY",287.45176346302,-8.35393803668276,0.931682919354567,-8.96650337055663,3.06076572074474e-19,1.18903096336631e-15
"ZFY-AS1",13.692942148595,-6.99054125469564,1.73316385987118,-4.03339892814014,5.49758324986513e-05,0.0185710752434031
