"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"OLFM4",2942.92595880734,7.96344891793691,0.55107199131753,14.450832274922,2.47674858274132e-47,3.64725996294486e-43
"MMP8",4458.44937920612,7.52785984485649,0.536742521601182,14.0250856637923,1.09479867083948e-44,8.0610026133911e-41
"RPS4Y1",1757.52984833976,-8.19327774430734,0.613798876977565,-13.3484730122874,1.20901851862407e-40,5.93466890175266e-37
"TCN1",963.506434712171,6.36911516098422,0.485624785406018,13.1153008503451,2.69112174692418e-39,9.90736471130137e-36
"ADGRG3",665.302577605992,6.46093789284637,0.506754664215804,12.7496367553806,3.13201209456031e-37,9.22440202089901e-34
"PADI4",1127.36785003607,5.59209579948061,0.442203714016299,12.6459720310592,1.17759085665291e-36,2.8902004925118e-33
"CEACAM8",1676.10616833263,6.28537926135097,0.505861707594857,12.4250939871197,1.9100181779366e-35,4.0181325268992e-32
"DDX3Y",1690.25010024913,-9.13834496290458,0.760804279775788,-12.0114268621066,3.09459054307978e-33,5.69636754217411e-30
"S100A8",25008.9845303782,4.40883361147267,0.376913527581556,11.6972018482905,1.31725716023984e-31,2.15532543796576e-28
"BPI",1527.98522146712,6.3835920720611,0.563101314495317,11.3364893807475,8.65471058666621e-30,1.27449268099247e-26
"CEACAM1",866.95062324061,5.1502729800695,0.459080584058445,11.2186687019938,3.30203821852954e-29,4.42052861873328e-26
"MS4A3",841.425499373503,5.90557231747505,0.537964880982205,10.9776168040798,4.89671626932698e-28,6.00908698184242e-25
"CHI3L1",711.96780156404,5.08824061552314,0.476303100826344,10.6827786900725,1.22547605851407e-26,1.38818157212909e-23
"MMP9",2241.83952122388,5.00724355630505,0.482313381374857,10.3817222363428,3.00308084460103e-25,3.15881203697106e-22
"MGAM",489.465781782623,5.27713103256631,0.511736036916862,10.3122130392854,6.20556189321048e-25,6.09220696262784e-22
"ABCA13",463.006699719602,6.52358233293048,0.662233330534198,9.85088190542774,6.79451385137434e-23,6.25350068595866e-20
"CYP4F3",437.831405653929,5.03813025656979,0.514716372977264,9.78816785529442,1.26568463272786e-22,1.0963807000912e-19
"USP9Y",591.97645872359,-7.62216057741645,0.78868907876805,-9.66434147829515,4.27359511476074e-22,3.49627564777592e-19
"MCEMP1",877.663484529948,4.23477935999837,0.445079964470136,9.51464837344419,1.82328459734742e-21,1.41314152529148e-18
"RGL4",317.670916295321,5.97904873679065,0.634031344531218,9.4302100177892,4.09268676445726e-21,3.01344526466988e-18
"RPL13P12",486.748520144076,-7.07437439019852,0.760283521429133,-9.30491611458389,1.34098146348352e-20,9.40347287202774e-18
"IL18RAP",243.144902548202,6.27833662051881,0.678521934695619,9.25296044163294,2.18359257240129e-20,1.46161746459915e-17
"SLPI",223.283780671271,5.79041164182829,0.650784225844763,8.89759064813217,5.70720697130514e-19,3.6541012982365e-16
"MIR223HG",422.526371859604,4.52884357901557,0.513122400930463,8.82604924439716,1.08438295778945e-18,6.65359309850309e-16
"RFLNB",1066.88710505941,3.95406869967086,0.450373988188291,8.77952280409623,1.64169704239282e-18,9.67025225851067e-16
"EIF1AY",827.632389691272,-8.84348039144339,1.00788775836235,-8.77427106150451,1.72014439693576e-18,9.74263322664459e-16
"ORM1",242.086123367242,6.6113613825347,0.759843094140352,8.70095607042986,3.29099654414179e-18,1.79493389292711e-15
"ENSG00000274333",432.068083297038,-5.2248326419761,0.6199962958146,-8.42719977078461,3.54035155234348e-17,1.86197203427893e-14
"CEBPE",179.797942099093,6.0163150003095,0.714725457369629,8.4176587503278,3.8408262662858e-17,1.95034508956292e-14
"LINC02291",2914.29744868654,-3.61267592763332,0.437219827928737,-8.26283644259189,1.42251091899996e-16,6.98263193106446e-14
"NKG7",885.373128179919,3.76064629226398,0.456046236768962,8.24619520798538,1.63517472785311e-16,7.76760743302094e-14
"NTNG2",195.93794574187,5.17905899281762,0.652722222007711,7.93455288972288,2.11254981616891e-15,9.72169018528231e-13
