"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"OLFM1",10.0458169401047,0.894754090166271,0.212161148024411,4.2173324310223,2.47209398801919e-05,4.27430831215973e-05
"OLFM4",10.9814757423667,1.86678486956771,0.36550454862042,5.10741898182607,3.26589052440061e-07,6.19864432556733e-07
"OLFML2A",445.882851529836,0.332378251093657,0.124209171986778,2.67595577506175,0.00745164772425267,0.0108257982155478
"OLFML2B",801.884617012401,1.28384210502799,0.113333168273841,11.3280350720092,9.53190927350903e-30,3.79298239926865e-29
"OLIG1",1.36637172578712,2.0068115565618,0.374682843283993,5.35602735095273,8.50716367823036e-08,1.66148541548243e-07
"OLMALINC",86.8189657280702,1.66815335153601,0.103144779868193,16.1729304543352,7.82843970091696e-59,6.12893690909852e-58
"OMG",13.4366197534711,1.25339318852083,0.148725225550173,8.42757631655427,3.52898124487277e-17,9.74810519429756e-17
"OPHN1",1829.39591473475,0.391586279471764,0.0641739741531202,6.10194840882742,1.04783200091691e-09,2.22529067512165e-09
"OPN1SW",8.872377012153,0.361961036997262,0.153825483726941,2.35306288806988,0.0186194847698468,0.0260599073612863
"OPN4",0.460987217714123,2.48832595774385,0.652898830848717,3.81119683505823,0.000138295589525696,0.000229269930290767
"OPRD1",2.01825805535594,1.5377543318219,0.259945833842698,5.91567215788672,3.30522984390874e-09,6.85464073769745e-09
"OPRK1",139.336074150649,2.79574250079835,0.172344685686874,16.2218085788721,3.53626502114397e-59,2.79858455293472e-58
"OPRL1",57.6975646797873,0.856134995373268,0.108829296652812,7.86676953453547,3.63916164916736e-15,9.44154013003792e-15
"OPTC",5.19772703809489,2.54538459895834,0.292200556903238,8.71108743232558,3.00973399577191e-18,8.60804467050122e-18
"OR10A3",1.29187405393286,1.09425802695848,0.302282854545617,3.61998046036499,0.000294625263640157,0.000478514910280826
"OR10A6",2.10425750072892,1.75551675042766,0.326347588163577,5.37928519805003,7.47821611218997e-08,1.46368613974403e-07
"OR10AD1",1.49397507752788,1.88481584631327,0.343962260947664,5.47971699313856,4.26006692052222e-08,8.42554843913774e-08
"OR10Q1",0.428633304172696,3.02350035137768,0.824058798898175,3.6690347283717,0.000243468007592043,0.000397424943350231
"OR14I1",0.867923598480715,2.67514416332068,0.762168645440268,3.50991106669755,0.000448256592225376,0.000720236640803367
"OR1B1",0.267184889677495,2.2935345158442,0.880373745869116,2.60518277220999,0.00918252617390276,0.0132333654274346
"OR1L8",1.49022182481345,1.78149087156413,0.363681852735414,4.89848712044537,9.65773679052074e-07,1.79641526325487e-06
"OR1Q1",0.258214256987762,2.18668395353863,0.817042039785102,2.67634203267408,0.00744306435310375,0.0108147170596793
"OR2A1",4.02957014254734,0.781194380701612,0.219362000814409,3.56121104749833,0.000369148208558302,0.000595957714366046
"OR2A42",2.94180518505197,0.84634806485501,0.276852084232618,3.05704061141865,0.00223533988285373,0.00340240835448695
"OR2A7",47.7046510197104,0.817763439104573,0.196585586660532,4.15983416178269,3.18478753592292e-05,5.47685663812358e-05
