"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PHTF1",433.593671629748,-0.334931315925036,0.0772670371517262,-4.33472446041051,1.45942807701811E-05,0.00636334180742426
"ZFX",2074.25066974078,-0.546228733786599,0.0905115102564693,-6.03490906558547,1.59052227956656E-09,1.07491471958807E-06
"ZNF730",107.281886112887,-0.465429427114919,0.120596122796002,-3.85940622570621,0.000113662861856019,0.0333983493973234
"LINC02028",19.1454997688729,-0.741506844351102,0.17647536134238,-4.20175847047853,2.64849624801507E-05,0.010528941040087
"MIR548B",2.41345929743236,-2.29461697851565,0.596293145906803,-3.84813576051784,0.000119020093762294,0.0345964537061946
"CA5B",68.437370012341,-0.391190480632241,0.0993361142534857,-3.93804895200553,8.21468380608067E-05,0.0261255938035034
"TSIX",33.502697225976,-6.97014800818821,0.406846516883701,-17.1321314523646,8.54653985368393E-66,1.92532176553865E-62
"NUDT10",19.8507800939009,-4.04707943561833,0.487320502106499,-8.30475922544684,1.00022067658518E-16,9.0129885167091E-14
"TBC1D32",314.959304142987,-0.496286121582191,0.10949622061877,-4.5324497848204,5.83035388384212E-06,0.00268636599144649
"ZNF300",69.4875641053151,-1.01686682005605,0.242368377948123,-4.19554245757959,2.72219285147412E-05,0.0106650781672318
"DDX3X",7726.99984477717,-0.573548163105628,0.0843444795240375,-6.80006760777,1.04570065924758E-11,7.8523405337333E-09
"NEU3",242.641874176848,-0.291730016517753,0.0751946024896543,-3.87966698218653,0.000104599573723037,0.0310729700709325
"HDAC8",264.096289497018,-0.366256395878603,0.0675291825732781,-5.42367583794112,5.83857242827718E-08,3.58713928303675E-05
"YIPF6",1761.26902223468,-0.383896650011635,0.0902654524327596,-4.25297430705958,2.10949787814516E-05,0.0089103212718591
"RXFP4",3.90632197619361,-1.25184473066584,0.333377924144858,-3.75503187224208,0.000173319421340342,0.0473267062332673
"KDM5C-IT1",5.90200481815543,-1.14208558734973,0.245855591078262,-4.64535129073464,3.39498254834604E-06,0.00166866478598979
"IGFBP1",7.94505562688619,-2.53782053898675,0.629266333638668,-4.03298317949422,5.50732231144613E-05,0.0193349927331589
"PUDP",433.958732337899,-0.764167449449282,0.074837595720035,-10.2110101493373,1.77012290369955E-24,1.99382218565458E-21
"SMC1A",1834.97494289579,-0.501131577882133,0.103165693989918,-4.85754089853847,1.18852593283382E-06,0.000617873491198015
"TRAPPC2",321.939133454877,-0.484678460488148,0.0909857558510288,-5.3269707544301,9.9864235461196E-08,5.99917750493892E-05
"LINC00630",148.859512886355,-0.407721240716542,0.102390002136395,-3.98204152953735,6.83258370800959E-05,0.0236801583818748
"EIF1AX",1014.34420793789,-0.696169314302582,0.140647501649923,-4.94974532882479,7.43106540861863E-07,0.000409967328961607
"RPL10P6",5.68676683287225,-2.73307645329936,0.722165542160064,-3.78455671690522,0.000153982789804152,0.0429135748121201
"RPL10P9",29.6329995851321,-1.49853885694416,0.361677767447404,-4.14329823898308,3.42346265023297E-05,0.0130347134963025
"RASSF6",1001.87286064795,-0.432872065201853,0.0955299853191167,-4.53126904349299,5.86304122721647E-06,0.00268636599144649
"MIR6895",2.08802188052577,-1.81617516828708,0.477244772035724,-3.80554230178372,0.000141493827753735,0.0398437775590284
"ITGB8",1463.07319186181,-0.566769637948257,0.147532030511266,-3.84167177787862,0.000122199171263002,0.0351426616675824
"KDM5C",2507.40977073856,-0.502662266042758,0.109237707754151,-4.60154534891966,4.19367824439827E-06,0.00198890708738278
"KDM6A",908.049256201684,-0.776183957722664,0.050478996850684,-15.3763744556692,2.35786124668436E-53,3.98375394260114E-50
"OFD1",590.719587263068,-0.31690846164641,0.0662367876329891,-4.78447812720577,1.71432163696645E-06,0.000874401071926682
