"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CHM",479.324373623419,-0.38186145620162,0.0913389882696371,-4.18070599900172,2.90605404729707E-05,0.0112227655800831
"STOX2",130.773735368544,-0.633497294796821,0.137238699325554,-4.61602520214838,3.91159466262913E-06,0.00188825247347952
"SLC35D1",1567.86454990358,-0.420513357322985,0.107499631300848,-3.9117655775594,9.16238263800319E-05,0.0288007778899
"RAB30",308.273783296962,-0.589626392815346,0.151646700748848,-3.88815839648146,0.000101007703852724,0.0306802388567492
"XIST",2800.26367709292,-7.98882174194794,0.266666414855594,-29.958109821494,3.45005001638703E-197,9.32652020929905E-193
"JPX",283.902031930535,-0.501940934332738,0.0748329747576243,-6.70748337826298,1.98009506101614E-11,1.40862920485393E-08
"OSBPL3",496.551449293757,-0.310623525150518,0.0728561361176019,-4.26351906240431,2.01232324663303E-05,0.00863478322638584
"CDH26",44.9194698440837,-0.632595102839118,0.159775791527658,-3.95926752601701,7.51799849786293E-05,0.0250906238756455
"RPS4X",11555.7737021198,-0.622380089506217,0.0839783103193366,-7.41120042948648,1.25161254846245E-13,9.95142412428985E-11
"CDH12",9.42974406060703,-1.92761026366495,0.442894642278493,-4.35229980147934,1.34716869862185E-05,0.00597016580817124
"TMEM67",85.902298417732,-0.450327566984977,0.115455726772836,-3.9004350808082,9.60199722493822E-05,0.0294966807933812
"ZNF780A",361.885285670616,-0.423903433396981,0.107159765619472,-3.95580776932897,7.62764785081645E-05,0.0251461224818441
"STS",7146.09835856408,-0.663573650353509,0.12476728836743,-5.3184905998705,1.04631624788719E-07,6.14892763676834E-05
"SERTAD4BP",337.658101193539,-0.492654379363517,0.12412739496245,-3.96894158225549,7.21925757519305E-05,0.0246028129660061
"TMEM168",1021.0152076193,-0.47182331379657,0.125924240786794,-3.74688233852788,0.000179046016853836,0.0479553945089488
"EIF1AX-AS1",11.7945177188656,-0.829571658994662,0.195303564326503,-4.24760122456242,2.16071548513648E-05,0.00898624949379916
