"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ZFY",266.957911888905,11.2090185435191,0.506378797251696,22.135639573289,1.43463363304251E-108,4.84780637525477E-105
"EBF2",20.8132007932956,1.39496039522719,0.34143887982887,4.08553471100405,4.39754254270827E-05,0.0160646983185179
"ZNF839P1",5.63209605055328,5.79128421003523,0.570194294044729,10.1566856605214,3.09416310213541E-24,3.21709658230871E-21
"FAM8A4P",1.0509579798337,3.08358730495439,0.653973492546579,4.7151564093934,2.41525142625295E-06,0.00120910170010918
"AGKP1",1.16260890095532,3.51788677454076,0.704753849009167,4.9916531559021,5.98646856201213E-07,0.000337150426326821
"CDY4P",11.7851435333182,6.86707782251964,0.547081833309666,12.5521949449063,3.86641718233626E-36,4.9771836042903E-33
"ERICH5",17.2760287557939,1.19781969714019,0.291609913302606,4.10760966105154,3.99774983967611E-05,0.0150098849188839
"TXLNGY",162.206817168144,10.3175857939436,0.573009168088899,18.0059698317827,1.74909103938111E-72,4.29847073341724E-69
"DDX3Y",1064.52466170142,11.3984927883244,0.406397704608752,28.0476308282744,4.26934689150266E-173,5.77066272589956E-169
"DPPA2P1",3.02039736828367,4.93755041551515,0.570906243136926,8.64861870906345,5.21265104628979E-18,4.8590895080811E-15
"IL1RAPL1",2.81342363512307,1.77526272137448,0.449798386908475,3.9467965493965,7.92038047168083E-05,0.0254894815822557
"HSPB1",1437.36023803318,0.744745389321591,0.195321989623125,3.81291113590735,0.000137339503018626,0.0390810398431845
"ANKRD20A6P",0.863312473152247,3.14653257311651,0.741500001020975,4.24346941171144,2.20090384552807E-05,0.00901470206911522
"PRKY",75.0640059939692,7.19492907634539,0.369064576780935,19.4950410551486,1.20957536498873E-84,3.26984508417405E-81
"VDAC1P6",5.0689145295058,3.93282555516111,0.524922604816073,7.49220079127498,6.77282009348049E-14,5.72155142459556E-11
"PSG7",2570.52749677022,1.9928161758038,0.473043453612046,4.21275500292233,2.52274652268856E-05,0.0101787174250507
"ARHGEF9",171.4152879769,0.482674778088798,0.123655884428261,3.9033708773384,9.48621690541957E-05,0.029475965701633
"KRT18P10",9.22338648312218,2.52292903832656,0.271084981146964,9.30678279428104,1.31762982410822E-20,1.27212453696849E-17
"SHROOM2P1",1.34566890709846,3.68473994878453,0.648537974926665,5.68161016199735,1.33432525552342E-08,8.58828919822969E-06
"FRG1JP",27.0988967236379,0.714032008323846,0.183829604956669,3.88420574853626,0.000102664943369579,0.0308371268234425
"USP9Y",606.334103705365,11.2243750758876,0.477576574587635,23.5027756241591,3.82071745990557E-122,1.72142425156045E-118
"ZFY-AS1",14.0247535166859,7.12442755858565,0.527315285622129,13.5107548611647,1.35128746457652E-41,2.0294085572165E-38
"EIF4A1P2",13.8947826196684,1.55962580647719,0.241890878279725,6.44764208377309,1.13603654947268E-10,7.87448103638335E-08
"RNU2-57P",1.85913191269406,3.99715508509987,0.581066916497417,6.8789927142886,6.02772428209135E-12,4.65564201479359E-09
"HSFY3P",0.87763208705523,3.05281476394923,0.674323380788608,4.52722662586462,5.97628383105047E-06,0.00269261468007979
"EIF1AY",215.85127057051,9.89239517609783,0.494552409212578,20.0027236584458,5.21454953824336E-89,1.56627686297036E-85
"RPS4Y1",1196.72697425592,12.5256867725323,0.497188963769318,25.1930104754777,4.77835929740623E-140,4.30577956289276E-136
"TTTY14",49.7923148239276,8.6084097462598,0.529452673467567,16.2590731478989,1.9262990768294E-59,3.71954592456637E-56
"TTTY10",8.08557686983324,6.31052954739216,0.53229868078314,11.8552417565789,2.02139975251223E-32,2.48384088680287E-29
"TBL1Y",7.59366665938806,6.05837397190192,0.568735264472281,10.6523620924462,1.69995853132832E-26,1.99804256423471E-23
"NLGN4Y",21.8288760283074,6.57367787523471,0.508448283847267,12.9289016878841,3.09204297535075E-38,4.17935988763284E-35
"KDM5DP1",0.873647822467983,3.14840606062421,0.646704287304816,4.86838594150259,1.12513431212567E-06,0.000596387369797906
"MXRA5Y",1.27137410905777,2.89098651825111,0.728774079442022,3.96691732019964,7.28082357592752E-05,0.0246028129660061
"KDM5D",538.967512166762,12.3886077104381,0.502399699787334,24.6588676619078,2.95636205883488E-134,1.99798338841208E-130
"ARMCX3",633.871816414497,0.837441253714378,0.170550109207208,4.91023581050269,9.09669357499074E-07,0.000491821834825449
"ARMCX6",116.29429421533,1.06066178061612,0.187755385887628,5.64916833464863,1.61225921175118E-08,1.01358612258767E-05
