"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PCDH11Y",251.126694415711,4.81071018210018,0.211080893405882,22.7908367473592,5.65251130114966E-115,2.18291911434256E-111
"TPTE2P4",3.36646696043086,4.70354606332314,1.19002938321572,3.95246212376129,7.73511755862625E-05,0.0251931846942583
"ARSLP1",1.72092925830562,3.81143462248939,0.660771879978116,5.76815499868974,8.01440795547656E-09,5.2842314697658E-06
"ANOS2P",26.8459302056545,8.04936740954272,0.521389779943902,15.4382915031606,9.04650023736094E-54,1.63036027277719E-50
"FAM224B",1.67500157793908,4.00349151667547,0.596058004736598,6.71661396183184,1.85995855811548E-11,1.35892593787934E-08
"FAM228A",6.70582202338595,1.58720683490188,0.391359929109953,4.0556191803069,5.00016688802955E-05,0.0180103174883208
"PSMA6P1",17.5152046636311,2.5967741501871,0.258416517011228,10.0487932436388,9.29992520223817E-24,9.31129177748535E-21
"SEPTIN14P23",1.82459817123185,4.14766773977425,0.557393425594846,7.44118525500707,9.97858921498598E-14,8.1742788560217E-11
"KIF6",45.316288847503,0.772256542348393,0.206115963946245,3.74670902516701,0.000179169712773419,0.0479553945089488
"GYG2P1",21.5193277293894,7.73609201661656,0.511268785552922,15.131164340984,1.00894347915908E-51,1.6043981807122E-48
"ARSDP1",5.74804551651024,5.62126191137534,0.553017028091816,10.1647175870361,2.84946594480978E-24,3.08118451544171E-21
"CACNG4",14.6943913951652,0.900995015108963,0.222320683509389,4.05268192273668,5.0633822702341E-05,0.0180103174883208
"SRY",0.854163945442517,3.10845953166646,0.759744342925581,4.09145465920362,4.28675765585775E-05,0.015874509549425
"UTY",617.833959851424,11.1103602633924,0.453265195384863,24.511831873521,1.10481355763301E-132,5.97328498069861E-129
"TOMM22P2",0.954492283809436,3.27888237386077,0.64590292166504,5.07643217560978,3.84587991219415E-07,0.000221203556736903
"TMSB4Y",11.4971497390906,6.83355365679651,0.517241155041281,13.2115427981579,7.52657849441921E-40,1.07087366547176E-36
"LINC00278",38.4993662688683,8.58172630051425,0.521480681447793,16.4564606241763,7.53812867777062E-61,1.56752486573979E-57
"SNX18P1Y",4.71203373519761,4.26018157219756,0.527541825139714,8.07553329268119,6.71823736722374E-16,5.85851970155353E-13
"TLE2",198.57750541139,0.575137793496622,0.152494615027544,3.77152854474723,0.000162250593006615,0.044756329395386
