Pathway,Gene
Selenoamino acid metabolism,RPS4Y1
Eukaryotic Translation Initiation,RPS4Y1
SRP-dependent co translational protein targeting to membrane,RPS4Y1
Eukaryotic Translation Elongation,RPS4Y1
Eukaryotic Translation Termination,RPS4Y1
Regulation of mRNA stability by proteins that bind AU-rich elements,HSPB1
Nonsense-Mediated Decay (NMD),RPS4Y1
rRNA processing in the nucleus and cytosol,RPS4Y1
HDMs demethylate histones,KDM5D
HDMs demethylate histones,UTY
