Gene_Symbol,fc,pval
FLJ32255,1.00180053592155,1.0
LOC642852,-1.08659050224008,1.0
NBAT1,-1.17170615712648,1.0
CA5BP1,-1.13091256021472,1.0
LINC01806,-1.31569865622021,1.0
LINC00662,1.36288107664799,1.0
X24,1.18423145556587,1.0
LOC101929709,1.13373533958041,1.0
lnc-UBLCP1-4,-1.11942852660819,1.0
LINC-PINT,1.26312064075624,1.0
lnc-SNCA-2,1.1166878658705,1.0
XLOC_l2_006673,-1.07396530539227,1.0
FLJ46906,-1.37660665078189,1.0
MDM4,-1.00211039885362,1.0
CDYL2,-1.77444199074004,0.126415629342261
EPCAM-DT,-1.0634964702337,1.0
X25,1.02139518765729,1.0
SNHG11,1.13090783846012,1.0
UBA6-AS1,1.32159143029055,1.0
lnc-KIAA0020-1,1.20957069526305,1.0
LINC00942,1.05493238504059,1.0
FAM200B,-1.05866850756444,1.0
LINC00211,-1.00659997158965,1.0
LINC00861,-1.02521300972044,1.0
PSD2-AS1,1.04205430356196,1.0
LINC01192,-1.16540155251456,1.0
LINC-PINT,1.06332413867381,1.0
X26,1.09520039063121,1.0
PVT1,1.37608646389513,1.0
LINC00963,1.22441774373908,1.0
TIAM2,-1.44437866208311,1.0
LOC101927136,-1.08087575373404,1.0
LOC100294145,1.09244350305579,1.0
LOC100132356,1.13939302434471,1.0
lnc-LRIG2-4,1.09034935029141,1.0
CRYBG3,-1.11436029510711,1.0
LINC01747,1.06980217625882,1.0
LOC202181,1.14628750947604,1.0
LINC01133,-1.32310479032196,1.0
ARMCX5-GPRASP2,1.6827133786782,0.891511819768245
GVQW3,-1.08689406285264,1.0
NEAT1,1.04907097837193,1.0
CCDC171,-1.31705134232138,1.0
LINC-PINT,1.01424398131954,1.0
X27,-1.13118859195635,1.0
LOC105377621,-1.12217506026089,1.0
HCG18,1.15701763060337,1.0
SNHG5,1.02539568033278,1.0
X28,-1.05513558457116,1.0
DLEU1,-1.21303140842339,1.0
C14orf132,-1.06092637956245,1.0
DDAH1,2.02435301630258,0.103469413199755
X29,-1.35372426508937,1.0
LINC00313,-1.07594744126808,1.0
MIR100HG,-1.54531747393945,1.0
lnc-CCDC71L-1,-1.25972826569227,1.0
LINC00881,1.14888033713096,1.0
LINC00472,1.12677382427139,1.0
X30,-1.0142648232802,1.0
LINC00630,1.71873788298459,1.0
LINC01588,1.21846094869823,1.0
X31,-1.28314556612131,1.0
LOC100506403,-1.56936291375829,1.0
LINC00958,1.19810269903936,1.0
LINC00894,1.27040686116282,1.0
IPW,1.12280772145937,1.0
TALAM1,-1.24937860244293,1.0
BLCAP,-1.24080875860616,1.0
TDRG1,1.27301010263973,1.0
GARS-DT,1.01100854922761,1.0
SNHG17,-1.08121334323931,1.0
ARMCX5-GPRASP2,1.09005532518774,1.0
ZNF124,-1.36049859189299,1.0
LOC101929709,1.30190212412225,1.0
LINC01091,-1.13586181575817,1.0
ZSWIM6,1.30374275528046,1.0
LINC01192,-1.34381213960107,1.0
X32,1.10585332412773,1.0
LINC01978,-1.06006015140196,1.0
LINC00472,1.53847259612745,1.0
OXR1,2.85834124195225,0.0455324403157991
TSTD3,-1.15281443346027,1.0
CRNDE,-1.23622438826386,1.0
MIR34AHG,1.13419600817039,1.0
LINC01372,-1.30290940974701,1.0
LOC101929719,-1.11991343716741,1.0
KIAA1671,-1.17059208018012,1.0
RPS6KA5,1.18177198789563,1.0
ERVMER34-1,-1.43612299200236,1.0
LINC00662,1.03917789391977,1.0
ZNF254,1.16158276731396,1.0
ZNF320,-1.07316079708468,1.0
SEC14L1,1.15623883579634,1.0
CDKN2B-AS1,1.18854160974055,1.0
SNHG14,1.17585823289998,1.0
CA5BP1,1.20173501349775,1.0
C17orf51,-1.07613964467971,1.0
TWIST2,-1.12128250111568,1.0
GMDS-DT,-1.0390882313144,1.0
LINC02482,-1.14465537730442,1.0
LINC00963,-1.02472184184011,1.0
LINC00963,1.28430994702206,1.0
GARS-DT,1.06754243943437,1.0
PVT1,-1.26123855699962,1.0
SNHG5,-1.01496063531897,1.0
SNHG6,1.06246272267835,1.0
SPIN3,1.32967974667725,1.0
LINC01278,1.14782068780989,1.0
LINC00963,1.24945214721216,1.0
LINC-PINT,1.0906227999274,1.0
UBE2E3,-1.19126664179616,1.0
PTPN14,-1.00028649600122,1.0
XIST,1.14663844165798,1.0
LINC01481,1.08692156734205,1.0
X33,-1.10390577919743,1.0
JPX,1.03434726635505,1.0
MALAT1,-1.40448767215521,1.0
FTX,1.44205177341977,1.0
LINC-ROR,-1.51908118280825,0.966088305632337
X34,1.27173294366797,1.0
KHDC1,-1.33823149277252,1.0
LOC101928237,-1.09155441089689,1.0
lnc-CHIC1-2,1.13248749205557,1.0
X35,-1.12233314752918,1.0
RNF139-AS1,-1.08601485462738,1.0
X36,-1.01511001419698,1.0
SMIM13,1.20527430412776,1.0
HOTAIR,-1.20812823945905,1.0
LINC00963,1.27570083072607,1.0
LOC101927405,1.03134345648854,1.0
TUG1,-1.00094606184635,1.0
THAP9-AS1,1.09401498351871,1.0
lnc-SIK1-5,-1.13786838607323,1.0
LOC100132356,1.29835677274145,1.0
X37,1.52053242092743,1.0
HIGD1A,1.04314457973678,1.0
LINC01116,-1.20123559499362,1.0
LINC02245,-1.09330858188187,1.0
X38,-1.28112851314337,1.0
OTUD6B-AS1,1.0253305178524,1.0
lnc-SAA2-2,1.23473120934957,1.0
CLEC2D,1.1799206728465,1.0
PMF1,-1.01199560208723,1.0
lnc-UQCRFS1-7,1.10598743828047,1.0
X39,1.157305680584,1.0
LINC01088,-1.27628820542885,1.0
LINC00398,1.13192404756623,1.0
GNASAS,1.03575598718283,1.0
ZNF90,-1.13389149236342,1.0
ANKRD20A12P,1.59725634576373,1.0
LINC01355,1.09601375415985,1.0
MIPEPP3,-1.06717788926879,1.0
ANP32AP1,-1.09967030554684,1.0
SEPT7-AS1,-1.18354276281334,1.0
LOC105377137,2.11835133258003,0.0745860189659776
X40,-1.03380187844575,1.0
lnc-FARS2-2,1.01142615548952,1.0
X41,-1.00923779925563,1.0
IPO7,-1.02948251636281,1.0
DST,-1.01864438374783,1.0
X42,-1.0780923770898,1.0
PIEZO1,-1.14645980557857,1.0
lnc-CKAP2L-1,-1.08872462208927,1.0
LINC01564,-1.14889858218014,1.0
FAM199X,-1.24917366844242,1.0
LOC105369957,-1.09948398650813,1.0
MFAP3,-1.1868801680147,1.0
GTF2IP23,-1.02887532185125,1.0
LOC729296,-1.84140649729689,0.696099723996646
BRK1,-1.03735327233667,1.0
X43,-1.4123944235426,1.0
PWAR6,1.35731767430865,1.0
LOC101927060,1.09270495703409,1.0
lnc-TOP1MT-2,-1.10065598167404,1.0
LOC105376553,-1.00619305255275,1.0
LOC730101,1.00271721953695,1.0
LOC100499194,-1.76056997845681,0.970439232427333
LOC101929216,-1.09971605116139,1.0
X44,-1.24281473370685,1.0
LYPLAL1,-1.36118517457772,1.0
ANKRD33B,1.05281493136641,1.0
lnc-AC136604.1-1,-1.18521298603528,1.0
LINC01539,1.55577243748286,1.0
THAP9-AS1,-1.09376255038725,1.0
NUP50-DT,1.7672032862271,1.0
TLE1,1.07581007552768,1.0
GARS-DT,-1.07472039964237,1.0
RNF213,-1.03043956661996,1.0
CCDC149,-1.0153819680617,1.0
NFU1,1.02191262022421,1.0
lnc-SNURF-1,1.28614147469835,1.0
TAPT1-AS1,-1.33768890653493,1.0
LINC00662,1.13671332015013,1.0
lnc-AC114947.1.1-2,1.09968162334184,1.0
LOC102724030,-1.19772498697149,1.0
PSMD14,-1.18330217142605,1.0
X45,1.04121181511922,1.0
LOC93622,-1.06226355358347,1.0
MIR4458HG,1.06235654868777,1.0
BMPR1A,-1.15875001561172,1.0
X46,-1.03531021787118,1.0
CRYZL2P,-1.03138473780167,1.0
lnc-UQCRFS1-9,1.08297600548386,1.0
ZNF37BP,1.25327817108309,1.0
LOC101928673,-1.15273535266445,1.0
LYRM4-AS1,1.02511752708082,1.0
X47,1.0126330488114,1.0
lnc-IL6-3,2.46153121598989,0.161260897461743
ARPC2,-1.21437321352356,1.0
LINC02154,1.0319866899239,1.0
SPART-AS1,-1.30660533032142,1.0
XLOC_l2_014579,1.17154061766004,1.0
X48,-1.18656264354722,1.0
NUDT3,-1.04754409557412,1.0
lnc-ST3GAL1-1,-1.03437654969976,1.0
X49,-1.53910017718639,0.639156000111934
PPA1,-1.05307362102425,1.0
LOC101927151,-1.0423883572197,1.0
LOC105372130,1.39724066164937,1.0
SOCS2-AS1,1.15179131436078,1.0
ARMCX5-GPRASP2,1.30203249344518,1.0
XLOC_l2_009886,1.03172170523063,1.0
STRN,1.3745798715658,1.0
lnc-RTL1-2,1.13502897943927,1.0
FAM200B,-1.13385223360433,1.0
CDCA7L,-1.07136390290649,1.0
lnc-PPA2-1,-1.02229391234461,1.0
LOC101927151,-1.06690617374616,1.0
COX5A,1.05772563823746,1.0
ZNF37A,1.22407415395368,1.0
WDR82,-1.07399536520229,1.0
X50,-1.12199715774546,1.0
LINC01478,-1.06209981611591,1.0
X51,-1.07815246623648,1.0
GGACT,-1.00307798783648,1.0
KANSL1-AS1,-1.23611457341286,1.0
CASC15,-1.12210750581884,1.0
LOC101929709,-1.05495235302682,1.0
XLOC_l2_008203,-1.13676507002479,1.0
ATF7IP2,1.2289880841149,1.0
SSB,-1.14181677402362,1.0
lnc-FAM105B-1,1.05834115033913,1.0
X52,1.62787694260383,1.0
LINC01006,-1.11163368610024,1.0
C11orf74,1.34834928615872,1.0
SNHG14,1.27432697120345,1.0
MLX,-1.01389196681224,1.0
X53,-1.04186508758096,1.0
lnc-C14orf118-1,-1.25038414773926,1.0
X54,1.09185458716303,1.0
CIC,1.12985737540869,1.0
NDUFAF2,1.15396252972802,1.0
LINC00265,-1.05324080699458,1.0
SMIM2-AS1,-1.15244322155467,1.0
FLJ40288,-1.32008334260411,1.0
SNHG20,1.06648229575701,1.0
lnc-MACROD1-1,-1.13057972640643,1.0
XLOC_l2_003856,-1.37709301584452,1.0
ZEB1-AS1,-1.23184108353109,1.0
MIR503HG,-1.03737172436287,1.0
APTR,1.00401405654415,1.0
X55,1.15229106326562,1.0
LOC105376874,1.05072390089312,1.0
NASP,1.04517003692076,1.0
SNHG14,1.33679755948692,1.0
LPP,1.18380855388587,1.0
CDHR3,-1.08553750101932,1.0
MPRIP,-1.41100978000053,1.0
ARHGAP32,1.0868178691765,1.0
X56,1.11461555547172,1.0
SMAD4,1.01063648846022,1.0
FTL,-1.29561179007039,0.877888617905497
ZNF805,1.22775304248214,1.0
USP2-AS1,-1.03301273197868,1.0
TUG1,1.05263428819312,1.0
RPL5,1.00719508788735,1.0
X57,1.13387566177977,1.0
XLOC_l2_010118,-1.1790449762512,1.0
lnc-ZADH2-1,1.22619248466987,1.0
LINC01137,-1.0879026135359,1.0
FAM228B,1.40541574494465,1.0
lnc-SNURF-1,1.34411377354191,1.0
PANTR1,2.73198942936806,0.0366884325481076
KPNA4,-1.42482553923555,1.0
lnc-DYM-1,1.07323152940916,1.0
LINC02210,1.63350760011048,1.0
KTN1-AS1,1.11205144988925,1.0
LINC01116,-1.22289533397465,1.0
SYS1,-1.00488373630238,1.0
AMDHD2,1.00213767186223,1.0
TIMM8A,-1.02588537271576,1.0
PARP9,1.11766752746616,1.0
RPS20,-1.13404565193989,1.0
KDM4C,-1.44397090944974,1.0
RBM19,1.23618894634449,1.0
BRI3,-1.65555504886969,1.0
RIOK2,1.71050903169259,1.0
C15orf40,-1.03593925391374,1.0
RBM34,1.14297034302018,1.0
ANKRD66,-1.16711540430596,1.0
COX11,1.00905888923363,1.0
TMEM217,-1.14194419917171,1.0
DDHD2,-1.17717341863165,1.0
ZBTB24,-1.166611747604,1.0
STEAP1B,-1.50511185722358,0.829440664134174
DISC1,1.02634748985604,1.0
MOSMO,1.00225387095766,1.0
PET117,-1.00002723322304,1.0
LYRM4,1.06485303006244,1.0
TMEM41B,1.05079367098535,1.0
CGREF1,-1.1372661246654,1.0
MDFIC,-1.26636807755598,1.0
HPSE,1.05462555527396,1.0
VEPH1,-1.25557427335301,1.0
OSMR,-1.12177277667014,1.0
SAP25,-1.04449320012725,1.0
CDK1,-1.15215213148454,1.0
DZIP1L,1.26285710323841,1.0
ZFAND1,1.04722366164903,1.0
LARP4,-1.07049584865617,1.0
GOLGA3,1.34099621179478,1.0
MCPH1,1.18128430550107,1.0
ZFYVE28,-1.54895149693245,1.0
TSFM,1.01731335349785,1.0
ZBED6,-1.00792386679574,1.0
CD33,1.33582609726454,1.0
PUDP,1.05721002266057,1.0
CARD8,1.01075771703646,1.0
MTRNR2L1,-1.11906647593573,1.0
MTRNR2L2,1.33478335701098,0.0029196120474671
MTRNR2L2,1.12778806439263,1.0
MTRNR2L3,1.10003016401474,1.0
MTRNR2L6,1.08614949124852,1.0
MTRNR2L7,1.13744500251902,1.0
MTRNR2L8,1.09952390829512,1.0
MTRNR2L9,1.14861937256194,1.0
ZNF726,1.12183002872286,1.0
CNPY2,1.14828336073766,1.0
MID1,1.08280684957079,1.0
SUGCT,1.72283753172613,0.402153874100479
KCNJ18,-1.99095964901255,0.505593435497414
C19orf81,1.78005198915546,0.534743105138455
DENND1B,1.19249593031281,1.0
TGFBR3L,1.2427999726421,1.0
DCLK1,-1.19756271022063,1.0
CAMTA1,1.08537011700841,1.0
CCDC189,1.04230076864939,1.0
BEAN1,-1.01700377125581,1.0
LEPROT,1.30555848764158,1.0
RBM4,1.10651118070333,1.0
TMEM56-RWDD3,1.33174410370764,1.0
PDK2,1.21815525454484,1.0
PGM3,1.04802454050645,1.0
NDUFB6,1.04080529843582,1.0
GCFC2,1.0322639798496,1.0
CD44,-1.12114709875131,1.0
NR3C1,1.32017871799842,1.0
PSMC2,-1.17590738338708,1.0
ZNF587B,1.25892137796344,1.0
XPNPEP3,-1.1770182672379,1.0
TM4SF19,-1.39671713336635,0.936097362339591
USB1,1.05142169561252,1.0
RNF223,-1.20062975104418,1.0
ATF7,-1.02065616726785,1.0
IL6R,1.0106563436189,1.0
CSPG5,1.23090963051157,1.0
C5orf56,-1.06794061861603,1.0
EML2-AS1,-1.28020687119502,1.0
TMEM147,1.02162730615778,1.0
CAMTA1,1.00762035747704,1.0
LOC100505549,-1.10835424639787,1.0
DR1,1.1340364787528,1.0
SF3A3,-1.02714181947932,1.0
FAM208B,1.03926631552169,1.0
HIST1H2AG,-1.17667104514423,1.0
MCPH1,-1.19150144903831,1.0
RAB6C,-1.05396710845456,1.0
MGAT4B,1.12510240085541,1.0
C2orf48,-1.26135430293522,1.0
SNORD21,1.09332711669463,1.0
RPS3A,-1.02262770737658,1.0
SNORD22,-1.10563896644937,1.0
SNORD4B,1.32959354969238,1.0
SNORD4A,1.22970012147588,1.0
SNORA70,1.10880362802754,1.0
SNORA68,1.31032976084419,1.0
SNORD42B,-1.08766529278765,1.0
SNORD55,1.1967223718597,1.0
SNORD36C,1.11193852678354,1.0
SNORD36B,1.16725483824266,1.0
SNORD35A,1.28741428122651,1.0
SNORD34,1.22743448897961,1.0
SNORD33,1.15372941621176,1.0
SNORD32A,1.00469837692458,1.0
SNORD46,1.14480210114588,1.0
SNORD15B,-1.17085035242835,1.0
SNORD83A,1.17597964397206,1.0
SNORD83B,1.16390327365974,1.0
SNORD56B,1.08439476055646,1.0
SNORD35B,1.10147470559805,1.0
SNORD108,1.36125064944714,1.0
SNORD107,1.28090049672187,1.0
SNORD64,1.46738857956417,1.0
SNORD109B,1.31982423468263,1.0
SNORD38A,1.02731602958158,1.0
SNORD38B,-1.02756349097359,1.0
SNORA6,1.07047803196161,1.0
SNORA64,1.01196784298165,1.0
SNORA10,1.00119476581158,1.0
SNORD12C,-1.12619584076103,1.0
SNORD101,1.09065955466736,1.0
SNORD100,1.0265699006586,1.0
SNORA33,-1.06655802108656,1.0
SNORD54,1.20110878958589,1.0
SNORD43,-1.13237741131491,1.0
SNORD16,-1.2233028368059,1.0
SNORD18A,1.04059532286307,1.0
SNORD18B,-1.05491994750717,1.0
SNORD18C,1.10930158358196,1.0
SNORA66,1.37161881067921,1.0
SNORD24,1.0104242031061,1.0
SNORD36A,-1.00353776734954,1.0
SNORA65,-1.23533801510431,1.0
SNORD68,1.11159540650716,1.0
SNORD29,-1.28554110601828,1.0
SNORD31,1.03030643953895,1.0
SNORD30,-1.09843207884636,1.0
SNORD28,-1.05731031048539,1.0
SNORD27,1.02180186079612,1.0
SNORD26,-1.01864472445258,1.0
SNORD25,-1.00190069691422,1.0
SNORD58A,-1.17486874256529,1.0
SNORA27,-1.11029160576493,1.0
SNORA21,1.12435447215551,1.0
SNORD74,1.13218711975571,1.0
SNORA3A,1.03033810161101,1.0
SNORA72,1.12713041278421,1.0
SNORD72,1.27581670354838,1.0
SNORA69,1.40352532325574,1.0
SNORA52,1.38709182337489,1.0
SNORA63,1.22601958601454,1.0
SNORA4,-1.08357447960709,1.0
SNORA41,1.13130724521309,1.0
SNORD95,-1.0373841820498,1.0
SNORD96A,-1.01580101734317,1.0
SNORD87,-1.14327981992714,1.0
SNORD37,1.24682690770323,1.0
SNORD10,-1.04915104250599,1.0
SNORD60,-1.03013496498423,1.0
SNORD56,1.0397405067664,1.0
SNORD53,1.00699655318649,1.0
SNORD52,1.09568165771614,1.0
SNORD49A,-1.1675148968457,1.0
SNORD48,-1.00448498725127,1.0
SNORD47,1.003195525924,1.0
SNORD45B,-1.16266872282448,1.0
SNORD45A,-1.27534453582404,1.0
SNORD44,-1.04793404975155,1.0
SNORD41,1.08552295236469,1.0
SNORA71B,1.07258860213128,1.0
SNORA67,1.10360724291067,1.0
SNORD63,1.41406593775799,1.0
SNORD62A,1.5168637786064,1.0
SNORD8,1.13440537376273,1.0
SNORA19,-1.47327616584742,1.0
SNORA48,1.23946936286565,1.0
SNORA5A,-1.12052113088249,1.0
SNORA8,-1.03540608416117,1.0
SNORA75,1.0135107635852,1.0
SNORA13,-1.08692848419869,1.0
PDCL3,-1.07826125753952,1.0
SNORA2A,1.1401672376818,1.0
SNORA2B,1.00445780432575,1.0
SNORA9,-1.14056381248194,1.0
SNORA11,1.0535638822447,1.0
SNORA12,-1.01860513574295,1.0
SNORA14A,1.27131872721388,1.0
SNORA14B,1.00864500806777,1.0
SNORA15B-2,-1.1807142600712,1.0
SNORA18,-1.01382016982969,1.0
SNORA20,-1.1931603703341,1.0
SNORA22,-1.12471869927486,1.0
SNORA24,1.04871933366785,1.0
SNORA31,-1.09684153129591,1.0
SNORA2C,1.04114931733024,1.0
SNORA36A,1.04137297291861,1.0
SNORA37,-1.10512844398796,1.0
SNORA38,1.02771344455903,1.0
SNORA40B,1.01068130430702,1.0
SNORA80E,1.06540094077523,1.0
SNORA44,1.15266270044541,1.0
SNORA3B,1.08845719119864,1.0
SNORA46,1.09151719976575,1.0
SNORA49,1.07117419719524,1.0
SNORA51,1.14404941398856,1.0
SNORA54,-1.13429461158597,1.0
SNORA58,1.06148413780673,1.0
SNORA60,-1.11542622060042,1.0
SNORA61,1.07492183821656,1.0
SNORA5B,1.127113628709,1.0
RPL32,1.26116543325564,1.0
SNORA50C,1.01944391681146,1.0
SNORA80A,1.16091946457933,1.0
SCARNA3,1.05738294933371,1.0
SCARNA20,1.4864344719318,1.0
SCARNA22,1.13393110057341,1.0
SCARNA4,-1.12386335607025,1.0
SCARNA23,-1.16517906295265,1.0
SCARNA8,-1.28844306369636,1.0
SCARNA11,-1.24192987983646,1.0
SNORA71C,1.04753366258632,1.0
SNORA71D,-1.08918035986211,1.0
SNORA77,-1.05183592054661,1.0
SNORA79,-1.58154114250194,1.0
SNORA1B,1.12403506829127,1.0
SNORA25,1.01768291652408,1.0
SNORD12,-1.01838862861313,1.0
SNORD11,1.03887573727603,1.0
SNORA32,1.03416552074794,1.0
SNORD5,-1.05450788328457,1.0
SNORA16A,-1.10008475716098,1.0
SNORD6,1.02764755488845,1.0
SNORD45C,-1.319247023219,1.0
SNORD19,1.11546408520471,1.0
SNORD32B,1.19202782179557,1.0
SNORD66,-1.42732460947176,1.0
SNORD69,1.232174199621,1.0
SNORD70,-1.02073152514342,1.0
SNORD71,1.15270208366544,1.0
SNORD84,-1.07310131461845,1.0
SNORD88C,1.07495655982439,1.0
SNORD89,1.03104773934333,1.0
SNORD91A,1.09830682808398,1.0
SNORD91B,1.26644434783475,1.0
SNORD93,1.28962486104041,1.0
SNORD98,1.13986235367037,1.0
SNORD99,-1.10701120882247,1.0
SNORD110,1.07178564655444,1.0
SCARNA18,1.20086443232364,1.0
SNORD116-6,1.29488473488117,1.0
SNORD116-26,-1.06218891599546,1.0
SNORD116-27,-1.09266291866913,1.0
SNORD105B,1.01360483584521,1.0
SNORD123,1.72502988071471,1.0
SNORD11B,-1.2526837521223,1.0
SNORD12B,1.03332981375514,1.0
SNORD58C,-1.23188123249336,1.0
SNORA84,-1.12611995957412,1.0
SNORA38B,1.14983608929445,1.0
SNORA70B,1.09812689259995,1.0
SNORA70C,1.07828310646094,1.0
SNORA11B,-1.03493451579921,1.0
SNORA11C,-1.1585351248625,1.0
SNORA11D,1.00833411690403,1.0
X58,-1.19847234265557,1.0
SNORD80,-1.0345271715253,1.0
SNORD75,-1.08718578173971,1.0
SNORD76,1.01237149187096,1.0
SNORD77,-1.00054815601687,1.0
SNORD96B,-1.05182208880428,1.0
SNORD104,-1.04672734868459,1.0
SNAR-G1,-2.02681049007205,0.0105011511726705
SNAR-F,-1.51458407983479,0.074549410613487
SCARNA14,1.07230092206895,1.0
SNORA16B,-1.16952357270455,1.0
SNORA57,-1.12032003502852,1.0
SNORD1A,1.01626678058051,1.0
SNORD1C,1.13116818025304,1.0
SNORD86,1.00432438234617,1.0
SNORD97,1.17765251305143,1.0
RNU11,1.02007006030218,1.0
RNU6ATAC,-1.15310516169378,1.0
SUZ12P1,1.13035069736225,1.0
SNAR-B2,-1.2388952465965,0.128889262720211
SNAR-D,-1.26130487296329,0.202091339567803
SNAR-G2,-1.40163501800311,0.135663608217388
SNAR-H,-1.37237748281426,0.13908371184633
SNAR-I,-1.02352860402558,1.0
VTRNA1-2,1.21473883761558,1.0
VTRNA1-3,1.31828090813622,1.0
X59,-1.0551350507549,1.0
SNHG29,-1.28417288094645,1.0
LOC100128164,-1.10049707153738,1.0
ATP1A1-AS1,1.06247390616998,1.0
ATP1A1-AS1,1.23870247557766,1.0
TNIK,-1.55676420194751,1.0
PDCD6IP,-1.00268253111846,1.0
