Gene_Symbol,WT_1.gProcessedSignal,WT_2.gProcessedSignal,RNA5_TLR4_1.gProcessedSignal,RNA5_TLR4_2.gProcessedSignal
lnc-AHNAK-3,2.738112,2.941244,3.189203,3.01302
LOC102723765,290.6333,285.0645,468.4483,371.7244
lnc-RCOR2-1,2.392763,3.104594,3.369711,3.204967
LOC105369341,2.885054,3.052185,3.284905,3.12342
lnc-LTBP3-3,2.421241,3.11184,3.419064,3.238221
lnc-CFL1-1,2.633512,2.862286,3.082189,2.97166
lnc-CFL1-1,3.002542,2.835254,3.172035,3.704479
lnc-CABP2-1,3.299167,3.488002,3.806204,3.613408
lnc-ORAOV1-4,7.088096,12.77142,3.315039,3.38709
lnc-NUMA1-1,7.675211,12.66756,20.77577,22.30084
lnc-PDE2A-1,6.537246,3.301525,3.657931,3.439071
,18.07701,14.56809,14.09066,20.45381
LOC105369381,2.349117,2.756746,2.997777,2.826838
lnc-FCHSD2-3,2.233868,2.689065,2.918395,2.746035
lnc-PRKRIR-1,19.0509,16.09196,30.52752,37.75674
lnc-ODZ4-2,4.159526,3.124922,3.424112,3.394536
LOC101928944,2.38179,2.777692,3.025851,2.838278
lnc-FAM181B-3,2.22308,2.701791,2.935657,2.758419
lnc-RAB30-2,2.585655,2.942135,3.21429,3.035112
lnc-GPR83-2,156.3711,158.7839,211.3498,182.2347
lnc-SESN3-1,2.336572,3.292339,4.128584,3.656035
lnc-SESN3-1,2.278896,2.693585,6.612085,2.789957
lnc-FAM76B-2,2.382156,2.739137,2.98196,2.900454
lnc-CCDC82-4,3.27994,3.415497,3.5968,3.52019
lnc-PDGFD-5,2.771618,3.384114,3.829073,3.71837
lnc-PDGFD-3,2.801583,3.014352,3.230074,3.173497
LOC102723862,2.486475,2.995415,3.306426,3.123041
LOC102723862,3.081014,3.256301,3.460454,3.38977
lnc-GUCY1A2-2,4.656373,3.392706,3.792691,3.566824
lnc-NPAT-1,2.242109,2.779511,3.153634,5.081342
LOC105369482,3.04743,3.222837,3.430464,3.346556
LOC105369488,4.787465,2.689947,2.919328,11.07351
LINC02550,4.836512,10.42793,12.596,3.923895
lnc-C11orf92-1,2.625112,3.285727,3.651236,3.423133
lnc-IL18-1,74.84341,77.02112,62.82136,49.81166
lnc-USP28-2,3.810704,3.618528,3.373701,2.92653
LOC101928940,3.090261,3.209708,3.456286,3.265664
LINC00900,4.244687,3.096839,3.405825,3.214727
lnc-CADM1-3,3.378246,3.431096,3.687887,3.493614
LOC105369513,2.588293,2.844453,3.100339,3.093238
lnc-RP11-158I9.5.1-2,738.2158,798.1235,744.6998,676.2317
lnc-HYOU1-1,2.570688,2.992189,3.32182,7.917568
lnc-PVRL1-1,6.248069,8.545201,4.551148,3.492561
lnc-RP11-831A10.1.1-1,2.651611,2.930739,3.930655,16.235
lnc-RP11-831A10.1.1-1,22.76541,19.85089,17.79689,24.61036
MIR100HG,59.76808,61.79731,76.71301,48.63272
MIR100HG,2.247915,2.626101,2.857535,2.693733
LOC105369539,2.333999,2.941489,3.207321,3.010095
lnc-ROBO4-1,3.479597,3.665166,3.900658,3.807379
lnc-RP11-791J7.2.1-1,13.32221,7.937562,11.19886,16.14926
lnc-RP11-680F20.4.1-2,7.563397,9.312704,6.243869,5.975897
lnc-ETS1-2,3.836704,2.822174,3.064533,2.882302
lnc-NFRKB-1,27.2341,34.31898,31.36926,24.38844
lnc-ZBTB44-1,26.4904,21.63638,8.541591,15.14879
LOC105369576,2.236222,2.647585,2.882407,2.714469
LOC105369576,277.916,211.2639,177.4882,148.6882
lnc-SPATA19-1,11.08911,6.348464,11.44913,16.39132
CD81,33.93821,32.68473,26.06023,24.73321
lnc-OR52K2-1,2.51021,3.225201,3.521707,4.048677
LOC105376556,2.430456,2.808869,3.07023,3.012681
LOC105376570,2.970509,3.144436,4.208134,3.216106
LOC107984316,245.2986,281.2261,198.0178,166.2278
LOC494141,56.14457,71.86668,67.58794,48.54599
LOC105376588,13.45715,22.02038,15.2479,14.03825
LOC105376588,2.679691,2.972408,3.251412,11.98769
LINC02546,3.52828,5.574152,3.516238,2.819541
LINC02546,2.580305,4.230188,3.882993,4.918776
LOC101928812,2.732339,2.95664,4.382037,3.131363
lnc-CD6-1,2.449728,3.097099,3.435437,3.216603
LOC101927495,134.1441,179.5404,182.9822,151.0737
lnc-LGALS12-2,7.60244,2.890124,3.144051,6.933278
LOC105369362,2.330749,2.674566,2.907257,2.996542
,7.95033,5.540755,10.54989,14.83438
lnc-ANO1-1,7.111875,8.130657,6.883732,9.846277
lnc-FOLR3-1,3.591813,3.098789,5.900853,3.191053
,3.183285,4.619261,3.542429,3.48436
lnc-RP11-201M22.1.1-2,2.718062,3.368362,3.774361,3.604744
LOC105369428,112.2593,124.5619,129.4661,122.9799
lnc-PIWIL4-4,6.267792,4.788218,4.161692,3.01143
lnc-PIWIL4-4,19.3024,17.70446,10.30642,3.733684
LOC101928477,2.543045,4.755224,3.473897,3.326983
lnc-AP000679.2.1-1,22.59845,17.42291,21.06838,27.93952
lnc-RP11-168K9.2.1-2,3.068547,3.204019,3.49539,3.268043
LOC101929473,2.811813,3.522354,4.004456,3.848851
lnc-RP11-168K9.2.1-1,3.348905,3.594197,3.910321,3.736258
lnc-IFITM2-1,2.459837,8.0081,14.21057,3.765574
lnc-NLRP10-1,3.201244,3.120886,3.468262,3.391555
lnc-ZBED5-1,15.4244,23.79283,11.8269,9.322459
CCDC179,2.300368,3.925163,2.999496,2.834741
,2.580785,3.134748,3.485511,3.366001
LOC103312105,2.6877,3.221712,3.61803,3.543191
lnc-CPSF7-1,2.952664,6.401191,3.332982,3.316058
lnc-CPSF7-2,2.921307,4.197591,3.317748,3.183959
TALAM1,140.0172,161.9726,199.7759,197.1735
,7.55048,4.997478,14.19363,3.868412
,36.5365,27.05074,30.57314,29.78252
lnc-PDGFD-1,2.221808,2.670623,2.901549,2.725854
MIR100HG,8.362323,3.199485,16.25141,25.17008
LOC105369541,3.054974,3.174491,3.439614,7.233763
LOC105369554,2.545955,3.235072,5.594574,7.976114
lnc-ADAMTS8-1,6.953355,4.985122,5.078496,8.42412
lnc-SPATA19-1,2.272055,2.704121,2.936084,2.765445
lnc-SPATA19-1,2.463811,3.43223,3.435622,3.195881
LINC00592,29.06187,27.08353,25.52897,25.17921
LINC02396,2.22845,6.710979,5.566859,2.756538
LINC00485,3.133059,3.444532,3.777448,3.578959
LINC00944,112.9621,118.2266,212.0559,198.4453
FZD10-DT,2.447177,2.94584,3.214791,3.051295
SSPN,2.22935,2.716103,2.953293,2.773919
LINC00941,343.3325,590.9708,309.2847,290.8134
LINC02395,2.762157,3.356484,6.12625,3.69227
LOC100130268,3.996673,11.31804,3.973383,5.140159
LINC01490,3.190794,3.573285,3.698834,5.689403
LINC02397,2.589657,3.244381,3.596746,3.369483
LINC02401,2.396968,3.119471,3.385716,3.228607
LINC00507,3.139225,3.257478,3.491826,3.319313
,3.270074,3.429878,3.613098,3.633753
,2.892026,4.783765,6.72781,3.254024
lnc-BEST3-1,2.503992,3.261407,3.578187,3.442086
LINC02424,2.834502,3.222435,3.544568,3.348637
LINC01234,250.6872,340.4261,82.14081,88.18207
LINC02405,2.342573,6.472547,3.211425,5.750708
LINC02415,52.85563,49.89393,39.10654,35.68605
lnc-CD9-1,15.99696,34.14284,36.90058,34.36379
LINC00173,106.9674,130.0541,103.1721,102.4307
lnc-RNFT2-1,2.532218,4.415691,3.617325,5.793406
,138.765,294.2728,224.0025,197.8623
lnc-C1QL4-3,3.237548,3.353027,8.177963,18.43328
lnc-C12orf49-1,6.929697,10.20653,9.017665,14.75531
THRIL,3.172014,6.020342,3.52067,3.516799
lnc-CHFR-1,2.933702,3.085579,3.331511,3.3214
lnc-WNK1-1,2.725977,3.221439,3.568045,3.342032
lnc-KCNA1-1,2.541991,2.980223,3.256155,3.088209
,2.414139,3.043115,3.334572,4.207676
lnc-CD9-3,7.877188,4.692953,3.470895,3.05125
LOC105369622,3.265266,3.427946,3.742214,3.536561
lnc-PLEKHG6-3,3.188708,3.296671,3.536749,5.304895
LOC105369624,2.980188,3.171012,3.377421,3.309523
lnc-FOXJ2-1,2.632492,2.783482,3.109242,3.069927
LOC105369645,4.869682,2.731448,2.975994,2.786249
lnc-CLEC2D-7,2.764357,3.457435,3.941069,3.769868
DDX11-AS1,61.41897,140.7261,96.1412,80.66274
lnc-GABARAPL1-1,111.3808,86.83078,75.03253,15.13654
lnc-KIAA1467-1,3.908992,2.98252,4.023681,6.839582
lnc-PDE6H-2,2.987938,3.144905,3.371407,3.222661
lnc-DERA-1,2.763106,5.082914,3.285006,3.07677
lnc-PLEKHA5-1,42.50829,70.18631,82.75964,58.0246
LOC101928387,2.588911,5.145111,3.263249,3.117003
LOC101928387,2.767381,3.437013,6.378331,10.92712
lnc-PLEKHA5-4,5.860748,2.816494,3.0659,4.03528
lnc-AEBP2-4,2.630064,2.917635,3.189185,2.993615
lnc-LRMP-4,3.078751,3.201999,3.446115,3.259111
lnc-LRMP-4,18.97274,15.99669,5.951983,13.90688
LOC101928735,2.561526,2.834105,4.084049,3.064764
lnc-FGD4-1,3.286552,3.432927,3.603991,3.554945
lnc-DNM1L-2,2.964004,3.15528,3.36488,3.30872
,10.11467,5.088018,8.3549,15.82424
lnc-ALG10B-2,26.56341,30.4889,25.39302,10.00929
lnc-PPHLN1-3,2.587084,4.194213,3.285866,3.257016
lnc-ARID2-3,45.06551,43.90945,41.66922,34.61548
LOC100288798,36.75639,33.6513,43.03761,27.88967
,33.83228,35.55061,31.47671,33.59834
lnc-FAM113B-5,26.60421,21.18484,17.41036,9.883846
lnc-FAM113B-1,2.472979,2.903931,3.194926,3.13299
lnc-TMEM106C-1,20.67519,19.23842,35.11378,9.248404
LOC102725258,10.50959,12.18851,3.195472,3.48053
lnc-C12orf68-1,6.745523,6.804545,4.249393,2.875042
,3.47568,3.669997,3.912364,3.811393
lnc-WNT1-3,12.11238,14.28812,22.8761,24.87085
LINC02395,2.868812,3.038533,4.966301,3.094618
LINC02395,2.301673,3.831708,2.93265,2.758641
lnc-DAZAP2-1,5.527751,2.960072,3.270204,3.22457
lnc-TARBP2-3,2.809175,3.565344,4.04413,3.880129
LOC105369774,2.59794,2.86605,3.226347,3.175006
,30.08109,19.04708,23.38486,16.68947
,4.386111,2.817271,5.497668,3.021618
LOC102724030,9.255842,5.952581,4.614492,3.268171
,3.457697,5.487678,3.768954,3.590618
lnc-NAB2-1,58.73665,55.69235,54.92276,53.05404
lnc-XRCC6BP1-1,3.332828,3.421986,3.616431,3.496016
lnc-XRCC6BP1-3,2.893707,3.062433,3.292378,3.137984
LOC100506869,19.97963,23.48603,21.06872,18.25229
lnc-MSRB3-2,17.26876,28.73273,21.56307,17.99573
LOC105369812,2.999733,4.232277,3.51077,3.297957
lnc-DYRK2-2,3.46128,3.655924,3.875772,3.795917
lnc-DYRK2-2,2.615627,2.796634,3.120187,3.087421
lnc-YEATS4-1,2.694209,3.247332,3.570297,3.3695
lnc-RAB3IP-1,7.417372,21.6656,32.91964,23.4491
LOC105369838,2.51688,3.260869,3.604769,3.447773
lnc-ATXN7L3B-2,2.502641,3.256361,3.553557,3.426275
lnc-GLIPR1L1-3,2.648622,3.110675,3.489638,3.434641
lnc-GLIPR1-2,2.599135,2.828251,3.082517,2.881728
lnc-ZDHHC17-6,2.973842,3.220185,12.49021,12.66941
LINC02407,3.058869,3.239504,3.445049,3.388697
LINC02407,12.93004,26.23867,10.10517,7.673577
lnc-ZDHHC17-3,2.554728,3.070951,3.405598,3.314127
lnc-ZDHHC17-5,5.161274,3.243916,3.912199,3.543062
NAV3,6.595577,2.829812,3.069149,2.91211
NAV3,2.658579,3.068202,3.360743,3.185507
lnc-NAV3-1,32.34981,50.43646,42.82295,43.83747
,2.386025,3.106627,3.37344,3.219293
lnc-SYT1-2,5.187489,9.651146,18.96603,29.48304
LINC01490,2.456437,3.143001,3.433126,3.237429
LOC102724680,2.820888,3.20991,3.528349,3.33572
lnc-TMTC3-2,5.653462,3.177074,3.460112,6.533674
LOC105369890,2.399408,3.128155,3.398054,3.245115
LOC102724834,3.205877,3.31531,3.542456,3.379431
,2.335141,2.770811,3.01077,2.843667
,3.022369,3.205691,3.417223,3.380189
,3.246282,3.377006,3.683803,3.466617
LOC105369905,2.249525,2.763019,2.994029,2.828772
LINC02413,8.007827,21.70388,6.866759,12.44657
LOC105369907,2.70809,3.263171,3.669636,3.586647
lnc-RP11-511B23.3.1-2,2.365427,3.067085,3.33131,3.176203
lnc-RP11-511B23.3.1-1,2.413137,2.720877,2.964234,2.777375
lnc-ELK3-1,2.521631,4.467646,3.1432,3.782848
lnc-NEDD1-2,3.126121,3.29732,3.504392,3.484156
lnc-C12orf48-3,2.742786,2.949807,3.221364,3.008372
lnc-ASCL1-2,2.360631,2.658521,2.88416,2.742371
lnc-ASCL1-1,4.081211,5.292583,5.251604,4.26988
lnc-RP11-552I14.1.1-1,7.104357,3.259543,5.473417,11.60092
lnc-RP11-552I14.1.1-1,2.970138,3.041867,3.355039,3.154871
lnc-STAB2-1,2.86284,2.866392,3.201426,3.131045
LINC02385,105.9589,110.6374,88.62727,91.78136
lnc-TXNRD1-1,6.433103,4.144013,8.35856,12.65841
lnc-TXNRD1-3,3.089854,3.166874,3.441164,3.421659
lnc-ASCL4-1,2.69564,4.912311,5.237376,3.092501
lnc-FICD-1,2.802379,2.896077,3.194104,3.163269
LOC105369968,3.179443,3.284781,3.524574,3.342196
lnc-CCDC63-2,2.65241,3.078243,3.341996,3.186988
lnc-SDSL-1,10.62961,12.6057,10.05706,11.96471
LOC105369993,6.68324,7.258024,3.518867,3.661346
,3.067618,3.194663,3.479704,3.25346
,2.32489,2.940421,3.200882,3.007894
lnc-RP11-116D17.1.1-8,2.465859,2.783558,3.035586,2.846972
LOC102723639,6.923774,2.863626,3.088179,2.953145
LOC102723639,3.263459,3.342629,3.588517,3.605723
lnc-RP11-116D17.1.1-6,2.268078,2.640162,3.653761,2.943533
lnc-MAP1LC3B2-7,10.3061,3.211833,9.976526,9.197392
lnc-MAP1LC3B2-6,3.259764,3.350511,3.589915,3.608734
lnc-MAP1LC3B2-2,2.492038,3.23755,4.620208,3.387158
MAP1LC3B2,92.91642,82.98616,93.13619,75.86733
lnc-RNFT2-3,3.134219,3.108766,3.434813,3.374721
LOC105370018,7.656254,3.286787,3.649508,3.520022
,2.820292,3.020873,3.237617,3.136817
XLOC_009911,9.54418,9.514886,16.02347,10.62764
lnc-P2RX7-2,2.831012,2.836346,3.174068,3.100772
lnc-RNF34-1,2.501554,2.77008,2.990903,2.901313
lnc-ZNF664-1,17.30344,15.51523,7.753224,8.408642
lnc-ZNF664-2,4.049845,3.182781,3.540412,3.359788
lnc-ZNF664-2,3.445269,3.14646,3.35827,3.279341
lnc-FAM101A-2,15.02046,23.37943,16.3622,3.666025
lnc-FAM101A-2,3.07989,3.455333,4.461827,4.071622
LOC105370053,7.979746,3.267612,3.643874,3.44417
LOC107984445,2.471622,2.837199,4.543796,2.91563
,2.77605,3.147062,3.450909,3.268587
LOC105370057,32.79766,30.93028,33.82912,34.49401
LINC02359,11.40717,8.149406,4.215088,5.854361
lnc-TMEM132B-3,2.621174,3.233217,3.717608,3.498243
LINC02467,25.74515,22.68916,26.32427,19.69027
LINC02467,2.389536,2.688159,2.912872,2.797491
LOC105370060,4.241111,3.444794,3.77089,3.581241
LOC105370061,3.281771,3.406465,3.61311,3.653022
,17.64132,9.068209,216.4642,174.9417
lnc-TMEM132C-6,14.39111,8.120606,11.45331,3.114121
,2.479268,2.833345,3.93206,7.555988
,2.627076,3.138211,3.501392,3.4344
lnc-TMEM132C-6,2.498705,3.25734,3.568234,9.991947
lnc-TMEM132C-5,5.635986,19.82967,15.02429,3.401635
LOC105370076,2.653792,2.764195,4.622151,8.408945
lnc-FZD10-3,2.504994,3.063822,3.393698,3.229863
LINC02419,2.725252,3.397697,3.805615,3.59324
lnc-GPR133-1,2.263588,2.81422,3.061217,2.874393
lnc-SFSWAP-2,2.321169,2.969603,3.220781,3.044618
lnc-NOC4L-2,2.593537,2.826796,3.152357,3.124864
lnc-P2RX2-1,6.077911,5.550332,3.581471,3.600955
lnc-SLC6A12-5,25.1235,24.79665,17.00304,17.2928
lnc-FBXL14-2,14.71339,12.61674,10.40961,7.46639
LOC100128253,2.825477,3.565923,4.048058,3.887711
lnc-PARP11-2,2.595908,2.840877,3.112958,3.107903
lnc-PARP11-3,3.209353,3.345732,3.548588,3.436859
lnc-FGF23-3,15.1989,12.81003,15.359,13.27381
ANO2,2.571004,3.046579,3.381627,3.324191
LOC105369623,13.82874,17.52543,15.21822,11.89325
lnc-A2M-1,2.64596,4.339509,3.095253,2.907502
LINC02470,2.249117,2.764494,3.496208,2.824636
,3.425207,3.660239,4.56171,3.798237
LOC105369685,3.493425,3.601458,3.882376,3.724135
lnc-SLCO1A2-3,2.446606,3.007165,3.300064,3.117338
,25.85361,31.48961,23.49002,22.33321
lnc-IFLTD1-1,10.73125,11.68224,30.35294,18.07155
lnc-ERGIC2-4,2.547486,3.019085,3.306923,3.132863
lnc-ERGIC2-1,5.458249,3.691252,3.454755,3.436311
lnc-H3F3C-1,2.531541,5.509161,3.275195,3.23154
,2.226883,2.718167,2.9534,2.775131
LINC02555,7.010225,2.9748,3.282024,3.107647
LOC105369736,2.538909,2.807706,3.030416,2.970731
LOC105369743,2.425491,3.157563,3.429267,6.630982
LOC105369753,6.758799,9.676919,13.81648,10.51611
lnc-ADCY6-1,45.08456,47.80665,36.56979,35.81841
lnc-C1QL4-2,4.932847,3.690539,3.547573,6.535245
lnc-SLC11A2-1,9.139831,36.86532,54.64988,47.27045
lnc-KRT80-5,25.48401,36.42789,40.67435,29.31051
lnc-CALCOCO1-1,2.564347,2.757317,2.978426,2.875302
lnc-STAT6-1,2.798667,3.449375,3.906924,3.782368
lnc-STAT6-1,16.14592,19.35356,20.97611,22.99482
LOC105369784,3.308717,3.378191,3.647091,3.437831
lnc-CTDSP2-4,251.7175,212.6539,215.1079,176.4942
lnc-AVPR1A-1,2.366447,5.838459,3.246385,3.98403
lnc-GRIP1-1,3.417171,3.658925,4.027049,3.793708
LOC102724421,3.387378,6.600842,4.290668,3.122368
lnc-GRIP1-3,3.405299,3.63816,3.940148,3.779592
lnc-IFNG-2,5.128194,3.055929,3.418683,3.320527
lnc-ZFC3H1-2,3.011096,3.155576,3.39836,3.387467
TRHDE-AS1,42.83552,43.54628,65.28852,45.13141
lnc-KCNC2-2,2.8755,3.230486,3.546354,3.358397
,3.353485,10.2211,3.057024,2.891139
lnc-E2F7-2,2.707144,2.919544,3.162024,3.151638
lnc-PAWR-5,3.117544,3.040787,3.393839,3.3039
LOC105369873,3.269385,3.534217,3.859328,3.674564
lnc-CCDC59-4,2.736344,7.095718,10.42617,3.407942
lnc-CCDC59-5,3.039568,6.897569,3.413435,3.23256
LOC105369881,2.876482,6.468527,3.277746,3.114837
LOC105369881,3.371162,3.424954,3.679149,3.486542
LOC105369887,2.371236,2.863582,3.147555,2.990682
LOC105369895,3.055152,3.283438,3.59652,3.393083
lnc-C12orf12-1,2.419609,3.083286,3.393034,3.203489
,35.27279,37.58403,34.96371,24.37698
lnc-EEA1-1,2.548753,2.979039,3.629768,3.086549
,2.33836,2.714601,2.958624,9.317693
lnc-RP11-167N24.6.1-1,2.918769,3.109992,3.330002,3.301256
LOC101928912,2.380616,3.255816,3.042442,2.950489
LINC02453,69.68382,75.2464,67.22817,59.96855
lnc-ARL1-2,2.419219,2.899373,3.191668,3.14905
LOC112267865,4.741602,3.992836,7.243221,5.943833
lnc-C12orf42-1,2.319193,2.636307,6.708808,2.694369
lnc-APPL2-2,2.225884,2.693783,2.923832,2.749867
lnc-NUAK1-4,2.46159,2.723141,2.947415,2.811818
lnc-NUAK1-3,2.385458,2.688239,2.913483,2.800272
lnc-PRDM4-3,2.54614,3.283218,3.640249,3.498949
lnc-SSH1-2,5.711436,3.237078,5.162097,3.527063
lnc-MYL2-2,2.735521,2.952619,3.169218,3.079191
MAPKAPK5-AS1,486.6263,778.2054,637.4339,566.5147
MAPKAPK5-AS1,276.0641,415.6853,344.4844,274.7584
MAPKAPK5-AS1,1827.768,2848.645,2393.583,2088.021
lnc-TBX3-1,2.706246,2.935995,3.155469,3.111521
lnc-TBX3-2,2.866356,3.024869,3.276129,3.264793
lnc-TBX3-3,3.142833,5.289802,3.104756,5.219912
,11.54101,15.03318,5.703794,6.082424
lnc-MED13L-1,2.629947,3.051315,3.422711,3.373722
,42.64674,33.63073,37.8813,36.83425
LINC02460,3.989232,3.315592,3.677462,3.461275
lnc-TAOK3-3,2.692225,3.235081,3.633367,3.555691
LOC105370020,24.58556,19.25541,21.42329,26.87389
lnc-NCOR2-2,2.994795,4.8754,3.611687,3.42106
lnc-NCOR2-1,2.603151,2.819611,3.065071,2.874283
lnc-DHX37-3,5.754872,8.976392,8.147717,13.00781
LOC105370058,2.639353,3.218383,3.591374,3.473509
lnc-DHX37-5,6.9045,6.82017,7.099055,2.705144
lnc-DHX37-7,2.335731,2.882047,3.966574,3.394092
lnc-DHX37-8,2.490828,2.880448,3.141585,7.59899
lnc-DHX37-9,2.35842,2.821835,3.096563,2.956204
LOC100996671,4.336027,3.001,3.281203,4.619922
lnc-DHX37-10,2.544694,5.393153,5.394893,3.196
LINC00944,35.14584,35.80246,60.67815,63.53987
LINC00944,41.96056,55.35972,89.71408,89.53799
,16.53918,18.88561,36.35435,30.79176
LOC105370062,2.359311,2.93176,3.19036,3.032355
LINC02376,19.41742,28.06543,3.606606,7.784021
lnc-SLC15A4-9,2.845551,6.161406,3.563591,3.360673
lnc-SLC15A4-8,2.49502,2.761074,2.98194,2.881405
lnc-SLC15A4-5,34.25403,29.77032,24.46235,19.80597
lnc-SLC15A4-2,10.45895,3.522892,13.89683,8.548573
lnc-SLC15A4-2,141.1453,128.0077,114.0973,83.42463
LINC02369,3.48804,6.3599,3.838445,3.671423
LOC105370077,12.50663,18.09889,20.38084,18.28976
FZD10-DT,3.289179,3.446844,3.620475,3.661115
FZD10-DT,2.474306,2.966674,3.275077,3.166613
LOC107984480,2.821611,3.185384,3.268956,3.120091
LOC101927786,2.634722,2.958914,3.234915,4.199155
LOC107984451,2.307114,2.894669,3.153417,2.959341
lnc-STX2-6,8.078466,2.822401,4.243028,2.876777
lnc-DDX51-5,18.31721,22.01772,16.80364,21.67172
lnc-DDX51-4,6.184494,7.09565,6.218038,17.12459
lnc-POLE-3,3.280268,3.425141,3.600587,3.942129
,20.00622,22.86776,15.13452,15.35814
lnc-RAD51AP1-1,3.082803,3.123776,3.42155,3.219942
lnc-KCNA5-3,19.93725,23.65333,27.52765,4.203536
,2.267573,2.635644,3.1404,2.716722
lnc-CLEC2D-5,6.746189,2.94438,3.250686,3.210288
lnc-CLEC2D-4,2.350017,2.829967,4.423076,2.91484
LINC02446,2.570093,3.251453,3.67607,3.45378
lnc-EIF2S3L.1-3,51.09411,49.16756,69.01364,48.8037
,4.622483,11.4662,3.490109,3.484335
lnc-DERA-1,213.6852,252.4311,197.7381,164.0626
lnc-MGST1-2,23.01589,29.01215,30.05967,23.7112
CCDC91,3.291773,4.737902,2.924993,2.754173
LOC101928735,2.458419,2.974108,3.284118,3.144904
LINC00941,370.1745,721.8138,372.1251,311.7406
MUC19,2.346679,2.674217,3.144996,2.788244
MUC19,4.78899,2.804071,3.032549,2.987828
MUC19,4.792963,2.823995,3.090474,3.033382
MUC19,4.044506,4.154481,4.023534,8.436029
LINC02400,3.191259,3.284122,3.555306,3.338347
lnc-ARID2-2,4.240226,3.764324,15.43051,12.88113
lnc-FAM113B-4,3.448804,4.787081,3.600105,3.40638
lnc-KRT7-1,7.120116,3.672451,4.344528,3.468529
,3.100994,3.798787,3.612314,3.40216
LOC100130268,13.71014,2.74962,6.719935,2.814175
lnc-ALX1-2,2.697514,3.323343,3.721395,3.576911
,3.558424,3.053766,3.379866,3.202034
lnc-NEDD1-5,3.196669,4.434413,2.975047,2.903491
lnc-NEDD1-5,2.710685,3.129308,3.43695,3.251378
LOC101929058,3.211984,3.35949,3.668685,3.762905
lnc-RP11-552I14.1.1-1,3.870666,3.199374,3.484309,3.338887
LINC01405,2.918677,3.091424,3.377827,5.873595
XLOC_009911,2.451035,3.184605,3.496249,3.330261
lnc-HNF1A-1,2.912574,3.091079,3.321688,3.305827
lnc-HNF1A-1,144.472,171.9206,168.9847,166.9817
lnc-ZNF664-2,19.76621,22.18944,23.5207,19.17128
,2.7834,3.061305,3.352883,3.154802
lnc-TMEM132B-3,2.679899,2.90816,3.176462,2.968158
LINC02359,2.76331,2.864847,3.166556,3.135011
lnc-TMEM132B-4,4.375774,2.98128,3.229128,5.226758
LINC02359,4.819706,4.836637,3.93699,3.789092
LINC02467,2.814885,3.059273,3.349391,3.142907
,8.023647,3.17924,4.599047,3.308441
LINC02368,3.455356,3.497283,3.750794,3.577184
LOC105370080,2.288317,2.912241,3.154754,2.984718
lnc-FBXL14-2,3.019698,3.605015,3.656329,3.465527
RBP5,47.88296,59.95583,48.26404,47.07496
LOC105369656,30.08356,35.19019,23.95261,20.63724
KLRA1P,42.36324,42.50839,57.56265,46.37215
LOC440084,2.434527,3.158125,3.433409,3.268295
lnc-SLCO1A2-4,2.49512,3.241163,3.53162,3.394163
lnc-SLC2A13-3,2.561615,3.237222,3.567063,3.351626
lnc-SLC38A2-1,2.834386,3.549363,5.022831,3.826226
lnc-SLC38A2-1,3.31468,2.931065,3.183557,4.414373
lnc-FAIM2-2,2.928453,3.122331,3.337298,3.298074
LOC112268096,2.526045,3.040792,3.348761,3.15208
,2.907081,3.101629,3.320325,3.287899
lnc-BEST3-1,3.434983,3.662808,3.900516,3.79527
LINC02453,60.05538,54.75628,73.47513,60.65355
lnc-RP11-181C3.1.1-1,2.305049,2.755224,6.304118,6.258168
LINC02453,32.81617,42.84621,55.3619,39.01073
,485.4589,362.6809,389.3804,274.978
LINC01486,2.549708,8.734107,3.555049,3.354101
lnc-TMEM116-1,25.87131,26.44868,37.76218,35.94513
lnc-TAOK3-1,21.54714,20.40591,29.77963,23.58064
,85.80115,113.9488,93.99699,103.538
LOC107984447,2.691062,3.21226,3.509432,6.562733
lnc-DHX37-9,2.821912,3.524223,3.975863,4.542466
LOC100996671,2.423198,3.03154,3.333422,3.674988
lnc-DHX37-10,39.40593,41.79999,81.82235,68.42731
LINC02411,3.25798,3.36419,3.66294,6.026038
lnc-SLC15A4-2,2.888037,3.073256,6.616987,3.139472
lnc-SLC15A4-2,2.725495,2.922696,3.185613,2.975665
LINC00408,2.706955,2.900741,3.138182,5.616675
