"ProbeID","Gene_Symbol","median_diff_log2fc","fold_change","z_stat","p_value","p_value_adj"
"A_19_P00317904","lnc-ZNF674-3",-2.03022324780232,-0.244817187576224,-8.02136757180658,1.04574283264547e-15,7.74678638646937e-14
"A_19_P00317937","PPP4R1L",-0.0901788518241897,-0.939406283199014,-0.355646482135145,0.722105328839698,0.85028908554141
"A_19_P00317965","MIR4435-2HG",0.201977627284135,1.1502740552397,0.884399414958432,0.37648063868106,0.589073768991719
"A_19_P00318013","SNHG11",0.0730859482832003,1.05196444791941,0.520420400663088,0.602770594160878,0.773290385265101
"A_19_P00318085","HCG18",-0.23751866093899,-0.848202910841988,-1.31704316276523,0.187824156930204,0.383831065188401
"A_19_P00318152","SNHG11",0.407830687234348,1.32668943295828,2.92374901703647,0.00345843476552361,0.0207335425444591
"A_19_P00318174","RNASEH1",-0.318812396238595,-0.801729577144893,-1.65450440741603,0.0980250685534849,0.251060726859131
"A_19_P00318183","LINC01197",-3.51452180186951,-0.0875031157236441,-13.7201052383711,7.69536282352017e-43,6.92525651429234e-40
"A_19_P00318189","GARS-DT",-0.695615356664575,-0.617445901499087,-2.5149370341754,0.0119053644325386,0.0553321623913202
"A_19_P00318243","CTD-3080P12.3",0.143185545615355,1.10434086777322,0.614970317220416,0.538574323224281,0.725406176532493
"A_19_P00318261","SNORA26",-0.703502613899545,-0.614079516609789,-3.88603825870013,0.00010189345516164,0.00108208355485906
"A_19_P00318280","LINC00513",-0.938080863294319,-0.521926708813127,-4.33372094907803,1.46609992455487e-05,0.000196922586881339
"A_19_P00318284","LINC01122",0.0685940990625582,1.04869423689551,0.366328645259315,0.714119857128586,0.845602464722114
"A_19_P00318361","KIF9-AS1",-0.39506788010627,-0.760453595749409,-1.80218155519951,0.0715168456860567,0.202352933592443
"A_19_P00318404","LINC00989",-0.13390322452466,-0.911362412456486,-0.700673205184389,0.483506981589335,0.681927829037477
"A_19_P00318409","NEAT1",-0.592385802542159,-0.663245182917937,-3.19106614160461,0.00141748826017442,0.0100914531924167
"A_19_P00318418","TBXAS1",0.0692059263726001,1.04913906814963,0.385866108920551,0.699595831622052,0.836512943100862
"A_19_P00318492","LINC00887",-0.278441532567566,-0.82448117995723,-1.1255223694724,0.260367743529203,0.471188301747888
"A_19_P00318519","",0.292778122619615,1.22499692063161,1.18636712196571,0.235477349785089,0.44265518104457
"A_19_P00318537","lnc-BTBD10-3",-0.0861425920498107,-0.942038160816438,-0.44567018662433,0.65583550321731,0.808759833836975
"A_19_P00318559","PURPL",-0.11276585025733,-0.924813363359178,-0.388585546757758,0.697582760160614,0.835339111250436
"A_19_P00318587","LINC01023",0.236611704738515,1.17822225160287,1.08911451574196,0.276103389484345,0.487661565580477
"A_19_P00318600","LOC648987",0.208006152374399,1.15509071042853,1.22771486857137,0.219554022893977,0.423558844642942
"A_19_P00318761","",0.434832114531185,1.35175352121092,1.63090865951082,0.102909594276454,0.259630082206343
"A_19_P00318775","LINC01193",-1.99058491433185,-0.251636845271006,-7.52576285419494,5.24133955998234e-14,3.1759119358716e-12
"A_19_P00318780","",-0.0272518391902956,-0.981287753717232,-0.0872935962531639,0.930438144040949,0.968901678194422
"A_19_P00318813","LINC01978",0.96304219315849,1.94941627371196,6.67742727765207,2.43173207128998e-11,9.81498768574817e-10
"A_19_P00318815","",0.347005687140195,1.27191802066657,1.47479365174635,0.140268028472668,0.318169581388058
"A_19_P00318878","",-0.358715074961097,-0.77985884561629,-2.47669128470935,0.0132606545911265,0.0601357568598716
"A_19_P00318883","APTR",-0.31920646612033,-0.801510615877465,-1.6671735365753,0.0954799031970817,0.246543112421115
"A_19_P00318889","KIAA1671",0.33007946319807,1.25708261233774,1.11674690216069,0.264102557681086,0.475410481517167
"A_19_P00318915","PVT1",-0.19331442091049,-0.874594135116168,-1.20690121318759,0.227470190426122,0.433597763157913
"A_19_P00318954","LINC00673",-0.254587427919705,-0.838226810777653,-0.868380116388339,0.385186276253759,0.596055033780017
"A_19_P00319019","SNHG5",-0.0244472127169484,-0.983197251136914,-0.287156441927497,0.773992536659928,0.880823879713499
"A_19_P00319028","RFX8",0.54216281122455,1.45615386980915,1.94559292283303,0.0517036578108022,0.162492799306278
"A_19_P00319095","SNHG5",-0.1524073290293,-0.899747860045842,-1.75735884335754,0.0788566637870097,0.216601765396423
"A_19_P00319099","lnc-RAD23B-2",-0.102886960214301,-0.931167776955187,-0.448063693815272,0.654107229326589,0.807652055585848
"A_19_P00319337","LINC00574",0.30746218770124,1.23752887501495,1.14303525433384,0.253023954060339,0.462650377038323
"A_19_P00319372","MIR570HG",-0.30066161762319,-0.811879984115247,-1.42792180848507,0.15331436568423,0.336502699917295
"A_19_P00319376","UBA6-AS1",-0.422570887257755,-0.74609389723677,-1.45568931070783,0.145478526168293,0.325341668553812
"A_19_P00319404","LINC00472",-1.25328088401779,-0.419493137819864,-7.43759237760644,1.02536878166292e-13,5.9603853246042e-12
"A_19_P00319413","",0.6877078477747,1.61072237055475,5.29703419621813,1.17698660114838e-07,2.5488788266224e-06
"A_19_P00319453","LOC105377329",0.400318948214499,1.31979965726437,1.45191984632076,0.146523893512633,0.32689721463318
"A_19_P00319465","MAVS",-0.107830238347915,-0.927982665591441,-0.685160405137671,0.493242706280085,0.689614550733271
"A_19_P00319476","TALAM1",-0.218414572173296,-0.859509462514587,-0.957393543135992,0.338368656247938,0.553387737060807
"A_19_P00319525","TSTD3",-0.0641483655337005,-0.956509786379015,-0.435880501086109,0.66292343304693,0.81299044220688
"A_19_P00319528","LINC01605",0.923338696412265,1.89649911238746,4.67459820518684,2.94529674141831e-06,4.74253281795773e-05
"A_19_P00319534","PWAR5",-0.26670325711572,-0.831216814083638,-0.905536178161898,0.365181402599037,0.579000177510694
"A_19_P00319633","LOC100294145",-0.0391331767913394,-0.973239529182988,-0.168605241895313,0.86610715716092,0.934405101886868
"A_19_P00319640","LINC01104",0.0223031145886292,1.01557945476853,0.116645389074142,0.907141067927568,0.956542581673446
"A_19_P00319646","LINC00673",-0.413410688891599,-0.75084619127595,-3.02904326470103,0.00245329546855397,0.0157075555454346
"A_19_P00319682","LRRFIP1",-0.615504496233925,-0.652701610313697,-2.77676996983774,0.0054902019303189,0.0301681076278925
"A_19_P00319721","FLJ37201",0.0160309725577852,1.01117378904433,0.06942099935999,0.94465451416871,0.976352807550457
"A_19_P00319800","LINC01630",0.410513418251625,1.32915874352816,1.43232920162107,0.152049629687309,0.334798541200021
"A_19_P00319829","LOC220729",0.458252432474785,1.37387660351599,2.10467526292419,0.0353195852045636,0.123993566595547
"A_19_P00319917","NUP50-DT",-0.734287223061241,-0.60111493785177,-2.58919290232616,0.0096201187078957,0.0467779956702921
"A_19_P00320028","LINC01004",-0.89670272482901,-0.53711289944663,-3.42111043144985,0.000623660028882749,0.00515081284221381
"A_19_P00320047","",-0.122687029460804,-0.918475389824791,-0.468801228712798,0.639211721606342,0.798004748065093
"A_19_P00320056","HCG18",-0.155897382414249,-0.897573892011107,-0.877247257005947,0.380352353124964,0.592044773776971
"A_19_P00320067","LINC02593",0.752610690269605,1.6848389456502,2.88432280612255,0.0039225643755417,0.0230943710193633
"A_19_P00320108","LOC105375451",0.332343393763486,1.25905682159227,1.37361045393612,0.169562649735178,0.359263451627602
"A_19_P00320119","TUG1",-0.397490995479995,-0.759177428462779,-2.57991209636552,0.00988254674288764,0.0477958042911393
"A_19_P00320155","IPW",0.24388088737852,1.18417383937283,1.44880424666562,0.147392257510465,0.328164120480942
"A_19_P00320158","SEC14L1",0.191707971250246,1.14211503777399,1.05917938283869,0.289518092672876,0.502013174606832
"A_19_P00320218","LINC01237",0.345847782974985,1.27089759134956,1.42907113041832,0.152983790193404,0.33609404467625
"A_19_P00320242","SNHG14",0.0759358834263955,1.05404457816642,0.365376515235392,0.714830369361426,0.845945271514901
"A_19_P00320274","ZMIZ1-AS1",0.17893691946694,1.13204940319443,0.776682510664252,0.437346107812622,0.642325660519287
"A_19_P00320314","FLJ32255",0.0312726811465236,1.02191321440641,0.18452661183021,0.853600352372889,0.926589589079542
"A_19_P00320351","LOC642852",0.260862620931094,1.19819491909661,1.14284134427046,0.253104469513486,0.462748863825334
"A_19_P00320362","NBAT1",0.31450014082544,1.24358070780528,1.11925023518386,0.26303339974177,0.474510768945396
"A_19_P00320384","CA5BP1",0.348947955553156,1.27363152892608,2.18446175704057,0.0289283344886072,0.10720897667282
"A_19_P00320434","LINC01806",0.375222085271984,1.29703920261951,2.05192940861576,0.0401765233051491,0.13547171291542
"A_19_P00320440","LINC00662",-0.869508104072811,-0.54733343558932,-3.23085622564718,0.00123420004463643,0.00902051841096376
"A_19_P00320536","",-0.53467302879775,-0.690315111412321,-2.54001231413996,0.0110848565936567,0.0523803666885782
"A_19_P00320555","LOC101929709",-0.0716304536744943,-0.951561987714205,-0.297509586176382,0.766077490438281,0.875915087915716
"A_19_P00320570","lnc-UBLCP1-4",0.162034313806784,1.11886371235382,0.733929876555894,0.462991477156378,0.66462972458616
"A_19_P00320579","LINC-PINT",-1.57035646350275,-0.33672518531539,-5.9634143411319,2.47020975194546e-09,7.40088243560675e-08
"A_19_P00320603","lnc-SNCA-2",0.283284623484955,1.21696242456013,0.982927337281966,0.32564320217327,0.540694554845776
"A_19_P00320611","XLOC_l2_006673",-0.0373911197294943,-0.974415427610272,-0.169652848720132,0.865283157669021,0.93388931573055
"A_19_P00320664","FLJ46906",0.507570982086849,1.4216545866628,2.15870629028256,0.0308729604735964,0.112348538802972
"A_19_P00320721","MDM4",-0.478367494546751,-0.717789391103523,-3.26245159391731,0.00110453034462233,0.00825526862923205
"A_19_P00320729","CDYL2",0.11940034159603,1.08628325337808,0.781579181698201,0.434461925563968,0.640062806484769
"A_19_P00320731","EPCAM-DT",0.244643990990966,1.1848003656588,0.846473014195638,0.397288921929188,0.607089253822741
"A_19_P00320780","",0.31436560592462,1.2434647462182,1.23662608417474,0.216225931501762,0.419503168606661
"A_19_P00320792","SNHG11",0.059423901550419,1.04204956545761,0.266207426937911,0.790079463474723,0.891200538670852
"A_19_P00320846","UBA6-AS1",-0.57816278228993,-0.66981622018912,-2.1518598213896,0.0314083965707356,0.113621222201582
"A_19_P00320872","lnc-KIAA0020-1",0.0307041663460605,1.02151059409137,0.128759232017754,0.897548165062818,0.951469190467098
"A_19_P00320927","LINC00942",-0.336748035109149,-0.791824144895841,-1.39450988301415,0.163163687174601,0.350070752403396
"A_19_P00320948","FAM200B",0.21980453461728,1.16457579173863,1.36157637827691,0.173331614203414,0.364137261102764
"A_19_P00320954","LINC00211",-0.000119043854719614,-0.999917488492,-0.0005623813517466,0.999551284625811,0.999935332875413
"A_19_P00320966","LINC00861",0.0959846291460593,1.0687946039304,0.561179238722494,0.574675354611129,0.752260627429221
"A_19_P00320970","PSD2-AS1",0.264515499926015,1.20123257201394,1.15102080634089,0.249723675937087,0.459166218302055
"A_19_P00320971","LINC01192",0.123867550367925,1.0896520698365,0.477819646880541,0.632778576287877,0.793947124147359
"A_19_P00320996","LINC-PINT",-0.119922909233031,-0.920236822393724,-0.482616512998316,0.62936805203232,0.791941218450612
"A_19_P00321014","",-0.426261924902857,-0.744187506209704,-2.60593530294928,0.0091623766294539,0.0450116108658453
"A_19_P00321076","PVT1",-0.75804361909368,-0.591297622292347,-3.9769745117389,6.97976430444959e-05,0.000777955564539065
"A_19_P00321089","LINC00963",-0.60929724435444,-0.655515934566948,-3.56909250111511,0.000358219938620646,0.003196600801022
"A_19_P00321110","TIAM2",-0.0503001967381751,-0.965735357298513,-0.236004924701599,0.813428848748161,0.905432872183005
"A_19_P00321132","LOC101927136",0.0209433373451251,1.01462269592427,0.0697781750527057,0.944370218612478,0.976352807550457
"A_19_P00321143","LOC100294145",-0.0692333324111054,-0.953144377251889,-0.364924252678715,0.715167949904272,0.846221046120914
"A_19_P00321166","LOC100132356",-0.868724163866505,-0.547630929704492,-4.03847357894919,5.38001517665611e-05,0.00061837090237649
"A_19_P00321183","lnc-LRIG2-4",-1.07431616084631,-0.474896108450959,-5.07835351305173,3.80719805863194e-07,7.46026600230958e-06
"A_19_P00321202","CRYBG3",-0.33631161538675,-0.792063710387248,-1.75488130890296,0.0792796118938057,0.217223275800146
"A_19_P00321223","LINC01747",0.2002362309068,1.14888646146723,0.782803066103443,0.433742766786419,0.639429786881228
"A_19_P00321230","LOC202181",-0.26305960224385,-0.833318779443266,-1.14622478487455,0.251702155205105,0.461463928280287
"A_19_P00321259","LINC01133",0.484299131173715,1.39890610456174,1.78694259230155,0.0739467675707056,0.206952149093873
"A_19_P00321284","ARMCX5-GPRASP2",0.18604171464654,1.13763812150886,0.775075226612101,0.438295209271739,0.643136481362685
"A_19_P00321310","GVQW3",0.362607188679035,1.28574735754314,1.293980658579,0.195672101703967,0.393742503288032
"A_19_P00321332","NEAT1",-0.55886775567885,-0.678834712321601,-5.13423229749579,2.8329801390694e-07,5.72200759926086e-06
"A_19_P00321342","CCDC171",0.336408652878294,1.26260962396171,1.50596268664771,0.132076752636768,0.306192246500161
"A_19_P00321361","LINC-PINT",-0.525189381360905,-0.694867889212467,-2.53323776644342,0.0113014265512097,0.0532174539421111
"A_19_P00321388","",-0.192491119967492,-0.875093381076718,-1.17596647076254,0.239608274764468,0.44750206458317
"A_19_P00321461","LOC105377621",0.337840764864646,1.26386359385097,1.85687326398868,0.0633291871671849,0.18656311709363
"A_19_P00321473","HCG18",-0.501679075447065,-0.70628429621224,-3.09623735298133,0.00195993407606469,0.0131227550785946
"A_19_P00321511","SNHG5",-0.195707303116951,-0.873144718528761,-2.21753847358479,0.0265863169930688,0.101052432765206
"A_19_P00321568","",0.210136741116345,1.15679782199577,1.09085553104693,0.275336457035075,0.487075116314957
"A_19_P00321577","DLEU1",0.292659820272974,1.22489647385346,1.2393622381138,0.215211379330613,0.418089859873546
"A_19_P00321588","C14orf132",-0.27076605215931,-0.828879304895778,-1.20340074096702,0.228821281297615,0.435016474905488
"A_19_P00321656","DDAH1",-0.53733145368021,-0.68904425301372,-2.51182061488082,0.0120110125791259,0.0557378883971736
"A_19_P00321670","",0.421155266118729,1.33899935537762,2.68564270675428,0.00723904536582594,0.0374247550716519
"A_19_P00321697","LINC00313",0.74564449839667,1.67672314834811,2.77883594123665,0.0054554070235878,0.030051224648504
"A_19_P00321715","MIR100HG",-0.427777610704775,-0.74340607832515,-2.05287160966912,0.0400850311231988,0.135238279121284
"A_19_P00321722","lnc-CCDC71L-1",0.191144620057861,1.1416691457143,1.2751541394795,0.202254689914286,0.40169890923143
"A_19_P00321734","LINC00881",-0.0856067067833299,-0.942388143401797,-0.341402404837223,0.732800664946843,0.857091359531077
"A_19_P00321739","LINC00472",-1.01213117744139,-0.495813281361252,-4.55629121855995,5.20647395982263e-06,7.9017429279057e-05
"A_19_P00321743","",0.872886316757786,1.83132306032391,5.80573616927294,6.40838040276313e-09,1.77347183401297e-07
"A_19_P00321765","LINC00630",-0.59300988200343,-0.662958339079434,-2.00201214248061,0.0452834256104103,0.147730488115165
"A_19_P00321781","LINC01588",0.471068951941525,1.3861361328412,2.13477245003728,0.0327796017034248,0.117366013173363
"A_19_P00321789","",-0.0712814304784741,-0.95179222166776,-0.34791709463804,0.727902446709954,0.853763933682104
"A_19_P00321858","LOC100506403",-0.0921417905899755,-0.938128991012909,-0.334689381141359,0.737859412563873,0.860194275830494
"A_19_P00321872","LINC00958",-0.4370610832304,-0.738637757451102,-4.13829128987154,3.49901963277553e-05,0.00042488345345917
"A_19_P00321890","LINC00894",-0.65370979388712,-0.635643695049892,-2.16597560048143,0.0303130514900065,0.11082553793322
"A_19_P00321911","IPW",-0.0865869365520009,-0.941748061377266,-0.366709708507703,0.713835563997883,0.845498673878465
"A_19_P00321977","TALAM1",-0.223043495199191,-0.856756124403192,-0.974976506019823,0.329571913988096,0.544609518912048
"A_19_P00322023","BLCAP",0.463460245672595,1.3788449591667,1.65591915206209,0.0977381925421417,0.25059012370887
"A_19_P00322096","TDRG1",-0.265453460297675,-0.831937203497265,-1.32794258156067,0.184197076184116,0.379029554912596
"A_19_P00322109","GARS-DT",-0.47831992978991,-0.717813056562751,-1.79740506899807,0.0722713366061145,0.203836208572881
"A_19_P00322220","SNHG17",0.20438477791169,1.15219490065374,1.28834420823926,0.197626170597469,0.395804659624231
"A_19_P00322228","ARMCX5-GPRASP2",-0.180365255496605,-0.88247954552518,-0.805031898022544,0.420801272855236,0.627855654150231
"A_19_P00322236","ZNF124",-0.29604129774726,-0.814484247785217,-1.11325623423523,0.265598397233672,0.477068380284747
"A_19_P00322260","LOC101929709",-0.682777856639566,-0.622964623274259,-3.07749030668339,0.00208751627716182,0.0138359166673426
"A_19_P00322276","LINC01091",0.200505325006009,1.14910077384295,0.658924726202206,0.509944107000786,0.703213502378268
"A_19_P00322299","ZSWIM6",-0.21128422265378,-0.863768001317147,-0.983218634325202,0.325499845475676,0.540638132843529
"A_19_P00322330","LINC01192",0.17155081591024,1.12626850942948,0.653679643258693,0.513318221001382,0.706078459968475
"A_19_P00322333","",-0.0813426908397563,-0.945177577148985,-0.465976867663234,0.641232058523699,0.799387573031748
"A_19_P00322357","LINC01978",-0.0100332666643146,-0.993069596284511,-0.0472195900587939,0.962338214326952,0.983631748768143
"A_19_P00322384","LINC00472",-1.65444850171161,-0.317659153828617,-6.90961182749075,4.85981646630113e-12,2.17065846504016e-10
"A_19_P00322418","OXR1",-1.65204426143539,-0.318188971730494,-5.77939297677344,7.49706265235353e-09,2.05139221088836e-07
"A_19_P00322495","TSTD3",-0.9860929999407,-0.504843104226739,-4.48590881632227,7.26037889617936e-06,0.000106144817340172
"A_19_P00322533","CRNDE",0.105473720788201,1.0758475958762,0.783154605217653,0.433536328461347,0.639320740264321
"A_19_P00322569","MIR34AHG",-0.12413927912452,-0.917551296777587,-0.592577959923573,0.553463632758354,0.736642400327709
"A_19_P00322573","LINC01372",-0.232296623141899,-0.851278663886662,-0.893374164554615,0.371656833301964,0.585143376891798
"A_19_P00322583","LOC101929719",0.062023685857346,1.04392906628424,0.332724299321778,0.739342405440342,0.861115961776025
"A_19_P00322599","KIAA1671",-0.0155240808387251,-0.989297213926196,-0.0646843909110803,0.948425291041485,0.978009494619785
"A_19_P00322645","RPS6KA5",-0.230394028068451,-0.852402052397705,-0.852163475148415,0.39412336569072,0.604151759482248
"A_19_P00322687","ERVMER34-1",-0.365692123668923,-0.776096458390556,-2.11341273896281,0.0345654565666803,0.122127593959168
"A_19_P00322711","LINC00662",-0.230806060228881,-0.852158642043876,-1.2518474047872,0.21062547273286,0.412324986824285
"A_19_P00322737","ZNF254",-0.2995612215581,-0.812499470778422,-1.1037079505437,0.269719845661951,0.481390686785228
"A_19_P00322762","ZNF320",0.20822783278329,1.15526821201241,0.927643186151662,0.353592688164352,0.568089378529407
"A_19_P00322797","SEC14L1",0.0316031951484499,1.02214735627884,0.16090462301293,0.872168521115042,0.937598528369823
