"ProbeID","Gene_Symbol","x.WT_1.gProcessedSignal","x.WT_2.gProcessedSignal","median.1","std.dev.1","p.outlier.x","flag.outlier.x","y.RNA5_TLR4_1.gProcessedSignal","y.RNA5_TLR4_2.gProcessedSignal","median.2","std.dev.2","p.outlier.y","flag.outlier.y","median.diff","pooled.std.dev","z.stats"
"A_19_P00317965","MIR4435-2HG",7.00385033283557,6.43606842803591,6.71995938043574,0.266526251471429,0.131741657784155,".",6.65862191343781,6.3773415928654,6.5179817531516,0.182419969362707,0.276631576348915,".",0.201977627284135,0.228378291378255,0.884399414958432
"A_19_P00318013","SNHG11",10.738263878701,10.5206400438599,10.6294519612805,0.168504568897206,0.359794222971848,".",10.4967390351291,10.6159929908654,10.5563660129973,0.105123519479856,0.421378603642893,".",0.0730859482832003,0.140436362967475,0.520420400663088
"A_19_P00318085","HCG18",8.31663850089597,8.42727182263582,8.37195516176589,0.21944575292671,0.722581078621578,".",8.60531678191716,8.61363086349261,8.60947382270489,0.129962644548612,0.964004156769092,".",-0.23751866093899,0.180342351453617,-1.31704316276523
"A_19_P00318152","SNHG11",11.0269450642654,10.5637124587913,10.7953287615283,0.165514004259691,0.047366598809538,".",10.5360395744932,10.2389565740948,10.387498074294,0.107328700881143,0.0494905977536666,".",0.407830687234348,0.139488952320445,2.92374901703647
"A_19_P00318174","RNASEH1",7.72096654409539,8.10814186799669,7.91455420604604,0.235451517039933,0.244067051859917,".",8.20606021938348,8.26067298518579,8.23336660228463,0.137201397407431,0.778377093111872,".",-0.318812396238595,0.192693591391823,-1.65450440741603
"A_19_P00318183","LINC01197",4.55465398851949,4.74213823572923,4.64839611212436,0.334662372936246,0.690996729314327,".",7.83147862266272,8.49435720532502,8.16291791399387,0.138691986524768,0.000721769572803455,"***",-3.51452180186951,0.256158516338522,-13.7201052383711
"A_19_P00318189","GARS-DT",4.46446731798332,5.42873894552072,4.94660313175202,0.32385853704144,0.0345215610023371,".",5.48634820492748,5.79808877190571,5.64221848841659,0.219370985559762,0.317173099728778,".",-0.695615356664575,0.276593547755622,-2.5149370341754
"A_19_P00318243","CTD-3080P12.3",6.47769215103733,6.55458184141033,6.51613699622383,0.270557293056605,0.841061832208238,".",6.48151864370975,6.2643842575072,6.37295145060848,0.187673673981285,0.414689067703825,".",0.143185545615355,0.232833263014277,0.614970317220416
"A_19_P00318261","SNORA26",8.38788947318543,8.10935605486799,8.24862276402671,0.223714740848676,0.379951699782561,".",8.84503756012209,9.05921319573042,8.95212537792625,0.124490477813189,0.225042233748201,".",-0.703502613899545,0.18103337308235,-3.88603825870013
"A_19_P00318280","LINC00513",6.45613586323945,6.97378101712261,6.71495844018103,0.266621116026425,0.169571232255216,".",7.77436383731498,7.53171476963572,7.65303930347535,0.150411995083287,0.252204699584744,".",-0.938080863294319,0.216460836845965,-4.33372094907803
