Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Reactome_2022__Cell Cycle R-HSA-1640170,0.8518012044093144,2.257817532750825,0.0,0.0,0.0,65/226,8.10%,RRM2;TYMS;CDC25C;MND1;BIRC5;TOP2A;KIF20A;CDC6;BUB1;NDC80;SKA1;KIF2C;NEK2;EXO1;CCNA2;CDC45;TPX2;RAD51;SGO1;BUB1B;POLE2;PKMYT1;CCNB1;NCAPG2;CDCA5;PTTG1;PLK1;CDT1;CDC20;CENPN;CENPE;BRCA1;SMC4;MCM8;PRIM1;KIF23;CLSPN;CCNA1;DHFR;NSD2;RFC3;CENPL;BLM;CHEK2;MCM6;ITGB3BP;ESPL1;H2AZ1;RRAD;PLK4;CENPQ;MCM3;CCND3;TUBB;NUP107;CHTF18;SPDL1;LRIG1;GMNN;LMNB1;GINS3;PRIM2;MASTL;SKA2;TUBB4B
prerank,"Reactome_2022__Cell Cycle, Mitotic R-HSA-69278",0.8567118505759495,2.22308801939283,0.0,0.0,0.0,55/191,8.10%,RRM2;TYMS;CDC25C;BIRC5;TOP2A;KIF20A;CDC6;BUB1;NDC80;SKA1;KIF2C;NEK2;CCNA2;CDC45;TPX2;SGO1;BUB1B;POLE2;PKMYT1;CCNB1;NCAPG2;CDCA5;PTTG1;PLK1;CDT1;CDC20;CENPN;CENPE;SMC4;MCM8;PRIM1;KIF23;CCNA1;DHFR;RFC3;CENPL;MCM6;ITGB3BP;ESPL1;H2AZ1;PLK4;CENPQ;MCM3;CCND3;TUBB;NUP107;SPDL1;LRIG1;GMNN;LMNB1;GINS3;PRIM2;MASTL;SKA2;TUBB4B
prerank,Reactome_2022__Cell Cycle Checkpoints R-HSA-69620,0.876810957526615,2.156052112476469,0.0,0.0,0.0,34/109,6.14%,CDC25C;BIRC5;CDC6;BUB1;NDC80;SKA1;KIF2C;EXO1;CCNA2;CDC45;SGO1;BUB1B;PKMYT1;CCNB1;PLK1;CDC20;CENPN;CENPE;BRCA1;MCM8;CLSPN;CCNA1;NSD2;RFC3;CENPL;BLM;CHEK2;MCM6;ITGB3BP;RRAD;CENPQ;MCM3;NUP107;SPDL1
prerank,MSigDB_Hallmark_2020__G2-M Checkpoint,0.8762920045640249,2.1376761799883144,0.0,0.0,0.0,36/92,5.01%,BIRC5;TOP2A;CDC6;BUB1;NDC80;KIF2C;NEK2;EXO1;CCNA2;CDC45;CDKN3;TPX2;KIF4A;KIF11;STMN1;PTTG1;MKI67;PLK1;NUSAP1;CDC20;CENPE;SMC4;MT2A;SLC7A5;KIF23;STIL;MCM2;SLC7A1;NSD2;SLC38A1;MCM6;ESPL1;H2AZ1;KIF20B;PLK4;MCM3
prerank,Reactome_2022__M Phase R-HSA-68886,0.8336912389088081,2.0815706849258317,0.0,0.0,0.0,36/135,9.55%,BIRC5;KIF20A;BUB1;NDC80;SKA1;KIF2C;NEK2;SGO1;BUB1B;CCNB1;NCAPG2;CDCA5;PTTG1;PLK1;CDC20;CENPN;CENPE;SMC4;KIF23;CENPL;ITGB3BP;ESPL1;H2AZ1;PLK4;CENPQ;TUBB;NUP107;SPDL1;LMNB1;MASTL;SKA2;TUBB4B;SMC1A;SEH1L;NUP42;PSMD10
prerank,Reactome_2022__Mitotic Metaphase And Anaphase R-HSA-2555396,0.8677616567082708,2.0562341074893493,0.0,0.0,0.0,26/87,9.02%,BIRC5;BUB1;NDC80;SKA1;KIF2C;SGO1;BUB1B;CCNB1;CDCA5;PTTG1;PLK1;CDC20;CENPN;CENPE;CENPL;ITGB3BP;ESPL1;CENPQ;TUBB;NUP107;SPDL1;LMNB1;SKA2;TUBB4B;SMC1A;SEH1L
prerank,Reactome_2022__Mitotic Anaphase R-HSA-68882,0.8677616567082708,2.0562341074893493,0.0,0.0,0.0,26/87,9.02%,BIRC5;BUB1;NDC80;SKA1;KIF2C;SGO1;BUB1B;CCNB1;CDCA5;PTTG1;PLK1;CDC20;CENPN;CENPE;CENPL;ITGB3BP;ESPL1;CENPQ;TUBB;NUP107;SPDL1;LMNB1;SKA2;TUBB4B;SMC1A;SEH1L
prerank,MSigDB_Hallmark_2020__E2F Targets,0.8850405491852938,2.050830681014735,0.0,0.0,0.0,35/70,7.42%,RRM2;BIRC5;DLGAP5;TOP2A;KIF2C;CDKN3;HELLS;KIF4A;BUB1B;STMN1;PTTG1;MKI67;PLK1;ATAD2;CDC20;DEPDC1;CENPE;BRCA1;SMC4;MCM2;LIG1;RFC3;MSH2;CHEK2;MCM6;ESPL1;H2AZ1;PLK4;MCM3;TUBB;NUP107;TFRC;LMNB1;GINS3;PRIM2
prerank,Reactome_2022__Separation Of Sister Chromatids R-HSA-2467813,0.8781188549788497,2.0190207020804385,0.0,0.0,0.0,19/73,6.14%,BIRC5;BUB1;NDC80;SKA1;KIF2C;SGO1;BUB1B;CDCA5;PTTG1;PLK1;CDC20;CENPN;CENPE;CENPL;ITGB3BP;ESPL1;CENPQ;NUP107;SPDL1
prerank,Reactome_2022__Mitotic Prometaphase R-HSA-68877,0.880518533496824,2.016715912420148,0.0,0.0,0.0,22/66,6.14%,BIRC5;BUB1;NDC80;SKA1;KIF2C;NEK2;SGO1;BUB1B;CCNB1;CDCA5;PLK1;CDC20;CENPN;CENPE;SMC4;CENPL;ITGB3BP;PLK4;CENPQ;TUBB;NUP107;SPDL1
