NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_FASL_CD95L_SIGNALING	REACTOME_FASL_CD95L_SIGNALING		5	-0.74971354	-1.2183849	0.14629629	0.5074556	1.0	1156	tags=60%, list=7%, signal=65%	
REACTOME_M_PHASE	REACTOME_M_PHASE		285	-0.3313442	-1.2182283	0.057539683	0.5063421	1.0	2883	tags=25%, list=18%, signal=30%	
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1		23	-0.45453942	-1.2169899	0.20348836	0.5084799	1.0	599	tags=17%, list=4%, signal=18%	
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN		29	-0.4096622	-1.2157178	0.18700787	0.51099914	1.0	1746	tags=21%, list=11%, signal=23%	
REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND	REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND		9	-0.5772364	-1.2152361	0.16759777	0.5108998	1.0	2451	tags=33%, list=15%, signal=39%	
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY	REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY		21	-0.42663658	-1.2124615	0.17348927	0.51678145	1.0	4149	tags=48%, list=26%, signal=64%	
REACTOME_SPERM_MOTILITY_AND_TAXES	REACTOME_SPERM_MOTILITY_AND_TAXES		6	-0.7208417	-1.2123896	0.23575638	0.51542366	1.0	3870	tags=50%, list=24%, signal=66%	
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES		12	-0.50015086	-1.2113965	0.22692308	0.5164901	1.0	2059	tags=25%, list=13%, signal=29%	
REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY	REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY		8	-0.54274386	-1.2104889	0.20281124	0.51720536	1.0	2292	tags=38%, list=14%, signal=44%	
REACTOME_MITOCHONDRIAL_UNCOUPLING	REACTOME_MITOCHONDRIAL_UNCOUPLING		5	-0.69434124	-1.2099446	0.22244489	0.51713324	1.0	1867	tags=40%, list=11%, signal=45%	
REACTOME_THE_FATTY_ACID_CYCLING_MODEL	REACTOME_THE_FATTY_ACID_CYCLING_MODEL		5	-0.69434124	-1.2099446	0.22244489	0.5156078	1.0	1867	tags=40%, list=11%, signal=45%	
REACTOME_ERBB2_REGULATES_CELL_MOTILITY	REACTOME_ERBB2_REGULATES_CELL_MOTILITY		15	-0.49488953	-1.2092466	0.20977597	0.51602536	1.0	350	tags=13%, list=2%, signal=14%	
REACTOME_MITOTIC_PROPHASE	REACTOME_MITOTIC_PROPHASE		69	-0.38501933	-1.2087808	0.16460906	0.516499	1.0	1746	tags=17%, list=11%, signal=19%	
REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES	REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES		8	-0.6939787	-1.2084568	0.25979382	0.51610404	1.0	121	tags=13%, list=1%, signal=13%	
REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH	REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH		9	-0.6356678	-1.2076474	0.25675675	0.51649773	1.0	1156	tags=44%, list=7%, signal=48%	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN		18	-0.48789772	-1.2067945	0.188	0.5179224	1.0	2691	tags=44%, list=17%, signal=53%	
REACTOME_INTERLEUKIN_18_SIGNALING	REACTOME_INTERLEUKIN_18_SIGNALING		7	-0.6226321	-1.2063113	0.20158103	0.5174966	1.0	1351	tags=43%, list=8%, signal=47%	
REACTOME_HEME_SIGNALING	REACTOME_HEME_SIGNALING		44	-0.39099458	-1.2024246	0.17964073	0.52702075	1.0	2450	tags=30%, list=15%, signal=35%	
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY	REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY		58	-0.40995178	-1.2022816	0.20039293	0.52572656	1.0	2131	tags=24%, list=13%, signal=28%	
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS		29	-0.389253	-1.2018294	0.09980806	0.525219	1.0	4068	tags=38%, list=25%, signal=51%	
REACTOME_INTERLEUKIN_12_SIGNALING	REACTOME_INTERLEUKIN_12_SIGNALING		41	-0.3863108	-1.201767	0.1563786	0.5241161	1.0	3349	tags=29%, list=21%, signal=37%	
REACTOME_CELLULAR_SENESCENCE	REACTOME_CELLULAR_SENESCENCE		120	-0.37003002	-1.2013965	0.14426878	0.52387965	1.0	3166	tags=28%, list=19%, signal=34%	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES		44	-0.35855818	-1.1972696	0.15019763	0.53352326	1.0	2984	tags=32%, list=18%, signal=39%	
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1		12	-0.43887016	-1.1962075	0.20158103	0.5346303	1.0	2984	tags=25%, list=18%, signal=31%	
REACTOME_SODIUM_CALCIUM_EXCHANGERS	REACTOME_SODIUM_CALCIUM_EXCHANGERS		10	-0.5390021	-1.1949891	0.099029124	0.53589857	1.0	2734	tags=40%, list=17%, signal=48%	
REACTOME_SIGNALING_BY_MAPK_MUTANTS	REACTOME_SIGNALING_BY_MAPK_MUTANTS		7	-0.6913041	-1.1942298	0.17864078	0.5373586	1.0	1376	tags=71%, list=8%, signal=78%	
REACTOME_DIGESTION_OF_DIETARY_LIPID	REACTOME_DIGESTION_OF_DIETARY_LIPID		7	-0.87320733	-1.1940631	0.26923078	0.53634113	1.0	1458	tags=14%, list=9%, signal=16%	
REACTOME_CELL_CYCLE_CHECKPOINTS	REACTOME_CELL_CYCLE_CHECKPOINTS		214	-0.32891163	-1.1920763	0.1237525	0.54002887	1.0	2677	tags=22%, list=16%, signal=26%	
REACTOME_CELL_CYCLE_MITOTIC	REACTOME_CELL_CYCLE_MITOTIC		412	-0.31642023	-1.1912168	0.07509881	0.54019374	1.0	2704	tags=24%, list=17%, signal=28%	
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION		7	-0.6686996	-1.1903557	0.24196598	0.54122794	1.0	2576	tags=71%, list=16%, signal=85%	
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX		25	-0.42799467	-1.1903018	0.253493	0.53982335	1.0	4068	tags=40%, list=25%, signal=53%	
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS		169	-0.297715	-1.1902214	0.051652893	0.53854007	1.0	776	tags=8%, list=5%, signal=8%	
REACTOME_GAP_JUNCTION_ASSEMBLY	REACTOME_GAP_JUNCTION_ASSEMBLY		22	-0.4749708	-1.1882478	0.21616162	0.54314667	1.0	2506	tags=27%, list=15%, signal=32%	
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS		20	-0.41324168	-1.1856958	0.18055555	0.5479544	1.0	762	tags=20%, list=5%, signal=21%	
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS		58	-0.4025827	-1.1810466	0.18217821	0.56053066	1.0	3343	tags=34%, list=21%, signal=43%	
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS		25	-0.40864906	-1.1785381	0.22664016	0.56566215	1.0	3324	tags=40%, list=20%, signal=50%	
REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX	REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX		12	-0.44034427	-1.1770889	0.2768031	0.56825215	1.0	3245	tags=33%, list=20%, signal=42%	
REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY	REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY		15	-0.4493444	-1.1763985	0.2557252	0.56846035	1.0	2888	tags=47%, list=18%, signal=57%	
REACTOME_SIGNAL_ATTENUATION	REACTOME_SIGNAL_ATTENUATION		10	-0.6147993	-1.1750073	0.26530612	0.57098824	1.0	3734	tags=70%, list=23%, signal=91%	
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY		43	-0.38220596	-1.1739745	0.26112187	0.57200557	1.0	2428	tags=28%, list=15%, signal=33%	
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM	REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM		10	-0.52081925	-1.1721172	0.23917526	0.5749617	1.0	40	tags=10%, list=0%, signal=10%	
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING		22	-0.50916046	-1.1714883	0.19844358	0.57510835	1.0	3252	tags=41%, list=20%, signal=51%	
REACTOME_SIGNALING_BY_ACTIVIN	REACTOME_SIGNALING_BY_ACTIVIN		13	-0.4813227	-1.1713346	0.2813765	0.5738007	1.0	2908	tags=46%, list=18%, signal=56%	
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS		6	-0.83722985	-1.1708138	0.253937	0.5738303	1.0	387	tags=17%, list=2%, signal=17%	
REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING	REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING		28	-0.3930452	-1.1696568	0.13688213	0.5758109	1.0	3074	tags=29%, list=19%, signal=35%	
REACTOME_HISTIDINE_CATABOLISM	REACTOME_HISTIDINE_CATABOLISM		6	-0.5368031	-1.1675944	0.2368932	0.58028	1.0	922	tags=33%, list=6%, signal=35%	
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION		86	-0.32701805	-1.1668835	0.06936416	0.5803531	1.0	2918	tags=26%, list=18%, signal=31%	
REACTOME_APOPTOTIC_EXECUTION_PHASE	REACTOME_APOPTOTIC_EXECUTION_PHASE		44	-0.39906904	-1.1668823	0.22286822	0.5788414	1.0	2776	tags=34%, list=17%, signal=41%	
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION		24	-0.41368097	-1.166001	0.26095617	0.57897925	1.0	4477	tags=46%, list=28%, signal=63%	
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION		62	-0.3727837	-1.1654551	0.22199592	0.57900053	1.0	2450	tags=23%, list=15%, signal=26%	
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY		30	-0.41116184	-1.1650507	0.24603175	0.5784436	1.0	1746	tags=17%, list=11%, signal=19%	
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA		31	-0.38852143	-1.1644258	0.17938145	0.57868654	1.0	1509	tags=19%, list=9%, signal=21%	
REACTOME_INTERLEUKIN_15_SIGNALING	REACTOME_INTERLEUKIN_15_SIGNALING		14	-0.5537197	-1.1623029	0.29482073	0.5823698	1.0	3734	tags=50%, list=23%, signal=65%	
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS		29	-0.38990998	-1.1621487	0.24950884	0.581181	1.0	2186	tags=28%, list=13%, signal=32%	
REACTOME_SEROTONIN_RECEPTORS	REACTOME_SEROTONIN_RECEPTORS		12	-0.7291583	-1.1609414	0.3903846	0.5825721	1.0	2591	tags=17%, list=16%, signal=20%	
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE		34	-0.4122777	-1.1606989	0.20850202	0.58170635	1.0	1589	tags=21%, list=10%, signal=23%	
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS		30	-0.42291337	-1.1598365	0.19460501	0.5829616	1.0	3326	tags=37%, list=20%, signal=46%	
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING		27	-0.5087685	-1.1590132	0.27689242	0.5834632	1.0	3734	tags=44%, list=23%, signal=58%	
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE	REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE		34	-0.38076374	-1.1588935	0.28657314	0.5823321	1.0	2413	tags=24%, list=15%, signal=28%	
REACTOME_GPCR_LIGAND_BINDING	REACTOME_GPCR_LIGAND_BINDING		417	-0.3273213	-1.1573582	0.062	0.5848993	1.0	3116	tags=19%, list=19%, signal=23%	
REACTOME_OLFACTORY_SIGNALING_PATHWAY	REACTOME_OLFACTORY_SIGNALING_PATHWAY		376	-0.3289529	-1.1565762	0.22626263	0.5856626	1.0	2484	tags=2%, list=15%, signal=2%	
REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS	REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS		5	-0.7100499	-1.1549457	0.32806325	0.5890882	1.0	3465	tags=60%, list=21%, signal=76%	
REACTOME_REGULATION_OF_TP53_ACTIVITY	REACTOME_REGULATION_OF_TP53_ACTIVITY		139	-0.30478054	-1.1531432	0.049212597	0.59325933	1.0	3074	tags=24%, list=19%, signal=29%	
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS		36	-0.39814958	-1.152236	0.16969697	0.5944802	1.0	1266	tags=25%, list=8%, signal=27%	
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS		275	-0.32758975	-1.1520587	0.2275449	0.5934818	1.0	1574	tags=15%, list=10%, signal=17%	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES		9	-0.49775672	-1.1514775	0.34226805	0.59359187	1.0	178	tags=11%, list=1%, signal=11%	
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS		51	-0.34700096	-1.1494004	0.14851485	0.59816086	1.0	3707	tags=37%, list=23%, signal=48%	
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR	REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR		46	-0.3758256	-1.142948	0.21988527	0.61502045	1.0	3516	tags=35%, list=22%, signal=44%	
REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING	REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING		9	-0.44629425	-1.1424029	0.27203065	0.6152225	1.0	445	tags=11%, list=3%, signal=11%	
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	REACTOME_SIGNALING_BY_FGFR_IN_DISEASE		59	-0.3361835	-1.1406429	0.264	0.61824715	1.0	1474	tags=14%, list=9%, signal=15%	
REACTOME_ONCOGENIC_MAPK_SIGNALING	REACTOME_ONCOGENIC_MAPK_SIGNALING		75	-0.36245808	-1.1403167	0.28513238	0.6177242	1.0	2735	tags=28%, list=17%, signal=34%	
REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION	REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION		8	-0.41322425	-1.1402951	0.25244617	0.616287	1.0	3066	tags=50%, list=19%, signal=62%	
REACTOME_IKBA_VARIANT_LEADS_TO_EDA_ID	REACTOME_IKBA_VARIANT_LEADS_TO_EDA_ID		7	-0.55862486	-1.1396459	0.31040892	0.61645454	1.0	3651	tags=57%, list=22%, signal=74%	
REACTOME_SIGNALING_BY_HEDGEHOG	REACTOME_SIGNALING_BY_HEDGEHOG		132	-0.3122751	-1.1390651	0.15686275	0.61590916	1.0	2186	tags=19%, list=13%, signal=22%	
REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS	REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS		5	-0.55948263	-1.1384969	0.21564482	0.61607057	1.0	244	tags=20%, list=2%, signal=20%	
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION		29	-0.45160243	-1.1344498	0.37298387	0.6252934	1.0	1023	tags=17%, list=6%, signal=18%	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53		302	-0.26548836	-1.1334937	0.09626719	0.6260369	1.0	3121	tags=24%, list=19%, signal=29%	
REACTOME_RHO_GTPASES_ACTIVATE_KTN1	REACTOME_RHO_GTPASES_ACTIVATE_KTN1		10	-0.44045165	-1.133412	0.2890625	0.6246562	1.0	3385	tags=40%, list=21%, signal=51%	
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	REACTOME_SIGNAL_TRANSDUCTION_BY_L1		21	-0.46083778	-1.1334006	0.2581888	0.62328	1.0	3833	tags=48%, list=24%, signal=62%	
REACTOME_STIMULI_SENSING_CHANNELS	REACTOME_STIMULI_SENSING_CHANNELS		79	-0.36400774	-1.1323081	0.24593496	0.6246029	1.0	2241	tags=15%, list=14%, signal=18%	
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING		48	-0.447277	-1.1321757	0.3237705	0.62325126	1.0	1257	tags=21%, list=8%, signal=23%	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS		34	-0.42160827	-1.1319625	0.27755103	0.6224271	1.0	2116	tags=24%, list=13%, signal=27%	
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE		19	-0.494691	-1.1317348	0.34577602	0.62171614	1.0	2628	tags=32%, list=16%, signal=38%	
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS		19	-0.41465083	-1.130703	0.23123732	0.62303925	1.0	1681	tags=26%, list=10%, signal=29%	
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL		12	-0.52510726	-1.1289229	0.36575875	0.6260225	1.0	2059	tags=33%, list=13%, signal=38%	
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX		27	-0.44474024	-1.1284653	0.31284916	0.62542015	1.0	3713	tags=41%, list=23%, signal=53%	
REACTOME_PEPTIDE_HORMONE_METABOLISM	REACTOME_PEPTIDE_HORMONE_METABOLISM		82	-0.3400223	-1.127225	0.23320158	0.62694347	1.0	2249	tags=17%, list=14%, signal=20%	
REACTOME_RHO_GTPASES_ACTIVATE_PAKS	REACTOME_RHO_GTPASES_ACTIVATE_PAKS		20	-0.46184736	-1.1268233	0.24124514	0.6270628	1.0	884	tags=20%, list=5%, signal=21%	
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES		31	-0.39232165	-1.1255487	0.23031496	0.628158	1.0	3166	tags=29%, list=19%, signal=36%	
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_INTERLEUKIN_SIGNALING	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_INTERLEUKIN_SIGNALING		5	-0.7040009	-1.1241226	0.38431373	0.63084155	1.0	3465	tags=80%, list=21%, signal=102%	
REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS	REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS		9	-0.515276	-1.1222365	0.32931727	0.63403606	1.0	2059	tags=33%, list=13%, signal=38%	
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION		13	-0.5289256	-1.1222202	0.2312253	0.63255495	1.0	4856	tags=77%, list=30%, signal=110%	
REACTOME_AMYLOID_FIBER_FORMATION	REACTOME_AMYLOID_FIBER_FORMATION		51	-0.32901153	-1.1222129	0.26806083	0.63112986	1.0	2925	tags=25%, list=18%, signal=31%	
REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX	REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX		12	-0.41644353	-1.1217321	0.17009346	0.631177	1.0	3094	tags=42%, list=19%, signal=51%	
REACTOME_VITAMINS	REACTOME_VITAMINS		6	-0.62424	-1.1211221	0.43469787	0.63114136	1.0	6106	tags=83%, list=38%, signal=133%	
REACTOME_DAP12_INTERACTIONS	REACTOME_DAP12_INTERACTIONS		38	-0.43022293	-1.117955	0.24796748	0.63895506	1.0	1013	tags=18%, list=6%, signal=20%	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE		15	-0.50078	-1.1177264	0.26488706	0.63812745	1.0	3049	tags=40%, list=19%, signal=49%	
REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS	REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS		11	-0.55085796	-1.1173589	0.35452795	0.6375443	1.0	1717	tags=36%, list=11%, signal=41%	
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING		10	-0.5951956	-1.1165043	0.34817815	0.63856786	1.0	350	tags=20%, list=2%, signal=20%	
REACTOME_CD163_MEDIATING_AN_ANTI_INFLAMMATORY_RESPONSE	REACTOME_CD163_MEDIATING_AN_ANTI_INFLAMMATORY_RESPONSE		9	-0.54296917	-1.11587	0.2931727	0.639002	1.0	3626	tags=67%, list=22%, signal=86%	
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS		100	-0.2838495	-1.1157951	0.25779626	0.637566	1.0	2188	tags=17%, list=13%, signal=20%	
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS		29	-0.43565726	-1.1157563	0.27104723	0.63630736	1.0	4563	tags=48%, list=28%, signal=67%	
REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS	REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS		58	-0.33571973	-1.1144291	0.22626263	0.6382695	1.0	1525	tags=14%, list=9%, signal=15%	
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS		100	-0.32314822	-1.1133702	0.16435644	0.6395506	1.0	3036	tags=28%, list=19%, signal=34%	
REACTOME_SYNDECAN_INTERACTIONS	REACTOME_SYNDECAN_INTERACTIONS		27	-0.3987452	-1.1114973	0.21115538	0.6436721	1.0	2932	tags=41%, list=18%, signal=50%	
REACTOME_ARMS_MEDIATED_ACTIVATION	REACTOME_ARMS_MEDIATED_ACTIVATION		6	-0.59936965	-1.1103284	0.3687375	0.64516836	1.0	4174	tags=50%, list=26%, signal=67%	
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS	REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS		70	-0.3575632	-1.1098999	0.32916668	0.6448351	1.0	3238	tags=27%, list=20%, signal=34%	
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS		11	-0.56179947	-1.1078864	0.3444882	0.6483474	1.0	3755	tags=36%, list=23%, signal=47%	
REACTOME_GLUCOSE_METABOLISM	REACTOME_GLUCOSE_METABOLISM		86	-0.30354986	-1.1075815	0.20040485	0.6480462	1.0	1393	tags=14%, list=9%, signal=15%	
