NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	RPL9	ribosomal protein L9	39	1.5361515283584595	0.030489333	Yes	
row_1	RPS3A	ribosomal protein S3A	243	1.0022635459899902	0.03937373	Yes	
row_2	RPL4	ribosomal protein L4	245	1.000382661819458	0.06074186	Yes	
row_3	RPL6	ribosomal protein L6	258	0.9935503602027893	0.08128163	Yes	
row_4	RPL3	ribosomal protein L3	271	0.9794660210609436	0.10151969	Yes	
row_5	RPL5	ribosomal protein L5	331	0.9277858734130859	0.117736645	Yes	
row_6	RPS27	ribosomal protein S27 (metallopanstimulin 1)	531	0.8146605491638184	0.122850224	Yes	
row_7	RPS4X	ribosomal protein S4, X-linked	540	0.8105456829071045	0.13971768	Yes	
row_8	RPS6	ribosomal protein S6	556	0.8007972836494446	0.1559423	Yes	
row_9	RPLP0	ribosomal protein, large, P0	638	0.7651219367980957	0.16731068	Yes	
row_10	RPL23	ribosomal protein L23	694	0.7438819408416748	0.17983608	Yes	
row_11	RPS23	ribosomal protein S23	783	0.7075502276420593	0.18953715	Yes	
row_12	RPLP1	ribosomal protein, large, P1	785	0.7074151039123535	0.20462936	Yes	
row_13	RPL22	ribosomal protein L22	823	0.695253312587738	0.21722902	Yes	
row_14	RPL10A	ribosomal protein L10a	1031	0.6357442736625671	0.21801387	Yes	
row_15	RPS8	ribosomal protein S8	1045	0.6313222050666809	0.23073201	Yes	
row_16	RPL36	ribosomal protein L36	1103	0.6178390979766846	0.2404333	Yes	
row_17	RPL7A	ribosomal protein L7a	1114	0.6166254281997681	0.2530226	Yes	
row_18	RPL26	ribosomal protein L26	1288	0.5752943754196167	0.25462052	Yes	
row_19	RPL27A	ribosomal protein L27a	1398	0.5509680509567261	0.2596653	Yes	
row_20	RNPS1	RNA binding protein S1, serine-rich domain	1438	0.5426997542381287	0.26887298	Yes	
row_21	RPL14	ribosomal protein L14	1446	0.5392379760742188	0.2799905	Yes	
row_22	RPS7	ribosomal protein S7	1477	0.5339829921722412	0.28956944	Yes	
row_23	RPL37A	ribosomal protein L37a	1562	0.5173519253730774	0.2954441	Yes	
row_24	RPL24	ribosomal protein L24	1574	0.5137394070625305	0.3057674	Yes	
row_25	RPL30	ribosomal protein L30	1608	0.5074865818023682	0.31459275	Yes	
row_26	RPL35A	ribosomal protein L35a	1658	0.502102792263031	0.32231075	Yes	
row_27	RPL10L	ribosomal protein L10-like	1670	0.5006934404373169	0.33235458	Yes	
row_28	RPL41	ribosomal protein L41	1720	0.5	0.34002754	Yes	
row_29	RPL13A	ribosomal protein L13a	1740	0.4999961256980896	0.3495604	Yes	
row_30	RPL10	ribosomal protein L10	1836	0.4998035132884979	0.35437715	Yes	
row_31	RPS25	ribosomal protein S25	1908	0.4953848123550415	0.36058724	Yes	
row_32	RPS13	ribosomal protein S13	1927	0.4936053454875946	0.3700452	Yes	
row_33	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	1969	0.48806944489479065	0.37795863	Yes	
row_34	RPL38	ribosomal protein L38	1981	0.4868263304233551	0.3877054	Yes	
row_35	RPS20	ribosomal protein S20	1985	0.4861117899417877	0.39793283	Yes	
row_36	RPL23A	ribosomal protein L23a	2018	0.48025116324424744	0.40623674	Yes	
row_37	RPS3	ribosomal protein S3	2085	0.4701753854751587	0.41221678	Yes	
row_38	RPL7	ribosomal protein L7	2215	0.4538779556751251	0.4139417	Yes	
row_39	RPS21	ribosomal protein S21	2236	0.45031997561454773	0.42234844	Yes	
row_40	RPL36A	ribosomal protein L36a	2245	0.448848694562912	0.43146765	Yes	
row_41	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)	2389	0.42728540301322937	0.43175492	Yes	
row_42	RPL12	ribosomal protein L12	2400	0.42537349462509155	0.44024724	Yes	
row_43	RPS11	ribosomal protein S11	2405	0.424914687871933	0.44910172	Yes	
row_44	RPL18A	ribosomal protein L18a	2439	0.42073288559913635	0.45606863	Yes	
row_45	RPLP2	ribosomal protein, large, P2	2474	0.4164752960205078	0.46288234	Yes	
row_46	RPS9	ribosomal protein S9	2713	0.3809557855129242	0.45628712	Yes	
row_47	EIF4G1	eukaryotic translation initiation factor 4 gamma, 1	2766	0.3723543584346771	0.46103966	Yes	
row_48	RPS14	ribosomal protein S14	2782	0.36977317929267883	0.46803093	Yes	
row_49	RPS15A	ribosomal protein S15a	2897	0.3527907431125641	0.46852037	Yes	
row_50	RPL18	ribosomal protein L18	2912	0.3517703413963318	0.47518796	Yes	
row_51	RPS16	ribosomal protein S16	2921	0.3507094383239746	0.48220482	Yes	
