NAME	TITLE	SCORE	
MRAP	melanocortin 2 receptor accessory protein	0.25623482	
LOC440416	-	0.25621018	
GUCY1B3	guanylate cyclase 1, soluble, beta 3	0.25618672	
SPATA9	spermatogenesis associated 9	0.2560754	
PBK	PDZ binding kinase	0.25600138	
ZNF383	zinc finger protein 383	0.25599277	
ZNF410	zinc finger protein 410	0.25592238	
CLK2P	CDC-like kinase 2, pseudogene	0.25583506	
PIK3CB	phosphoinositide-3-kinase, catalytic, beta polypeptide	0.2557985	
NXPH3	neurexophilin 3	0.25577718	
TMPRSS11D	transmembrane protease, serine 11D	0.25577557	
TMIE	transmembrane inner ear	0.2556999	
DOCK9	dedicator of cytokinesis 9	0.25552544	
TUFM	Tu translation elongation factor, mitochondrial	0.25550234	
SRP9	signal recognition particle 9kDa	0.2554867	
SGPP1	sphingosine-1-phosphate phosphatase 1	0.25546196	
CLPP	ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)	0.25541764	
GDPD5	glycerophosphodiester phosphodiesterase domain containing 5	0.255373	
RTN4RL2	reticulon 4 receptor-like 2	0.25486717	
MINPP1	multiple inositol polyphosphate histidine phosphatase, 1	0.25467667	
KLHDC1	kelch domain containing 1	0.25465208	
OCIAD2	OCIA domain containing 2	0.25454536	
FLG	filaggrin	0.25449884	
RPS27L	ribosomal protein S27-like	0.25429153	
FYCO1	FYVE and coiled-coil domain containing 1	0.25417912	
INTS3	integrator complex subunit 3	0.25407523	
MRPL12	mitochondrial ribosomal protein L12	0.2539517	
ANKRD39	ankyrin repeat domain 39	0.25392005	
VTI1B	vesicle transport through interaction with t-SNAREs homolog 1B (yeast)	0.25388458	
VPS13A	vacuolar protein sorting 13 homolog A (S. cerevisiae)	0.2537313	
DEFA8P	defensin, alpha 8 pseudogene	0.2535987	
APRT	adenine phosphoribosyltransferase	0.25352293	
IRF3	interferon regulatory factor 3	0.2533757	
BTBD11	BTB (POZ) domain containing 11	0.25330403	
FAIM2	Fas apoptotic inhibitory molecule 2	0.2531159	
DLD	dihydrolipoamide dehydrogenase	0.2531155	
TBCD	tubulin-specific chaperone d	0.25302598	
DLST	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)	0.2528067	
ASB3	ankyrin repeat and SOCS box-containing 3	0.252754	
SLC2A13	solute carrier family 2 (facilitated glucose transporter), member 13	0.25270712	
STAC2	SH3 and cysteine rich domain 2	0.25269523	
RAD51AP2	-	0.25264555	
MORF4L1	mortality factor 4 like 1	0.25261018	
ACE2	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2	0.25256407	
FCGBP	Fc fragment of IgG binding protein	0.2525399	
HCG18	HLA complex group 18	0.25252545	
EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA-specific	0.25249633	
CDK6	cyclin-dependent kinase 6	0.25245398	
RAB22A	RAB22A, member RAS oncogene family	0.25243613	
STAR	steroidogenic acute regulator	0.25238296	
FAM19A2	family with sequence similarity 19 (chemokine (C-C motif)-like), member A2	0.25236666	
SKAP2	src kinase associated phosphoprotein 2	0.25228125	
NDUFB7	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa	0.25221565	
LOC157273	-	0.2519369	
ENG	endoglin (Osler-Rendu-Weber syndrome 1)	0.25190553	
CEPT1	choline/ethanolamine phosphotransferase 1	0.25183254	
ARHGAP10	Rho GTPase activating protein 10	0.25179058	
DAPK2	death-associated protein kinase 2	0.2517514	
DERL2	Der1-like domain family, member 2	0.25160915	
ARHGAP25	Rho GTPase activating protein 25	0.2515602	
MRPL2	mitochondrial ribosomal protein L2	0.25152293	
TTC21B	tetratricopeptide repeat domain 21B	0.25148425	
AMZ2	-	0.2514841	
MMP21	matrix metallopeptidase 21	0.25141248	
PLA2G12B	phospholipase A2, group XIIB	0.25135422	
SLC15A4	solute carrier family 15, member 4	0.2511145	
CLDND2	claudin domain containing 2	0.25107786	
CCNB1	cyclin B1	0.25105453	
UHRF2	ubiquitin-like, containing PHD and RING finger domains, 2	0.25082365	
CCDC91	coiled-coil domain containing 91	0.2507743	
RPL19	ribosomal protein L19	0.2506605	
LRRC58	leucine rich repeat containing 58	0.2506511	
ITGB7	integrin, beta 7	0.25050968	
LONRF1	LON peptidase N-terminal domain and ring finger 1	0.2504176	
PRDX6	peroxiredoxin 6	0.25039947	
ZNF571	zinc finger protein 571	0.2503837	
GALNT7	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)	0.25036833	
BBS5	Bardet-Biedl syndrome 5	0.25025222	
SV2C	synaptic vesicle glycoprotein 2C	0.25015903	
PCSK4	proprotein convertase subtilisin/kexin type 4	0.2501324	
TMEM65	transmembrane protein 65	0.2498777	
LARS	leucyl-tRNA synthetase	0.24979599	
METTL5	methyltransferase like 5	0.24956161	
TK2	thymidine kinase 2, mitochondrial	0.24948029	
PIK3R4	phosphoinositide-3-kinase, regulatory subunit 4, p150	0.24945584	
ZNF680	zinc finger protein 680	0.24943994	
NUDT22	nudix (nucleoside diphosphate linked moiety X)-type motif 22	0.2493922	
GALNT3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3)	0.24925034	
CLCN5	chloride channel 5 (nephrolithiasis 2, X-linked, Dent disease)	0.24922349	
TRIM73	tripartite motif-containing 73	0.24914694	
MAOB	monoamine oxidase B	0.24912366	
FAM3B	family with sequence similarity 3, member B	0.24899931	
JAZF1	JAZF zinc finger 1	0.2489228	
RFK	riboflavin kinase	0.2489165	
SNORA18	small nucleolar RNA, H/ACA box 18	0.24889106	
SPATS2	spermatogenesis associated, serine-rich 2	0.24864738	
ACTN1	actinin, alpha 1	0.24851567	
HS1BP3	HCLS1 binding protein 3	0.24850556	
ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	0.24835822	
LANCL3	LanC lantibiotic synthetase component C-like 3 (bacterial)	0.24835762	
TMSB4Y	thymosin, beta 4, Y-linked	0.24835189	
MMD	monocyte to macrophage differentiation-associated	0.24832729	
NCR3	natural cytotoxicity triggering receptor 3	0.24824394	
MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	0.24820454	
ANAPC5	anaphase promoting complex subunit 5	0.24818015	
THBS4	thrombospondin 4	0.24817638	
ATP9A	ATPase, Class II, type 9A	0.24787484	
SNORD89	small nucleolar RNA, C/D box 89	0.24781036	
RHOF	ras homolog gene family, member F (in filopodia)	0.24759187	
GAS8	growth arrest-specific 8	0.2474046	
ELOVL6	ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	0.24729465	
MSH2	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)	0.24722798	
ADK	adenosine kinase	0.24720597	
GRK5	G protein-coupled receptor kinase 5	0.24715587	
FOXRED1	FAD-dependent oxidoreductase domain containing 1	0.24699669	
GLYATL1	glycine-N-acyltransferase-like 1	0.24688819	
FLJ10038	-	0.24681275	
SAAL1	serum amyloid A-like 1	0.24679017	
SLC7A2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	0.24677788	
AGRP	agouti related protein homolog (mouse)	0.24659985	
EIF2AK1	eukaryotic translation initiation factor 2-alpha kinase 1	0.24646938	
TRIM54	tripartite motif-containing 54	0.24630299	
TMEM63C	transmembrane protein 63C	0.24628827	
ALDH1A3	aldehyde dehydrogenase 1 family, member A3	0.24605057	
DCTN6	dynactin 6	0.24599282	
SEMA5A	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	0.2459634	
DKK3	dickkopf homolog 3 (Xenopus laevis)	0.24588911	
RNF40	ring finger protein 40	0.24582978	
MYH1	myosin, heavy chain 1, skeletal muscle, adult	0.24570334	
TBRG1	transforming growth factor beta regulator 1	0.24569438	
RNF148	ring finger protein 148	0.24567051	
TAS2R60	taste receptor, type 2, member 60	0.24560842	
PCDH9	protocadherin 9	0.24554475	
CRYZ	crystallin, zeta (quinone reductase)	0.24541524	
FNTB	farnesyltransferase, CAAX box, beta	0.24537173	
PNPLA2	patatin-like phospholipase domain containing 2	0.24529403	
ZSWIM1	zinc finger, SWIM-type containing 1	0.24520347	
NXF2	nuclear RNA export factor 2	0.24507867	
SLC16A4	solute carrier family 16, member 4 (monocarboxylic acid transporter 5)	0.24505815	
USP13	ubiquitin specific peptidase 13 (isopeptidase T-3)	0.24503933	
OAZ1	ornithine decarboxylase antizyme 1	0.24503121	
PLCXD2	phosphatidylinositol-specific phospholipase C, X domain containing 2	0.24497591	
PODN	podocan	0.24495552	
FAM46B	family with sequence similarity 46, member B	0.24489036	
ANKRD32	ankyrin repeat domain 32	0.24457182	
D2HGDH	D-2-hydroxyglutarate dehydrogenase	0.24456333	
TRIP13	thyroid hormone receptor interactor 13	0.24452211	
OR5B21	olfactory receptor, family 5, subfamily B, member 21	0.24445935	
NAP1L3	nucleosome assembly protein 1-like 3	0.2444586	
STX8	syntaxin 8	0.24432923	
OS9	-	0.24427389	
ARSF	arylsulfatase F	0.24426723	
EXTL2	exostoses (multiple)-like 2	0.24416062	
KCTD21	potassium channel tetramerisation domain containing 21	0.24414894	
ZNF174	zinc finger protein 174	0.24403754	
FAM45B	family with sequence similarity 45, member B	0.24400738	
MOCS1	molybdenum cofactor synthesis 1	0.2439901	
PCYT2	phosphate cytidylyltransferase 2, ethanolamine	0.24398609	
WIBG	within bgcn homolog (Drosophila)	0.24372469	
FUNDC1	FUN14 domain containing 1	0.24356318	
PSMD6	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6	0.24339439	
MTHFD1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase	0.24339421	
LPPR2	-	0.24334495	
ZNF524	zinc finger protein 524	0.24332346	
CLYBL	citrate lyase beta like	0.24331611	
PTPMT1	protein tyrosine phosphatase, mitochondrial 1	0.24331397	
IRX5	iroquois homeobox protein 5	0.24321951	
DTX4	deltex 4 homolog (Drosophila)	0.24315132	
RGS10	regulator of G-protein signalling 10	0.24307849	
PTPLAD1	protein tyrosine phosphatase-like A domain containing 1	0.24306513	
SNAPC3	small nuclear RNA activating complex, polypeptide 3, 50kDa	0.2430123	
IFT80	intraflagellar transport 80 homolog (Chlamydomonas)	0.24298744	
CYP4F2	cytochrome P450, family 4, subfamily F, polypeptide 2	0.2429659	
RAB30	RAB30, member RAS oncogene family	0.24291363	
CDKN2A	cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)	0.24284899	
AMFR	autocrine motility factor receptor	0.24283512	
DRD4	dopamine receptor D4	0.24271438	
PTCD1	pentatricopeptide repeat domain 1	0.24261445	
CPAMD8	C3 and PZP-like, alpha-2-macroglobulin domain containing 8	0.24258895	
SPIRE1	spire homolog 1 (Drosophila)	0.24258283	
SLC2A1	solute carrier family 2 (facilitated glucose transporter), member 1	0.24255241	
CEACAM21	carcinoembryonic antigen-related cell adhesion molecule 21	0.24240918	
ARID4A	AT rich interactive domain 4A (RBP1-like)	0.2422852	
FATE1	fetal and adult testis expressed 1	0.24227107	
RRM2B	ribonucleotide reductase M2 B (TP53 inducible)	0.24219435	
PRDX1	peroxiredoxin 1	0.24216823	
SNX5	sorting nexin 5	0.24210791	
FNBP1	formin binding protein 1	0.24209273	
DLEU7	deleted in lymphocytic leukemia, 7	0.24205662	
KREMEN2	kringle containing transmembrane protein 2	0.24201347	
WDR70	WD repeat domain 70	0.24183886	
IFRD2	interferon-related developmental regulator 2	0.24180618	
MT1H	metallothionein 1H	0.24171834	
KIAA0195	KIAA0195	0.24171408	
COL7A1	collagen, type VII, alpha 1 (epidermolysis bullosa, dystrophic, dominant and recessive)	0.24159516	
KCNV2	potassium channel, subfamily V, member 2	0.24141519	
SNORA28	small nucleolar RNA, H/ACA box 28	0.2414146	
LMOD2	leiomodin 2 (cardiac)	0.24141383	
KRT36	keratin 36	0.24141371	
KRT6B	keratin 6B	0.24139649	
NARS	asparaginyl-tRNA synthetase	0.24135667	
AMH	anti-Mullerian hormone	0.24130279	
PPIL4	peptidylprolyl isomerase (cyclophilin)-like 4	0.24121669	
SULT2B1	sulfotransferase family, cytosolic, 2B, member 1	0.24116914	
SOS2	son of sevenless homolog 2 (Drosophila)	0.24115151	
UNC13D	unc-13 homolog D (C. elegans)	0.24107608	
GPS1	G protein pathway suppressor 1	0.24107228	
MGC34796	-	0.24088663	
GFM1	G elongation factor, mitochondrial 1	0.24088055	
LOC731223	-	0.24073017	
RAD54L	RAD54-like (S. cerevisiae)	0.24071433	
ZCCHC7	zinc finger, CCHC domain containing 7	0.2405792	
KRBA1	KRAB-A domain containing 1	0.24053116	
HSPB8	heat shock 22kDa protein 8	0.24026982	
EIF5A2	eukaryotic translation initiation factor 5A2	0.2402372	
PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1	0.23990755	
KIFC1	kinesin family member C1	0.23986574	
PPBP	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	0.23982182	
IPO8	importin 8	0.23980926	
AP1M2	adaptor-related protein complex 1, mu 2 subunit	0.2397157	
ALS2CL	ALS2 C-terminal like	0.23948163	
DUSP23	dual specificity phosphatase 23	0.23943542	
ITFG3	integrin alpha FG-GAP repeat containing 3	0.23921123	
USP50	ubiquitin specific peptidase 50	0.23897445	
FASN	fatty acid synthase	0.23894808	
PSORS1C1	psoriasis susceptibility 1 candidate 1	0.23893972	
FBN1	fibrillin 1	0.23891866	
IL20RB	interleukin 20 receptor beta	0.23891637	
MARCO	macrophage receptor with collagenous structure	0.23872301	
TSPYL1	TSPY-like 1	0.23866245	
ZMPSTE24	zinc metallopeptidase (STE24 homolog, yeast)	0.23863895	
SYTL1	synaptotagmin-like 1	0.23856167	
PRTFDC1	phosphoribosyl transferase domain containing 1	0.23847848	
NGLY1	N-glycanase 1	0.23844473	
SCARB1	scavenger receptor class B, member 1	0.23841113	
ADCK2	aarF domain containing kinase 2	0.23821263	
ACOX3	acyl-Coenzyme A oxidase 3, pristanoyl	0.23817952	
SEC22B	SEC22 vesicle trafficking protein homolog B (S. cerevisiae)	0.23811992	
FMO3	flavin containing monooxygenase 3	0.23795341	
REEP5	receptor accessory protein 5	0.23792847	
DHRS4L1	dehydrogenase/reductase (SDR family) member 4 like 1	0.2379262	
TSPAN33	tetraspanin 33	0.23784183	
SMYD1	SET and MYND domain containing 1	0.23777424	
TMEM69	transmembrane protein 69	0.23759799	
OAZ3	ornithine decarboxylase antizyme 3	0.23754983	
CHST6	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6	0.23752242	
ZNF200	zinc finger protein 200	0.237513	
MAS1	MAS1 oncogene	0.23749073	
CHAC1	ChaC, cation transport regulator homolog 1 (E. coli)	0.23738834	
PNPLA7	patatin-like phospholipase domain containing 7	0.23735374	
TTC7A	tetratricopeptide repeat domain 7A	0.23728485	
CHRNA2	cholinergic receptor, nicotinic, alpha 2 (neuronal)	0.23707247	
CTRB1	chymotrypsinogen B1	0.23696528	
CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7	0.23693934	
LOC149684	-	0.236703	
UBE2G2	ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast)	0.23669675	
ABCC1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	0.23665263	
PRF1	perforin 1 (pore forming protein)	0.23664582	
TMEM9	transmembrane protein 9	0.23664032	
NNAT	neuronatin	0.23648961	
GUSBP1	glucuronidase, beta pseudogene 1	0.23641951	
DAXX	death-associated protein 6	0.23641868	
ESAM	endothelial cell adhesion molecule	0.2362889	
SLC22A17	solute carrier family 22 (organic cation transporter), member 17	0.23623529	
COMTD1	catechol-O-methyltransferase domain containing 1	0.23613223	
TRAPPC6B	trafficking protein particle complex 6B	0.23612627	
PTPN3	protein tyrosine phosphatase, non-receptor type 3	0.23604465	
PCBP2	poly(rC) binding protein 2	0.23583314	
PTK2	PTK2 protein tyrosine kinase 2	0.2357423	
PF4V1	platelet factor 4 variant 1	0.2353848	
FBXO36	F-box protein 36	0.23534654	
GJA5	gap junction protein, alpha 5, 40kDa (connexin 40)	0.23534541	
PTK6	PTK6 protein tyrosine kinase 6	0.2353039	
DPH5	DPH5 homolog (S. cerevisiae)	0.23527564	
SPN	sialophorin (leukosialin, CD43)	0.23525752	
NOL8	nucleolar protein 8	0.23522066	
BCKDHB	branched chain keto acid dehydrogenase E1, beta polypeptide (maple syrup urine disease)	0.23509365	
SLC7A10	solute carrier family 7, (neutral amino acid transporter, y+ system) member 10	0.23505709	
CCL16	chemokine (C-C motif) ligand 16	0.23495689	
EIF2A	eukaryotic translation initiation factor 2A, 65kDa	0.23492293	
GPR63	G protein-coupled receptor 63	0.23484987	
SPAG7	sperm associated antigen 7	0.23472892	
HINT2	histidine triad nucleotide binding protein 2	0.23456053	
ZNRF3	zinc and ring finger 3	0.2343332	
ANKRD2	ankyrin repeat domain 2 (stretch responsive muscle)	0.23422275	
SUPT7L	suppressor of Ty 7 (S. cerevisiae)-like	0.2342007	
LCN10	lipocalin 10	0.23412286	
KCNIP2	Kv channel interacting protein 2	0.23412165	
CHRNG	cholinergic receptor, nicotinic, gamma	0.23412116	
NOL7	nucleolar protein 7, 27kDa	0.23392715	
CLN6	ceroid-lipofuscinosis, neuronal 6, late infantile, variant	0.2338263	
STAU2	staufen, RNA binding protein, homolog 2 (Drosophila)	0.23374727	
RGS4	regulator of G-protein signalling 4	0.23374298	
PLSCR4	phospholipid scramblase 4	0.23367429	
DHRS13	dehydrogenase/reductase (SDR family) member 13	0.23361239	
CTSF	cathepsin F	0.23344955	
BCL2L11	BCL2-like 11 (apoptosis facilitator)	0.23328176	
AKT2	v-akt murine thymoma viral oncogene homolog 2	0.23297866	
KIF7	kinesin family member 7	0.23272756	
TCN1	transcobalamin I (vitamin B12 binding protein, R binder family)	0.23265745	
WDR5B	WD repeat domain 5B	0.23261994	
WBSCR17	Williams-Beuren syndrome chromosome region 17	0.23256741	
DSC1	desmocollin 1	0.23241673	
CCDC69	coiled-coil domain containing 69	0.23241116	
CINP	-	0.23228715	
SNORD59A	small nucleolar RNA, C/D box 59A	0.23215671	
CNTN4	contactin 4	0.23190658	
BCAS2	breast carcinoma amplified sequence 2	0.23176798	
RPS27A	ribosomal protein S27a	0.23172627	
NDUFS7	NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)	0.23163	
PPP2R2B	protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), beta isoform	0.23143896	
ZRANB1	zinc finger, RAN-binding domain containing 1	0.2314282	
ZNF720	zinc finger protein 720	0.23141876	
SNORA52	small nucleolar RNA, H/ACA box 52	0.23139991	
UPK3B	uroplakin 3B	0.23126173	
CAMK2G	calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma	0.23122326	
NPC1	Niemann-Pick disease, type C1	0.23120122	
LOC728024	-	0.23119134	
COL4A6	collagen, type IV, alpha 6	0.23112471	
RGS2	regulator of G-protein signalling 2, 24kDa	0.23108481	
DNAJC16	DnaJ (Hsp40) homolog, subfamily C, member 16	0.23095085	
RNPC3	RNA-binding region (RNP1, RRM) containing 3	0.23068658	
SEPT8	septin 8	0.2306575	
AMPH	amphiphysin (Stiff-Man syndrome with breast cancer 128kDa autoantigen)	0.23064604	
NFYB	nuclear transcription factor Y, beta	0.23050319	
MZF1	myeloid zinc finger 1	0.23048152	
GZMM	granzyme M (lymphocyte met-ase 1)	0.23035249	
ZNF85	zinc finger protein 85	0.2303358	
ZC3H14	zinc finger CCCH-type containing 14	0.23033188	
LY6G5B	lymphocyte antigen 6 complex, locus G5B	0.23003136	
ARF5	ADP-ribosylation factor 5	0.22997451	
HAVCR1	hepatitis A virus cellular receptor 1	0.22996537	
FLJ26850	-	0.22994621	
SCT	secretin	0.22994557	
ARGFXP2	arginine-fifty homeobox pseudogene 2	0.22994179	
COBLL1	COBL-like 1	0.22982511	
SHMT1	serine hydroxymethyltransferase 1 (soluble)	0.22971198	
SP100	SP100 nuclear antigen	0.22970119	
BMPR1A	bone morphogenetic protein receptor, type IA	0.22959745	
SNORA5A	small nucleolar RNA, H/ACA box 5A	0.22945412	
ZNF491	zinc finger protein 491	0.22943436	
CR2	complement component (3d/Epstein Barr virus) receptor 2	0.2292419	
CCDC53	coiled-coil domain containing 53	0.22920756	
GCM1	glial cells missing homolog 1 (Drosophila)	0.22915398	
NAPG	N-ethylmaleimide-sensitive factor attachment protein, gamma	0.22901922	
LOH12CR1	loss of heterozygosity, 12, chromosomal region 1	0.22899182	
PPAT	phosphoribosyl pyrophosphate amidotransferase	0.22896476	
MAGEA5	melanoma antigen family A, 5	0.22879623	
CLDN10	claudin 10	0.22879332	
TPO	thyroid peroxidase	0.22879218	
LOC284551	-	0.22878148	
UBE2H	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)	0.22855203	
CTNNAL1	catenin (cadherin-associated protein), alpha-like 1	0.22849962	
SSFA2	sperm specific antigen 2	0.22847907	
ROPN1B	ropporin, rhophilin associated protein 1B	0.22842412	
MBD4	methyl-CpG binding domain protein 4	0.22832754	
EPM2AIP1	EPM2A (laforin) interacting protein 1	0.2283273	
PICK1	protein interacting with PRKCA 1	0.22831424	
MRPL18	mitochondrial ribosomal protein L18	0.22829337	
SNORA57	small nucleolar RNA, H/ACA box 57	0.22813302	
COX7B	cytochrome c oxidase subunit VIIb	0.22803295	
NFX1	nuclear transcription factor, X-box binding 1	0.22800726	
PDE6G	phosphodiesterase 6G, cGMP-specific, rod, gamma	0.22800519	
RAB41	RAB41, member RAS oncogene family	0.22794414	
LOC728637	-	0.22789729	
UCN2	urocortin 2	0.2278972	
ZNF569	zinc finger protein 569	0.22777916	
SAFB	scaffold attachment factor B	0.22761889	
SH2B2	SH2B adaptor protein 2	0.22757936	
OLFML2B	olfactomedin-like 2B	0.22755146	
ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	0.22754678	
ABCA5	ATP-binding cassette, sub-family A (ABC1), member 5	0.22740126	
DNASE2B	deoxyribonuclease II beta	0.22734414	
LRRC46	leucine rich repeat containing 46	0.22733867	
USP22	ubiquitin specific peptidase 22	0.22721523	
HSPA12A	heat shock 70kDa protein 12A	0.2271188	
NUDT16	nudix (nucleoside diphosphate linked moiety X)-type motif 16	0.22710653	
SSTR3	somatostatin receptor 3	0.22708306	
ASPN	asporin (LRR class 1)	0.22693968	
WDR37	WD repeat domain 37	0.22689535	
S100A1	S100 calcium binding protein A1	0.22685699	
GTF3C3	general transcription factor IIIC, polypeptide 3, 102kDa	0.22677521	
AMDHD1	amidohydrolase domain containing 1	0.2266631	
SNORA78	small nucleolar RNA, H/ACA box 78	0.22662696	
FGF13	fibroblast growth factor 13	0.22658958	
PRSS36	protease, serine, 36	0.22649175	
INTS2	integrator complex subunit 2	0.22642368	
CRB3	crumbs homolog 3 (Drosophila)	0.22638674	
TARP	-	0.22597124	
ESPN	espin	0.22581525	
EZH1	enhancer of zeste homolog 1 (Drosophila)	0.22578667	
XRCC4	X-ray repair complementing defective repair in Chinese hamster cells 4	0.22562893	
RNF139	ring finger protein 139	0.2255924	
SHFM1	split hand/foot malformation (ectrodactyly) type 1	0.22552066	
ACOT8	acyl-CoA thioesterase 8	0.22543031	
MLYCD	malonyl-CoA decarboxylase	0.22539704	
TUBGCP2	tubulin, gamma complex associated protein 2	0.22517388	
KIF1C	kinesin family member 1C	0.22516575	
UQCRH	ubiquinol-cytochrome c reductase hinge protein	0.22516535	
MRP63	mitochondrial ribosomal protein 63	0.22511281	
RAI2	retinoic acid induced 2	0.22511257	
SLC9A1	solute carrier family 9 (sodium/hydrogen exchanger), member 1 (antiporter, Na+/H+, amiloride sensitive)	0.22508132	
ZMYND19	zinc finger, MYND-type containing 19	0.22494483	
HP1BP3	heterochromatin protein 1, binding protein 3	0.22493263	
HBQ1	hemoglobin, theta 1	0.22488278	
DNAH2	dynein, axonemal, heavy chain 2	0.2248674	
SNORD19	small nucleolar RNA, C/D box 19	0.22486728	
SEMA3D	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D	0.22486706	
TDH	L-threonine dehydrogenase	0.22486699	
SCN5A	sodium channel, voltage-gated, type V, alpha (long QT syndrome 3)	0.2248668	
SLC35F4	solute carrier family 35, member F4	0.22486627	
PCNP	PEST proteolytic signal containing nuclear protein	0.22485563	
ENSA	endosulfine alpha	0.22480701	
ALG5	asparagine-linked glycosylation 5 homolog (S. cerevisiae, dolichyl-phosphate beta-glucosyltransferase)	0.22478531	
SEC31B	SEC31 homolog B (S. cerevisiae)	0.22470616	
LBH	-	0.2245929	
WAS	Wiskott-Aldrich syndrome (eczema-thrombocytopenia)	0.22440316	
MAD2L2	MAD2 mitotic arrest deficient-like 2 (yeast)	0.22432438	
EXOC7	exocyst complex component 7	0.22425397	
EPS8L1	EPS8-like 1	0.22425228	
DDX41	DEAD (Asp-Glu-Ala-Asp) box polypeptide 41	0.22417197	
KIF3B	kinesin family member 3B	0.22416455	
CD3G	CD3g molecule, gamma (CD3-TCR complex)	0.22409083	
ASB14	ankyrin repeat and SOCS box-containing 14	0.22408414	
PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase, type I, gamma	0.22395222	
ASCL3	achaete-scute complex (Drosophila) homolog-like 3	0.22376949	
MCM5	MCM5 minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)	0.22376697	
ITGB6	integrin, beta 6	0.22365351	
DHRS4	dehydrogenase/reductase (SDR family) member 4	0.2236521	
ACOT6	-	0.22338718	
SLC26A7	solute carrier family 26, member 7	0.22332324	
ARMC1	armadillo repeat containing 1	0.22313853	
CDC42EP5	CDC42 effector protein (Rho GTPase binding) 5	0.22303951	
CXADR	coxsackie virus and adenovirus receptor	0.2228495	
PGAM2	phosphoglycerate mutase 2 (muscle)	0.22276261	
GPR152	G protein-coupled receptor 152	0.22274998	
SNORD54	small nucleolar RNA, C/D box 54	0.22274975	
ZBTB44	zinc finger and BTB domain containing 44	0.22273381	
CNDP1	carnosine dipeptidase 1 (metallopeptidase M20 family)	0.22268043	
PPM1F	protein phosphatase 1F (PP2C domain containing)	0.22261111	
CYB5R4	cytochrome b5 reductase 4	0.22250292	
FAM86A	family with sequence similarity 86, member A	0.2224395	
TBC1D3G	TBC1 domain family, member 3G	0.22243631	
GFRA2	GDNF family receptor alpha 2	0.22236189	
SECISBP2	SECIS binding protein 2	0.2223225	
COMMD2	COMM domain containing 2	0.2222543	
GPR88	G protein-coupled receptor 88	0.22220331	
BRD9	bromodomain containing 9	0.22216214	
ARMC9	armadillo repeat containing 9	0.2220974	
PCDHB8	protocadherin beta 8	0.22207136	
VNN2	vanin 2	0.22206475	
PDLIM3	PDZ and LIM domain 3	0.22198544	
NUDT6	nudix (nucleoside diphosphate linked moiety X)-type motif 6	0.2219836	
ADRA2A	adrenergic, alpha-2A-, receptor	0.22169766	
CNNM3	cyclin M3	0.22167112	
CYP3A7	cytochrome P450, family 3, subfamily A, polypeptide 7	0.2216198	
VPS72	vacuolar protein sorting 72 (S. cerevisiae)	0.22157346	
TRIM29	tripartite motif-containing 29	0.2214572	
SIPA1	signal-induced proliferation-associated gene 1	0.22121802	
COPZ1	coatomer protein complex, subunit zeta 1	0.22100128	
HCST	hematopoietic cell signal transducer	0.22082604	
FHL1	four and a half LIM domains 1	0.22078465	
NKIRAS1	NFKB inhibitor interacting Ras-like 1	0.22072686	
CNNM4	cyclin M4	0.22055142	
AQP6	aquaporin 6, kidney specific	0.22054173	
SPCS2	signal peptidase complex subunit 2 homolog (S. cerevisiae)	0.22038135	
