NAME	TITLE	SCORE	
MATK	megakaryocyte-associated tyrosine kinase	-0.17803386	
NFXL1	nuclear transcription factor, X-box binding-like 1	-0.17808603	
FAS	Fas (TNF receptor superfamily, member 6)	-0.1781628	
BCL2L2	BCL2-like 2	-0.1782951	
COQ2	coenzyme Q2 homolog, prenyltransferase (yeast)	-0.17831895	
CRTC2	CREB regulated transcription coactivator 2	-0.17843512	
MRPS23	mitochondrial ribosomal protein S23	-0.17845629	
PSMD3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	-0.17848387	
SP2	Sp2 transcription factor	-0.17849131	
GRAP2	GRB2-related adaptor protein 2	-0.17849308	
SH3BGRL	SH3 domain binding glutamic acid-rich protein like	-0.17859398	
TTL	tubulin tyrosine ligase	-0.17870398	
ZNF443	zinc finger protein 443	-0.1789492	
DYNLRB1	dynein, light chain, roadblock-type 1	-0.17895338	
CLEC14A	C-type lectin domain family 14, member A	-0.17903453	
CST3	cystatin C (amyloid angiopathy and cerebral hemorrhage)	-0.17915167	
RPL39L	ribosomal protein L39-like	-0.17916682	
RHBDD2	rhomboid domain containing 2	-0.1791828	
IL2RG	interleukin 2 receptor, gamma (severe combined immunodeficiency)	-0.1792789	
FLJ12825	-	-0.1793725	
ZNRF1	zinc and ring finger 1	-0.17938685	
BTK	Bruton agammaglobulinemia tyrosine kinase	-0.1794123	
FLJ31356	-	-0.17953148	
GIT2	G protein-coupled receptor kinase interactor 2	-0.17959279	
LYPLA2	lysophospholipase II	-0.17962234	
TNFAIP6	tumor necrosis factor, alpha-induced protein 6	-0.1796392	
TYROBP	TYRO protein tyrosine kinase binding protein	-0.17968039	
ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)	-0.17969887	
PARP3	poly (ADP-ribose) polymerase family, member 3	-0.17970058	
HIPK3	homeodomain interacting protein kinase 3	-0.1797527	
RHBG	Rh family, B glycoprotein	-0.17988755	
SNORD44	small nucleolar RNA, C/D box 44	-0.17994356	
TMEM99	transmembrane protein 99	-0.1799907	
RGS14	regulator of G-protein signalling 14	-0.18012702	
OR52K1	olfactory receptor, family 52, subfamily K, member 1	-0.18027504	
WDR13	WD repeat domain 13	-0.18049629	
SSH1	slingshot homolog 1 (Drosophila)	-0.1805733	
STXBP3	syntaxin binding protein 3	-0.18071502	
KPNA5	karyopherin alpha 5 (importin alpha 6)	-0.18072607	
FCN2	ficolin (collagen/fibrinogen domain containing lectin) 2 (hucolin)	-0.18076876	
MON1B	MON1 homolog B (yeast)	-0.18086421	
IDH3A	isocitrate dehydrogenase 3 (NAD+) alpha	-0.18087952	
DVL3	dishevelled, dsh homolog 3 (Drosophila)	-0.18090408	
MARCH5	membrane-associated ring finger (C3HC4) 5	-0.18094872	
MARK3	MAP/microtubule affinity-regulating kinase 3	-0.18117288	
NBPF11	neuroblastoma breakpoint family, member 11	-0.1812774	
CTAGE5	CTAGE family, member 5	-0.18134455	
ARL9	ADP-ribosylation factor-like 9	-0.18145931	
TBC1D22B	TBC1 domain family, member 22B	-0.18194719	
VKORC1L1	vitamin K epoxide reductase complex, subunit 1-like 1	-0.18214506	
ODF2	outer dense fiber of sperm tails 2	-0.18216765	
C1QBP	complement component 1, q subcomponent binding protein	-0.18224236	
FRMD6	FERM domain containing 6	-0.1822552	
GPR174	G protein-coupled receptor 174	-0.18234873	
RBM15B	RNA binding motif protein 15B	-0.18249549	
RHOC	ras homolog gene family, member C	-0.18258303	
AP1S3	adaptor-related protein complex 1, sigma 3 subunit	-0.18259539	
PCM1	pericentriolar material 1	-0.1826306	
UBAP2L	ubiquitin associated protein 2-like	-0.1827422	
IER5	immediate early response 5	-0.18298303	
DHX33	DEAH (Asp-Glu-Ala-His) box polypeptide 33	-0.18311118	
DOCK10	dedicator of cytokinesis 10	-0.18318035	
CYP4X1	cytochrome P450, family 4, subfamily X, polypeptide 1	-0.18325682	
RHOV	ras homolog gene family, member V	-0.18330173	
USMG5	upregulated during skeletal muscle growth 5 homolog (mouse)	-0.18343492	
TDP1	tyrosyl-DNA phosphodiesterase 1	-0.18350893	
RECQL4	RecQ protein-like 4	-0.1838743	
TMSB4X	thymosin, beta 4, X-linked	-0.18392076	
IGFBPL1	insulin-like growth factor binding protein-like 1	-0.1840837	
DOCK5	dedicator of cytokinesis 5	-0.18436053	
ITCH	itchy homolog E3 ubiquitin protein ligase (mouse)	-0.18438879	
PLXNA2	plexin A2	-0.1844386	
PSMD5	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5	-0.18458988	
UTP18	UTP18, small subunit (SSU) processome component, homolog (yeast)	-0.18465964	
ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	-0.18486	
BAZ2B	bromodomain adjacent to zinc finger domain, 2B	-0.18488552	
VSIG2	V-set and immunoglobulin domain containing 2	-0.18504351	
GPC3	glypican 3	-0.18505493	
FHL3	four and a half LIM domains 3	-0.18511274	
CDC37	CDC37 cell division cycle 37 homolog (S. cerevisiae)	-0.18520385	
ZNF26	zinc finger protein 26	-0.1852622	
CCDC19	coiled-coil domain containing 19	-0.18531334	
CBLL1	Cas-Br-M (murine) ecotropic retroviral transforming sequence-like 1	-0.18534422	
ZNF789	zinc finger protein 789	-0.18569365	
LOC202181	-	-0.18593788	
PSMD14	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	-0.18596463	
APOB	apolipoprotein B (including Ag(x) antigen)	-0.18597908	
DNAJC15	DnaJ (Hsp40) homolog, subfamily C, member 15	-0.18604465	
IFNG	interferon, gamma	-0.18626633	
GUSB	glucuronidase, beta	-0.18636583	
CFTR	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)	-0.18639028	
PAF1	Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)	-0.18644723	
RBBP7	retinoblastoma binding protein 7	-0.18644844	
RIPK4	receptor-interacting serine-threonine kinase 4	-0.18651415	
PRSS1	protease, serine, 1 (trypsin 1)	-0.18655832	
IRAK1	interleukin-1 receptor-associated kinase 1	-0.18661736	
HMG20B	high-mobility group 20B	-0.18670614	
MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2	-0.18682262	
CHCHD4	coiled-coil-helix-coiled-coil-helix domain containing 4	-0.18685414	
RCC2	regulator of chromosome condensation 2	-0.18685894	
KIAA2026	KIAA2026	-0.18692407	
UNKL	unkempt-like (Drosophila)	-0.18693967	
SLCO4C1	solute carrier organic anion transporter family, member 4C1	-0.18710235	
SEPT5	septin 5	-0.18722248	
HES6	hairy and enhancer of split 6 (Drosophila)	-0.18727994	
LYST	lysosomal trafficking regulator	-0.18762246	
CST6	cystatin E/M	-0.18788132	
PLCD1	phospholipase C, delta 1	-0.18791005	
ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	-0.1879227	
PGM5	phosphoglucomutase 5	-0.18801312	
DHRS3	dehydrogenase/reductase (SDR family) member 3	-0.18801506	
SNORD32A	small nucleolar RNA, C/D box 32A	-0.18813859	
PEX14	peroxisomal biogenesis factor 14	-0.18825188	
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	-0.18833937	
SERPINA9	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9	-0.1883981	
KCNA3	potassium voltage-gated channel, shaker-related subfamily, member 3	-0.18850648	
CDK5RAP2	CDK5 regulatory subunit associated protein 2	-0.18851951	
GADD45B	growth arrest and DNA-damage-inducible, beta	-0.18875052	
BMP2K	BMP2 inducible kinase	-0.18902618	
FOXD2	forkhead box D2	-0.18914483	
NRSN2	neurensin 2	-0.18927509	
FBXO45	F-box protein 45	-0.18944602	
CLDN7	claudin 7	-0.18944617	
RNF44	ring finger protein 44	-0.18949476	
SLFNL1	schlafen-like 1	-0.18957752	
METTL6	methyltransferase like 6	-0.18960737	
LOC728613	-	-0.18962449	
ALOX12B	arachidonate 12-lipoxygenase, 12R type	-0.18969946	
ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif, 12	-0.18970051	
MYOM3	myomesin family, member 3	-0.18973418	
TLR4	toll-like receptor 4	-0.18983263	
IFITM4P	interferon induced transmembrane protein 4 pseudogene	-0.18988912	
TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)	-0.18995413	
SNHG1	small nucleolar RNA host gene (non-protein coding) 1	-0.19015974	
ZNF439	zinc finger protein 439	-0.19024944	
CREB3L4	cAMP responsive element binding protein 3-like 4	-0.19032308	
ANKRD37	ankyrin repeat domain 37	-0.19035539	
ZZEF1	zinc finger, ZZ-type with EF-hand domain 1	-0.19045137	
ZNF788	zinc finger family member 788	-0.19061165	
DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10	-0.1907317	
RIMS3	regulating synaptic membrane exocytosis 3	-0.19084756	
ARR3	arrestin 3, retinal (X-arrestin)	-0.19095342	
FKBP6	FK506 binding protein 6, 36kDa	-0.19095673	
SLC5A2	solute carrier family 5 (sodium/glucose cotransporter), member 2	-0.19102027	
WWC1	WW, C2 and coiled-coil domain containing 1	-0.1911455	
PNPLA4	patatin-like phospholipase domain containing 4	-0.19152161	
GFOD2	glucose-fructose oxidoreductase domain containing 2	-0.19156238	
SLC43A3	solute carrier family 43, member 3	-0.19173452	
UBE2J1	ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)	-0.1918397	
ARHGAP20	Rho GTPase activating protein 20	-0.19201483	
RNASEH2C	ribonuclease H2, subunit C	-0.19203383	
DDI2	DDI1, DNA-damage inducible 1, homolog 2 (S. cerevisiae)	-0.19206071	
UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	-0.19209252	
C4BPB	complement component 4 binding protein, beta	-0.19232324	
MTM1	myotubularin 1	-0.19237192	
NID2	nidogen 2 (osteonidogen)	-0.19250464	
PLEKHA3	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3	-0.19256638	
SGTB	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta	-0.19258678	
ARRDC3	arrestin domain containing 3	-0.19262792	
ZNF277	zinc finger protein 277	-0.19265063	
MRPL42	mitochondrial ribosomal protein L42	-0.19277683	
ZNF236	zinc finger protein 236	-0.19321543	
CKMT1B	creatine kinase, mitochondrial 1B	-0.19324759	
CKMT1A	creatine kinase, mitochondrial 1A	-0.19324759	
PTPRA	protein tyrosine phosphatase, receptor type, A	-0.19327563	
ZNF169	zinc finger protein 169	-0.19328979	
LCN2	lipocalin 2 (oncogene 24p3)	-0.1933572	
SRRM2	serine/arginine repetitive matrix 2	-0.19355844	
UCK2	uridine-cytidine kinase 2	-0.19355965	
NME6	non-metastatic cells 6, protein expressed in (nucleoside-diphosphate kinase)	-0.19372849	
PPARG	peroxisome proliferative activated receptor, gamma	-0.193989	
TOR1A	torsin family 1, member A (torsin A)	-0.19409923	
ZNF264	zinc finger protein 264	-0.19410408	
CTSZ	cathepsin Z	-0.19414942	
PELI2	pellino homolog 2 (Drosophila)	-0.19440286	
DDX5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	-0.194492	
ZNF142	zinc finger protein 142	-0.19467017	
GRIN2C	glutamate receptor, ionotropic, N-methyl D-aspartate 2C	-0.19473787	
ALG11	asparagine-linked glycosylation 11 homolog (S. cerevisiae, alpha-1,2-mannosyltransferase)	-0.19488303	
WDR43	WD repeat domain 43	-0.19497555	
ITGB5	integrin, beta 5	-0.1950237	
PDE9A	phosphodiesterase 9A	-0.1950748	
SOX5	SRY (sex determining region Y)-box 5	-0.19508359	
RCOR1	REST corepressor 1	-0.19512357	
METTL3	methyltransferase like 3	-0.19512367	
LOC653712	-	-0.19514206	
RASSF4	Ras association (RalGDS/AF-6) domain family 4	-0.19534567	
LOC285847	-	-0.19538173	
AGPS	alkylglycerone phosphate synthase	-0.19539306	
S100A10	S100 calcium binding protein A10	-0.19559193	
TIAM2	T-cell lymphoma invasion and metastasis 2	-0.1956912	
NXT2	nuclear transport factor 2-like export factor 2	-0.19572169	
SOX18	SRY (sex determining region Y)-box 18	-0.19581896	
GFER	growth factor, augmenter of liver regeneration (ERV1 homolog, S. cerevisiae)	-0.19589035	
MID2	midline 2	-0.1961178	
KCTD11	potassium channel tetramerisation domain containing 11	-0.19623642	
TP53BP1	tumor protein p53 binding protein, 1	-0.19624265	
MGEA5	meningioma expressed antigen 5 (hyaluronidase)	-0.19624487	
MTUS1	mitochondrial tumor suppressor 1	-0.19660266	
CDK5	cyclin-dependent kinase 5	-0.19666384	
SDF2	stromal cell-derived factor 2	-0.19667523	
MGC57346	-	-0.19667703	
COQ10B	coenzyme Q10 homolog B (S. cerevisiae)	-0.19678414	
HSPA5	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)	-0.19682766	
NR1H2	nuclear receptor subfamily 1, group H, member 2	-0.1969642	
SGSH	N-sulfoglucosamine sulfohydrolase (sulfamidase)	-0.1972275	
SIAE	sialic acid acetylesterase	-0.19726877	
ATP1A2	ATPase, Na+/K+ transporting, alpha 2 (+) polypeptide	-0.19732924	
TMUB2	transmembrane and ubiquitin-like domain containing 2	-0.19734646	
NIPA2	non imprinted in Prader-Willi/Angelman syndrome 2	-0.19735187	
PRKCE	protein kinase C, epsilon	-0.19746873	
ATP10B	ATPase, Class V, type 10B	-0.19754303	
SIGLEC9	sialic acid binding Ig-like lectin 9	-0.19779572	
CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3	-0.19785003	
TSSK6	testis-specific serine kinase 6	-0.19794004	
KBTBD11	kelch repeat and BTB (POZ) domain containing 11	-0.19799238	
ANPEP	alanyl (membrane) aminopeptidase (aminopeptidase N, aminopeptidase M, microsomal aminopeptidase, CD13, p150)	-0.19811967	
SAA4	serum amyloid A4, constitutive	-0.19815393	
SCMH1	sex comb on midleg homolog 1 (Drosophila)	-0.19817288	
RALGDS	ral guanine nucleotide dissociation stimulator	-0.19823366	
FZD8	frizzled homolog 8 (Drosophila)	-0.19827303	
STAMBP	STAM binding protein	-0.198345	
SENP3	SUMO1/sentrin/SMT3 specific peptidase 3	-0.19834627	
KRT39	keratin 39	-0.19878341	
SCAMP4	secretory carrier membrane protein 4	-0.19911553	
MNT	MAX binding protein	-0.19933431	
RPL13	ribosomal protein L13	-0.19935928	
ANGEL2	angel homolog 2 (Drosophila)	-0.19952726	
BRAF	v-raf murine sarcoma viral oncogene homolog B1	-0.19959103	
PPM1B	protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform	-0.19959773	
MSH5	mutS homolog 5 (E. coli)	-0.19960098	
TMEM50B	transmembrane protein 50B	-0.1996238	
SNX3	sorting nexin 3	-0.19972341	
DCTN2	dynactin 2 (p50)	-0.19973871	
CYLD	cylindromatosis (turban tumor syndrome)	-0.19980948	
ADA	adenosine deaminase	-0.1998914	
GATAD1	GATA zinc finger domain containing 1	-0.19999756	
STK11IP	serine/threonine kinase 11 interacting protein	-0.20004453	
SLC22A10	solute carrier family 22 (organic anion/cation transporter), member 10	-0.20012264	
SNORD60	small nucleolar RNA, C/D box 60	-0.20012604	
USP27X	ubiquitin specific peptidase 27, X-linked	-0.2001483	
HIST1H2AC	histone cluster 1, H2ac	-0.20029023	
HLA-DOA	major histocompatibility complex, class II, DO alpha	-0.20035858	
EED	embryonic ectoderm development	-0.20053005	
NUP98	nucleoporin 98kDa	-0.20092124	
GSTK1	glutathione S-transferase kappa 1	-0.20100972	
HSD17B1	hydroxysteroid (17-beta) dehydrogenase 1	-0.20109141	
DENND3	DENN/MADD domain containing 3	-0.20119543	
EIF2B4	eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa	-0.20120232	
VPS4A	vacuolar protein sorting 4 homolog A (S. cerevisiae)	-0.20180117	
LOC440704	-	-0.20188798	
IGHMBP2	immunoglobulin mu binding protein 2	-0.20200783	
MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	-0.20232233	
CBL	Cas-Br-M (murine) ecotropic retroviral transforming sequence	-0.20235644	
KIAA1161	KIAA1161	-0.20243004	
CBWD6	COBW domain containing 6	-0.20257588	
MRPL40	mitochondrial ribosomal protein L40	-0.20260337	
CRYM	crystallin, mu	-0.20263946	
ST8SIA3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	-0.20274456	
TARS	threonyl-tRNA synthetase	-0.20277636	
ATP5L	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G	-0.20279834	
NOL12	nucleolar protein 12	-0.20288923	
GTF2H3	general transcription factor IIH, polypeptide 3, 34kDa	-0.2030042	
ATP8B4	ATPase, Class I, type 8B, member 4	-0.20307367	
CDK9	cyclin-dependent kinase 9 (CDC2-related kinase)	-0.20307502	
PIN1	protein (peptidylprolyl cis/trans isomerase) NIMA-interacting 1	-0.20313334	
BOP1	block of proliferation 1	-0.20314373	
GPX4	glutathione peroxidase 4 (phospholipid hydroperoxidase)	-0.20376201	
CITED2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	-0.20377558	
MGAT2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	-0.2038913	
CARD11	caspase recruitment domain family, member 11	-0.20406862	
UGCG	UDP-glucose ceramide glucosyltransferase	-0.20426938	
ST14	suppression of tumorigenicity 14 (colon carcinoma)	-0.20430161	
RYBP	RING1 and YY1 binding protein	-0.20436113	
CAPN10	calpain 10	-0.20464155	
CLEC12A	C-type lectin domain family 12, member A	-0.2046469	
PRPF40A	PRP40 pre-mRNA processing factor 40 homolog A (yeast)	-0.20474435	
ENAH	enabled homolog (Drosophila)	-0.20491408	
TRAPPC5	trafficking protein particle complex 5	-0.20499106	
CHURC1	churchill domain containing 1	-0.20502919	
SARM1	sterile alpha and TIR motif containing 1	-0.20504332	
CDCA8	cell division cycle associated 8	-0.20514679	
TSR1	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)	-0.20531647	
DDX1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	-0.205606	
ABI2	abl interactor 2	-0.20565435	
LMBR1	limb region 1 homolog (mouse)	-0.20587653	
PEA15	phosphoprotein enriched in astrocytes 15	-0.20591234	
PXDN	peroxidasin homolog (Drosophila)	-0.20592518	
FBXO30	F-box protein 30	-0.20602633	
TXN	thioredoxin	-0.20603557	
SSH3	slingshot homolog 3 (Drosophila)	-0.20615353	
IL32	interleukin 32	-0.20617798	
HBD	hemoglobin, delta	-0.20638695	
EXOC2	exocyst complex component 2	-0.20642701	
RAP2B	RAP2B, member of RAS oncogene family	-0.20649108	
BBC3	BCL2 binding component 3	-0.20650011	
VPS16	vacuolar protein sorting 16 (yeast)	-0.20670934	
CYP2C18	cytochrome P450, family 2, subfamily C, polypeptide 18	-0.20684548	
SH3GL2	SH3-domain GRB2-like 2	-0.20706242	
IGSF8	immunoglobulin superfamily, member 8	-0.20706606	
ZNF134	zinc finger protein 134	-0.20709333	
CCS	copper chaperone for superoxide dismutase	-0.2071098	
OR7D4	olfactory receptor, family 7, subfamily D, member 4	-0.20731185	
ZNF189	zinc finger protein 189	-0.2073662	
ABHD4	abhydrolase domain containing 4	-0.20743178	
SRR	serine racemase	-0.20745699	
PIP5KL1	phosphatidylinositol-4-phosphate 5-kinase-like 1	-0.2077607	
PURA	purine-rich element binding protein A	-0.20782977	
MGAT3	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase	-0.20805113	
GK5	glycerol kinase 5 (putative)	-0.20808412	
ATP11A	ATPase, Class VI, type 11A	-0.20815997	
GPRASP1	G protein-coupled receptor associated sorting protein 1	-0.20823124	
GJA3	gap junction protein, alpha 3, 46kDa (connexin 46)	-0.20847207	
TBC1D24	TBC1 domain family, member 24	-0.20865448	
AP3B1	adaptor-related protein complex 3, beta 1 subunit	-0.20886856	
SUV39H1	suppressor of variegation 3-9 homolog 1 (Drosophila)	-0.20887561	
LDLRAP1	low density lipoprotein receptor adaptor protein 1	-0.20888428	
CH25H	cholesterol 25-hydroxylase	-0.20889208	
RBM15	RNA binding motif protein 15	-0.20907187	
GOSR1	golgi SNAP receptor complex member 1	-0.20910156	
CREB3L1	cAMP responsive element binding protein 3-like 1	-0.20949274	
ANKRD17	ankyrin repeat domain 17	-0.20961514	
ZNF625	zinc finger protein 625	-0.20972058	
MGLL	monoglyceride lipase	-0.2097647	
MARS2	methionine-tRNA synthetase 2 (mitochondrial)	-0.20978756	
RNF165	ring finger protein 165	-0.20995899	
GRK6	G protein-coupled receptor kinase 6	-0.2100556	
ZBTB17	zinc finger and BTB domain containing 17	-0.21014577	
TARBP1	Tar (HIV-1) RNA binding protein 1	-0.2103267	
HEXIM1	hexamethylene bis-acetamide inducible 1	-0.21040738	
SLC25A30	solute carrier family 25, member 30	-0.21044594	
ZNF622	zinc finger protein 622	-0.21067943	
CYP4V2	cytochrome P450, family 4, subfamily V, polypeptide 2	-0.21083319	
RASL11A	RAS-like, family 11, member A	-0.21094854	
CDK2	cyclin-dependent kinase 2	-0.21099015	
RIC8A	resistance to inhibitors of cholinesterase 8 homolog A (C. elegans)	-0.21101236	
MYO1H	myosin IH	-0.21108098	
TRIM28	tripartite motif-containing 28	-0.2111204	
NEU4	sialidase 4	-0.21113515	
SLC38A4	solute carrier family 38, member 4	-0.21122764	
MINK1	misshapen-like kinase 1 (zebrafish)	-0.2114762	
IFNGR1	interferon gamma receptor 1	-0.21147978	
ZNF79	zinc finger protein 79	-0.2117085	
ZNF705A	zinc finger protein 705A	-0.21178366	
SLC39A13	solute carrier family 39 (zinc transporter), member 13	-0.21189126	
WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1	-0.21200888	
SEC23IP	SEC23 interacting protein	-0.21208583	
SEPT2	septin 2	-0.21247421	
COL23A1	collagen, type XXIII, alpha 1	-0.21261536	
DRG1	developmentally regulated GTP binding protein 1	-0.21264523	
SLK	STE20-like kinase (yeast)	-0.21266422	
PPP1R9A	protein phosphatase 1, regulatory (inhibitor) subunit 9A	-0.2126965	
THOC5	THO complex 5	-0.21279848	
TOR1AIP1	torsin A interacting protein 1	-0.2128717	
MGC27345	-	-0.21298264	
HECA	headcase homolog (Drosophila)	-0.2130422	
ZNF326	zinc finger protein 326	-0.21311086	
TAF7L	TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa	-0.21333171	
KPTN	kaptin (actin binding protein)	-0.21339238	
GPD2	glycerol-3-phosphate dehydrogenase 2 (mitochondrial)	-0.21342543	
TIGD4	tigger transposable element derived 4	-0.21353596	
FOXK2	forkhead box K2	-0.21359237	
ZNF432	zinc finger protein 432	-0.21365146	
PCYT1A	phosphate cytidylyltransferase 1, choline, alpha	-0.21370405	
ACADVL	acyl-Coenzyme A dehydrogenase, very long chain	-0.21377161	
PLA2R1	phospholipase A2 receptor 1, 180kDa	-0.2139096	
SEC61A2	Sec61 alpha 2 subunit (S. cerevisiae)	-0.2143151	
WDR76	WD repeat domain 76	-0.21439862	
LOC644961	-	-0.21443272	
AMPD3	adenosine monophosphate deaminase (isoform E)	-0.21453026	
AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	-0.21456482	
ZNF654	zinc finger protein 654	-0.21480925	
HSPA12B	heat shock 70kD protein 12B	-0.21494028	
ZMYND10	zinc finger, MYND-type containing 10	-0.21503447	
GRIPAP1	GRIP1 associated protein 1	-0.21508609	
ZNF775	zinc finger protein 775	-0.21510191	
KCNJ14	potassium inwardly-rectifying channel, subfamily J, member 14	-0.21515632	
GPR45	G protein-coupled receptor 45	-0.21526226	
CHST5	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5	-0.21527134	
LOC284950	-	-0.21527423	
IL17RA	interleukin 17 receptor A	-0.21534345	
PTPN20A	protein tyrosine phosphatase, non-receptor type 20A	-0.21545127	
NSUN3	NOL1/NOP2/Sun domain family, member 3	-0.21571147	
SDCCAG8	serologically defined colon cancer antigen 8	-0.21580964	
PSAP	prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)	-0.21584076	
LRRC34	leucine rich repeat containing 34	-0.215953	
SART1	squamous cell carcinoma antigen recognised by T cells	-0.21630158	
IRX3	iroquois homeobox protein 3	-0.2163193	
GEMIN4	gem (nuclear organelle) associated protein 4	-0.2163646	
CRK	v-crk sarcoma virus CT10 oncogene homolog (avian)	-0.21646531	
ZNF565	zinc finger protein 565	-0.21650226	
FEM1A	fem-1 homolog a (C.elegans)	-0.21661161	
KCTD5	potassium channel tetramerisation domain containing 5	-0.21683745	
NCBP2	nuclear cap binding protein subunit 2, 20kDa	-0.21686594	
EP400	E1A binding protein p400	-0.21687242	
DYNC2LI1	dynein, cytoplasmic 2, light intermediate chain 1	-0.21700506	
ALKBH6	alkB, alkylation repair homolog 6 (E. coli)	-0.21706666	
UGT1A5	UDP glucuronosyltransferase 1 family, polypeptide A5	-0.21758044	
ATP13A1	ATPase type 13A1	-0.21759267	
DLG2	discs, large homolog 2, chapsyn-110 (Drosophila)	-0.21759725	
SLC25A29	solute carrier family 25, member 29	-0.21760978	
UBL7	ubiquitin-like 7 (bone marrow stromal cell-derived)	-0.21761088	
GPR17	G protein-coupled receptor 17	-0.21762402	
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	-0.217805	
ZNF544	zinc finger protein 544	-0.21798334	
KIAA1107	KIAA1107	-0.21801007	
RWDD3	RWD domain containing 3	-0.2181581	
ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	-0.21816298	
MYO1E	myosin IE	-0.21818243	
PRKY	protein kinase, Y-linked	-0.2183956	
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	-0.21841161	
PALM2-AKAP2	-	-0.21851678	
COPE	coatomer protein complex, subunit epsilon	-0.2185558	
UBIAD1	UbiA prenyltransferase domain containing 1	-0.21857835	
PPFIA4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4	-0.21876386	
CFL1	cofilin 1 (non-muscle)	-0.21881813	
PIGF	phosphatidylinositol glycan anchor biosynthesis, class F	-0.21889147	
CDC42BPB	CDC42 binding protein kinase beta (DMPK-like)	-0.21915033	
RAB43	RAB43, member RAS oncogene family	-0.21918046	
PRCC	papillary renal cell carcinoma (translocation-associated)	-0.21921693	
REPIN1	replication initiator 1	-0.21930102	
CARD8	caspase recruitment domain family, member 8	-0.21935058	
KCNN3	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3	-0.21945764	
TPM2	tropomyosin 2 (beta)	-0.21959531	
SNORD83B	small nucleolar RNA, C/D box 83B	-0.2199921	
MCM3AP	MCM3 minichromosome maintenance deficient 3 (S. cerevisiae) associated protein	-0.22024153	
PGM1	phosphoglucomutase 1	-0.22050329	
COL4A4	collagen, type IV, alpha 4	-0.22063233	
JOSD1	Josephin domain containing 1	-0.22084075	
WDR3	WD repeat domain 3	-0.22086805	
SEZ6	seizure related 6 homolog (mouse)	-0.22099005	
PPP1R16B	protein phosphatase 1, regulatory (inhibitor) subunit 16B	-0.22107378	
HAVCR2	hepatitis A virus cellular receptor 2	-0.22107817	
KIAA0586	KIAA0586	-0.22119926	
SAP30BP	SAP30 binding protein	-0.22148302	
NIP7	nuclear import 7 homolog (S. cerevisiae)	-0.22168948	
NPDC1	neural proliferation, differentiation and control, 1	-0.22178751	
TM4SF5	transmembrane 4 L six family member 5	-0.22209255	
LAT2	linker for activation of T cells family, member 2	-0.22220446	
PCDHGB4	protocadherin gamma subfamily B, 4	-0.22284994	
DNAJA2	DnaJ (Hsp40) homolog, subfamily A, member 2	-0.22286697	
NCOR1	nuclear receptor co-repressor 1	-0.22293624	
TREML1	triggering receptor expressed on myeloid cells-like 1	-0.2229638	
GRN	granulin	-0.22302634	
VHLL	von Hippel-Lindau tumor suppressor-like	-0.22305904	
