SYMBOL,001_C_Female,001_F_Female,002_A_Male,002_C_Male,014_D_Female,015_A_Female,015_D_Female,015_E_Male,022_B_Male,022_F_Male,023_B_Male,023_D_Female,023_E_Male,029_A_Male,029_E_Female,030_B_Male,030_E_Male,030_F_Male,033_A_Female,033_C_Male,033_D_Male,054_B_Male,054_D_Female,054_F_Female,072_C_Male,072_F_Male,087_A_Female,087_C_Female,087_E_Male,623b_Male,624_Male,657_Female,668_Male,701_Female,705_Male,777_Female,784b_Female
FDFT1,33.106828224056,33.0194599876183,33.1256992314636,33.0718620488916,32.9650332449426,33.065857182609,33.058288207645,33.0216028654331,33.04428334867,29.730044780319,33.0567533609786,29.7107243591094,33.0088106426343,32.9624685170418,33.1125622240007,33.0684284600167,33.0614235280351,33.0620960919435,33.0793370368066,33.0444714814648,33.1294490402107,33.0924113968841,33.0418267478066,33.0318034035587,33.0523921301669,33.1111608455694,33.0667867677508,33.0476993408592,33.0603625492473,22.9927646350463,22.9048256936718,22.9434337798638,22.9386644782676,22.9333904440043,22.8670464214242,22.8643917179205,19.6840225982621
FDPS,32.6394933672561,29.2632307160475,32.6177547558742,32.6334563107349,32.7049035251449,32.6496473787931,32.6428984329075,32.6213074404077,32.6471301913234,32.6395397052719,32.6552418237266,32.6744018439903,29.4491107860597,32.68556770694,29.3719669326031,32.6756728597618,32.698465016879,32.6600817096455,32.6838156090209,32.7311403809779,32.7460665581963,32.6389463005752,32.6490707186112,32.6485493722426,32.6994444192946,32.6767427292116,32.6331006099927,32.6577242681475,32.6652897138992,22.6316129348583,22.5085871604448,22.5425905328953,19.2966877214559,22.5512503727525,22.5636012805415,22.5906969147625,22.6699628780685
FDPSP2,32.3979445936266,32.4029928360095,32.3935222023254,32.369667336082,30.7139521404176,32.3587681064098,29.0681949951633,32.3519082251122,32.3765318960561,32.3763130567361,30.6892489458401,32.3778489737284,32.3966634281913,32.375223840142,30.7116713845869,32.3645582155031,32.3817828022586,32.4034458613352,32.3777794793439,32.3914007985865,30.7253731686274,30.697605935994,32.374169399358,30.6864377840194,32.359664401856,32.3532254528323,32.379623120752,27.403974043286,32.3832296567539,22.3989150063678,20.7440089396968,22.4730253558594,22.3846902921769,22.3847469111926,22.4170979351232,22.4213118075235,22.3979775347847
FDX1,29.3644014492852,32.7368023975184,32.7979608325402,32.681222763157,32.6337270478406,32.8284917793016,32.7832127584044,32.7184980339027,32.7009487967996,32.6935436977804,32.6819567094148,29.4993936120472,32.6433383508184,32.6589249249131,32.6849329681937,32.7713810163918,32.6561348441011,29.3618273519428,32.6223209784054,29.3988902554972,32.6654928157116,32.618707308265,32.7463886015486,32.7337570310041,32.762887568232,32.5793591747194,32.6278777989954,32.6738048840564,32.6389897680981,22.4371340939877,22.5026735267799,22.4632916195835,22.4467428240106,22.5333582519,22.4748899825088,22.4119208192546,22.5994166525229
FDX2,32.6886725587599,32.6482483623558,32.608400896492,32.655140866316,32.6097441300775,32.6033926084832,32.6690647570519,32.6486043661849,32.625165235646,32.6097441300775,32.6532286105834,29.3082686989141,29.3249443144216,32.6807235509163,32.6037323557952,32.5940338616542,32.6057246391879,32.60120507305,32.6391955533841,32.5981321365828,32.6327609440369,32.6801420409815,32.6813820178945,29.2969052502577,32.6595095277047,32.623383949317,32.6056414960935,32.6049443176335,32.6433383508184,19.471643464592,22.8032460618286,22.7788820376231,22.7743634080615,22.7268675625879,22.7978322833124,22.7830887599222,22.7316784583151
FDXR,32.843257129914,32.7858593758985,29.4295194918772,32.9643937885863,32.824151274687,29.4723506719224,32.8277907616185,32.8002149299948,32.9162377556006,32.8332763242929,32.8660134684481,32.7947013961111,32.9721604812173,32.8314535005534,32.8156078334716,32.8199830850404,32.8866157524682,32.7499805928192,32.7572649744491,32.7707837563994,32.7602090276943,32.815784230532,29.4959251788581,32.8341144197554,32.9193617366628,32.9313852223412,32.8712720891595,32.919595309037,29.5321567879192,23.0707443219209,23.0757650758612,22.9625695115484,23.1098083414974,23.0280045069776,23.0165942536782,23.1038710956603,23.0167977482325
FECH,32.7948726485113,32.8131907869854,32.6997707798103,32.7178108424883,32.7688097437426,32.6418047077144,32.7303513762007,32.7689171478142,32.6520369756747,32.7824853806957,32.8018118176571,32.7259512195943,32.6333423164403,32.6403208563754,32.5995365134635,32.8738200707712,26.1675687696463,32.6412124096403,32.8496775526005,32.6635846136891,32.7882878154273,32.7398680964048,32.7549327703126,32.6232040306026,32.6037323557952,32.6882591929999,32.6809811750709,32.8088814368127,32.7430416128277,22.7719038936701,22.8173151097576,22.830876666391,22.8286246279944,22.752126821302,22.9433420218628,22.7688108745506,19.4706410022982
FEM1A,32.9070736294498,32.8804305418597,32.9337020072493,31.2657112097319,31.2936964626428,32.9222254360674,32.9018724700375,32.8337784998405,31.3141122379155,32.9298826633325,32.8867336535708,32.8218647536121,32.7847634400832,32.8277662800833,32.9277716456101,31.3482458272245,32.9569727199642,31.3429064740352,32.886531345529,32.9884236654305,32.9402696797419,32.8980276898046,31.2392375910931,32.9273625678857,32.9174554863294,32.9023950429715,32.9117346770064,32.8953724249353,32.8787883465474,21.2520719577492,21.2274221189123,19.5834574979276,19.5886329250353,21.2379007365917,21.2235291141145,21.2027316842185,21.2571743646175
FEM1B,32.5776693552106,32.5263055102355,32.5603299902316,32.5924184714254,32.5814971979291,32.569839689891,32.5802290219034,32.5569068156489,32.6040994184355,32.5895469049682,32.5744672529387,32.5643135936768,32.5079359621462,32.4982534628179,32.5407062810508,32.6044760705396,32.5893307154012,32.572367585665,32.5398340127702,32.5208133574012,29.2904899760869,32.5711521571753,32.4991216505302,32.5801984012995,32.5313368170804,32.4901817669341,32.554330886429,32.5796383845259,32.5658719737451,22.6884494600522,22.6671823743419,22.6954895652887,22.6086557244853,22.6662742881722,22.6698699133497,22.6695462196716,22.6420697667062
FEM1C,32.867094081684,32.8127366795776,32.8364410002709,32.7930930429341,32.8232256828378,32.8312610133319,32.8563979873912,32.8395807265111,32.8143612397224,32.8284917793016,32.8347188457187,32.849203551727,32.8700715541901,32.844378816685,32.8226480134837,32.7667232860527,32.8349815090978,32.7987877305998,32.7589046430612,32.8266643370096,32.861407478585,32.7956678532276,32.8273872329504,32.8222023191792,32.8011963769924,32.8027053158441,32.8463100881616,32.8347188457187,32.8066125011602,22.7387870471988,22.8049500755143,22.7241869921379,22.7186911053118,22.7951159726189,22.7284069601179,19.5003011720857,22.7985853140694
FEN1,32.6401866247356,32.6286248694141,32.6733282340701,32.6300551788733,32.6649691878934,32.7156469400829,32.7158509925542,32.6471634389761,32.7007360599072,32.6895568134503,32.6515604322491,32.6390346445454,32.6667945743288,32.6309338636678,32.6625687394824,32.6783129979251,32.70423964655,32.6936030704029,32.6739386733332,32.7171686566632,32.6793104290631,32.6448749469423,32.6723955815,32.6562842978014,32.6723955815,32.6696970709232,32.6712607330637,32.7173174060792,32.7151493708143,16.1358695766485,19.4674562964013,22.7716816868594,22.7727364115478,19.451603532694,22.7531898120202,22.6845874801876,22.8054225089734
FER,32.5450987518935,32.5274586387557,32.5373198926573,32.5090280823923,29.178707683696,32.5223146879471,32.571250123709,32.5144571971094,32.5304624114236,32.519023567423,32.548990458602,32.5478477969106,32.5472908665892,32.5346570891349,32.4725541078875,32.5268205338763,29.2008677372562,32.5147029898397,32.5421091299711,32.5256558905928,32.5605124127865,32.490982306134,32.4863518148983,32.5283153067527,32.513765497984,32.5094149310567,32.5501135163657,32.5392599802848,32.5168163223424,19.3167212568729,22.6318340437731,22.6345844150508,22.6496561532847,22.6722485734439,22.6075251507623,22.6425087577227,22.6087303878848
FER1L4,32.4440069566886,30.7583059729456,32.4475438004976,32.3885171288123,29.0729722046438,29.1321247717483,32.4620100245724,30.723549889285,32.424390890294,32.4191805685488,32.3967685706865,32.4463169904072,30.7977540551723,32.4137076835368,32.3897231752008,32.4460665410763,30.7323496171502,32.398516757458,32.3755395620107,32.4425149643363,32.3896118246174,29.0595457442667,32.3873415874335,32.3653876104132,32.4041924098233,32.3573255919544,32.4156686594037,32.4654944526353,32.4137995354328,22.4154254076079,20.742021901368,22.4365745230223,22.4182384962768,22.412932548713,22.4127031678119,22.4105827478572,22.4113831341603
FER1L5,32.437378112557,32.4371983102094,32.4574650215614,32.4504554896826,31.3969884814785,32.4662625649569,32.4752411103448,32.4571544256607,32.4923790096515,32.4566371412821,32.4444651490676,31.3396011048083,32.46725459775,32.4408641359594,32.4825097273214,32.4854566024517,29.1079980792363,32.4838826733493,32.4268271661532,32.4550398612567,32.4223752860813,32.4600406404656,31.375094672985,32.5058044155005,32.4778356158334,32.4615302123782,32.4758575196989,30.2826037021195,32.4505282190158,22.4394230796365,16.9558592181973,22.5273178160942,21.4293110874596,22.4907601391064,22.4714084183213,21.372215434682,20.2886515890885
FER1L6-AS1,32.4520974778683,32.3652232367909,32.425568306866,32.4109415827803,32.4565985155669,32.4385330690811,32.3817223689858,32.3778800501082,32.3642168770745,32.375058133821,32.4258128422611,32.4236389366983,32.4230048409038,32.4115118244385,32.3403278104588,32.4065229086466,32.3851836072076,32.4456879562362,32.392661025716,32.4326661349576,32.3778768074739,32.4101031306691,32.3851282052691,29.0688948422844,32.407178284393,32.4160310317343,32.4273649313316,32.4032739446171,32.4090050171688,22.3954073096003,22.4589101981033,22.4950032507964,22.4591028754351,22.424020420129,22.4567564670042,22.4236627358829,22.4216354656995
FERD3L,32.4877634798709,32.4585751901446,32.4597785218767,32.470154704948,29.2265415363194,32.4580893039677,32.5146009662349,32.4842338398975,32.5069320455357,32.5089979600864,32.4593007544256,29.1165002679561,29.1595981447359,32.4425634011898,32.5166593834218,32.4697944378261,32.4987650112578,32.5529144780257,32.5166989245639,32.5333384804171,32.5344868951705,32.4848527414044,32.4792279109331,29.201019579898,32.5140203273073,32.5121682752544,32.4916278679461,32.5029552294672,32.5182363227647,22.4920135433988,22.4634375627818,22.5214777563578,22.4661041009138,22.508858408525,22.4801945815532,22.4439213858599,22.5309813492224
FERMT1,32.5451775081627,29.2167524322533,32.5902220471921,32.613827979292,32.5994323321865,29.2665224985959,32.5808787316865,32.5374854415009,32.5188270748672,32.5421764233291,32.5551272652404,32.5672687907405,32.5580591789163,32.5665656355431,32.6093228827909,32.4928133843281,32.5538569709104,29.1651068106003,32.5657183926841,32.606766668989,32.4755733229014,32.5541645886036,32.5663368166397,32.4793707711102,32.5395526937673,32.5827170463479,32.5489420839654,32.5640881942486,32.5765537209254,22.5529199917434,22.7617938708417,22.6987481108792,19.4553312342075,22.6982731215632,22.7326808597246,22.7738660066635,22.7322842065596
FERMT2,30.0229432950628,30.0003953393168,29.9907438747175,29.9958314133497,29.9899055813366,29.9899055813366,29.9882227066838,29.9988583118144,29.9341257469451,29.9884945196579,30.0129777443272,29.9958314133497,30.0153350667713,30.0126949271662,29.9622709504839,29.9301725262112,29.9757568112478,29.9988583118144,29.9609731164528,29.9293293618185,29.9872101505063,29.9926784356633,26.6759040966357,30.0159630594942,26.6809193778055,26.6255603399407,30.0123925430874,30.0163343770698,29.9943416610575,19.9947843246093,20.0040201634617,20.0065466061341,19.9655997093298,20.0288786607881,19.9717147425875,20.0106660508856,20.0047115022296
FERMT3,32.6045489156991,32.5791468855911,32.5850427704946,32.6073658120755,29.3003016427453,32.5158273779876,32.5317560730594,32.5804571247121,29.2147763855194,32.6696606743702,29.2866975374883,32.6662284559299,32.5868325713818,32.6189904090782,32.617277696068,32.5136250988861,32.5867563377323,32.5376822546019,32.7019623843944,32.5579527428384,32.6104295476959,32.543270595178,32.5803587120715,32.5660592203303,29.3070929297703,32.6341564471266,32.5917577746188,29.2236063820599,32.6128358454772,22.7923069525651,22.7236388653707,22.7291950291573,22.6607817525913,22.7153051443226,22.717411396745,22.7540042346874,22.6674251704913
FES,29.4286527641491,32.8140074208598,26.1217925215752,32.858985692732,32.8542927559859,32.743153258026,32.7722370128729,32.7666016897814,32.7908405830786,32.8441154747738,32.8657298802273,32.7997102714011,32.8195876803904,32.7751401564535,32.7803110208213,32.8167453942691,32.7738673900821,32.8281393430008,32.8122894566088,32.8006009704324,32.8739060107354,32.8156741943212,32.8347914180893,32.8410898560838,29.556842507601,32.8142190636762,32.7974610991965,32.8011963769924,32.8965478813572,22.9572955018059,22.9236604422478,22.972664330265,19.6554381340229,22.9280247484377,22.9434337798638,22.9986097105024,22.9180479513229
FETUB,32.3756886112045,32.3520206183734,32.4136386945432,29.0664336023578,32.3223980791576,32.3981308158742,32.3744890821427,32.3481409983643,32.3809779799317,32.3568930247837,32.4199836750059,32.367877872402,32.3042595440685,32.3462448979153,32.4034164393433,32.3555139298615,32.3773290944939,29.04979629693,32.3472108354877,32.389236536409,32.3372649558269,32.3908515248208,32.3674315315004,32.3687590626528,32.3893910943017,32.360690705155,32.3871556121515,32.3334346452303,32.3808696818619,22.5636320006716,22.4233890924381,22.4196974025902,22.4278447856894,22.4205161676883,22.4168142753731,22.4422515405945,22.418448437396
FEV,32.4189941807176,32.4319567271142,29.1425724811166,32.4039675056381,32.3785949965661,32.4227398644789,32.442173726231,32.4252102214817,29.1149706172529,32.4203012172947,32.4090581566028,25.8212074476932,32.4344206383414,32.4492410399114,32.3848221334863,32.4089871716146,32.4112948520091,32.4520410406993,32.3918108057738,32.4294351272269,32.3801659591268,32.4864892427468,29.1179624714112,32.3822502136014,32.5062032947138,32.4003149953411,32.3927348587121,32.4222942334494,29.0839135142205,22.3867887220649,22.3834598792756,22.3837209015772,19.041648457997,22.4032172541393,22.3983300997385,22.3385720943295,22.4338963701823
FEZ1,32.5806689840654,32.5742659197736,32.5898184142235,32.5521272676129,32.5738743634006,32.5957825976135,32.5414184536402,31.4902993118126,32.5425816886386,31.4840912701768,31.4750327171809,32.6009078436746,31.4998315482752,32.5949814882173,32.5828374939733,32.539757009057,32.5825674089861,32.5942649249063,32.6173776469882,32.565465963533,32.5840516423848,31.4617348284111,32.5438633264539,32.5706524022171,32.5175916993826,32.6103141285169,32.6015444504393,32.5943124992353,32.6069067284406,21.5209520423423,19.3235039904244,22.627645634654,20.4410084121267,21.5295560772983,22.6511966954615,22.5665188149325,21.5252284811665
FEZ2,26.6617315555434,29.9943416610575,29.9901305581843,29.9545058431767,29.9718353043219,30.0034141189814,30.0196303056953,29.9764488059329,29.9209644132236,29.9693291457597,29.9746015867654,29.9887814799652,30.0026241364332,29.9824226900865,29.9611694165288,29.9293293618185,26.6308289989122,29.958248160262,29.9681513078987,33.1966390343926,29.9497647664605,29.9593056404603,29.9872101505063,29.9572305833511,30.0045269493806,29.9557513047974,29.9301725262112,29.9473229427067,29.9755217481828,19.961728052427,23.2477841270979,19.9572310179405,23.1724398698828,19.9563506312324,19.9428022665342,19.9494648291816,19.9684727425217
FEZF1,29.1015635698339,32.4659674189374,32.4720162212553,25.8149155310183,32.4670938294157,32.4620717454189,32.4708567551928,32.4499080748677,32.4362541074513,32.4686467005137,29.0964530108946,32.4424552231798,32.4558773523347,32.4489109364201,32.4233927543567,32.4476953023536,32.4931877423025,32.4236019534479,32.4758646434141,32.4772350005783,32.4088072207395,32.4669072005139,32.4586849457459,32.4392951666648,32.4110029249476,32.4745849694851,32.4298057025573,29.130855569891,32.4465384925179,22.450570934909,22.4737349771822,22.4402063847965,22.4600173664292,22.4678609868058,22.4713234471266,22.4132485449307,22.4805049951021
FEZF2,32.4439637773976,32.4127489595917,32.508737754746,32.4572819066344,32.463240795219,32.4440795698238,32.4621882344225,32.4358044277389,32.4464045144574,32.4501391290797,32.4331146693471,32.4527476285483,32.4821550715221,32.4500319806667,32.4660773008221,32.4759029082231,32.467561612462,29.1312034085091,32.4250253156725,29.0822628195736,32.4937655240808,32.4758754891298,32.4541948918378,32.44138829032,32.4638054688235,32.3913945543793,32.4481808305768,32.4247866928392,32.4388727500569,22.4190791005909,22.4700386937521,22.4531935052129,22.4619357629128,22.4406071323302,19.1493377911786,22.4311958516207,22.4581755361013
FFAR1,32.419750578539,32.3978922180666,32.4593458165309,32.4453225450399,32.4396652320249,32.4178426542621,32.432163868589,29.1087897492725,29.1285166700434,32.4227291681637,32.456165187509,32.4249545195266,32.4105451263878,32.4339248989433,32.4507485291589,32.4631500953497,32.4271821783644,32.4485399409931,29.1129125937166,32.4325236278003,32.4614240231657,32.4071746601169,32.419284902819,32.4445555089985,32.4276259447274,29.1459838034444,32.412446194182,32.4465135971632,29.0909497529621,22.4248259745704,22.4680701276997,22.4512470881888,22.4672764251989,22.4569371533378,22.4511321116499,22.4368772236375,22.4517139447066
FFAR2,32.3809755743249,29.1050501578586,32.3938596119683,32.4256684663809,32.4471109634429,32.4126266544711,32.4507232619912,32.380320271131,32.3964792735522,32.389508929342,32.4093107075412,32.4190550380056,32.3682795805995,32.4344101853741,32.3802645303661,32.4028011510837,32.402232727665,32.437077340083,32.4210702561991,32.3845134640094,32.4059358242912,32.4275217288569,32.3979886607626,32.3994444032783,32.4877384349679,32.4137942057347,32.4352308522382,32.4039730904743,32.4222386354201,22.3844799707678,22.4134745345364,22.404481808094,22.4019843913248,22.384308160907,22.4257096959219,22.4321195308122,22.4683073328734
FFAR3,32.410301102331,32.4074983885869,32.3981990183277,32.3856872790727,31.2975396776682,32.3952453794162,31.292985478798,31.2604874278728,30.1790547286496,32.4179616620675,32.3689335335174,32.3793422944449,32.3742895156358,32.416901060626,30.199921423689,32.3930184829447,32.4032643434353,32.3663712237052,32.4060807773188,32.4115885454674,31.3151459192657,32.3988989032819,32.4031700232484,32.3993004093627,32.4107389820958,32.3614610510603,32.378028594834,31.2751177364395,32.3995110955747,22.4330173998754,22.4232620285862,22.4259969671148,21.2942392769415,22.4303325256591,21.3203096653019,20.2519371379855,22.4082778005188
FFAR4,32.4392625763001,32.3952601570456,32.4052209623361,32.4372126229766,32.4637198962565,32.43950737571,32.4219195305449,32.4644524733251,32.4559302403578,32.4144905723326,32.4155991647107,32.3815948735401,32.405920810381,32.4127489595917,32.4774067651402,32.432997367717,32.420461585086,32.4175092582849,29.0922964865054,32.4470514930904,32.4315812479181,32.4481235934175,32.4868475876274,32.4958042615748,32.4379248057217,32.3905758305336,29.1495040076009,32.4665117461253,32.4686467005137,22.4848150288848,22.4759055733971,22.4836066927016,22.4578883279901,19.1346619502593,22.4457764415925,22.5535866425039,22.4561836846226
FGA,32.4608103884909,32.3793808743874,32.4230110725498,32.3977689466672,31.3076481096,32.4806739761068,32.4323104708007,32.5489415829477,32.3985040008818,32.4260346956057,31.2992532869113,29.1130113099654,32.4137075319273,30.1836117531246,32.4556669320546,30.1966756187251,32.4158234609735,32.4210365792272,32.6821232365694,32.426861343304,32.408078719626,32.3981762237105,32.577119980735,32.4474797092694,31.3083465271701,30.3563148180339,31.5704414488454,32.4309833961635,32.4208825392205,20.2306271283686,22.6462858706032,22.4985887656192,22.440432055977,22.442707317903,22.4522459135595,22.6081068876871,21.3421584502432
FGB,32.3392608130815,32.3340776032054,32.3466884952599,32.3594528330364,32.3298743860325,32.3684328692692,32.3205886065836,32.5191010619031,32.3797701283142,32.3592490856825,29.1217732653172,32.4286791240761,32.3691427860166,32.3558766093534,32.3977733259409,32.3708735875757,32.4032189442561,32.410667370813,32.678369464747,32.3378720177789,32.3400596833324,32.4159771895528,32.4305644292701,32.3178008455141,29.0573756519916,32.453094836668,32.5173865364637,32.3324288105385,32.3524986869063,22.3727951987052,22.4826427900854,22.371432623485,22.3585999630374,22.3638179425112,22.4496464047378,22.4349236655669,22.3361077028497
FGD1,32.5831113194796,32.5479464380965,32.5532517816293,32.5227713920506,32.611044110258,32.619156573151,32.5218369456199,32.571177071139,32.575877796093,32.628863397894,29.2689165629303,32.5486385293157,32.5860129364653,32.5850698671968,32.5278538519238,32.5378940093766,32.5784628819127,32.5658719737451,32.5412722248029,32.5143769854312,32.5442904236295,32.4883859488517,32.5335368785441,32.5805406382014,32.5144880966174,32.5891962779104,32.5294160426006,32.5669093698972,32.6068066428957,22.6303320121334,22.6801500219059,22.6615352191412,22.726971888865,22.6808752057369,22.6384184575379,22.7236388653707,22.6613908207005
FGD2,32.4344534941147,32.3373947053889,32.355153080917,32.3978484799774,32.4189941807176,32.4332141632947,32.4258207431672,32.3782037820861,32.4447716885451,32.4783968040356,29.1014559199421,32.4438221668058,32.3881850695631,32.3652437492091,32.3670094539842,32.4102256263932,32.3917773471079,32.3668538235853,32.4303476474076,32.3856978311085,32.4354428963614,32.3980186217467,32.3595914988226,32.4246192047488,32.4010284027109,32.3883672358071,32.4240897955662,32.3985108952759,29.102899107783,22.3606210025302,22.3922602906488,22.3804198444002,22.3938321711782,22.396522733428,22.4202899933291,22.3533727351595,22.3999060729023
FGD3,32.8964712211577,32.9112850003095,32.8099922935061,32.8828989845759,32.9709321506244,32.8484156625694,32.8413313663754,32.8157327350263,32.9809206385709,32.893895764591,32.8014457875616,32.7789930619953,32.7920396437359,29.4651645720824,32.7421822129098,33.0106291716234,32.9850106422715,32.9302755554473,32.8927730152899,32.896724607469,32.8972920075808,32.8588393108766,32.899587278444,32.9086373667593,32.9195173241291,32.7633196160775,32.8977073466054,32.8724891641112,32.8630638033721,22.90988942243,22.939517879304,22.9477032787123,19.6128019202384,22.8865854001974,22.9485834316943,22.90988942243,22.9083378258101
FGD4,32.471479126311,32.475059061773,32.4809057228376,32.5479464380965,32.5236141810553,32.507093958751,32.511594061262,32.4639417503504,32.5585316127257,32.523372700104,32.5414223668065,32.4720525330122,32.4751105594246,32.5259846438404,32.4406567142965,32.5481614881418,32.5376453392651,32.5194774424927,32.4427496025275,32.5345385828762,32.5211502892677,32.5260940048626,32.4787695006426,32.5398110343027,32.4700059141122,32.4233051064646,32.5235404501205,32.5047792992199,32.5000389147181,22.5813661068531,22.5731922798994,22.5731922798994,22.5618948208806,22.5871303749336,22.574262979643,22.456651954315,22.5901292277216
FGD5,32.8863910436107,32.8169746568682,32.8344357970659,32.7447774174677,32.9362350765772,32.8057656657438,32.8185722314023,32.7713810163918,32.7881032733065,32.8988853108386,29.4391655427981,32.750798973149,32.7676917082079,32.8538060861217,32.7345948804252,32.8347914180893,32.887400143652,32.8234054472136,32.8492622832143,32.8225073220858,32.8287360141066,32.814417141668,32.7914982462193,32.8694183358065,29.4752449020747,32.7455890870026,32.8176123175514,32.8475489556789,32.8942732991807,22.8930552147643,22.9466787584942,22.9201829144784,22.9234130895022,22.9772093379094,22.9156594977506,22.949986607854,22.8912808672248
FGD6,32.596364244878,32.6396971429246,32.5639281801862,32.5575096025464,32.5994707380404,32.6627559392963,32.6617015473248,32.6014470415589,32.6370483700099,32.6723955815,32.6363726260207,32.5981627918593,32.5038989322868,32.5717646560236,32.5793281849409,32.589382032071,32.6319130779388,32.5648645894837,32.6619004546298,32.6410817522262,32.5686685221622,32.5981627918593,32.5621804809282,29.2260512654521,32.5185585278797,32.4574441986125,32.63268256011,32.5305137830673,32.5632136567958,22.4636707917725,22.4384032919448,22.5202261255153,22.4888411600473,22.4568912947331,22.4695677943957,22.5307168483,22.5201114802514
FGF1,32.4003445294125,32.407341556089,32.4264199361173,32.3982440058319,29.0891471287067,32.4096828697493,32.405769969153,29.0863356517387,32.3925784847409,32.3805560789336,32.4399711717864,32.4140167557661,32.3906950991329,32.3837507045087,30.7236074278229,32.4137480350946,29.0956650566773,32.4096428045355,32.3723930038239,32.3876412134522,32.3799271025309,32.3888708683087,30.7184063968795,32.4071013114454,32.3733129723542,32.3403274410872,32.3998538511234,32.4268566018651,32.3838731661298,22.4026997438601,22.4285553154039,20.7583858771211,22.4058439979252,22.4417062608653,22.4211796306468,22.397336513765,22.4362425142847
FGF10,32.4159570752574,32.424412317184,32.394959647304,32.4039600553481,32.3939275282037,29.0981586666809,32.4223719373546,32.4268143632959,19.0832507717077,32.4037882797888,29.1052667725686,32.3989470232708,32.4210964800764,32.3760579257247,32.390581403393,32.4163550229951,32.4323452836921,32.4644621791943,32.3939860309943,32.4171663086488,32.4133253846119,32.3626679520333,32.3700805173703,32.4024650984127,32.4080356067852,32.3674370861653,32.4266521633458,32.3959263568208,32.4232600326767,22.4476195310399,22.4690718924426,19.1970390718547,22.398485112852,22.4285339720457,22.4518713741011,22.4328023467183,22.472251302279
FGF11,32.4003203019016,32.3610638947203,32.4434720679936,29.0751163432105,32.4035048386232,32.3989279890047,32.4379918901945,32.4304374983693,32.3879489316599,29.0480702384031,29.0704167793372,32.3739973818303,32.4075744268675,32.4459671466106,25.7599742045146,32.4150865983145,32.4669072005139,32.4196582431392,32.4858154499999,32.4454348196653,32.4581523078135,32.4185755184737,32.4492277261946,32.4501883115181,32.4616648265744,29.0929783881391,32.4493554781914,32.4354428963614,32.4664501256483,22.441329261412,22.429441988672,22.4163908836892,22.5295520865367,22.4248336614375,22.4884839924175,19.0922125801433,22.468417219745
FGF12,31.6224236026648,31.6217640474769,32.4083824821182,32.3897443257598,31.638608239374,31.6351888728638,31.5954830860188,32.4843448959869,32.4114562917951,32.4617591410431,32.421284644741,32.4366089095097,30.7491052045835,32.3808150317401,31.5985960221124,32.488093422113,32.446883333084,32.5024847669837,32.4176795131192,31.5718029248623,31.5940800170058,30.7355845469481,32.432177397022,31.5979005891427,30.8329788536351,32.412912839766,31.5755055828678,32.4635381010226,32.4130136371451,22.4314413036194,22.4077760714077,22.4026503587849,21.5821308512569,21.610091782337,22.4004548851814,22.4317548736878,21.5948481782869
FGF13,32.5252838652047,32.5066887831986,32.5169230730478,31.3712804739568,32.4751993114467,32.4984058486146,30.2526445185847,31.3961857766526,32.4542912035847,32.5292051377654,32.5301495734616,32.5202095574251,32.5331342363262,32.5219408661487,32.4875103312245,32.4587068901477,32.4905437509575,32.4471538836988,32.475532165229,32.4621592729792,30.2664592363742,32.4420468229085,32.4608204362769,32.4622089917007,32.4591820867926,31.3686140057332,32.4645352461134,32.4617292633341,32.4865236246898,22.4559150994862,22.4228681740611,20.2022469030051,22.4370396757732,21.3253812795398,22.4120680921356,22.4300568663823,22.4410984760622
FGF14,32.3563511727736,32.3904568598379,32.3970101857426,32.3914077556509,32.4231482954354,32.3808079533822,30.7411177552596,30.7605158297334,32.3909066744719,32.3781247323737,32.4176399434909,30.7627816439559,32.4029654246648,30.7330205946402,32.428522713163,32.3738120526908,32.3686237137523,30.7003010819709,32.3817911435868,32.3875431675884,32.3935191475204,32.3996899676009,32.4138448480548,32.4070538417141,32.4578711540079,32.3856538582199,32.4437390061402,32.4368401301199,32.4319496095269,22.4195338256638,22.4145813752173,22.427753655695,22.4176385423831,22.4061545669672,22.4139533772906,20.7657163512853,22.423357121615
FGF16,29.0276776962482,29.0555713813829,32.3634521483818,32.3453164224132,32.4032129833723,32.3625802150914,32.3529474151898,32.3560761230408,32.3504459695244,32.3413968802053,32.3787567935073,32.3320585443614,32.3991709342162,32.3470184918689,32.3465443869643,32.3718704716463,32.3437524679311,32.3353294901875,32.3518296580251,25.7314061770605,32.3331033879499,32.3603199472504,29.0393245968377,32.3591855176553,32.3547776981488,29.038741099874,32.3813877458985,32.3289618337965,32.3388938665263,22.3589349881024,22.4000116500788,22.397132231582,22.3913595054312,22.3981505351101,22.3566539925315,22.4032708329787,19.0620118707759
FGF17,32.461736929662,32.471949002232,29.152912043047,32.5039322098052,32.4773348628736,32.4785732947317,32.4632804980694,32.4556495145783,32.492939354887,32.4647249850443,32.4911459300727,32.4504107885133,32.4400190596074,32.4625997211848,32.5166989245639,32.4461555329987,32.470486365512,32.4547134294431,29.1461155499405,32.449607849126,32.4508143380164,32.524252845634,32.5382226768051,32.4917203829184,32.518499429226,32.4595490784947,32.4831799676856,32.5016204287296,32.5231715346296,22.4959235667769,22.5403671691282,22.4858207119424,22.4646850863102,22.5048951020924,22.4975539046455,22.5085417056885,22.5090087575945
