UniqueCount	AmbigCount
0	10
0	0
0	902
0	2
0	0
0	0
0	0
0	13
0	12
0	0
0	0
0	0
0	0
4	251
0	47
0	136
0	71
0	47
0	219
0	38
15	926
11	214
0	97
267	317
0	96
9	461
0	63
0	91
5	381
0	0
0	2
0	0
2	1022
0	123
0	421
0	398
0	411
0	105
13	345
0	0
0	97
0	4
0	4
0	4
0	3
0	289
0	3
0	44
0	144
7	124
0	50
4	102
0	575
0	447
0	479
0	359
0	368
2	333
1	157
0	398
0	354
0	135
0	153
0	51
3	53
0	115
0	94
7	75
0	0
0	1
0	44
0	3
0	1271
0	12
0	4
0	47
4	2
6	4
14	498
0	4
0	1
0	219
0	44
0	0
0	147
0	147
0	46
0	54
0	2
0	2
4	26438
1132	34289
52	248331
11	2
4	46414
4	6374
10919	71956
8	32085
0	0
0	3
8	4342
3	46
0	0
0	2
0	143
0	23
0	20
0	21
0	18
0	20
0	93
0	89
0	21
0	21
0	35
0	20
0	20
0	21
0	18
0	88
0	90
1	19
0	6
2	6
0	19
0	2
0	2
0	4
0	4
0	4
0	4
0	5
0	4
0	5
0	48
0	6
0	8
0	71
7	12
0	12
1	2
8	35
0	20
0	160
0	155
42	249
39	143
0	406
5	458
0	235
0	271
30	26
0	194
0	268
0	183
0	235
1	5
0	149
0	167
0	34
0	171
0	190
0	188
0	155
0	38
8	233
0	154
0	151
0	185
0	242
0	225
0	252
0	171
0	155
0	177
0	159
0	43
0	181
0	257
0	179
4	43
0	32
0	101
0	42
0	154
6	21
10	5
1	5
0	28
0	13
0	17
0	45
0	0
0	0
2	104
0	23
0	0
0	0
0	0
0	3
0	3
0	0
0	3
0	1
0	1
0	1
0	1
0	1
0	3
1	1
0	0
0	1
0	1
0	1
5	695
2	420
30	1004
0	0
0	185
7	56
30	25
8	11
2	14
3	4
0	6
0	5
0	6
0	0
0	0
0	1
0	1
0	0
0	1
22	0
2	251
0	242
25	243
6	215
0	1218
0	895
27	1215
0	175
2	0
0	552
0	545
0	514
0	521
0	32
0	20
0	18
0	7
2	79
5	148
0	31
0	89
0	86
0	68
0	83
0	160
0	87
5	138
0	84
0	54
0	74
0	0
1	7
9	68
0	93
0	77
0	77
0	88
8	86
0	88
2	93
0	31
1	60
0	15
0	15
0	9
0	2
0	2
0	1
0	4
0	4
0	1
0	4
0	64
0	0
0	0
0	0
0	0
0	0
6	100
0	0
0	0
3	155
0	0
0	0
0	0
0	0
0	0
0	118
0	180
26	96
3	97
2	115
0	120
0	166
0	123
9	120
0	158
0	91
0	131
0	81
0	91
0	97
0	111
0	110
0	26
0	1655
0	1626
1	1596
52	1014
3	972
0	659
0	330
199	0
2	2
0	2
0	0
0	0
0	0
4	10
0	410
0	426
0	412
0	275
0	292
0	266
0	262
8	86
0	227
5	189
0	103
0	112
0	108
0	93
1	93
0	23
0	59
3	46
2	53
24	24
5	44
2	2
0	40
0	34
4	37
0	38
0	6
0	38
0	3
1	15
10	458
1	478
1	353
0	280
0	31
5	52
0	65
3	15
22	86
0	48
3	35
0	25
0	8
0	0
0	81
1	38
2	25
0	48
0	17
0	62
0	48
0	396
0	544
0	541
0	436
0	151
0	514
0	542
0	436
15	858
0	393
0	439
0	543
0	448
0	401
0	468
0	502
0	214
0	164
0	151
0	418
0	161
0	254
0	200
0	122
0	154
0	230
0	61
7	91
0	188
0	153
0	148
0	172
0	148
0	148
0	48
0	28
0	102
0	131
0	134
2	131
0	114
0	89
0	75
0	59
0	63
0	51
0	35
0	21
0	3
0	0
4	0
2	58
100	81
1	38
6	0
0	415
10	415
0	106
0	109
3	70
0	43
4	42
0	0
0	6
0	8
0	8
0	6
0	8
0	2
0	2
0	3
0	0
0	0
0	388
0	382
2	383
0	386
9	93
1	24
0	0
0	869
3	1038
5	938
11	634
0	1443
0	1017
0	1134
0	1061
0	633
1	696
0	334
0	262
5	203
0	264
0	315
14	113
0	168
5	85
0	109
0	110
0	110
0	124
0	122
0	116
0	122
0	104
0	104
0	112
0	7
0	109
0	115
0	115
0	47
0	258
0	179
20	232
13	68
24	264
0	53
0	17
2	318
0	24
0	24
0	24
0	5
0	5
0	0
12	158
0	0
0	0
0	0
0	0
0	4
0	59
0	61
0	2
14	713
0	15
1	4
0	491
0	353
50	466
0	86
23	338
28	275
0	31
0	23
0	25
0	450
10	409
0	445
0	415
0	433
0	30
0	93
2	136
0	0
2	0
33	542
4	421
3	218
519	305
1	540
7	2036
0	0
33	0
2	0
83	2
3	287
0	271
0	274
0	276
0	246
0	269
0	279
3	545
0	31
0	275
0	38
0	233
0	25
0	17
0	29
0	276
1	178
0	25
0	253
1	235
0	20
0	10
0	243
0	58
0	36
0	34
0	46
0	103
0	79
0	91
0	51
0	46
0	4
0	25
4	22
0	25
0	25
0	18
0	18
0	18
2	16
1	10
2	1504
0	1446
0	1353
0	1282
0	1219
0	1162
1	1160
0	1161
0	423
1	1
0	214
2	1082
0	1077
12	479
16	630
0	49
0	1
0	24
4	1405
0	1321
0	417
2	1140
0	1250
0	1204
0	1242
0	1261
0	1269
0	1200
16	206
0	291
0	215
0	109
0	352
0	132
0	197
0	305
0	278
4	272
8	125
1	58
7	56
30	1569
0	1
0	94
0	0
0	0
0	205
1	83
0	125
0	95
0	1390
0	1385
2	1354
2	811
0	70
0	418
0	223
0	167
0	336
0	228
0	163
0	292
11	337
0	259
5	224
4	130
0	8
0	5422
0	5904
0	6052
0	5814
4	5806
1	5919
0	5742
0	5305
0	5907
1	5806
0	3205
0	5844
0	5843
1	5695
0	5725
0	5624
0	5571
0	5054
0	5256
0	4982
3	5132
0	5068
1	3573
0	3165
79	1300
2	2207
0	1413
0	857
2	131
0	321
7	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	3
0	3
0	2
0	2
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	228
0	0
0	0
1	383
0	0
1	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	345
0	10
0	0
0	0
0	0
0	0
0	0
0	364
0	62
0	20
0	8
0	8
0	10
0	340
1	39
0	312
0	64
0	84
0	73
0	83
0	79
0	120
0	91
0	77
0	57
0	40
0	90
0	47
0	311
0	88
2	262
0	219
1	36
8	357
6	0
1	0
0	103
0	832
0	136
0	138
0	103
17	390
0	106
0	130
1	168
3	321
3	128
0	109
0	115
0	0
0	1
0	0
0	229
3726	502
0	21
0	128
15	294
0	3
0	3
5	22
2	22
0	21
0	5
4	57
0	26
8	14
0	14
1	92
0	7
0	0
0	0
10	1
0	1
0	13
0	651
0	194
0	710
0	275
10	46
2	561
4	238
82	394
3	241
2	100
0	103
0	93
0	97
0	32
0	18
0	10
0	10
0	2
7	7
0	162
0	145
0	145
0	165
0	129
2	126
0	96
0	0
0	0
0	259
0	234
0	199
2	61
2	13
0	20
0	16
0	37
0	70
0	31
0	3
0	13
0	0
0	83
0	83
0	28
0	18
17	48
0	13
20	32
0	11
0	344
0	444
19	445
0	444
0	389
2	1112
0	955
3	240
0	263
107	347
106	1197
0	1157
0	230
2	488
2	26
8	268
3	14
5	0
0	0
0	37
0	37
0	133
0	134
0	137
0	133
0	52
0	134
0	43
0	12
0	11
0	30
0	135
0	14
0	125
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	7
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	2
0	0
0	0
0	2
0	0
0	0
0	0
0	25
0	0
0	30
7	30
0	25
0	22
1	0
0	25
0	12
3	55
0	0
0	0
0	45
1	0
0	0
0	0
1	12
0	12
0	12
0	2
0	0
0	1
0	10
0	0
0	251
0	265
0	171
1	20
0	142
0	25
0	25
0	8
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
26	374
2	371
12	109
0	109
30	64
0	59
0	30
0	20
0	16
0	44
0	24
3	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	69
0	5
0	217
0	122
0	217
0	352
0	108
0	13
0	248
0	7
0	243
0	267
0	306
0	300
0	192
0	227
0	213
0	208
0	254
0	274
0	204
0	26
0	83
0	27
0	140
0	133
0	190
0	119
0	22
0	0
1	82
0	0
0	0
2	19
0	13
0	19
0	6
240	151
0	71
1	26
0	0
0	0
5	999
0	1000
0	1002
0	994
0	988
0	1002
0	1002
0	991
0	985
0	1002
0	995
0	995
0	985
0	689
0	722
0	717
1	25
0	215
0	84
4	202
0	28
0	30
1	135
0	113
0	72
4	57
0	14
0	283
2	282
0	296
1	279
0	279
0	279
0	279
0	277
4	13
0	11
9	415
19	440
0	416
0	413
0	433
0	415
0	422
0	418
1	420
1	128
0	36
0	0
0	1
0	75
3	505
0	116
2	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
9	538
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
1	1
0	0
0	181
0	181
0	0
0	0
0	15
0	0
0	0
0	6
0	6
0	0
0	0
0	0
0	6
0	0
0	0
0	0
0	0
0	41
0	46
0	132
2	148
1	146
0	128
0	13
0	12
4	10
0	84
0	18
0	358
0	380
0	2572
0	2588
0	2577
0	145
0	163
0	9
7	130
0	2
0	271
0	112
0	311
0	2570
0	468
0	10
0	842
0	2533
0	271
0	2596
0	278
0	2668
0	431
0	262
0	815
0	2607
0	2581
2	244
12	280
23	2544
8	228
0	58
0	2587
0	2570
0	773
0	884
1	253
4	49
2	2475
2	211
0	947
0	1779
0	150
1	85
0	267
1	2167
0	2098
0	2168
4	6
0	0
0	6
0	6
0	1
0	0
0	1135
1030	2843
66	2845
0	2757
0	2047
1	1839
0	1135
0	1132
0	0
0	102
0	443
0	0
0	2
0	440
0	0
0	0
0	1
0	0
73	549
0	7
0	209
1	98
0	121
0	16
0	1
