"probe_id","gene_symbol","entrez_id","chromosome","GSM464201","GSM464202","GSM464203","GSM464204","GSM464205","GSM464206","GSM464207","GSM464208","GSM464209","GSM464210","GSM464211","GSM464212","GSM464213","GSM464214","GSM464215","GSM464216","GSM464217","GSM464218","GSM464219","GSM464220","GSM464221","GSM464222","GSM464223","GSM464224","GSM464225","GSM464226","GSM464227","GSM464228","GSM464229","GSM464230","GSM464231","GSM464232","GSM464233","GSM464234","GSM464235","GSM464236","GSM464237","GSM464238","GSM464239","GSM464240","GSM464241","GSM464242","GSM464243","GSM464244","GSM464245","GSM464246","GSM464247","GSM464248"
"ILMN_1697937","XKRY",9082,"Y",5.308642068,5.551903547,5.160512768,5.392039101,5.483266788,5.485428569,5.312016098,5.261417094,5.344315551,5.446621832,5.266677688,5.269099517,5.326804942,5.244313462,5.307820072,5.30345636,5.384467536,5.296193522,5.334314836,5.336341208,5.204267843,5.26038741,5.38871049,5.317260715,5.457445126,5.283565746,5.385596395,5.384538742,5.255385915,5.276742001,5.515884417,5.47366748,5.373895351,5.623324354,5.424171997,5.429424863,5.365876335,5.227224529,5.360390318,5.255641694,5.618400761,5.322623796,5.218832358,5.223990672,5.600828667,5.313781831,5.49107044,5.42907362
"ILMN_1685690","JARID1D",8284,"Y",5.402757762,5.499899255,5.33214805,5.442876902,5.214376479,5.460810406,5.298372325,5.328536648,5.619915134,5.330697753,5.430931904,5.344614463,5.531930952,5.306957274,5.485428569,5.170520599,5.468146888,5.501359362,5.307339477,5.46430554,5.554352085,7.350733578,7.413013391,7.258165371,7.292746025,7.334541274,7.336550098,7.282984517,5.481108615,5.436402639,5.38858086,5.412558559,5.260065951,5.450810314,5.602480864,7.861842221,7.776074722,7.691350894,7.952079818,7.649151398,7.437770906,7.566167127,7.845671468,7.900477692,7.432825384,7.53794208,7.569452803,7.489492308
"ILMN_1768489","TTTY20",NA,"Y",5.276372451,5.227916499,5.343577693,5.535850218,5.217172721,5.391564593,5.425088606,5.440101798,5.334314836,5.346345873,5.355681985,5.415487282,5.517112343,5.566100817,5.318992914,5.277267647,5.468158618,5.455944639,5.598654888,5.419524062,5.651163919,5.407107415,5.439690994,5.30830411,5.32022772,5.27142031,5.218832358,5.29683397,5.110716589,5.349001969,5.563312105,5.380867974,5.162759731,5.284863282,5.518196609,5.482946795,5.350044214,5.474008595,5.250995747,5.386784587,5.323047813,5.547150897,5.521284859,5.270917862,5.618011366,5.395728555,5.472762235,5.47583847
"ILMN_1666140","PRY2",442862,"Y",5.488808769,5.578539418,5.371538389,5.517609069,5.64849399,5.577296418,5.613745339,5.543457004,5.741144009,5.491146103,5.513896727,5.485891422,5.615424868,5.438035626,5.551981813,5.290026559,5.616240801,5.71125598,5.446634506,5.724949154,5.453397532,5.626088514,5.427835618,5.428124451,5.550760913,5.612892107,5.598104609,5.389291991,5.589142962,5.460622548,5.61680387,5.575605736,5.415804521,5.48459505,5.476613668,5.622405375,5.624532697,5.642890226,5.630339116,5.628374324,5.624866175,5.520727676,5.597082338,5.792662312,5.587910419,5.504847556,5.329260344,5.487162359
"ILMN_1721423","LOC646223",646223,"Y",5.630090261,5.343859485,5.430579313,5.526543767,5.35063223,5.392679126,5.579745307,5.591153941,5.776677401,5.695608057,5.38128921,5.593586848,5.358701767,5.422684279,5.646346638,5.361938948,5.473488569,5.198906563,5.309506927,5.549900084,5.4156811,5.642038567,5.354930948,5.21868691,5.606272397,5.603842956,5.629403894,5.44395896,5.640028706,5.597147989,5.576976496,5.474487272,5.595852983,5.422874856,5.670816006,5.611593017,5.310981086,5.246600438,5.690080876,5.582097305,5.715861629,5.232721615,5.628841112,5.35000918,5.50885669,5.31287247,5.672145783,5.737373139
"ILMN_1655210","BPY2",9083,"Y",5.401187621,5.252884942,5.444496543,5.466328479,5.121020599,5.422225545,5.283773051,5.508752798,5.287913473,5.613285006,5.526850413,5.510802793,5.203205483,5.55220026,5.427404915,5.596713489,5.209583022,5.231945823,5.330162949,5.241499162,5.259261495,5.200401494,5.295623744,5.483266788,5.483165675,5.212083626,5.191312757,5.296246761,5.256071757,5.334506701,5.031735223,5.174786637,5.408494801,5.444317104,5.258414559,5.426120831,5.54418031,5.091582076,5.408360812,5.329924241,5.493872612,5.602723135,5.032959069,5.122629871,5.237604577,5.223328376,5.473036477,5.371477503
"ILMN_1798112","BPY2",9083,"Y",5.401943683,5.693200281,5.359267995,5.557945465,5.442152941,5.441110199,5.198331669,5.591905782,5.505629524,5.393511217,5.45709384,5.367294742,5.345821704,5.313555117,5.250852307,5.48498378,5.715031081,5.250674928,5.434727252,5.548610244,5.596624382,5.321732422,5.390513705,5.538904977,5.194001039,5.280118572,5.142378883,5.368504771,5.482749356,5.043891982,5.324855536,5.273238682,5.359217527,5.481716995,5.284245709,5.637371491,5.359869389,5.458771504,5.285119788,5.338276211,5.372099,5.146575102,5.410266599,5.347838541,5.348923121,5.326774301,5.417349237,5.391547456
"ILMN_2228976","EIF1AY",9086,"Y",5.369297492,5.568579797,5.402234848,5.414374808,5.481961681,5.207991162,5.303531308,5.456673899,5.413352815,5.231557717,5.480468789,5.189836813,5.403860151,5.41058657,5.340704803,5.554467832,5.564423511,5.527631422,5.292483066,5.381068819,5.278338737,6.801570113,6.983768553,7.183715593,6.582900972,6.716181611,6.855699702,7.121128953,5.514238007,5.589091509,5.588343417,5.297561855,5.229205781,5.516931589,5.58000714,7.123302004,6.921418429,7.284852952,7.103608414,7.272855588,7.404508587,7.649466184,6.995170608,6.369459135,6.792029782,6.947130256,7.106746073,6.776490187
"ILMN_1726011","LOC392583",392583,"Y",5.404048702,5.432617105,5.386216255,5.721183479,5.708322594,5.289531223,5.52454905,5.454821525,5.416377052,5.419291282,5.524493577,5.462020194,5.582025967,5.309736325,5.509981925,5.328011432,5.57801519,5.457878562,5.334931279,5.476045296,5.273270168,5.271338971,5.448771674,5.348939995,5.650112112,5.501941416,5.540783281,5.61548365,5.427312184,5.653935975,5.509841238,5.281811977,5.450413647,5.439074758,5.336341208,5.590604121,5.365211966,5.489218507,5.518167745,5.577296418,5.620823808,5.191970407,5.482893492,5.566570582,5.363353059,5.566199026,5.418140241,5.423112119
"ILMN_2205022","RBMY1F",159163,"Y",5.233648038,5.366255472,5.219431612,5.047057352,5.451808402,5.492874665,5.356421356,5.504764801,5.245565515,5.420020982,5.340749931,5.344717598,5.573249018,5.332615399,5.299144858,5.133427476,5.245781092,4.968039398,5.286791914,5.212406211,5.317095846,5.357740157,5.364246001,5.431655884,5.245986824,5.205474026,5.132915741,5.062834413,5.349816801,5.452669471,5.145445842,5.22849922,5.361503508,5.252102417,5.525301658,5.440497354,5.450334817,4.90139006,5.335794408,5.355237581,5.378782121,5.208815839,5.499087544,5.076130078,5.370436738,5.520195667,5.540655505,5.243514704
"ILMN_1783142","RPS4Y1",6192,"Y",5.531498014,5.388274523,5.62109912,5.651940985,5.713578773,5.697928872,5.582906106,5.808593711,5.62660384,5.663063423,5.655482323,5.624444028,5.407339224,5.490539642,5.652649821,5.689034399,5.630802842,5.502990099,5.82741104,5.739679276,5.747435671,10.08074067,10.21473309,9.630105746,10.60539526,10.24087746,10.11900232,9.943975106,5.874973596,5.495782553,5.945284042,5.776400713,5.615356021,5.682259664,5.754890343,11.13125774,11.16188567,10.87136669,10.99600598,10.62909982,10.14439516,10.40390906,10.82295811,10.16257092,10.63719645,10.51242582,10.40560545,9.874255266
"ILMN_1774751","LOC653293",653293,"Y",5.541221242,5.609372125,5.551619635,5.465034407,5.432974501,5.398825599,5.649538316,5.539629357,5.451457841,5.669089134,5.411765927,5.945197982,5.452567815,5.586653849,5.639611434,5.481684106,5.481207596,5.314603879,5.217764552,5.534673609,5.467412211,5.66403563,5.282392866,5.39775516,5.735421943,5.76746778,5.945832226,5.722992633,5.633242478,5.659440093,5.746803487,5.556569949,5.652864219,5.757518016,5.505741714,5.844813505,5.581634474,5.750212751,5.599786846,5.656193114,5.628150996,5.587323589,5.613643239,5.769596977,5.431061069,5.541350561,5.630836119,5.512461232
"ILMN_1736175","LOC100101120",NA,"Y",5.451257947,5.404948447,5.557281704,5.45893568,5.295182629,5.521544052,5.538621711,5.350382744,5.468965482,5.354986473,5.690696112,5.567077583,5.681266976,5.429529908,5.501531951,5.703061523,5.544288564,5.56672848,5.599074702,5.942615862,5.571703778,5.415473344,5.590042191,5.509915081,5.450930159,5.68680327,5.437195411,5.495281773,5.521050875,5.544891299,5.493886397,5.575618973,5.501219499,5.543442411,5.672716197,5.545273729,5.603606756,5.450179624,5.661886673,5.379673327,5.518681288,5.648474706,5.277459285,5.653162559,5.4368732,5.557890711,5.456724498,5.644896149
"ILMN_2164482","TTTY5",NA,"Y",5.615649293,5.506635379,5.370273155,5.370894066,5.597277519,5.354228285,5.452320152,5.712552682,5.725582265,5.407754903,5.566381365,5.47403732,5.752060754,5.553968396,5.366151052,5.611913493,5.52947156,5.509097147,5.498542397,5.433808777,5.47925305,5.359217527,5.595133792,5.438250055,5.412439445,5.51064816,5.617351544,5.610597811,5.47427874,5.642324179,5.449753614,5.290662223,5.531586814,5.500651259,5.460467546,5.487956363,5.730400222,5.470058714,5.656387687,5.671688811,5.454327209,5.435386858,5.71840446,5.588005248,5.476822802,5.327348738,5.41370801,5.386528391
"ILMN_2164478","TTTY5",NA,"Y",5.573987306,5.652452048,5.44605246,5.545487297,5.641368458,5.484693044,5.331755455,5.480389405,5.763949457,5.489542352,5.508397241,5.359869389,5.354137903,5.553865389,5.613303229,5.351733726,5.29650381,5.396055586,5.24313601,5.88509065,5.55573245,5.511111905,5.224083471,5.305269167,5.19801253,5.426412512,5.351214065,5.317616512,5.414270741,5.404284613,5.568937028,5.544612884,5.443529858,5.127786897,5.375928575,5.439424958,5.318882372,5.599494809,5.76771663,5.325670328,5.545688487,5.415443142,5.518977476,5.496448484,5.453227065,5.481567713,5.460548773,5.568097893
"ILMN_1688861","PCDH11Y",83259,"Y",5.220952935,5.568754271,5.268329728,5.424762328,5.587435856,5.263094136,5.296315288,5.650313914,5.14577144,5.185967921,5.332222073,5.21374638,5.364279785,5.18638519,5.315267398,5.576831531,5.479227871,5.316077582,5.257736022,5.429361098,5.560460329,5.215460101,5.227186057,5.396805661,5.318066905,5.427599807,5.43620548,5.435533876,5.333783027,5.439798929,4.797889243,5.535560376,5.385625457,5.297426833,5.446260409,5.246456001,5.345769375,5.266593314,5.325398925,5.354263994,5.447316449,5.523232628,5.397356119,5.484294529,5.021042845,5.478444555,5.498804799,5.322811647
"ILMN_2217056","BPY2B",442867,"Y",5.572996474,5.550736634,5.446025529,5.38958466,5.493474129,5.394388262,5.398466545,5.532269629,5.473904355,5.278446829,5.437621527,5.521727958,5.512330336,5.344845373,5.502083271,5.581367641,5.5636009,5.403873491,5.44478905,5.35476098,5.458656558,5.648612346,5.592450658,5.564850968,5.636535445,5.370644028,5.761340371,5.676280492,5.523864043,5.706948724,5.674168016,5.538649669,5.560970964,5.68309511,5.567832105,5.272118172,5.642020725,5.57828929,5.626912753,5.68104698,5.582739955,5.552621822,5.481297687,5.483706108,5.427086644,5.691006781,5.346778965,5.764026783
"ILMN_1703091","LOC653050",653050,"Y",5.840863014,6.107856499,6.028471484,5.868959712,5.954071933,6.01004073,5.801798947,5.780895962,5.874105323,5.949888431,5.789307519,5.759410446,5.55194508,5.730744005,5.724949154,5.871272164,6.123196531,5.986721119,5.971224455,5.029640845,5.682068223,5.609482283,5.591815326,5.909703073,6.026690855,6.04488462,6.038866604,5.949966862,5.983938447,6.042969298,6.186576527,5.992630981,5.856296839,6.118007475,6.110005683,5.772384356,5.958512645,6.077761327,5.989747065,5.955654134,5.95432968,6.036977889,6.139577134,5.996590618,5.833594627,5.707917567,5.945754141,5.912634363
"ILMN_1763209","LOC653050",653050,"Y",5.4266333,5.459811033,5.468864103,5.751366628,5.673523444,5.470296656,5.461410741,5.440862079,5.523649552,5.387091996,5.555500947,5.570564725,5.613780183,5.435360605,5.484073806,5.378228136,5.312082389,5.414669244,5.597829938,5.763368918,5.396981195,5.60465943,5.743982511,5.469574423,5.441417284,5.648302869,5.35100589,5.608961682,5.418392553,5.504523979,5.218832358,5.322033092,5.479033968,5.489272265,5.40794418,5.576491273,5.650498616,5.365896798,5.55349109,5.537301271,5.591739374,5.706000078,5.153625184,5.449108694,5.525947445,5.305444256,5.675415879,5.510639878
"ILMN_1667100","LOC646128",646128,"Y",5.637500236,5.566236126,5.589012621,5.635407922,5.775190337,5.531733907,5.442596339,5.504024649,5.464399691,5.555646364,5.537687193,5.585730428,5.321308542,5.584697157,5.658336871,5.667145805,5.657107209,5.614346403,5.497722408,5.704095603,5.397937666,5.547495503,5.501841209,5.498193033,5.609254355,5.564118409,5.682325266,5.922564555,5.573184043,5.439305563,5.758548355,5.568153566,5.617619865,5.354524701,5.456256469,5.639582164,5.515032725,5.334169713,5.717787964,5.767161836,5.672439153,5.416731466,5.500843165,5.5934817,5.539673259,5.427312184,5.354740775,5.593002428
"ILMN_1673390","TTTY6B",NA,"Y",5.439964499,5.453033583,5.536411052,5.522437868,5.52414615,5.45641102,5.395898921,5.801355439,5.815023067,5.47838346,5.344458638,5.352736716,5.352089948,5.413500236,5.618671498,5.597923523,5.420822205,5.618381517,5.695212969,5.417502193,5.432861969,5.578730824,5.598073728,5.496448484,5.678359745,5.626174565,5.664481202,5.681580527,5.377380411,5.771019959,5.737071602,5.570472745,5.351413011,5.646306367,5.648094202,5.594027921,5.552882482,5.558415963,5.623066522,5.521483265,5.501485362,5.459394113,5.42739177,5.649328623,5.63672096,5.535237087,5.45319833,5.57114213
"ILMN_2177389","TTTY6B",NA,"Y",5.514889095,5.480302194,5.269349979,5.327966547,5.342842457,5.313290738,5.50955878,5.428535551,5.407920615,5.421688072,5.519195231,5.349210722,5.465999031,5.454692873,5.449206418,5.411100594,5.541567251,5.322069502,5.423896238,5.34344525,5.417667206,5.60455262,5.436808937,5.235925459,5.545119668,5.611137453,5.295570811,5.441123032,5.488767242,5.416963425,5.341252597,5.529961943,5.477942601,5.358295403,5.675103865,5.374078422,5.592576533,5.437756245,5.458771504,5.355038021,5.460203471,5.335650569,5.482069723,5.249231236,5.300303259,5.413235744,5.151227989,5.398310195
"ILMN_1764573","XIST",NA,"X",7.350083653,7.127698021,7.138560622,7.365340074,7.301916911,7.383152668,7.272855588,7.364941569,7.542229615,7.312166743,7.706248409,8.057606298,7.550838163,7.479195214,7.362895403,7.478747395,7.094759745,7.52016838,7.643835764,7.450370305,7.550110871,5.806270006,5.556081856,5.646037842,5.868764853,5.907306991,5.888764286,5.639870081,7.287624758,7.51460947,7.239916759,7.746836802,7.053220228,7.561088487,7.387108391,5.863599477,5.815674036,5.964014391,5.808065688,5.705378657,5.71726886,5.682698542,5.691212734,5.799037638,5.820178726,5.984977741,5.786757865,5.4750887
"ILMN_1762573","LOC401630",NA,"Y",5.383021063,5.470433435,5.454491716,5.433715372,5.521674979,5.639650182,5.310538809,5.37845449,5.459718475,5.399896506,5.226015928,5.327865887,5.257080688,5.45561724,5.534605669,5.415747173,5.566456379,5.511796464,5.346484435,5.383980851,5.596888126,5.501544713,5.572837828,5.717167949,5.4266333,5.480389405,5.548384229,5.469349623,5.41819118,5.495345935,5.34942192,5.530602605,5.205474026,5.541771299,5.395884607,5.398618049,5.442301349,5.410703483,5.551342517,5.314753729,5.334847139,5.476097234,5.534115567,5.340227663,5.395728555,5.637242772,5.597068226,5.521881558
"ILMN_1658123","DAZ2",57055,"Y",5.559313747,5.575753318,5.527940765,5.453747665,5.570220392,5.366324298,5.452057821,5.384843721,5.699323335,5.527560353,5.483402408,5.661524106,5.499476453,5.752606879,5.665552535,5.388180264,5.715581051,5.676530152,5.331737813,5.551119489,5.53118221,5.426563036,5.443552493,5.511123069,5.472543422,5.527280466,5.284002292,5.566236126,5.509408409,5.523459423,5.308056234,5.360753671,5.237604577,5.295846273,5.138876672,5.256866434,5.532216644,5.528704056,5.306693881,5.668232426,5.536797106,5.526703527,5.489865778,5.576279878,5.452583198,5.569801604,5.640199661,5.567997718
"ILMN_1676960","RBMY1J",378951,"Y",5.436881921,5.217618592,5.413846666,5.335056612,5.326513755,5.392308487,5.278986258,5.227261716,5.585399885,5.483480555,5.236322367,5.398589267,5.526208876,5.419273001,5.240188051,5.161571246,5.185461212,5.446490687,5.528242641,5.423327666,5.229394817,5.43136367,5.308483551,5.542437732,5.117935835,5.328431559,5.357920436,5.152435733,5.335692257,5.188648642,5.438667554,5.296341357,5.377313126,5.45307322,5.220166649,5.515327004,5.342501132,5.397724249,5.317891988,5.441478558,5.351626851,5.464800147,5.294482194,5.232085194,5.42693676,5.172124914,5.832377602,5.481290658
"ILMN_2194108","RBMY1J",378951,"Y",5.129022109,5.571226092,5.450403215,5.500071718,5.440157602,5.180892641,5.440873514,5.361465582,5.399836817,5.244313462,5.48397632,5.682046009,5.431876975,5.488598866,5.460976425,5.507595517,5.462113847,5.512707364,5.178693684,5.459302536,5.076779941,5.462864774,5.61540816,5.437030007,5.462153637,5.516037545,5.447460585,5.442876902,5.479241028,5.368013252,5.497892072,5.505789565,5.490437458,5.581457359,5.47704461,5.571212282,5.23383609,5.475483619,5.477302751,5.355222402,5.414603186,5.192751003,5.651281057,5.247428768,5.451088653,5.609523636,5.65739233,5.320372023
"ILMN_1674678","RBMY1J",378951,"Y",5.378064895,5.590183826,5.187521499,5.692589689,5.497227502,5.428900813,5.636420775,5.568922582,5.43338622,5.313626817,5.368045129,5.414707264,5.653988658,5.221935645,5.486128842,5.376947511,5.654635472,5.429553929,5.610274119,5.441223849,5.462269736,5.40463669,5.634727407,5.356714917,5.637697979,5.51735262,5.745351842,5.582145591,5.547219433,5.762675283,5.611137453,5.345549042,5.379403436,5.626413253,5.710074637,5.465515882,5.573028059,5.679154811,5.612066833,5.594154503,5.58160575,5.457688187,5.495627521,5.374705699,5.662153179,5.604113419,5.447678984,5.516009586
"ILMN_2194115","RBMY1J",378951,"Y",5.334729408,5.380261389,5.451442005,5.452626813,5.582218662,5.480741515,5.67361989,5.537562224,5.262079851,5.725154803,5.597117339,5.403606379,5.358314854,4.93426304,5.733520859,5.38415116,5.423537194,5.230620626,5.178054582,5.595654854,5.420898984,5.394739124,5.542466408,5.467491401,5.454903527,5.431025678,5.363976367,5.123970129,5.642696044,5.369391539,5.64147018,5.405277853,5.428075565,5.590225961,5.353581024,5.21374638,5.440578692,5.391848064,5.416767666,5.425778911,5.285925649,5.759343596,5.420477151,5.119648072,5.519223155,5.181568159,5.786837351,5.301502513
"ILMN_1738703","RBMY1J",378951,"Y",5.459697528,5.473141356,5.308128824,5.38099253,4.964966211,5.30467322,5.344966056,5.429580148,5.901382488,5.441095927,5.247248461,5.337725186,5.287732374,5.482254333,5.462153637,4.711524467,5.288772527,5.396129227,5.563207661,5.170051045,5.517691443,5.551240312,5.335671774,5.070440028,5.46126768,5.357446068,5.369810115,5.561505007,5.456225082,5.488610911,5.478161875,5.343748993,5.206395488,5.239019066,5.271987828,5.23203289,5.615813775,5.274091843,5.490539642,5.371586808,5.523911961,5.327348738,5.397879822,5.263295109,5.285279807,5.42422176,5.61894506,5.398005976
"ILMN_1666417","RBMY1E",378950,"Y",5.464800147,5.587307601,5.489481547,5.736445463,5.395007511,5.451257947,5.312598905,5.671784653,5.582097305,5.434777194,5.470483843,5.551430919,5.650074756,5.308223922,5.468709289,5.536851757,5.210577998,5.693003062,5.408590271,5.452893536,5.495008048,5.555139676,5.483045952,5.34024449,5.396533393,5.5668884,5.450363136,5.707407549,5.735365754,5.715995127,5.603477123,5.561717076,5.587834835,5.545406932,5.491098484,5.398366793,5.670185525,5.526441055,5.467603917,5.450408431,5.637282676,5.484173891,5.544399204,5.466603561,5.398054155,5.579808729,5.399249496,5.433427107
"ILMN_1806313","RBMY1E",378950,"Y",5.512235047,5.528529357,5.646392437,5.626767203,5.485530366,5.454441353,5.46246995,5.499939175,5.396517057,5.386549213,5.31781188,5.387680178,5.51612953,5.684760378,5.73310765,5.44913883,5.709179889,5.7781824,5.836144271,5.572953282,5.420347617,5.746974849,5.348171878,5.335712737,5.551283807,5.439102813,5.266087009,5.817665808,5.455679243,5.707109983,5.66052512,5.560970964,5.60198469,5.643803061,5.696574068,5.404496376,5.465552547,5.439896796,5.371153639,5.316328571,5.378064895,5.570484907,5.602386477,5.439703704,5.469283444,5.642020725,5.401373871,5.375505638
"ILMN_1683872","VCY",9084,"Y",5.271521934,5.482266247,5.535303945,5.353245451,5.472383362,5.236277637,5.439414031,5.385212839,5.371796439,5.345240091,5.435945935,5.278226263,5.348171878,5.316973421,5.564476921,5.364789138,5.363842408,5.197652554,5.583041324,5.617937116,5.513816685,5.183347658,5.107643027,5.547219433,5.318127619,5.548650309,5.569787186,5.376616087,5.363694948,5.370321025,5.447563019,5.372445274,5.381718679,5.221305087,5.53672965,5.402533535,5.453021923,5.514042612,5.417167407,5.477361841,5.307212216,5.56432026,5.196575909,5.272313815,5.39328463,5.57663671,5.435386858,5.684588078
"ILMN_2170157","VCY",9084,"Y",5.660347345,5.483279089,5.718506843,5.583053828,5.514334956,5.572458415,5.366489695,5.338990809,5.397341072,5.452765031,5.205991798,5.413540434,5.44553655,5.655379162,5.336550865,5.873293594,5.446077885,5.719469544,5.795400974,5.586484594,5.586335426,5.033555215,5.528322842,5.914767379,5.485338059,5.686783227,5.632396633,5.124884292,5.618003893,5.605397667,5.249518197,5.449670036,5.442625811,5.570752283,5.498789855,5.427126018,5.486563452,5.496509679,5.730776678,5.490677931,5.386828446,5.231109985,5.408003114,5.415295368,5.472885274,5.49961427,5.90572691,5.740604468
"ILMN_1720947","VCY1B",353513,"Y",5.401030205,5.431034629,5.47995066,5.396468648,5.466824042,5.368602788,5.27865046,5.455472944,5.27584569,5.228545782,5.214316744,5.446621832,5.235662768,5.335577588,5.366420255,5.487124068,5.417926136,5.250711483,5.315267398,5.344057706,5.41355416,5.219388878,5.440200349,5.409407436,5.393070049,5.333669202,5.382231907,5.346746694,5.375522884,5.276429843,5.495981801,5.257849824,5.378301107,5.641635224,5.283828753,5.327559354,5.201242255,5.264902377,5.557281704,5.800090232,5.336438008,5.320104206,5.393317841,5.274001298,5.346606271,5.395273752,5.174682053,5.223328376
"ILMN_1699714","LOC439957",439957,"Y",5.571047112,5.564118409,5.510920742,5.527350035,5.421801398,5.630856168,5.40543259,5.45791792,5.441186119,5.647993173,5.568567915,5.553698985,5.380702191,5.386216255,5.453928264,5.511615926,5.542144962,5.524241376,5.557242361,5.396533393,5.456673899,5.473586065,5.336608908,5.628731478,5.637839793,5.568695802,5.543673507,5.55194508,5.484626352,5.543239056,5.518078579,5.571687946,5.254596684,5.556128718,5.46229479,5.610954053,5.374658047,5.566528428,5.776111325,5.436767127,5.546140876,5.735223937,5.751640977,5.905602129,5.530481572,5.618400761,5.423075002,5.607883401
"ILMN_1689792","LOC646445",646445,"Y",5.590787917,5.44870464,5.292230918,5.215870242,5.233237349,5.212796953,5.389228663,5.433557923,5.474718918,5.288540337,5.482959023,5.468347004,5.47818704,5.40828962,5.481154852,5.224397991,5.48855844,5.466104923,5.356421356,5.279302589,5.577660883,5.352662323,5.206284187,5.237453863,5.251846307,5.371002914,5.515426124,5.457794604,5.203552304,5.361267749,5.38835801,5.476291206,5.376525876,5.444599959,5.486225738,5.422818735,5.58416719,5.385807778,5.198331669,5.557632758,5.448524081,5.334565466,5.264535193,5.48979372,5.780895962,5.759374024,5.405603964,5.382739928
"ILMN_1790515","LOC653272",653272,"Y",5.446981341,5.302271151,5.336192999,5.402301398,5.373512808,5.326891369,5.268608701,5.411083214,5.484611292,5.296050293,5.321996378,5.286859143,5.310840514,5.339676952,5.343789401,5.294823213,5.433038223,5.573514245,5.455759852,5.314774221,5.477973398,5.625370669,5.617110558,5.609453484,5.302012962,5.064416927,5.459170566,5.261889911,5.510907651,5.226436717,5.449941919,5.548286935,5.5250534,5.287528816,5.391047591,5.386036402,5.381915996,5.318205983,5.308425164,5.561614096,5.446409656,5.284839083,5.520753817,5.302893861,5.433835137,5.288853267,5.553228122,5.245635681
"ILMN_1810319","TTTY7",NA,"Y",5.471215192,5.517469395,5.501749434,5.440028552,5.485210856,5.332972155,5.395143667,5.739308427,5.755999551,5.364535,5.600587214,5.516878387,5.627861067,5.576431144,5.805428585,5.665372751,5.820497924,5.635641492,5.699934158,5.675103865,5.51441376,5.302271151,5.906180837,5.426008782,5.460635786,5.418848763,5.524850126,5.887149183,5.450323443,5.601964833,5.550677737,5.471202334,5.576944834,5.604202128,5.36611401,5.561659734,5.532058253,5.516931589,5.652302429,5.502224129,5.428424575,5.613724336,5.614241796,5.742578891,5.442494822,5.512106403,5.239968747,5.575046312
"ILMN_1683214","HSFY1",NA,"Y",5.706027477,5.203391646,5.415283909,5.682213388,5.435242537,5.507967313,5.320393986,5.507722873,5.389861652,5.527169734,5.332599454,5.684923714,5.402446319,5.466364427,5.466408142,5.357819738,5.43060491,5.42538761,5.514680056,5.445868796,5.642643055,5.34002074,5.613780183,5.416797808,5.522216324,5.522546117,5.24830661,5.31742314,5.45237239,5.428589498,5.505603809,5.349093876,5.273396553,5.430333956,5.38199514,5.343859485,5.473071246,5.49048636,5.595997218,5.595918096,5.306809856,5.364084076,5.586546917,5.670816006,5.445261558,5.47356121,5.608149969,5.460229804
"ILMN_1669640","TTTY3",NA,"Y",5.438795111,5.436129474,5.507239879,5.577553125,5.438076503,5.437018541,5.547532544,5.735853031,5.571427075,5.385128028,5.349001969,5.532023238,5.488438968,5.342479344,5.500692063,5.322589527,5.631477875,5.349871897,5.627826293,5.386549213,5.429688009,5.726691092,5.419219035,5.270511025,5.235835216,5.480232556,5.509342509,5.602038692,5.336133003,5.423739283,5.264403508,5.441606231,5.476006431,5.60439534,5.379251846,5.310803249,5.756974258,5.349972441,5.276887393,5.310212497,5.296439663,5.558104129,5.38623609,5.646901238,5.328712322,5.458491372,5.103200386,5.313220007
"ILMN_2224454","TTTY7",NA,"Y",5.708810096,5.299265345,5.350382744,5.406857412,5.31014169,5.406197721,5.267005577,5.289806136,5.479852831,5.370581489,5.295868132,5.178054582,5.327202873,5.137976685,5.233972091,5.382108228,5.393798058,5.455998921,5.458013326,5.907786597,5.273182288,5.228987321,5.42469235,5.466265704,5.511924507,5.52284584,5.52267389,5.337619651,5.484320362,5.338173815,5.48885323,5.335918752,5.261949883,5.507203992,5.486809492,5.233882692,5.334891045,5.495281773,5.658991251,5.369044975,5.098315231,5.266798263,5.23680176,5.291982807,5.417109389,5.452506437,5.59005724,5.5247993
"ILMN_1804958","ZFY",7544,"Y",5.38386466,5.42535938,5.482709815,5.575739484,5.188468541,5.477967548,5.486452856,5.36097485,5.486770019,5.357513377,5.916850022,5.597938965,5.64747961,5.654653174,5.553606857,5.524417129,5.572226454,5.310840514,5.491699148,5.605677999,5.43294954,5.904972784,5.556464578,5.291874924,5.578359102,5.615992385,5.620125957,5.639627418,5.320955732,5.287418656,5.733139425,5.180670446,5.521265554,5.482672433,5.397312441,5.762026784,5.482992078,5.652765012,5.575974899,5.734130824,5.691509186,5.716271386,5.496145504,5.962017601,5.63167811,5.606800377,5.511286311,5.682612003
"ILMN_2090059","ZFY",7544,"Y",5.505645269,5.372690356,5.314017221,5.44203256,5.374987991,5.479632833,5.432533254,5.361347591,5.404920603,5.357801149,5.433983511,5.428452102,5.467664548,5.38891229,5.357088773,5.441380657,5.246298387,5.409422582,5.45583632,5.475566931,5.414201913,6.816501878,6.728554052,6.872150908,6.686838524,6.806206371,6.814309518,7.002940669,5.385196242,5.369825558,5.485326519,5.383902281,5.449911112,5.495990189,5.542077189,6.698926229,6.882265777,6.84509377,6.918787122,6.613872695,7.114175878,7.207697813,6.595211653,6.182122798,6.100661168,6.461480838,6.594158765,6.822802685
