"probe_id","gene_symbol","entrez_id","chromosome","GSM464201","GSM464202","GSM464203","GSM464204","GSM464205","GSM464206","GSM464207","GSM464208","GSM464209","GSM464210","GSM464211","GSM464212","GSM464213","GSM464214","GSM464215","GSM464216","GSM464217","GSM464218","GSM464219","GSM464220","GSM464221","GSM464222","GSM464223","GSM464224","GSM464225","GSM464226","GSM464227","GSM464228","GSM464229","GSM464230","GSM464231","GSM464232","GSM464233","GSM464234","GSM464235","GSM464236","GSM464237","GSM464238","GSM464239","GSM464240","GSM464241","GSM464242","GSM464243","GSM464244","GSM464245","GSM464246","GSM464247","GSM464248"
"ILMN_2211959","TTTY6",NA,"Y",5.352032989,5.618602551,5.618400761,5.444382932,5.490406611,5.664291889,5.460705658,5.369542421,5.430139971,5.680776898,5.380702191,5.540819376,5.310505615,5.286589093,5.582025967,5.414799476,5.107050579,5.370259151,5.480728188,5.443614736,5.514647553,5.377429818,5.475472962,5.666434814,5.528855471,5.127209731,5.2724893,5.273396553,5.446077885,5.328467693,5.469029903,5.494610467,5.341598211,5.444087221,5.213535738,5.283040034,5.332912965,5.062834413,5.266700302,5.395256889,5.229116217,5.365760244,5.449223444,5.654212205,5.324530991,5.46363912,5.364026309,5.600511856
"ILMN_2317524","TBL1Y",90665,"Y",5.349456289,5.339695123,5.665010824,5.580214729,5.605957271,5.644355059,5.371270918,5.283565746,5.45347262,5.748073049,5.350247021,5.237759713,5.50269812,5.710672963,5.306515756,5.544797752,5.502369062,5.602315128,5.425778911,5.41139302,5.46148689,5.510326941,5.55465808,5.546660271,5.395913462,5.641803776,5.496374892,5.555441606,5.434712147,5.332197646,5.380373499,5.545898023,5.522687855,5.511207142,5.667825987,5.52106921,5.289067231,5.386265317,5.416555943,5.363497128,5.534426959,5.525463243,5.606574683,5.575476741,5.523840094,5.662226332,5.685718048,5.55439418
"ILMN_1812328","TBL1Y",90665,"Y",5.560170843,5.675874546,5.665804733,5.523339733,5.628249307,5.537719535,5.488206438,5.744357872,5.250405778,5.470220518,5.453529014,5.521892081,5.601433664,5.653275159,5.285487065,5.646891024,5.520477316,5.561688175,5.608911185,5.231209024,5.597487267,5.460676127,5.454399091,5.855011698,5.494533748,5.486670735,5.444324845,5.32728653,5.501736725,5.361279576,5.349851987,5.534273751,5.3444712,5.394948203,5.304695254,5.33441805,5.309172102,5.591971398,5.738097506,5.269286404,5.443641097,5.461255521,5.384091221,5.372821088,5.550382017,5.363370741,5.553503457,5.490293535
"ILMN_2077896","TTTY15",NA,"Y",5.499913059,5.146365398,5.005581839,5.421306274,5.362589602,5.052465828,5.2680997,5.500489981,5.324814763,5.375129241,5.227823821,5.266053771,5.238741176,5.143306485,5.331221751,5.540223229,5.299974052,5.237644785,5.457265212,5.507543763,5.093759288,5.634959695,5.762105762,5.459185831,5.456447603,5.352478565,5.451672082,5.494270013,5.164543937,5.393770301,5.224797875,5.234946282,5.203552304,5.154370567,5.205298836,5.847411671,5.715995127,5.697269443,5.93815274,5.801904665,5.733017016,5.532074337,5.691358709,5.655776606,5.559791802,5.742211994,5.46533644,5.662822805
"ILMN_2090029","CDY2A",9426,"Y",5.437357631,5.531429313,5.229724814,5.357463415,5.168497762,5.382518299,5.440239496,5.399684205,5.525478291,5.518064556,5.538949895,5.440615125,5.439373146,5.336838645,5.684826745,5.384028726,5.607719093,5.763714973,5.502341749,5.651875802,5.143417898,5.541308744,5.530173533,5.563914997,5.466447383,5.370613813,5.356510746,5.314138491,5.373969641,5.408377758,5.372133818,5.392054808,5.458782656,5.439511351,5.366437695,5.349816801,5.587677213,5.433024382,5.298217501,5.293856435,5.396098051,5.477796323,5.240233985,5.503787737,5.366916661,5.37872828,5.179852217,5.60007348
"ILMN_2204360","TTTY1",NA,"Y",5.487148603,5.237604577,5.691829434,5.593525189,5.518167745,5.613350917,5.499736323,5.190822194,5.261785936,5.581068051,5.419935909,5.26646156,5.252136798,5.503322758,5.19386734,5.282550411,5.343120036,5.575290816,5.361236977,5.202849875,5.625384561,5.239109118,5.161914806,5.292774691,5.536372478,5.486028538,5.216104028,5.403201101,5.510009275,5.545790078,5.489177668,5.708435934,5.259334448,5.285010575,5.313244941,5.85560255,5.537631357,5.343467524,5.359362832,5.246421539,5.490726812,5.337468434,5.438795111,5.498109785,5.586432847,5.310769955,5.668232426,5.548623742
"ILMN_1776195","TMSB4Y",9087,"Y",5.422064705,5.417078963,5.464539111,5.268299334,5.315543691,5.549963666,5.313268367,5.405062537,5.554003493,5.240471206,5.43387559,5.495151815,5.341763626,5.559297,5.13354323,5.415323774,5.354986473,5.640719154,5.456599673,5.53594492,5.156767142,6.100265509,6.582900972,6.211359631,6.512437615,6.268082296,6.468565349,6.411741535,5.128723406,5.306322306,5.591169243,5.278930057,5.117765871,5.269451108,5.367050066,6.100813268,6.577546059,6.175133078,6.520144687,6.129919095,6.453152638,6.217599708,6.42338689,5.532047204,6.574267382,6.531857495,6.394363122,6.409156391
"ILMN_1750879","LOC653293",653293,"Y",5.620448091,5.558822853,5.406683859,5.482804562,5.55220026,5.434873474,5.611468913,5.649045873,5.500640716,5.435312727,5.445350376,5.469708362,5.538018918,5.375225444,5.493463097,5.360293304,5.568567915,5.269043092,5.686328297,5.410975546,5.513110074,5.569159605,5.808349684,5.652302429,5.487090027,5.569572488,5.577338412,5.627335286,5.365450581,5.462941023,5.514451387,5.517820059,5.51872205,5.679090815,5.538550655,5.396562349,5.605730778,5.442768867,5.468038816,5.58201242,5.520696346,5.621353239,5.578065711,5.710479865,5.430767101,5.672486365,5.383966466,5.332243567
"ILMN_1662052","LOC643222",643222,"Y",5.580301361,5.69316252,5.570513848,5.609595936,5.777763264,5.511389831,5.588515375,5.764177452,5.330441501,5.745597487,5.579715676,5.62280132,5.642324179,5.652722214,5.497242354,5.67682504,5.853892101,5.642717031,5.582940156,5.489661347,5.669154261,5.63259453,5.743340206,5.438521134,5.838860514,5.57753788,5.794409014,5.707471983,5.715581051,5.561456716,5.580900446,5.792483876,5.809788835,5.684545918,5.749936817,5.864822886,5.660929928,5.576396781,5.466019423,5.659348839,5.609595936,5.442572332,5.74442274,5.719535935,5.490877417,5.62353524,5.370629079,5.789307519
"ILMN_1716960","RBMY1B",378948,"Y",5.347965868,5.17088459,5.178287199,5.275965947,5.59437617,5.420944556,5.245121868,5.261651257,5.072581259,5.202988068,5.513722346,5.283679286,5.410919517,5.538148927,5.407784244,5.491765721,5.032248615,5.363826847,5.280521547,5.56482655,5.302676659,5.308733588,5.313995324,5.557662377,5.280883367,5.374231313,5.35655914,5.268737942,5.34291071,5.266798263,5.232161959,5.269994252,5.192828041,5.137453279,5.369890452,5.331081099,5.254453898,5.478926204,5.304992752,5.386549213,5.313419542,5.162954125,5.450502416,5.132227189,5.212704657,5.260420398,5.41271515,5.230521772
"ILMN_1690753","RBMY1A1",5940,"Y",5.198781227,5.089518848,5.242656594,5.392898958,5.010882851,5.023047848,5.229290373,5.320845059,5.125052254,5.378666335,5.317466446,5.28034021,5.28558386,5.176658263,5.227472866,5.078733642,5.216324107,5.286766806,5.104457218,5.261987658,4.93426304,5.378001341,5.258414559,5.018588525,5.139790402,5.158673454,5.150778707,5.207937607,5.187103011,5.488518621,5.055578863,5.258101117,5.27082864,5.060087925,5.183275169,5.226859258,5.312573522,5.084606053,5.219894403,5.23992792,5.264666863,5.211481928,5.173793019,5.130669256,4.975873941,5.394007994,5.337996794,5.208283984
"ILMN_1651456","UTY",7404,"Y",5.35589623,5.089837123,5.34047503,5.477153378,5.387227901,5.385764466,5.384950718,5.212406211,5.380551725,5.400820008,5.220071083,5.019879999,5.483279089,5.21091188,5.451035896,5.355647449,5.345750166,5.403213041,5.523699387,5.302507728,5.344443479,5.142151145,5.293721813,5.456184213,5.38376337,5.309252033,5.292859643,5.469609705,5.571763166,5.517469395,5.647071232,5.468709289,5.430315829,5.434464172,5.391030681,5.565955941,5.382920763,5.473012065,5.618723566,5.334464296,5.420290181,5.609894374,5.446194295,5.275191467,5.156095097,5.453538882,5.638926208,5.289509882
"ILMN_1779475","DAZ2",57055,"Y",5.307044092,5.552727823,5.510790629,5.458656558,5.620161429,5.555877887,5.664873507,5.398896375,5.374645291,5.482433614,5.530638962,5.430476156,5.273163459,5.24663917,5.427787265,5.525727402,5.227429554,5.608494746,5.477056732,5.263059174,5.693303797,5.31662859,5.408538944,5.479491859,5.332286834,5.365978953,5.321410816,5.317036987,5.434332351,5.273490741,5.334031755,5.21443238,5.2180016,5.380615482,5.188254555,5.506385756,5.454342921,5.500446495,5.318777526,5.340582398,5.41044964,5.561802525,5.157417431,5.134188204,5.171948161,5.457079318,5.4236206,5.526611295
"ILMN_1727258","AMELY",266,"Y",5.640546073,5.368995937,5.559893906,5.716271386,5.627918851,5.668028692,5.49145467,5.653810738,5.921709856,5.623568321,5.775594311,5.571499015,5.359318462,5.505417347,5.729208206,5.77445905,5.992515059,5.736563918,5.526120251,5.448050346,5.558000684,5.637927351,5.598791732,5.720333492,5.46032185,5.680253632,5.353142048,5.295764901,5.750619674,5.569872156,5.665853169,5.551403803,5.572058512,5.601646822,5.394711797,5.469670284,5.616764816,5.602647011,5.53699249,5.695775701,5.367918453,5.485055624,5.375225444,5.60839383,5.549064459,5.492314429,5.506022499,5.753773576
"ILMN_1739587","UTY",7404,"Y",5.571359003,6.165471922,5.23336297,5.518708743,5.507467199,5.360882066,5.598621796,5.465999031,5.290361028,5.317136038,5.591584401,5.453485691,5.325011335,5.690962181,5.468383952,5.436229019,5.467928343,5.383304906,5.454286147,5.758933185,5.572090674,6.114328695,5.87846736,6.062088778,6.016293552,5.869725716,5.866505465,5.69056505,5.616484652,5.267154249,5.434303851,5.586988914,5.661930681,5.304606869,5.49928728,6.063237175,5.855320491,5.981837445,6.002558543,5.97141163,5.886317186,5.977244869,6.152880839,5.773929911,5.849721526,5.57843362,6.26346291,6.066718709
"ILMN_2056795","USP9Y",8287,"Y",5.556420035,5.451468816,5.311579452,5.357513377,5.446865182,5.284517226,5.585613119,5.466710481,5.585327265,5.373464476,5.335166464,5.579796332,5.670362194,5.53782356,5.531222928,5.476170138,5.522465722,5.480338336,5.342155989,5.50534503,5.621560389,5.63358342,5.61548365,5.84886358,5.646058669,5.668840737,5.583026901,5.595584332,5.573896325,5.37663728,5.375785425,5.464637553,5.313697053,5.633355567,5.424857845,5.82832409,5.750689453,5.729006115,5.781693631,5.798055274,5.673114895,5.821894224,5.57509573,5.73462612,5.754498187,5.556642253,5.551471921,5.771423677
"ILMN_2048223","TTTY2",NA,"Y",5.45470954,5.592729982,5.484557028,5.851964483,5.627695299,5.42902145,5.494758359,5.285329618,5.581528875,5.361384656,5.412922804,5.588005248,5.613929923,5.297260483,5.366324298,5.552924621,5.653935975,5.677572166,5.310605957,5.194001039,5.097359855,5.47838346,5.519582332,5.41180892,5.390942171,5.514222154,5.277881324,5.36330478,5.485878506,5.333591334,5.539741174,5.485030278,5.447628368,5.406921901,5.495443355,5.417263949,5.064416927,5.276755534,5.303858202,5.500329963,5.695022265,5.281811977,5.446398848,5.319683864,5.255604965,5.674002666,5.525645202,5.287205184
"ILMN_2048228","TTTY2",NA,"Y",5.69283985,5.504607999,5.546322941,5.432421756,5.560739182,5.510579397,5.453276415,5.611875267,5.577322807,5.409681047,5.510047797,5.472135768,5.447259032,5.512065778,5.386490872,5.330720495,5.436663908,5.221935645,5.527788399,5.414669244,5.530065165,5.538933173,5.405999849,5.450810314,5.350283594,5.50075004,5.470086188,5.449803947,5.494364405,5.424578055,5.561980605,5.384808422,5.458013326,5.439991952,5.433700473,5.224684501,5.480441712,5.296289051,5.579856325,5.59535847,5.257975637,5.557399534,5.49509359,5.71889897,5.26075648,5.405277853,5.350059166,5.30037567
"ILMN_1735758","LOC643062",643062,"Y",5.440578692,5.534402461,5.293694856,5.570130877,5.406255312,5.306259208,5.405558329,5.469484361,5.4573042,5.293197507,5.516773738,5.585787377,5.177876704,5.376765389,5.10402172,5.631632039,5.615278307,5.63285213,5.288617982,5.460888039,5.420020982,5.239968747,5.634819404,5.638728329,5.566528428,5.361050092,5.297733502,5.623602545,5.145204432,5.588984839,5.633931001,5.452935841,5.590553035,5.794831655,5.573263749,5.406625867,5.619413391,5.220361007,5.357306625,5.461558433,5.572343881,5.27530285,5.355773411,5.372228177,5.34905524,5.652631026,5.487350285,5.438496021
"ILMN_1661523","TTTY18",NA,"Y",5.417736045,5.491207614,5.438233706,5.568482338,5.62685839,5.46376181,5.40117434,5.630038648,5.837916222,5.426711148,5.42538761,5.479546906,5.750142483,5.529702641,5.449415883,5.572583257,5.544976107,5.38706029,5.62891646,5.599494809,5.323921041,5.27115209,5.474537586,5.638667723,5.498073214,5.48952722,5.652649821,5.515222684,5.699356628,5.397612026,5.931207938,5.453086318,5.493414107,5.524589402,5.465664615,5.353298116,5.466447383,5.556141439,5.666571739,5.53100166,5.594870945,5.614485322,5.517808639,5.688605732,5.654670726,5.736460303,5.453339155,5.625495628
"ILMN_2089365","TTTY18",NA,"Y",5.430184841,5.409831763,5.558359674,5.297409634,5.604911946,5.327985539,5.296289051,5.626191741,5.825118965,5.523405444,5.455262688,5.208929151,5.337076465,5.46396773,5.671034768,5.365792893,5.436102447,5.45347262,5.434764146,5.272464887,5.304194915,5.645395087,5.304258196,5.504270572,5.181924102,5.257116896,5.270413494,5.447914919,5.517032956,5.533236747,5.687716223,5.651339788,5.38011057,5.495940993,5.295126797,5.582536318,5.280118572,5.498399977,5.437788804,5.270917862,5.261253723,5.628451027,5.478688944,5.357006196,5.421801398,5.754740271,5.521781645,5.391564593
"ILMN_1662151","CDY1B",253175,"Y",5.531709008,5.660593809,5.544497432,5.859148507,5.565707526,6.064758508,5.493288133,5.611940271,5.239550183,5.695632461,5.466566067,5.506413291,5.62333911,5.391392299,5.376864313,5.31600421,5.523232628,5.432142684,5.502830578,5.157330946,5.663148807,5.546595784,5.720837308,5.39408476,5.615813775,5.394785625,5.482863515,5.440061372,5.312897809,5.226907875,5.453629418,5.377297544,5.586305703,5.515061267,5.405417096,5.276032505,5.623585842,5.335897251,5.421415568,5.266020453,5.364246001,5.774626949,5.651554655,5.647608137,5.787803059,5.359687861,5.659503212,5.418770793
"ILMN_2288285","CDY1B",253175,"Y",5.053587063,5.260619408,5.231911699,5.445146747,5.372928727,5.165094396,5.497696304,5.438008551,5.42902145,5.387879254,5.350472128,5.616302569,5.509179734,5.503415305,5.33393801,5.488876049,5.559339882,5.426577204,5.382998828,5.600059525,5.569630931,5.404114705,5.510316189,5.598353137,5.611611763,5.669582847,5.520047402,5.498301367,5.549843088,5.605511342,5.384695784,5.587407105,5.486916084,5.536035365,5.4686598,5.295072737,5.44316817,5.434620476,5.361688147,5.445299735,5.564134249,5.471717376,5.111628947,5.429439897,5.521932269,5.726600497,5.327570538,5.420161963
"ILMN_2288290","CDY1B",253175,"Y",5.377648399,5.574817463,5.694557343,5.466886299,5.477906404,5.378389086,5.353072365,5.572780849,5.566952169,5.560012582,5.440748113,5.595054348,5.597923523,5.300592887,5.355054668,5.472631897,5.971224455,5.355985383,5.493886397,5.5585974,5.423327666,5.359087246,5.327607282,5.430414956,5.377856433,5.395704179,5.324175724,5.370985845,5.608679603,5.358096887,5.629246705,5.617918885,5.246298387,5.606918434,5.439964499,5.514990602,5.405049098,5.426443609,5.448943173,5.329146544,5.652649821,5.278837539,5.517364705,5.445919999,5.391405885,5.502671495,5.592268223,5.541487117
"ILMN_1693537","CDY1B",253175,"Y",5.676866653,5.364937919,5.410545573,5.562711619,5.483530716,5.485030278,5.454441353,5.479940349,5.460127702,5.368059948,5.474075743,5.340426401,5.434221588,5.650074756,5.35480936,5.413462649,5.536020922,5.501165052,5.507798143,5.388274523,5.436311137,5.484230309,5.357496156,5.346849214,5.589357987,5.56086115,5.538061009,5.457490591,5.481021472,5.4188113,5.498804799,5.629027554,5.674740048,5.369810115,5.365450581,5.615834657,5.456159742,5.51729957,5.280994906,5.472799064,5.481684106,5.120474386,5.649907582,5.605850129,5.597570465,5.379839739,5.298967865,5.521996461
"ILMN_1678260","BCORL2",286554,"Y",5.359348656,5.340459946,5.322836516,5.423126983,5.624828238,5.234060137,5.276312456,5.43850786,5.437635719,5.476375265,5.353383508,5.395204579,5.255385915,5.050261406,5.171316024,5.330343,5.284163693,5.289973939,5.69804195,5.24859071,5.360426408,5.207991162,5.5668884,5.349988932,5.291454152,5.307481614,5.476533934,5.22630021,5.420203907,5.39173292,5.449670036,5.276429843,5.493273809,5.346944685,5.27865046,5.325444715,5.392973753,5.284245709,5.358750235,5.359669699,5.359444894,5.177703649,5.430823163,5.336648159,5.38384954,5.342576941,5.420233041,5.158424717
"ILMN_1726723","LOC642953",642953,"Y",5.417263949,5.421936354,5.636782085,5.494610467,5.620393416,5.528359412,5.57071282,5.594962211,5.608836809,5.324659202,5.568845801,5.327348738,5.351668149,5.49796303,5.435786749,5.578836714,5.561802525,5.519973398,5.372789083,5.587191255,5.509044177,5.490413736,5.371713681,5.53303477,5.669063523,5.560945537,5.609178712,5.456917937,5.532151681,5.582175637,5.528455732,5.508441323,5.51735262,5.559177001,5.459083607,5.613010205,5.651068735,5.511954043,5.539457291,5.490772351,5.682685094,5.621770215,5.613143419,5.608871409,5.402910424,5.513663471,5.516116566,5.542089001
"ILMN_1686036","LOC646439",646439,"Y",5.970957271,5.819078336,5.794697055,5.600745557,5.705647592,5.777763264,5.792576232,5.861361581,5.447876204,5.505536075,5.763748483,5.646810141,5.705116366,5.876171121,5.540985225,5.633261218,5.453159607,5.603240358,5.646101447,5.860165275,5.418559287,5.818326295,5.41736605,5.615958804,5.597487267,5.717429767,5.77849535,5.321531446,5.807598445,5.912337283,5.644896149,5.557281704,5.512733819,5.352519965,5.376495064,5.401187621,5.585482691,5.810553468,5.497265307,5.53084399,5.604113419,5.449615872,5.892258962,5.697555759,5.724258076,5.703794675,5.477265857,5.556405287
"ILMN_2202368","RBMY2EP",NA,"Y",5.534246082,5.213323499,5.274517067,5.217325623,5.408736847,5.199613062,5.47194845,5.505106201,5.720837308,5.439102813,5.24837858,5.468892206,5.297426833,5.437950176,5.338634421,5.212134464,5.244667802,5.479777716,5.280472462,5.494428968,5.547108096,5.653697188,5.44164877,5.292326364,5.34970862,5.354504957,5.410803852,5.320827556,5.231832846,5.415639796,5.323216425,5.35655914,5.383177029,5.211126698,5.143916313,5.416211104,5.387729813,5.308617277,5.318621871,5.335376317,5.650278223,5.261073478,5.457983842,5.422188306,5.280578613,5.393742197,5.313761279,5.573167261
"ILMN_2202370","RBMY2EP",NA,"Y",5.230667943,5.350965313,5.291569252,5.402408864,5.361203382,5.283416571,5.227791187,5.393816514,5.431604156,5.438680168,5.250440104,5.428200269,5.567888212,5.761099854,5.513733797,5.597117339,5.258199328,5.463872608,5.489646411,5.437045477,5.146009475,5.45685791,5.293964407,5.453562083,5.330951221,5.264569819,5.354893235,5.349871897,5.405503077,5.516037545,5.478371658,5.445486554,5.191627911,5.220166649,5.306259208,5.593087095,5.463253259,5.442425826,5.493673397,5.382748371,5.337042132,5.460101752,5.422684279,5.382450987,5.60240364,5.327059492,5.412124319,5.672994886
"ILMN_2117845","CSPG4LYP2",NA,"Y",5.23276043,5.293007711,5.57470601,5.425139825,5.377536598,5.626678596,5.365042088,5.509867032,5.296756306,5.406643959,5.35896358,5.52723859,5.398136093,5.516760546,5.636346427,5.312313613,5.336526933,5.497584283,5.742578891,5.213592879,5.317196682,5.202849875,5.53916565,5.245670378,5.212232753,5.194810451,5.39300395,5.449300946,5.411534942,5.551240312,5.398095387,5.345512016,5.454758546,5.132227189,5.228011234,5.52414615,5.385014332,5.441994091,5.11245434,5.352050997,5.459526798,5.469269103,5.469362195,5.476196516,5.144374784,5.304235564,5.498603777,5.420264331
"ILMN_1653471","CDY1",9085,"Y",5.445391048,5.411610284,5.503274313,5.677743743,5.473101252,5.451372053,5.316914747,5.675394576,5.476967778,5.501682121,5.619133101,5.479963749,5.368433735,5.655749594,5.407931496,5.450752486,5.523009107,5.531998505,5.605941772,5.591231514,5.592371237,5.69216579,5.465962388,5.601379531,5.60032438,5.633799617,5.6328904,5.768161184,5.561370977,5.555367797,5.641985743,5.495431909,5.392679126,5.554023527,5.290195215,5.564147149,5.512724318,5.40707629,5.49887392,5.555995208,5.442876902,5.42847998,5.47371028,5.410315909,5.399479865,5.529109103,5.396548869,5.477770272
"ILMN_1689843","TTTY4C",NA,"Y",5.512829982,5.180743521,5.312242163,5.600303039,5.444351501,5.316838174,5.376303253,5.431284219,5.323292767,5.395526194,5.359134284,5.655356809,5.477465939,5.400534594,5.357021257,5.410000336,5.330935312,5.322711597,5.638342596,5.304327636,5.130669256,5.441690865,5.340824985,5.470803499,5.368288282,5.344057706,5.27575459,5.334488228,5.11479609,5.409692898,5.156954691,5.250489052,5.443778812,5.351472804,5.252389633,5.492524421,5.340045611,5.400479505,5.290443259,5.382716388,5.287024369,5.513000555,5.108942021,5.526821171,5.256353397,5.399824153,5.300670169,5.535739136
"ILMN_2145781","RBMY2FP",NA,"Y",5.532137307,5.280719509,5.315750256,5.553411833,5.479706898,5.503724439,5.414855752,5.535419706,5.65941402,5.700092556,5.517139412,5.40806127,5.574082223,5.653848975,5.34080006,5.620359274,5.301229576,5.502584617,5.433544111,5.554713666,5.487464877,5.368172253,5.613143419,5.467652994,5.309277495,5.432091445,5.424857845,5.151745263,5.570931438,5.356019039,5.166216187,5.578969299,5.438546378,5.256206457,5.286490083,5.476097234,5.416815537,5.412081159,5.446715221,5.434124561,5.486080306,5.338922914,5.522832321,5.377763902,5.496703611,5.349289707,5.479662551,5.24092226
"ILMN_1767590","LOC653178",653178,"Y",5.533666215,5.555862985,5.409861564,5.658223578,5.534907493,5.560782867,5.548498036,5.489646411,5.585551927,5.502210141,5.590042191,5.293571316,5.635845684,5.402800296,5.680231228,5.484059638,5.798150977,5.581162683,5.718566539,5.538372699,5.767214537,5.534273751,5.618879419,5.636015263,5.422146638,5.581241798,5.421851807,5.552804211,5.622268212,5.46989207,5.379763336,5.384454282,5.452722102,5.705350395,5.632874154,5.589031946,5.435131425,5.619738544,5.504847556,5.459289307,5.675301363,5.530374603,5.596471514,5.60898986,5.583079753,5.675989808,5.635346996,5.426786032
"ILMN_1731521","LOC653178",653178,"Y",5.556238158,5.268166879,5.247357034,5.377666213,5.513529386,5.119648072,5.278174421,5.329898699,5.356902976,5.351747949,5.370598106,5.256004647,5.461755399,5.242129288,5.418038482,5.512650031,5.409809113,5.358012784,5.405662349,5.447523586,5.601239664,5.461091501,5.717238037,5.194001039,5.317077183,5.482030932,5.300103713,5.28606616,5.42483142,5.257116896,5.31768408,5.227791187,5.251972935,5.484385899,5.414880305,5.337179383,5.506120146,5.357819738,5.309570859,5.297038508,5.410435454,5.69220969,5.395745984,5.516711036,5.405687089,5.262017402,5.385655679,5.399851053
"ILMN_2066116","TTTY4",NA,"Y",5.115478345,5.439550259,5.238382987,5.512773154,5.363225381,5.382953245,5.293250234,5.590074682,5.654850816,5.636919913,5.311579452,5.507749915,5.24358038,5.388382101,5.370192926,5.376184727,5.357171839,5.111471917,5.258808526,5.505043076,5.267180483,5.23571079,5.393480723,5.216260327,5.587066337,5.48233189,5.414361491,5.281989317,5.414739141,5.406899073,5.313174182,5.459421918,5.549079646,5.518128753,5.247053674,5.354948911,5.38706029,5.315460117,5.471226007,5.313717602,5.495255576,5.489361945,5.315175748,5.155251213,5.483385691,5.642306006,5.61245135,5.442398136
"ILMN_1796686","LOC643409",643409,"Y",5.428411724,5.556950212,5.218215417,5.261175909,5.501485362,5.361465582,5.224720552,5.322365146,5.506199802,5.172217406,5.326370886,5.349724458,5.861944772,5.595083263,5.396055586,5.410372966,5.487722351,5.484785255,5.689374665,5.786034037,5.480764716,5.464824883,5.320211849,5.586638568,5.390258141,5.231986788,5.437931196,5.600546143,5.274028853,5.363881228,5.309506927,5.386730796,5.418446896,5.501941416,5.470408581,5.334583298,5.621157037,5.500836468,5.261651257,5.516155809,5.349289707,5.532741768,5.450007912,5.510059054,5.380582054,5.562758105,5.264902377,5.532626321
"ILMN_2197750","LOC728137",728137,"Y",5.594394804,5.943118801,5.665268671,6.060688965,5.979005349,6.120401197,6.040643897,5.552087834,5.505180836,6.110005683,6.029194917,5.856458724,5.603008782,5.6825455,5.727199611,6.10169596,5.545737823,5.946982454,5.549064459,5.574412524,5.861078262,5.564118409,5.279764423,5.643370624,5.712552682,5.832927415,5.602807897,5.492182299,5.709642417,5.602723135,5.625512619,5.873781956,5.844768025,5.642306006,5.946563221,5.532444771,5.217172721,5.543316638,5.361347591,5.75301497,5.443423481,5.466913926,5.591276544,5.282788847,5.650942633,5.486225738,5.971311183,5.794003153
"ILMN_2099858","TTTY19",NA,"Y",5.752978725,5.836144271,5.893043059,5.623966887,5.871144855,5.98873192,5.817484312,5.488167515,5.674850283,5.826522138,5.876854596,5.678836822,5.5659693,5.437501246,5.825666412,5.59310723,5.663300313,5.685359443,5.600511856,5.526144631,5.922725127,5.297840121,5.762189124,5.607719093,5.428563743,5.747671815,5.608330314,5.537247215,5.583041324,5.486261811,5.593733045,5.647949661,5.739973827,5.665658142,5.735933048,5.489968527,5.509111675,5.685478546,5.483751072,5.663526665,5.577857224,5.561845319,5.720778686,5.650236136,5.668791463,5.587482821,5.463289047,5.550548867
"ILMN_2099855","TTTY19",NA,"Y",5.432115752,5.546867128,5.40452611,5.105462178,5.405647192,5.49373931,5.427835618,5.367132516,5.288191868,5.468626597,5.552727823,5.115988271,5.449839434,5.467105803,5.556196228,5.755815987,5.594250809,5.766754402,5.611437316,5.570325851,5.397520427,5.367964751,5.775351066,5.411904178,5.21427005,5.530374603,5.348248255,5.298451938,5.396161634,5.360547668,5.603876936,5.356226022,5.920108251,5.229116217,5.3629031,5.578969299,5.260790798,5.430022826,5.534907493,5.317596251,5.496028831,5.446581283,5.658991251,5.362203744,5.445046154,5.430345811,5.482697556,5.411127934
"ILMN_1658315","LOC728395",728395,"Y",5.254217573,5.481312336,5.414982334,5.498374888,5.49035108,5.406354129,5.588580756,5.444586647,5.551546333,5.447265707,5.377947867,5.467710722,5.498247012,5.450623719,5.43294954,5.320104206,5.707948151,5.334768506,5.303044255,5.552114802,5.399261886,5.636705554,5.452195494,5.410112071,5.563988097,5.428139382,5.52402807,5.590923463,5.395350354,5.516444466,5.597364832,5.520301176,5.505752421,5.74307288,5.438064209,5.461383809,5.760481561,5.599021682,5.530638962,5.633998352,5.454065225,5.2355346,5.606847398,5.396711714,5.475698657,5.449008074,5.571901289,5.749435264
"ILMN_1702450","LOC646283",646283,"Y",5.588360898,5.544597336,5.631268729,5.595803231,5.375115978,5.532626321,5.395128659,5.753924209,5.335671774,5.809142642,5.391450717,5.508559749,5.640084146,5.542497419,5.524850126,5.6263956,5.484860818,5.253609336,5.45979612,5.620573872,5.560447729,5.432142684,5.655811593,5.815884967,5.686756693,5.558796338,5.723844407,5.79690358,5.644707846,5.792323177,5.68724323,5.576046193,5.699223579,5.752376082,5.72219466,5.553897362,5.41094744,5.562949104,5.629649966,5.519005461,5.684898327,5.619682052,5.607239038,5.65405191,5.450833861,5.717238037,5.40218422,5.289379883
