SYMBOLS,logFC,AveExpr,t,P.Value,adj.P.Val,B
EPHX2,-1.517263677,1.749361112,-4.714976323,0.000621357,0.999966589,-4.413444202
UPK3A,3.066345527,-2.448172851,3.813700647,0.002835159,0.999966589,-4.565646816
LRP6,-1.408675943,1.320690958,-3.78196847,0.002996079,0.999966589,-4.45357655
ELFN1,-1.95446778,-2.288240553,-3.748835936,0.003174205,0.999966589,-4.542290508
EXOC3-AS1,2.294635406,-0.866952497,3.588683584,0.004202669,0.999966589,-4.559318294
MYRF,-1.630398044,1.539901728,-3.58262534,0.004247723,0.999966589,-4.459602737
B3GALT5,-2.305113818,-1.627625968,-3.556684992,0.004446323,0.999966589,-4.558166599
CALB2,3.057451313,-2.720968594,3.553708278,0.004469715,0.999966589,-4.55754574
ROBO1,-1.511827083,0.448042281,-3.508550784,0.004840497,0.999966589,-4.489293144
TNFSF15,-1.11706889,2.508156976,-3.452082902,0.005348956,0.999966589,-4.389102368
MSC-AS1,1.779465198,-1.135195117,3.424487711,0.005617026,0.999966589,-4.543336939
MAT1A,3.627949976,-2.629459799,3.388053574,0.005992156,0.999966589,-4.568193029
PCDH10,-1.88153567,-2.314997195,-3.363651424,0.006257634,0.999966589,-4.553697415
RBM20,-2.015109365,-0.578343454,-3.344576033,0.006473505,0.999966589,-4.528655312
ZNF154,-1.688732491,1.922237665,-3.341880427,0.006504618,0.999966589,-4.461400238
DSC1,-2.526174467,-1.858151747,-3.335933696,0.006573796,0.999966589,-4.558531584
EPGN,-3.012611598,-3.573333179,-3.335138994,0.006583097,0.999966589,-4.569105611
RARRES1,2.830041515,-0.077225272,3.276258655,0.007310938,0.999966589,-4.526867446
RFX3-AS1,2.346243982,-2.226885058,3.231323014,0.007921149,0.999966589,-4.567776969
ZNF814,-0.853527697,2.63859203,-3.208349881,0.008252871,0.999966589,-4.461087752
LINC01816,2.608656069,-1.032626796,3.208290556,0.008253745,0.999966589,-4.569302662
LOC101929719,2.139184499,-1.290430883,3.145112126,0.009240701,0.999966589,-4.569244767
RND1,1.378773403,0.780877255,3.108926631,0.00985901,0.999966589,-4.461885317
SLC1A2,1.710354545,-0.090653457,3.108519318,0.009866204,0.999966589,-4.488824774
FGFR4,-2.222968176,-1.918325321,-3.106355367,0.009904507,0.999966589,-4.567545015
PITPNM2,-0.806370176,3.672014416,-3.105970828,0.00991133,0.999966589,-4.405690224
GPR137B,0.897916645,4.676865938,3.100165154,0.010014912,0.999966589,-4.393438313
GNAO1,2.321682647,-0.529280306,3.090450744,0.010190686,0.999966589,-4.53538977
IGF2BP1,-1.703193084,0.233402771,-3.087236154,0.010249535,0.999966589,-4.511310429
HOXA3,-1.401735816,-1.693514465,-3.061698407,0.010729414,0.999966589,-4.554162078
MGC12916,1.57693002,2.872789524,3.061280214,0.010737458,0.999966589,-4.439666981
CREG1,0.950332166,7.287500197,3.05668904,0.010826174,0.999966589,-4.394127167
MDS2,-2.410103744,-2.426857969,-3.029807716,0.011360643,0.999966589,-4.566740094
TIFAB,3.540271636,-0.820479274,2.999411111,0.011997118,0.999966589,-4.5625187
CSF2,1.617466727,-0.75708058,2.963149958,0.01280351,0.999966589,-4.499408734
CACHD1,-1.532531235,-0.488944862,-2.946417469,0.013193769,0.999966589,-4.4989516
RASD2,-1.259105876,-1.710286755,-2.937392289,0.013409203,0.999966589,-4.527962242
HNRNPLL,0.807708408,5.197754666,2.936699859,0.013425877,0.999966589,-4.410264858
NUPR1,1.761042483,3.189542459,2.931217593,0.013558625,0.999966589,-4.435488223
MEOX1,-1.79835686,-2.827314882,-2.912573195,0.014020014,0.999966589,-4.561847524
ZNF135,-1.390877874,0.095796696,-2.907531658,0.014147457,0.999966589,-4.54893251
ARHGEF26,-1.897525808,-0.50133177,-2.903319093,0.014254834,0.999966589,-4.558503673
ACBD3-AS1,2.371188274,-2.967271861,2.890917352,0.014575714,0.999966589,-4.570405252
ASIC1,-1.515194738,-1.887476505,-2.888928353,0.014627846,0.999966589,-4.531516933
ACSL4,0.730068182,8.3200878,2.886888402,0.014681507,0.999966589,-4.413264065
LBX2,2.135798372,-1.518071849,2.885792188,0.014710425,0.999966589,-4.572015831
C11orf96,0.967178442,3.03867129,2.870665381,0.015115328,0.999966589,-4.4364439
OR5B21,-1.356566422,-3.220837364,-2.860416529,0.015395977,0.999966589,-4.562946322
PTPRD,-1.623848413,-1.697743172,-2.856741455,0.015497878,0.999966589,-4.543190476
OR2B11,-1.604718841,2.11017929,-2.856534646,0.015503632,0.999966589,-4.474965356
ADCYAP1,3.002454406,-0.052441955,2.852485152,0.015616736,0.999966589,-4.513991093
PYROXD1,0.941526778,2.106925403,2.84923421,0.015708133,0.999966589,-4.512834197
BDKRB2,2.875289124,-0.70290454,2.838221971,0.01602172,0.999966589,-4.566547304
ABTB2,0.939343749,4.413299152,2.834969691,0.016115522,0.999966589,-4.439909701
TNNI1,-3.088919327,-1.683539119,-2.810246668,0.016846734,0.999966589,-4.578000633
VCAM1,1.712019672,1.170150925,2.80536321,0.016995034,0.999966589,-4.466830192
ZNF550,-0.950986213,2.628431798,-2.795137921,0.017309781,0.999966589,-4.499939502
ME1,1.463359303,1.999883276,2.783737503,0.01766755,0.999966589,-4.48277811
ZNF543,-1.018647063,1.562231298,-2.773401238,0.017998281,0.999966589,-4.523996871
UBTD2,0.870646706,4.417348318,2.766209752,0.018232015,0.999966589,-4.437831256
MAGEA10-MAGEA5,-2.366255912,-1.996165959,-2.755548725,0.018584079,0.999966589,-4.579769028
ZNF304,-0.769447415,2.680587793,-2.754768134,0.01861012,0.999966589,-4.489715415
COL5A3,1.717693443,-2.345361104,2.749804741,0.018776558,0.999966589,-4.557227119
GLB1L2,2.371572284,-1.874687791,2.737398064,0.019199086,0.999966589,-4.559041964
IGSF21,2.304772141,-2.198678932,2.729666454,0.019467158,0.999966589,-4.561124989
MCOLN2,1.760923423,2.96249702,2.728246081,0.019516808,0.999966589,-4.462475026
TMEM121,-2.096330989,-2.221406328,-2.723151545,0.019695926,0.999966589,-4.56742267
HOOK1,-0.970687888,2.822538625,-2.714282762,0.020011641,0.999966589,-4.500717955
RGS16,0.882420242,2.700266311,2.708471283,0.020221237,0.999966589,-4.440391902
TRAM1,0.564596819,6.473470274,2.707874356,0.020242888,0.999966589,-4.419382755
MUC17,-1.883132894,-3.589258421,-2.70276087,0.020429307,0.999966589,-4.573458467
EXTL3-AS1,-2.390344186,-3.366467115,-2.691712859,0.020837902,0.999966589,-4.57519297
NKD2,-1.779599398,-2.304914288,-2.685931397,0.021054936,0.999966589,-4.558251907
MT1G,3.384101357,-1.082237318,2.67684604,0.021400526,0.999966589,-4.564832032
MNS1,1.699914225,-0.817596954,2.670790825,0.021633966,0.999966589,-4.560359032
MSMO1,0.883284132,3.198608686,2.647175965,0.022568659,0.999966589,-4.484744888
CCDC81,2.280415893,-1.446491682,2.645461799,0.022638039,0.999966589,-4.567698765
ZNF876P,-2.049022138,-0.964261039,-2.642209197,0.022770267,0.999966589,-4.569608263
MEDAG,3.262026172,-2.562313731,2.631915954,0.02319376,0.999966589,-4.571376639
IQSEC1,-0.786496584,7.191803556,-2.627425515,0.023380935,0.999966589,-4.43299849
C9orf152,2.465715428,-1.481245609,2.622032407,0.023607705,0.999966589,-4.575965839
LINC01108,1.480042771,-2.480394998,2.618344088,0.02376404,0.999966589,-4.562880256
TWNK,-0.93679097,1.665884413,-2.616379017,0.023847748,0.999966589,-4.523600844
RPGRIP1,2.138168008,0.054394112,2.613895113,0.023953974,0.999966589,-4.5631893
DBI,0.708995015,5.747440566,2.605882214,0.024299838,0.999966589,-4.431145154
C1S,2.680178374,1.201878235,2.604159006,0.024374858,0.999966589,-4.537328074
ZNF397,-0.735110793,3.592430154,-2.603101275,0.024421019,0.999966589,-4.489038534
ZNF552,-0.790334346,2.779405167,-2.601825731,0.024476801,0.999966589,-4.507910724
GIPC3,-1.485912059,-1.170745385,-2.59881611,0.024608914,0.999966589,-4.544690815
ADAMTS4,2.005350968,-0.467780181,2.598019393,0.024644004,0.999966589,-4.529523124
ARC,1.387841121,-0.391670268,2.595100873,0.024772969,0.999966589,-4.533184737
C1orf21,0.802357413,3.862727412,2.588587116,0.025063202,0.999966589,-4.461697119
MED12L,-1.774748356,2.754261002,-2.583575521,0.025288777,0.999966589,-4.537123528
CDNF,2.446500491,-1.789732877,2.575223552,0.02566915,0.999966589,-4.577139867
MPIG6B,-1.242942219,1.901772648,-2.570569091,0.025883561,0.999966589,-4.542385123
AKR1C1,-1.179032845,1.129944704,-2.56565932,0.026111641,0.999966589,-4.521819139
DGKI,2.348692953,-1.503744305,2.564907798,0.026146726,0.999966589,-4.577154537
ELFN2,-2.039626322,-2.604686777,-2.564801221,0.026151706,0.999966589,-4.568584414
ZNF234,-1.072158638,2.294226089,-2.562053382,0.026280408,0.999966589,-4.532442373
LINC01336,-1.547368934,-1.50954533,-2.557866545,0.026477708,0.999966589,-4.562824707
LDLRAP1,-0.983734632,5.584010256,-2.556944803,0.026521338,0.999966589,-4.445228803
CASC15,-1.825964298,-0.983424347,-2.556130037,0.026559964,0.999966589,-4.545518577
SLC38A3,-1.594920078,-3.363865805,-2.546974135,0.026997835,0.999966589,-4.570575023
PLA2G2D,3.199799212,0.163317972,2.545470908,0.027070399,0.999966589,-4.547459964
NUP62CL,-1.136172321,-1.288335038,-2.542436547,0.027217457,0.999966589,-4.563567304
SLX1A,0.757295212,1.869833946,2.538421803,0.027413233,0.999966589,-4.53309024
ECHDC2,-0.692276582,3.808913465,-2.532116135,0.027723515,0.999966589,-4.459616342
AMN,-1.689848779,0.10343982,-2.530393677,0.027808868,0.999966589,-4.541020831
VWA7,1.768511976,-1.367054258,2.519159556,0.028371905,0.999966589,-4.560656721
CDKN2B,0.695079673,3.299821016,2.519129484,0.028373427,0.999966589,-4.506568705
LOC100506098,2.137453943,-0.27835422,2.516840247,0.028489528,0.999966589,-4.561533549
TENM2,-1.637583849,-2.795062955,-2.506937292,0.028997144,0.999966589,-4.570475517
ZMIZ1-AS1,1.19467445,0.31100483,2.499324,0.0293934,0.999966589,-4.516120831
CPLX2,-1.596118886,1.060185504,-2.493741763,0.029687304,0.999966589,-4.527477515
KRTAP26-1,-2.910096221,2.284197775,-2.493085424,0.029722048,0.999966589,-4.564111313
SH3D21,1.002064332,4.193013435,2.492344352,0.029761325,0.999966589,-4.464373103
HMGA2,-1.362801453,-0.38395227,-2.484175781,0.030197641,0.999966589,-4.553378338
ESR2,0.93853918,-0.122485781,2.479732565,0.030437587,0.999966589,-4.551581424
BVES,1.657086079,-2.367622704,2.477787584,0.030543207,0.999966589,-4.573724833
EOGT,0.814248381,3.151929561,2.477037244,0.030584048,0.999966589,-4.485393202
ARHGAP32,-1.055096108,4.178297108,-2.473781315,0.03076189,0.999966589,-4.480937093
TMEM26,1.955869562,-2.94534409,2.468413837,0.031057272,0.999966589,-4.571921972
CTD-2201I18.1,-1.663323824,-1.510563666,-2.459401406,0.031559475,0.999966589,-4.568786829
NCS1,0.656453673,2.423749153,2.447700724,0.0322233,0.999966589,-4.467478557
PLAG1,-1.068427997,3.274389973,-2.445497316,0.032349821,0.999966589,-4.516717418
ZBTB12,0.985184528,0.487482013,2.445005612,0.032378121,0.999966589,-4.562021552
LRRC17,2.985228486,-2.296893449,2.44268741,0.03251187,0.999966589,-4.573364022
SSTR2,1.441213662,-1.153593428,2.439679818,0.032686195,0.999966589,-4.543053781
POLN,-1.171406137,-1.043408379,-2.438048101,0.032781152,0.999966589,-4.563102673
ACVR2B-AS1,-3.072975592,-1.130804997,-2.436105618,0.032894544,0.999966589,-4.579039785
HNF1A,1.895242213,-2.109794232,2.433661373,0.033037769,0.999966589,-4.577944479
RCAN1,0.963421297,5.817514748,2.433174821,0.033066352,0.999966589,-4.453845009
CCL13,1.999971029,-0.642435546,2.428455166,0.033344861,0.999966589,-4.535472061
AXIN2,-0.976413423,1.474916553,-2.427879958,0.03337896,0.999966589,-4.500362977
AZIN2,1.102581363,0.205102541,2.426856672,0.033439706,0.999966589,-4.551549114
DPY19L2,-1.296231545,-0.62595616,-2.419451296,0.033882526,0.999966589,-4.560279224
C12orf60,1.875506727,-1.898873318,2.41937129,0.033887341,0.999966589,-4.571716836
TIAM2,0.734476132,2.115896217,2.416924069,0.034034947,0.999966589,-4.523528317
DYSF,-0.94581248,7.748466576,-2.414715289,0.034168708,0.999966589,-4.452985601
C10orf111,2.096020144,-1.91971434,2.408956319,0.034519869,0.999966589,-4.579117496
NSUN7,-0.981077656,0.943115588,-2.404631838,0.034785862,0.999966589,-4.543441874
P2RY2,-1.004539409,3.188833265,-2.403056982,0.034883223,0.999966589,-4.522555258
CSF1,0.838173875,4.061867002,2.402352614,0.034926854,0.999966589,-4.453122933
TAB1,-0.533904764,4.234832673,-2.400331663,0.035052332,0.999966589,-4.481067013
RBP1,2.360660925,-1.100246267,2.400065425,0.035068895,0.999966589,-4.561969503
ZNF385A,0.507155753,7.169033367,2.397472878,0.035230579,0.999966589,-4.452032792
JSRP1,1.936068016,-1.648387408,2.395440374,0.035357841,0.999966589,-4.573963779
GFPT2,1.19596629,3.554960682,2.391073665,0.035632765,0.999966589,-4.540205901
DOCK4-AS1,1.974666717,-1.920510681,2.389090815,0.035758287,0.999966589,-4.564569611
ZNF891,-1.266656429,1.330139082,-2.385466051,0.035988857,0.999966589,-4.535114825
DDR2,1.009170363,0.443423545,2.382700468,0.036165744,0.999966589,-4.549396603
KDM4B,-0.667944535,6.356822916,-2.380209953,0.036325757,0.999966589,-4.452041754
TMEM268,0.843173809,4.318902776,2.379666805,0.036360745,0.999966589,-4.47808024
MSC,1.193101861,2.260603782,2.379433889,0.036375759,0.999966589,-4.479026949
KCNMA1,1.776954773,2.634660763,2.378768099,0.036418709,0.999966589,-4.501464532
EPX,-4.002772479,-3.07273884,-2.376467582,0.036567493,0.999966589,-4.580211905
MTMR11,-0.759289565,4.15377696,-2.370397111,0.036962926,0.999966589,-4.489951914
WNT5B,1.904307736,-0.41679482,2.368710478,0.037073528,0.999966589,-4.562157227
DUSP10,0.943090525,5.073668249,2.367019283,0.037184749,0.999966589,-4.455845473
CSF3,1.40896796,0.99301732,2.365918612,0.037257309,0.999966589,-4.484224425
RWDD3,-1.424022883,-0.2659213,-2.36528532,0.037299119,0.999966589,-4.565399097
MPL,-2.457697035,-2.845723259,-2.36360303,0.037410406,0.999966589,-4.579418505
FAM178B,-1.98481607,-0.638033174,-2.35863625,0.037740846,0.999966589,-4.556277455
GCNT4,-0.99739231,1.789893104,-2.354192281,0.038038894,0.999966589,-4.531307783
ZSCAN18,-0.735567293,4.08199089,-2.353167771,0.038107928,0.999966589,-4.506026035
FBXO17,-1.358931837,-1.726175253,-2.352990276,0.038119901,0.999966589,-4.570969055
CASP7,0.580571836,4.899341194,2.348462086,0.038426568,0.999966589,-4.469606884
SLC6A12,1.529680797,2.091533293,2.341997955,0.038868479,0.999966589,-4.535286869
CDA,-1.009357829,4.996985065,-2.34090104,0.038943953,0.999966589,-4.482106935
MARCO,1.936075174,3.849741568,2.33889825,0.039082123,0.999966589,-4.480072919
STOX1,-2.236011563,-2.217037277,-2.338784536,0.039089982,0.999966589,-4.57703544
TBC1D8-AS1,2.367203107,-1.631726076,2.334078834,0.03941655,0.999966589,-4.579540216
CYP27B1,1.535999655,0.324336352,2.333072595,0.039486722,0.999966589,-4.539851797
EPB41L3,0.678422185,7.477088486,2.332666791,0.039515056,0.999966589,-4.461204994
ALDH3A1,-1.746933481,0.090100007,-2.321504078,0.040302186,0.999966589,-4.547759913
PSME2,0.607766932,5.552972,2.310101501,0.041121829,0.999966589,-4.468137397
MACROD2,-1.107716407,0.298621423,-2.307069674,0.041342452,0.999966589,-4.561853686
ZNF784,-0.778417684,2.824617953,-2.300012328,0.041860431,0.999966589,-4.526664523
SOS1,0.508198784,5.920559782,2.299849849,0.04187243,0.999966589,-4.465585362
ST6GALNAC2,-1.198853452,3.554380527,-2.296378194,0.042129592,0.999966589,-4.511453088
CSTB,0.870161191,6.803751707,2.293450283,0.042347656,0.999966589,-4.465725104
LOC100128398,-0.9266823,1.58446716,-2.293083363,0.04237506,0.999966589,-4.55104346
STEAP4,-0.806431143,4.842619452,-2.29174529,0.04247514,0.999966589,-4.500571758
CASP9,-0.856352465,4.845787422,-2.291693491,0.042479019,0.999966589,-4.473624356
FBXO42,0.462216708,5.497863913,2.28525338,0.042963933,0.999966589,-4.468257439
UCN,-1.364569805,-1.297156114,-2.284634432,0.043010816,0.999966589,-4.574012017
PPTC7,0.675904079,6.13679595,2.276317101,0.043645618,0.999966589,-4.464837419
LINC01291,-3.603133428,-0.382845576,-2.275633595,0.043698183,0.999966589,-4.571536748
SIGLEC15,1.816012114,-0.661383177,2.273159269,0.043888981,0.999966589,-4.568332631
MTFR2,0.94180356,-0.062139807,2.268668912,0.044237282,0.999966589,-4.558341734
CLEC4C,-2.422648453,-1.289840015,-2.267406179,0.044335705,0.999966589,-4.572959704
TAPBPL,0.546349213,4.37562396,2.264624969,0.044553225,0.999966589,-4.480906787
KCNQ3,1.178177665,-1.711879805,2.262299554,0.044735883,0.999966589,-4.560316465
AKR1C2,-1.220726721,1.521248385,-2.257505045,0.045114754,0.999966589,-4.529504186
EEF1AKMT3,1.189228491,1.890706656,2.256903612,0.045162497,0.999966589,-4.537366311
SELE,3.637610353,-0.744083875,2.25541692,0.045280722,0.999966589,-4.548088409
KYNU,0.738184146,6.925259102,2.253070006,0.045467957,0.999966589,-4.468641657
WDFY1,0.457320061,6.458172678,2.251374777,0.045603662,0.999966589,-4.467356845
ACTL10,1.155882131,-1.027587731,2.250887663,0.045642728,0.999966589,-4.574474955
MFHAS1,0.657992527,5.162017007,2.250833578,0.045647067,0.999966589,-4.468979691
TMEM147-AS1,-1.11562035,0.45465784,-2.247988072,0.045875935,0.999966589,-4.554308962
HDGFL3,0.876001224,1.747253398,2.243574091,0.046233134,0.999966589,-4.518735485
ATP6V1H,0.575716883,5.347656318,2.241736775,0.046382601,0.999966589,-4.473221893
COL6A1,1.060871812,1.390432384,2.240653895,0.046470911,0.999966589,-4.512844728
TCL6,-1.614446691,5.603293883,-2.23950814,0.046564524,0.999966589,-4.520849736
IGF1R,-0.957606777,4.783369825,-2.237727729,0.046710348,0.999966589,-4.46980226
PARD6G,1.055797187,1.739294899,2.235814568,0.046867533,0.999966589,-4.532750703
MLF1,0.756769648,0.189040448,2.235493838,0.046893933,0.999966589,-4.546216677
TPSAB1,2.223611249,3.123481129,2.235483091,0.046894818,0.999966589,-4.488076363
AIDA,0.586047786,4.624071751,2.232577516,0.047134641,0.999966589,-4.489938832
TPSD1,1.963866602,-0.296437331,2.230220956,0.047330009,0.999966589,-4.548112112
HEY1,1.195096758,2.631302956,2.228055358,0.047510229,0.999966589,-4.52984971
CCDC151,-1.717451818,-1.880290973,-2.227949416,0.047519062,0.999966589,-4.573720091
ANXA9,-1.348127699,0.400135534,-2.227496555,0.047556839,0.999966589,-4.559891364
COPZ2,1.87013888,-0.409854699,2.226283966,0.047658131,0.999966589,-4.562500147
ZNF81,-0.54763475,2.581754556,-2.222832561,0.04794757,0.999966589,-4.52510136
VN1R1,-2.352358674,-1.835612457,-2.218607333,0.04830419,0.999966589,-4.582794424
ARHGAP11A,0.772488732,2.811383371,2.216660503,0.048469359,0.999966589,-4.510946101
ZNF551,-0.836756975,1.945063644,-2.212934452,0.048786982,0.999966589,-4.527219024
ZFP30,-0.900347294,1.765286304,-2.209484466,0.049082843,0.999966589,-4.53723511
C15orf48,1.321655219,5.231686193,2.207951707,0.049214837,0.999966589,-4.474525537
SLC7A3,-2.471939873,-3.795063381,-2.207701183,0.049236443,0.999966589,-4.581714346
SDR42E1,-1.412416831,-0.976687344,-2.200909612,0.049825633,0.999966589,-4.568957381
IFNG,2.456559429,0.784154014,2.200028523,0.049902561,0.999966589,-4.528956449
PKD2L1,2.470895955,-0.589937857,2.198929217,0.049998701,0.999966589,-4.564748877
OR9A4,-2.484774165,-3.052772415,-2.187458054,0.051012498,0.999966589,-4.579661396
REEP2,2.356478384,-2.355159925,2.186226161,0.051122527,0.999966589,-4.578487356
TIGD7,-1.404515891,-0.657581205,-2.184610031,0.051267218,0.999966589,-4.574209686
ADAMTSL1,2.314546714,0.639464482,2.180427564,0.051643483,0.999966589,-4.553210403
NOSIP,-0.586030041,5.007181299,-2.179890932,0.05169195,0.999966589,-4.484135042
AK5,-1.033360483,-0.701816675,-2.178148401,0.051849628,0.999966589,-4.552035077
NDUFAF2,0.797146866,2.090990913,2.177710225,0.051889349,0.999966589,-4.542887103
TPSB2,2.119394384,3.307929612,2.172785848,0.052337748,0.999966589,-4.48866437
ATE1-AS1,-2.997968623,-1.086086694,-2.170393909,0.052556879,0.999966589,-4.582947858
ALKAL2,-1.609367814,-0.60922048,-2.169979701,0.052594914,0.999966589,-4.570969607
LOC101928775,-1.989978046,-2.072716418,-2.16562956,0.052995952,0.999966589,-4.584709918
CCDC50,0.416645014,5.802066432,2.158817134,0.053629831,0.999966589,-4.480169675
TTPAL,-0.560503971,4.187889967,-2.157966047,0.053709527,0.999966589,-4.491516077
IGF1,1.500553002,1.516069523,2.157593009,0.053744494,0.999966589,-4.526077967
DCHS1,-1.190190753,1.895543584,-2.153310989,0.054147419,0.999966589,-4.503619504
C19orf84,-2.006023034,-2.776003506,-2.152113563,0.054260606,0.999966589,-4.577919297
ANXA5,0.596966604,9.566877329,2.15198389,0.054272876,0.999966589,-4.495409769
DUOX2,-2.235611729,-2.854643527,-2.151221073,0.054345114,0.999966589,-4.581672596
SLCO5A1,1.653368417,-0.874184808,2.150640762,0.05440013,0.999966589,-4.569497494
MT1E,2.413455653,-0.60936548,2.144613617,0.054974658,0.999966589,-4.569322781
CPNE7,0.951056392,-0.97057774,2.142862206,0.055142685,0.999966589,-4.561938748
SPTBN4,1.895759658,-2.145369603,2.142415991,0.055185572,0.999966589,-4.574668906
ZNF417,-0.573564821,3.153300858,-2.138671632,0.055546698,0.999966589,-4.520588872
CD80,1.224939896,2.071276052,2.137625167,0.055648025,0.999966589,-4.513856239
EDRF1-AS1,-1.282163346,-2.876848952,-2.133683266,0.056031284,0.999966589,-4.577332859
AGAP3,0.621045989,6.061183678,2.132347325,0.05616174,0.999966589,-4.481179948
SEMA4F,-0.819642651,1.065470216,-2.12516239,0.056868302,0.999966589,-4.538629685
ATAT1,-0.664430903,1.873613587,-2.123701169,0.057013024,0.999966589,-4.539400236
SLC35G1,-1.247846692,-0.319327349,-2.123486392,0.057034325,0.999966589,-4.558718046
TCEAL6,0.867192968,-0.473503067,2.123040904,0.057078532,0.999966589,-4.567090984
C2orf88,-1.931553007,3.752856243,-2.121710914,0.057210702,0.999966589,-4.551528823
LINC00967,-1.85987921,5.805697051,-2.118998966,0.057481105,0.999966589,-4.526990671
IL23A,1.331582155,3.398309298,2.114379066,0.057944532,0.999966589,-4.484209139
TTC21B,-0.521311999,3.708165676,-2.108736572,0.058515327,0.999966589,-4.508838495
KLF9,0.922964567,4.53909467,2.108227738,0.058567061,0.999966589,-4.49599695
LOC102725072,-1.703623558,-1.425202889,-2.107740194,0.058616671,0.999966589,-4.574408449
DPPA4,-1.152714253,1.812644885,-2.107581238,0.058632854,0.999966589,-4.553414235
C6orf99,2.146541802,-1.720356604,2.104742418,0.058922583,0.999966589,-4.583273068
ZNF10,-1.180101214,2.344981115,-2.104654808,0.058931546,0.999966589,-4.514409992
KLHDC9,1.953111849,-2.363179719,2.103760167,0.059023145,0.999966589,-4.583910834
PTK6,1.576123813,-0.421212218,2.103344491,0.059065751,0.999966589,-4.570563906
WHRN,0.998548799,2.09829038,2.100686659,0.059338858,0.999966589,-4.50755671
HTR3A,-2.158643874,-1.697257587,-2.096181718,0.05980449,0.999966589,-4.578855065
OSGIN1,0.897795672,1.358076897,2.095780721,0.059846103,0.999966589,-4.552148811
KIRREL3,1.314732253,-1.191375776,2.095485444,0.059876763,0.999966589,-4.579876668
KCNJ1,2.615968224,-1.863067253,2.09457402,0.059971495,0.999966589,-4.580757043
DIP2B,-0.536557779,6.363761198,-2.093841792,0.060047703,0.999966589,-4.484327626
SCN2A,-1.840154071,-1.971500878,-2.092552188,0.060182144,0.999966589,-4.58306783
BMP2,1.370299296,0.625401308,2.09193583,0.060246499,0.999966589,-4.530598665
BCL9,-0.626101505,3.204328185,-2.090833714,0.060361735,0.999966589,-4.516467335
CBX2,-1.224793137,-0.074009806,-2.090446005,0.060402323,0.999966589,-4.55759874
HTR2B,1.343637683,-2.312156745,2.086710354,0.060794716,0.999966589,-4.57472938
PLEKHA6,-1.204020617,6.483504158,-2.084583943,0.061019146,0.999966589,-4.510337254
SLC4A11,1.343506823,-1.299101307,2.084544117,0.061023357,0.999966589,-4.569685779
CYP24A1,-1.333950105,1.116085919,-2.081075164,0.061391184,0.999966589,-4.544343323
CTSK,1.768814141,2.036823527,2.07933607,0.061576372,0.999966589,-4.532108283
CFAP46,-2.145393171,-2.426043077,-2.077590915,0.061762734,0.999966589,-4.578530796
PBX4,0.896125331,0.975761028,2.073580048,0.062193063,0.999966589,-4.518023432
KIAA1211,-1.432493241,2.585757849,-2.073053788,0.062249735,0.999966589,-4.563097643
HSPA6,1.498909388,5.619476225,2.072288074,0.06233228,0.999966589,-4.489140641
LOC171391,-1.362804793,-0.306714385,-2.071808158,0.062384068,0.999966589,-4.574833428
TMEM45B,-1.453518517,-0.755885192,-2.068916287,0.062696989,0.999966589,-4.567410685
DTX2,0.660369124,4.310285592,2.064402426,0.063188374,0.999966589,-4.502358018
CHRM3-AS2,-1.103567045,0.598587001,-2.061416421,0.063515421,0.999966589,-4.52903314
LINC01686,2.257682584,-2.466324751,2.058857535,0.063796953,0.999966589,-4.583785321
OXLD1,-0.672889031,2.968646999,-2.058602959,0.063825026,0.999966589,-4.54203359
CARMIL3,1.545947509,0.0501224,2.058439813,0.063843023,0.999966589,-4.560704618
EDAR,-1.412681846,-1.635342907,-2.05762241,0.063933262,0.999966589,-4.556395454
PRTN3,-4.283498527,1.83257919,-2.055859056,0.064128342,0.999966589,-4.548572082
KCNJ10,2.942523341,-1.533592038,2.055138432,0.064208225,0.999966589,-4.57963293
ADGRG2,-1.547642562,-0.072583217,-2.055089121,0.064213694,0.999966589,-4.572956036
CKB,0.728191516,2.035493681,2.054667967,0.064260427,0.999966589,-4.545147546
MIR3648-2,1.031171906,-0.136808149,2.052500745,0.064501417,0.999966589,-4.56028209
LOC101929595,-2.037246226,-2.438040434,-2.052476348,0.064504135,0.999966589,-4.578773602
NUP50,-0.519042555,6.041317847,-2.051930114,0.064565011,0.999966589,-4.489154593
CPA5,-1.882319078,-2.581336146,-2.051000891,0.064668694,0.999966589,-4.580142412
TRIM74,-0.650664048,3.002862693,-2.049730748,0.06481067,0.999966589,-4.528311448
MAMDC2,1.608431068,-0.346580085,2.049648859,0.064819833,0.999966589,-4.551839821
PDE4DIP,0.721251536,8.23019784,2.049539287,0.064832096,0.999966589,-4.493497448
ZNF850,-0.780790415,1.734579027,-2.044650083,0.065381513,0.999966589,-4.551640688
YIPF5,0.792746858,5.285247812,2.044543138,0.06539358,0.999966589,-4.497482079
POU2F3,-2.023860608,2.677259178,-2.042083163,0.065671713,0.999966589,-4.570791401
LOC100996842,0.614344879,1.592691327,2.038166705,0.06611681,0.999966589,-4.542511786
LINC01307,-2.492813417,-3.00360465,-2.037812579,0.066157195,0.999966589,-4.586132682
SLC3A2,0.426799446,7.005418153,2.037694963,0.066170613,0.999966589,-4.492491867
ABCC2,-1.11608824,1.439061434,-2.034164635,0.066574558,0.999966589,-4.546367528
USP12,0.782869906,6.46342264,2.032766259,0.0667352,0.999966589,-4.491869391
