SYMBOLS,logFC,AveExpr,t,P.Value,adj.P.Val,B
PLA1A,0.919073719,1.377837207,0.942219556,0.366160872,0.999966589,-4.597280456
SNHG5,0.408949945,4.851340134,0.942205422,0.366167794,0.999966589,-4.601545103
RAP2C-AS1,0.425445914,0.894125765,0.941982988,0.366276746,0.999966589,-4.596707247
ZNF416,-0.458636542,1.671399009,-0.941639466,0.366445054,0.999966589,-4.596971405
HTRA4,1.360651652,3.987495096,0.94153986,0.366493866,0.999966589,-4.601358857
FGF1,-0.917623387,-0.759020541,-0.941387872,0.366568357,0.999966589,-4.595775276
GTPBP3,-0.263645979,2.782251576,-0.941112521,0.366703337,0.999966589,-4.598800842
GZMK,0.682235436,0.141785311,0.941029433,0.366744075,0.999966589,-4.599214315
NAIF1,-0.370340103,3.291568735,-0.940715676,0.366897937,0.999966589,-4.598354603
GPR75,-0.585596092,0.371425724,-0.940646504,0.366931864,0.999966589,-4.597210482
THEM5,1.043593251,-0.251463066,0.940586872,0.366961113,0.999966589,-4.596290283
LPP,0.322124224,5.580032717,0.940583603,0.366962717,0.999966589,-4.60208492
MTHFD1,0.340539939,3.867250501,0.940440223,0.367033053,0.999966589,-4.600873554
DDX20,-0.202619089,4.064345749,-0.93988148,0.367307238,0.999966589,-4.600430187
C5orf38,-1.162804235,-0.810225368,-0.939817845,0.367338474,0.999966589,-4.596043128
PDZD11,0.382712443,3.345522712,0.939723817,0.367384632,0.999966589,-4.598660458
CKAP4,-0.496917475,6.673753167,-0.939404678,0.367541328,0.999966589,-4.602061367
TBKBP1,0.590581299,2.710082348,0.939051464,0.36771481,0.999966589,-4.599827752
IGSF1,-1.446213546,-2.733653126,-0.938996981,0.367741575,0.999966589,-4.595600858
IGFN1,-1.246001054,-2.81528239,-0.938986823,0.367746565,0.999966589,-4.595788813
RPS20,0.235574943,8.094465638,0.938953832,0.367762772,0.999966589,-4.601846572
CCDC69,-0.348209529,7.693309863,-0.938946776,0.367766239,0.999966589,-4.602256638
DUS3L,-0.260394901,3.672353678,-0.93873403,0.367870768,0.999966589,-4.599915748
RSAD1,-0.214170687,4.642715233,-0.938220688,0.368123076,0.999966589,-4.600933772
MRPL41,0.255280457,4.213268693,0.938112762,0.368176138,0.999966589,-4.6003377
S100A7A,-1.102429254,-3.280888445,-0.9378937,0.368283856,0.999966589,-4.595512995
TRAF3IP2,-0.350968539,5.374383357,-0.937876712,0.36829221,0.999966589,-4.601419782
BLVRB,0.375976585,6.36753737,0.937477941,0.368488356,0.999966589,-4.602265363
SMDT1,0.399856451,4.997184199,0.937459184,0.368497583,0.999966589,-4.600193443
EBF4,-0.692166257,-1.339522189,-0.93710669,0.368671031,0.999966589,-4.596508254
LINC01419,0.7644207,-2.518634734,0.936867392,0.368788812,0.999966589,-4.59554875
PRIMPOL,-0.365832517,2.366930183,-0.936746603,0.368848275,0.999966589,-4.597990602
PPARD,-0.293144964,7.143806181,-0.93665286,0.368894427,0.999966589,-4.602479252
SOCS1,0.37590901,3.726556476,0.936116388,0.369158627,0.999966589,-4.601080276
KDM8,-0.398127073,0.988152864,-0.935761501,0.369333475,0.999966589,-4.597299105
RMDN3,0.522567434,5.511450018,0.935590871,0.369417562,0.999966589,-4.602376057
DBT,-0.401155107,3.727722003,-0.93542845,0.369497617,0.999966589,-4.59958199
MIR503HG,-0.655592822,3.02983988,-0.9352458,0.369587657,0.999966589,-4.597408835
EXPH5,-0.732565597,4.623912032,-0.935219643,0.369600553,0.999966589,-4.598915377
TMEM9,-0.446639663,2.505628001,-0.935207099,0.369606737,0.999966589,-4.599492799
CASP8AP2,0.205808607,4.154518563,0.935060907,0.369678818,0.999966589,-4.60042473
NOSTRIN,-1.079364537,-0.87188198,-0.93500629,0.369705751,0.999966589,-4.596351185
GPR55,0.82910431,-0.453593377,0.934837907,0.36978879,0.999966589,-4.596985972
VHL,-0.213865567,5.990005361,-0.934782478,0.369816128,0.999966589,-4.602557854
MCEMP1,-1.240597513,4.540493318,-0.93473897,0.369837588,0.999966589,-4.601983898
BOC,-0.91552836,-0.834243188,-0.934187618,0.370109609,0.999966589,-4.596449069
FBXL4,-0.277315127,3.499126354,-0.934139221,0.370133494,0.999966589,-4.599599514
PPP3R1,0.254562736,5.57534638,0.933527321,0.370435568,0.999966589,-4.602257
ALPP,-0.672274284,5.929046091,-0.933465786,0.370465955,0.999966589,-4.600892378
ESRRG,-0.902533874,4.710702454,-0.933294776,0.370550413,0.999966589,-4.598457487
CGB3,-0.687491447,3.357287251,-0.932930508,0.370730362,0.999966589,-4.597518576
OR2A7,-1.014240925,-0.625831993,-0.932908974,0.370741002,0.999966589,-4.596075743
CUL5,-0.221524774,4.911842822,-0.932898197,0.370746327,0.999966589,-4.601055695
XPNPEP1,0.201402117,5.317995517,0.932794498,0.370797567,0.999966589,-4.602510963
LZIC,-0.322931077,4.796471955,-0.932763085,0.37081309,0.999966589,-4.600426547
GPX3,0.774290397,5.457023547,0.932698842,0.370844837,0.999966589,-4.602681549
ARSK,0.418216126,0.856250483,0.932579009,0.370904062,0.999966589,-4.597919195
GLA,0.450417584,5.072720869,0.932500759,0.370942738,0.999966589,-4.602748579
TMEM128,0.28440635,2.856544039,0.931924425,0.37122769,0.999966589,-4.598573092
SNAP47,0.322923091,3.913904025,0.931819683,0.371279493,0.999966589,-4.599695313
RAB40C,-0.268578707,4.219760679,-0.931754877,0.371311547,0.999966589,-4.600192284
CCDC58,0.386044617,1.496530051,0.931726211,0.371325726,0.999966589,-4.597192329
TIMP4,-1.133054828,-2.878384974,-0.931618303,0.371379106,0.999966589,-4.595868701
PYGO2,-0.294862156,5.102476268,-0.931440059,0.37146729,0.999966589,-4.601306015
ANKH,0.40987386,4.855475478,0.931324148,0.371524643,0.999966589,-4.602711625
SMIM19,0.355958716,3.367011675,0.931265919,0.371553458,0.999966589,-4.599497155
SLC12A8,0.961326308,0.714354213,0.930828632,0.371769899,0.999966589,-4.598637299
ZPR1,0.227438263,5.062401027,0.930648421,0.371859123,0.999966589,-4.602219555
MOB3A,-0.365032332,7.482776347,-0.930545188,0.371910242,0.999966589,-4.602527685
YLPM1,-0.178227578,6.212774617,-0.930472682,0.371946147,0.999966589,-4.602940269
LOC101927974,-0.418115625,-0.179450257,-0.930303483,0.372029947,0.999966589,-4.596721802
PDLIM3,0.997911133,-0.146812532,0.930263061,0.372049969,0.999966589,-4.59718258
PSMG3-AS1,-0.418048079,0.947437882,-0.930130501,0.372115634,0.999966589,-4.59719684
SNRNP25,0.369909753,2.773905693,0.930127099,0.372117319,0.999966589,-4.599447276
ZNF93,0.374198847,1.62132207,0.929892394,0.372233603,0.999966589,-4.597632313
GPR107,0.272679451,5.972439178,0.929685459,0.372336149,0.999966589,-4.602997071
TRIOBP,-0.257764824,3.955657553,-0.929555138,0.37240074,0.999966589,-4.600099813
FAM53C,-0.324195406,6.159703752,-0.929490386,0.372432836,0.999966589,-4.603063014
ATP5F1EP2,0.210951739,4.643118588,0.929265201,0.37254447,0.999966589,-4.601496413
ZNF263,-0.258295282,4.961180786,-0.929174625,0.372589379,0.999966589,-4.602105205
PTPN4,-0.304517913,4.254308217,-0.929162269,0.372595505,0.999966589,-4.602167266
RAD17,-0.234639034,4.256696031,-0.929135147,0.372608954,0.999966589,-4.60020994
ROBO4,0.857492657,1.131542728,0.928804477,0.372772943,0.999966589,-4.599747606
PRICKLE1,0.987681363,-1.326524635,0.92865829,0.372845458,0.999966589,-4.596127094
CDHR3,-0.592399575,-1.144545922,-0.928552675,0.372897854,0.999966589,-4.596774002
DACT2,-0.881673921,5.292596537,-0.928380582,0.372983241,0.999966589,-4.59960497
CHRNA2,-0.65976261,-2.122782184,-0.927763055,0.373289751,0.999966589,-4.596279091
MAL,-0.730277969,3.150201597,-0.927592085,0.373374643,0.999966589,-4.599547455
RREB1,0.25494406,6.167373409,0.926833979,0.373751233,0.999966589,-4.60323298
JAG2,0.338433583,0.830433561,0.926379114,0.373977316,0.999966589,-4.599287915
ICK,-0.546834876,6.484663091,-0.92617261,0.374079987,0.999966589,-4.601808222
AP4S1,-0.386217847,2.560147006,-0.926125971,0.374103178,0.999966589,-4.59800585
TATDN3,0.314210147,2.985071563,0.925908205,0.374211474,0.999966589,-4.598916283
PLD1,0.448583535,3.863813968,0.92582219,0.374254256,0.999966589,-4.602555653
RAB30-AS1,-0.467900715,1.384188991,-0.925736052,0.374297103,0.999966589,-4.597037447
ELP4,0.277080515,2.707563011,0.925697269,0.374316396,0.999966589,-4.599078273
ZCRB1,0.520894425,4.686543675,0.925603272,0.374363157,0.999966589,-4.600557628
SIGLEC8,0.735494406,-0.182312114,0.925591054,0.374369236,0.999966589,-4.597973424
CCDC6,0.299346442,5.73745647,0.925561305,0.374384036,0.999966589,-4.602767487
CHCHD10,0.423552265,6.327231709,0.92552341,0.37440289,0.999966589,-4.602396143
ACO2,0.249427829,5.565194714,0.925430526,0.374449105,0.999966589,-4.603008805
CCZ1,0.190037822,4.884326,0.925413933,0.374457362,0.999966589,-4.602048491
FLT4,0.74405053,3.955130134,0.925401322,0.374463637,0.999966589,-4.59911833
RPUSD2,0.340809555,1.686634724,0.925373981,0.374477242,0.999966589,-4.597786289
EXOSC4,-0.481349724,3.712535355,-0.925370196,0.374479126,0.999966589,-4.599494665
CARD17,-1.465570028,-0.535612136,-0.925279901,0.374524059,0.999966589,-4.596433708
SLC35C2,-0.245808674,5.416565954,-0.925083256,0.374621929,0.999966589,-4.602673449
IGSF9B,-0.610626248,-1.214765884,-0.925060868,0.374633072,0.999966589,-4.598527734
HID1,-0.741189062,3.751001378,-0.924819145,0.374753404,0.999966589,-4.598514004
CENPP,0.314801131,1.508788457,0.924789992,0.374767918,0.999966589,-4.598515317
GCA,-0.987827036,5.456988128,-0.924621181,0.374851973,0.999966589,-4.602972681
HAPLN3,0.629044368,2.58905952,0.924427167,0.374948593,0.999966589,-4.602101074
GCM1,-0.887195863,6.391099661,-0.92439578,0.374964225,0.999966589,-4.601685965
XYLB,-0.705383361,0.174592397,-0.924368846,0.37497764,0.999966589,-4.597142098
YIPF1,0.23680337,4.695188164,0.923978457,0.375172119,0.999966589,-4.60158034
EDARADD,0.765804031,1.207578625,0.923915769,0.375203355,0.999966589,-4.597521591
PRMT6,-0.448639522,3.589867874,-0.923829121,0.375246532,0.999966589,-4.599099438
CD79A,-1.14051239,5.333281878,-0.923486548,0.375417273,0.999966589,-4.603207617
ATF1,-0.273046557,4.897360134,-0.923419345,0.375450774,0.999966589,-4.60149723
SLC24A1,-0.259771568,3.020601413,-0.923386598,0.375467099,0.999966589,-4.60031751
BBS2,0.300647371,3.72852945,0.923326685,0.375496968,0.999966589,-4.601050483
TDRD7,0.267635313,4.316040455,0.923286065,0.37551722,0.999966589,-4.601915183
COPB2,0.250442303,7.176584188,0.923242261,0.375539061,0.999966589,-4.603485507
ZNF770,-0.250054982,4.182298895,-0.923170799,0.375574693,0.999966589,-4.601146558
SOX4,-0.570450104,4.864001657,-0.922680625,0.375819166,0.999966589,-4.603617631
STK4-AS1,-0.957514369,-2.337537118,-0.922669106,0.375824913,0.999966589,-4.595779454
NPTX2,-0.875777164,-2.691969588,-0.922428684,0.375944865,0.999966589,-4.596258514
FOXC1,-0.609642166,1.100541082,-0.922413116,0.375952633,0.999966589,-4.598505419
EED,0.252074777,3.461359546,0.92226377,0.37602716,0.999966589,-4.600578545
REG4,-0.562259887,-3.130161415,-0.921853362,0.376232016,0.999966589,-4.596236837
LIFR,1.02774913,4.116325101,0.921813397,0.376251969,0.999966589,-4.599951641
AP1M2,-0.91047089,4.473957464,-0.921705405,0.376305889,0.999966589,-4.598944889
STON1,-0.684767947,2.292621039,-0.921633449,0.376341819,0.999966589,-4.59767682
ZNF22,-0.299001399,3.144881438,-0.920556222,0.376880003,0.999966589,-4.599612722
LINC01465,0.486346598,0.352822502,0.920348868,0.37698366,0.999966589,-4.597123421
PTPRE,-0.860393654,6.706102039,-0.920068423,0.377123886,0.999966589,-4.603559112
TBL1X,-0.452175321,5.285372435,-0.92002226,0.377146972,0.999966589,-4.603688618
KRT27,1.188772506,-1.496642108,0.919955338,0.377180441,0.999966589,-4.595694308
MFSD6,0.280525639,4.298817085,0.91979912,0.377258576,0.999966589,-4.6027348
HRH1,0.294768621,1.533210084,0.919448137,0.377434168,0.999966589,-4.600238767
LAMA4,1.008832342,1.843408331,0.919194844,0.377560923,0.999966589,-4.601297753
PPP1R21,0.198240522,4.819786164,0.91916797,0.377574374,0.999966589,-4.602393228
WWP1,0.31799529,5.681509513,0.918517564,0.3779,0.999966589,-4.603018958
RARRES3,0.501853396,4.041870494,0.918497328,0.377910135,0.999966589,-4.601972138
CAPN6,-0.702087119,8.580658445,-0.918480612,0.377918506,0.999966589,-4.603927454
NT5DC4,0.850662943,-1.087492466,0.917853729,0.378232553,0.999966589,-4.595942206
FAM102B,0.394137145,6.112106997,0.917695539,0.37831183,0.999966589,-4.603942461
LINC02035,-0.540995097,3.070684045,-0.917570602,0.37837445,0.999966589,-4.600878501
KIRREL1,-0.51590419,-0.335459843,-0.917520849,0.378399389,0.999966589,-4.597876643
TP53TG5,0.691298451,-2.11286766,0.917383281,0.378468352,0.999966589,-4.596195023
MB21D2,0.406404675,4.779167552,0.917185133,0.378567699,0.999966589,-4.60109276
HMG20A,-0.180978049,4.638162392,-0.916886327,0.378717548,0.999966589,-4.602613379
CD300E,-0.978558443,7.532323593,-0.916790253,0.378765738,0.999966589,-4.603576053
KMT5B,-0.236918579,5.923061739,-0.916442851,0.378940025,0.999966589,-4.603410006
SLC2A5,0.68612969,3.168462727,0.916237586,0.379043031,0.999966589,-4.601855227
CD1C,-1.070883145,1.600416031,-0.916058702,0.379132814,0.999966589,-4.597875782
ITGAE,0.472614353,3.291663396,0.915883464,0.379220781,0.999966589,-4.601975628
KRT17,1.479947491,-0.35276834,0.915762083,0.379281722,0.999966589,-4.59631117
SLC16A6,0.558910818,3.960219832,0.915596574,0.379364828,0.999966589,-4.603029629
GABRR1,-1.118717921,-0.146708501,-0.915547841,0.379389301,0.999966589,-4.595980023
SLC25A36,0.243471223,6.032649181,0.915295578,0.379515999,0.999966589,-4.603957548
ZFP42,-1.425280465,-2.916934882,-0.915236249,0.379545801,0.999966589,-4.595904349
CHMP4A,-0.395684698,0.847095695,-0.915209039,0.379559469,0.999966589,-4.598227246
SS18L1,-0.24475174,3.82097931,-0.91515732,0.379585451,0.999966589,-4.601674276
TMEM168,-0.222876398,4.141737327,-0.914902857,0.3797133,0.999966589,-4.601509894
RNF128,1.49621109,-1.569973676,0.914884115,0.379722717,0.999966589,-4.59616599
ARF3,0.192058288,6.930215011,0.914864165,0.379732742,0.999966589,-4.604195168
SCN3B,0.731176828,-1.661086216,0.91483306,0.379748373,0.999966589,-4.596549571
UQCRQ,0.264691709,4.93137091,0.914652177,0.379839278,0.999966589,-4.602686265
ZFAS1,0.235945194,5.744173393,0.914591307,0.379869872,0.999966589,-4.604154645
SMG5,-0.24015946,5.979044579,-0.914493175,0.379919199,0.999966589,-4.604261547
PDE6G,0.79891463,0.621451342,0.914397536,0.379967277,0.999966589,-4.59827261
RPS2P32,-0.464554973,0.862680382,-0.914368842,0.379981702,0.999966589,-4.597023866
SLC4A10,0.790993856,-1.949928513,0.914291174,0.38002075,0.999966589,-4.597084335
RARA-AS1,-0.570459491,2.28569477,-0.914212985,0.380060062,0.999966589,-4.599570765
NUTM2E,-0.507455871,-0.307614523,-0.914061277,0.380136348,0.999966589,-4.596794909
KCP,0.846494327,-0.280788401,0.914056714,0.380138643,0.999966589,-4.597107749
DYNLT3,0.367720063,5.491847082,0.913826814,0.380254267,0.999966589,-4.602531735
ELOA,0.205338721,5.76556701,0.913778819,0.380278409,0.999966589,-4.60379032
NPRL2,-0.252751832,3.436523344,-0.913548453,0.380394298,0.999966589,-4.601197216
ZNF613,-0.377404891,2.003479203,-0.91312462,0.380607578,0.999966589,-4.598120323
NUP35,-0.32383981,2.00002067,-0.913047554,0.380646368,0.999966589,-4.598730947
LOC105372233,-1.139589571,-1.784785598,-0.913006439,0.380667064,0.999966589,-4.596424769
DBN1,-0.475758099,2.02799957,-0.912990359,0.380675158,0.999966589,-4.60083117
ZNF426,-0.335827943,2.763764832,-0.912442191,0.380951164,0.999966589,-4.59970596
CLEC3B,1.066733467,-1.550121203,0.912289672,0.381027983,0.999966589,-4.597034105
LOC101927851,-0.650171728,-0.502060202,-0.912283393,0.381031146,0.999966589,-4.597207232
MGLL,0.402092394,6.683571181,0.912068475,0.381139413,0.999966589,-4.604236545
TMEM117,0.612111473,1.201727702,0.911765555,0.381292047,0.999966589,-4.597890028
RFTN2,0.859326954,0.5396892,0.911630678,0.381360023,0.999966589,-4.597060092
PID1,0.384829597,5.332310032,0.911009193,0.381673349,0.999966589,-4.602098744
NEIL1,-0.89775778,2.148571001,-0.910992866,0.381681582,0.999966589,-4.601388055
PAPD5,0.350276207,5.197909653,0.91068027,0.38183925,0.999966589,-4.604352264
ZNRD1ASP,-0.368584063,1.216118622,-0.910578965,0.381890356,0.999966589,-4.598284911
NPEPPS,-0.215402117,6.477804095,-0.910420092,0.381970514,0.999966589,-4.604571142
HKR1,-0.294401835,4.111654792,-0.910363249,0.381999196,0.999966589,-4.601722784
PAIP2B,-0.588225122,1.416922362,-0.910264577,0.382048989,0.999966589,-4.597630566
MYLIP,-0.297494032,7.296052509,-0.910103675,0.382130194,0.999966589,-4.604592577
AFF4,0.220502436,7.310110731,0.910086995,0.382138613,0.999966589,-4.604265157
LOC102724814,-0.728163236,-0.626976835,-0.909993159,0.382185977,0.999966589,-4.597175545
SAV1,0.297220595,5.510758254,0.90983029,0.382268195,0.999966589,-4.603306742
APLP1,0.555251831,-0.813007527,0.909825934,0.382270394,0.999966589,-4.597958952
PPIF,-0.30980967,7.669824578,-0.909611561,0.382378632,0.999966589,-4.603747657
RRP36,0.3023247,4.949676106,0.909504606,0.382432642,0.999966589,-4.602347015
RUNX2,0.658119328,3.269419194,0.909150095,0.3826117,0.999966589,-4.602603945
CD55,-0.435955369,8.493771333,-0.908590414,0.382894506,0.999966589,-4.603135918
GEMIN7,0.252271362,2.846109231,0.90836865,0.383006603,0.999966589,-4.599410887
INSIG1,0.353018998,8.495001951,0.908259693,0.383061687,0.999966589,-4.603184883
SLC22A13,-0.61128417,-2.220174778,-0.90807828,0.383153414,0.999966589,-4.596800147
USP38,0.178350468,5.788240821,0.908013979,0.38318593,0.999966589,-4.604493377
CCL20,0.457812886,6.092246176,0.90775508,0.38331687,0.999966589,-4.603357787
NFE2L1,0.346600308,6.274518984,0.907612666,0.383388911,0.999966589,-4.604736713
NDUFV2-AS1,-0.390623195,0.763982114,-0.907555177,0.383417994,0.999966589,-4.597901459
SNTB1,0.338935895,4.866170898,0.907321605,0.383536174,0.999966589,-4.604172803
RTEL1-TNFRSF6B,0.52095837,0.129883838,0.907077192,0.383659865,0.999966589,-4.597771821
STRA6,-0.765208111,3.533901463,-0.907027018,0.383685261,0.999966589,-4.598479714
PAPLN,0.414541951,1.901606503,0.907017829,0.383689912,0.999966589,-4.600214597
RNF152,-0.507503256,1.312380202,-0.906952952,0.383722751,0.999966589,-4.597789985
DPH5,-0.243659898,2.378400896,-0.906719868,0.383840749,0.999966589,-4.59986853
TCOF1,-0.197531447,5.842013106,-0.906164379,0.384122065,0.999966589,-4.604720206
NXPH4,0.535974986,1.265994201,0.906104425,0.384152436,0.999966589,-4.598743147
CCDC59,0.334700924,4.906168284,0.905958611,0.384226309,0.999966589,-4.60322892
ITGA7,-0.924346439,1.000426539,-0.905819872,0.384296606,0.999966589,-4.59829756
SCUBE1,0.705548454,-0.956310089,0.905431663,0.384493354,0.999966589,-4.598131372
SDHAF3,-0.513815305,1.137154558,-0.90512287,0.384649904,0.999966589,-4.598229664
ESYT3,0.954161863,-2.834042544,0.905079375,0.384671958,0.999966589,-4.596633566
PGBD4,-0.473839068,0.160722467,-0.905014423,0.384704894,0.999966589,-4.597440338
OSBPL2,-0.257137967,5.759503234,-0.904949879,0.384737625,0.999966589,-4.604482861
ZNF235,-0.373830444,2.041183046,-0.904400202,0.38501645,0.999966589,-4.598684247
NLGN4Y,-1.115731426,-0.938882729,-0.904173543,0.385131465,0.999966589,-4.596116151
MYCT1,0.988330129,0.419460398,0.903798439,0.385321857,0.999966589,-4.598984414
FZD10-DT,-0.983114053,2.099580174,-0.903703849,0.385369879,0.999966589,-4.596946403
ERVW-1,-0.778862166,6.600317913,-0.903424196,0.385511879,0.999966589,-4.603806158
ZNF169,-0.418157735,0.789883065,-0.90290131,0.385777483,0.999966589,-4.597773098
THAP8,-0.453706178,2.222987278,-0.902803717,0.38582707,0.999966589,-4.598435518
MYH3,-0.535663603,0.788649762,-0.902559012,0.385951425,0.999966589,-4.598262707
ZBTB7B,-0.232415606,6.285599637,-0.90255428,0.38595383,0.999966589,-4.605125256
FOXD2-AS1,0.722007224,-0.542063939,0.902151716,0.386158467,0.999966589,-4.597749746
SH3GLB1,0.194182474,7.125747931,0.902086685,0.386191531,0.999966589,-4.605157811
ZNF573,0.547137579,0.134673967,0.902077461,0.386196222,0.999966589,-4.597169307
UROD,-0.323432373,5.238902301,-0.901669057,0.386403919,0.999966589,-4.604402658
M6PR,0.284786168,6.270208312,0.901654715,0.386411214,0.999966589,-4.605231712
SLC9A1,-0.296341012,5.982352804,-0.901467376,0.386506514,0.999966589,-4.605281366
CHKA,-0.324990515,4.36064496,-0.900986688,0.386751117,0.999966589,-4.603685848
ICAM3,-0.97306137,5.815630839,-0.900984616,0.386752171,0.999966589,-4.605328121
IL20RB,0.647577136,-0.298489746,0.900746563,0.386873347,0.999966589,-4.596906043
RNVU1-18,-0.724414102,-1.394635397,-0.900543792,0.386976584,0.999966589,-4.596737797
MMRN2,1.040079061,1.156069797,0.900472236,0.387013019,0.999966589,-4.600062396
PIK3AP1,0.439539299,8.326334114,0.900448718,0.387024995,0.999966589,-4.604093625
CPEB2,0.29948674,4.685204445,0.900433499,0.387032745,0.999966589,-4.604689248
UBE2E1,0.209112039,5.787311839,0.899929088,0.387289665,0.999966589,-4.605143475
PLIN5,-0.863954252,0.283680763,-0.899921985,0.387293284,0.999966589,-4.598179528
RWDD1,0.353081013,4.941299727,0.899767191,0.387372152,0.999966589,-4.602876456
VIT,-1.479194061,-3.093345875,-0.899670177,0.387421587,0.999966589,-4.596212534
LGALS4,1.285060861,-1.676736597,0.899504273,0.387506135,0.999966589,-4.596207374
OSER1,0.288088101,6.544595664,0.899065827,0.387729639,0.999966589,-4.605325104
FAM111B,0.514906018,1.068213005,0.898634764,0.387949467,0.999966589,-4.599203324
OR2A20P,0.564605139,0.262562795,0.898526712,0.388004583,0.999966589,-4.597090166
CFL1,0.179050103,9.06318365,0.898403195,0.388067595,0.999966589,-4.60414744
DIP2A,-0.4260614,5.521787488,-0.898210372,0.388165977,0.999966589,-4.605563786
PTPRJ,0.503110783,6.280709905,0.898204957,0.38816874,0.999966589,-4.605315221
KCNK10,-1.00748701,-1.994351402,-0.898121069,0.388211547,0.999966589,-4.596499284
DPEP2,-0.317112895,4.951930423,-0.898024651,0.388260752,0.999966589,-4.604390428
CBR3,-0.555348103,-0.370353888,-0.8977697,0.388390882,0.999966589,-4.597157501
NDUFA1,0.296157233,5.769799759,0.897655305,0.38844928,0.999966589,-4.604565454
TRIM36,0.523928994,0.975456664,0.89748872,0.388534332,0.999966589,-4.59947753
RAD54B,-0.682311094,-2.147107212,-0.897455789,0.388551146,0.999966589,-4.596857689
GTF2IRD2B,-0.272305936,3.432215254,-0.897391226,0.388584114,0.999966589,-4.600728532
ATG7,0.406570003,4.961724624,0.897242149,0.388660245,0.999966589,-4.604883279
TMEM92,-1.024478963,-2.369756353,-0.897055979,0.388755333,0.999966589,-4.596534373
MOB1A,0.257846274,7.505014354,0.896682753,0.38894601,0.999966589,-4.605239728
PSMA7,0.230039088,6.798546949,0.896404628,0.389088144,0.999966589,-4.605652475
GPAT3,-0.532381537,3.691049422,-0.896372253,0.389104691,0.999966589,-4.603709758
RLF,0.282472339,6.268406791,0.896315296,0.389133803,0.999966589,-4.605523638
CEP104,-0.231170484,4.604451526,-0.896254265,0.389165,0.999966589,-4.603625342
TMEM267,-0.365359651,1.813030954,-0.896236795,0.389173931,0.999966589,-4.598782196
DNAAF1,0.746085048,2.838672142,0.896203054,0.389191179,0.999966589,-4.602101793
CKS2,0.358631252,3.246441845,0.896178781,0.389203587,0.999966589,-4.602460075
TRMT5,0.307037821,3.461518009,0.895860501,0.389366319,0.999966589,-4.600514297
VWA3B,1.081545759,-2.18239979,0.895638899,0.389479648,0.999966589,-4.595923774
ZNF845,-0.387820509,3.134384494,-0.895605333,0.389496817,0.999966589,-4.599871619
DENND1B,0.251580879,4.142144763,0.895509577,0.389545796,0.999966589,-4.604004866
SLC10A3,0.224157032,4.947787874,0.894929676,0.389842506,0.999966589,-4.605109335
FAM117B,-0.733986554,3.481778313,-0.894917865,0.389848551,0.999966589,-4.60322183
HIST2H2AA3,-0.360823815,4.862914132,-0.894847874,0.389884374,0.999966589,-4.604538468
HOXD10,0.846237331,0.118252484,0.894816929,0.389900212,0.999966589,-4.59947202
LOC100130950,-0.631833395,-1.617601449,-0.894816397,0.389900485,0.999966589,-4.596394878
NAGK,0.231433552,6.550484773,0.894701782,0.389959153,0.999966589,-4.605708712
P4HB,0.347832914,8.198210393,0.894692289,0.389964012,0.999966589,-4.604488117
TYRO3,-0.636739652,0.075082996,-0.894504305,0.39006025,0.999966589,-4.597276543
LINC02055,-1.309871293,-1.39095331,-0.894438686,0.390093848,0.999966589,-4.596119531
CENPQ,0.52812731,1.228469001,0.894346483,0.390141059,0.999966589,-4.598108429
URGCP,-0.25718251,4.53517931,-0.894312785,0.390158315,0.999966589,-4.604133599
C4orf19,-0.773548843,4.535685714,-0.893998131,0.390319466,0.999966589,-4.599597337
CNIH2,0.588371016,-0.50978217,0.893819976,0.390410729,0.999966589,-4.597384523
KAT2A,-0.436638002,4.191812983,-0.893779223,0.390431608,0.999966589,-4.60482672
CAMKMT,-0.413612944,0.869204327,-0.8935542,0.390546905,0.999966589,-4.598495091
KIF16B,-0.377092994,3.563766758,-0.893532646,0.39055795,0.999966589,-4.602388775
SMAD6,-0.472025483,4.027376098,-0.893453607,0.390598455,0.999966589,-4.600202237
TAPT1-AS1,-0.339600996,1.391915961,-0.893380493,0.390635925,0.999966589,-4.597947655
TXNL4B,-0.224794982,2.861008949,-0.893364712,0.390644013,0.999966589,-4.600688121
WDR34,-0.468902807,3.442927566,-0.893266439,0.390694382,0.999966589,-4.600995482
MGAT2,0.525208837,-0.059065,0.892908635,0.390877811,0.999966589,-4.598157238
ZWILCH,0.299711289,2.759370315,0.892844231,0.390910834,0.999966589,-4.600995342
CLSPN,0.469687278,1.568258023,0.892766278,0.390950806,0.999966589,-4.600443503
SDHD,0.356930229,5.261452099,0.892759478,0.390954294,0.999966589,-4.60382698
FCAR,-1.143090157,5.175762578,-0.892735023,0.390966835,0.999966589,-4.605958252
RNASE7,-1.585874839,-2.399874631,-0.892682659,0.390993688,0.999966589,-4.596049074
DENND2D,-0.31261445,5.964191984,-0.892484712,0.391095212,0.999966589,-4.605562531
HOXA1,0.764088762,-1.28341602,0.892407745,0.391134692,0.999966589,-4.597051589
GPX4,0.327940863,7.655408462,0.892329718,0.391174719,0.999966589,-4.605790774
FEM1B,0.202203444,5.909021163,0.891879303,0.39140583,0.999966589,-4.605767187
TMSB4Y,-0.925074758,-2.052156671,-0.891602569,0.391547872,0.999966589,-4.596268653
MCMBP,0.180796077,6.559991088,0.891171308,0.391769299,0.999966589,-4.606047005
LY6G5C,0.618286649,-0.376087128,0.891145409,0.3917826,0.999966589,-4.597331458
