"Symbol","t","logFC","P.Value","adj.P.Val"
"NTHL1",6.35014848798668,0.999786671256391,0.00342473070996463,0.0157114041137684
"DEF8",6.34541170246342,1.27772679372208,0.00343398168431968,0.0157260257908006
"COIL",6.34498308698356,0.669966645530907,0.00343482029669396,0.0157260257908006
"CDC14A",6.34199566521219,0.764986778351355,0.00344067240797552,0.0157260257908006
"SGF29",6.33240801132671,0.929574248379394,0.0034595372765526,0.0157853714076844
"ARAP1",6.33015539428054,0.912168347262,0.00346398811033752,0.0157950792825655
"MICB",6.32893551549753,0.65051297643994,0.00346640136288782,0.0157950792825655
"PDCD6IP",6.32802222235774,0.76424811351245,0.0034682094661544,0.0157950792825655
"UCN",6.32660764569919,0.803505242451514,0.00347101229368319,0.0157950792825655
"POP5",6.32540254531919,0.652791774189142,0.00347340227628177,0.0158012269870455
"SLC17A7",6.32135838622209,0.706267737153543,0.00348143762817884,0.0158283119430027
"SIGLEC9",6.32033994117748,0.881268094464164,0.00348346480080797,0.0158290264213809
"ARB2A",6.31971106361396,0.905596509555017,0.00348471728424402,0.0158290264213809
"FAM117B",6.31450721670245,1.29524089482089,0.00349510274743919,0.0158619882372591
"XAB2",6.31369864241614,0.692136568808841,0.00349671987440829,0.0158645930340099
"TMEM69",6.31106764470577,1.23606119006955,0.00350198820462646,0.0158742881120594
"DSTYK",6.30894994785123,0.914034923888607,0.00350623582596466,0.0158830733601248
"ATXN7L3",6.30134280925446,1.27185400431766,0.00352154665014422,0.0159249721841788
"TNFRSF10A",6.29583596694116,0.803785919272677,0.00353268181489945,0.0159529587670297
"RALGAPA2",6.29517101412852,1.45527946752243,0.00353402933233318,0.0159529587670297
"POC1B",6.29220076315124,0.859628944057578,0.00354005626672596,0.0159703818912026
"SLC22A17",6.28809304891576,0.859945876288726,0.00354841217571772,0.0159799385159358
"SPA17",6.28525586881744,0.685501194969576,0.00355419780173821,0.0160012552305609
"DCST2",6.28117768864972,0.744884940118403,0.00356253453593623,0.0160292974031119
"VWA8",6.28046697087175,0.692465771064697,0.00356398987786266,0.0160311026508534
"VPS33A",6.27177220580528,0.661467637063312,0.00358185383240571,0.0160924174544243
"ZNF174",6.25824454049108,0.653518333956897,0.00360986787552366,0.0161705068191351
"TCERG1",6.25275175211929,0.682086858090663,0.00362131998852673,0.0162090980696297
"TMEM179B",6.25257924502821,0.698668221481579,0.00362168038141778,0.0162090980696297
"SAP25",6.25177642646274,0.798062931647514,0.00362335817166007,0.0162118361502225
"ATPSCKMT",6.23384490149392,0.96991754064371,0.00366108437080708,0.0163277921147314
"LPXN",6.22689690971961,0.647486441705364,0.00367583266012542,0.0163739926032422
"MICAL2",6.225528822267,0.661014318798046,0.00367874530250899,0.0163739926032422
"DGKA",6.22464417828985,0.964105876340085,0.00368063021755635,0.0163739926032422
"CHCHD5",6.22420379812752,0.959884795217225,0.00368156898250266,0.0163739926032422
"HDAC5",6.22380861698399,0.650095317679515,0.00368241164789855,0.0163739926032422
"XCR1",6.2235855456029,0.790588500943132,0.00368288741988802,0.0163739926032422
"MXI1",6.22180986627736,0.883963341831607,0.00368667734120003,0.0163842749868411
"LGALS7B",6.21923318873748,0.637961876592855,0.00369218544689011,0.0163943813945415
"PDS5B",6.21627872973203,0.686044615978748,0.00369851364671788,0.0164081083836889
"TOGARAM2",6.21466557330976,0.695947873554626,0.00370197454674749,0.0164186727637608
"RPL9",6.2003754104361,0.647194028428071,0.0037328083543982,0.0165100742428418
"PCGF5",6.19469156864417,0.765724307770329,0.00374516050232564,0.0165303578170616
"PRKCSH",6.19223831395366,0.928111240726863,0.00375050752434777,0.0165422617257195
"KIAA2013",6.18983121562073,0.743410705438056,0.00375576311517064,0.0165462472350855
"SP2",6.18021973520868,0.821046534421062,0.00377683946065514,0.0166006284733073
"RNPS1",6.1790987063219,0.884778419132885,0.00377930719066758,0.0166042819110877
"TP53",6.17521874243949,0.942062674471016,0.00378786357778476,0.0166181511684187
"EMILIN2",6.16897002649603,0.65669673896197,0.0038016940779492,0.0166482563796873
"MRPS27",6.1688742612769,0.813836455161873,0.00380190652332022,0.0166482563796873
"CLCF1",6.16737316351646,1.22365998168783,0.00380523847284357,0.0166567413537408
"CIR1",6.1649324741927,1.02089552048102,0.00381066371430138,0.016672201889268
"CRLS1",6.16426210300469,0.715998471822101,0.0038121555088095,0.0166739318314567
"NECTIN1",6.16300142784169,0.697307946598308,0.00381496287652906,0.0166814132910448
"GPSM3",6.16188879664669,1.13701492497317,0.00381744269036712,0.0166874585901417
"EEF1D",6.16091786663689,1.24670395803591,0.0038196083099877,0.0166875191072998
"MRTFA",6.15772102869385,1.67385175851808,0.0038267494579531,0.0167041348325346
"DET1",6.14859451779889,0.671859589085066,0.00384722733922278,0.0167790746701749
"AIRE",6.14685029859079,0.684756937299219,0.00385115637514223,0.0167912242961269
"SDHAF3",6.14353971199236,0.79407837299262,0.00385862745670589,0.0168095119912871
"LYRM7",6.13635151139647,0.652397875346296,0.00387491097004566,0.0168582344055229
"YPEL5",6.13615635018842,1.06639705430103,0.00387535425313703,0.0168582344055229
"ARSD",6.1354912011626,1.13082062558557,0.00387686552246974,0.016859985949591
"DMXL2",6.12351884220762,1.04262821552662,0.00390419250645059,0.0169545858475444
"COPA",6.11535773099663,0.934607009993756,0.00392295671139753,0.0170025613321644
"DDX39B",6.11512529551449,0.7971515503373,0.00392349276134091,0.0170025613321644
"IQCF2",6.11482562675259,0.658697224339929,0.00392418400025625,0.0170025613321644
"RPL23AP7",6.11296744870412,0.625521105132215,0.00392847357507822,0.0170162990970634
"ARFGAP1",6.10537062458609,0.812438263851118,0.00394607106530336,0.0170730721937791
"OSER1",6.10349791392345,1.00248769470732,0.00395042400937755,0.0170870444637695
"RAP2C",6.09634168306312,1.05571213337695,0.00396711272786666,0.0171247891334019
"MTOR",6.09396757408283,0.650892818271184,0.00397266850202622,0.0171393879656212
"AGO2",6.0933675233223,0.682338957146979,0.00397407423223734,0.0171405901655886
"DBNL",6.09197689829494,0.747433595633153,0.00397733439106314,0.0171457591144047
"RIC1",6.09189457338434,0.88292839624508,0.00397752749576669,0.0171457591144047
"POLR3H",6.08367966759574,0.894101400325543,0.00399685506536506,0.0171949566715903
"UTP11",6.08291892522814,0.673113960369862,0.0039986507576872,0.0171978169465235
"HNRNPUL1",6.07882649802412,0.891791499292275,0.00400832782697592,0.0172150944910053
"PYCARD",6.0748118813781,0.984276508221398,0.00401784901341212,0.0172413791749355
"TNFSF8",6.06987018938481,0.736643933981951,0.00402960724982692,0.0172869582666764
"ISG20L2",6.0660484394458,0.934828971404967,0.00403872984400257,0.0173021115300232
"RASA4",6.06232501411443,1.02275479415278,0.00404764226871344,0.0173301080018564
"GK",6.05890001070014,0.720215769635003,0.00405586183611214,0.0173506460769602
"MLLT10",6.04616182084635,0.641775274132926,0.00408661325487171,0.0174176941975773
"CCT5",6.04554542680086,0.635155624891879,0.0040881085870578,0.0174176941975773
"GBP5",6.04525995400866,0.82507381244048,0.0040888013544701,0.0174176941975773
"PACSIN2",6.04482395967995,0.641900665028485,0.00408985967777148,0.0174176941975773
"PPP6C",6.03632736054616,0.786447345490655,0.00411055180584674,0.0174960178738643
"OLFM1",6.03139543492067,1.42102205004176,0.00412262201609749,0.0175298404059383
"TRMT12",6.0311968940447,0.834689209364256,0.00412310883298536,0.0175298404059383
"SZRD1",6.03060867205122,0.892284599383661,0.00412455155407005,0.0175310732348511
"TMEM216",6.01659778691584,0.617540730619086,0.00415910070178134,0.0176434040370127
"PMPCB",6.01422284530612,0.617759379396832,0.00416499237366227,0.017649440640157
"CD101",6.01415297400777,2.14502699768085,0.0041651658638561,0.017649440640157
"UQCRFS1",6.01007148343995,0.838917918655056,0.0041753156864631,0.0176629209901894
"IDH3G",6.00799721591551,0.793829038727128,0.00418048565908144,0.0176703582824117
"FBXL12",5.99497919517462,0.654561575797954,0.00421311321090118,0.0177585991439537
"DPH3",5.9922890019265,0.725763741911855,0.00421989487656469,0.0177724068908324
"TMEM191A",5.98740345390086,1.08720821218171,0.00423224525821527,0.0178194866796616
"SPG21",5.98289309264365,0.897606748067996,0.00424368680962285,0.0178380290217646
"LCE3B",5.98192093533083,0.650121366237615,0.00424615790446262,0.017843484225219
"CAPN10",5.9786754648449,0.616721039420026,0.00425442032800735,0.0178656086067878
"NEK4",5.9732269915017,0.715288285729499,0.00426833588468039,0.0178971194194153
"KCTD2",5.97158199079257,0.844622720422968,0.00427254829754097,0.0179049089305602
"LOC652276",5.96575209291481,0.652612676764254,0.00428751849095252,0.0179478616048461
"RTN1",5.95789671464582,1.22375595994074,0.00430779227222964,0.0179980507901287
"LETM2",5.95047160275223,0.644434331507649,0.00432706443175664,0.018050709156923
"ASCL2",5.94940130655982,0.622817011376707,0.00432985119055702,0.018050709156923
"SAMHD1",5.94795912823435,1.05670573923337,0.00433360973162115,0.0180612597419826
"ARRDC1-AS1",5.94362147009493,0.659271068965861,0.00434493862846801,0.0180886467729925
"SLC25A52",5.93937920779674,0.615107234232098,0.0043560537354986,0.0181299576380577
"UBE2N",5.93702578137991,0.980055186387418,0.00436223505169199,0.0181457523703861
"TGFBI",5.93444090952581,0.642309227884319,0.00436903673760708,0.0181641089954971
"NSDHL",5.93379686250253,0.776542431666593,0.00437073348213836,0.018165635676927
"U2SURP",5.93317440685763,1.54725643118806,0.00437237411661435,0.018165635676927
"INS",5.92671120502452,0.632530090165923,0.00438945444849437,0.0182120862075004
"FAR2",5.92523617076293,0.840661800428222,0.00439336405709728,0.0182143961403144
"MARF1",5.91911923577097,0.656543160272837,0.0044096230330418,0.0182579763371902
"ADAM8",5.91794579425132,1.55007971378206,0.00441275055162678,0.0182623433531414
"GCLM",5.91664299490979,0.968689562583812,0.00441622604736406,0.018270393288442
"GAPT",5.91506291239877,1.89449755214103,0.00442044578726059,0.0182798837913695
"BAX",5.91488395324954,0.827714356731572,0.00442092402581912,0.0182798837913695
"C1orf162",5.91315877686335,1.54964439566894,0.0044255375473023,0.0182890149509167
"EWSR1",5.90805478428111,1.10353965494661,0.00443922162348922,0.0183304596009273
"HDAC1",5.90672313484412,1.1327529138708,0.00444280042761377,0.0183304690458899
"DOCK2",5.90559310481727,1.26644230457571,0.00444584017167227,0.0183380356199598
"PREX1",5.89706089339136,0.733570008743051,0.00446887454073683,0.0183931377579231
"TMEM39B",5.89005750379841,0.740651402028227,0.00448789163289531,0.0184315030929171
"MSLNL",5.8844915267762,0.615385542990892,0.00450307677781512,0.0184733287468023
"CHAD",5.88107548017431,0.64554670414632,0.00451242784771466,0.0185022924529643
"ZFP36L2",5.8794858290233,0.665252637250234,0.00451678751556088,0.018515176424973
"CDHR2",5.87580216551963,0.928193325816692,0.0045269100590288,0.0185516702176529
"TRPC4AP",5.86676464962703,1.06461204248848,0.00455186351201006,0.0186255907422523
"ZNF839",5.86034358686788,1.00266394154041,0.00456969580251013,0.0186867259383098
"PCNT",5.8592023125097,0.771830771515155,0.00457287430908115,0.0186892313179785
"PCBP1",5.85838030667334,0.73112838242047,0.00457516532568375,0.0186892313179785
"PRKCE",5.85375141878953,0.682658424311702,0.00458809297995855,0.0187077157096781
"SLC35C2",5.85043783383869,1.16599743528049,0.00459737489737008,0.0187077157096781
"ZBTB7A",5.84895126918684,0.895664118225958,0.00460154654170975,0.018716319819824
"RFC3",5.8470210680894,0.865146742669604,0.00460697009924353,0.0187333693233411
"KAT2B",5.84376670490551,0.653374033743356,0.00461613219975944,0.0187505711789374
"NECAB3",5.84266665605098,1.07411492827612,0.00461923427779635,0.0187581615211554
"MTSS2",5.83982858088816,0.627884474474818,0.00462724937284946,0.0187677323854877
"RBMS1",5.83964745755207,0.877563307880426,0.00462776147064564,0.0187677323854877
"DNAH1",5.83653473713336,0.949223360730446,0.00463657312750596,0.0187895544754602
"ALDOA",5.82733467206224,1.33045347370963,0.00466273836114711,0.0188592885628525
"BTF3",5.82414647663706,0.99110197692986,0.00467184812569714,0.0188730596411668
"VAV1",5.82353806009593,0.623355550260062,0.00467358907210903,0.0188730596411668
"TRIM37",5.82285182621678,0.653334729893109,0.00467555364789145,0.0188759808540306
"PANX2",5.82218483227014,0.651473829585595,0.00467746411860754,0.0188776315248658
"NEK8",5.81934960502247,0.832266715486829,0.00468559580730607,0.0188926895275091
"MTMR12",5.8182989530606,0.801611047602671,0.00468861359733089,0.0188986047146059
"LEPR",5.81492924642823,0.613237499468778,0.0046983085922862,0.0189253194333044
"ERLIN2",5.81469806506099,0.798137904615143,0.00469897463046801,0.0189253194333044
"TRPV5",5.81287185099587,0.740455156542888,0.00470424008329641,0.0189364963437723
"CLN3",5.80823224115382,0.988414078160131,0.00471765003909052,0.0189718203803209
"CREBBP",5.79782045199077,1.02859555281156,0.00474791536879751,0.0190618524098924
"UPK3B",5.79510857684389,0.775332022693217,0.00475583758922562,0.0190835826007766
"RSRP1",5.7920024875697,1.02196477446068,0.00476493145797253,0.0191099888219531
"MFSD14B",5.78758699519117,1.07429264883344,0.00477789585829616,0.019146835365736
"TNFRSF10D",5.7862571795536,1.39228753039311,0.00478180886779744,0.0191535125070613
"RASD2",5.78603622920785,0.835366017642507,0.00478245940126377,0.0191535125070613
"ZMYND19",5.78573706829111,0.813557293853179,0.00478334038018271,0.0191535125070613
"NSUN4",5.78352539651765,0.786588470463819,0.0047898595931003,0.019167357690683
"DYRK1A",5.782717940762,0.705228005980798,0.00479224241070808,0.0191689696428323
"MCCD1",5.78092158197834,0.678612615554626,0.00479754874292074,0.0191851489041122
"SLC8A3",5.77841882321429,0.804558174167313,0.00480495381497924,0.0191945725290791
"TRAK1",5.77157540799246,0.943183116060667,0.00482527390156502,0.0192637081283322
"MED1",5.76770407660591,0.625752949528851,0.0048368159123044,0.0192965100719636
"PF4V1",5.763700197989,0.903122793170297,0.00484878891158462,0.019337219409338
"RNF141",5.75522825948283,0.644953813431672,0.00487424360501298,0.0194195098629726
"HCLS1",5.75487509101169,0.893547222626721,0.00487530830200087,0.0194195098629726
"TOR1AIP1",5.75093503891972,0.616444300022744,0.00488720583146899,0.0194516164053861
"RNF122",5.748000215562,1.06499030956543,0.00489609118974973,0.0194716932044231
"PPP1CC",5.7357401239039,0.892950135244621,0.00493342532592141,0.0195462677089882
"GNRH1",5.73465647837071,0.670742297132414,0.00493674206168297,0.0195462677089882
"CDK5R2",5.73425309214762,0.844071619919168,0.00493797741569784,0.0195462677089882
"NUDT16L1",5.7295350511014,0.863724427702929,0.00495245454281272,0.0195933737479438
"PTP4A2",5.72637021059481,1.41342814377608,0.00496219504375807,0.0196217010466648
"MON1B",5.7245784363636,0.900629359777118,0.0049677200919397,0.0196282377651907
"LEAP2",5.71871601927651,1.09483159561287,0.0049858502658187,0.0196794214488894
"FBP1",5.71009919479366,1.09781989350519,0.00501264695893378,0.0197454020378074
"KLHL15",5.70283916394211,1.07984721818306,0.0050353621066093,0.0198028929188813
"TSC1",5.70204569811019,0.652578414452676,0.00503785237779376,0.019807564364397
"DDX56",5.70127058042375,1.12870955942112,0.0050402865288299,0.0198120128018726
"HMBOX1",5.69512223046851,0.835814749065162,0.00505964599212939,0.0198623683720795
"DEPDC5",5.69346774081474,0.663512007289288,0.00506487115728596,0.0198677567929177
"MLC1",5.69345249900791,1.91366777587791,0.00506491932444384,0.0198677567929177
"ARRDC5",5.68915610024781,0.739773699068913,0.00507851932847357,0.0198852013252899
"MAP10",5.68604441430189,0.966628353156079,0.00508839728432832,0.0199034807117951
"MIS18BP1",5.68429363703642,1.17245568180001,0.00509396547886736,0.0199200377995924
"HYCC2",5.68195757992752,0.749409419929718,0.00510140679737523,0.019937038429878
"NCR3",5.68128343470791,0.713503700239078,0.00510355672064145,0.019937038429878
"SMAGP",5.67831911026394,0.676120374123709,0.00511302352963187,0.0199483996507546
"SAMTOR",5.67096637286054,0.630236637926311,0.00513659860717434,0.0200095777709804
"ZNF418",5.66822778184213,0.757269958870156,0.00514541355444454,0.0200336531838179
"SNAPC4",5.66674605956324,1.0463189735631,0.00515019067295118,0.0200417450534474
"WDR3",5.65862476618148,0.855954712185903,0.00517647120178669,0.0201020907569982
"UBTD1",5.65829836908316,1.05722618975922,0.00517753087159139,0.0201020907569982
"HDAC3",5.6576897310508,0.971975039371317,0.00517950756887044,0.0201037028816278
"TRIM41",5.63689407156446,1.42817654712846,0.00524760826268872,0.0202861277221581
"KDM7A-DT",5.63089440184313,1.03114319598119,0.00526746032585872,0.0203318620902689
"SEMA4D",5.62879143544103,1.81541604186835,0.00527444062452879,0.0203433155003383
"P2RX5",5.62193133884808,0.682834431582598,0.00529729039978741,0.0203952385822701
"TBC1D3B",5.61968546482176,0.890617530642765,0.00530479748019098,0.0204086415579925
"PRKAG2",5.61535667519524,0.94858341405755,0.00531930392124772,0.020443763971275
"SON",5.61013974246039,1.71281294889208,0.00533685161871234,0.0204904921528344
"MTERF4",5.60495496948557,0.877576757728315,0.0053543618006697,0.0205473465214698
"GBF1",5.59462921407085,0.586272335045852,0.0053894454391457,0.0206558584989657
"HK2",5.59196122760267,0.947108039486481,0.00539855637285665,0.0206752065772863
"RNASE3",5.59082910851138,2.22746899990548,0.00540242818633082,0.0206809875853829
"NRF1",5.58964010709705,0.636235794378679,0.00540649821616061,0.0206847861311624
"PSMA4",5.5876501859736,0.730186168235148,0.00541331829397433,0.0207056701747389
"LRRN3",5.58619146663475,0.587144379036952,0.0054183245055236,0.0207196075132016
"TAP2",5.57791345107849,0.736539285702485,0.00544684218553054,0.0207920622383405
"MRPL52",5.57667465052804,1.04954889701373,0.00545112571666797,0.0208031919445637
"GNB2",5.57014750117975,0.940608723372305,0.00547376392406029,0.0208791075387783
"LAT2",5.56667520057244,1.00278907898039,0.00548585410370796,0.0209094910298723
"TP53TG3",5.55647088351318,0.657742458783535,0.00552157513852215,0.0210245655249487
"JTB",5.55397660675609,0.76232786604709,0.00553035004970757,0.0210474383273155
"PITX3",5.55255367322033,0.654931532217588,0.00553536364324923,0.0210612485080146
"GALNT4",5.55029482298104,0.870847536680908,0.00554333401483828,0.0210810261809604
"TCF25",5.54978522553615,0.851937834879735,0.00554513408553789,0.021082599793215
"TMPRSS13",5.5419267576234,0.668152700527911,0.00557298413708876,0.0211620331477767
"SUB1",5.54027679779954,0.566627227364517,0.00557885336411124,0.0211790319424373
"ADI1",5.53238588346501,0.715379197977421,0.00560702826884435,0.0212541590011428
"ZNF513",5.52415955985324,0.761339268365042,0.00563658739506593,0.0213286471070739
"POLR2J4",5.52379589051656,1.01212058839983,0.00563789856460003,0.0213286471070739
"CGB2",5.52273224969924,0.569718600002559,0.00564173555804424,0.0213378548537023
"TCF7L2",5.52159915343114,0.602846618106502,0.00564582664090958,0.0213480187854184
"RAD17",5.51286927082896,0.857187435021036,0.00567746886987602,0.0214250487774378
"CDKN2A-AS1",5.51058978042773,0.674000030198493,0.00568576697762092,0.0214404027264218
"ATP11B",5.50648732910726,0.685285057551004,0.00570073889540175,0.0214759858817995
"SYT2",5.49882799455,0.575946215435898,0.00572882169518328,0.0215599901856836
"DNM1L",5.49096856105289,0.717085026333831,0.00575781525772735,0.0216476772409191
"GCNA",5.48997029290735,0.968751634380065,0.00576151078857443,0.0216562175167177
"PPIA",5.48885802344581,0.966338698029736,0.00576563178244336,0.0216663523961944
"OGDH",5.48547272455684,1.29068659376828,0.00577819675149473,0.0216852585666585
"PPP1R3F",5.48533359871948,0.766374839128209,0.00577871385492743,0.0216852585666585
"DPM3",5.48350972612081,0.792217383654401,0.00578549809822544,0.02170346696542
"STAG3L1",5.47205131666644,0.740302557148877,0.00582834466946397,0.0218050346207154
"AQP10",5.46603958598106,0.560673789768998,0.0058509804876367,0.0218467250812617
"KIF21B",5.45556879696048,0.718825777571874,0.0058906646055738,0.0219571635592074
"ATF1",5.45375439068764,0.779892656456027,0.00589757478151246,0.0219721502394026
"WWC3",5.45296879111715,0.804474909942458,0.00590056983368898,0.0219779245727999
"NSMF",5.45098595040954,1.4326848276912,0.00590813761902174,0.0219953382888819
"BTBD7",5.44870462666249,0.84877648212449,0.00591685937656109,0.0220116431993006
"SMARCA4",5.44755408513417,1.16271403346594,0.00592126403173256,0.0220130613811616
"ANO6",5.44646820554223,0.574907438127952,0.00592542483827823,0.0220130613811616
"PPP1R35",5.44641972066389,0.622501381873609,0.00592561070347685,0.0220130613811616
"VAPA",5.44633763628901,0.996769218924583,0.00592592538759045,0.0220130613811616
"JAG1",5.44375278533934,0.82340716886482,0.00593584536380283,0.0220367763525967
"MAPKAPK5-AS1",5.44188777750904,1.11044525371619,0.00594301545443671,0.0220549973233464
"GLIDR",5.42860276710513,0.806621116623094,0.00599439944717579,0.0221969385908569
"DPP8",5.42493988946222,1.39800618620317,0.00600866274571032,0.0222281058226131
"PRKRIP1",5.42304885972055,0.664817182968543,0.00601604277314961,0.0222427260824541
"ENKD1",5.42293572213347,0.788799488263779,0.00601648466275602,0.0222427260824541
"OSBPL7",5.41684436849751,0.581725825909517,0.00604033511895459,0.0222694343003785
"TSPAN16",5.41639242119028,1.08481966449002,0.00604210932852946,0.0222705765070955
"SF3A1",5.41310098301184,0.784493098707025,0.00605504986783782,0.0223020582199268
"RAB28",5.41080367004854,0.557240117163935,0.00606410211982647,0.0223213472944415
"USP21",5.40453969612398,0.938388004065502,0.00608886911653672,0.0223670341846112
"RPL36A",5.4018358821096,0.677186951250378,0.00609959808084748,0.0223774224646092
"XRCC3",5.39873398048837,0.573410376861767,0.00611193532666889,0.0224068164246207
"TAF8",5.39847693402357,0.846408476714551,0.00611295905745341,0.0224068164246207
"CACNA1A",5.39057728033422,0.549149738088837,0.00614452377533875,0.0225116640750064
"LMBRD2",5.38926426384386,0.622941700942915,0.0061497896044788,0.022525529938563
"KIF9",5.38829596517838,0.665494040220915,0.00615367650254835,0.022534339573984
"UBE2G2",5.38571682275973,0.794195241276319,0.00616404431340867,0.022566871911006
"ZNF700",5.38463705217676,0.77056693052749,0.00616839122272129,0.0225773510746439
"PYGL",5.38338302393857,0.657872539805876,0.00617344438294739,0.0225904095707084
"NT5DC3",5.37969434462615,0.869564707647424,0.00618833759234698,0.0226306392657782
"PSMA2",5.37535417557002,0.648238272143375,0.00620591780509383,0.0226710540427257
"ZXDC",5.37496464439316,0.955940734868318,0.00620749863284099,0.0226713830951599
"ARFGEF1",5.36164638937032,0.721963242797312,0.00626184681255591,0.0228260226091444
"UBAP1L",5.3580076958675,0.921375357331751,0.00627679691653312,0.0228531308371165
"ABHD17B",5.35724192076735,0.639757919386394,0.00627994879957098,0.0228557634422079
"MYH14",5.35625953968798,0.817406513704393,0.00628399506757947,0.0228574496502628
"TSNAX",5.34859364499386,0.78752103112373,0.00631567991889768,0.0229452604411362
"CCDC97",5.34774712065353,0.59233252658926,0.00631919081497854,0.022952532580414
"MAPK1IP1L",5.34655090408754,0.733294573007669,0.00632415612260344,0.0229531335092426
"AZI2",5.34588971759828,1.03268499950401,0.00632690266114842,0.0229531335092426
"ANP32A-IT1",5.33988669887546,0.652929882279478,0.00635190610082025,0.0230218751146984
"FKBP5",5.33772535708731,1.12746108335098,0.00636093811386195,0.0230357378116205
"WDFY2",5.33752175230077,0.668003544921576,0.00636178976912193,0.0230357378116205
"XYLT2",5.32914922140677,0.745716762405115,0.00639693273483041,0.0231519640721801
"LCE1A",5.32791529030894,0.874469619693948,0.0064021321956633,0.0231597589038172
"TAP1",5.32373253267274,0.693006290181726,0.00641979590447648,0.023191013906184
"TTC21B",5.32352702391313,0.558625187123603,0.00642066530613558,0.023191013906184
"POU3F4",5.32352351769949,0.543027670136644,0.00642068014037344,0.023191013906184
"GPR62",5.32104372334425,0.605173769924763,0.00643118231253412,0.0232151484949012
"THAP7",5.31996809767959,0.590001191433384,0.00643574425351494,0.0232261031341849
"KAT7",5.31689900386824,0.810702518075458,0.00644878275571515,0.0232621176823805
"AP5M1",5.3157222645584,0.667916842411218,0.00645379052850112,0.0232745248565612
"RASL11A",5.31501245146062,0.722566803799406,0.00645681354351865,0.0232745248565612
"RMC1",5.31237855375583,0.698212153535057,0.00646804623296037,0.0233013446782178
"ATXN1L",5.31053814900941,0.729195238442768,0.0064759091881068,0.023321247201688
"HDAC7",5.30947084208273,0.920612774298835,0.00648047453473936,0.023329228271101
"ZNF530",5.30930286338821,0.572385996566988,0.00648119341434783,0.023329228271101
"BCAS3",5.3069036485351,1.06254921556196,0.00649147176334034,0.0233441245156963
"ANKRD11",5.30606682516596,0.752810366422075,0.00649506146245491,0.0233501652493026
"TTC5",5.3050810830647,0.846173166174309,0.00649929310233416,0.0233501652493026
"LPIN3",5.30253122630688,0.680591182906542,0.0065102549651634,0.0233697345318126
"TOLLIP",5.30044999539132,0.945755204590837,0.00651921903492814,0.0233843803409965
"AGFG1",5.29950063203539,0.565686844855005,0.00652331307211078,0.0233922530536809
"SLED1",5.2986662681523,1.81104277018522,0.00652691379254645,0.0233969650785101
"ZMYM4",5.29777079340562,0.764848611004232,0.00653078095464724,0.0233969650785101
"KHDRBS1",5.29501929642313,0.659499107454811,0.00654268108124566,0.0234115207920567
"ADPRHL1",5.2946961532439,0.698771479267363,0.00654408041077282,0.0234115207920567
"GBA2",5.29025200091469,1.58757236277803,0.00656336257234953,0.0234199009855213
"ZNF397",5.28882236137112,0.658765271568536,0.00656958027990902,0.02343109214279
"TFF2",5.28702754187715,0.698532044327164,0.00657739645179174,0.0234422012030943
"BIK",5.28584828997662,0.753011319307058,0.00658253813526401,0.0234498102509007
"RHOT2",5.27982557247087,1.28325992534059,0.00660887503403744,0.0235160906686105
"BTF3P11",5.27735949653366,1.10174354938,0.00661969633152268,0.0235435785336288
"LTBR",5.27674697855786,0.660934051178535,0.00662238747156546,0.0235476428963216
"TAF1C",5.27424806241753,1.05981377600803,0.00663338056213575,0.0235757073122133
"TRIM10",5.2728733895159,0.99377405438673,0.00663943749908728,0.0235917209079718
"TOMM40",5.27101646268046,0.583078743065599,0.00664763007791791,0.0235987764297329
"SBF1",5.26725694777247,1.21448476947394,0.00666425472623934,0.0236395368485514
"LANCL2",5.2591850866374,0.717696333815307,0.006700121449118,0.023746317175061
"CNIH1",5.25858536770094,0.62302462961271,0.00670279570325047,0.0237502602644532
"SUGP2",5.25616258266939,0.579310384926723,0.00671361268527906,0.0237830472205274
"NME6",5.24874065385005,0.598334941532296,0.00674688293848375,0.0238726174790719
"DHX16",5.24842208132899,0.553620363043172,0.00674831552752038,0.0238726174790719
"RNF10",5.24781158781102,0.551074174986499,0.0067510618999599,0.0238767789243233
"SRSF3",5.24253334953145,0.708144922462434,0.00677486394222934,0.0239386921081375
"C19orf73",5.23708309063728,0.624571875093082,0.0067995499035233,0.024003610708631
"ZNF646",5.23554549419835,0.688856613698007,0.00680653412814984,0.0240167590026352
"NUP188",5.23461980380023,0.780062329073583,0.00681074313856086,0.0240169508078881
"LINC00304",5.23249289713354,0.630116139607587,0.00682042605424572,0.0240193170484662
"C5orf22",5.22671746166389,0.546399969314392,0.0068468045603222,0.0240732656527507
"MIGA2",5.22418997606583,0.788694461947979,0.00685838788668946,0.0240994369179236
"LRRC59",5.22223112223164,0.58135491596799,0.0068673817524798,0.0241143250269482
"CSNK2B",5.22163995657437,0.690879797621798,0.0068700988688503,0.0241182972293341
"ATG12",5.21915574635323,0.55455304744583,0.00688153123127614,0.0241472835637396
"STAT5A",5.20612870260833,0.704603751854277,0.00694186552635774,0.0243004678249618
"ASB10",5.20593607390177,0.547533824179518,0.00694276253941734,0.0243004678249618
"DPH2",5.20402100030253,0.710686265014893,0.00695168819343212,0.0243149204336973
"LARP1B",5.19872335778855,0.686841320368477,0.00697645256686466,0.024374518510608
"DGCR8",5.19733660031295,0.643638819418024,0.00698295297647682,0.0243850169612536
