Gene,WT_1.gProcessedSignal,WT_2.gProcessedSignal,RNA5_TLR4_1.gProcessedSignal,RNA5_TLR4_2.gProcessedSignal
MIR4435-2HG,5.96621562083738,5.20034606115396,5.4269500257939,5.41118264059918
PVT1,9.6842324868729,9.60092902957547,9.94420802268206,9.99321848390614
PVT1,8.84347726326874,8.79255911970343,9.02510636907076,9.07301788528411
lnc-ZNF674-3,4.77635199780036,5.40585829545489,7.13052958528728,7.11212720357261
PPP4R1L,5.81848081232519,5.70564677133465,5.6866959170483,6.01778937025992
MIR4435-2HG,7.00385033283557,6.43606842803591,6.65862191343781,6.3773415928654
SNHG11,10.738263878701,10.5206400438599,10.4967390351291,10.6159929908654
HCG18,8.31663850089597,8.42727182263582,8.60531678191716,8.61363086349261
SNHG11,11.0269450642654,10.5637124587913,10.5360395744932,10.2389565740948
RNASEH1,7.72096654409539,8.10814186799669,8.20606021938348,8.26067298518579
LINC01197,4.55465398851949,4.74213823572923,7.83147862266272,8.49435720532502
GARS-DT,4.46446731798332,5.42873894552072,5.48634820492748,5.79808877190571
CTD-3080P12.3,6.47769215103733,6.55458184141033,6.48151864370975,6.2643842575072
SNORA26,8.38788947318543,8.10935605486799,8.84503756012209,9.05921319573042
LINC00513,6.45613586323945,6.97378101712261,7.77436383731498,7.53171476963572
LINC01122,8.33299043839692,8.07750674170712,8.0956718001152,8.17763718186372
KIF9-AS1,6.70734634049585,6.93427496987154,7.19226614413882,7.23949092644111
LINC00989,8.09823739568727,7.93804555693099,8.27950248878392,8.02458691288366
NEAT1,8.2260570128117,7.97519941790689,8.56990123040099,8.81612680540192
TBXAS1,8.55883685004091,8.41064015984225,8.37836315969615,8.45270199744181
LINC00887,6.3711537635562,5.30216378181394,6.09580448452946,6.13439612597581
,6.44666448901198,5.84228158137283,5.81700868791448,5.8863811372311
lnc-BTBD10-3,7.85485404359274,8.05833370372804,7.87381014087359,8.21166279054681
PURPL,4.76417315833958,5.0888828016091,4.63598899290641,5.44259866755693
LINC01023,7.3030194136128,7.10105528716722,6.93661075590787,6.99424053539512
LOC648987,8.88076687804789,8.97126849484641,8.80991782235306,8.62610524579244
,5.94705694857793,5.49338772220713,5.28819781818679,5.2825826235359
LINC01193,4.52471089728006,4.99604608012064,6.68210467973581,6.81982212632858
,4.61059672642514,4.30108547051734,4.7798704023443,4.18631547297877
LINC01978,10.8075600657219,10.5131398611096,9.64473900197315,9.74987653854137
,6.67198754780795,6.41635789629777,6.14780850917215,6.24652556065318
,9.97830497789661,10.4491938066729,10.6265559110354,10.5183730234563
APTR,7.77856577475711,8.13595678256063,8.40081238117182,8.15212310838658
KIAA1671,5.06134545049398,5.02047258873984,4.34273583230291,5.07892328053477
PVT1,9.52746236294603,9.08751156200284,9.47073706883732,9.53086569793253
LINC00673,4.74964136312354,4.81817005880677,5.10248831907602,4.9744979586937
SNHG5,15.8250266782587,15.8228358415717,15.8306716452656,15.8660852999987
RFX8,5.48634820492748,5.53971649571191,4.89222272076135,5.04951635742894
SNHG5,15.5214095758688,15.5214095758688,15.6738169048981,15.6738169048981
lnc-RAD23B-2,6.63490057135866,6.37815000941302,6.45656193809931,6.76226256310097
LINC00574,5.32027761498085,5.8779994854593,5.32654272597602,5.25680999906165
MIR570HG,7.58223727153173,6.93687759127023,7.43227918745122,7.68815891059712
UBA6-AS1,4.56647597507931,4.9557148409648,5.00058132386992,5.3667512666897
LINC00472,8.75154553258009,8.58807211753339,9.93136713925766,9.91481227889141
,11.541580265868,11.4964319241867,10.8385402049418,10.8240562895635
LOC105377329,5.67619491408424,5.32574606028843,5.11836921406143,5.08293386388224
MAVS,9.50956458728343,9.48240754841611,9.68594820190829,9.52168441048708
TALAM1,6.63515405908141,6.38099753402562,6.73385617472266,6.71912456273096
TSTD3,10.1683435862406,10.1395247785059,10.1395247785059,10.296640317308
LINC01605,7.99315963739415,8.27146062458516,7.04518204193176,7.37276082722302
PWAR5,4.31744078976545,5.17523179631457,4.9453510252315,5.08072807507996
LOC100294145,6.72098938808178,6.16831143344663,6.69226393404414,6.27530324106695
LINC01104,8.19286591386457,7.92243707849303,7.9745997603588,8.09609700282154
LINC00673,11.0944287060916,10.3755821964925,11.1787252039856,11.1181070763817
LRRFIP1,6.59777703074169,6.61201437738851,7.29809591267323,7.14270448792482
FLJ37201,6.61543755682328,6.42148009640696,6.40864649936002,6.59620920875465
LINC01630,5.36964215229845,5.18137404337255,4.78976323000893,4.94022612915882
LOC220729,7.45329319751089,7.11249774053419,6.73227972743497,6.91700634566054
NUP50-DT,4.53257793292009,4.987277883429,5.53687653952178,5.45155372294979
LINC01004,5.3959851425365,5.02422542244378,6.25010861635209,5.96350739828621
,5.50820950791046,5.5908464124276,5.74992522618214,5.59450475307753
HCG18,8.46964129691301,8.5091813974539,8.54846024038305,8.74215721881236
LINC02593,6.12979981258157,5.94557510426281,5.24689528236898,5.32325825393619
LOC105375451,6.44186964530158,6.18501247245852,5.87330912036192,6.08888620987121
TUG1,9.70274607928793,9.54549651493639,9.89566937798771,10.1475552071966
IPW,8.8455626928581,9.1286538447684,8.80840405149964,8.67805071136982
SEC14L1,8.50371153490208,8.41269396700968,8.28999602231165,8.24299353709962
LINC01237,6.2633236088438,6.37547667475964,6.04376455218613,5.90334016546734
SNHG14,7.13692789906789,7.866706373383,7.55366659292487,7.29809591267323
ZMIZ1-AS1,6.72919777460486,6.52733220077889,6.50001285630536,6.39864328014451
FLJ32255,8.94533101176865,8.80539839611061,8.7784180303152,8.90976601527101
LOC642852,6.91236183362717,6.60330758413054,6.45767674138468,6.53626743451084
NBAT1,5.48477875124675,5.20373792480343,4.97977188348311,5.07974451091619
CA5BP1,9.51079488670987,9.43076891121705,9.11163794723438,9.13202993958623
LINC01806,8.5670996877316,8.32287232582754,8.0689466152097,8.07058122780547
LINC00662,5.11487649042525,4.98416496000485,5.77232913082843,6.06572852774729
,7.14770786194722,7.19828157463401,7.91325578031497,7.50207971386176
LOC101929709,6.41666123295801,5.84395757096735,6.315651417946,6.08822829332835
lnc-UBLCP1-4,7.15443085223873,6.88295645194484,6.86800705187944,6.84531162469056
LINC-PINT,4.53819641978469,5.3277708510593,6.3912426410262,6.61543755682328
lnc-SNCA-2,5.41921526107355,4.93256556389485,4.77061289436081,5.01459868363768
XLOC_l2_006673,6.86520025272993,7.00868052145585,7.00473416340859,6.94392885023618
FLJ46906,6.49362981496544,6.79816470471725,5.97678321308518,6.29986934242381
MDM4,9.8905054268883,10.2349604104095,10.5073919145081,10.5748089118832
CDYL2,9.54015459996374,10.1513482751769,9.77876681452645,9.67393537742213
EPCAM-DT,5.21567321058012,5.06155969259779,4.70696450827646,5.08098041291952
,5.97517242624412,5.93238078031853,5.9048529452533,5.37396904946011
SNHG11,6.86704294321382,6.85208492212866,6.72413538236641,6.87614467987523
UBA6-AS1,4.93070688684711,5.43847227051247,5.56073788621913,5.96476683572031
lnc-KIAA0020-1,6.17608021393297,6.33998155429245,6.30356530587268,6.15108812966062
LINC00942,5.96902070539005,5.99123291783581,6.42350583052494,6.21024386291922
FAM200B,9.29923664355506,9.37543692399449,9.16493565029944,9.07012884801555
LINC00211,7.47873187813981,7.1777547924042,7.37344763670139,7.28327712155206
LINC00861,9.04503491753305,8.60020624107221,8.63533754995355,8.81793435035959
PSD2-AS1,7.08570237502468,6.3120798259448,6.29537166647881,6.57337953463864
LINC01192,5.6081479652167,5.84910469164434,5.48158138934852,5.72793616677667
LINC-PINT,5.73989606903807,6.0221415318199,5.91020834707429,6.09167507224974
,8.96975691634114,9.15911127181199,9.31358148011396,9.66781055784488
PVT1,7.76911466429547,8.00066638338651,8.60688727680149,8.67898100906785
LINC00963,8.82622610837585,8.53443500733465,9.25955293657612,9.31970266784326
TIAM2,7.38017965404352,7.11890959507093,7.3515866581418,7.248102984449
LOC101927136,4.88006169370752,4.66539915913929,4.67577393065592,4.82780024750064
LOC100294145,8.09727484710869,8.068826189973,8.0122385222254,8.2923291796785
LOC100132356,6.65041529286261,6.97327507503861,7.47553062683194,7.88560806880229
lnc-LRIG2-4,6.75777207371871,7.06202578888999,7.93348109431163,8.0349490899897
CRYBG3,7.83728625763162,8.05612408561119,8.15944627731113,8.40658729670518
LINC01747,6.08284938519137,5.62149294670508,5.77669851283177,5.52717135725108
LOC202181,6.79979828519561,6.06244143342315,7.04768306606901,6.34067585703745
LINC01133,5.81536982839024,5.48095291654821,4.97832704057768,5.34939744201334
ARMCX5-GPRASP2,6.2082447790837,6.37475193894855,5.7311318097871,6.47978147895207
GVQW3,5.38645945630835,5.38408338352963,5.12245667389823,4.92287178858168
NEAT1,13.3007529058825,12.7646854267151,13.4848213642246,13.6983524797307
CCDC171,7.18993290351076,6.80702004307232,6.68898158174508,6.63515405908141
LINC-PINT,7.16221430903977,7.46722744924712,7.82496647741596,7.85485404359274
,9.26550993274814,8.95209205669309,9.23279267203206,9.36979155734415
LOC105377621,8.75107930403767,8.18187264790602,8.03585581044827,8.22141461176613
HCG18,9.11216047429329,9.15447728654305,9.60912553356407,9.6608703781664
SNHG5,15.1699513011377,15.236919613357,15.3816332285653,15.4166522921633
,8.32172500599298,7.80536029245627,7.75066443750856,7.956147378708
DLEU1,6.65537374454053,6.31042757827089,6.01717732254791,6.36330435971756
C14orf132,6.60424096096579,6.62523817577054,6.81912825326102,6.95188298779393
DDAH1,6.87921301739022,7.14535037815907,7.64623673536932,7.45298956754039
,9.79611840437798,9.53797449742394,9.25649826310086,9.2352841064636
LINC00313,6.08455338485664,5.62677372111201,5.12049809279744,5.09954001637787
MIR100HG,7.50126930013714,7.10772643426684,7.73081253085,7.73373842496353
lnc-CCDC71L-1,10.2403224107926,9.86523007462208,9.81385114176713,9.90941210353183
LINC00881,5.8269313375345,5.84691450617651,5.6794408227602,6.16561843451747
LINC00472,6.30427455751511,6.5276380317392,7.48108469826376,7.37509024587333
,9.97512455815174,10.4604563531018,9.38850366033438,9.30130461740359
LINC00630,4.21319624226164,4.84625195799941,4.92240450075795,5.32306346350996
LINC01588,6.83701087901672,7.51589322732046,6.89511664248723,6.5156495599669
,7.81988825247569,7.29881387006929,7.57677083864306,7.68449414485887
LOC100506403,4.40348229106706,6.11952555714773,5.55921341381167,5.14807801558307
LINC00958,13.1800179010134,13.4900967394193,13.7309843226994,13.8132524841941
LINC00894,4.47166498801824,4.2507355693257,4.9197586558041,5.11006148931408
IPW,6.27316929393235,6.27779532545735,6.27747400348172,6.44666448901198
TALAM1,6.4045993982661,6.55558126580825,6.57401056338237,6.83225709109036
BLCAP,5.33666300272887,5.55386446869544,5.02878186659894,4.93482511348018
TDRG1,7.76987305522994,7.58470212693181,7.85393107992842,8.03155102282868
GARS-DT,5.03948982578869,5.5347088808403,5.81536982839024,5.71546873781857
SNHG17,9.6508842162021,9.34206203986186,9.27059522012662,9.31358148011396
ARMCX5-GPRASP2,6.58948396523746,6.81266316959229,6.69952855968597,7.06334908613699
ZNF124,5.57662437944348,5.1685997398611,5.66876132643093,5.66854538836817
LOC101929709,6.68066358303801,6.45140916965143,7.189112539775,7.30851592619357
LINC01091,4.71323641878724,4.83251660326182,4.93957310033034,4.2051692717067
ZSWIM6,6.8434857531853,7.36961942143752,7.27466644090855,7.36100717902183
LINC01192,5.57390301160383,5.78111056941854,5.7060970085126,5.30581494068929
,8.48365019593136,8.77600278175399,8.57191119000954,8.85042716935532
LINC01978,7.54544848330454,7.03902908715841,7.3030194136128,7.30152469017878
LINC00472,5.44822394762472,5.71402711687955,7.25361575004358,7.2175323178839
OXR1,4.44243107124517,4.07651764921599,5.77367803883027,6.04935920450168
TSTD3,6.4708944950182,6.59450697472123,7.51026707453991,7.52732039508092
CRNDE,11.0852822491457,10.9302159236697,10.8743348075693,10.9302159236697
MIR34AHG,7.43158376447361,7.30525612282086,7.48477865622205,7.50033978932146
LINC01372,5.66568924348686,5.41005598629142,5.9150955384433,5.62524293761878
LOC101929719,8.44003272470739,8.02431688621337,8.19315788472197,8.1471443544841
KIAA1671,6.28881443550675,6.07848682301706,5.99072101056579,6.40762840963547
RPS6KA5,5.03808443796737,5.56924073302998,5.42414554515686,5.64396768197739
ERVMER34-1,8.8495785639165,8.40615761036333,9.00357694617771,8.98354347543997
LINC00662,8.02118778633631,8.43463579903554,8.51542535096132,8.40201035486829
ZNF254,5.32079435141253,5.17569422664477,5.29279275861384,5.80281826255966
ZNF320,6.98855668617601,6.78050548288344,6.7963315473081,6.55627495618477
SEC14L1,7.92546555648851,7.84283726826349,7.89753727080626,7.80755916364884
CDKN2B-AS1,6.39287031045081,6.21785018716222,6.66781345739803,6.62092297016425
SNHG14,5.53208178163823,5.45584045185412,5.06684317356592,5.54252064340436
CA5BP1,4.98416496000485,5.22126651364647,5.54098793238797,5.25092988447903
C17orf51,7.37722428071618,7.82650151772034,7.26469434722462,7.11858052069603
TWIST2,5.53183492989044,6.32155053745275,5.53659971734841,5.61169402159455
GMDS-DT,5.72305692977827,5.92806724423214,5.71932855268611,5.14465234864435
LINC02482,5.50500039229684,5.47471278854025,5.16487901543347,5.14945597409409
LINC00963,8.59314296039082,8.92025865778672,8.9300805398306,8.9278643168318
LINC00963,7.95173385195948,7.95532425808458,8.3589453787376,8.23931272566339
GARS-DT,6.249103863382,6.23286350878959,6.60894594259392,6.57422216984893
PVT1,10.7901608634564,10.2414551041755,10.6343806726197,10.8303621271892
SNHG5,15.1874818135818,15.1802056087906,15.3537930973764,15.3456372035277
SNHG6,14.5608522835578,14.5885394512414,14.8808053767008,14.8700456692405
SPIN3,4.98515554664987,5.29773943014105,4.8514892544468,4.80106036411249
LINC01278,6.02197521546005,5.8863811372311,6.46955324029818,6.41572096074905
LINC00963,9.47660366044964,9.37642983329303,10.0343556281507,10.0386969232625
LINC-PINT,5.57474436651106,6.59146131386157,7.6085874786079,7.7551435006468
UBE2E3,6.34409076763146,6.74635764072409,6.46711371857769,6.36447414985349
PTPN14,12.1662617068789,11.9790373786001,12.2876406585162,12.2009976263827
XIST,11.6558320423498,12.0232509318723,9.91783376378104,10.0796195452905
LINC01481,8.00886413810304,7.98307114866907,7.69250797593745,7.88067374328726
,9.16705562945214,8.81089038021896,9.29416929536731,9.3589524535205
JPX,7.49688482970779,7.85393107992842,8.14667986740451,7.96183006200418
MALAT1,8.15841709427875,8.8740121511232,7.78390492739504,8.03208831782782
FTX,5.16958907450213,5.42479755126368,6.66410301639471,6.37304964226843
LINC-ROR,8.81750297938794,8.28623839737044,7.93193538878776,7.73933109591196
,11.5073441878843,11.8067016875563,11.3856429096647,11.2767936563718
KHDC1,8.24050345854887,8.21833871431065,8.07718416012258,7.27023977112197
LOC101928237,5.44982623455082,5.67505678243452,5.44405436913023,5.57343746912409
lnc-CHIC1-2,5.94367920698095,6.08807954007182,5.00021469113522,5.23751549568891
,7.17891033221841,7.00079644741826,8.12674428760355,8.43535949831433
RNF139-AS1,4.73169998658927,4.08581705519962,4.96059018913521,5.1775544340957
,6.51876162821376,6.35839990947717,6.13790408307546,6.35574721796395
SMIM13,10.263067153511,10.5955054927455,10.761509461038,10.6445538430469
HOTAIR,5.26881633958261,5.15198696371416,4.8968330017369,4.88774777420438
LINC00963,8.10170154089724,8.17408263977366,8.82681835721543,8.9266362798953
LOC101927405,5.22462572197364,4.27916979795482,4.69922040392255,4.56958561140209
TUG1,7.87229880487942,8.01949313215248,7.86926237437573,7.92857178260349
THAP9-AS1,5.75188582037298,5.78000583878453,5.80341358540576,5.68772048492856
lnc-SIK1-5,7.36887760318567,6.98818424600269,6.64249490417366,6.54574122157171
LOC100132356,4.50276105222895,4.34462654398983,4.73730702869601,4.53257793292009
,6.73189191054072,6.8714059848215,8.88549641011586,8.79394512683012
HIGD1A,10.068360554893,10.2614635423989,9.89439662176955,9.66440788432131
LINC01116,10.5329514556479,10.9163342125272,10.8144462676135,10.825721736217
LINC02245,10.1132796058576,9.88412325383059,10.3057265564232,10.6294173722231
,7.71019477078508,7.31081626949761,7.01324621462322,6.9819056947754
OTUD6B-AS1,11.0219544025968,11.1815885555578,10.322523529176,10.3063190826589
lnc-SAA2-2,4.92441269046906,4.51984805086521,4.84816801188258,4.68261068504763
CLEC2D,14.0730175078553,14.1945773710845,14.159670000259,14.0840508483251
PMF1,13.3717883227499,13.0849600447919,13.4464999155787,13.4198036081596
lnc-UQCRFS1-7,9.49171341450869,9.91807707969921,10.6726536646896,10.6955424326818
,4.51059694019777,4.98314719204181,4.80392690252296,4.69675530932275
LINC01088,11.3796095824294,11.0701342734355,10.9522465548006,11.0235822929445
LINC00398,6.31152687997635,6.01041636103563,5.71129637594417,6.00252150891118
GNASAS,5.6856733192573,6.22164446465007,5.87839242983495,6.40404989655786
ZNF90,13.5842679487339,13.234077796289,13.5281677469863,13.7190419928684
ANKRD20A12P,6.02807943848704,6.27481897363457,8.12365149571701,8.13776392750338
LINC01355,5.16191274883561,5.08360311565085,6.05202785975506,6.12021172552807
MIPEPP3,6.93255619132516,6.53331713215157,5.92202693532664,6.35072435575536
ANP32AP1,11.6265458407798,11.5791576283535,11.5628485463695,11.7055848502936
SEPT7-AS1,12.1457873766385,11.5325272848107,11.9120204843351,12.0063357556999
LOC105377137,7.03399364458138,6.50688087318479,8.74699625666682,8.15460781547912
,12.6578982453381,12.7056974214832,12.7533503175567,12.7842443010515
lnc-FARS2-2,12.3397691051693,12.2369214247567,12.2417535809294,12.4064370381309
,16.4931814046014,16.4585806492195,16.3577620223578,16.3641620002267
IPO7,12.3815092159655,12.2636102056092,12.4892761371557,12.5741652321798
DST,6.39985994991613,6.42350583052494,7.27775492903096,7.19419311358483
,11.6408456278637,11.5984864211221,11.2626115322049,11.2598257200224
PIEZO1,15.8102131862757,15.7364886398476,15.6505599019626,15.6897322289477
lnc-CKAP2L-1,4.66044133159933,4.90451284844698,5.04543528096014,4.64088883750077
LINC01564,6.26891911726351,6.05202785975506,6.08173580482417,6.60193482446294
FAM199X,8.09428675418908,8.05439909645876,8.07118029253656,7.857735693555
LOC105369957,6.72311378079046,6.59292742840159,6.48401102894445,6.21321722078692
MFAP3,6.70455955568474,6.70779189057897,7.02413791058022,6.85936559182771
GTF2IP23,4.42979324285961,4.59197537057569,4.95209230879022,5.38180727125367
LOC729296,6.65837627923456,7.37805487939913,5.76830226555609,5.46715497053313
BRK1,14.1478499594009,14.0115277284023,14.2209052992343,14.1876003219683
,4.46577028051724,4.94251423286316,4.3494998741976,4.50361765189802
PWAR6,7.68403762274757,8.37288824775591,8.91720478983966,8.76945261640036
LOC101927060,7.14495509921957,7.41083222431327,7.67328663508572,7.72762089266083
lnc-TOP1MT-2,10.3973240986433,10.268571567097,9.90941210353183,10.2434149716241
LOC105376553,5.41153775489206,4.87309383266621,4.75497488288743,4.72009773351286
LOC730101,10.2683315243004,10.3401216773028,10.0470179106448,10.0036754094885
LOC100499194,5.81637239167029,5.75479782009164,4.99143920199574,5.59424782102855
LOC101929216,9.25560811915001,8.723091130018,8.9916320607087,9.09897666140048
,10.3415067217881,10.6254295256489,10.6781379890355,10.5006235355887
LYPLAL1,5.01694090577185,5.37718188572603,5.62149294670508,5.63591136184441
ANKRD33B,12.009978685601,11.447368742873,12.2478800760676,12.213931729846
lnc-AC136604.1-1,6.24094933636843,6.04898490328578,5.63147159699437,5.93614947454469
LINC01539,5.60128568382918,5.5952951090054,5.42092900891392,5.8335533895329
THAP9-AS1,6.25282706761787,6.21292999111123,6.21214730451435,6.46290788707797
NUP50-DT,4.11339576069279,4.79175157722226,5.22149827131077,5.16487901543347
TLE1,6.26826809365089,5.81347363293118,5.924864973581,5.99908106678403
GARS-DT,4.23088250633772,4.59413741409213,5.05529691363479,5.16984927676032
RNF213,5.51898873771681,5.84648259801538,6.54925660902061,6.55889518717463
CCDC149,6.47228487113526,6.51190488866315,5.8493929517221,5.73747784345277
NFU1,11.0048699004011,11.1003779715969,10.9897670400044,10.9659806393937
lnc-SNURF-1,6.41777081364715,7.07036044826108,6.91021157470814,6.57799192432727
TAPT1-AS1,6.48278212766374,6.13528407075361,6.10170508833246,5.39524556012891
LINC00662,8.20895955001677,8.568992380392,9.30361590283691,9.3476646876164
lnc-AC114947.1.1-2,6.18774585186963,6.30590729463236,6.59487007229997,6.49395555854918
LOC102724030,5.78574258340813,6.05809898223526,5.57010670616627,5.69079327600147
PSMD14,10.1611747870684,10.1723876664947,9.9548244692319,9.80282834800683
,13.895875818041,13.7490685694229,14.0138325214673,14.0171476082406
LOC93622,5.74682007191726,5.51093043664108,6.44821245292429,6.14797364348143
MIR4458HG,5.9076992745767,5.8045804698905,5.58946649493955,5.21567321058012
BMPR1A,10.3782159303118,10.4707382515295,10.6630590878129,10.5931048224962
,11.1945614314808,10.9982276235819,11.364179123939,11.550776669936
CRYZL2P,7.60893608933974,7.52022054449522,7.40597868192222,7.18993290351076
lnc-UQCRFS1-9,5.7627805694816,6.08756502363194,6.54130524486209,6.54864438314161
ZNF37BP,7.76500051551723,8.02493101617515,8.73710521202565,8.6323050078243
LOC101928673,8.41713784065993,8.00666750080604,8.02141876418596,8.05997033992404
LYRM4-AS1,5.8604583991435,5.63238460673391,4.90313988765941,5.15331732715256
,12.5492940358822,12.4943069295146,12.4274322818366,12.2939008376105
lnc-IL6-3,4.18340685868118,4.37676582264212,4.77394662679533,5.01168781022313
ARPC2,11.5997881020352,11.7022636942741,11.7949281515106,11.7497138530941
LINC02154,4.59922777922185,5.63487742272516,5.45210987289084,5.3049647124302
SPART-AS1,6.02012278908622,5.47179762934493,5.39646654365036,5.36794367710633
XLOC_l2_014579,4.78270704914972,4.96779964124435,5.67004631200641,5.58222662546953
,14.8237855305871,15.1590145710232,14.8118271417398,14.8036238741542
NUDT3,9.03907811019489,8.98497708380641,8.9724437559663,9.04959531731199
lnc-ST3GAL1-1,8.70708188383315,8.62167306597325,8.62359759010827,8.34494673445222
,9.62504516571708,9.44546721199652,8.71178121304692,8.97374579568494
PPA1,13.1701136180642,13.480493932344,13.5475795694763,13.4035765629508
LOC101927151,8.31238495957396,8.69745343768051,9.19494324454849,9.22324864157994
LOC105372130,4.69851830260991,4.37432832537851,4.57991898166112,4.94571251848133
SOCS2-AS1,5.16331518681474,5.01368598279506,5.39957877511587,4.96711502938085
ARMCX5-GPRASP2,5.85401779748828,6.18918201520998,5.99123291783581,6.45140916965143
