Gene,WT_1.gProcessedSignal,WT_2.gProcessedSignal,RNA5_TLR4_1.gProcessedSignal,RNA5_TLR4_2.gProcessedSignal
ELFN2,4.96513591932024,4.52753729319947,4.66903578444574,5.19783897056513
lnc-MFSD4-1,7.13414903752528,7.29245197150459,7.02922865920284,6.86520025272993
HEIH,9.92308400568467,10.0272643422474,10.0312070578262,10.1146917421952
TAF1A-AS1,6.2016429196554,5.81524246345593,5.5952951090054,5.42873894552072
HCP5,8.88790970218671,8.56317869226701,8.74668392640251,8.77488626793791
MIR193BHG,6.87384622743996,6.08723286233193,7.11824004602875,6.95367220361221
LOC101928782,5.01485060357024,5.07124207296133,4.97183544487551,5.15886024159249
RFX2,4.49070166943149,5.37261183704411,4.26496956819015,4.27826475913927
FOCAD-AS1,5.13688778731684,4.9722784664754,4.81567373475781,4.8883979496175
LOC107986547,5.02905460517924,4.82099672371319,4.62534404651339,4.20104583814
LOC105371763,5.09457244007223,5.54916768643484,4.61132158499644,5.37450575652416
,5.75098733248112,5.63608815891745,5.26475069398684,5.34666583572553
PLCH1-AS2,10.3384797569309,9.92477296917199,10.1015648144428,10.2185892954773
SLC12A5,10.3582499311148,9.87906093766035,9.68755874997725,9.60963312664914
,5.48906566948364,5.1355199840589,5.61765186196346,5.56632061972014
LOC145783,6.81735127723845,7.0854633656729,7.1147119259341,6.88721600984611
ADNP-AS1,7.09699747086577,6.995864767116,6.93625779304533,6.9276572236895
lnc-MOCS3-2,5.00360933000895,4.97617897435097,4.95950873973146,4.91613794308272
FAM111A-DT,7.87271794253016,7.43789690011151,7.37532465683748,7.51771038183352
FAM111A-DT,6.1549074313314,6.08136151214467,6.35296489724257,6.65395010793444
,5.92001324331746,5.77303261905362,5.85943451917097,6.26875077050187
LINC00350,6.28770595742964,5.99224421183796,5.96230268272873,5.60905406188499
WAC-AS1,6.02903270089891,5.67103055414631,6.45787956066417,6.34033797648027
LINC01639,5.10979917830968,4.81954504425909,4.70601084480434,4.43701241171652
EFCAB6-AS1,5.76299589224695,5.47365619605694,6.39042199406091,6.30558925730694
LOC102725254,5.04091775228147,4.25555778189789,5.45068288934621,5.67838282150929
lnc-MPZL1-1,4.04869154456212,4.70601084480434,4.81817005880677,4.30509161597607
LOC105369438,5.19170320999494,4.65090610569605,4.18778345598478,4.53740751155935
,4.37576251128008,4.39078291780479,5.2842297938832,5.26940527704479
,5.66144998182109,5.23269288770128,5.18792835724712,5.64162722684214
LOC101928069,7.12956133358686,6.54832519760647,7.60265691953814,7.58344885471738
LOC101927907,5.6210955308373,5.58862553927335,4.98338025310728,4.98338025310728
MRPL46,10.5013865499627,10.5696044883712,10.4410902052639,10.3675258175873
DNAJC9,4.57648863936597,4.50596769849274,4.74299862565733,4.81793089581946
lnc-MRPS17-1,5.96857155221215,5.95493757946697,6.68034593138654,7.17840454039701
LOC100507291,5.8335533895329,6.11577460335059,5.78024075639191,5.9589719008668
lnc-MRPS22-1,7.0686497600457,6.87782426724381,6.71059380817746,6.8207165680554
FGD5-AS1,11.0112881012917,10.9006672011356,11.1428335025957,11.2977893645394
FGD5-AS1,7.8050524969012,7.32733611276661,7.44340404968114,7.35938912980417
FGD5-AS1,8.50617130173394,8.365969556273,8.67942791060614,8.95085730100734
,5.79108413865313,5.88435304502373,6.01802311066479,6.64484881422363
EMC1-AS1,5.40438079881815,5.67697665573404,4.60760662748294,4.55670154201585
MSH3,7.18095672702249,6.99291513150525,7.20795081058875,7.36301361963745
,5.55177102199091,5.26475069398684,6.05754041785115,5.48713808035429
LINC02454,6.31042757827089,6.80014053641291,5.1621215897694,5.18517626958116
MT1B,15.3816332285653,15.4876368951168,14.2246708232698,14.4396526229308
,5.59394592942048,5.51727378359654,5.19187871010655,5.04401212935993
lnc-MTA2-1,4.12190116762865,4.02586123785567,4.16394791959793,4.92824526692579
LOC105374570,7.50620480337129,7.74883457620586,8.03764147059739,8.20327345534706
,4.8097303003562,4.96513591932024,4.86594684427893,5.2747852461258
LOC105373970,5.42916730687481,5.71606759677094,5.21905109829481,5.39148884049013
F11-AS1,7.83942832999102,7.85726958730967,7.80358865144334,7.90923052698527
lnc-MTPAP-1,6.71195851718202,6.97892391562432,6.83045766936325,6.57088170863206
MIR4458HG,8.22141461176613,8.28558687768046,8.09882635320065,8.14954409177323
LOC105371450,6.79612562675235,6.59707428832882,6.16206878967373,6.17900700396486
LOC105376599,10.8080787059461,10.4006313689546,10.7633571476558,10.5702578132924
LOC101927503,6.53868754524048,5.89780012813819,6.49077941118928,6.63864700407371
lnc-MUC5B-1,9.12089233542451,8.40872502039604,8.21876385941742,8.45006713995138
SCEL-AS1,5.39904292407016,6.020901868581,5.7491842796895,5.84444073542931
,5.11144186547515,5.04909418424705,4.82300813879135,5.53221033378027
lnc-MYL4-1,5.14159376407318,5.14324503175647,5.15103342474493,4.99446907225793
MYL6B,12.5164160779228,12.2406299157805,12.7430579046589,12.6891261674788
lnc-N4BP2-1,4.7751123990522,5.87440480447483,6.36432236719835,5.72257794661307
CLUAP1,7.10067106704952,7.10265602388308,7.17495357466928,7.6325472987205
lnc-NADSYN1-1,5.83265448764084,6.18467619643463,5.61455312812902,5.9199166039909
lnc-NAIF1-1,6.00233435070994,6.34067585703745,5.35675839067329,5.33556595374285
XIST,5.20691033355351,5.76507409265968,4.25217692113916,4.53571642139839
,5.40175271243588,4.73691558048143,4.8932671779788,5.24359072408109
lnc-NBAS-1,5.92437090351939,5.19140285326118,5.13886607935868,5.23157536332502
,6.68702290459945,6.27795857453735,6.63413691610824,6.6302014613293
LOC101929709,5.89836141895854,6.13835618084856,6.50854819888886,6.85502275556825
lnc-NBPF3-4,9.7659427252805,9.47588754420032,9.64189675925336,9.71868763766148
lnc-NBPF6-2,6.21644043419408,6.03603174566942,6.03395197205958,5.89125500736792
lnc-NCL-1,4.5815943622361,4.89286360335464,4.49138112258302,4.87357541719766
GPR107,7.80248387307851,7.81069939754398,7.78277178762497,7.85179666469022
lnc-NDST1-1,6.52955754320838,6.67936340319839,6.21990130836235,6.1598867075439
,6.30762819772926,6.62860639151804,7.1704376323606,7.21967675203725
ALDH3B1,6.21321722078692,6.11909909938444,6.24777794408081,6.39718646745347
lnc-NDUFV3-1,4.6884321021034,4.68361566369224,5.89662925924346,5.97653917318725
,6.89640780045933,7.04475007845953,6.56680833885106,6.67959048219343
LOC105371453,7.68961151595144,7.62151894140858,7.41109243684488,7.60762232667063
CYB5B,7.94931293356053,7.81873992215884,7.30082387723026,7.04901975908524
DUS2,8.43432098745841,8.70420158037846,8.56518632991811,8.62870715801081
,6.60730808400076,6.60210870037096,7.09828952701543,7.05743697958926
,6.05669182201042,5.11241771403666,5.74219465380464,5.69402572430903
LOC102724596,6.24462051610318,6.0663687812755,6.40491339594625,5.66753116051154
,6.73500380991663,6.63142014823563,6.6537446609976,6.50280712864145
LOC105373835,6.12506028695734,5.96154307748356,6.02121320418311,5.9450835430219
LOC105376196,7.37621548198406,7.0924287661794,6.78489653393496,6.74820592989058
YTHDF3,6.89277382530316,6.77827547155874,6.67198754780795,6.99271012234028
YTHDF3,14.9220934206504,14.9220934206504,14.9282619018722,15.097879749015
,6.59960376924716,6.93493862680683,6.52425577391191,6.636266122484
lnc-NKD2-2,4.98149476281352,4.87357541719766,5.01368598279506,4.96513591932024
,5.83095670159683,5.35818832964434,5.07833837483518,5.02593294163789
,11.9143598812948,11.6098314241033,11.5795471526303,11.5097455647668
lnc-NKX6-3-1,5.27753046641197,5.16065859942266,5.08673731130188,5.29314436042683
lnc-NME3-1,5.39693339774481,5.47409086036998,5.58062976780664,5.15019832523278
lnc-NMNAT1-2,8.36570204335336,7.93614454873901,8.09104741187635,8.01074142581736
lnc-NMNAT1-3,5.98397185470913,5.83451954850658,5.80429845042924,5.57358227744167
LINC01470,4.83641801529531,4.72703573816789,4.3123184916754,4.78408899564109
lnc-NNT-1,5.09603733342985,5.04461844458691,5.7379710779149,5.58926562056727
LRPAP1,5.34532449687428,6.09396977817059,5.59948310560387,5.38869814802822
lnc-NOS2-2,5.71166233635353,5.30394350654234,5.47210427153552,5.21824367266029
lnc-NOTCH2-1,5.4444190179806,5.72358120075104,5.75450911715806,5.50256668473906
SEC22B,8.81768400548947,8.70743126682451,8.50051350768668,8.76544916095244
lnc-NPAT-2,8.28623839737044,8.51799781591662,8.38569627288367,8.01878737008882
lnc-NPB-3,7.23262740875387,7.07064588606045,7.09457759353793,7.32019398262538
lnc-NPFFR2-2,6.64194456036646,6.23327861022858,7.08707001304629,7.05526443829479
MTLN,13.0679383194174,13.2454967250161,12.9842572987655,13.1029939104592
,5.87563360990228,6.20921608939769,6.7738875369653,7.0093652506294
,7.21191725565097,6.57988023395232,6.62232407712177,7.06032705299031
LOC100294362,5.25727381570061,5.50409221992756,4.94073507801255,5.02158942236229
lnc-NR2C2-1,6.39997643024649,6.26405138422964,6.25589142128165,6.47228487113526
,5.75783755325408,5.18073335582879,4.86915707455419,5.49710519342386
,4.91426830401678,5.30122971483105,5.047973939001,5.03782991570742
,14.4362393340267,14.1362042755059,14.3638926627413,14.4510606814652
ITFG2-AS1,7.86860501345225,7.81313561470621,7.59798929479626,7.41918852512176
ITFG2-AS1,6.7730374436617,6.75636878399132,6.38285898381064,6.62794591398487
,5.69864237121802,5.97452048324706,5.95349767439333,5.93994522337497
DHRS4-AS1,8.66475619485245,8.52420991096388,8.45595541749504,8.66672042353143
DHRS4-AS1,7.80208245353511,7.54028864914122,7.47465877803996,7.69841062796359
LOC105377627,5.66052256481782,4.85758945674283,5.35188925018404,5.56430611737586
STX18-AS1,5.13605323309259,5.21782176054642,5.54155105310781,5.15166767016078
lnc-NSG1.1-1,4.73281783901861,4.69347023533314,4.39568432792532,4.78072651789626
lnc-NSUN6-3,4.98359203470073,5.27261000346555,5.30459531762839,5.37294551225696
lnc-NT5C-2,4.23281179473295,3.90069627648852,4.51343398929966,4.42736642339103
lnc-NT5DC2-1,6.89591163728474,6.63949165006203,6.04978397603412,6.18213719059262
NT5DC3,5.45604095536211,5.99282399789333,6.20419845741494,6.11265614627579
,9.82249561688805,9.31970266784326,9.38874290032358,9.65381010788416
lnc-NTN3-1,4.74913141695127,4.15710346093844,5.43430246094285,5.5959701631282
LOC102724036,5.55375893268654,5.14293487899952,4.93916655758694,4.80190589003428
lnc-NUAK1-2,6.11403774353924,5.25051827503434,6.21044455795048,6.315651417946
lnc-NUB1-1,6.54612867989202,6.08284938519137,5.70816241703384,5.85194812742371
lnc-NUCB1-1,6.98736761586169,6.71128989729357,6.82190818441651,6.84756980266364
lnc-NUDT5-1,6.27671408148709,6.50202682730079,6.53712907705818,6.27892625897349
LOC101928273,5.73566656091317,5.69529107135077,5.84311941247884,5.49377467672273
lnc-OBFC2A-1,6.19549395447021,5.50462083713993,6.68273026311101,6.64765240387094
,7.1625397774602,7.09078097493748,6.92622789644026,6.68795679851062
ABO,7.85707299529966,7.74734412533402,7.75085746472445,7.53399412586007
ABO,4.82376784158376,5.54825016287811,4.93866090779223,4.56417658558261
lnc-OBSCN-1,4.93347662190276,4.42304911941178,4.51619738075124,5.14518514927736
,4.41612339002415,4.51237729456956,4.13093829020341,4.52921767311237
lnc-ODF4-2,5.40054164868019,4.50361765189802,4.86696215205927,5.04091775228147
LINC01626,5.30241191644588,5.17330980651266,4.86629909051036,4.41612339002415
lnc-OIT3-2,5.10248831907602,5.73510177845618,6.80419516346352,6.74261226987011
ATP13A4-AS1,5.12305460543849,4.39112166830251,4.62404516115566,4.74299862565733
EML2,5.59175986330903,5.49377467672273,5.31136117977064,5.60471076871388
,6.09631874895639,5.94154415413989,6.04536683172654,5.57980014253549
lnc-OPN4-1,7.26559723232429,7.14718227895257,7.11858052069603,7.04677186250888
TCEA2,7.76418198698843,7.44389989010028,7.49611121753591,7.58622777632466
,5.65870086220634,5.63057577443558,5.25378484879452,4.95209230879022
,5.81139347626445,5.78024075639191,5.64745480931156,5.43430246094285
lnc-OR1F1-1,5.87093391655724,5.71508037012473,5.1088107190557,4.77370624076202
lnc-OR51B4-3,5.85924787649121,5.74592683537862,5.5752054018551,5.78400023423694
LOC101927120,5.02691781383691,4.92230436576142,4.85655590516662,4.23941202434575
TUG1,7.83172597649015,8.08227501495715,7.89014248936764,8.00066638338651
TUG1,10.9364786270546,10.9761280538275,10.9734153255856,11.0387610350654
PRKRA-AS1,5.17436924526788,5.74533185710875,5.2179514023972,5.21759964546114
lnc-OSCAR-1,5.73612733682098,5.7955716205343,5.47514609298457,5.59828723744408
,9.34641519154506,9.02224498489277,9.01568439843157,9.23211233341569
LOC100129724,11.3280618643846,10.847225015845,10.8156318723416,11.1809871121005
,6.81642072136459,7.27713798848052,7.84163920627203,7.99616691118084
COX8A,12.7388418629951,12.713473807133,12.6788477548081,12.643343873382
LOC105371427,6.96185660661062,6.8950151169475,7.34620070971639,7.44453015624886
,7.40689100073009,8.16369677463153,7.96415586819402,7.90810046733319
lnc-P2RX3-1,5.67860054782584,4.99058499932917,5.83066967329555,6.59516701145452
P2RY1,7.5422761931144,8.47222675515218,7.15668595319277,7.21371386856285
P2RY2,7.04475007845953,7.27854818518679,6.82795770402695,6.48472856174926
MIR3936HG,6.90724259990424,6.61634713883355,6.94911087298331,6.82534693926848
PPIEL,5.22284748020742,5.50640200709163,4.82569779369899,5.10397163177171
PPIEL,8.59159896184305,8.50984737338562,8.66114925553764,8.51896719932144
USP27X-AS1,5.3226281139505,5.52135050679959,5.19526135644515,5.02504357699369
PAK1,5.54876441136666,5.48286739969117,5.38989019584394,5.20717204125391
lnc-PAK2-1,6.99978620642754,7.1147119259341,8.09634535332628,8.14123967457881
lnc-PAM16-1,7.78683914045677,7.82912815020959,7.76647082982779,7.50641716297738
LINC01947,3.98232307311851,4.06374545444665,4.56592820370608,4.07651764921599
LINC02236,5.36724577299682,4.74724800572873,4.987277883429,4.62071814113324
lnc-PAPLN-1,4.88332960334081,4.56268441974148,4.83026539821471,5.07203244410805
OPLAH,5.2677126121062,4.8964750985015,5.06916323766319,4.49210045529849
LOC105377213,7.91918841657685,7.52060355841328,7.49831913741887,7.72745663011239
LOC105375580,10.4422800209165,10.0750987564857,10.579855424551,10.010798243406
LOC105371561,5.98143584484589,5.92437090351939,6.224838430789,6.51438721051051
,6.20875091083847,6.02544369871595,5.971258933735,5.76013855637633
lnc-PCDH12-1,6.08346874624693,6.17608021393297,6.2184108083869,5.93056825312677
,5.96389321814714,5.68350288633805,5.63057577443558,5.33581094221467
,6.84411195323636,6.7738875369653,6.65552147868498,6.09438530714117
LOC101930275,6.2020528253574,5.49218144318167,5.85250655179075,6.00933129808779
,6.84993812273249,6.49214095659383,6.50921121446091,6.52356110400447
CARMN,5.63665132416716,5.76396233721387,5.55455801766157,5.97999747853294
,11.0453311840186,10.6010068231609,10.7210140398946,11.2574285418058
lnc-PDCD11-2,8.99432181798573,8.65136286046824,8.6062997596745,8.8117244273363
LINC01489,5.6198316874972,4.54002266491618,6.121164799531,6.30650323747584
LINC00271,10.0351000440416,9.90069887754316,9.66781055784488,9.39172390308549
,10.5047511971832,9.76265558277287,9.89756674517443,10.209074721899
,7.31519321018811,7.52613115018263,7.32134203627615,7.28249769807941
PDGFRB,4.49138112258302,4.24748712467168,4.83251660326182,4.78755032442503
lnc-PDHX-1,5.41347968862628,6.64413829353685,7.08323679748818,7.15978333882386
PDK3,9.54525966126324,9.32853777926685,8.97675499202627,8.99024995529753
lnc-PDZD7-1,9.44685491633325,8.80951769945854,9.09004573023742,9.24061502487179
EMX2OS,6.76724979456911,6.23882399404154,5.9128182280323,6.10852667638389
,8.1581790160932,7.46258106007711,7.44205622595451,7.59676455931358
LOC100287049,4.4330233858049,4.63994578823646,4.55880790637537,4.91756936319559
lnc-PELI2-5,7.19226614413882,6.80470228646372,6.52536389692295,6.20340171932902
SMCR2,5.6866959170483,5.90746696403562,5.87991029068509,6.02903270089891
,7.20667093047119,7.03854477101814,6.7940477569225,6.58898496059467
lnc-PGBD5-2,6.5480801103136,6.27103243592281,5.9881066875721,6.25892935413344
PGGT1B,8.39910675619085,8.59446241101411,8.55088767657008,8.42227026998692
lnc-PHACTR4-1,4.58260316982347,4.90962591834374,5.79286643038002,5.66408381609006
lnc-PHACTR4-2,7.29141304487614,6.96471007680661,7.02848357059211,7.10593474347938
lnc-PHF2-1,5.87588795715497,6.45465783427372,7.30948275360181,7.46033439915608
PHLDA3,8.69842570376525,8.43089305061526,8.19508532606004,7.98864995777002
LOC105375368,8.39974223346179,8.20280808217546,8.09532606785794,8.07750674170712
lnc-PHYHIP-2,5.76035958631859,5.48207721200955,5.13751566328432,5.35979377703318
PIGL,3.95732440064564,4.49070166943149,4.87681689539026,4.69922040392255
LINC01014,6.24039475083275,6.13757277610502,6.13864400386295,5.67103055414631
LOC105379012,4.87605417369887,5.2437705629703,5.06371936353584,5.59155775361462
LOC105379010,6.36721937561594,6.15428280866339,6.23456961156878,6.35342525731272
IDH1-AS1,8.04307354806231,7.80919895712331,7.23294575498406,7.40896145153545
LOC112268222,5.55834202054335,5.52679575632939,5.23357870250665,5.73235535972722
lnc-PITPNC1-1,4.96739942859774,4.60222852112578,4.65412084983873,4.62448806848423
LOC100506100,8.79309501874419,8.42585970123737,8.41030228796042,8.17836922540587
MIR503HG,5.75154170723468,5.44616596992347,5.54951676447996,5.90746696403562
LOC101929897,6.41957900507165,6.40534470913815,6.04505210499034,5.95789738023235
ITGA9-AS1,5.57343746912409,5.5879886570391,5.30355244257336,5.40295302211616
PLCG1,10.8031637570724,10.7050041241161,10.8662757042809,10.8103943961485
PLCG2,7.1153427830966,6.63190387035496,6.59251454214299,6.67983679296866
lnc-PLD1-2,6.31702174404343,6.16729903457103,6.03551127350154,6.06687473549081
lnc-PLEKHB1-1,5.31957999063782,5.4639150084622,5.419841950334,5.75967158447542
lnc-PLEKHG6-1,9.0267426230526,8.7447250302977,9.01975734715079,9.35913643994499
DCTN5,6.18412582001253,6.07746161458826,5.77750167646038,6.30356530587268
PLLP,5.42979648071797,5.29863130671683,5.65870086220634,5.82391377518846
LNCSRLR,5.95912102234982,6.09947622674871,7.39999040422615,7.37003048162517
lnc-PLOD2-2,4.618340642571,4.40957333271356,5.30394350654234,4.95710081718599
lnc-PMEL-1,5.48225967342521,5.38668072658887,5.38258530206033,5.49180813912912
lnc-PMM2-3,6.91098126220552,7.22582586316252,7.15540613209097,6.40327294920764
C16orf72,9.37038397472113,9.17262070760926,8.86560671688824,8.80516649647427
C16orf72,10.7293839056649,10.6470939538416,10.9012108014016,10.9343716107372
,7.56925313591809,7.23458618251193,7.36580346241695,7.63054139762979
,4.85328466271245,5.09457244007223,4.78311876189277,4.87539879975963
LOC100287896,4.91830555815145,4.92287178858168,5.20070016217862,5.7714102952688
lnc-POLD3-2,6.14381977845173,6.40830436755128,6.59777703074169,6.82457906427546
GOLGA3,6.764667336565,6.87196179504676,6.5891775599285,6.73061909815461
lnc-POLE2-1,6.77979610806936,6.89188716835794,7.35938912980417,7.31774938668652
lnc-POLR1E-2,7.14129862379261,7.11983587676785,7.00645433502695,7.02668523431243
GRHPR,6.2439534961287,6.10523926062366,6.42078131856354,6.40883019474845
POLR2C,6.55627495618477,6.33543190956522,6.40079186822152,6.23100481526651
POLR2F,4.53021355217895,4.81366797795184,4.66496080666949,4.68956698937159
lnc-POLR2L-1,5.19599973578604,5.4000989627399,5.49064552729783,5.49107743710384
,5.91020834707429,5.49180813912912,6.03821506481032,5.54199801121189
,4.89608387148084,5.23357870250665,5.29081565315585,5.05693559821048
LINC01444,10.9009257444363,9.74009563304849,11.1269111381427,11.41069910267
LOC105377473,4.4524734464046,4.18340685868118,5.66110222779225,4.48141863321307
CASC21,5.99370195018165,5.74872696043038,5.8186000024484,6.0591309014596
PRR34-AS1,10.8378504479332,10.8181470954395,10.7190345487755,10.7785156112592
,4.85278540138716,5.18517626958116,6.34953194291329,6.10241442524397
LINC01952,9.73110127628279,9.06880489217285,10.2250494996442,10.1418942027376
lnc-PPM1D-1,5.33883642456088,4.70081962127141,5.23991621458824,5.25870900663602
lnc-PPP1R12B-1,6.47322219093714,6.14458189507136,6.08671719441539,5.58200923855493
,6.38699413295145,6.06105347243391,6.11081114483862,6.38099753402562
SPINT1-AS1,9.43240140630125,9.11670090867064,9.36848806593744,9.20051500888437
,6.53218595961337,6.26178096601997,5.70949331501375,5.87478446836916
LOC105372697,6.54542956651218,6.6736122982007,6.42259664671679,6.25573348720397
PPP2R2D,9.01975734715079,9.1757144031339,9.60020863028096,9.63835478725169
lnc-PPP2R2D-3,5.88462892040067,5.71469383164529,5.53355659056839,5.09809238979205
TCERG1L-AS1,7.48071232562384,6.98612675800821,7.22468226485113,7.09573885722337
LOC105376289,5.25111060206913,4.90523469816497,4.56164553734552,5.19921982952706
,7.23335594000651,7.09828952701543,7.08341158033398,7.27775492903096
PRICKLE2,6.18001155192185,5.6549383858403,5.73566656091317,5.44482075617652
LOC105377123,7.02733080464636,7.22712074648276,5.04855711357499,4.96059018913521
lnc-PRICKLE4-1,7.35938912980417,7.52281782609335,6.80643563181537,7.18350372799558
lnc-PRKAA2-7,7.3559613518118,7.21931073880038,7.25899990853728,6.95836164148785
lnc-PRKACG-3,6.05900688905532,5.9779531318905,6.33723958870288,6.14675183933717
,6.57952005105299,6.65091592383811,6.34923010538073,5.98546432221288
LOC107986261,5.07398076352373,4.62404516115566,4.94003112895072,4.97617897435097
,6.5818091775214,6.80853772778155,7.13874204558416,7.04032134584699
lnc-PRPF18-2,4.95853113079193,5.65957865071394,6.39113905523151,6.1110593848903
lnc-PRR15L-2,7.02149667512018,7.3509196539647,6.5648368438985,6.44630418239515
SP2-AS1,4.14530482548278,4.18631547297877,4.46323069880899,4.82977707280611
EMC3,6.72274222405122,6.57422216984893,6.12773519552138,5.9002913126943
LOC100506368,7.18115273055369,6.8461400147028,7.08036350599959,7.26279934384211
lnc-PSD2-1,5.50129760479839,4.8942843728899,4.77300172029637,5.01886943397168
lnc-PSMA2-2,5.17667464176947,5.39975225239966,4.90082922829182,5.20373792480343
LOC107984660,5.57919811783667,5.2377387231006,6.00554083391861,5.9081172127955
GBAT2,5.64070958600049,5.37009215008217,5.70844058136965,6.00059466983596
,5.13026074339094,4.72265115242188,5.36505202698438,5.00843443869784
PSPC1,5.08325225814247,5.05498257652245,5.43484727089514,5.38109227262666
LINC00476,8.64518881653621,8.57828331296364,8.49802001511208,8.55073195084799
SLC25A25-AS1,5.15599561172632,5.00878870622982,4.1102247023694,4.44948909709359
LOC100506476,4.63534870203068,4.74025940716288,4.54840145581887,5.0767580764679
lnc-PTP4A2-1,11.8468795624379,11.3243835052705,11.4594928645973,11.6777973696705
lnc-PTPN14-1,8.11948963427709,7.79785261943133,8.16645319477164,8.09760656636185
lnc-PTPN23-1,7.55317764007666,7.32163490147183,7.46918147503288,7.35682256052531
SNUPN,9.79202735988413,9.80162727885041,9.71465082835703,9.75677154773899
LINC01481,6.74953812512052,6.61284431536443,6.38597233240572,6.4786251366552
lnc-PTPRCAP-1,8.41248580365767,8.50132819044473,8.23514468898803,8.52348310457124
,7.98610591958061,7.39037795851955,7.17840454039701,7.05845667895014
lnc-PXDNL-1,6.27103243592281,6.50373725042856,8.02175694310732,7.65793178177633
ZNF341-AS1,5.50232507895991,5.83840565950527,5.80015705201087,5.57919811783667
lnc-PYCARD-1,5.82139009225554,5.93097551535541,5.11925031985325,5.30394350654234
,5.58586583906395,5.86717095905508,5.30783585346467,5.26904021810653
LOC100507156,9.19016071014234,8.73813424991912,8.80951769945854,9.58989619026259
FAM204A,6.20555462003539,6.40883019474845,6.31240944194204,6.65041529286261
LOC107984063,6.23456961156878,6.23730966864239,6.22991588920758,6.46711371857769
lnc-RAB1A-4,5.38463769002727,5.20171900900286,5.38062852885057,5.54970750769154
COL4A2-AS1,5.95824897725535,5.50232507895991,5.64659606889985,5.85018756998339
,4.85373483420183,4.25690295809249,4.93441576070913,4.24611490336868
TMSB15B-AS1,4.74237478180462,4.97021726103306,4.84932127691742,4.67577393065592
ATP2A1-AS1,8.94613142251402,9.05250314051845,8.41098152206577,8.64518881653621
lnc-RABEPK-1,5.51202410453441,5.66958897917458,6.63105412252909,6.70600362216144
lnc-RAD1-2,8.64559281204576,8.58536384118852,8.74983451675274,8.8872419192318
,5.66226327264864,5.39473073002627,4.79998197474298,5.17461179787966
ZNF462,5.43543009177688,5.60413234308369,5.99282399789333,6.20665582915165
lnc-RAI1-1,5.53355659056839,5.51620781174231,5.43174050980236,5.50963310017331
lnc-RALB-1,5.49658183969338,5.26881633958261,4.91126643394297,4.41549270502493
GARNL3,5.48656246064791,5.28961537469195,5.58034105987765,5.21670673647854
,12.6037428205273,12.5806087964592,13.1701136180642,13.2209097191859
,5.29567747922344,4.60469817191605,4.67871489902075,4.85562456994473
lnc-RANBP9-1,7.69337094894156,7.45488667600419,7.16201236261205,7.41608725244686
LOC105377342,6.94502710964565,6.36152279963805,6.1389816781842,6.32712606016864
LOC728095,5.46715497053313,5.1979605105839,6.10034124039523,6.42424195235824
TMEM161B-AS1,7.77402170627723,8.04998769258002,7.75815588015592,7.68632652794069
TMEM161B-AS1,8.5105388322058,8.83601159478383,8.51681357061198,8.47536791713923
lnc-RASA1-3,6.12403001042902,6.96388943673608,7.05225562609299,7.06151702775397
lnc-RASA1-3,5.17461179787966,5.39543868134023,6.48087207590069,6.83126138133795
RASAL2,5.7720885675229,5.88559430240364,5.10923634989028,5.29391791163877
RASGEF1B,5.51620781174231,5.19631825336817,5.08253196574439,5.41792769834538
LINC01317,6.52794858670542,6.83523797468631,6.1819028528913,5.86634357203901
DANCR,12.0716616217088,12.0063357556999,12.4978081244891,12.3705466919738
TNRC6A,10.209074721899,9.62995837792687,9.95036592123537,9.46898788733296
LOC105369304,6.09369523652933,6.47769215103733,5.67645765950294,5.95719604384218
lnc-RBM11-2,7.29610881752468,7.39481085790729,6.98269457930724,6.854279686423
lnc-RBM17-1,6.37938295268048,6.05826770195373,6.35042847235034,6.36879986770633
LINC01234,6.88510454654021,7.04872949856225,5.45537795805407,5.7528249919737
lnc-RBM22-1,8.73098323585224,8.21804617036238,8.67026329260398,8.7352176745163
lnc-RBM34-1,7.36928937169277,7.1806473051975,7.7193127431815,7.7315555612648
RBM4,8.24915178478399,8.11234348500239,8.53238419497761,8.49735532936216
OAZ2,8.83051494555137,8.86086574800867,8.66323903383866,8.63137733811479
PRC1-AS1,6.82640421651057,6.83045766936325,6.72024615811742,6.2854589902138
lnc-RCSD1-1,6.62817414931665,6.44821245292429,5.93249452047452,6.34314350645112
,6.97265594642842,6.60699728656427,6.72716316000463,6.79432243859047
,6.26203670329271,5.56852735001177,5.69185483949472,5.68830467375241
lnc-RECQL5-1,5.36437841119642,5.25870900663602,5.82231410456239,5.58423466980834
,4.56209007892091,5.16554722977973,5.53525542252858,5.40827424717006
LOC101927948,4.74511568187425,4.10387283439845,4.37676582264212,4.30948189295088
,4.56592820370608,4.44713274555657,4.68597260296509,4.28582527329812
lnc-RELT-1,5.84153093561849,6.0295748217519,5.93077227456312,6.05669182201042
SLC5A4-AS1,5.16409457974338,4.89122679503364,5.45724633319702,5.78360472569791
LOC101927640,4.57592610707401,5.00910371151106,4.35348981584693,5.0853673722975
,6.71071437183515,5.13404572848806,6.08112211454275,5.79426529714879
GACAT1,5.68705417722165,5.08800329713075,5.35714160395896,5.05400683638843
,6.96947560512183,6.42015992254589,6.14829784887203,6.12460200334828
RGS5,4.51984805086521,5.16719165647961,4.79175157722226,5.05981382281127
RGS5,5.38166533839141,5.74389556924723,5.41418918924676,5.38553907007025
LINC02563,6.00612100136193,6.20062367811013,6.20363879175381,5.53687653952178
LINC01686,7.61937483276554,7.27062685134308,7.30509781296837,7.61557416177708
