Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Cellular_Component_2023,Autolysosome GO0044754,1/9,0.2302337150200293,0.493608258049967,0,0,4.243662587412588,6.232498911871859,LAMP2
GO_Cellular_Component_2023,Perisynaptic Extracellular Matrix GO0098966,1/9,0.2302337150200293,0.493608258049967,0,0,4.243662587412588,6.232498911871859,VCAN
GO_Cellular_Component_2023,Microvillus GO0005902,3/58,0.2312399046720566,0.493608258049967,0,0,1.85377990430622,2.714489096385944,WWOX;TGFB1;FSCN3
GO_Cellular_Component_2023,Filopodium GO0030175,3/60,0.2465636069214133,0.5138534534497831,0,0,1.788550323176362,2.504212404917816,KITLG;FSCN3;CD302
GO_Cellular_Component_2023,Platelet Dense Tubular Network GO0031094,1/10,0.2522974163334521,0.5138534534497831,0,0,3.771950271950272,5.194528733192633,IRAG1
GO_Cellular_Component_2023,Primary Lysosome GO0005766,1/10,0.2522974163334521,0.5138534534497831,0,0,3.771950271950272,5.194528733192633,AZU1
GO_Cellular_Component_2023,ProtonTransporting Vtype ATPase V1 Domain GO0033180,1/10,0.2522974163334521,0.5138534534497831,0,0,3.771950271950272,5.194528733192633,ATP6V1D
GO_Cellular_Component_2023,Vacuolar ProtonTransporting Vtype ATPase V1 Domain GO0000221,1/10,0.2522974163334521,0.5138534534497831,0,0,3.771950271950272,5.194528733192633,ATP6V1D
GO_Cellular_Component_2023,Intracellular Vesicle GO0097708,1/11,0.2737297804463445,0.5425715290990044,0,0,3.39458041958042,4.39806544715497,ITSN1
GO_Cellular_Component_2023,Mitochondrial Respiratory Chain Complex III GO0005750,1/11,0.2737297804463445,0.5425715290990044,0,0,3.39458041958042,4.39806544715497,UQCRC2
GO_Cellular_Component_2023,Respiratory Chain Complex III GO0045275,1/11,0.2737297804463445,0.5425715290990044,0,0,3.39458041958042,4.39806544715497,UQCRC2
GO_Cellular_Component_2023,Vesicle Coat GO0030120,2/37,0.2866278953342491,0.554151210738957,0,0,1.940655491618714,2.424985729532336,SEC13;DIPK2A
GO_Cellular_Component_2023,COPI Vesicle Coat GO0030126,1/12,0.2945488417441302,0.554151210738957,0,0,3.085823267641449,3.7718340062522673,DIPK2A
GO_Cellular_Component_2023,RNA Polymerase I Complex GO0005736,1/12,0.2945488417441302,0.554151210738957,0,0,3.085823267641449,3.7718340062522673,POLR1G
GO_Cellular_Component_2023,betacateninTCF Complex GO1990907,1/12,0.2945488417441302,0.554151210738957,0,0,3.085823267641449,3.7718340062522673,TLE3
GO_Cellular_Component_2023,Clathrin Coat Of Coated Pit GO0030132,1/12,0.2945488417441302,0.554151210738957,0,0,3.085823267641449,3.7718340062522673,STON2
GO_Cellular_Component_2023,Podosome GO0002102,1/12,0.2945488417441302,0.554151210738957,0,0,3.085823267641449,3.7718340062522673,KIF9
GO_Cellular_Component_2023,Neuromuscular Junction GO0031594,2/39,0.3079544448825346,0.5612948729143756,0,0,1.8355658635868797,2.16193573923703,TBC1D24;SNTA1
GO_Cellular_Component_2023,Cytoplasmic Side Of Endoplasmic Reticulum Membrane GO0098554,1/13,0.3147721204375768,0.5612948729143756,0,0,2.828525641025641,3.269510690592109,OTULINL
GO_Cellular_Component_2023,Glial Cell Projection GO0097386,1/13,0.3147721204375768,0.5612948729143756,0,0,2.828525641025641,3.269510690592109,SLC4A8
GO_Cellular_Component_2023,Septin Cytoskeleton GO0032156,1/13,0.3147721204375768,0.5612948729143756,0,0,2.828525641025641,3.269510690592109,SEPTIN9
GO_Cellular_Component_2023,Septin Ring GO0005940,1/13,0.3147721204375768,0.5612948729143756,0,0,2.828525641025641,3.269510690592109,SEPTIN9
GO_Cellular_Component_2023,Vesicle Membrane GO0012506,3/69,0.3169211196528186,0.5612948729143756,0,0,1.543939393939394,1.7741444166687816,SLC12A2;RAB4A;ARRB1
GO_Cellular_Component_2023,Focal Adhesion GO0005925,13/387,0.3184040763103235,0.5612948729143756,0,0,1.1826250954927426,1.3534363952762911,RPL3;AHNAK;ITGB5;ITGB2;ADAM10;KIF23;PTK2;CNN2;DAB2;PLAU;FES;CAT;PPIA
GO_Cellular_Component_2023,Brush Border Membrane GO0031526,2/40,0.3185727657081591,0.5612948729143756,0,0,1.7871693243616924,2.044350793458172,CD36;PLB1
GO_Cellular_Component_2023,Actin Filament GO0005884,3/71,0.3326841847523846,0.5815424331892078,0,0,1.498374613003096,1.649053611155603,COTL1;TSC1;GAS7
GO_Cellular_Component_2023,CellSubstrate Junction GO0030055,13/395,0.3444665964497458,0.5945209226386265,0,0,1.15737191473448,1.233478557236502,RPL3;AHNAK;ITGB5;ITGB2;ADAM10;KIF23;PTK2;CNN2;DAB2;PLAU;FES;CAT;PPIA
GO_Cellular_Component_2023,COPII Vesicle Coat GO0030127,1/15,0.3534989269743185,0.5945209226386265,0,0,2.4242007992007992,2.5208653917328814,SEC13
GO_Cellular_Component_2023,TIM23 Mitochondrial Import Inner Membrane Translocase Complex GO0005744,1/15,0.3534989269743185,0.5945209226386265,0,0,2.4242007992007992,2.5208653917328814,SLC25A6
GO_Cellular_Component_2023,Secondary Lysosome GO0005767,1/15,0.3534989269743185,0.5945209226386265,0,0,2.4242007992007992,2.5208653917328814,LAMP2
GO_Cellular_Component_2023,transGolgi Network Transport Vesicle GO0030140,1/15,0.3534989269743185,0.5945209226386265,0,0,2.4242007992007992,2.5208653917328814,SPG21
GO_Cellular_Component_2023,Apical Junction Complex GO0043296,4/106,0.3611435158441705,0.6028109813338787,0,0,1.33188600572039,1.356499057773908,SAPCD2;FRMD4A;FRMD4B;TGFBR1
GO_Cellular_Component_2023,Phagocytic Vesicle Membrane GO0030670,2/45,0.3709518571837439,0.6072925139205579,0,0,1.5789516556021668,1.5658194985745229,APLP2;ATP6V0A1
GO_Cellular_Component_2023,Cytoplasmic Stress Granule GO0010494,3/76,0.3719765123319102,0.6072925139205579,0,0,1.3953857245854362,1.379931221523185,NUFIP2;CTSG;YBX1
GO_Cellular_Component_2023,COPIcoated Vesicle Membrane GO0030663,1/16,0.3720350535729544,0.6072925139205579,0,0,2.2624708624708623,2.2370569777613043,DIPK2A
GO_Cellular_Component_2023,Nucleus GO0005634,132/4487,0.3792449755369871,0.6141065117331933,0,0,1.0359005599943767,1.0043811196583694,RPL3;UBE3D;PPAN;NUDT1;MKI67;NUDT3;IPO5;FBL;HENMT1;CHEK2;PCLAF;SACS;NEK2;PRKACB;SOX4;TLE3;BNIP3L;MORC4;PRKCB;APLP2;LMO2;THOC1;ADAM10;TSC1;CDC25C;PUS7;WDR77;DEPDC1B;MAF;RRAGD;BTK;S100A4;KIF20A;KIF20B;S100A9;PPIA;NECAB3;TSHZ3;EPAS1;SHMT1;TSHZ1;PIK3R1;OAZ3;CCNB1;PGBD5;NTHL1;RDH10;HLTF;H3C1;LTA4H;PLTP;NAA50;EGR1;TGFB1;SMAD3;PLK1;RPP40;HSPA6;POU2F2;PTK2;FAM111B;TPX2;ADI1;CDK4;ID1;CALM2;BRWD3;TOP2A;GPI;GSK3B;BNC2;PTPN22;ARRB1;KIF11;BRCA1;YBX1;CHTF18;RBM3;ING2;AIFM1;EXO1;TRPS1;CTSG;DLGAP5;H3-3A;ANKRD6;DACT1;ZHX3;SYK;KIF23;FOS;SMC1A;ETV5;TGFBR1;CCNA2;ZEB2;PLSCR3;KIFC1;BIRC5;SLC25A5;SGK1;ITGB3BP;SLC25A6;MAGEH1;AHNAK;NUFIP2;SATB1;TYMS;SAMHD1;SH3BGRL;RXRA;CUX1;FAM172A;MBNL3;KLRG1;WWOX;DUT;MGMT;RRP1B;PTPN13;LRPPRC;BATF;SKI;FABP3;PER3;IMPDH1;IMPDH2;EIF3E;NAA16;PAXBP1;SSBP4;CDKN3
GO_Cellular_Component_2023,ClathrinCoated Vesicle GO0030136,3/78,0.387584566237943,0.6141065117331933,0,0,1.3580350877192982,1.2871744716701548,DAB2;VWF;SPG21
GO_Cellular_Component_2023,RNA Polymerase III Complex GO0005666,1/17,0.3900406223170282,0.6141065117331933,0,0,2.120957167832168,1.996890474961989,POLR3H
GO_Cellular_Component_2023,Germ Plasm GO0060293,1/17,0.3900406223170282,0.6141065117331933,0,0,2.120957167832168,1.996890474961989,HENMT1
GO_Cellular_Component_2023,Mitochondrial Respiratory Chain Complex IV GO0005751,1/17,0.3900406223170282,0.6141065117331933,0,0,2.120957167832168,1.996890474961989,UQCRC2
GO_Cellular_Component_2023,Bicellular Tight Junction GO0005923,3/81,0.4108123792303415,0.6422559731629283,0,0,1.3056005398110662,1.161486611777578,FRMD4A;FRMD4B;TGFBR1
GO_Cellular_Component_2023,T Cell Receptor Complex GO0042101,1/19,0.4245202949759417,0.6435680575059265,0,0,1.8851010101010104,1.6151459969794508,SYK
GO_Cellular_Component_2023,Clathrin Adaptor Complex GO0030131,1/19,0.4245202949759417,0.6435680575059265,0,0,1.8851010101010104,1.6151459969794508,STON2
GO_Cellular_Component_2023,Endolysosome Membrane GO0036020,1/19,0.4245202949759417,0.6435680575059265,0,0,1.8851010101010104,1.6151459969794508,TLR7
GO_Cellular_Component_2023,Respiratory Chain Complex IV GO0045277,1/19,0.4245202949759417,0.6435680575059265,0,0,1.8851010101010104,1.6151459969794508,UQCRC2
GO_Cellular_Component_2023,Autophagosome GO0005776,3/83,0.426146416456627,0.6435680575059265,0,0,1.2728289473684211,1.0856878234940028,VMP1;LAMP2;TBC1D14
GO_Cellular_Component_2023,Adherens Junction GO0005912,5/150,0.4301046458118622,0.6451569687177933,0,0,1.170592520641088,0.9876602084399704,PDLIM2;FRMD4A;DCHS1;FRMD4B;NECTIN1
GO_Cellular_Component_2023,Sin3 Complex GO0016580,1/21,0.4570541112690493,0.6675395572482168,0,0,1.696416083916084,1.328214892876086,ING2
GO_Cellular_Component_2023,Sin3type Complex GO0070822,1/21,0.4570541112690493,0.6675395572482168,0,0,1.696416083916084,1.328214892876086,ING2
GO_Cellular_Component_2023,Endocytic Vesicle Lumen GO0071682,1/21,0.4570541112690493,0.6675395572482168,0,0,1.696416083916084,1.328214892876086,SPARC
GO_Cellular_Component_2023,Mitochondrial Outer Membrane Translocase Complex GO0005742,1/21,0.4570541112690493,0.6675395572482168,0,0,1.696416083916084,1.328214892876086,TOMM22
GO_Cellular_Component_2023,Nuclear Membrane GO0031965,7/227,0.4756166401404363,0.6872550522883053,0,0,1.0797381946675233,0.8024000184322923,PRNP;SMAD3;CDK4;ALOX5;WDR3;TMEM97;IPO5
GO_Cellular_Component_2023,Cytoplasmic Side Of Plasma Membrane GO0009898,4/124,0.4767444957315271,0.6872550522883053,0,0,1.1310486233157586,0.8378520688580885,SYK;RASA3;FES;PTPN22
GO_Cellular_Component_2023,Extracellular MembraneBounded Organelle GO0065010,2/57,0.488892150321318,0.7002197249763394,0,0,1.233688903040917,0.8828442676660956,SLC12A2;ITGB2
GO_Cellular_Component_2023,Tight Junction GO0070160,3/93,0.5003854462085362,0.7104628968255883,0,0,1.1308187134502925,0.7829523992173405,FRMD4A;FRMD4B;TGFBR1
GO_Cellular_Component_2023,P Granule GO0043186,1/24,0.5024444810883665,0.7104628968255883,0,0,1.474916387959866,1.015140894890222,HENMT1
GO_Cellular_Component_2023,Vacuolar Membrane GO0005774,2/59,0.5071892098148892,0.7124911291742848,0,0,1.190278673917719,0.8080458523135563,VMP1;ATP6V0A1
GO_Cellular_Component_2023,Dendrite GO0030425,8/270,0.5117869892401488,0.7124911291742848,0,0,1.035735999459569,0.6937844212164519,RBM3;PRNP;GSK3B;SLC4A8;ADORA3;P2RY1;SACS;CCR2
GO_Cellular_Component_2023,Extracellular Vesicle GO1903561,2/60,0.5161762949125382,0.7124911291742848,0,0,1.1696962376955131,0.7735282104898427,SLC12A2;ITGB2
GO_Cellular_Component_2023,Endosome Lumen GO0031904,1/25,0.5167165396263957,0.7124911291742848,0,0,1.4133886946386949,0.9332051984103744,CTSK
GO_Cellular_Component_2023,Golgi Cis Cisterna GO0000137,1/26,0.5305799060254878,0.7226115864266701,0,0,1.3567832167832168,0.8599084552522605,NECAB3
GO_Cellular_Component_2023,Endoplasmic Reticulum Tubular Network GO0071782,1/26,0.5305799060254878,0.7226115864266701,0,0,1.3567832167832168,0.8599084552522605,LNPK
GO_Cellular_Component_2023,Caveola GO0005901,2/62,0.5338211719548374,0.7226115864266701,0,0,1.1305896088733216,0.7096647436754585,CD36;TGFBR2
GO_Cellular_Component_2023,Golgi Lumen GO0005796,3/100,0.549333930996591,0.736203486289315,0,0,1.0488334237655996,0.6283023716049019,VCAN;TGFB1;HS3ST1
GO_Cellular_Component_2023,U12type Spliceosomal Complex GO0005689,1/28,0.5571269625973194,0.736203486289315,0,0,1.2561512561512562,0.7348009081173228,YBX1
GO_Cellular_Component_2023,Catenin Complex GO0016342,1/28,0.5571269625973194,0.736203486289315,0,0,1.2561512561512562,0.7348009081173228,DCHS1
GO_Cellular_Component_2023,Polysomal Ribosome GO0042788,1/28,0.5571269625973194,0.736203486289315,0,0,1.2561512561512562,0.7348009081173228,NUFIP2
GO_Cellular_Component_2023,NonMotile Cilium GO0097730,1/30,0.5821751731682558,0.7602522849608988,0,0,1.16939956595129,0.6326263281550769,SEPTIN9
GO_Cellular_Component_2023,Rough Endoplasmic Reticulum GO0005791,1/30,0.5821751731682558,0.7602522849608988,0,0,1.16939956595129,0.6326263281550769,TMEM97
GO_Cellular_Component_2023,Golgi Stack GO0005795,1/31,0.5941638017633813,0.7668858371597131,0,0,1.1303613053613053,0.5884663635684907,LPCAT2
GO_Cellular_Component_2023,Nuclear Inner Membrane GO0005637,1/31,0.5941638017633813,0.7668858371597131,0,0,1.1303613053613053,0.5884663635684907,SMAD3
GO_Cellular_Component_2023,SmallSubunit Processome GO0032040,2/73,0.6227858105582698,0.7991817915834444,0,0,0.954885177967983,0.4521883802950807,FBL;WDR3
GO_Cellular_Component_2023,Cul4RING E3 Ubiquitin Ligase Complex GO0080008,1/35,0.6387810480313117,0.8057351855849502,0,0,0.9971719457013576,0.4469260155176877,DCAF4
GO_Cellular_Component_2023,Aggresome GO0016235,1/35,0.6387810480313117,0.8057351855849502,0,0,0.9971719457013576,0.4469260155176877,SLC2A3
GO_Cellular_Component_2023,Autophagosome Membrane GO0000421,1/35,0.6387810480313117,0.8057351855849502,0,0,0.9971719457013576,0.4469260155176877,VMP1
GO_Cellular_Component_2023,COPIIcoated ER To Golgi Transport Vesicle GO0030134,2/76,0.6446529169103427,0.808547726294328,0,0,0.9160316183083258,0.4021774716340617,SEC13;CTSC
GO_Cellular_Component_2023,Extrinsic Component Of Cytoplasmic Side Of Plasma Membrane GO0031234,2/77,0.6517158921543826,0.812814202574567,0,0,0.9037711617046118,0.3869465141377052,SYK;FES
GO_Cellular_Component_2023,Coated Vesicle GO0030135,2/79,0.6655059884645237,0.8250994218647759,0,0,0.8802056087520186,0.3584264510694234,DAB2;CTSC
GO_Cellular_Component_2023,Ciliary Membrane GO0060170,1/38,0.6689995312417102,0.8250994218647759,0,0,0.9161784161784162,0.3682779965916139,BBS5
GO_Cellular_Component_2023,Late Endosome Membrane GO0031902,2/85,0.7042405604809249,0.8637646653412449,0,0,0.8163230856877598,0.2862316704254576,MARCHF1;LAMP2
GO_Cellular_Component_2023,Endosome Membrane GO0010008,9/361,0.7102091741262982,0.8662991025057045,0,0,0.8647394825918762,0.2959101679229811,RAB4A;SNX2;MARCHF1;APLP2;LAMP2;TLR7;TLR4;RHOBTB1;ATP6V0A1
GO_Cellular_Component_2023,Peroxisome GO0005777,3/129,0.7189605063706637,0.8708908212255917,0,0,0.8062238930659983,0.2660126474257528,IMPDH2;CAT;PXMP4
GO_Cellular_Component_2023,Cortical Actin Cytoskeleton GO0030864,1/44,0.7220750950756706,0.8708908212255917,0,0,0.7880956253049276,0.2566245330284301,COTL1
GO_Cellular_Component_2023,Basolateral Plasma Membrane GO0016323,4/171,0.7257423510213264,0.8708908212255917,0,0,0.8107510813171548,0.2598945413807816,SLC4A7;SLC47A1;SLC40A1;NAIP
GO_Cellular_Component_2023,Asymmetric Synapse GO0032279,3/133,0.737971371266518,0.8801303328695758,0,0,0.781255060728745,0.2373845435286013,PRNP;SLC4A8;P2RY1
GO_Cellular_Component_2023,Golgiassociated Vesicle GO0005798,1/47,0.7453355972048659,0.8801303328695758,0,0,0.7365840681058072,0.2164973019492306,SPG21
GO_Cellular_Component_2023,CellCell Contact Zone GO0044291,1/47,0.7453355972048659,0.8801303328695758,0,0,0.7365840681058072,0.2164973019492306,AHNAK
GO_Cellular_Component_2023,Microbody Lumen GO0031907,1/49,0.7597524922417044,0.8814832811098036,0,0,0.7058202214452215,0.1939329757762097,CAT
GO_Cellular_Component_2023,Peroxisomal Matrix GO0005782,1/49,0.7597524922417044,0.8814832811098036,0,0,0.7058202214452215,0.1939329757762097,CAT
GO_Cellular_Component_2023,Endoplasmic Reticulum Membrane GO0005789,20/801,0.7678140933519745,0.8814832811098036,0,0,0.8634546056546413,0.2281313045440825,POMT2;SEC13;NECAB3;MARCHF1;PPM1L;PIGQ;IRAG1;ALG3;FITM2;PTGS1;LMF1;VMP1;RDH10;LPCAT2;CYB5RL;TLR7;CHPT1;CERT1;LNPK;OTULINL
GO_Cellular_Component_2023,Golgi Cisterna GO0031985,1/51,0.7733545647421203,0.8814832811098036,0,0,0.6775174825174826,0.1741339504851569,NECAB3
GO_Cellular_Component_2023,Cytosolic Large Ribosomal Subunit GO0022625,1/52,0.7798645131188249,0.8814832811098036,0,0,0.6641985465514877,0.1651430557794464,RPL3
GO_Cellular_Component_2023,Endoplasmic reticulumGolgi Intermediate Compartment Membrane GO0033116,1/52,0.7798645131188249,0.8814832811098036,0,0,0.6641985465514877,0.1651430557794464,CTSC
GO_Cellular_Component_2023,Large Ribosomal Subunit GO0015934,1/52,0.7798645131188249,0.8814832811098036,0,0,0.6641985465514877,0.1651430557794464,RPL3
GO_Cellular_Component_2023,Sarcolemma GO0042383,1/52,0.7798645131188249,0.8814832811098036,0,0,0.6641985465514877,0.1651430557794464,SNTA1
GO_Cellular_Component_2023,Cation Channel Complex GO0034703,1/53,0.7861877912600952,0.8814832811098036,0,0,0.6513918773534159,0.1566985661448266,CALM2
GO_Cellular_Component_2023,Exocytic Vesicle Membrane GO0099501,1/53,0.7861877912600952,0.8814832811098036,0,0,0.6513918773534159,0.1566985661448266,SLC18B1
GO_Cellular_Component_2023,Synaptic Vesicle Membrane GO0030672,1/54,0.7923297427515616,0.8816995719911633,0,0,0.6390684786911202,0.1487608471273794,SLC18B1
GO_Cellular_Component_2023,ER To Golgi Transport Vesicle Membrane GO0012507,1/55,0.7982955584244316,0.8816995719911633,0,0,0.6272015022015022,0.1412936815245035,SEC13
GO_Cellular_Component_2023,Coated Vesicle Membrane GO0030662,1/55,0.7982955584244316,0.8816995719911633,0,0,0.6272015022015022,0.1412936815245035,SEC13
GO_Cellular_Component_2023,Mitochondrial Outer Membrane GO0005741,3/151,0.8111457392479965,0.8914571985794814,0,0,0.685597439544808,0.1435007120408282,BNIP3L;TSPO;TOMM22
GO_Cellular_Component_2023,Calcium Channel Complex GO0034704,1/59,0.8204961773457731,0.8941230101775166,0,0,0.5838256571015191,0.1155075869490908,CALM2
GO_Cellular_Component_2023,Sperm Flagellum GO0036126,1/60,0.8256541310197788,0.8941230101775166,0,0,0.5739006755955909,0.1099475015976606,KIF9
GO_Cellular_Component_2023,Transport Vesicle Membrane GO0030658,1/60,0.8256541310197788,0.8941230101775166,0,0,0.5739006755955909,0.1099475015976606,SEC13
GO_Cellular_Component_2023,Ribosome GO0005840,1/61,0.8306641230045797,0.8951817247913432,0,0,0.5643065268065268,0.1046956488085541,NUFIP2
GO_Cellular_Component_2023,Recycling Endosome GO0055037,3/159,0.8376792100176634,0.8968128124297083,0,0,0.6501686909581647,0.1151579149930338,RAB4A;TBC1D14;CD22
GO_Cellular_Component_2023,Cortical Cytoskeleton GO0030863,1/63,0.8402570494836907,0.8968128124297083,0,0,0.5460466952402436,0.095038019962165,COTL1
GO_Cellular_Component_2023,Early Endosome Membrane GO0031901,2/116,0.8490402773354597,0.9018513950644595,0,0,0.5933880234737456,0.0971071506782029,RAB4A;MARCHF1
GO_Cellular_Component_2023,Cilium GO0005929,5/257,0.8630691395868955,0.9107827428486914,0,0,0.6698175162083613,0.0986376460768091,P2RY1;DLEC1;SEPTIN9;BBS5;ATP6V1D
GO_Cellular_Component_2023,Organelle Outer Membrane GO0031968,3/170,0.8688737994493386,0.9107827428486914,0,0,0.6069965332492909,0.0853178480230884,BNIP3L;TSPO;TOMM22
GO_Cellular_Component_2023,92 Motile Cilium GO0097729,1/70,0.8697564931708224,0.9107827428486914,0,0,0.4904732948211209,0.0684416242204432,KIF9
GO_Cellular_Component_2023,Neuron Projection GO0043005,12/557,0.8779782216152482,0.91168888737826,0,0,0.7410881617033803,0.0964403890232491,CX3CR1;SLC12A2;RBM3;PRNP;GSK3B;SLC4A8;ADORA3;P2RY1;SACS;EMB;PTGS1;CCR2
GO_Cellular_Component_2023,cullinRING Ubiquitin Ligase Complex GO0031461,3/174,0.8788352337790435,0.91168888737826,0,0,0.5926746691289627,0.0765485837725198,CDC20;BUB1B;DCAF4
GO_Cellular_Component_2023,Pbody GO0000932,1/83,0.9108731892454468,0.9405295256394848,0,0,0.412438171584513,0.0385017594745256,MEX3B
GO_Cellular_Component_2023,transGolgi Network GO0005802,4/241,0.9174887876917256,0.9429745873498292,0,0,0.5692124016521694,0.0490176802192893,MS4A6A;MARCHF1;TGFBI;MS4A4A
GO_Cellular_Component_2023,Golgi Membrane GO0000139,8/427,0.9253669250755066,0.9442752219774732,0,0,0.6423384797347245,0.0498229484456873,TPST2;MAN1A2;MAN1C1;ARRB1;TLR7;CHPT1;DIPK2A;HS3ST2
GO_Cellular_Component_2023,Postsynaptic Density GO0014069,2/151,0.9330260094366848,0.9442752219774732,0,0,0.4531788102822083,0.0314153527174493,PRNP;P2RY1
GO_Cellular_Component_2023,Axon GO0030424,3/205,0.9357682379956942,0.9442752219774732,0,0,0.5009119332985931,0.0332542619909335,GSK3B;SACS;EMB
GO_Cellular_Component_2023,Late Endosome GO0005770,3/205,0.9357682379956942,0.9442752219774732,0,0,0.5009119332985931,0.0332542619909335,MARCHF1;RNF128;LAMP2
GO_Cellular_Component_2023,transGolgi Network Membrane GO0032588,1/100,0.9457490988974008,0.9500285065847192,0,0,0.3413152504061595,0.0190378712041475,MARCHF1
GO_Cellular_Component_2023,Early Endosome GO0005769,4/307,0.9776342839443812,0.9776342839443812,0,0,0.4436942815546932,0.0100361967896891,RAB4A;MARCHF1;TGFBRAP1;CD22
