Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,MSigDB_Hallmark_2020__Interferon Gamma Response,0.8984791702464371,1.7489084470836997,0.0,0.0,0.0,86/123,8.23%,IDO1;CXCL9;IFI27;CXCL10;ISG20;RSAD2;IL6;C1S;SLAMF7;SOCS1;CFB;CD38;CD274;GBP4;CCL5;C1R;IFI44L;OASL;IFIT3;ISG15;IL15RA;PDE4B;WARS1;MX1;SERPING1;TAP1;IRF1;IFIT2;IRF7;TNFAIP3;IRF4;STAT1;FAS;GCH1;SOD2;XAF1;DHX58;IFIT1;EPSTI1;OAS2;OAS3;STAT4;IFI35;MX2;APOL6;RIPK2;LY6E;TNFSF10;ARID5B;CD40;BATF2;PSMB9;IFITM3;NAMPT;NFKB1;PSME2;EIF2AK2;SOCS3;UBE2L6;CD86;PTPN1;TDRD7;NFKBIA;CIITA;PARP14;HLA-A;MT2A;RNF213;JAK2;ST8SIA4;NMI;CD69;PSME1;CASP3;CCL7;TRIM26;IL4R;PIM1;IRF9;TAPBP;HLA-B;SECTM1;BST2;PSMA2;PSMB8;PSMB10
prerank,Reactome_2022__Interferon Signaling R-HSA-913531,0.8673240136131227,1.650610907560743,0.0,0.0005072194566213439,0.001,49/107,8.99%,IFI27;ISG20;IFITM1;RSAD2;GBP5;GBP1;SOCS1;GBP4;OASL;IFIT3;ISG15;MX1;IRF1;IFIT2;IRF7;IRF4;STAT1;XAF1;IFIT1;OAS2;OAS3;IFI35;MX2;IFI6;IFIT5;IFITM3;HERC5;EIF2AK2;OAS1;GBP7;SOCS3;UBE2L6;PTPN1;CIITA;TRIM22;HLA-A;GBP2;MT2A;JAK2;HLA-E;TRIM26;IRF9;SMAD7;HLA-B;BST2;PSMB8;IFNG;HLA-G;KPNB1
prerank,MSigDB_Hallmark_2020__TNF-alpha Signaling via NF-kB,0.8336180968529606,1.6182191010625713,0.0,0.001352585217656917,0.004,57/119,7.36%,CXCL10;IL6;IL12B;BIRC3;INHBA;ATF3;CD80;CCL5;NR4A3;TRAF1;EDN1;IL15RA;PDE4B;TAP1;IL23A;IRF1;G0S2;IFIT2;CD83;TNFRSF9;TNFAIP3;CCL20;GCH1;SOD2;OLR1;SPSB1;RELB;RIPK2;LAMB3;CLCF1;NAMPT;IL7R;NFKB1;GADD45A;KYNU;SOCS3;CFLAR;NFKBIA;NFKB2;SDC4;NFIL3;KLF6;BCL2A1;SLC2A6;BCL3;IL1A;LIF;CD69;PTGER4;VEGFA;GADD45B;ID2;NINJ1;RELA;DUSP4;SQSTM1;SAT1
prerank,GO_Biological_Process_2023__Defense Response To Virus (GO:0051607),0.8422067434090575,1.6117758693526152,0.0,0.0020288778264853755,0.008,42/98,7.83%,IFI27;CXCL10;ISG20;IFITM1;RSAD2;IL6;GBP5;PMAIP1;IFI44L;OASL;AIM2;IFIT3;ISG15;MX1;IRF1;IFIT2;IRF7;STAT1;DHX58;IFIT1;DDIT4;OAS2;OAS3;MX2;IFI6;IFIT5;BCL2;CD40;IFITM3;APOBEC3G;EIF2AK2;OAS1;GBP7;MOV10;GBP2;GARIN5A;TRIM26;MICA;RELA;ZDHHC11;NCK1;BST2
prerank,MSigDB_Hallmark_2020__Interferon Alpha Response,0.9010866698809318,1.6099204556139721,0.0,0.0016231022611883003,0.008,40/51,8.07%,IFI27;CXCL10;ISG20;IFITM1;RSAD2;C1S;GBP4;IFI44L;OASL;IFIT3;ISG15;WARS1;MX1;TAP1;IRF1;IFIT2;IRF7;DHX58;EPSTI1;IFI35;RIPK2;LY6E;BATF2;PSMB9;IFITM3;PSME2;EIF2AK2;OAS1;UBE2L6;TDRD7;MOV10;PARP14;GBP2;NMI;PSME1;TRIM26;IL4R;IRF9;BST2;PSMB8
prerank,GO_Biological_Process_2023__Cytokine-Mediated Signaling Pathway (GO:0019221),0.816904648286534,1.6014379713834468,0.0,0.00219795097869249,0.012,40/163,7.50%,CXCL9;CCL19;CXCL10;IL6;IL12B;BIRC3;SOCS1;EBI3;IL2RA;CCL5;CCL1;OASL;AIM2;TRAF1;IL15RA;MX1;CCL8;STAT1;CCL17;CCL20;OAS2;STAT4;CCL22;CXCL13;CLCF1;IL7R;CXCL8;OAS1;EREG;NFKBIA;FOXC1;IL1A;JAK2;CEACAM1;CCL7;RELA;IL4R;LILRA3;IL2RG;JAK3
prerank,GO_Biological_Process_2023__Defense Response To Symbiont (GO:0140546),0.8490559432032897,1.5966761321871483,0.0,0.0021737976712343306,0.013,36/83,6.48%,IFI27;ISG20;IFITM1;RSAD2;IL6;GBP5;PMAIP1;IFI44L;OASL;AIM2;IFIT3;ISG15;MX1;IRF1;IFIT2;IRF7;STAT1;IFIT1;DDIT4;OAS2;OAS3;MX2;IFI6;IFIT5;BCL2;CD40;IFITM3;APOBEC3G;EIF2AK2;OAS1;GBP7;MOV10;GBP2;GARIN5A;MICA;RELA
prerank,GO_Biological_Process_2023__Cellular Response To Cytokine Stimulus (GO:0071345),0.804711837392601,1.5920354401617565,0.0,0.002155682690640711,0.015,44/173,7.50%,CCR7;CCL19;IL6;IL12B;GBP5;GBP1;SOCS1;EBI3;GBP4;CCL5;CCL1;AIM2;CCL8;IRF1;STAT1;CCL17;CCL20;IFIT1;STAT4;CCL22;CD40;CLCF1;IL7R;CXCL8;NFKB1;OAS1;EREG;NFKBIA;FOXC1;GBP2;MT2A;CHI3L1;IL1A;JAK2;GSDME;MT1X;CCL7;GBP3;RELA;IL4R;SBNO2;LILRA3;IL2RG;JAK3
prerank,KEGG_2021_Human__Cytokine-cytokine receptor interaction,0.8001415963255428,1.591147271617807,0.0,0.0020288778264853755,0.015,33/189,2.99%,CXCL9;CCR7;CCL19;CXCL10;IL6;IL12B;EBI3;ACKR4;INHBA;IL2RA;TNFSF4;CCL5;CCL1;IL32;IL15RA;IL23A;CCL8;TNFRSF9;CXCR5;FAS;CCL17;CCL20;CCL22;TNFSF10;TNFSF13B;CXCL13;TNFRSF4;CD40;TNFRSF18;CLCF1;CXCR3;IL7R;CXCL8
prerank,KEGG_2021_Human__Epstein-Barr virus infection,0.8182247746043736,1.591146222080004,0.0,0.0018259900438368378,0.015,43/123,9.90%,CXCL10;HLA-DOB;IL6;ISG15;TAP1;CCNA1;IRF7;TNFAIP3;STAT1;FAS;OAS2;OAS3;RELB;BCL2;CD40;NFKB1;GADD45A;EIF2AK2;OAS1;MDM2;TAP2;NFKBIA;NFKB2;HLA-A;HLA-E;CASP3;GADD45B;RELA;HLA-DOA;IRF9;TAPBP;JAK3;HLA-B;JUN;HLA-G;BCL2L11;IKBKE;AKT3;LYN;TRAF6;STAT3;CDK6;GADD45G
