"probe_id","gene_symbol","entrez_id","chromosome","GSM868465","GSM868466","GSM868467","GSM868468","GSM868469","GSM868470","GSM868471","GSM868472","GSM868473","GSM868474","GSM868475","GSM868476","GSM868477","GSM868478","GSM868479","GSM868480","GSM868481","GSM868482","GSM868483","GSM868484","GSM868485"
"ILMN_1754528","DAZ4",57135,"Y",93.30193905,79.91888905,95.41856714,86.32651952,115.80878,90.66603286,77.50852714,97.25683238,91.07306905,92.15755048,91.97158524,88.9826119,94.43681619,83.86407238,221.4852805,123.6868614,144.5162852,105.398239,106.8473105,98.82314667,100.9082081
"ILMN_2404951","DAZ4",57135,"Y",78.04301667,77.34685762,67.80614714,75.63289476,93.23185143,80.17406048,86.72869476,85.97254952,73.29981143,85.18967476,71.38280571,85.90203,84.06231714,79.44121476,79.35790333,74.80676571,84.0202619,69.60074762,75.29164619,82.51418571,84.34771143
"ILMN_1772163","PRKY",5616,"Y",145.1284748,220.2788871,188.2032452,94.69983,115.0472514,154.80535,213.8073262,203.7096067,68.76670619,79.01543619,66.19454429,155.9096671,252.9454771,214.914759,106.9624371,71.43701238,256.9374286,215.6694662,167.9057495,122.7564576,160.0296386
"ILMN_1813297","LOC646162",646162,"Y",67.65432714,65.88492476,66.84106381,83.08426429,81.74038762,83.90636952,74.30612333,74.00830619,66.17197619,72.49416,90.52388095,72.6755881,89.13334095,84.83536619,93.9910119,68.30764571,71.80926429,82.3645919,92.5080919,76.54075,73.49521429
"ILMN_2211956","TTTY6",NA,"Y",78.8076781,73.17976476,88.66042524,88.77913571,85.57074429,88.2647681,75.32300095,81.28637476,85.9174119,81.81939048,85.82147667,84.74307,100.0869676,108.2389176,110.2948881,82.58838714,95.63810857,79.61860857,82.90714095,87.8509281,109.8775133
"ILMN_2211959","TTTY6",NA,"Y",74.74533381,78.13352095,86.80681667,91.6758019,86.06232381,76.00827476,76.25402905,88.00027619,73.78256143,61.9176,85.4410981,86.35721095,89.86175905,81.7389019,100.3189381,92.77040381,61.83470619,69.20833048,64.83154857,82.98011571,93.0887019
"ILMN_2317524","TBL1Y",90665,"Y",89.50017524,82.9429381,98.21958619,73.79932667,68.3443319,100.3670876,83.7684169,77.56853286,88.72789333,73.60846238,82.87997619,67.49012952,82.01500857,101.368601,74.24207667,79.47208095,97.60573,79.42628286,71.94875,84.39788238,85.31564143
"ILMN_1812328","TBL1Y",90665,"Y",99.49197095,78.41383905,78.18100333,89.95216238,89.97489929,75.61766143,84.82965095,93.80136524,81.82557333,86.89060143,82.36940714,89.96433048,66.79709286,81.48023905,87.36575286,100.7393995,77.69963857,91.82814667,87.99481238,83.92325476,71.05045381
"ILMN_2077896","TTTY15",NA,"Y",117.0204038,84.70251381,90.0668381,83.03489667,64.46797714,103.1982095,72.62284381,108.218019,74.09554095,78.31362048,84.54885524,112.3904643,96.38791476,77.24076476,70.96797905,95.82867381,84.78431857,94.40654524,82.52921524,66.27525381,86.39647048
"ILMN_2090029","CDY2A",9426,"Y",74.15109381,71.41083952,87.90143,85.7166281,101.3346705,75.7029719,76.86595524,68.09430143,89.81591714,93.78903619,84.97660905,82.05146095,77.67476381,67.74621952,89.99067619,81.65897762,73.19610905,83.18595333,71.0288181,72.82209143,69.08155952
"ILMN_2204360","TTTY1",NA,"Y",75.52288905,73.82195048,78.66914762,76.73595048,74.26644571,89.2264919,56.71350333,75.55211143,67.57632333,61.01717381,69.80607667,74.23434857,74.96335667,73.61271619,75.48265667,65.40883905,90.57158524,93.63651095,67.62336,110.4135486,65.46229381
"ILMN_1776195","TMSB4Y",9087,"Y",176.9201214,197.9784195,85.23744143,160.8013038,258.9006686,118.92234,130.3326962,78.80828238,70.42195381,87.42892381,64.04018952,129.1345319,116.1527448,107.5913548,136.8321833,276.4094648,193.0664833,122.4770157,150.7104662,278.4598919,93.42591381
"ILMN_1750879","LOC653293",653293,"Y",80.60310714,83.61162429,77.17818476,94.87168476,99.49197095,88.52663476,82.84512286,90.0583019,83.4194781,77.54843381,73.70499667,79.07952405,84.01558381,84.10501476,90.33687143,77.25942905,101.51553,101.3401581,83.4923319,75.40925762,93.28703762
"ILMN_1662052","LOC643222",643222,"Y",104.527599,109.9665229,92.75448714,78.3646381,90.00659381,90.58215429,98.28070429,104.7739229,83.11533381,109.2960033,78.97205619,79.41421524,94.56077524,71.83599476,91.19161905,111.2299695,117.2715986,88.56214381,91.9703819,109.701801,87.16511333
"ILMN_1716960","RBMY1B",378948,"Y",79.28438905,78.91415619,69.41063762,76.27162952,68.9847119,79.20058476,65.04573238,81.46325333,82.47195286,70.80481857,67.21984762,70.13816048,72.49416,76.39508238,73.57829905,82.93342333,65.69367571,77.32274619,77.90494857,88.99938143,83.72449524
"ILMN_1690753","RBMY1A1",5940,"Y",71.66716286,70.71399,77.72736857,68.22241429,64.75514667,63.03205143,80.74652381,79.23080667,81.75570238,75.98772048,74.44835048,62.91521667,81.97590571,72.7047919,69.20361667,88.93811476,75.85156667,76.42522,70.75727095,76.65823667,73.5123
"ILMN_1651456","UTY",7404,"Y",76.79816524,81.15859429,73.80289429,72.84772762,96.37651143,81.87222286,79.52035667,67.52007762,65.03491524,84.37514143,83.96228048,77.55688143,68.77478524,92.8945919,74.30368619,79.13678476,78.01380762,74.27852524,69.2279281,76.98456524,89.03655619
"ILMN_1779475","DAZ2",57055,"Y",67.97363262,77.24489857,76.98064238,91.63055286,77.18960619,64.09784905,71.8180719,79.8089081,86.65096048,88.05547143,73.36350619,70.2362219,83.46417429,81.89842381,85.96280143,86.11017381,78.8704,62.57281095,83.89022619,115.005711,69.86145762
"ILMN_1727258","AMELY",266,"Y",97.52287095,78.64268238,98.20153429,90.0343419,148.3175414,85.19983238,87.39892286,79.76562524,77.37961857,95.97934238,78.03689095,84.10745857,113.2459229,102.7035081,107.932609,98.92656905,89.01132095,91.56769286,87.56426762,100.3722881,90.55066952
"ILMN_1739587","UTY",7404,"Y",96.46419762,105.3135433,152.0696724,66.73122333,109.1910519,140.2238543,118.9824181,104.0625952,67.16103476,84.30773952,75.67299143,124.8952205,140.3313419,112.7747448,80.85112952,160.707971,152.3084457,102.8009205,132.4597376,132.9529152,129.184791
"ILMN_2056795","USP9Y",8287,"Y",149.9639552,156.6001305,139.1210243,110.8463043,94.26427905,156.7018195,113.5573057,153.9603243,79.76148667,87.35284667,90.96774857,214.5250795,120.9270043,117.7438414,82.86967238,188.3571429,98.79215619,146.4761929,175.3587414,117.3595333,139.2479471
"ILMN_2048223","TTTY2",NA,"Y",64.9618819,76.40474,85.7605381,78.36947143,73.34656762,67.80307143,65.6481681,68.53505,78.42092048,75.99418286,94.24045381,61.60993762,80.67647524,70.82195238,69.96324524,76.66127571,110.5374657,87.51041048,63.9312,91.23205095,75.52562333
"ILMN_2048228","TTTY2",NA,"Y",90.10034762,85.75313333,77.85224571,96.9548219,95.98443667,79.37255571,81.7984181,76.05000905,84.43324429,78.52286429,89.6765919,90.34223143,91.57928619,81.28869571,80.63501952,81.33121,79.99574238,75.51098381,93.86004667,89.96850714,79.88762381
"ILMN_1735758","LOC643062",643062,"Y",97.08131952,60.76711619,74.09554095,82.12791571,72.49694714,82.6543019,86.56984095,63.18374524,75.80964619,60.65321476,101.347391,78.10268143,95.95455667,73.86203976,74.95460238,89.20104857,77.59866762,72.98732857,73.17024143,79.55776381,75.79257
"ILMN_1661523","TTTY18",NA,"Y",77.3916881,82.64218048,81.5252881,77.51636333,95.92713905,75.22914905,96.31618857,90.51374143,82.1839881,73.16006762,90.78354381,85.76255952,88.1959319,83.7771919,78.13744619,120.6833533,85.50542143,86.78243238,70.51595333,76.80858095,85.58000857
"ILMN_2089365","TTTY18",NA,"Y",70.51273286,81.52191,80.15513619,72.18691667,86.26462762,95.00575143,73.69272667,85.31297143,96.73206476,97.47514571,67.50015667,69.85802619,75.62807333,81.29360952,80.8248619,81.02934238,71.78359143,95.15225952,97.92402286,72.61330048,57.72837476
"ILMN_1662151","CDY1B",253175,"Y",90.63918714,95.68579143,89.15529286,55.02471619,82.72103667,92.09931286,80.34311762,88.46071143,76.7490281,76.00516,93.78348619,75.43271571,82.11625905,102.2100962,83.26204238,104.8499581,101.6290605,90.56399429,71.43384857,83.98340333,53.11421048
"ILMN_2288285","CDY1B",253175,"Y",89.41885048,77.87579762,74.05413571,85.99291143,96.35837667,78.67864571,75.30742286,75.71114286,74.50907714,88.68515857,58.31121238,75.51098381,72.20005238,82.76070476,85.18295857,90.51897714,90.56824381,66.27957714,71.91355238,85.17580429,71.72473286
"ILMN_2288290","CDY1B",253175,"Y",73.06569333,85.63246381,68.12365,81.68202048,85.37761,63.85784286,70.85509714,89.62025524,72.39199762,83.5219581,72.06337238,73.67002143,63.29728714,67.81868238,94.10859857,71.11637667,66.18364762,62.49631571,87.05106238,98.32974286,85.72205429
"ILMN_1693537","CDY1B",253175,"Y",84.27157762,80.37326667,78.92225619,80.43730952,83.27167095,72.85054952,71.22581762,76.20890714,69.87748095,68.92621381,78.81531714,78.85964667,79.57463905,74.81942571,101.9185771,77.15429,74.78326333,86.50143857,77.05981429,80.04655905,90.3692219
"ILMN_1678260","BCORL2",286554,"Y",102.736491,74.01599619,72.95154857,78.39654667,116.3786338,67.62608333,73.2512019,75.42951381,72.51597667,80.52121476,81.83713524,75.7509419,84.92528571,82.09903333,90.53900952,71.34484571,77.92594,58.78037857,93.94695905,69.31788286,67.72021429
"ILMN_1726723","LOC642953",642953,"Y",87.53638571,87.18351857,81.04377619,81.73753619,84.31702381,95.92545476,84.05502048,83.57592905,101.6688257,64.13873476,92.29889476,81.8339819,79.48866429,68.48172619,82.23944286,80.94954381,84.01675,90.33926667,85.53025619,75.4801081,89.28564
"ILMN_1686036","LOC646439",646439,"Y",81.81744238,91.74068286,90.45561286,87.0801881,72.31868381,72.97658952,80.9961281,80.37326667,74.40176,98.3402219,80.55522381,89.43633905,74.72201286,75.43271571,79.90177405,88.0732969,92.50487333,73.84177905,82.14485762,85.31297143,86.91643571
"ILMN_2202368","RBMY2EP",NA,"Y",74.31759381,67.31566524,73.53835143,70.08414667,74.1795381,75.81824048,78.69196857,83.9044919,66.70503762,76.06004524,91.23839048,76.69319619,69.96620476,74.31066429,71.87576286,81.78889381,71.72671857,69.56044,100.6952986,77.81907143,68.36074429
"ILMN_2202370","RBMY2EP",NA,"Y",74.77036476,83.14491429,74.26536714,81.04112048,148.3597367,89.72122286,89.87225905,79.00876476,69.50591857,64.17096619,84.69787524,84.79854619,73.19610905,97.76809048,71.41914286,88.15688714,88.3360719,83.33950571,91.44393429,74.8035919,93.76311476
"ILMN_2117845","CSPG4LYP2",NA,"Y",77.34161857,66.06631905,70.72396667,89.7543781,83.92953571,69.12521714,66.8506281,72.05079714,76.15012238,76.47138619,94.70570333,67.12805381,73.55555952,83.18595333,82.31212095,78.8295481,75.24840381,73.24649905,77.51342619,75.13434429,81.56991429
"ILMN_1653471","CDY1",9085,"Y",82.05920762,74.23828905,80.95311595,94.12426333,140.4672138,73.41086905,84.62904952,81.42842857,69.26897333,83.95513286,90.24858238,95.54642357,82.85850667,80.37004143,99.22306952,93.31407762,81.65276,81.05244619,61.92231238,70.10452286,87.60177524
"ILMN_1689843","TTTY4C",NA,"Y",91.74274714,73.83319333,84.03810619,77.44639238,91.24942714,78.93350952,90.03960905,79.88601333,76.7832119,94.44549,74.33055571,92.40040048,82.45482524,85.3139019,79.31192524,82.61036381,90.83820667,88.61304714,84.65075524,73.05588762,79.58418048
"ILMN_2145781","RBMY2FP",NA,"Y",76.11455048,86.62426238,68.36074429,115.1099452,90.6920981,78.89884143,94.74412143,69.15425952,110.3624133,81.68397095,70.81819429,81.6909081,72.76324905,80.19162381,82.31489095,85.02108905,83.48457167,89.64016095,94.15411952,78.34352857,80.17751762
"ILMN_1767590","LOC653178",653178,"Y",88.97536286,79.28167714,91.05570286,88.81205048,133.451691,94.80603714,100.4583381,93.55549286,90.5148119,108.774499,91.39873857,101.4360829,83.66911667,88.90579048,77.93792714,138.6037843,71.91488524,86.86662381,74.34756452,84.49164048,91.48100762
"ILMN_1731521","LOC653178",653178,"Y",91.75686095,85.57917095,77.24489857,84.3194681,76.93632905,72.42816952,79.8074581,73.78498286,80.74388333,73.15050667,77.44449524,69.54360095,82.75749667,68.39557143,87.60993714,115.1790062,70.65403571,77.39276095,81.40601619,72.50101571,81.27095333
"ILMN_2066116","TTTY4",NA,"Y",69.36071476,69.85945286,62.45205286,62.33308524,77.2685619,106.1400724,87.34989333,74.77995095,86.63717429,72.68449762,75.18424952,85.85397238,86.72968952,84.10587524,73.26284952,69.28906095,71.23801667,66.74564857,79.74133286,78.59060238,85.31132095
"ILMN_1796686","LOC643409",643409,"Y",85.99374381,72.25557524,62.01554095,118.3916157,92.26096476,75.1954481,84.35104667,95.44771238,76.02337238,75.18059571,71.09518429,88.51012905,74.29743667,83.98703952,87.52227714,128.4472976,89.13166476,71.63591,104.6473624,79.15136,91.00919667
"ILMN_2197750","LOC728137",728137,"Y",77.38373333,120.7333162,67.19190524,87.70971143,103.0684533,84.99809714,80.29993429,78.02917524,99.35538619,93.85143,75.95518524,70.13404143,76.50477286,84.12040381,61.36691905,70.18094667,69.66551095,79.78158524,79.58206476,136.3567924,140.6420481
"ILMN_2099858","TTTY19",NA,"Y",93.29322286,88.51012905,90.96848905,125.8185967,89.82712381,79.15647667,93.09989619,93.53173952,68.39316238,87.97116762,93.85858952,91.11814048,99.4819881,87.78364952,87.64616571,81.0038681,90.85916905,78.37243667,92.34481857,97.96792667,86.48575571
"ILMN_2099855","TTTY19",NA,"Y",72.33659524,76.39936238,83.37173476,90.66990619,89.79372048,86.78108524,83.79561905,91.51963381,78.13878381,80.78670905,84.12974048,83.64648,82.5536981,90.3549219,118.3157762,86.83505952,80.73157714,85.20683048,72.21381905,81.90777333,80.35245333
"ILMN_1658315","LOC728395",728395,"Y",71.91047238,79.93438762,84.96575286,91.09736619,104.0649581,81.59298,83.21580952,92.27313714,86.73397381,85.18903333,83.26545667,90.28053952,120.9879881,90.24858238,80.68353143,71.51030857,94.69014952,73.88736667,86.2415581,78.01888238,95.95455667
"ILMN_1702450","LOC646283",646283,"Y",90.6511319,67.34107619,74.36905429,75.10264524,91.28303667,80.10990762,78.1351581,89.16822095,80.10539381,92.01653048,103.008231,83.56857333,88.44152143,76.47944333,83.69629619,91.80427381,86.19075429,75.89643381,86.52105143,79.46672524,77.4813081
"ILMN_1697937","XKRY",9082,"Y",74.61030952,76.38704667,82.19047857,76.30314857,81.38083048,98.15417714,70.18648,75.31801238,74.50300619,60.8889219,86.0704381,94.18520619,76.51935238,80.54832048,92.32448524,80.59787476,75.46697,82.25468857,87.74942381,74.27244381,74.68522476
"ILMN_1685690","JARID1D",8284,"Y",689.4407714,761.1642,495.7032619,468.740419,788.645319,435.191219,453.2121095,450.3807667,77.45777429,92.25241238,74.03542381,621.2036524,631.9885286,481.1223762,655.5281476,699.4862524,705.690881,611.5282476,575.6256857,603.5609143,515.0962048
"ILMN_1768489","TTTY20",NA,"Y",79.84791429,77.12693476,87.8217419,73.29011524,153.5263948,63.2095919,74.18520048,80.7665481,71.66801952,71.7291981,78.4724219,80.58803048,68.62851048,65.94534476,79.30001714,82.52996667,70.05858095,84.42558857,68.96164095,80.74261143,72.81866619
"ILMN_1666140","PRY2",442862,"Y",97.3798,87.93725,89.98729619,126.559939,90.15633476,79.66525714,107.27334,76.25510524,88.75555429,84.12974048,91.7741419,84.26896667,86.25405238,98.17469571,94.81354571,104.6908252,91.27985905,131.2597014,85.56810429,90.8016181,100.9764871
"ILMN_1721423","LOC646223",646223,"Y",74.33663667,80.29641905,82.77910667,69.51599714,93.25863286,82.78700571,84.67555381,72.79862333,86.98674619,83.63333905,86.41427857,86.60108571,85.90020286,81.73576,85.96747095,92.35496048,83.30630143,96.77095143,86.54582381,71.77951905,96.87444667
"ILMN_1655210","BPY2",9083,"Y",74.04385952,66.40342095,73.66909619,70.63042905,69.29986286,63.8392881,73.61528476,75.7509419,68.14428619,70.29660619,84.60219048,99.94046857,91.04138143,69.63304619,77.08448238,83.52771333,67.27891571,76.26339333,75.32100667,65.58684381,68.02990762
"ILMN_1798112","BPY2",9083,"Y",67.94182762,78.57904238,85.89321095,89.56603714,85.14987476,78.78163048,80.84313714,74.91274381,71.55478333,79.94550524,73.43507095,87.95392476,88.99309,72.55848571,107.4337543,83.48566048,86.53144143,76.06558476,81.44207238,75.49749238,76.2928519
"ILMN_2228976","EIF1AY",9086,"Y",271.723271,349.8321714,305.2075119,190.5783614,269.5232929,262.3721919,266.5317167,293.7700938,78.01062667,63.78539,61.65523238,220.7427024,291.8075057,302.3592857,244.3945181,195.6898057,321.3778181,170.5684529,158.6588081,255.507581,256.5389024
"ILMN_1726011","LOC392583",392583,"Y",72.58684286,69.37911286,63.47524905,97.60733476,129.5504981,83.34988905,83.28351524,89.73688381,71.04682,72.71202143,89.17626095,90.10431286,85.2545081,87.54517095,91.62600381,94.49050429,63.79127143,86.3804681,77.42485524,78.9908419,77.99191048
"ILMN_2205022","RBMY1F",159163,"Y",79.09336071,65.57259238,78.71850952,93.58931286,104.8261471,77.44029048,109.3311267,95.79258,92.46406333,91.54518143,94.13244571,84.79188,67.04166429,73.992,88.34730381,90.60349667,81.49875048,69.538,87.7262619,70.95918095,85.0671919
"ILMN_1783142","RPS4Y1",6192,"Y",3531.037924,2815.979714,2957.937,3304.448314,7128.587286,4442.029762,4238.323005,3170.43179,86.57786667,109.6094243,119.0890519,3835.081729,3260.697624,2520.248933,3464.45,4480.318524,5035.488286,5168.614429,5483.175619,7775.579524,2174.4135
"ILMN_1774751","LOC653293",653293,"Y",78.75090762,90.94867667,89.58681905,89.99067619,96.45820476,84.58561143,82.6585481,91.9769119,84.32849,106.8090567,73.90744905,91.19505095,90.60146476,96.46016524,111.972631,96.45044238,92.32343381,80.48121238,74.79889619,68.82259381,80.50816714
"ILMN_1736175","LOC100101120",NA,"Y",72.64032524,81.72149857,87.49502048,95.65512286,77.48337381,85.20683048,84.70671857,80.1071181,65.95576476,90.78354381,88.35246429,94.99495857,90.57158524,86.99214143,105.5994514,93.75711143,88.25845286,86.70897857,79.61153619,89.29522619,89.59990857
"ILMN_2164482","TTTY5",NA,"Y",71.18440143,77.08187714,86.34814333,92.31551381,120.2224552,96.76116381,93.73287952,86.64875905,93.48661286,70.98469619,80.4217119,65.77200238,89.50434571,100.2114786,95.47066762,151.2479438,80.9481681,85.84803762,89.48785762,87.39508667,85.51130571
"ILMN_2164478","TTTY5",NA,"Y",79.91101619,88.70390286,80.10600524,95.47716762,87.04322476,92.81330857,85.46330476,79.67553667,95.53865048,119.8354786,107.1377838,66.3889619,83.4983981,98.03212667,92.63375952,88.49303714,82.94820714,85.21842857,84.6165581,90.12051905,78.39322333
"ILMN_1688861","PCDH11Y",83259,"Y",90.752,61.6973681,68.96796762,72.32419952,75.18970857,59.27007048,68.82429619,64.88048524,77.84718429,80.81300857,80.61958381,69.7930481,78.46947381,59.48547476,70.79351571,84.67555381,68.98848762,85.91659762,68.69044095,63.62730762,72.79862333
"ILMN_2217056","BPY2B",442867,"Y",95.67621857,91.04452952,94.46667333,110.6158114,105.0909562,96.58229857,108.1956729,96.92263381,92.44945,88.20348143,91.98315429,92.92233333,86.87731667,98.04986667,88.88150286,86.74813667,190.6094029,77.24580905,91.44782905,81.57387714,87.62577048
"ILMN_1703091","LOC653050",653050,"Y",99.6642481,124.1453157,100.2436443,92.22559048,80.99153333,113.3451005,106.0393719,136.2459329,115.9967252,100.2326457,100.6349581,116.4560771,124.9786257,123.8809076,121.2559348,91.72319714,141.0121852,100.6002814,123.5937614,121.8014486,115.0893781
"ILMN_1763209","LOC653050",653050,"Y",90.75972619,71.1758119,66.65317714,73.64118333,79.2874819,75.51523095,85.67001048,77.8130419,76.97862524,85.80906667,82.75648619,92.75875238,87.50967095,84.54358762,97.27336762,118.4059376,85.61438857,93.6279,86.96479952,87.97202476,85.98998524
"ILMN_1667100","LOC646128",646128,"Y",81.38083048,82.76182667,95.60783905,94.65784381,102.343591,82.07719238,84.30150476,88.82274857,89.86475429,90.10669714,80.37980381,75.09948714,81.74943762,83.64963952,82.20660048,92.26151048,120.9785686,87.05310952,83.84864286,82.30334667,94.02545714
"ILMN_1673390","TTTY6B",NA,"Y",95.22927762,90.87131476,77.11891857,84.7623219,78.5542681,81.94339238,82.96821429,85.05924667,87.67485524,74.64721333,72.47249476,78.68692143,74.59483762,86.97461143,90.76069381,77.59359667,71.49287762,79.55689905,90.98579952,82.8737081,92.49824857
"ILMN_2177389","TTTY6B",NA,"Y",74.37637095,72.13392571,79.32219952,76.88951667,76.39127762,71.78359143,86.09587762,69.64127857,78.62485238,76.49700619,75.70652762,75.09196476,74.43455,66.21124714,67.98003476,86.54501619,75.7188481,77.62821667,74.96420333,64.42190905,78.88225905
"ILMN_1764573","XIST",NA,"X",90.8175519,94.09507238,101.185661,72.72949524,75.99367,101.674341,96.42108333,90.0815881,1473.909071,1839.125462,1004.3328,105.3534529,89.20727095,95.71585333,95.54887381,91.35427571,133.1047605,106.4218024,88.68570952,86.4009819,102.1482452
"ILMN_1762573","LOC401630",NA,"Y",79.29427,81.89266381,70.55635905,72.77543952,83.90796238,89.18807095,78.15456143,79.57396952,87.65977714,76.07422905,83.74649238,83.03489667,102.8747814,84.7205819,77.41017048,86.7082181,90.81075762,68.71657,61.71291,77.40169905,62.45205286
"ILMN_1658123","DAZ2",57055,"Y",101.4192148,80.58389381,90.68273667,104.1471776,79.96288905,75.74017333,83.31981619,68.71657,78.50763143,78.9161981,92.08115571,79.70607667,72.28878,80.18139262,85.92757095,77.19462095,67.36591905,97.63617095,82.11521,110.5767533,92.69400095
