"probe_id","gene_symbol","entrez_id","chromosome","GSM868465","GSM868466","GSM868467","GSM868468","GSM868469","GSM868470","GSM868471","GSM868472","GSM868473","GSM868474","GSM868475","GSM868476","GSM868477","GSM868478","GSM868479","GSM868480","GSM868481","GSM868482","GSM868483","GSM868484","GSM868485"
"ILMN_1676960","RBMY1J",378951,"Y",63.18374524,82.8613881,73.35943524,91.26289429,80.44831381,74.18795571,75.35733238,96.19477476,82.14383429,75.70372476,81.31559143,82.02330952,76.56885286,73.91613476,81.59553048,73.18760571,68.37729095,71.58447333,67.77631762,78.64801333,72.30116429
"ILMN_2194108","RBMY1J",378951,"Y",74.49540238,83.70426143,80.74726857,81.50430571,88.13890429,67.92731429,79.09153381,63.17191238,75.60304667,72.37473048,95.49641571,66.59622095,70.99448143,74.25844381,80.41057143,73.39255714,86.16291095,61.60993762,64.28054619,95.24915524,81.32407714
"ILMN_1674678","RBMY1J",378951,"Y",84.37774952,76.52225048,77.15346238,85.63497476,94.61276286,85.6210119,99.03453714,107.3618881,86.69949571,76.86490143,78.01542524,91.29087857,102.143039,77.00183095,88.67204333,93.86894619,92.55089333,76.5325,81.76315476,80.52449,86.80640571
"ILMN_2194115","RBMY1J",378951,"Y",70.68320476,88.61019476,89.90667143,84.32513905,54.8210281,62.0915419,83.43237095,81.9591619,75.88068381,62.17191429,110.9577552,69.10982095,71.9174619,68.04824333,70.79535143,88.89433476,85.71742905,75.48197048,84.3298,136.4704614,73.72674333
"ILMN_1738703","RBMY1J",378951,"Y",65.1492719,64.6825781,73.0591881,82.93948048,93.12762,83.85029333,75.91425476,79.59184381,74.51308524,67.49276143,82.3769,73.64747952,72.46071143,99.6183219,77.82463429,68.43994905,59.70258905,71.19655714,83.92862238,70.85355619,88.35437714
"ILMN_1666417","RBMY1E",378950,"Y",86.75062833,88.30319286,83.51882286,80.8449,84.92026762,86.75459571,75.58464952,91.08217714,86.57204952,82.48427143,89.6434619,86.06887619,83.33740762,76.73595048,84.67391143,94.30463667,79.60289429,85.84223381,69.78561667,85.11298429,89.1099019
"ILMN_1806313","RBMY1E",378950,"Y",80.45231333,85.86078643,81.38214286,79.32022429,69.18623048,89.1208719,70.59873619,73.60031619,79.53615619,73.30063571,67.22175429,102.068761,72.32870857,80.95886333,83.3351719,95.73243714,70.14317429,74.92882952,81.41714429,78.11068619,100.0534857
"ILMN_1683872","VCY",9084,"Y",78.74481,84.58807619,75.6418781,88.92350857,71.42376238,64.58241857,77.14972286,65.59467667,68.03806619,79.90144429,69.47255524,69.91142048,72.61057762,62.63165571,89.82842238,75.52689429,69.7944981,74.72363381,72.50101571,73.06153095,67.39959762
"ILMN_2170157","VCY",9084,"Y",77.28313333,75.38038095,93.74386238,94.88650048,84.27776333,96.07473143,81.94619095,76.07231476,69.10982095,83.83882476,112.8589614,99.76588,83.05329286,126.6260819,84.35461714,80.26064619,84.41998,95.87043524,65.90036714,81.69172095,72.32870857
"ILMN_1720947","VCY1B",353513,"Y",78.13579952,75.46406333,60.14303524,72.86050619,79.88601333,81.11531,81.03918905,80.12375952,69.62032524,84.43854762,80.07897905,77.66437333,88.58416143,71.62788857,65.28029381,70.07189,74.86623286,63.78180048,71.36775476,71.98919905,76.19808286
"ILMN_1699714","LOC439957",439957,"Y",83.73609714,88.39485238,82.10729238,91.79771524,87.88263286,86.90319143,91.01158571,65.59108619,83.68685857,88.89015238,75.28063048,91.16221333,80.81009524,81.47840857,89.40642095,95.14708524,87.14721238,77.30034714,93.96185429,97.97948048,84.21698857
"ILMN_1689792","LOC646445",646445,"Y",90.06030048,69.49413286,82.41375952,82.42980048,64.4544781,82.33486286,80.95973857,78.37151762,83.08104952,94.08087048,80.7271281,78.20508905,73.42354667,71.78231857,80.35181048,144.2529124,74.50067952,84.47769619,87.30568333,66.87453857,84.20494476
"ILMN_1790515","LOC653272",653272,"Y",89.73157619,86.81617667,80.08134762,73.98746762,94.36115381,59.24669667,82.80057762,70.08988238,83.75998,75.28233238,76.94519524,76.08784762,79.79655857,79.09909429,80.19065476,79.71499238,74.65034143,81.45825333,73.25527952,79.25747048,74.9587
"ILMN_1810319","TTTY7",NA,"Y",85.70428714,86.83336714,96.75903905,93.40021381,76.98361333,90.67654048,78.40437905,100.8152448,81.74787286,96.35722571,84.23923762,77.18054333,87.77599,95.79258,103.6992586,97.48712524,93.4892219,89.60846048,86.64875905,105.7032848,84.45946619
"ILMN_1683214","HSFY1",NA,"Y",82.93597095,73.25434905,83.1536319,82.25468857,92.08467333,90.87015571,73.59969571,84.10028619,66.79467286,95.59363619,74.52129429,89.10714619,75.71114286,116.3786338,77.60442429,104.385569,84.70251381,88.98350571,75.48081143,89.96950238,97.3239881
"ILMN_1669640","TTTY3",NA,"Y",84.46562095,83.87182095,91.21295333,83.87182095,95.78028,78.74360571,92.52777619,76.31405381,78.66369714,106.1049205,88.05899333,92.7116519,84.99968857,75.94577238,78.59573143,91.57402143,95.01711143,76.32681524,92.3068881,66.5088519,77.81201714
"ILMN_2224454","TTTY7",NA,"Y",60.9784281,76.67803,71.90321476,98.42915524,122.4053752,69.44143571,83.4923319,75.32729095,74.26536714,79.54687905,78.73949286,78.43798976,78.17564,70.18206714,107.7747005,78.12623667,78.20508905,70.26509238,81.91715,78.01062667,70.26387667
"ILMN_1804958","ZFY",7544,"Y",125.1652233,134.4065776,112.95227,84.14477333,198.800309,127.663801,121.9526829,171.1634471,85.5697619,66.30265048,80.31756333,98.57553571,125.7657038,143.598579,91.60300952,101.3854362,113.8487824,137.9279986,107.8072129,89.13905476,89.99887905
"ILMN_2090059","ZFY",7544,"Y",244.33706,270.5261019,334.6007738,152.0841952,204.2584,252.3878333,218.8643186,278.1537586,61.67192,79.27399286,75.57190667,247.298539,259.6243686,289.5860224,236.6983714,210.8227348,316.4836371,212.1889267,157.3945038,110.990669,380.4754
"ILMN_1808485","LOC642974",642974,"Y",76.05484048,85.44480238,88.05631333,97.0090019,70.73657667,80.21768143,81.15859429,82.89987952,77.3183781,74.04220143,90.22626524,91.74962333,81.41312905,73.04085,80.3593519,92.41554857,78.41898381,69.02085667,81.37856952,88.28765476,78.3602981
"ILMN_1805051","LOC442480",442480,"Y",91.42229786,79.21432429,88.50802095,77.31633429,80.34311762,86.70601095,78.14523286,55.32538095,77.11450429,70.21198143,76.32478143,74.7303981,79.19822238,80.52840333,102.5093338,80.43543619,79.05232429,76.45447762,75.82275429,75.11310333,79.28198214
"ILMN_2174275","RBMY1A3P",NA,"Y",73.97630143,94.70570333,82.67986524,85.11198286,103.3691138,90.8732919,77.63269714,82.31801619,81.7855719,87.15882762,94.98943476,85.39659333,86.02517286,69.68619333,76.63870571,89.88121143,86.75228429,80.17337429,81.29950667,77.73746286,82.21973571
"ILMN_2174266","RBMY1A3P",NA,"Y",67.55364619,86.42600333,69.05518333,81.98650333,60.06690762,86.34438476,82.60523714,85.48807667,52.91408476,85.34233381,74.27244381,69.79117476,78.3026019,66.59343952,71.6631219,84.3007081,70.03453952,86.50028381,87.37720286,83.59020857,79.22269571
"ILMN_2156971","PRY",9081,"Y",98.76316333,109.4236681,84.64494857,83.45264429,79.2186519,71.65490905,81.39726167,82.09000762,90.35162857,87.83862524,74.53847857,89.92741762,82.36940714,94.61276286,72.89027762,75.38851476,86.03882571,102.5453024,98.39665286,84.42558857,83.43992905
"ILMN_1661128","LOC646154",646154,"Y",80.14972619,93.9175219,92.0466819,79.13286429,89.8779581,107.2865371,87.43439238,100.6736638,88.26368238,89.33308333,81.03464952,83.24449667,110.3592767,110.7144938,86.38269048,103.7765133,87.97732429,141.3262643,142.0903962,88.49834857,94.64271429
"ILMN_2052438","CYORF14",NA,"Y",88.20655762,107.6646921,115.16405,94.59978857,83.31409286,128.1176214,113.6590448,116.5718167,79.77350762,83.14052048,74.87726571,130.4024476,135.9033314,111.2299695,90.00568952,136.7296305,110.3624133,114.3332414,116.481691,98.18170143,91.32579143
"ILMN_2052433","CYORF14",NA,"Y",101.5289114,118.0287676,112.0187848,88.15415262,76.09483524,134.3166171,118.6620029,109.105331,93.70070476,107.3618881,90.5926319,107.2148795,128.8878333,86.09227381,86.33540333,140.0757424,165.203489,153.9242462,142.7364257,165.8016886,167.6269067
"ILMN_1780365","LOC653280",653280,"Y",75.22643714,90.14140952,79.25477762,106.1539095,154.0103186,71.26265524,71.4532381,93.14105286,78.81832619,82.5536981,72.79348667,74.366055,94.04928571,76.81618381,71.00633762,120.38161,70.11545286,87.12867381,82.21067238,79.41641381,99.56795048
"ILMN_1693860","TSPY2",64591,"Y",79.89065143,98.29212857,103.1954443,96.32587619,86.29615238,84.40116905,98.88005381,76.91476429,89.65664381,119.2360243,107.7362005,89.81863714,79.00295667,88.03941952,90.75543238,79.72339476,124.7952329,90.2303281,84.50173238,89.26433238,72.23431333
"ILMN_2098499","TTTY12",NA,"Y",58.94603238,85.88823238,68.45087238,61.67192,70.98045333,83.46231571,65.29621571,62.78647762,83.66851762,64.58241857,66.35179952,88.16890286,61.25661476,100.582091,64.82441095,74.61807095,75.5458119,79.34324857,90.56824381,129.528099,85.59152381
"ILMN_1727398","LOC643055",643055,"Y",73.09051667,81.34551714,62.61389952,80.7129619,93.22842762,72.15676952,77.11770333,72.55225381,68.13746714,94.30463667,85.25764048,71.67382619,78.04777095,77.22369952,72.15462476,74.96207143,72.73197857,81.97200905,65.78276476,82.35134952,67.72875238
"ILMN_1670821","CYORF15A",246126,"Y",672.1014143,694.7529667,318.5006267,434.5396143,618.2538429,413.788319,403.3112,382.1422095,85.64351476,89.58291952,82.75749667,570.1137095,529.5919,418.3486952,382.4475667,428.6623286,394.0533333,309.9331329,379.8606143,561.370219,344.2581905
"ILMN_2094332","CYORF15B",84663,"Y",152.74843,127.0313505,163.9566286,106.5523762,169.3852971,140.1769771,158.4074143,157.3144195,129.2137805,106.3321462,112.9943748,170.7866743,167.8867157,175.0577181,213.077679,122.2453781,260.536021,135.2552243,174.1239167,182.9987471,216.8068471
"ILMN_2068522","CYORF16",NA,"Y",83.91116286,73.55049,74.43362333,94.19267286,104.3230914,72.86170238,84.99809714,83.40116048,96.16754619,108.9075195,83.9044919,83.63894476,84.33136048,67.76670762,113.6922571,78.2629181,85.06239524,77.02984476,85.92372429,76.21978952,88.78557571
"ILMN_2254722","PCDH11Y",83259,"Y",70.30159667,73.81003952,73.2987019,72.0951119,61.3798881,70.65893095,81.84768,67.5944181,83.4257519,88.55553,78.5066,65.11906333,73.98249095,87.67404381,75.45820762,74.71538714,88.96712786,74.01599619,60.19414714,101.4476824,70.05858095
"ILMN_2336306","PCDH11Y",83259,"Y",67.32977238,67.81234333,65.07127286,68.2354819,91.17635048,76.66410333,75.71819762,68.52026333,70.77463286,65.26522238,69.40151857,70.71168048,79.52655952,79.18269143,82.99926571,80.23651286,95.90181524,85.05460333,105.2945524,95.70898476,116.8129586
"ILMN_2224231","TTTY21",NA,"Y",87.87491619,77.85857476,93.96395524,87.31347905,94.58297333,81.55113619,72.46322905,69.92144905,66.74257,69.19500476,71.55131905,60.04184905,63.2095919,81.58671,79.29508381,89.43633905,79.40805333,71.82780714,72.42816952,83.70016048,71.10163333
"ILMN_2224230","TTTY21",NA,"Y",91.38156571,67.68913952,75.69112714,88.78776762,88.69914619,89.23764095,89.09589286,83.7176481,90.5594719,89.15615952,76.31588143,76.84181333,76.33156952,88.47486476,92.66234524,88.67416714,73.53093524,80.45860667,112.5257462,80.60908952,76.03252238
"ILMN_1774802","LOC646481",646481,"Y",93.30436381,92.73138905,77.36368476,93.46054476,72.31135857,92.63375952,96.32806476,103.6431643,100.1497543,139.1600919,96.61809619,85.55470524,83.17496143,94.48428238,80.69213619,89.57861381,97.96792667,97.84529286,102.6107733,150.6993895,113.1934486
"ILMN_1756506","CYORF15B",84663,"Y",250.7810276,278.0650619,224.6849348,194.7885238,290.7631767,179.2145162,154.0103186,194.9681733,69.79860333,81.28338048,78.58347381,209.933579,210.9184676,200.5848295,162.3437014,266.4581624,149.6912829,160.9246524,170.7697457,97.86035381,139.3920133
"ILMN_2097052","CDY2B",203611,"Y",79.30001714,89.89182571,87.49900905,68.81778571,73.86251905,94.12938667,80.07810286,101.3907876,86.6375381,92.03675857,90.07445095,81.21461571,92.32343381,69.15092429,74.11431667,80.48686762,72.96817905,109.1858552,79.64971143,79.91392667,73.66770714
"ILMN_2186846","TSPY1",7258,"Y",62.5245681,65.36424048,69.28562619,82.45627429,94.71131667,68.37983762,69.44143571,60.71081238,72.79647952,67.40152571,62.12791857,75.96780429,88.02513762,67.27238762,99.67633286,72.23097571,74.59708667,65.05398143,56.1560319,74.17237619,81.89842381
"ILMN_1716236","TSPY1",7258,"Y",88.63067429,90.54641095,90.7690319,97.08310333,92.91660619,99.61396905,86.64145857,73.92747238,104.162101,81.80136429,72.2574481,68.42894095,67.45241095,107.3103957,62.8829419,90.49372952,69.24662095,84.3054381,88.1017981,128.7233071,91.91502048
"ILMN_2063254","TSPY2",64591,"Y",74.62155548,54.76405381,83.78009381,100.8399633,77.7996419,85.7605381,78.6523919,75.04661714,79.77516619,77.77247667,88.28709143,82.30123429,82.67431095,66.87705667,86.33264857,85.76929429,83.70426143,59.3372381,87.31246333,74.77276429,74.15187905
"ILMN_1658060","LOC401629",NA,"Y",87.44844619,85.54319381,68.86526286,87.74372857,91.93007476,79.05149524,94.85682286,82.07719238,79.07299476,91.92665452,71.58677238,91.37391905,93.84970048,96.0530019,81.78241476,82.22788857,89.82525286,96.77738619,81.77910238,93.20550381,78.34611619
"ILMN_2264634","UTY",7404,"Y",123.9640414,124.6333452,179.2434638,148.710179,243.0277019,198.8932781,161.9828338,203.0982429,94.87590238,93.58079762,78.07218952,133.4986033,181.2005048,144.2789757,116.5175667,186.0905343,187.3550005,116.9301295,147.3343329,123.1711057,147.5873162
"ILMN_1794407","LOC646303",646303,"Y",95.95455667,89.54845905,86.33671667,87.20691714,168.4985962,91.56769286,88.00739571,87.8196,85.47701667,88.07486381,85.08662571,101.2143205,87.89544381,79.48183429,93.88856143,92.84352619,98.44951905,103.5992633,104.8097529,92.08970333,79.4357081
"ILMN_1691375","CSPG4LYP1",NA,"Y",94.38083,64.80017333,63.29728714,93.40483667,83.63849524,71.90098667,75.82420714,80.49806524,80.58454619,77.60188857,99.22847857,78.80416381,87.90819881,81.50088714,140.5987205,94.25398143,93.08453762,90.07303619,81.87550476,83.57791286,73.42202381
"ILMN_2145470","TTTY16",NA,"Y",84.88866048,73.57969095,76.63316667,82.35982143,71.52754619,79.4759319,79.50243524,89.30691667,78.31764762,78.10268143,92.02572429,80.00395714,72.11278381,89.26083,96.57490619,101.0304714,69.47876048,71.59701762,84.56833381,88.7175819,66.30265048
"ILMN_2288142","HSFY1",86614,"Y",68.61041714,70.78135095,69.63617286,69.19792524,80.43603333,76.52647762,86.65096048,78.96508857,69.02663571,67.47283619,80.56545667,70.7585281,78.31885571,74.76285,69.43527048,79.0115381,76.19163571,64.20501333,72.28878,85.15398905,77.50633238
"ILMN_2363185","CDY1",9085,"Y",95.70456333,84.06958381,102.4787424,107.5148905,78.20201333,98.19032333,104.0625952,97.3239881,104.3821705,88.4494,81.40033333,102.3124786,77.59285429,85.7020419,75.67395667,94.36004571,107.4968152,120.4442905,87.59867286,73.92315333,91.80321571
"ILMN_2269673","CDY1",9085,"Y",75.37026571,69.84701143,76.23240476,89.67383619,70.90007333,69.04007,79.50106238,72.77473238,78.63184143,73.53093524,68.14747524,72.4804919,79.79010905,82.34046286,81.17361143,79.84197,75.31912714,67.00998286,79.72339476,67.42371905,84.49570857
"ILMN_2149793","TTTY10",NA,"Y",84.86805952,104.2675071,98.26056571,78.02399857,88.6044319,98.21958619,121.5967429,104.6883124,96.47733429,95.40211429,93.79636857,75.72490619,98.12935571,113.4861352,80.77537429,70.51595333,100.1728933,92.88722095,95.0460881,174.9852448,179.3264314
"ILMN_1800421","RBMY1A1",5940,"Y",93.87801714,67.61277762,74.10391429,81.90451048,80.44514714,85.73449476,78.25461905,83.13959238,85.29730619,91.87144476,97.90353238,89.53475857,90.50997095,76.71448333,90.39137667,83.70100095,77.00089476,89.66129429,88.9005981,79.71069333,81.51004524
"ILMN_1755537","EIF1AY",9086,"Y",2264.55879,2960.279276,2596.839738,3763.458529,3617.598067,2819.76219,2738.674876,3532.975581,82.06777762,88.97742905,68.91044476,2431.588743,3003.825233,3692.946995,3364.778038,3161.690605,2586.639614,1907.847062,2387.45121,3859.2824,2983.957143
"ILMN_1737543","LOC644005",644005,"Y",65.80084571,76.56389476,71.74670524,76.0768819,74.24465905,73.02540143,69.15785143,66.58676095,78.26116762,64.62629905,66.4685681,70.05305952,76.36342857,82.08710905,76.48939571,83.83749286,70.88648048,70.2681881,66.99135619,71.07759048,68.59946857
"ILMN_2087817","TTTY8",NA,"Y",78.40321619,69.62032524,73.10899619,96.88017238,83.12563238,91.3096,79.6239719,90.71547048,79.19935429,95.86669,97.98409524,90.16680762,114.1720571,87.2572119,82.05422762,86.05081095,85.20861905,87.34900905,78.08669143,80.53089905,86.12668714
"ILMN_1716969","TTTY2",NA,"Y",90.70043524,70.27359714,93.08304905,72.46454952,109.0087981,89.38205905,77.00278714,77.52820286,90.28724095,105.4678957,77.33324429,70.4062119,79.09153381,74.74997238,76.62961048,74.5637481,75.6769019,82.62023905,86.42328905,78.31294524,73.40554381
"ILMN_2091113","GOLGA2LY1",NA,"Y",86.71373,76.26914905,87.15182095,74.40392286,97.96792667,88.28978476,79.52731048,81.4021281,74.48494619,80.0340581,91.9341719,76.88267571,81.12268238,83.34462048,87.51762048,86.99812571,98.39899524,83.14587714,93.60068095,90.9377319,93.21535571
"ILMN_2191331","RPS4Y2",140032,"Y",439.2763,434.5396143,666.6610143,814.1684619,576.0900762,1262.922638,1707.200676,1274.6273,313.1248681,449.1283667,721.6004667,1175.000633,1065.544829,1254.92221,657.8132333,420.8370048,1614.589352,1421.731533,1122.704529,1635.789386,1050.899486
"ILMN_1658621","LOC642833",642833,"Y",83.61695238,106.4218024,94.62617,128.9430657,74.33055571,92.36579952,80.32656524,77.95053619,93.4288381,107.2361433,111.9299114,89.0019719,106.8824043,84.42655857,102.8179048,100.26021,94.85568381,91.19709,91.82341571,75.58609762,94.18520619
"ILMN_2080306","TTTY13",NA,"Y",81.40496571,69.44143571,78.94123286,62.93745905,84.38063952,62.92142286,76.52990571,64.04018952,71.3627181,65.25134,70.54552286,70.36343429,65.3909619,81.86490762,80.00699095,62.63165571,75.15820619,75.26961143,83.0651319,97.19646762,98.91375571
"ILMN_2080309","TTTY13",NA,"Y",61.87558857,80.69213619,77.17152952,90.09766143,83.88028143,69.06812952,79.56527,78.26860048,72.32870857,70.71168048,60.76711619,75.23038762,97.1050581,69.91773143,93.58079762,97.88386714,82.97308476,86.80049,70.96307476,64.41776714,78.96455571
"ILMN_2210199","NLGN4Y",22829,"Y",82.74439381,56.89815286,72.35186143,103.5104171,65.97501762,75.28762667,62.06132095,73.03541238,71.15054571,102.7450633,76.95699476,68.1041019,69.99858762,78.0404719,68.7908681,81.98740214,64.25877238,80.27341143,74.86754333,63.80696857,64.04513048
"ILMN_1805519","CD24",934,"Y",85.92372429,87.51762048,68.27548667,79.18487238,80.14972619,87.43439238,83.55101952,77.48006333,80.09155095,86.0127781,68.7908681,74.67707905,73.21140143,83.0095019,83.93382524,91.94649905,105.5994514,78.84743571,96.02589476,80.74324,73.74238762
"ILMN_2060413","CD24",934,"Y",181.3554362,282.4930248,142.0208933,87.24960143,85.30755048,117.2658352,115.5182586,117.47407,113.1466719,275.7908167,105.3346286,135.5776,221.24143,116.1819781,93.45596571,104.1675657,142.5443971,99.76588,106.3683643,109.2844998,108.147571
