"Sample","PC1","PC2","Sex_inferred","Y_marker_mean"
"GSM758903",-13.158189580017,27.3476790425294,"Female",-0.1154473532
"GSM758910",-25.7505471481204,-10.0002825415032,"Female",-0.0124649414
"GSM758914",-18.7594628478228,63.3446966003926,"Female",-0.338295108
"GSM758924",-24.169603824923,-46.0978477711815,"Male",0.592354304
"GSM758944",-13.0795236971193,-31.9668506213316,"Male",0.84953596
"GSM758951",13.9694964417033,9.88543346460832,"Male",0.605976314
"GSM758956",135.702622654604,-3.94561395779331,"Male",2.66859688
"GSM758964",-38.3467064109047,-0.689734931536039,"Female",-0.083168938
"GSM758968",-16.4080855874,-7.87747928418468,"Female",-0.315712044
