,001_C_Female,001_F_Female,002_A_Male,002_C_Male,014_D_Female,015_A_Female,015_D_Female,015_E_Male,022_B_Male,022_F_Male,023_B_Male,023_D_Female,023_E_Male,029_A_Male,029_E_Female,030_B_Male,030_E_Male,030_F_Male,033_A_Female,033_C_Male,033_D_Male,054_B_Male,054_D_Female,054_F_Female,072_C_Male,072_F_Male,087_A_Female,087_C_Female,087_E_Male,623b_Male,624_Male,657_Female,668_Male,701_Female,705_Male,777_Female,784b_Female
HLA-DRB6,22.3091254784952,22.1912342595941,22.3109330725927,18.8175489395764,21.9918456588087,22.0506391674138,21.7131435693467,22.0752875209924,22.2874412852077,21.980668857442,21.9231159925406,22.2786748957371,21.9967358630888,22.1400761528648,22.0970515742659,21.9360084771706,21.8609880536385,21.656986037298,22.0429291259257,22.1063693259986,21.9877265092467,22.2199994859542,21.9584107582883,18.6327645053448,22.0818721772991,21.9490682936722,21.5459363658417,21.5589694935645,18.4570080684194,8.55458885167764,8.70043971814109,8.81057163474115,8.84235034341381,8.74483383749955,8.70735913208088,8.72109918870719,8.62570884306447
HLA-E,21.7256054900023,21.3066447107092,21.3766860767823,17.4578377413894,20.208616599399,17.7971485383382,20.7038157268163,21.2800973169292,20.7359633439809,21.1053989454276,21.1418539350802,21.0215703551848,21.4445068919357,21.1559867603775,23.1922213149543,17.1695727379707,20.7703138477441,20.5094193579359,21.4899498509407,20.3061974520678,20.43066386847,20.6713363280865,17.1896701526038,20.9168635102471,17.1335937868451,23.2302553279861,21.1291396057692,20.7996025768626,21.468968516659,9.57364718749332,14.0036935827378,14.0511239540195,14.3853231761759,13.938752586543,14.450953464713,12.9929383361658,10.9447120610435
HLA-F,20.5635817310272,23.0470286962555,20.0077130609348,23.1065057534031,19.9872265339398,16.4164676858065,19.7534452866533,20.3904597318726,20.1076487445264,20.1126571225279,23.2020175258766,20.437239014021,20.4834241494029,20.3723996077657,19.5034744450651,22.9363169513796,22.8209416453827,23.0872556378604,20.2686253771992,22.9919646486454,23.2311524638501,23.190627084677,23.1049937878312,23.0747412237648,22.8321475339494,19.8917332791963,20.1648602904591,22.9640660109255,20.3605224155525,9.35314682549808,9.93516504960369,9.93221475196838,6.79441586635011,9.71938882094208,10.6183855022586,9.59618975614441,10.0265234425198
HLA-F-AS1,23.0792951517497,22.9357885861171,20.0469161603202,19.4447500245406,19.9950742727665,23.0884406661871,23.1632858941956,23.0893576949522,20.0544652114924,23.2182372882796,22.8648573615166,23.2058918140784,20.3119079277253,19.7528755080001,22.9090252693856,23.0420677898061,20.1187066623617,20.1140905297934,20.4019388348427,20.4439016626066,20.2133593862945,19.9087048573678,20.001988124795,19.9741274630399,22.9070655945399,23.051360809325,20.2819560542573,19.9245254806,20.0560819927079,8.96578428466209,6.08746284125034,9.38801728534514,6.16992500144231,9.42836017270429,9.42836017270429,5.78135971352466,9.34207466799914
HLA-G,22.765682684324,22.8215067756226,21.6374045160972,16.8440436908533,20.3042187280312,19.3155122429252,20.0221103981839,17.3812725557118,21.8705859693221,21.4144808560481,22.0289481117169,20.2999212282869,20.4728286472848,20.1314362438083,21.9570666064723,20.0590077159241,22.9323726476934,21.7567391398312,22.6428502497142,22.629246546984,22.7026594962249,23.1682211381294,20.1630194107256,20.4158634674478,20.2155543283296,22.1189008455444,23.1698855595486,18.0589429990765,20.1197795698372,7.3037807481771,10.7159619902551,12.5731737846865,9.7714894695006,12.4640351521899,13.1060721443725,11.5343028824546,8.68999797141945
HLA-H,21.0357690054551,20.9427271105659,21.6690684387918,23.1971185840729,20.6749801301116,21.808715203853,20.8965031449673,22.4485758584904,21.3463909106619,17.8371720917265,21.0045277262353,22.2657060315188,22.4918159170233,21.0335836427693,21.0685493493134,21.6494215318227,22.0100622733254,20.3042153851771,23.1219972735198,14.1178865599819,20.3494129848468,20.6741862325314,21.4986359598596,21.6046898579099,22.6202679361416,21.3579954335795,21.8848211416259,20.7193002408332,22.3724083762353,9.76487159073609,10.9061389961954,10.0168082876866,10.4757334309664,10.3847837500934,11.062720767165,9.91139198784346,7.16992500144231
HLA-J,22.5064167907388,22.4485645163749,22.4576168424787,22.2795131008153,22.1508947900047,22.3243327461875,22.3265825467766,22.1404250816466,22.5414365035198,22.06443326427,22.1982408890175,22.2086573777077,22.5506645982662,22.3532329930701,22.1870146149853,22.194481543215,22.0217499402222,21.9486730748343,22.4811744128494,22.4815678835463,22.3430948782102,22.8558098663623,22.7102229242916,22.4337486808814,22.4075138825911,22.3975051707466,22.086098961111,21.9103056572754,22.2194300027334,8.7714894695006,8.99435343685886,9.02236781302845,8.98013957763916,8.97441458980553,8.92777796208234,5.61470984411521,8.81378119121704
HLA-L,22.5537577092369,22.420184347474,22.7135966990954,22.3579385362746,22.2603300826805,22.2611227565877,22.1556505304035,22.2901288413044,22.3589626127982,22.2365640300147,22.2111328719702,22.2866040091909,22.3979132562882,22.4054980552754,22.3657644240211,22.272654556939,22.0851712654646,21.9014038810584,22.3543502819125,22.4879938154833,22.2582885437337,22.4059986418963,22.8181152050133,22.5165726671527,22.2406469436537,22.2311394233939,22.016154695893,22.0492233888295,22.1860897501853,8.78135971352466,9.05799172275918,9.0389189892923,9.04712391211403,8.92184093707449,8.97441458980553,8.876516946565,8.98299357469431
HLCS,22.9917541614023,19.5337840774467,23.2460960215142,22.9562664276263,22.392744531696,23.2016801910564,19.4263773789443,23.0457751563343,22.7829182474607,22.6778566097658,22.5179783288068,22.6116826960047,20.0648216915479,22.7148125231158,22.4283067507587,22.80144037022,22.6175815793161,22.5029985590481,22.8742684783854,22.7530951198344,22.4115492610943,19.3909540209815,23.0225848864281,22.7640158866115,22.4176269525675,22.8066634844114,22.6488049752715,22.688281261509,19.6395632859851,8.81057163474115,9.16741814583174,9.26912667914942,9.38586240064146,9.17741953798924,9.32867492732795,5.55458885167764,9.36632221424582
HLF,21.5198296252361,17.6398847259661,21.8072444558288,20.981085032044,20.3045763686719,21.7912320588625,20.5884630275939,21.2868369165556,22.002913881123,21.1427596085172,21.2659377599325,20.943749611717,20.5012492212905,20.3100091658429,16.8224214552879,21.4638431325013,14.2733585292667,17.9299922855318,23.2511584701152,20.6494614420917,21.2988244384441,20.5950489117841,20.4629575162386,21.0087972096089,21.1782472315304,20.3693012696702,20.5354348638664,20.9794698545907,18.0370052839932,9.00562454919388,9.88722061546838,6.33985000288462,9.51175265376738,9.78135971352466,9.2240016741981,9.03617361255349,9.61470984411521
HLTF,21.4734296677774,21.4724259178756,21.5940247222092,21.4145496446962,21.0766761429207,21.5966632029375,21.3323101767183,20.082325559043,22.6758912235793,21.263258679991,21.3592949679661,21.4942445888293,20.2973624741417,21.6832516956367,19.6364711433308,22.662970925212,22.7481319583589,22.8209912131311,21.8324945493549,22.9364016865887,22.9267751962337,23.0117060884071,19.7316813568994,18.2044871232077,21.0486904163393,21.3129700874007,21.4069407592553,21.2388598520619,21.7722258431088,8.75142366977584,9.05848161431521,9.03257130802409,9.03617099541488,9.20343050968035,9.25510392342575,8.87953122146398,9.1903319902704
HLX,17.0432836639597,19.9488420093895,20.6352301095096,23.2200405344089,22.6407473587571,23.0812246539316,23.0036896372456,20.0137097743206,23.1139068229007,23.1807482540897,20.1330732094119,20.2756232562202,20.1697011773245,23.1943876067925,22.8126125201086,22.793984054008,19.6734833419125,19.3221900350804,20.0275307857503,23.0423356973922,22.8328600828385,23.2074306967239,23.2448427232016,22.9301617970208,19.6146739028033,22.7787713743498,23.2461190781536,22.8434094935578,20.4420191271124,5.75488750216347,9.2336196767597,9.34872815423108,9.65463602852797,5.88264304936184,9.52552080909507,8.98584193700334,9.38370429247405
HM13,20.5273303092667,22.778769886975,21.9251183404516,22.2313246964297,19.9767735958151,21.5496483827963,21.3429575867118,22.4656809512094,20.6245761111667,22.4251881366507,22.0568218851585,21.0777831498449,22.1464073106043,20.8004715185147,22.0276960940763,22.4059372946608,22.6223461768339,22.3028505621985,22.6204499693323,22.7066292131002,22.2288860896672,20.4714714333344,20.3443866632394,22.4860200676372,22.1977879464014,22.0686890635352,21.5585255351997,20.1386548172174,21.5025059213584,8.11999523163433,9.9702206517441,8.98093921092115,10.2172144685856,10.0198368809693,10.1071159244053,9.36056519525106,10.1463975745428
HMBOX1,20.8062947263666,23.0342529007325,21.292745695598,20.7066882404839,20.3958290605407,20.6604782101653,20.3083179189789,20.3228501775082,20.8741183557498,17.1004364896249,20.9976887666257,20.5625834227851,20.5956900080028,20.9244957603092,20.0277885849693,20.8811632632281,20.7748521947928,20.1363954049419,20.8975441542066,17.2411918181944,20.2572715822326,20.5187578336238,21.0278756324168,20.2554735326202,20.2769763000036,19.2446472097433,20.934051473744,23.0412375282489,21.2912780761871,6.20945336562895,9.76487159073609,9.75822321472672,10.2155329997457,10.4051414631363,10.3376219019925,9.18982455888002,10.6519486107234
HMBS,21.579143688971,20.4593102488453,21.1914656743947,21.2262347637012,22.2231249649588,21.3299500066085,20.350644507163,21.5244474571488,21.0846654604211,20.1308076527875,22.2560546731223,18.9563747309228,21.387172509025,21.1800771013757,20.6908418276822,20.0955315659726,21.2787237007074,22.0048818099955,20.7977862674669,21.2149356479954,21.1557708000365,21.4027302916188,21.2169381502223,21.0866077821915,21.9424889191168,22.2237279943489,21.5503876627699,21.4159199426456,21.6547746327871,8.09785269586891,9.09660863818487,10.0864843728607,10.8893043139324,10.0440646322977,10.9195507276394,8.35132541506565,10.4494864752775
HMCES,21.8297518734905,21.7161169732617,21.7280045140109,19.6849768113054,21.3979462806498,21.6926735366977,19.7785143151672,21.6656794094335,21.6707309120037,19.8618718000298,21.1274143866747,21.5293041587848,21.2871481535716,21.3938197935591,20.8947432502434,17.9648282581475,21.4148053305031,21.3682084596505,21.3589347522527,21.7197112560083,18.0327208094709,21.4725825482825,21.6681051508296,21.6125812490399,19.6561172769741,21.2323613929556,18.2150996922567,21.4322486581957,21.6445904267257,9.17916462873121,9.84424468615499,9.90597424059539,10.2139965402909,9.86590147111045,10.0043674935754,9.51566752780855,9.98673658040944
HMCN1,22.7154364955393,22.6472932862103,22.9758780480907,22.2571829417261,21.9802525627514,22.4517084117317,22.2604277190657,22.0645612167275,22.4169134696999,22.3842322629193,22.2136420938448,22.2980787938289,22.531476414126,22.4486859983972,22.0844009740136,22.0288017888716,21.8929874241583,18.8437524048639,22.2788637257135,22.4472224929108,22.3809466406942,22.3240242094066,22.4094012955261,22.3303859885757,22.0873611858057,22.2942314591045,21.8887882046079,22.0049840373264,22.087408453241,8.63299519714296,8.7279204545632,8.80413102118332,8.94836723158468,8.89481776330794,5.49185309632967,8.77807712953536,5.4594316186373
HMG20A,20.5119359897592,20.5075246437521,20.471779388516,20.0625429169762,20.0518939649182,20.6767516783395,20.3268617428113,20.4389755639498,20.2159808338049,20.22464236113,20.2413710695275,20.2035583041993,20.5851807875179,20.5292789817605,23.137970334212,20.0465458617933,20.2548913644867,19.9431729786877,20.5696887574082,20.2700192276543,20.2855749320228,20.0917478634013,20.2144863268891,16.8251699796772,16.6932282989933,20.0865327830819,20.5415872766638,20.344337090029,20.5985950448944,9.50977500432694,10.3476213685681,10.4898479604393,10.769011321097,10.6741922681457,10.7056323873614,9.70043971814109,7.56985560833095
HMG20B,20.1110605109255,19.9542318160456,20.2572531638743,23.0399265838563,22.6836080538541,20.2351248970514,20.0755392117839,23.0306236973133,23.1206713630127,20.0628946439308,23.1560992826609,20.1624773835475,20.1596102266495,20.1303355205461,23.1354116682476,23.2238738560917,19.9758227841983,23.2482675283324,20.0832559665559,22.9741117044291,23.2443156326682,23.2344368074261,20.2673182041406,20.0900128897133,23.1572536340168,19.9380174084695,23.0358983511578,22.9507089508807,19.9437825143432,9.26209484537018,10.0265234425198,9.8376279331714,6.94251450533924,10.0389189892923,10.3014961949825,9.33315535031062,10.3695973462787
HMGA1,22.585488486316,22.5366375045119,20.9742827122172,22.3672713928128,22.082892139199,22.3128108226425,20.6352437525867,22.2273581661882,20.7592913060374,20.5537595139773,22.2467249768231,20.593534047681,20.5895214620751,22.3260045457856,22.3184580822573,20.3784787011231,22.1009182053116,22.0308976282401,22.3051129813032,22.4098638581964,20.8415690580503,22.4733608816218,20.8281809619771,20.6511944934726,22.2215966328149,22.3563417215923,22.1633724661265,22.0604561741131,22.127103781854,8.63181799517892,7.22737455083347,8.94101699864888,8.98809745008859,8.91739907871513,8.91614833937494,8.82549079792523,8.86883163112583
HMGA1P7,22.3949129745775,22.3671016916731,22.4726831553134,22.2081819560335,22.1345165660594,22.1912170874381,22.1792877121844,22.0951861258364,22.2814954147995,22.2319172489005,22.0444905098083,22.3274948074986,22.3668939255466,22.3579846984107,22.0911018521309,21.9829267487098,22.1131084750978,18.5550496623068,22.3749983206914,22.4013891801368,18.9417669170231,22.3745224127416,22.5109792501969,22.3349666464981,18.7572923366063,22.227518704962,21.9546439727921,18.6445815815456,21.9466760816223,8.66177809777199,8.83289001416474,8.8703647195834,5.75488750216347,9.0389189892923,8.91886323727459,8.75822321472672,8.82336724004623
HMGA2,22.2736211854833,22.1877655558133,19.3497973844893,19.0804115876355,22.0055035968227,22.2090880096273,22.0370666343071,22.1756564462735,22.1547819596563,22.1378316918601,21.8949387415268,22.2508497775882,22.4667842148006,22.3089777744272,22.1001653595114,21.8622351421423,22.0820255639498,21.9545211545877,22.3483604907774,22.3675371300042,22.0965533491633,22.0815442261325,22.28362054309,18.9419674576561,22.2138378504508,22.1675461646351,21.9147730700017,21.7164464737988,18.613091597987,8.46352437327118,8.81378119121704,8.79766152585376,8.86418614465428,8.68650052718322,8.63299519714296,8.63299519714296,8.65105169117893
HMGB1,21.3401337504551,22.2481226874916,21.2839157247532,21.900537690521,21.9584440956956,21.6754214459286,22.2073810962435,22.2591813310836,19.4622773669908,22.1256495044897,21.5318888194998,22.2770160734476,21.0215305491458,22.3015621970212,21.4372407435976,21.955777375349,22.0542816216931,21.3841733734802,20.7986045664205,21.709989981281,22.2205085255517,22.2038320588706,22.2655492935559,21.0652264620037,21.9757981865184,21.091241695165,21.9992543446213,21.8527144145631,22.1395323026494,7.62567094782788,8.38544860834664,8.39518210121937,8.92224031298968,8.80305827040592,7.7609575219712,8.32445183027616,8.26901936967437
HMGB2,20.7138253077731,20.6750714735755,20.5663820584651,20.517863504773,20.1656001557941,20.8512213766098,17.3967970786513,20.6914845478699,20.3366264133052,20.5866235844265,20.8243761193689,21.1306811576788,21.745078893166,21.2053935535366,20.2044338314303,22.9359525636535,20.1451771457409,22.9768671934623,20.3773800099824,20.2646166954496,20.0496956909607,23.160629150645,20.3623558877575,20.0590103573664,20.494422017233,21.0682311502836,20.4791131601345,20.8788105506968,21.3955581918936,9.15228484230658,9.87190523765919,9.58871463558226,10.1873520732005,10.0126245388651,10.0525680508042,9.41996017784789,6.94251450533924
HMGB3,22.567125558749,22.3875876084938,22.4177354229954,20.0847236404252,21.8349988534887,22.2040448061644,19.0873911069288,20.6801626260648,22.1853473231173,22.298063729738,20.1044059304072,22.1932540124995,21.8110128691533,22.0041386076794,21.50017863221,22.0870630472586,22.1931184109254,22.151568986074,22.454956197424,22.4476929003837,21.9196952949937,22.5850906412095,22.3458650580383,22.2325077592059,21.8198259640433,21.8021610088103,22.4593062887721,21.9779892291745,22.0509446628244,9.43427866455131,9.01585598518336,10.4376065709322,10.7463109530676,10.7563755351812,10.7643872895515,8.18648352850239,10.9099749225341
HMGB4,22.4094984111745,22.5145332379055,22.6239901876729,22.2157963264247,21.9304309165219,22.0360186272226,22.0251848567142,22.0128311509856,22.6757684233452,22.2133276412737,21.9732902674164,22.2247848281905,22.2120542978468,22.2368822155046,22.0908864507422,22.006268201565,21.9477774626164,21.7093114544149,22.3640341697967,22.0892393596882,22.2321421688367,22.2220389782667,18.9326876665223,22.1763411822765,22.1758711272584,22.2406469436537,21.848559906105,21.7551377852763,21.8316362289226,8.70390357344466,8.8008998999203,8.95128471496697,8.88264304936184,8.84549005094438,8.88569637333939,8.7714894695006,8.60362634498619
HMGCL,22.2637050396042,22.2067627973431,22.10172662734,21.8339520776478,21.239140482534,22.4792197595697,21.9531289574783,22.1336884741135,22.1158964766556,21.8207780803446,22.1803064978554,21.9343942040276,22.0667836073299,21.7505450742892,21.0770471308161,21.6057941762308,22.135852984899,18.1720074688515,18.8321730364848,21.7790359897969,21.5739965922584,22.0007317725436,21.912640860561,21.6917315938824,21.9131699161228,21.558067982547,22.2113251070546,21.882820641125,22.2218820831275,7.31288295528436,11.9614496943982,8.29001884693262,8.60362634498619,12.127671967039,12.4252159032994,10.7355560239115,12.3635872465246
HMGCLL1,22.8440011514354,22.4985621925431,22.7628505760359,22.5294346053908,22.1893805962867,22.6618661502021,22.4304568906068,22.5481048276016,22.5212685475715,22.3934396889074,22.3508887478719,22.6669417037589,22.6347716186621,22.8168797496216,22.4850389295812,18.7107425450398,22.3254973379699,22.0952540670006,22.9164803255451,22.4592867707045,22.575100635678,22.5512595272596,22.6476966606547,19.0329873654208,18.9882297791783,22.5112022646228,19.163733199289,22.2227554064757,22.490701805616,8.7714894695006,9.1873520732005,9.11374216604919,8.96578428466209,5.88264304936184,5.75488750216347,8.92481250360578,9.07146236255662
HMGCR,22.0092361093973,21.7724184842801,21.8989175946992,21.5226136162433,21.183981200535,21.8778588817761,21.6340514717777,22.1098854785047,21.4056016660349,21.6603585163842,21.6941236213968,21.807174869556,21.9185033307702,21.9055302366804,21.1819250539451,21.4824199943928,18.1987279891277,21.4004625470973,18.4470065228651,18.2870088942285,18.1866269088833,21.4579414169703,18.1409745201964,21.7308490509385,21.4294823430565,21.4542079092213,22.2487643736028,21.8329827007844,22.2792149517709,9.76818432477693,10.7507069862249,10.7313190310251,10.843921051289,11.3100446796475,11.2015113445001,9.97727992349992,11.6238814900135
HMGCS1,18.4941368073653,21.6714050094715,21.6461930400733,21.8401048219296,21.2898511667416,22.1046614544833,21.6984944211835,21.9507029002235,21.6856808688526,21.3294580355444,22.0171414307441,21.5203486755449,22.104287127961,21.7594656192816,21.5096972141701,17.9278358205474,21.5655511767341,21.5496540185495,21.644208367255,14.813230056603,21.2998603173878,21.5930171962994,21.6234948438773,21.6943693656944,21.8353588507158,21.9623647534223,21.8698652778417,21.8334614868142,22.0532699993427,9.97727992349992,10.8368393597487,10.8313072438021,10.8579809951276,10.9650627567446,10.9563761572497,10.0014081943928,8.29920801838728
HMGCS2,21.0184827426833,20.5747468794436,20.9223521108554,20.0193056662915,22.9541588509696,20.1038000381497,20.7973630969748,23.035231198921,20.889456430504,22.4295696885546,21.0724362049142,20.9398288316663,23.0015659118157,20.4625811518499,21.2739992923103,21.3878238139662,20.9288436319943,22.652996791725,21.4745555841133,20.3466241021783,20.163462959448,13.5559072023779,20.758208572693,21.0251780964409,20.1267145542525,23.1662950443321,20.1634420751714,20.2230306797306,20.9516347582972,9.4241662888181,9.68999797141945,10.4115109880121,10.2395985292491,9.77643303244473,10.7523806465529,9.44294349584873,9.35535109642481
HMGN1,20.8459946292411,22.1179154897643,20.8273046785555,22.1739646699117,21.6616507170521,22.4990113923397,22.0587466189893,20.6248124613326,22.0102921741907,22.115718568067,22.2814608319564,20.7550069928607,22.3687629389992,20.5270837769743,21.601133724928,20.6152613792131,21.6629851352378,22.0590052953867,20.7814260559592,20.4552494967637,22.0272366193485,21.999391579962,20.549006051062,20.3085517608348,20.2914765561198,21.9866545332909,22.1308523941084,22.2845781775432,20.8782609738071,10.0816307374963,11.3276165314395,11.3281050553261,11.3436741714194,9.80728663118317,9.83233474701359,8.89338048864166,11.7145502318261
HMGN2,21.7679162175167,21.7069500573736,21.2676390727088,21.3446010486071,21.2568336176636,21.7138838257535,21.9337287984154,22.0022933355896,22.1076168063799,21.318943855624,21.1928146746569,21.7964827377639,22.0415579503986,22.3611179528003,21.9667911592479,21.3735906725806,21.6045784711888,21.2952476308659,21.1148100928345,21.7971026075397,21.5277127770628,22.0674384698707,21.5112079617621,21.9061419663685,21.5045950557843,22.2369649461676,21.379882502609,21.8008531450642,21.493910662219,9.98917601619588,10.5417051491658,10.0414654831681,10.0728493475393,9.99916131296971,10.6331655495896,8.93168581545974,10.2268269271061
HMGN2P46,22.6813621769991,22.7480187766472,22.7234878440141,22.4887203163819,22.3966912659599,22.7379549118461,19.2163077359676,22.4841367246011,22.6501305421613,22.5649207257309,22.5440987103475,22.7105821804476,16.4309261849182,22.6220187425357,22.2577923790911,22.3544831900324,22.5581041939773,22.4042252951775,22.8232060882377,22.7450671954747,22.6932525501983,22.4968415897771,22.643402634634,22.4892523938827,22.4977366177709,22.6094508828346,22.2960631219993,22.1114983544023,22.4214947341555,8.68650052718322,8.78790255939143,8.91886323727459,9.04984854945056,8.91886323727459,8.92184093707449,8.82336724004623,8.94836723158468
HMGN3,19.9865600934653,23.195195710871,23.0757352129143,22.8046600428467,22.4230256075358,19.9546748531812,23.2003155429051,16.823205505026,22.7819055519805,22.7930809362556,22.6824670135122,19.9355693808934,20.196413622982,22.7601940585372,22.5668212379751,22.6541954671816,22.6622800333247,22.6608761749888,23.0907835828109,22.8255950823621,22.9009530183649,23.0064622000918,23.0276164989796,22.8946854895788,22.660159149788,23.2071414059759,22.7828170898646,19.2895528954206,23.0128398444113,8.55074678538324,8.94836723158468,8.8703647195834,8.91886323727459,8.82654848729091,8.85486838326024,8.79441586635011,8.83605035505807
HMGN4,22.7452299285205,22.9713939226556,22.5984760115122,22.0101872842184,22.1028452235425,22.8538431183335,22.3681016975522,22.8432877586514,22.2667079179122,22.2162920439874,22.2421643384417,22.3411379133745,19.0995353066545,21.6273455166029,21.6329703551832,18.8998230326167,22.5061993319038,22.2798386704045,22.4260399918664,18.9372186264881,22.210512018388,18.9424200040696,22.2715225849906,22.0779148887056,21.6327081577042,21.5980615896935,22.8141756242184,22.6233345294684,22.7720074307575,9.65105169117893,10.6934869574993,10.5381889320524,10.4115109880121,10.742309436084,11.0063260785249,9.90388184573618,11.2615073092021
HMGN5,22.6154311766042,22.5262847866011,19.638168961862,22.2807922882624,22.2303670423546,22.4245558833072,22.4532776683538,22.3729641353191,22.6548228331214,22.4725614463294,22.4180551304154,22.4113092617466,22.687971280847,22.5316401289812,22.2317113344128,22.1428913917757,22.5141835795263,18.8391207293509,22.3189079474392,22.3188646542135,22.4462834439151,22.3979169110435,22.245315358608,22.4942300928249,22.5171099554998,15.8989792046225,22.3125489717502,22.1274468432091,22.3675720553707,8.90689059560852,8.90086680798075,8.96578428466209,9.08746284125034,8.94836723158468,8.79116288855502,8.77478705960117,8.92184093707449
HMGXB3,21.9829351021272,21.4447555842665,21.5388018123265,20.8125204739639,21.2395693957483,21.8533674326333,21.3659363211272,21.4885948047397,21.7607236016215,21.7158853457153,21.2590806152835,20.7874968910077,21.3094436016842,21.0201172663344,20.544861639218,21.9226482764182,21.6555145641596,21.3635011604716,18.3236705335555,21.5173627843976,18.2080152087583,18.2060318210126,21.6597472704055,21.2458503511685,21.0334512326729,20.8364233368336,22.0146348517847,21.8343402634002,22.1895290011591,9.55842071326866,10.5362472156881,7.19967234483636,10.65999589243,10.5176693881338,10.7099453802325,9.83447104998422,11.1312139050863
HMGXB4,22.9017483792625,22.9428303595456,22.72724181368,22.435159514437,22.5623758984227,22.670676344993,22.6004170284851,22.7164632205366,22.8470108797763,22.5769029371137,22.691989030445,22.6569243013875,22.6686662361758,22.5544108569503,22.5549679540844,22.601137151075,22.4176205147691,22.3016873637911,22.8193622733442,22.6643750156916,22.7288752458219,22.7400084022208,19.4736363937109,22.6076271869954,22.4308363698698,19.1974998817733,19.2482379901832,22.4519598891548,22.4688959503861,8.73131903102506,9.06608919045777,9.05799172275918,9.18487534290828,9.08214904135387,5.85798099512757,8.87344411251538,5.75488750216347
HMHB1,22.6026662474483,22.6259553763273,22.4980963731763,22.3742798886689,22.3038986146109,22.2720772881627,22.2312079943605,22.3655743524462,22.6901354843586,22.1805050089752,22.209976246863,22.3090777262026,22.3049545245557,22.280821733607,22.1140558878957,22.0484280030811,22.0271551397704,22.0654043008092,22.4822375471039,22.2910810250828,22.4028078044923,22.501479576081,22.6362597430285,19.0724728420633,22.5586211006526,22.0879548300656,22.2922623664181,21.9709498491027,22.281819122754,8.60362634498619,8.86727873970966,8.81378119121704,8.93663793900257,8.89784545600551,8.77478705960117,8.75822321472672,8.82017896241519
HMMR,20.2437179046208,22.9552181689052,20.0329833311384,22.6544819784732,19.439701045972,20.2357548221716,20.2676211075136,20.1002195896106,19.7367784649065,23.1434260341452,23.0405022752702,22.8585469798135,20.3606885092919,23.0593627814541,22.8584498503878,22.7184099594766,23.0307154563147,22.8551036214891,20.0410441385343,20.0075597779824,23.199850840086,23.0109900331828,19.9828654888381,22.9632719993331,22.6949346737494,23.0767001423886,20.0937734485424,20.1868674621158,20.3978500797706,8.83605035505807,9.35314682549808,9.25738784269265,9.36632221424582,9.35755200461808,9.44294349584873,5.75488750216347,6
HMOX1,22.5440173231775,23.0234971857534,18.8071347674676,22.0895177231079,21.4198727628205,22.8178393198462,22.5509879188449,22.9454211526298,22.0100124025695,22.970741713861,19.3068493798595,22.8643930404478,22.3703883608557,22.7756034493138,14.7783851892627,21.4593245476467,21.9184119751968,18.4911289058572,19.9330811632052,22.0550523483332,21.9238631528332,22.3513407001533,22.1978963724886,22.4298827608375,18.6135592777883,21.9539285695829,22.4030515632926,21.6150997497985,19.046777642502,10.6653359171852,11.5622424242211,11.5598550415136,12.1382718001722,11.8986013874039,12.6717621863446,10.6302671250268,12.1910592145317
HMOX2,22.7597287205062,22.5914330902755,22.7408342086659,22.5593560831887,22.0830669919192,19.0398829209521,22.226376029466,22.3297552862999,22.429788795216,22.3634613238825,22.4339116475229,19.4114675416613,19.3135827960049,15.6404426604796,22.3526229774895,22.2139407603167,22.1353607805637,22.2532880354244,22.6953663689078,22.2979394671485,22.3679111340586,22.3629294401464,22.6328310548416,22.2266697199952,22.3151354623099,22.2818796684513,19.1436148947928,22.1047158357267,22.2944320069476,8.61838550225861,8.85486838326024,8.94251450533924,9.09539702279256,8.95128471496697,5.75488750216347,8.73131903102506,9.15987133677839
HMSD,22.35952732801,22.5420283984828,22.4138843248067,22.2612874954068,22.1970336708658,22.3616161393819,22.3315205583135,22.1722049882605,22.5260184676455,22.2728692294658,18.9521041952735,22.1755449822701,22.366473234209,22.3620698288974,22.1471008701695,22.2993270975361,22.1050942084488,22.0225808229515,22.4031993073841,22.4178167259587,22.0790560007445,22.3025945818119,22.2340081201279,22.3176552279972,22.3506254932305,22.6069274617937,22.1983095426197,21.9937604105364,21.8617370417915,8.76818432477693,9.00281501560705,8.91587937883577,9.00281501560705,8.876516946565,9.1006623390052,8.93073733756289,8.83289001416474
HMX1,15.6503225332398,22.2887233206783,22.7576187005451,22.049158231572,22.0155681835939,21.8041834199212,21.8837392175204,21.9506662398164,22.2396404804568,22.0474860744699,21.9201158413695,22.1069500914039,22.1964493444935,22.1376897533058,22.2114409705446,21.8730888442945,21.8811513112488,18.529720308599,22.267068118054,22.1559540362006,22.2914942111392,18.7741950791113,22.279321238203,22.0325216674839,22.1244214254738,22.0144070435016,21.8990655278736,21.6074937709122,21.8804246690317,8.44294349584873,8.75822321472672,8.68999797141945,8.86108690599539,8.63299519714296,8.6724253419715,8.6724253419715,8.72109918870719
