UniqueCount	AmbigCount
0	36
0	6
0	549
0	0
0	0
0	0
0	0
0	6
0	5
0	0
0	0
0	0
0	0
0	156
0	19
0	52
0	29
0	14
0	130
0	28
4	364
2	98
0	49
155	149
0	36
1	177
0	27
0	38
2	167
0	0
0	0
0	5
0	669
0	109
0	279
0	250
0	267
0	81
10	200
3	6
0	68
0	12
0	12
0	13
0	0
0	147
0	0
0	15
0	62
0	63
0	19
7	43
0	292
0	235
0	253
0	164
0	163
0	144
0	80
0	177
0	155
0	70
0	82
0	31
0	16
0	46
0	59
2	23
0	0
0	2
0	15
0	1
0	526
2	15
0	8
0	19
9	6
23	9
1	249
0	6
0	0
0	119
0	15
0	0
0	56
0	64
0	15
0	20
0	12
0	12
1883	111726
645	223383
114	491048
81	9
20	130528
14	28858
27726	357708
20	94748
0	0
0	1
2	1819
1	46
0	0
0	0
0	65
0	12
0	12
0	12
0	12
0	12
0	36
0	35
0	12
0	12
0	15
0	12
0	12
0	12
0	12
0	36
0	35
3	12
0	2
1	2
0	5
0	0
0	0
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	24
0	2
2	2
0	25
4	16
0	16
0	0
10	7
0	11
2	134
0	129
42	176
12	98
0	273
6	193
0	168
0	184
16	20
0	157
0	188
0	150
0	172
4	14
0	129
0	140
0	23
0	140
0	160
0	159
0	129
0	28
4	162
0	127
0	133
0	151
0	167
0	163
0	178
0	140
0	137
0	148
0	133
0	35
0	144
0	173
0	143
0	35
0	14
0	73
0	28
0	122
1	14
0	1
0	1
0	8
0	3
0	5
0	31
0	0
0	0
0	56
0	6
1	0
0	0
0	0
0	7
0	7
0	0
0	7
0	7
0	7
0	7
0	7
0	7
0	7
0	7
0	0
0	0
0	0
0	0
1	370
1	219
12	536
0	0
0	78
2	35
12	28
4	9
0	19
3	0
2	23
0	19
0	21
0	0
0	6
0	1
0	1
0	0
0	1
5	0
1	87
4	85
3	87
0	79
0	575
0	436
31	557
1	159
0	0
0	925
0	904
0	859
0	880
0	36
0	49
4	19
0	10
0	52
7	320
0	93
0	28
0	28
0	22
0	28
0	70
0	28
0	54
0	28
0	13
0	22
0	0
1	0
214	40
0	49
0	37
0	41
0	46
0	44
0	45
0	48
0	20
0	42
0	21
0	18
0	21
0	11
0	10
0	6
0	6
0	5
0	5
0	5
4	45
0	0
0	0
0	0
0	0
0	0
3	14
0	0
0	0
0	54
0	0
4	0
0	0
0	0
0	0
0	62
0	91
11	54
0	58
0	63
0	63
0	81
0	64
1	62
0	75
0	48
0	70
0	47
0	47
0	55
0	63
0	63
0	22
0	1534
0	1483
0	1458
15	941
1	879
0	541
0	341
125	0
1	0
0	0
4	4
0	4
0	4
0	3
0	258
0	263
0	259
0	180
0	180
0	166
0	159
0	59
0	135
1	111
0	57
0	63
0	63
0	50
1	45
0	19
0	33
2	23
0	15
0	4
2	21
0	0
0	25
0	23
0	25
0	25
0	11
0	24
4	0
0	5
8	223
0	240
0	179
0	129
0	24
0	33
0	35
3	13
3	29
2	19
4	16
0	10
0	0
0	0
0	76
0	27
1	23
0	35
0	15
0	69
0	47
0	263
0	370
0	370
0	296
0	99
0	348
0	367
0	296
17	418
2	248
0	294
0	370
0	306
0	271
0	307
0	330
0	116
0	93
0	88
0	278
0	88
0	170
0	137
0	94
0	116
0	169
0	40
0	62
0	131
0	106
0	103
0	122
0	103
0	106
0	30
0	19
0	70
0	91
0	95
0	91
0	82
0	64
0	52
0	40
0	47
0	40
0	28
0	18
0	3
0	0
0	0
2	29
90	37
0	12
2	0
0	594
20	591
0	127
0	143
0	105
0	64
4	77
0	0
0	217
0	345
0	375
0	316
3	375
0	128
0	91
0	132
1	29
0	28
0	297
0	284
7	284
0	287
2	76
0	32
0	0
0	455
2	570
0	487
7	314
0	795
0	556
0	643
0	596
0	361
0	422
0	185
0	170
0	126
0	150
0	181
1	72
1	110
2	58
4	76
0	61
0	60
0	76
0	75
0	73
0	72
0	58
0	59
0	59
0	6
0	65
0	64
0	64
0	43
0	199
0	147
11	184
6	42
11	107
0	37
0	3
0	145
0	41
0	39
0	43
0	20
0	17
0	0
1	86
0	3
0	0
0	3
0	3
0	116
0	641
32	727
0	51
11	299
0	12
4	1
0	217
0	153
17	200
0	40
5	134
8	104
0	9
0	6
0	9
0	254
2	232
0	256
0	235
0	237
0	21
0	51
1	82
3	0
4	0
30	598
2	498
0	200
236	186
0	293
4	1007
2	0
104	0
4	0
29	5
1	230
0	213
0	231
0	233
0	204
0	225
0	231
3	231
0	30
0	230
0	35
0	192
0	15
0	10
0	40
0	230
0	167
0	26
0	206
0	194
0	11
1	19
1	176
0	43
0	20
0	29
0	27
0	55
0	47
1	57
0	35
0	31
0	1
0	13
1	14
0	13
0	12
0	9
0	12
0	7
0	7
1	4
0	812
0	767
0	714
0	690
1	663
0	599
0	597
0	599
0	212
1	0
0	97
0	698
0	690
3	278
9	342
0	32
0	1
0	12
0	730
0	685
0	245
0	566
0	630
0	597
0	613
0	631
0	623
0	607
14	106
0	136
0	72
0	51
0	171
0	78
0	109
0	156
1	149
3	118
1	51
0	24
8	19
10	760
0	0
1	37
0	0
0	0
0	101
0	32
0	79
0	71
0	697
0	689
0	676
2	415
0	32
0	190
0	90
0	72
0	139
2	99
0	64
0	117
1	148
0	107
0	98
1	59
0	7
0	2695
0	2951
0	3002
0	2901
0	2918
0	2942
0	2902
0	2631
0	2939
0	2917
0	1609
0	2940
0	2918
0	2850
0	2869
0	2817
0	2774
0	2520
1	2580
0	2478
0	2515
0	2489
0	1751
0	1555
34	638
0	1090
0	662
0	437
0	66
0	143
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	5
0	0
0	2
1	4
0	0
0	0
0	0
0	0
0	0
0	0
2	60
